Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Вес (с упаковкой),Количество скоростей,Уровень шума,Площадь помещения,Функция увлажнения
https://cdn.entero.ru/mp@2x/ce/49/ce49c8395fd4896aec786595bc0188e6.jpg,Воздухоочиститель Hitachi EP-A5000 WH белый,Воздухоочиститель Hitachi EP-A5000 WH белый,54950,RUB,Нет,Hitachi,Климатическая техника,Воздухоочистители,https://entero.ru/item/57390,"<p>Воздухоочиститель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/57390""><b class=""b"">Hitachi</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/57390""><b class=""b"">EP-A5000 WH</b></a> используется для очистки и увлажения воздуха для помещений площадью до 33 м<sup>2</sup>. Оснащен многослойным антиаллергенным фильтром HEPA Н13, который улавливает и подавляет активность частиц плесени, переносимых по воздуху, а также частиц пыли и вирусов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология Stainless Clean</li>
<li>Фильтр предварительной очистки</li>
<li>Сверхтихая работа</li>
<li>Инверторный двигатель</li>
<li>Электронное управления</li>
<li>Пульт дистанционного управления</li>
<li>Датчики запаха, пыли, влажности</li>
</ul>

<p><b>Режимы:</b></p>

<ul>
<li>Очищение воздуха</li>
<li>Пыльца</li>
<li>Интенсивное дезодорирование</li>
<li>Увлажнение</li>
<li>Увлажнение кожи</li>
<li>ЭКО-режим</li>
</ul>

<p><b>Удаление запахов:</b></p>

<ul>
<li>Домашних животных</li>
<li>Табака</li>
<li>Приготовленной пищи</li>
<li>Гнилых овощей</li>
<li>Гнилой рыбы</li>
<li>Жареного мяса</li>
</ul>

<p><b>Подавление активности:</b></p>

<ul>
<li>Плесени</li>
<li>Бактерий</li>
<li>Вирусов</li>
<li>Кедровой пыльцы</li>
<li>Клещей</li>
<li>Домашней пыли</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность увлажнения: прибл. 520 мл/ч</li>
<li>Объем резервуара для воды: прибл. 2,5 л</li>
<li>Воздухоочиститель улавливает 99% частиц размером 0,1-2,5 мкм</li>
<li>Срок службы фильтра HEPA H13: 8 лет</li>
<li>Срок службы высокопроизводительного дезодорирующего фильтра: до 10 лет</li>
<li>Срок службы увлажняющего фильтра: до 3 лет</li>
<li>Таймер выключения: 4 ч</li>
<li>Длина шнура питания: 1,8 м</li>
</ul>",57390,220 В,,430 мм,242 мм,537 мм,,,,0,,,,8.5 кг,,Япония,3000 м3/час,,,от 15 до 50 дБ,33 м2,Да
https://cdn.entero.ru/mp@2x/51/ed/51edeae9f25831488eee9ce79faaf8f9.jpg;https://cdn.entero.ru/mp@2x/85/d4/85d4e30ef86f814b1e14d2037160d4a4.jpg;https://cdn.entero.ru/mp@2x/b4/0c/b40c3b92a1965d84ad663d1fbc9df14a.jpg;https://cdn.entero.ru/mp@2x/a6/18/a6183f29f8d49422e57bf47e8236bba3.jpg;https://cdn.entero.ru/mp@2x/03/25/03250bca72184911475dd5832343d590.jpg,Очиститель воздуха Taurus High Landscapes Connect Pro,954605000,72500,RUB,Нет,Taurus,Климатическая техника,Воздухоочистители,https://entero.ru/item/283225,"<p>Очиститель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283225"">Taurus High Landscapes Connect Pro</a></b> предназначен для очистки воздуха от примесей в офисах, гостиничных номерах, помещениях различных учреждений, а также домашних условиях. Модель оснащена вентилятором с электродвигателем постоянного тока, крышкой с воздухозаборной решеткой и системой фильтров на задней стенке, расположенными в верхней части воздуховыводящей решеткой, панелью управления с функциональными сенсорными клавишами, светодиодными цифровыми дисплеями и индикаторами. Вертикально ориентированный корпус обтекаемой формы выполнен из ударопрочного белого пластика с глянцевой поверхностью, верхняя часть и нижняя окантовка корпуса – из пластика черного цвета, нижний бампер – из пластика серебристого оттенка.</p>

<p><b>Особенности: </b></p>

<ul>
<li>5-ступенчатая регулировка интенсивности вентиляции</li>
<li>Турбо режим для быстрой очистки воздуха от дыма и других серьезных загрязнений</li>
<li>Таймер для установки длительности работы с последующим автоматическим отключением</li>
<li>Автоматический режим</li>
<li>Функция ионизации отрицательными ионами для дополнительных свежести и обеззараживания </li>
<li>Энергосберегающий ночной режим с отключением индикационной подсветки</li>
<li>Автоматическая блокировка клавиш для предотвращения случайного изменения настроек</li>
<li>Интеллектуальные датчики освещенности для автоматического перехода в ночной режим в темное время суток</li>
<li>Высокоэффективная тройная система сменных фильтров:
<ul>
<li>HEPA 13 тонкой очистки </li>
<li>Угольный для нейтрализации токсичных соединений и устранения неприятных запахов</li>
<li>Антибактериальный</li>
</ul>
</li>
<li>Датчик мелкодисперсных загрязнений PM 2.5</li>
<li>Цифровая индикация температуры, уровня влажности, обратного отсчета заданной длительности таймера и качества воздуха</li>
<li>Символьная индикация активных функций</li>
<li>Графические шкалы интенсивности воздушного потока</li>
<li>4-цветовой светодиодный индикатор качества воздуха со сменой цвета освещения соответственно степени загрязненности</li>
<li>Счетчик общего времени работы с ручным сбросом для уведомления о своевременной замене фильтров</li>
<li>Автоматическое отключение при перегреве</li>
<li>Простое управление с помощью легкого прикосновения и удобного меню</li>
<li>Встроенный Wi Fi модуль для возможности удаленного управления и мониторинга через смартфон с помощью приложения Taurus Connect</li>
<li>Совместимость с голосовыми помощниками Alexa или Google Home</li>
<li>Интегрированные в боковые плоскости корпуса рукоятки для удобства транспортировки</li>
<li>Устойчивые нескользящие опоры</li>
<li>Низкий уровень шума</li>
<li>Низкое энергопотребление</li>
<li>Эргономичный технический и стильный эстетический дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры окружающей среды:
<ul>
<li>Эксплуатация: от 12 до 32 °C</li>
<li>Хранение: от 25 до 35 °C</li>
<li>Транспортировка: от -20 до 50 °C</li>
</ul>
</li>
<li>Частота сети Wi Fi: 2,4 ГГц</li>
<li>Эффективность фильтрации: 99,97%</li>
<li>Общая длительность работы до уведомления о замене фильтров: 1500 ч</li>
</ul>",283225,220 В,0.085 кВт,,,,,,,0,https://entero.ru/manuals/348713/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20High%20Landscapes%20Connect%20Pro.pdf,,,10.9 кг,Испания,Китай,600 м3/час,,5,от 20 до 69.5 дБ,140 м2,
https://cdn.entero.ru/mp@2x/f0/5f/f05f3a20efffa6aedeaccc42447f6479.jpg;https://cdn.entero.ru/mp@2x/1d/3b/1d3b6d2e2a5cb9dd7ad648002a756f07.jpg;https://cdn.entero.ru/mp@2x/e4/9b/e49b6afa2f66b82d936ebb34dcb2596a.jpg;https://cdn.entero.ru/mp@2x/d0/ee/d0eed90ee67df4618f60aa4c28a70b38.jpg;https://cdn.entero.ru/mp@2x/a5/a1/a5a167ab67919308d3f621ea719860ec.jpg;https://cdn.entero.ru/mp@2x/4e/e2/4ee23fce022a0462fa6ac1c7d431772c.jpg;https://cdn.entero.ru/mp@2x/3b/51/3b51d6a052f30fc8b9b5997328f44a54.jpg;https://cdn.entero.ru/mp@2x/82/21/8221a3c3961153684b7459d815c5dc07.jpg,Мойка воздуха FUNAI ISHI FAW-ISE480/6.0(WT),FAW-ISE480/6.0(WT),0,RUB,Нет,FUNAI,Климатическая техника,Воздухоочистители,https://entero.ru/item/220527,"<p>Мойка воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220527"">FUNAI ISHI FAW-ISE480/6.0(WT)</a></b> предназначена для очистки и увлажнения воздуха с помощью технологии естественного испарения в офисах, гостиничных номерах, помещениях различных учреждений, а также домашних условиях. Модель оснащена вентилятором, системой фильтров, гигростатом, влагопроводящими решетками с обеих сторон корпуса, панелью управления с функциональными кнопками и светодиодными лампами индикации. Корпус выполнен из ударопрочного белого пластика с матовой поверхностью.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Функция ионизации</li>
<li>5-ступенчатая регулировка интенсивности увлажнения путем изменения скорости вентилятора</li>
<li>Автоматический режим поддержания оптимального уровня влажности</li>
<li>Энергосберегающий ночной режим с отключением индикационной подсветки</li>
<li>Эффективный вращающийся губчатый фильтр большой площади со сменной антибактериальной сеткой</li>
<li>Антибактериальный фильтр для воды CLEAN CUBE с ионами серебра</li>
<li>Ароматизация воздуха с помощью съемного отсека AROMA STICK для эфирных масел</li>
<li>Светодиодный индикатор текущего уровня влажности со сменой цвета освещения </li>
<li>Индикация выбранного режима, скорости вентилятора и заданной длительности таймера</li>
<li>Окно для визуального контроля уровня воды в резервуаре</li>
<li>Автоматическое отключение при отсутствии воды в резервуаре</li>
<li>Простое управление с помощью удобного меню</li>
<li>Верхний залив воды без брызг и шума</li>
<li>Большой резервуар для воды с возможностью мойки в посудомоечной машине</li>
<li>Защелкивающаяся посадка резервуара для легкости обслуживания</li>
<li>Низкое энергопотребление</li>
<li>Степень защиты оболочки: IPX0</li>
<li>Класс электрозащиты: II</li>
<li>Компактный корпус для удобства эксплуатации и транспортировки</li>
<li>Эргономичный технический и стильный эстетический дизайн серии ISHI</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Параметры питания адаптера:
<ul>
<li>Напряжение сети: от 100 до 240 В </li>
<li>Частота сети: 50 / 60 Гц</li>
<li>Выходное напряжение: 24 В</li>
</ul>
</li>
<li>Номинальная сила тока: 0,1 А</li>
<li>Максимальная температура используемой воды: 40 °C</li>
<li>Уровень влажности в автоматическом режиме: 40%</li>
<li>Производительность увлажнения: 480 мл/ч</li>
<li>Максимальная длительность работы до осушения резервуара: 12 ч</li>
<li>Длительность работы до автоматического отключения: 2 / 4 / 8 ч</li>
<li>Объем резервуара для воды: 6 л</li>
<li>Габариты в упаковке: 415x370x265 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/220564"">Фильтрующий блок FAF-ISE480/6.0</a></li>
<li><a href=""https://entero.ru/item/220566"">Фильтр антибактериальный CLEAN CUBE</a></li>
</ul>",220527,220 В,0.011 кВт,372 мм,331 мм,218 мм,,,,0,https://entero.ru/manuals/262240/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FUNAI%20ISHI%20FAW-ISE480_6.0%28WT%29.pdf,,,2.96 кг,Япония,Китай,120 м3/час,,5,28 дБ,60 м2,Да
https://cdn.entero.ru/mp@2x/8b/55/8b55329456956685733659aa539522da.jpg;https://cdn.entero.ru/mp@2x/14/0f/140f6b37bee5ea6f7bf925b7f5bb02e6.jpg;https://cdn.entero.ru/mp@2x/f0/b3/f0b3b07f0e72d6da382aa519e06fc184.jpg;https://cdn.entero.ru/mp@2x/5d/57/5d572c87e2bec70362b65efa29f3a01e.jpg,Мойка воздуха ROYAL Clima ALBA LUXE,RAW-A300/6.0-WT,0,RUB,Нет,ROYAL Clima,Климатическая техника,Воздухоочистители,https://entero.ru/item/218526,"<p>Дисковая мойка воздуха <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218526""><b class=""b"">ROYAL Clima ALBA LUXE </b></a>используется в квартирах, коттеджах и частных домах для повышения уровня влажности воздуха, его очистки и поддержания комфортного микроклимата в бытовых помещениях. Модель оснащена 20 дисками, обладающими 66 ресничнообразными дугами, которые обеспечивают равномерное смачивание поверхности диска и удержание воды на поверхности до полного испарения. </p>

<p>В комплект поставки входят 5 фильтров с ионообменной смолой для очистки воды, что позволит использовать мойку в течение 3 лет. </p>

<p><b>Особенности:</b></p>

<ul>
<li>3 в 1: увлажнитель / очиститель / ионизатор</li>
<li>Усовершенствованная конструкция дисков WATER Mill</li>
<li>Встроенная отключаемая функция ионизации воздуха Ionic Wave </li>
<li>Продуманная 3D-геометрия дуг и их оптимальное расположение повышают эффективность работы</li>
<li>Абразивная поверхность дисков захватывает больше капель воды и обеспечивает улучшенную очистку воздуха от пыли </li>
<li>Эффективное увлажнение воздуха</li>
<li>Оптимальный объем емкости для воды </li>
<li>Очистка дисков в посудомоечной машине </li>
<li>3 режима работы: ночной / дневной / турбо </li>
<li>Степень влагозащиты: IPX0 </li>
<li>Класс электрозащиты: II </li>
<li>Изящный итальянский дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр дисков: 255 мм </li>
<li>Производительность по увлажнению: 300 мл/ч </li>
<li>Объём емкости для воды (бак+поддон): 6 л </li>
<li>Номинальная сила тока: 0,1 А</li>
<li>Время непрерывной работы: 20 ч </li>
<li>Длина шнура питания: 1,65 м </li>
<li>Габариты в упаковке: 470х408х404 мм </li>
</ul>",218526,220 В,0.018 кВт,415 мм,310 мм,385 мм,,,,0,https://entero.ru/manuals/259511/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROYAL%20Clima%20ALBA%20LUXE.pdf;https://entero.ru/manuals/259509/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%83%D0%B2%D0%BB%D0%B0%D0%B6%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B5%D0%B9%20%D0%B8%20%D0%BC%D0%BE%D0%B5%D0%BA%20%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%85%D0%B0%20ROYAL%20Clima%202021-2022.pdf,,,5.9 кг,,Италия,,,,25 дБ,40 м2,Да
https://cdn.entero.ru/mp@2x/b7/de/b7defb2ce1b9f3f44580a47b50bec655.jpg;https://cdn.entero.ru/mp@2x/0d/92/0d9214100e338ee25e84cfe15205c1a4.jpg;https://cdn.entero.ru/mp@2x/d2/18/d21803edde1bc323a3b018003852b738.jpg;https://cdn.entero.ru/mp@2x/a4/39/a439636dfc8f9c57416ff34052fb7686.jpg;https://cdn.entero.ru/mp@2x/23/8e/238e05570964247fd108a0ea82d5a88c.jpg;https://cdn.entero.ru/mp@2x/46/5f/465f7e4303a72147ad55bf51e40416f7.jpg;https://cdn.entero.ru/mp@2x/01/cc/01cc5533646e46549613571a04bbaf9d.jpg;https://cdn.entero.ru/mp@2x/11/ad/11ad58212b5b37226877159973728b4b.jpg;https://cdn.entero.ru/mp@2x/49/2b/492b592f9175029b374d5e759849a9fe.jpg,Мойка воздуха Bort Silver Air,93411751,0,RUB,Нет,,Климатическая техника,Воздухоочистители,https://entero.ru/item/215266,"<p>Мойка воздуха <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215266""><b class=""b"">Bort Silver Air</b></a> предназначена для очистки и увлажнения воздуха в частных домах, квартирах, отелях и офисах. Модель оснащена панелью управления, ЖК дисплеем, фильтрующим элементом и резервуаром для воды.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Улажнение воздуха путем естественного испарения</li>
<li>Автоматический режим + 3 ручных режима (медленный / средний / быстрый)</li>
<li>3 режима подсветки + ночной режим без подсветки</li>
<li>Отображение температуры и уровня влажности на передней панели</li>
<li>Функция автоотключения</li>
<li>Индикация низкого уровня воды</li>
<li>Фильтрующий элемент можно разбирать и мыть</li>
<li>Низкий уровень шума</li>
<li>Прорезиненные ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Емкость резервуара для воды: 5,5 л</li>
<li>Расход воды: 260 мл/ч</li>
</ul>",215266,220 В,0.012 кВт,,,,,,,0,https://entero.ru/manuals/254944/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bort%20Silver%20Air.pdf,,,5.5 кг,,Китай,,7.1 кг,3,35 дБ,25 м2,
https://cdn.entero.ru/mp@2x/3a/e1/3ae19aa49d849f81818723c6eaec394a.jpg;https://cdn.entero.ru/mp@2x/34/61/3461c4220f22815a0e7f942d1ee52db1.jpg;https://cdn.entero.ru/mp@2x/a0/1d/a01d54b8fa254cc9b4206425786833db.jpg;https://cdn.entero.ru/mp@2x/16/16/1616fb589dedf2d1be4a8bdd5f55ebc1.jpg;https://cdn.entero.ru/mp@2x/03/84/03840ef021b2eb2a89efec2c3d18c046.jpg;https://cdn.entero.ru/mp@2x/3b/cd/3bcd663041a40daae6c40d00abe647af.jpg;https://cdn.entero.ru/mp@2x/a7/14/a714a6b7e349601b007bdebb70393b58.jpg;https://cdn.entero.ru/mp@2x/d9/58/d958d2c4a3b2e4e31ca04a31032f00e5.jpg;https://cdn.entero.ru/mp@2x/d3/c2/d3c209340054862893f4f1d4c88d901f.jpg,Мойка воздуха Bort Crystal Air,93411621,0,RUB,Нет,,Климатическая техника,Воздухоочистители,https://entero.ru/item/215583,"<p>Мойка воздуха <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215583""><b class=""b"">Bort Crystal Air</b></a> предназначена для очистки и увлажнения воздуха в частных домах, квартирах, отелях и офисах. Модель оснащена панелью управления, таймером, фильтрующим элементом и резервуаром для воды.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Улажнение воздуха путем естественного испарения</li>
<li>Регулировка скорости</li>
<li>Функция ионизации</li>
<li>Ночной режим</li>
<li>Возможность долива воды сверху</li>
<li>Функция автоотключения</li>
<li>Индикация влажности</li>
<li>Индикация уровня воды</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Емкость резервуара для воды: 4,2 л</li>
<li>Расход воды: 350 мл/ч</li>
<li>Продолжительность работы: 12,5 ч</li>
</ul>",215583,220 В,0.015 кВт,,,,,,,0,https://entero.ru/manuals/255144/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bort%20Crystal%20Air.pdf,,,6 кг,,Китай,,,,,30 м2,
https://cdn.entero.ru/mp@2x/4a/18/4a18f2a57c22c9822558c4f6ab9f1f3e.jpg,Очиститель воздуха VIATTO VA-AC60,163409,0,RUB,Нет,VIATTO,Климатическая техника,Воздухоочистители,https://entero.ru/item/192763,"<p>Очиститель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/192763"">VIATTO VA-AC60</a></b> используется на предприятиях общественного питания и торговли, в офисах, образовательных и медицинских учреждениях, а также в других местах общественного пользования и домашних условиях для очистки воздуха в помещениях. Модель оснащена электронной панелью управления. Корпус выполнен из АВС пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Приток воздуха с 4 сторон</li>
<li>Фильтр предварительной очистки</li>
<li>HEPA фильтр</li>
<li>Таймер отключения на 2, 4 или 8 часов</li>
<li>Подсветка</li>
<li>Спящий режим</li>
<li>Ионизатор</li>
<li>UV-C</li>
<li>Индикация качества воздуха (с датчиком частиц)</li>
<li>Автоматический режим</li>
<li>Блокировка от детей</li>
</ul>",192763,,0.65 кВт,346 мм,346 мм,674 мм,9 кг,1,360x356x690 мм,0,https://entero.ru/manuals/360310/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-AC60.pdf,,,8.4 кг,,Китай,,,4,,от 32 до 60 м2,
https://cdn.entero.ru/mp@2x/f7/b8/f7b85843d95f91ee5e21add69bbf196a.jpg;https://cdn.entero.ru/mp@2x/93/c2/93c2a0fd7cc0003a9ee3fe38d54b0295.jpg;https://cdn.entero.ru/mp@2x/4a/de/4adef736872ad35cc2a676ca0d902e4b.jpg;https://cdn.entero.ru/mp@2x/a5/12/a512dd29c59ee05ed4941d62667ac440.jpg,Лампа ультрафиолетовая ГЕЙЗЕР HYW 11W,Лампа ультрафиолетовая ГЕЙЗЕР HYW 11W,1155,RUB,Да,,Климатическая техника,Воздухоочистители,https://entero.ru/item/309085,"<p>Ультрафиолетовая лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/309085"">ГЕЙЗЕР HYW 11W</a></b> предназначена для совместного использования с очистителем воздуха<a href=""https://entero.ru/item/309084"" target=""_blank""> Гейзер-2 </a>для очистки воздуха от пыли, бактерий и вирусов в частных домах, квартирах, отелях и офисах.</p>",309085,,,,,,,,,0,,1561,,,,,,,,,,
https://cdn.entero.ru/mp@2x/45/7f/457f3a8db6de702c216896f7bb3815b0.jpg;https://cdn.entero.ru/mp@2x/ef/8d/ef8d48e13b9fc5f71dd4aaf3eed07af1.jpg;https://cdn.entero.ru/mp@2x/35/f8/35f878342afa85291424948793ad77f7.jpg,Лампа ультрафиолетовая ГЕЙЗЕР HYW 24W,Лампа ультрафиолетовая ГЕЙЗЕР HYW 24W,3077,RUB,Да,,Климатическая техника,Воздухоочистители,https://entero.ru/item/309086,"<p>Ультрафиолетовая лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/309086"">ГЕЙЗЕР HYW 24W</a></b> предназначена для совместного использования с очистителем воздуха <a href=""https://entero.ru/item/309083"" target=""_blank"">Гейзер-1</a> для очистки воздуха от пыли, бактерий и вирусов в частных домах, квартирах, отелях и офисах.</p>",309086,,,,,,,,,0,,4158,,,,,,,,,,
https://cdn.entero.ru/mp@2x/07/b0/07b0ceccef1c8bcca2ced4bb992c556e.jpg,Фильтр воздушный ГЕЙЗЕР для Гейзер-2,Фильтр воздушный ГЕЙЗЕР для Гейзер-2,4963,RUB,Да,,Климатическая техника,Воздухоочистители,https://entero.ru/item/309087,"<p>Воздушный фильтр <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/309087""><b class=""b"">ГЕЙЗЕР</b></a> предназначена для совместного использования с очистителем воздуха<a href=""https://entero.ru/item/309084"" target=""_blank""> Гейзер-2 </a>для очистки воздуха от пыли, бактерий и вирусов в частных домах, квартирах, отелях и офисах.</p>",309087,,,,,,,,,0,,,,,,,,,,,,
