Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Остаток,Файлы,Старая цена,Видео
https://entero.ru/i/nofoto-m.jpg,"Труба медная для кондиционеров ASTM 5/8"" (бухта 15 м)","Труба медная для кондиционеров ASTM 5/8"" (бухта 15 м)",0,RUB,Нет,ASTM,Климатическая техника,Аксессуары,https://entero.ru/item/85509,,85509,0,,,
https://entero.ru/i/nofoto-m.jpg,"Труба медная для кондиционеров ASTM 7/8"" (бухта 15 м)","Труба медная для кондиционеров ASTM 7/8"" (бухта 15 м)",0,RUB,Нет,ASTM,Климатическая техника,Аксессуары,https://entero.ru/item/85511,,85511,0,,,
https://cdn.entero.ru/mp@2x/af/7e/af7e5206fe71b2ff9d8b9b4a40e84eaf.jpg,Блок-распределитель Fujitsu UTPPY02A,Блок-распределитель Fujitsu UTPPY02A,0,RUB,Нет,Fujitsu,Климатическая техника,Аксессуары,https://entero.ru/item/228487,"<p>Блок-распределитель <b><b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228487"">Fujitsu UTPPY02A</a> </b></b>используется совместно с внешними блоками мультисплит-системы. Блок позволяет осуществить подключение внутренних блоков мультисплит-системы к внешнему.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальная потребляемая мощность: 0,01 кВт </li>
<li>Размер: 433x195x370 мм </li>
<li>Габариты в упаковке: 931x271x436 мм </li>
<li>Вес: 9 кг</li>
<li>Вес в упаковке: 13 кг </li>
</ul>",228487,0,,,
https://cdn.entero.ru/mp@2x/20/64/2064fc76b75553e437097930249003e4.jpg;https://cdn.entero.ru/mp@2x/cb/94/cb94dc383de9c7422bbe7dfe3c5beed6.jpg;https://cdn.entero.ru/mp@2x/fd/5a/fd5a60b571b7930efeabdc2ac4196dd5.jpg;https://cdn.entero.ru/mp@2x/aa/db/aadbd3106b7b04a6b14a306b0a9b881c.jpg,Газогорелочное устройство Лемакс ГГУ-100,Газогорелочное устройство Лемакс ГГУ-100,0,RUB,Нет,Лемакс,Климатическая техника,Аксессуары,https://entero.ru/item/371055,"<p>Газогорелочное устройство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371055"">Лемакс ГГУ-100</a></b> используется совместно с оборудованными автоматикой безопасности газовыми отопительными и водогрейными котлами и аппаратами, а также бытовыми газовыми печами. Модель оснащена 8 высококачественными инжекционными микрофакельными горелками Polidoro (Италия), каждая горелка имеет 8 сопел. Горелки выполнены из жаропрочной нержавеющей стали.</p>

<p>В комплект поставки входят инструкция по эксплуатации, гарантийный талон и заводская упаковка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокая теплопроизводительность</li>
<li>Низкая концентрация угарного газа и оксидов азота в продуктах сгорания</li>
<li>Исключение проскока пламени</li>
<li>Тихая работа</li>
<li>Преимущества совсестной работы с автоматикой безопасности SIT (Италия):
<ul>
<li>Модуляция пламени при розжиге основной горелки для исключения хлопков</li>
<li>Модуляция мощности основной горелки при подходе к заданной температуре теплоносителя: снижение частоты включений и выключений основной горелки и расхода газа</li>
<li>Стабильное горение при колебаниях входного давления газа</li>
<li>Регулировка мощности (150 Вт) запальной горелки</li>
<li>Легкое снятие с котла при ремонте без слива теплоносителя из системы отопления благодаря наличию чувствительного термобаллона, установленного в гильзу</li>
<li>Розжиг запальной горелки с помощью пьезоэлемента</li>
<li>Защита от случайного воспламенения основной горелки во время розжига запальной горелки благодаря наличию фиксатора на клапане</li>
</ul>
</li>
<li>Эксплуатация с магистральным газом (G20)</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Номинальная тепловая мощность: 100 кВт</li>
<li>Максимальная тепловая мощность запальной горелки: 0,23 кВт</li>
<li>Максимальное содержание угарного газа в продуктах сгорания: 0,05%</li>
<li>Диапазон регулирования температуры теплоносителя: от 40 до 90 °С</li>
<li>Точность регулирования температуры теплоносителя: 5 °С</li>
<li>Давление природного газа:
<ul>
<li>Номинальное: 1274 Па</li>
<li>Минимальное: 600 Па</li>
<li>Максимальное: 2940 Па</li>
</ul>
</li>
<li>Максимальный уровень звуковой мощности (A): 55 дБ</li>
<li>Инерционность срабатывания:
<ul>
<li>Максимальная при розжиге запальной горелки: 30 с</li>
<li>Максимальная при погасании пламени запальной горелки: 30 с</li>
<li>При отсутствии тяги в дымоходе:
<ul>
<li>Минимальная: 10 с</li>
<li>Максимальная: 60 с</li>
</ul>
</li>
</ul>
</li>
<li>Диаметр газового патрубка: 3/4""</li>
<li>Наружный диаметр насадок: 51 мм</li>
<li>Максимальная длина рабочей части насадки: 360 мм</li>
<li>Диаметр газовых сопел: 3,2 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",371055,0,https://entero.ru/manuals/495321/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9B%D0%B5%D0%BC%D0%B0%D0%BA%D1%81%20%D0%93%D0%93%D0%A3-100.pdf,,
https://cdn.entero.ru/mp@2x/df/74/df74fcbe4808a7d40833dba602ec533c.jpg;https://cdn.entero.ru/mp@2x/28/c2/28c263ea989f2cfe3362311b86df5553.jpg,Блок управления Тепломаш КЭВ-БУК-900-CA,Блок управления Тепломаш КЭВ-БУК-900-CA,0,RUB,Нет,Тепломаш,Климатическая техника,Аксессуары,https://entero.ru/item/364401,"<p>Блок управления с преобразователем частоты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/364401""><b class=""b"">Тепломаш КЭВ-БУК-900-CA</b></a> используется для управления промышленными завесами серий 800 без источника тепла.</p>

<p>В комплект поставки входит Блок управления КЭВ-БУК-900-CA, накладной датчик температуры NTC10k</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулирование расхода воздуха</li>
<li>Возможно объединение в систему ""Ведущий-ведомые"" с ведомыми блоками КЭВ-БУК-900-В</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Степень защиты: IP31 или IP54</li>
<li>Напряжение: 380 В</li>
<li>Размеры: 250х650х800мм</li>
<li>Масса: 33.5 кг</li>
<li>Страна производства: Россия</li>
</ul>",364401,0,,,
https://cdn.entero.ru/mp@2x/ab/3d/ab3da5fccf2d762f99bf312f18de89dc.jpg;https://cdn.entero.ru/mp@2x/dd/40/dd4020b866dd6017f1e742ee1f4eb9d4.jpg;https://cdn.entero.ru/mp@2x/41/18/4118e1f4508c068052287ef835a94f41.jpg,Термостат NOBO NCU 1S,Термостат NOBO NCU 1S,4290,RUB,Нет,NOBO,Климатическая техника,Аксессуары,https://entero.ru/item/192589,"<p>Электронный термостат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/192589"">NOBO NCU 1S</a></b> используется для управления в ручном режиме конвекторами NOBO серий NTE, NTL, NFC, NFK. Модель оснащена бегунком, при помощи которого выставляется комфортная температура и функцией сохранения настроек при временных перебоях электропитания.</p>",192589,0,https://entero.ru/manuals/224812/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20NOBO%20NCU%201S.pdf;https://entero.ru/manuals/224813/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20NOBO.pdf,6129,
https://cdn.entero.ru/mp@2x/dc/ed/dcedaa05ee028c2786bcf7a5d7e0f7a4.jpg;https://cdn.entero.ru/mp@2x/82/f5/82f58639cdc2b061ef2e86c6fda6a36c.jpg;https://cdn.entero.ru/mp@2x/f3/40/f34081dc8a1a41e5eca8e2c709ffe385.jpg;https://cdn.entero.ru/mp@2x/12/b8/12b8c9557fdccc4b6403c5007b0e03c1.jpg;https://cdn.entero.ru/mp@2x/d7/7b/d77ba64af08b4f44888d1a3490ceadc8.jpg,Пульт управления проводной Samsung MWR-SH11N,Пульт управления проводной Samsung MWR-SH11N,16500,RUB,Нет,Samsung,Климатическая техника,Аксессуары,https://entero.ru/item/217928,"<p>Проводной пульт управления <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/217928"">Samsung MWR-SH11N</a> </b>используется совместно с внутренними блоками серии FJM канального и кассетного типа с технологией WindFree. Модель оснащена сенсорным экраном.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Позволяет настраивать функции:
<ul>
<li>Таймер включения / выключения</li>
<li>Бесшумный режим</li>
<li>Режим сна</li>
<li>Режим поддержания температуры</li>
</ul>
</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 236х162х83 мм</li>
<li>Вес с упаковкой: 0,76 кг</li>
<li>Цвет: белый</li>
</ul>",217928,0,,17188,
https://cdn.entero.ru/mp@2x/8f/88/8f883d4dea66263e561a81846308433e.jpg;https://cdn.entero.ru/mp@2x/a9/1a/a91a257b83eb85984d7a72e463748e9c.jpg;https://cdn.entero.ru/mp@2x/ad/c5/adc5497daf40686ba35da630cdb7f88a.jpg,Контроллер беспроводной NOBO EcoНub,Контроллер беспроводной NOBO EcoНub,29487,RUB,Нет,NOBO,Климатическая техника,Аксессуары,https://entero.ru/item/193227,"<p>Беспроводной контроллер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/193227"">NOBO EcoНub</a></b> является компонентом системы управления Nobo Energy Control, используется для связи по радиосигналу со всеми приемниками и электронными термостатами с маркировкой 700 и серии NCU с маркировкой R и передачи сигнала с управляющих элементов - смартфонов, планшетов или настенного переключателя EcoSwitch. Модель оснащена зеленым светодиодным индикатором, сигнализирующим о работе системы.</p>

<p>В комплект поставки входит кабель для подключения к Wi-Fi роутеру с разъемом RJ45.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Передача сигнала от управляющих элементов (смартфоны, планшеты) через Wi-Fi роутер</li>
<li>Возможность подключения до 256 управляющих элементов</li>
<li>Изменения в программе одного управляющего элемента запоминаются и передаются на остальные управляющие элементы</li>
<li>Приложение для управления доступно в App Store (iOS) и Googl Play (Android)</li>
<li>Все приемники имеют уникальные адреса и работают как ретрансляторы</li>
<li>USB-порт</li>
<li>RS-232-порт</li>
<li>Слот для SD-карты</li>
<li>Сохранение всех настроек при временных перебоях электропитания</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Частота радиосигнала: 868 МГц</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Беспроводной настенный переключатель режимов <a href=""https://entero.ru/item/193479"">EcoSwitch</a></li>
<li>Электронный термостат <a href=""https://entero.ru/item/192999"">R80 RXC 700</a></li>
<li>Электронный термостат <a href=""https://entero.ru/item/192978"">R80 RDC 700</a></li>
<li>Электронный термостат <a href=""https://entero.ru/item/193004"">R80 TXF 700</a></li>
<li>Электронный термостат <a href=""https://entero.ru/item/192995"">R80 RSC 700</a></li>
<li>Электронный термостат <a href=""https://entero.ru/item/192596"">NCU 1R</a></li>
<li>Электронный термостат <a href=""https://entero.ru/item/192605"">NCU 2R</a></li>
<li>Электронный термостат <a href=""https://entero.ru/item/192610"">NCU ER</a></li>
<li>Центральный термостат <a href=""https://entero.ru/item/193484"">TXB 700 </a></li>
<li>Термостат для теплых полов <a href=""https://entero.ru/item/193523"">NTB 2R</a></li>
<li>Термостат для теплых полов <a href=""https://entero.ru/item/193708"">TRB 36 700</a></li>
<li>Беспроводной комнатный термостат <a href=""https://entero.ru/item/71240"">TCU 700 </a></li>
<li>Приемник-розетка <a href=""https://entero.ru/item/193499"">RCE 700</a></li>
<li>Скрытый приемник <a href=""https://entero.ru/item/193514"">RS 700</a></li>
<li>Аппаратный релейный приемник <a href=""https://entero.ru/item/193706"">RSX 700</a></li>
</ul>",193227,0,https://entero.ru/manuals/225663/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B%20%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%20Nobo%20Energy%20Control.pdf;https://entero.ru/manuals/225661/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20NOBO.pdf,,
https://cdn.entero.ru/mp@2x/cb/40/cb405c44437b0e14c6e71d5228a2b97b.jpg,Горелка газовая Теплодар АГГН-26К,Горелка газовая Теплодар АГГН-26К,35239,RUB,Нет,,Климатическая техника,Аксессуары,https://entero.ru/item/245450,"<p>Газовая горелка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245450"">Теплодар АГГН-26К</a> </b>используется совместно с отопительными котлами Куппер ОК-15 (2.0), Куппер ОК-20 (2.0), Куппер Эксперт-15 (2.0), Куппер Эксперт-22, Куппер Эксперт-22 (2.0), Куппер Про-16 (2.0), Куппер Про-22 (2.0), Куппер Про-28 (2.0), Куппер Про Турбо-16, Куппер Про Турбо-22 и Куппер Про Турбо-28 в частных домах, гаражах, на дачах и в других помещениях для сжигания природного газа и автоматического поддержания заданной температуры в системе отопления. Модель оснащена термогенератором для преобразования тепловой энергии в электрическую, 2 микрофакельными горелками и смотровым окном для визуального контроля горения.</p>

<p>В комплект поставки входит пульт управления.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Энергонезависимая модель, не требует подключение к электросети</li>
<li>Автоматическое отключение в случае аварийных ситуаций</li>
<li>Комплектующие от ведущих европейских производителей</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Тепловая мощность: 2х 13 кВт</li>
<li>Расход газа при максимальной мощности: 3,2 м<sup>3</sup>/ч</li>
<li>Номинальное давление: 1,5 кПа</li>
<li>Максимальное входное давление газа: 6 кПа</li>
<li>Диапазон настройки регулятора давления: от 2 до 5 кПа</li>
<li>Рабочая температура окружающей среды: от 0 до 70 °С</li>
<li>Длина микрофакельной горелки: 351 мм</li>
<li>Габариты: 283х509х237 мм</li>
<li>Вес без пульта управления: 4,1 кг</li>
</ul>",245450,0,https://entero.ru/manuals/296566/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D0%BE%D0%B4%D0%B0%D1%80%20%D0%90%D0%93%D0%93%D0%9D-26%D0%9A.pdf;https://entero.ru/manuals/296565/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/296564/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D0%BF%D0%BB%D0%BE%D0%B4%D0%B0%D1%80.pdf,38303,
https://cdn.entero.ru/mp@2x/19/34/19343d8ab43d46733bc1121a04037f1f.jpg;https://cdn.entero.ru/mp@2x/19/10/19103229dc6b203dffa10e1bc4f7c28f.jpg,Переключатель беспроводной NOBO EcoSwitch,Переключатель беспроводной NOBO EcoSwitch,10290,RUB,Нет,NOBO,Климатическая техника,Аксессуары,https://entero.ru/item/193479,"<p>Беспроводной переключатель режимов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/193479"">NOBO EcoSwitch</a></b> является компонентом системы управления Nobo Energy Control, используется для управления всеми приемниками и термостатами со встроенным датчиком температуры. Модель оснащена 4 элементами управления, соответствующим 4 режимам работы, при нажатии на один из которых все связанные приемники и термостаты переходят в указанный режим.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы работы:
<ul>
<li>Комфортный - комфортный режим обогрева</li>
<li>Экономичный - уменьшает температуру в ночное время и в период вашего краткосрочного отсутствия </li>
<li>Антизамерзание - защита дома от замерзания в период вашего долгосрочного отсутствия</li>
<li>Стандартный - автоматическое включение еженедельной программы обогрева</li>
</ul>
</li>
<li>Встроенный датчик температуры постоянно передает текущее значение температуры в помещении на планшет/смартфон</li>
<li>Связь и передача команд происходит с помощью радиосигнала по пути EcoSwitch - EcoHub - приемник/термостат</li>
<li>Светодиодный индикатор сигнализирует о включении системы и необходимости замены батареи</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Питание: батарея CR2032 - 3 В</li>
</ul>",193479,0,https://entero.ru/manuals/225839/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B%20%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%20Nobo%20Energy%20Control.pdf;https://entero.ru/manuals/225838/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20NOBO.pdf,10719,
https://cdn.entero.ru/mp@2x/6a/d8/6ad8da1e8644961dea0cd3f3e5463399.jpg;https://cdn.entero.ru/mp@2x/63/14/6314f98369059a19d4f5c0a2905e3f22.jpg,Термостат NOBO R80 RDC 700,Термостат NOBO R80 RDC 700,10990,RUB,Нет,NOBO,Климатическая техника,Аксессуары,https://entero.ru/item/192978,"<p>Электронный термостат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/192978"">NOBO R80 RDC 700</a></b> используется для управления в ручном или удаленном режиме конвекторами NOBO серий C2F, С4F, C2N, С4N и B4N. Модель оснащена 2 бегунками, при помощи которых в ручном режиме выставляется комфортная и экономичная температура и функцией сохранения настроек при временных перебоях электропитания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы работы:
<ul>
<li>Включение</li>
<li>Нагрев</li>
<li>Экономия электроэнергии</li>
</ul>
</li>
<li>3 световых индикатора режимов работы на верхней панели</li>
<li>Удаленное управление осуществляется через:
<ul>
<li>EcoHub (Система управления Nobo Energy Control)</li>
<li>Orion 700 (Система управления Orion 700)</li>
</ul>
</li>
</ul>",192978,0,https://entero.ru/manuals/225388/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B%20%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%20Nobo%20Energy%20Control.pdf;https://entero.ru/manuals/225377/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20NOBO.pdf,11568,
https://cdn.entero.ru/mp@2x/4a/ae/4aae02c0de671632ce988ae83fc3a358.jpg;https://cdn.entero.ru/mp@2x/10/9c/109cc3f39c3055d18a1e779de1b0e170.jpg;https://cdn.entero.ru/mp@2x/64/e1/64e1a5073e8cddc34c439c85fe0e74c4.jpg,Термостат NOBO NCU 2T,Термостат NOBO NCU 2T,17290,RUB,Нет,NOBO,Климатическая техника,Аксессуары,https://entero.ru/item/192641,"<p>Электронный термостат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/192641"">NOBO NCU 2T</a></b> используется для управления в ручном режиме конвекторами NOBO серий NTE, NTL, NFC, NFK. Модель оснащена панелью управления с цифровым LCD дисплеем для отображения числового значения выставленной температуры и функцией сохранения настроек при временных перебоях электропитания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы работы:
<ul>
<li>Экономичный</li>
<li>Комфортный</li>
<li>Антизамерзание</li>
</ul>
</li>
<li>Выставление числовых значений комфортной и экономичной температуры производится при помощи кнопок на панели управления</li>
<li>Возможность программирования работы конвектора на неделю</li>
</ul>",192641,0,https://entero.ru/manuals/224893/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20NOBO%20NCU%202T.pdf;https://entero.ru/manuals/224888/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20NOBO.pdf,18010,
https://cdn.entero.ru/mp@2x/2f/9c/2f9cca35cbdd189d56aa6d5ac73c6f65.jpg,Разделитель емкостный гидравлический Теплодар ЕГР 200 (2019),Разделитель емкостный гидравлический Теплодар ЕГР 200 (2019),19460,RUB,Нет,,Климатическая техника,Аксессуары,https://entero.ru/item/245841,"<p>Емкостный гидравлический разделитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245841"">Теплодар ЕГР 200 (2019)</a> </b>предназначен для согласования водяного контура котла с контурами отопительной системы, а также работы многоконтурных систем отопления с различным расходом теплоносителя и различным гидравлическим сопротивлением. Корпус выполнен из стали с защитным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Исключает перегрев котла, увеличивает его КПД и продлевает срок службы</li>
<li>Уменьшает частоту загрузки топлива</li>
<li>Накапливает и передает тепловую энергию при неравномерной или периодической работе котла</li>
<li>Опоры имеют отверстия для крепления к полу</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 200 л</li>
<li>Максимальное рабочее давление: 0,3 МПа</li>
<li>Рабочая температура теплоносителя: до 95 °С​</li>
<li>Количество патрубков:
<ul>
<li>Котловой контур: 4</li>
<li>Контур отопления: 4</li>
<li>Слив теплоносителя: 1</li>
<li>Предохранительный клапан: 1</li>
<li>Воздухоотводчик: 1</li>
</ul>
</li>
<li> Диаметр патрубков: 
<ul>
<li>Котловой контур: G1 1 /2</li>
<li>Контур отопления: G1 1 /2</li>
<li>Слив теплоносителя: G 1 /2</li>
<li>Предохранительный клапан: G 1 /2</li>
<li>Воздухоотводчик: G 1 /2</li>
</ul>
</li>
<li>Габариты: 465х465х1285 мм</li>
<li>Вес без теплоносителя: 50 кг</li>
</ul>",245841,0,https://entero.ru/manuals/297519/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D0%BE%D0%B4%D0%B0%D1%80%20%D0%95%D0%93%D0%A0%20200%20%282019%29.pdf;https://entero.ru/manuals/297520/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/297518/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D0%BF%D0%BB%D0%BE%D0%B4%D0%B0%D1%80.pdf,,
https://cdn.entero.ru/mp@2x/06/82/0682141cf04cab5af410f0802e741e93.jpg;https://cdn.entero.ru/mp@2x/11/d1/11d1f84f44ca768ad52b6fa8d0efef5e.jpg;https://cdn.entero.ru/mp@2x/59/9d/599d88e664094c296fc9a418cd4f8d26.jpg,Термостат NOBO NCU 2R,Термостат NOBO NCU 2R,19990,RUB,Нет,NOBO,Климатическая техника,Аксессуары,https://entero.ru/item/192605,"<p>Электронный термостат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/192605"">NOBO NCU 2R</a></b> используется для управления в ручном или удаленном режиме конвекторами NOBO серий NTE, NTL, NFC, NFK. Модель оснащена панелью управления с цифровым LCD дисплеем для отображения числового значения выставленной температуры и функцией сохранения настроек при временных перебоях электропитания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы работы:
<ul>
<li>Экономичный</li>
<li>Комфортный</li>
<li>Антизамерзание</li>
</ul>
</li>
<li>Удаленное управление осуществляется через:
<ul>
<li>EcoHub (Система управления Nobo Energy Control) - выставление числовых значений комфортной и экономичной температуры доступно с планшета/смартфона, либо при помощи кнопок на панели управления</li>
<li>Orion 700 (Система управления Orion 700) - выставление числовых значений температуры доступно только при помощи кнопок на панели управления</li>
</ul>
</li>
</ul>",192605,0,https://entero.ru/manuals/224834/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20NOBO%20NCU%202R.pdf;https://entero.ru/manuals/224831/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B%20%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%20Nobo%20Energy%20Control.pdf;https://entero.ru/manuals/224829/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20NOBO.pdf,21495,
https://cdn.entero.ru/mp@2x/f6/e9/f6e9a199d47d83175ee4f1c8a6902e7a.jpg;https://cdn.entero.ru/mp@2x/13/8d/138d2cb1687b4a73e4743821857f96b9.jpg,Панель декоративная Samsung PC1NWFMAN,Панель декоративная Samsung PC1NWFMAN,24200,RUB,Нет,Samsung,Климатическая техника,Аксессуары,https://entero.ru/item/217923,"<p>Декоративная панель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/217923"">Samsung PC1NWFMAN</a> </b>используется совместно с кассетными 1-поточными внутренними блоками серии FJM. Модель выполнена по технологии WindFree.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 970х410х135 мм</li>
<li>Габариты в упаковке: 1262х566х122 мм</li>
<li>Вес с упаковкой: 6,3 кг</li>
<li>Цвет: белый</li>
</ul>",217923,0,https://entero.ru/manuals/258739/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,25208,
