Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Производительность,Вес (с упаковкой),Подключение к водопроводу,Счетчик напитков,Вспенивание молока,Радиомодуль,Ринзер
https://cdn.entero.ru/mp@2x/58/74/58749b5d097c14228e5dac9a671ebb88.jpg;https://cdn.entero.ru/mp@2x/4a/fb/4afb7bea15930e3913646ab2fd8c69ab.jpg;https://cdn.entero.ru/mp@2x/3c/9c/3c9c5248476147277b403ce70541ecca.jpg;https://cdn.entero.ru/mp@2x/1e/34/1e34e98d41f09fd19882a8942e55b5f4.jpg;https://cdn.entero.ru/mp@2x/54/33/54339b286420195c261c1087a039c8d8.jpg;https://cdn.entero.ru/mp@2x/0e/20/0e2016c9c34a3602b1170ee58e9709bf.jpg,Вспениватель молока настольный EasySystem EasySteam ES-01.1.1,184105,0,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/147388,"<p>Автоматический вспениватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/147388""><b class=""b"">EasySystem EasySteam ES-01.1.1</b></a> предназначен для дозирования, подогрева и вспенивания молока для приготовления напитков на предприятиях общественного питания и торговли. Модель оснащена сенсорной панелью управления с дисплеем и регулируемым поддоном. Корпус выполен из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Три настраиваемые дозировки для приготовления различных напитков с точностью до 1 мг на порцию</li>
<li>Ручная регулировка консистенции пены</li>
<li>Настройка температуры пены за счет скорости подачи молока</li>
<li>Сохранение параметров плотности и температуры пены после настройки</li>
<li>Кнопка сброса избыточного давления</li>
<li>Гигиеничность за счет отстутствия контакта человека с молоком</li>
<li>Простая настольная установка, настройка и обслуживание</li>
<li>Легкая очистка</li>
<li>Компактный размер</li>
<li>Выбор цвета корпуса</li>
</ul>

<p><strong>Характеристики:</strong></p>

<ul>
<li>Длина шланга подачи молока: 5 м</li>
</ul>",147388,настольный,220 В,1.2 кВт,175 мм,425 мм,360 мм,,,,,0,,,,11.4 кг,,85 л/час,,,Да,Да,,
https://cdn.entero.ru/mp@2x/dc/6e/dc6ee1b574f66093f3c18084c054237a.jpg;https://cdn.entero.ru/mp@2x/fb/e0/fbe0630338bd304df7a7d4177e48c952.jpg,Дозатор молока автоматический встраиваемый EasySystem EasyMilk EM-02.1.1 с дисплеем,184100,0,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/147396,"<p>Автоматический дозатор молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/147396""><b class=""b"">EasySystem EasyMilk EM-02.1.1</b></a> предназначен для точного дозирования молока и других пищевых жидкостей для приготовления напитков на предприятиях общественного питания и торговли, позволяет увеличить скорость обслуживания и оптимизировать расход продуктов. Модель оснащена 4-мя функциональными кнопками без фиксации и дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Четыре вида настраиваемой при помощи мерного стаканчика дозировки</li>
<li>Встраивается в столешницу</li>
<li>Гигиеничность за счет отстутствия контакта человека с молоком</li>
<li>Простая настройка и обслуживание</li>
<li>Не требует подключения к водопроводу</li>
<li>Легкая очистка</li>
</ul>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Погрешность дозировки: 1 мг </li>
<li>Длина шланга подачи молока: 5 м</li>
<li>Промывка системы: 1 раз в 8 ч</li>
</ul>",147396,встраиваемый,220 В,0.1 кВт,210 мм,320 мм,110 мм,,,,,0,,,,4.9 кг,,90 л/час,,,,,,
https://cdn.entero.ru/mp@2x/83/3f/833f5eaef11c8d44a517197665130f80.jpg,Подогреватель и вспениватель молока Gemlux GL-MF-05,Подогреватель и вспениватель молока Gemlux GL-MF-05,0,RUB,Нет,Gemlux,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/108871,"<p>Подогреватель и вспениватель молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108871"">Gemlux GL-MF-05</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена кнопочным управлением, электрическим двигателем, двойными стенками с антипригарным покрытием и ненагревающейся ручкой. Корпус выполнен из нержавеющей стали, крышка - из прозрачной пластмассы.</p>

<p>В комплект поставки входят 2 сменные двухлопастные насадки с электромеханическим приводом.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от протекания</li>
<li>Автоматическое отключение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: 65 °C</li>
<li>Обьем: 0,24 л</li>
<li>Производительность:
<ul>
<li>Вспенивание холодного молока: от 65 до 115 мл. ( 65 сек.)</li>
<li>Вспенивание и нагрев: от 75 до 115 мл. ( от 80 до 90 сек.)</li>
<li>Нагрев (небольшое количество пены) : от 75 до 240 мл. ( от 130 до 140 сек.)</li>
</ul>
</li>
</ul>",108871,настольный,220 В,0.5 кВт,103 мм,103 мм,183 мм,,Китай,,,0,,,,1.08 кг,,,,,,Да,,
https://cdn.entero.ru/mp@2x/e0/ec/e0ecdb50047db7a61c497cad5492a72f.jpg,Подогреватель и вспениватель молока Gemlux GL-MF-08L,Подогреватель и вспениватель молока Gemlux GL-MF-08L,0,RUB,Нет,Gemlux,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/108873,"<p>Подогреватель и вспениватель молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108873"">Gemlux GL-MF-08L</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена кнопочным управлением, электрическим двигателем, двойными стенками с антипригарным покрытием и ненагревающейся ручкой. Корпус выполнен из нержавеющей стали, крышка - из прозрачной пластмассы.</p>

<p>В комплект поставки входят 2 сменные двухлопастные насадки с электромеханическим приводом.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от протекания</li>
<li>Автоматическое отключение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: 65 °C</li>
<li>Производительность:
<ul>
<li>Вспенивание холодного молока: от 75 до 250 мл ( 65 сек.)</li>
<li>Вспенивание и нагрев: от 75 до 250 мл ( от 80 до 90 сек.)</li>
<li>Нагрев (небольшое количество пены) : от 75 до 500 мл ( от 130 до 140 сек.)</li>
</ul>
</li>
</ul>",108873,настольный,220 В,0.65 кВт,116 мм,116 мм,215 мм,,Китай,,,0,,,,1.26 кг,,,,,,Да,,
https://cdn.entero.ru/mp@2x/8e/25/8e2506657596c29a3e11a3a8274d3271.jpg;https://cdn.entero.ru/mp@2x/5f/1c/5f1c1ddd118910ae7cabfef8b7493a76.jpg;https://cdn.entero.ru/mp@2x/58/1f/581f33ca864cf802094c99b9afd6734a.jpg;https://cdn.entero.ru/mp@2x/c6/1f/c61f2896753b0c57ccffab4f522760f9.jpg;https://cdn.entero.ru/mp@2x/02/74/0274418877c0c6bb99d7a16b8f1f014c.jpg;https://cdn.entero.ru/mp@2x/03/f9/03f96092a6bdc72ce7cd263cf1e28b3d.jpg;https://cdn.entero.ru/mp@2x/5c/62/5c62fa207cb94010310481703da716ea.jpg;https://cdn.entero.ru/mp@2x/27/cd/27cd9830688f7a8d92101dfd32a67ddd.jpg;https://cdn.entero.ru/mp@2x/cc/fe/ccfe1a5022d64f0e8006a326792791fd.jpg;https://cdn.entero.ru/mp@2x/b6/e1/b6e156464dbfec39edd18a080958cbfa.jpg;https://cdn.entero.ru/mp@2x/f1/59/f1592178cae52de242bee3bc05988007.jpg;https://cdn.entero.ru/mp@2x/4e/99/4e9991247c42eb3cf38d7c8c1ae53cab.jpg;https://cdn.entero.ru/mp@2x/41/0b/410bbde8456acb294a9bdd736eca7983.jpg,Вспениватель молока Bartscher MSI400,MSI 400,0,RUB,Нет,Bartscher,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/93928,"<p>Вспениватель молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93928"">Bartscher MSI400</a></b> используется на предприятиях общественного питания и торговли для вспенивания и подогрева свежего молока любого уровня жирности. Модель оснащена электронным управлением. Корпус и съемная емкость выполнена из нержавеющей стали, крышка - из пластика, ножки - из силикона. Емкость, крышку и стержень можно мыть в посудомоечной машине.</p>

<p>В комплект поставки входят магнитный смешивающий диск для молочной микро-пены и 2 магнитных смешивающих диска для густой молочной пены.</p>

<p><b>Функции:</b></p>

<ul>
<li>Вспенивание / подогрев до 65 °C </li>
<li>Вспенивание / подогрев при 70 °C </li>
<li>Вспенивание / подогрев от 150 до 400 мл молока за 80-90 секунд </li>
<li>Холодное вспенивание</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое отключение</li>
<li>Индукционная поверхность с контактым выключателем</li>
<li>Конрольная лампа</li>
<li>Наматывание кабеля</li>
<li>4 нескользящие ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 0 до 70 °C</li>
<li>Объем: 0,4 л</li>
</ul>",93928,настольный,220 В,0.6 кВт,125 мм,150 мм,180 мм,,Китай,,,0,https://entero.ru/manuals/108737/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%20MSI400.pdf;https://entero.ru/manuals/108738/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/108739/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%20%D1%80%D0%B0%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D0%BE%D0%BC%20%D0%B2%D0%B8%D0%B4%D0%B5.pdf,,,1.1 кг,,,,,,Да,,
https://cdn.entero.ru/mp@2x/4b/5b/4b5b452b226896165786f39d61bbee89.jpg;https://cdn.entero.ru/mp@2x/1a/ca/1aca248296c19bf495095f235265a21c.jpg;https://cdn.entero.ru/mp@2x/98/33/98333d1cd94eccf331ece7d27d819f7a.jpg,Вспениватель молока CASO Fomini черный,Вспениватель молока CASO Fomini черный,0,RUB,Нет,CASO,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/231943,"<p>Вспениватель молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231943""><b class=""b"">CASO Fomini</b></a> предназначен для получения молочной пены и последующего приготовления капуччино, латте и других различных напитков на ее основе, а также для взбалтывания яиц и ингридиентов для соусов. Прибор работает от 2 батарей типа AA. Модель оснащена рукояткой с выключателем и прорезиненной поверхностью для удобного захвата. Венчик и подставка выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят венчик и подставка для хранения прибора в вертикальном положении.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения: 12000 об./мин.</li>
</ul>",231943,ручной,220 В,,40 мм,30 мм,235 мм,,Китай,,,0,,,,0.1 кг,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/fb/8b/fb8b8b214a854916584b81f572d4341f.jpg,Вспениватель молока DAZHENG MC2301,Вспениватель молока DAZHENG MC2301,0,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/356185,"<p>Вспениватель молока<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/356185""><b class=""b""> DAZHENG MC2301</b></a> предназначен для получения молочной пены и последующего приготовления капучино, латте и других различных напитков на ее основе. Модель оснащена 7-дюймовым сенсорным экраном. Корпус выполнен из нержавеющей стали и ПВХ.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Функция охлаждения</li>
<li>Автоматическая очистка и анализ данных</li>
<li>Легкое переключение между приготовлением молочных сливок или молочной шапки </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температуры охлаждения: от 8 до 4℃</li>
</ul>",356185,настольный,220 В,0.35 кВт,420 мм,536 мм,952 мм,,Китай,,,0,,,,,,,,,,Да,,
https://cdn.entero.ru/mp@2x/cd/0a/cd0a7fafcac0e2e76fa704c7555b9ce3.jpg,"Дозатор молока автоматический встраиваемый EasySystem EasyMilk с USB-выходом, выносным дисплеем и ринзером","Дозатор молока автоматический встраиваемый EasySystem EasyMilk с USB-выходом, выносным дисплеем и ринзером",93664,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/227380,"<p>Автоматический дозатор молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227380""><b class=""b"">EasySystem EasyMilk </b></a>предназначен для точного дозирования молока и других пищевых жидкостей для приготовления напитков на предприятиях общественного питания и торговли, позволяет увеличить скорость обслуживания и оптимизировать расход продуктов. Модель оснащена счётчиком напитков, USB-входом, выносным дисплеем и ринзером. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Проводной дисплей позволяет настраивать точную дозировку</li>
<li>Встраиваемый ринзер - омыватель бокалов </li>
<li>Требуется подключение к водопроводу</li>
<li>Промывка системы осуществляется 1 раз в 8 часов </li>
</ul>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Количество видов дозировки: 4</li>
<li>Погрешность дозировки: 1 мл</li>
<li>Длина шланга: 5 м</li>
<li>Габариты в упаковке: 320x415x355 мм </li>
</ul>",227380,встраиваемый,220 В,0.1 кВт,210 мм,380 мм,120 мм,,,,,0,,98594,,6 кг,,90 л/час,,Да,Да,,,Да
https://cdn.entero.ru/mp@2x/a8/3e/a83e492948d0d58f9d444b33f3e7b1a4.jpg;https://cdn.entero.ru/mp@2x/39/0e/390e7f356f60c8de43402935c33cd679.jpg;https://cdn.entero.ru/mp@2x/f0/2a/f02a4f3bd74af10b0d5562aed35a0397.jpg,Дозатор молока автоматический встраиваемый EasySystem EasyMilk EM-02.3R.2/3 с радиомодулем и ринзером для 3 видов жидкостей,184102,180923,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/147414,"<p>Автоматический дозатор молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/147414""><b class=""b"">EasySystem EasyMilk EM-02.3R.2/3</b></a> предназначен для точного дозирования молока и других пищевых жидкостей для приготовления напитков на предприятиях общественного питания и торговли, позволяет увеличить скорость обслуживания и оптимизировать расход продуктов. Модель оснащена функциональными кнопками без фиксации, беспроводным пультом и ринзером.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность одновременной подачи 3 видов жидкостей</li>
<li>Четыре настраиваемые при помощи мерного стаканчика дозировки для каждого вида жидкости</li>
<li>Встраивается в столешницу</li>
<li>Встроенный ринзер позволяет сразу обмыть питчер или кружку</li>
<li>Гигиеничность за счет отстутствия контакта человека с молоком</li>
<li>Простая настройка и обслуживание</li>
<li>После настройки дозатора беспроводной пульт можно убрать, чтобы избежать повреждений</li>
<li>Легкая очистка</li>
</ul>

<p><strong>Характеристики:</strong></p>

<ul>
<li>Погрешность дозировки: 1 мг </li>
<li>Длина шланга подачи молока: 5 м</li>
<li>Промывка системы: 1 раз в 8 ч</li>
</ul>",147414,встраиваемый,220 В,0.22 кВт,550 мм,280 мм,170 мм,,,,,0,,,,12 кг,,270 л/час,,Да,Да,,Да,Да
https://cdn.entero.ru/mp@2x/34/a4/34a438a6a99e888fa3ee84635b56fcd9.jpg,Вспениватель молока DAZHENG LEHEHE DZ22-8D,Вспениватель молока DAZHENG LEHEHE DZ22-8D,210000,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/253561,"<p>Вспениватель молока<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253561""><b class=""b""> DAZHENG LEHEHE DZ22-8D </b></a>предназначен для получения молочной пены и последующего приготовления капучино, латте и других различных напитков на ее основе, а также для взбалтывания яиц и ингридиентов для соусов. Модель оснащена 2 трубками для пара и кнопочным управлением. Бойлер выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемая температура и давление пара</li>
<li>Автоотключение по заданной температуре</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объём бойлера: 8 л </li>
</ul>",253561,настольный,220 В,3 кВт,520 мм,300 мм,615 мм,,Китай,,,0,,,,20 кг,Италия,,,Да,,Да,,
https://cdn.entero.ru/mp@2x/7e/03/7e033ea290e4b8da54f7977dbea5936b.jpg,Подогреватель и вспениватель молока Hurakan HKN-MF115,145394,4964,RUB,Нет,Hurakan,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/94775,"<p>Подогреватель и вспениватель молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94775"">Hurakan HKN-MF115</a> </b>используется на предприятиях общественного питания и торговли для приготовления пены, которая добавляется в капучино, латте макиато и другие напитки. Модель оснащена двойными стенками с антипригарным покрытием для сохранения тепла. Корпус выполнен из нержавеющей стали, крышка - из прозрачной пластмассы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: 65 °C</li>
<li>Объем молока:
<ul>
<li>Нагрев: от 75 до 240 мл.</li>
<li>Нагрев и вспенивание: от 75 до 115 мл.</li>
</ul>
</li>
<li>Максимальная производительность:
<ul>
<li>Вспенивание холодного молока: 115 мл. ( 65 сек.)</li>
<li>Вспенивание и нагрев: 115 мл. ( от 80 до 90 сек.)</li>
<li>Нагрев (небольшое количество пены) : 240 мл. ( от 130 до 140 сек.)</li>
</ul>
</li>
</ul>",94775,настольный,220 В,0.5 кВт,103 мм,103 мм,183 мм,1 кг,Китай,1,160x120x200 мм,0,https://entero.ru/manuals/84596/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-MF115.pdf;https://entero.ru/manuals/415880/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-MF115.pdf;https://entero.ru/manuals/415881/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/415882/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/453763/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-MF115.pdf,,,1 кг,,,,,,Да,,
https://cdn.entero.ru/mp@2x/ac/c5/acc51e1441d2172c7899ec5b06a81097.jpg,Вспениватель молока Jura Hot&Cold,24019,11990,RUB,Нет,Jura,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/155677,"<p>Вспениватель молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/155677""><b class=""b"">Jura Hot&Cold</b></a> предназначен для насыщения молока пузырьками воздуха, что создает стойкую мелкодисперсную пену, на предприятиях общественного питания и торговли. Модель оснащена эргономичной кнопкой управления. Сетевой шнур и насадки можно убрать в подставку. Изделие выполнено из стали и хрома.</p>",155677,,220 В,от 0.55 до 0.65 кВт,125 мм,125 мм,209 мм,,,,,0,https://entero.ru/manuals/185002/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jura%20Hot%26Cold.pdf,12621,,1 кг,,,,,,,,
https://cdn.entero.ru/mp@2x/8b/af/8bafb67790b8251fb56c229f53b75b34.jpg;https://cdn.entero.ru/mp@2x/74/ab/74ab14f90085f35846fa03db51346cb5.jpg;https://cdn.entero.ru/mp@2x/3a/e1/3ae11915dde0c12d629b0f72dd746b7c.jpg;https://cdn.entero.ru/mp@2x/71/81/718136f8752124c30fdca2b1b8a1b0cd.jpg;https://cdn.entero.ru/mp@2x/33/54/335418516fa91244a746a69a342e36d3.jpg;https://cdn.entero.ru/mp@2x/3c/86/3c86aeb93c5325d441e8734b85083989.jpg,Вспениватель молока SMEG MFF11BLEU,8017709316082,27590,RUB,Нет,SMEG,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/251798,"<p>Вспениватель молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251798"">Smeg MFF11BLEU</a> </b>используется в частных домах и квартирах для приготовления молочной пены для кофейных напитков и горячего шоколада. Модель выполнена в стиле 50-х годов. Корпус и кувшин изготовлены из нержавеющей стали, крышка - из тритана, ручка - из пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Зубчатый диск для взбивания молока и шоколада</li>
<li>Гладкий диск для функции подогревания молока</li>
<li>Съемный кувшин с крышкой</li>
</ul>

<p><b>Режимы: </b></p>

<ul>
<li>Горячий шоколад</li>
<li>Горячее молоко</li>
<li>Горячее молоко с легкой пеной</li>
<li>Горячее молоко с густой пеной</li>
<li>Холодное молоко с легкой пеной</li>
<li>Холодное молоко с густой пеной</li>
<li>Ручной режим</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Индукционная система нагрева</li>
<li>Круглая ручка переключения программ</li>
<li>Нескользящие ножки</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Максимальный объем при нагреве молока и шоколада: 600 мл</li>
<li>Габариты в упаковке: 233х233х337 мм</li>
<li>Цвет: черный</li>
</ul>",251798,настольный,220 В,0.5 кВт,184 мм,142 мм,251 мм,3 кг,Италия,1,233x233x337 мм,0,,29351,https://vk.com/video_ext.php?oid=-177656185&id=456240386&hd=2&autoplay=0,1.78 кг,,,,,,Да,,
https://cdn.entero.ru/mp@2x/b5/47/b547ce4517a6709e572004e5eee92551.jpg;https://cdn.entero.ru/mp@2x/d6/64/d664ba4a2bf2721dbc8273f4d70823bf.jpg,Вспениватель молока VIATTO VA-MF568S,Вспениватель молока VIATTO VA-MF568S,1287,RUB,Нет,VIATTO,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/202806,"<p>Вспениватель молока<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/202806"">VIATTO VA-MF568S</a></b> предназначен для получения молочной пены и последующего приготовления капуччино, латте и других различных напитков на ее основе, а также для взбалтывания яиц и ингридиентов для соусов. Прибор работает от 2 батарей размера AA. Модель оснащена рукояткой с выключателем, венчиком и изящной вертикальной подставкой. Корпус выполнен из прочного черного пластика, венчик – из нержавеющей стали 304.</p>

<p><span style=""color:#FF0000;"">Батареи не входят в комплект поставки и приобретаются отдельно.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения: 19000 об./мин.</li>
<li>Длина венчика: 95 мм</li>
<li>Габариты в упаковке: 497х273х428 мм</li>
</ul>",202806,"настольный, ручной",,,,,,,Китай,,,0,https://entero.ru/manuals/408460/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,1514,,0.177 кг,Италия,,0.209 кг,,,,,
https://cdn.entero.ru/mp@2x/45/1c/451c213b1bf98add4b48d6ace51e6ce8.jpg;https://cdn.entero.ru/mp@2x/1f/41/1f41f6829c22b97160fc8feb0e355fca.jpg;https://cdn.entero.ru/mp@2x/e3/df/e3dfb8e3b96f95b985544f111623e976.jpg,Пеновзбиватель Profi Cook PC-MS 1273,Пеновзбиватель Profi Cook PC-MS 1273,1641,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/338940,"<p>Пеновзбиватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/338940"">Profi Cook PC-MS 1273</a></b> используется в частных домах и квартирах, отелях и офисах для вспенивания молока. Модель оснащена съемным венчиком, держателем и функциональными кнопками. Корпус и съемный венчик выполнен из нержавеющей стали.</p>

<p>Батарейки в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Взбивает молоко за несколько секунд</li>
<li>Подходит для безлактозного, миндального, соевого, козьего и других видов молока</li>
<li>Легкая очистка</li>
<li>Элегантный дизайн</li>
<li>Питание от 2 батареек типа AA/LR6</li>
<li>Класс защиты: III</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость: 13 000 об./мин</li>
<li>Мощность батарей: 2x 1,5 В</li>
</ul>",338940,ручной,,0.6 кВт,,,,,Китай,,,0,https://entero.ru/manuals/401754/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Profi%20Cook%20PC-MS%201273.pdf,1931,,0.14 кг,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/c7/5c/c75cdf69c5bfdf8b8a31b9c3be92eba9.jpg,Вспениватель молока DAZHENG LEHEHE DZ22-10W,Вспениватель молока DAZHENG LEHEHE DZ22-10W,257250,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/253558,"<p>Вспениватель молока<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253558""><b class=""b""> DAZHENG LEHEHE DZ22-10W</b></a> предназначен для получения молочной пены и последующего приготовления капучино, латте и других различных напитков на ее основе, а также для взбалтывания яиц и ингридиентов для соусов. Модель оснащена 2 трубками для пара, краном для горячей воды и кнопочным управлением. Бойлер выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемая температура и давление пара</li>
<li>Автоотключение по заданной температуре</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объём бойлера: 10 л </li>
</ul>",253558,настольный,220 В,3 кВт,520 мм,300 мм,615 мм,,Китай,,,0,,279620,,20 кг,Италия,,,Да,,Да,,
