Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Установка,Вес (с упаковкой),Толщина нарезки,Регулировка толщины нарезки,Длина батона,Количество ножей
https://cdn.entero.ru/mp@2x/97/33/97332a80b58a55a40b3c2e709cb92e2f.jpg,Хлеборезка Rollmatic C 52 S,Хлеборезка Rollmatic C 52 S,414691,RUB,Нет,Rollmatic,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/330945,"<p>Напольная полуавтоматическая хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/330945""><b class=""b"">Rollmatic C 52 S</b></a> предназначена для нарезки формового хлеба с коркой средней твердости на равные ломтики на предприятиях общественного питания и торговли. Модель оснащена электроприводом режущего полотна с кнопочным выключателем. Корпус выполнен из стали с антикоррозийным покрытием порошковой краской, лезвия режущего полотна – из стали.</p>

<p>В комплект поставки входит режущее полотно с фиксированным шагом толщины нарезки на выбор: 9 / 10 / 11 / 12 / 13 / 14 / 15 / 16 / 18 / 20 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной толкатель с удобной рычажной рукояткой</li>
<li>Регулировка высоты нарезки </li>
<li>Кнопка аварийной остановки</li>
<li>Выдвижной поддон для сбора крошек</li>
<li>Колеса со стопорными ограничителями для удобства транспортировки</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Параметры режущего полотна:
<ul>
<li>Ширина лезвий: 13 мм</li>
<li>Толщина лезвий: 0,5 мм</li>
</ul>
</li>
<li>Диапазон регулировки высоты нарезки: от 60 до 180 мм</li>
<li>Максимальная ширина нарезки: 520 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Устройство для раздува пакетов <a href=""https://entero.ru/item/330953"">APS-FS</a></li>
<li>Система смазки лезвий маслом</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",330945,полуавтоматическая,380 В,0.75 кВт,754 мм,751 мм,1240 мм,162 кг,Италия,1,850x850x1340 мм,0,https://entero.ru/manuals/393384/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rollmatic%20C%2052%20S.pdf;https://entero.ru/manuals/393385/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Rollmatic%20C%2052%20S.png,431970,,142 кг,,напольный,,,,,
https://cdn.entero.ru/mp@2x/f0/15/f0155ab489156ecefefc900e865db695.jpg;https://cdn.entero.ru/mp@2x/85/c1/85c1476ad8bd36825fa53f785037cdf3.jpg,Хлеборезка Apach Bakery Line G42 13 мм,216747,441634,RUB,Нет,Apach,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/174043,"<p>Настольная хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/174043""><b class=""b"">Apach Bakery Line G42</b></a> используется на предприятиях общественного питания и торговли для нарезки формового и подового хлеба. Модель оснащена фронтальной загрузкой, ручным режимом нарезки с помощью рычага, регулировкой толщины нарезки и кнопкой аварийной остановки. Корпус выполнен из окрашенной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная высота хлеба: 180 мм</li>
<li>Габариты в упаковке: 820х730х920 мм</li>
</ul>",174043,полуавтоматическая,380 В,0.55 кВт,658 мм,650 мм,759 мм,,Италия,,,0,https://entero.ru/manuals/202216/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42.pdf;https://entero.ru/manuals/291879/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42%2013%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/291880/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291881/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,464878,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,98 кг,,настольный,,13 мм,,420 мм,
https://cdn.entero.ru/mp@2x/53/b5/53b51ad3560f83dfe8596008be2ae995.jpg;https://cdn.entero.ru/mp@2x/19/fa/19fae702dce860ffa59442ee904fb4db.jpg,Хлеборезка Apach Bakery Line G42 10 мм,Хлеборезка Apach Bakery Line G42 10 мм,441634,RUB,Нет,Apach,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/200152,"<p>Настольная хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200152""><b class=""b"">Apach Bakery Line G42</b></a> используется на предприятиях общественного питания и торговли для нарезки формового и подового хлеба. Модель оснащена фронтальной загрузкой, ручным режимом нарезки с помощью рычага, регулировкой толщины нарезки и кнопкой аварийной остановки. Корпус выполнен из окрашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Лёгкая очистка</li>
<li>Бесшумная работа</li>
<li>Соответствуют последним нормам безопасности ЕС</li>
<li>Эксклюзивный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная высота хлеба: 180 мм</li>
<li>Номинальная ширина нарезки: 420 мм</li>
<li>Габариты в упаковке: 820х730х920 мм</li>
<li>Цвет: белый</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Роздув пакетов для хлеборезок</li>
<li>Рабочий стол на колесах для настольной хлеборезки</li>
<li>Система смазки</li>
</ul>",200152,механическая,380 В,0.55 кВт,658 мм,650 мм,759 мм,,Италия,,,0,https://entero.ru/manuals/233722/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42.pdf;https://entero.ru/manuals/291888/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42%2010%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/291889/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291890/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,474875,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,98 кг,,настольный,,10 мм,,,
https://cdn.entero.ru/mp@2x/f0/b3/f0b306bf6bd3b20f714160d2986f29c2.jpg;https://cdn.entero.ru/mp@2x/5e/f4/5ef46d13b8885f1227add1a96b7ec392.jpg,Хлеборезка Apach Bakery Line G42 14 мм,Хлеборезка Apach Bakery Line G42 14 мм,441634,RUB,Нет,Apach,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/200153,"<p>Настольная хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200153""><b class=""b"">Apach Bakery Line G42</b></a> используется на предприятиях общественного питания и торговли для нарезки формового и подового хлеба. Модель оснащена фронтальной загрузкой, ручным режимом нарезки с помощью рычага, регулировкой толщины нарезки и кнопкой аварийной остановки. Корпус выполнен из окрашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Лёгкая очистка</li>
<li>Бесшумная работа</li>
<li>Соответствуют последним нормам безопасности ЕС</li>
<li>Эксклюзивный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная высота хлеба: 180 мм</li>
<li>Номинальная ширина нарезки: 420 мм</li>
<li>Габариты в упаковке: 820х730х920 мм</li>
<li>Цвет: белый</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Роздув пакетов для хлеборезок</li>
<li>Рабочий стол на колесах для настольной хлеборезки</li>
<li>Система смазки</li>
</ul>",200153,механическая,380 В,0.55 кВт,658 мм,650 мм,759 мм,,Италия,,,0,https://entero.ru/manuals/233725/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42.pdf;https://entero.ru/manuals/291876/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42%2014%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/291877/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291878/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,469823,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,98 кг,,настольный,,14 мм,,,
https://cdn.entero.ru/mp@2x/fa/1f/fa1fbd2872a729bd826dc896da0ddb03.jpg;https://cdn.entero.ru/mp@2x/bf/11/bf11488c3677653435bfeb5359e4c5fe.jpg,Хлеборезка Apach Bakery Line G42 15 мм,Хлеборезка Apach Bakery Line G42 15 мм,441634,RUB,Нет,Apach,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/200154,"<p>Настольная хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200154""><b class=""b"">Apach Bakery Line G42</b></a> используется на предприятиях общественного питания и торговли для нарезки формового и подового хлеба. Модель оснащена фронтальной загрузкой, ручным режимом нарезки с помощью рычага, регулировкой толщины нарезки и кнопкой аварийной остановки. Корпус выполнен из окрашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Лёгкая очистка</li>
<li>Бесшумная работа</li>
<li>Соответствуют последним нормам безопасности ЕС</li>
<li>Эксклюзивный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная высота хлеба: 180 мм</li>
<li>Номинальная ширина нарезки: 420 мм</li>
<li>Габариты в упаковке: 820х730х920 мм</li>
<li>Цвет: белый</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Роздув пакетов для хлеборезок</li>
<li>Рабочий стол на колесах для настольной хлеборезки</li>
<li>Система смазки</li>
</ul>",200154,механическая,380 В,0.55 кВт,658 мм,650 мм,759 мм,,Италия,,,0,https://entero.ru/manuals/233731/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42.pdf;https://entero.ru/manuals/291873/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42%2015%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/291874/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291875/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,98 кг,,настольный,,15 мм,,,
https://cdn.entero.ru/mp@2x/b0/d0/b0d0f4dceaf743af9fe464ca8db37614.jpg;https://cdn.entero.ru/mp@2x/a6/01/a6014aed6bdf3e50cbf278da621f1f1c.jpg,Хлеборезка Apach Bakery Line G42 16 мм,Хлеборезка Apach Bakery Line G42 16 мм,441634,RUB,Нет,Apach,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/200155,"<p>Настольная хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200155""><b class=""b"">Apach Bakery Line G42</b></a> используется на предприятиях общественного питания и торговли для нарезки формового и подового хлеба. Модель оснащена фронтальной загрузкой, ручным режимом нарезки с помощью рычага, регулировкой толщины нарезки и кнопкой аварийной остановки. Корпус выполнен из окрашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Лёгкая очистка</li>
<li>Бесшумная работа</li>
<li>Соответствуют последним нормам безопасности ЕС</li>
<li>Эксклюзивный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная высота хлеба: 180 мм</li>
<li>Номинальная ширина нарезки: 420 мм</li>
<li>Габариты в упаковке: 820х730х920 мм</li>
<li>Цвет: белый</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Роздув пакетов для хлеборезок</li>
<li>Рабочий стол на колесах для настольной хлеборезки</li>
<li>Система смазки</li>
</ul>",200155,механическая,380 В,0.55 кВт,658 мм,650 мм,759 мм,,Италия,,,0,https://entero.ru/manuals/233740/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42.pdf;https://entero.ru/manuals/291870/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42%2016%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/291871/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291872/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,469823,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,98 кг,,настольный,,16 мм,,,
https://cdn.entero.ru/mp@2x/94/1e/941eb1c4ea6a49ba5c429859e969dce7.jpg;https://cdn.entero.ru/mp@2x/74/cd/74cdc537f1385ae7ae68711f1ae1ee4d.jpg,Хлеборезка Apach Bakery Line G42 17 мм,Хлеборезка Apach Bakery Line G42 17 мм,441634,RUB,Нет,Apach,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/200157,"<p>Настольная хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200157""><b class=""b"">Apach Bakery Line G42</b></a> используется на предприятиях общественного питания и торговли для нарезки формового и подового хлеба. Модель оснащена фронтальной загрузкой, ручным режимом нарезки с помощью рычага, регулировкой толщины нарезки и кнопкой аварийной остановки. Корпус выполнен из окрашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Лёгкая очистка</li>
<li>Бесшумная работа</li>
<li>Соответствуют последним нормам безопасности ЕС</li>
<li>Эксклюзивный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная высота хлеба: 180 мм</li>
<li>Номинальная ширина нарезки: 420 мм</li>
<li>Габариты в упаковке: 820х730х920 мм</li>
<li>Цвет: белый</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Роздув пакетов для хлеборезок</li>
<li>Рабочий стол на колесах для настольной хлеборезки</li>
<li>Система смазки</li>
</ul>",200157,механическая,380 В,0.55 кВт,658 мм,650 мм,759 мм,,Италия,,,0,https://entero.ru/manuals/233759/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42.pdf;https://entero.ru/manuals/291867/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42%2017%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/291868/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291869/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,98 кг,,настольный,,17 мм,,,
https://cdn.entero.ru/mp@2x/e2/d1/e2d1daad4484b680b4a23e1001f75eb4.jpg;https://cdn.entero.ru/mp@2x/1b/b8/1bb8398683e11ae2e25ab2679f3745c4.jpg,Хлеборезка Apach Bakery Line G42 18 мм,Хлеборезка Apach Bakery Line G42 18 мм,441634,RUB,Нет,Apach,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/200159,"<p>Настольная хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200159""><b class=""b"">Apach Bakery Line G42</b></a> используется на предприятиях общественного питания и торговли для нарезки формового и подового хлеба. Модель оснащена фронтальной загрузкой, ручным режимом нарезки с помощью рычага, регулировкой толщины нарезки и кнопкой аварийной остановки. Корпус выполнен из окрашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Лёгкая очистка</li>
<li>Бесшумная работа</li>
<li>Соответствуют последним нормам безопасности ЕС</li>
<li>Эксклюзивный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная высота хлеба: 180 мм</li>
<li>Номинальная ширина нарезки: 420 мм</li>
<li>Габариты в упаковке: 820х730х920 мм</li>
<li>Цвет: белый</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Роздув пакетов для хлеборезок</li>
<li>Рабочий стол на колесах для настольной хлеборезки</li>
<li>Система смазки</li>
</ul>",200159,механическая,380 В,0.55 кВт,658 мм,650 мм,759 мм,,Италия,,,0,https://entero.ru/manuals/233762/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42.pdf;https://entero.ru/manuals/291864/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42%2018%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/291865/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291866/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,98 кг,,настольный,,18 мм,,,
https://cdn.entero.ru/mp@2x/1d/aa/1daa304d42c9d6b5bf72dacf9bfeff45.jpg;https://cdn.entero.ru/mp@2x/dc/26/dc260dcea744372cb2ba84ff31a0e5fa.jpg,Хлеборезка Apach Bakery Line G42 19 мм,Хлеборезка Apach Bakery Line G42 19 мм,441634,RUB,Нет,Apach,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/200160,"<p>Настольная хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200160""><b class=""b"">Apach Bakery Line G42</b></a> используется на предприятиях общественного питания и торговли для нарезки формового и подового хлеба. Модель оснащена фронтальной загрузкой, ручным режимом нарезки с помощью рычага, регулировкой толщины нарезки и кнопкой аварийной остановки. Корпус выполнен из окрашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Лёгкая очистка</li>
<li>Бесшумная работа</li>
<li>Соответствуют последним нормам безопасности ЕС</li>
<li>Эксклюзивный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная высота хлеба: 180 мм</li>
<li>Номинальная ширина нарезки: 420 мм</li>
<li>Габариты в упаковке: 820х730х920 мм</li>
<li>Цвет: белый</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Роздув пакетов для хлеборезок</li>
<li>Рабочий стол на колесах для настольной хлеборезки</li>
<li>Система смазки</li>
</ul>",200160,механическая,380 В,0.55 кВт,658 мм,650 мм,759 мм,,Италия,,,0,https://entero.ru/manuals/233763/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42.pdf;https://entero.ru/manuals/291861/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42%2019%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/291862/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291863/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,98 кг,,настольный,,19 мм,,,
https://cdn.entero.ru/mp@2x/38/5e/385edd5875d7cfe01b75dfccbf12b567.jpg;https://cdn.entero.ru/mp@2x/8a/e4/8ae4f179a5c7e885745a66dc75e9d767.jpg,Хлеборезка Apach Bakery Line G42 20 мм,Хлеборезка Apach Bakery Line G42 20 мм,441634,RUB,Нет,Apach,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/200161,"<p>Настольная хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200161""><b class=""b"">Apach Bakery Line G42</b></a> используется на предприятиях общественного питания и торговли для нарезки формового и подового хлеба. Модель оснащена фронтальной загрузкой, ручным режимом нарезки с помощью рычага, регулировкой толщины нарезки и кнопкой аварийной остановки. Корпус выполнен из окрашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Лёгкая очистка</li>
<li>Бесшумная работа</li>
<li>Соответствуют последним нормам безопасности ЕС</li>
<li>Эксклюзивный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная высота хлеба: 180 мм</li>
<li>Номинальная ширина нарезки: 420 мм</li>
<li>Габариты в упаковке: 820х730х920 мм</li>
<li>Цвет: белый</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Роздув пакетов для хлеборезок</li>
<li>Рабочий стол на колесах для настольной хлеборезки</li>
<li>Система смазки</li>
</ul>",200161,механическая,380 В,0.55 кВт,658 мм,650 мм,759 мм,,Италия,,,0,https://entero.ru/manuals/233764/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42.pdf;https://entero.ru/manuals/291857/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20G42%2020%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/291858/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291859/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,469823,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,98 кг,,настольный,,20 мм,,,
