Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение
https://cdn.entero.ru/mp@2x/00/35/00353ba5609db66d4ba7ae2b4c7f0be6.jpg,Гриль Саламандра Starfood 1620022A,Гриль Саламандра Starfood 1620022A,12376,RUB,Нет,Starfood,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/228282,"<p>Гриль-саламандер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228282"">Starfood 1620022A</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена 3 уровнями напрвляющих для решетки и поддоном для крошек. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 500х700х500 мм</li>
</ul>",228282,с подвижной решеткой,от 50 до 300 °C,2 кВт,570 мм,340 мм,250 мм,12 кг,Китай,1,500x700x500 мм,0,https://entero.ru/manuals/496612/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20Starfood%201620022A.pdf,12892,,11.5 кг,220 В
https://cdn.entero.ru/mp@2x/18/e7/18e74c41bec0e94eb87020f896f38c64.jpg,Гриль Саламандра ROAL SZ-938,н0000211490,0,RUB,Нет,ROAL,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/226210,"<p>Гриль Salamander <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226210""><b class=""b"">ROAL SZ-938 </b></a>предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена 4 направляющими. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Одна зона нагрева</li>
<li>Фиксированная верхняя часть</li>
<li>Регулируемая по высоте полка-решётка​</li>
</ul>",226210,с подвижной решеткой,от 50 до 300 °C,2.2 кВт,580 мм,390 мм,390 мм,,Китай,,,0,https://entero.ru/manuals/345492/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20SZ-938.pdf,,,13 кг,220 В
https://cdn.entero.ru/mp@2x/80/35/80356a02db3790d16a0bb222671ee800.jpg,Гриль Саламандра Bartscher A1515001,A151.5001,0,RUB,Нет,Bartscher,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/49298,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/49298"">Bartscher A1515001</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена 1 зоной нагрева. Корпус выполнен из хромникелевой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер</li>
<li>Емкость для сбора жира</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер решетки: 447x250 мм</li>
</ul>",49298,с подвижной решеткой,от 50 до 300 °C,2 кВт,610 мм,305 мм,280 мм,,Китай,,,0,https://entero.ru/manuals/109018/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%20A1515001.pdf;https://entero.ru/manuals/109019/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/109020/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%20%D1%80%D0%B0%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D0%BE%D0%BC%20%D0%B2%D0%B8%D0%B4%D0%B5.pdf;https://entero.ru/manuals/507802/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,14 кг,220
https://cdn.entero.ru/mp@2x/4c/c1/4cc10ff6cfba487d89ce4f31cb585464.jpg;https://cdn.entero.ru/mp@2x/36/b7/36b728f5f714dc4c94733fe1bdb31b11.jpg,Гриль Саламандра Bartscher 151510,151.510,0,RUB,Нет,Bartscher,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/49297,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/49297"">Bartscher 151510</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена 1 зоной нагрева. Корпус и решетка выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Инфракрасный нагрев</li>
<li>Емкость для сбора жира</li>
<li>Регулируемый по высоте нагревательный элемент</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер решетки: 445x325 мм</li>
</ul>",49297,с подвижной верхней частью,от 0 до 400 °C,2.8 кВт,470 мм,510 мм,530 мм,,Китай,,,0,https://entero.ru/manuals/109012/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%20151510.pdf;https://entero.ru/manuals/109013/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/109014/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%20%D1%80%D0%B0%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D0%BE%D0%BC%20%D0%B2%D0%B8%D0%B4%D0%B5.pdf;https://entero.ru/manuals/507803/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,38.8 кг,220
https://cdn.entero.ru/mp@2x/8b/8d/8b8d2cd6f3cc08238d726219fa9880c5.jpg;https://cdn.entero.ru/mp@2x/3e/3b/3e3b4bb3dd64632294af19185865f97f.jpg,Гриль Саламандра Sirman PRO 1/2G TF,Гриль Саламандра Sirman PRO 1/2G TF,0,RUB,Нет,Sirman,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/64420,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64420"">Sirman PRO 1/2G TF</a></b> предназначен для приготовления и разогрева различных блюд на предприятиях общественного питания. Корпус выполнен из нержавеющей стали, рельефная плита - из хромированной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронные регуляторы энергии</li>
<li>Обогревательные элементы регулируются по высоте</li>
<li>Армированные нагревательные приборы</li>
<li>Дымоудалители</li>
<li>Выдвижной лоток для сбора крошек</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер жарочной поверхности: 385x350 мм</li>
<li>Габариты в упаковке: 500x630x650 мм</li>
</ul>",64420,с подвижной верхней частью,,1.7 кВт,400 мм,545 мм,510 мм,,Италия,,,0,https://entero.ru/manuals/32688/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20PRO%201_2G%20TF.jpg,,,45 кг,220
https://cdn.entero.ru/mp@2x/d1/f7/d1f725c7248a3b7bec900cfa88fb0609.jpg,Гриль Саламандра INOKSAN INO-PSE100,Гриль Саламандра INOKSAN INO-PSE100,0,RUB,Нет,INOKSAN,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/60234,"<p>Гриль саламандер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/60234""><b class=""b"">INOKSAN INO-PSE100</b></a> предназначен для приготовления гамбургеров и сэндвичей, разогрева булочек и прочих продуктов. Благодаря компактным размерам гриль может размещаться на любой поверхности.</p>

<p>Прочный корпус из высококачественной нержавеющей стали 18/8 Cr-Ni обеспечивает долговечность оборудования даже при сильных нагрузках. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Поверхность рифленая</li>
<li>Электромеханическое управление</li>
<li>Плавная регулировка температуры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры рабочей поверхности: 440x320 мм</li>
</ul>",60234,с подвижной верхней частью,,1.7 кВт,500 мм,450 мм,470 мм,,Турция,,,0,,,,34 кг,220
https://cdn.entero.ru/mp@2x/e5/9b/e59b8b021725be86fb08efeb457a7931.jpg;https://cdn.entero.ru/mp@2x/10/e1/10e1bdfc4e4fc65eea648c02cd2addf2.jpg;https://cdn.entero.ru/mp@2x/01/bd/01bd928726bc998f332c7832ef74790c.jpg;https://cdn.entero.ru/mp@2x/a4/67/a467bd0d4f206349bac7e4b8c8de7b30.jpg;https://cdn.entero.ru/mp@2x/bc/39/bc39596cdff12e33381a76db4536f0c6.jpg;https://cdn.entero.ru/mp@2x/74/f0/74f0a35afaa4e051a0e17f026e7494d9.jpg;https://cdn.entero.ru/mp@2x/5a/bb/5abbbb9a1ee9c629559801ca10466567.jpg;https://cdn.entero.ru/mp@2x/41/2f/412fce47c95e8c0c5c5c9180d58ab5ae.jpg;https://cdn.entero.ru/mp@2x/3b/f0/3bf06b141c1f200723af394f11869c6a.jpg;https://cdn.entero.ru/mp@2x/71/d6/71d68d45f366566298788af29360a3f8.jpg;https://cdn.entero.ru/mp@2x/bb/44/bb445f18c5187a5a88936e18259776c9.jpg;https://cdn.entero.ru/mp@2x/f0/3d/f03d29235e8be110f7be9809f23f208d.jpg;https://cdn.entero.ru/mp@2x/ef/a2/efa2af63b9ab3e86912f9729742cbfbd.jpg,Гриль газовый WeGrill Pro M,Гриль газовый WeGrill Pro M,0,RUB,Нет,WeGrill,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/85790,"<p>Газовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/85790"">WeGrill Pro M</a></b> предназначен для приготовления различных блюд путем обжигания (грилливания), запекания, карамелизации, гратинирования, а также с использованием технологии Sous Vide на предприятиях общественного питания и торговли. Поверхность мяса и рыбы, обработанной таким образом, мгновенно «запечатывается»: на ней появляется нежная корочка, а весь сок и аромат остаются внутри. Модель оснащена 6 инфракрасными газовыми горелками и 2 поддонами для жира. Корпус изготовлен из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят газовый редуктор повышенной безопасности с 2 мембранами, в котором дополнительная мембрана подстраховывает основную в случае ее поломки и газовый шланг.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подача жара сверху</li>
<li>Вид газа: пропан (газовый баллон) / магистральный газ</li>
<li>Двойные задние и боковые стенки корпуса</li>
<li>Отсутствие дыма в процессе работы гриля</li>
<li>Возможность использования в закрытых помещениях или на улице</li>
<li>Система безопасности перекрывающая подачу газа при разрыве шланга и затушенных газовых горелках</li>
<li>Компактность и простота в уходе</li>
<li>Отдельные детали можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура: до 850 °C</li>
<li>Потребление газа: 0,550 кг/час</li>
<li>Время разогрева до рабочей температуры: 2 мин.</li>
</ul>",85790,с подвижной решеткой,,,930 мм,448 мм,496 мм,,Италия,,,0,https://entero.ru/manuals/64041/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20WeGrill%20Pro%20M.pdf,,,,
https://cdn.entero.ru/mp@2x/96/a1/96a1f24070df7239c7433fb1dc93d906.jpg,Гриль Саламандра высокотемпературный Kompac ULTRA Top Chef NR-1,Гриль Саламандра высокотемпературный Kompac ULTRA Top Chef NR-1,0,RUB,Нет,,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/374570,"<p>Высокотемпературный гриль Salamander <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374570""><b class=""b"">Kompac NR-1</b></a> серии ULTRA Top Chef предназначен для обжаривания стейков, мяса и других продуктов, требующих высокой температуры и короткого времени приготовления на предприятиях общественного питания и торговли. Благодаря черному керамическому материалу, излучающему средневолновое инфракрасное излучение, тепловая эффективность достигает 99%. Конструкция выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Уникальная технология CERAMAXX™ обеспечивает интенсивный и равномерный нагрев</li>
<li>Плавный регулятор для точного контроля температуры</li>
<li>Выдвижная чугунная решетка</li>
<li>5-ступенчатая система подъема</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Тип газа: LPG / NG</li>
<li>Объем вытяжки: 2500 м<sup>3</sup>/ч</li>
<li>Мощность: 6,5 кВт *2</li>
<li>Тепловая ценность: 22200BTU *2</li>
</ul>",374570,с подвижной решеткой,900 °C,13 кВт,880 мм,725 мм,1530 мм,,Россия,,,0,https://entero.ru/manuals/506098/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Kompac.pdf,,,,газ
https://cdn.entero.ru/mp@2x/48/6e/486e5f98a1596e21e6c8b4532face24c.jpg;https://cdn.entero.ru/mp@2x/0c/73/0c73a6c8656b02f206eaae7b9cd5cd19.jpg,Гриль Саламандра ROAL AT-936,Гриль Саламандра ROAL AT-936,10944,RUB,Нет,ROAL,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/261682,"<p>Гриль-саламандер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/261682""><b class=""b"">ROAL AT-936</b></a> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена термостатом для регулировки температуры нагрева ТЭНа.</p>

<p>В комплекст поставки входят: емкость для масла и сетка для барбекю.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Одна зона нагрева</li>
<li>Фиксированная верхняя часть</li>
<li>Регулируемая по высоте полка-решётка​</li>
</ul>",261682,с подвижной решеткой,,2.3 кВт,570 мм,340 мм,270 мм,,Китай,,,0,https://entero.ru/manuals/345502/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20AT-936.pdf,11768,,,220 В
https://cdn.entero.ru/mp@2x/5f/87/5f87c745fc59c63685216f4f3ff4f783.jpg;https://cdn.entero.ru/mp@2x/53/65/5365927ff8a82d3dd043e5be02418eef.jpg;https://cdn.entero.ru/mp@2x/5c/5c/5c5c1424a6a1bf669e47826877a3f7fe.jpg;https://cdn.entero.ru/mp@2x/27/93/27933095e9e838cd643cd0bbe560cd04.jpg;https://cdn.entero.ru/mp@2x/f7/af/f7afe96b479ae148dc33286ed963f766.jpg;https://cdn.entero.ru/mp@2x/66/23/6623eaa5901832505b7de040eb688964.jpg;https://cdn.entero.ru/mp@2x/f1/2a/f12ae8d2176cef9ef92f34fdc533993c.jpg;https://cdn.entero.ru/mp@2x/be/1c/be1c36efa29c645f6aeabc5169031f52.jpg;https://cdn.entero.ru/mp@2x/bc/67/bc67ccc1a85d96f26b9e2a2c2b1f3191.jpg;https://cdn.entero.ru/mp@2x/8e/46/8e46cd87651cff893b08d274ee361c3d.jpg;https://cdn.entero.ru/mp@2x/62/e0/62e02df1154102cf6f025e48ca761e81.jpg,Гриль Саламандра VIATTO HES-936,Гриль Саламандра VIATTO HES-936,11544,RUB,Нет,VIATTO,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/157712,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/157712"">VIATTO HES-936</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена таймером.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество зон нагрева: 1</li>
<li>Длина ручки решетки: 170 мм</li>
<li>Максимальное время таймера: 15 мин.</li>
</ul>",157712,с подвижной решеткой,,2 кВт,610 мм,310 мм,280 мм,12 кг,Китай,1,665x350x305 мм,0,https://entero.ru/manuals/395050/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20HES-936.pdf;https://entero.ru/manuals/463822/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/463823/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20HES-936.pdf,,,10.8 кг,220 В
https://cdn.entero.ru/mp@2x/0c/3f/0c3f79fe977788e12743682ce0a81949.jpg,Гриль Саламандра Kocateq EB600NW,Гриль Саламандра Kocateq EB600NW,37871,RUB,Нет,Kocateq,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/139907,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/139907"">Kocateq EB600NW</a></b> предназначен для приготовления мясных и рыбных блюд, колировки, запекания и разогрева бутербродов, открытых сэндвичей и поддержания готовых блюд в разогретом виде на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена термостатом для регулировки температуры. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Наличие противовеса позволяет регулировать высоту головки без усилий</li>
<li>Две зоны нагрева</li>
<li>Открытые нагревательные элементы встроены в верхнюю подвижную структуру</li>
<li>Нижняя решетка для размещения продукта</li>
<li>Поддон для сбора жира</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон расстояний от поверхности до ТЭНов: от 0 до 140 мм</li>
<li>Габариты в упаковке: 720х590х580 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",139907,с подвижной верхней частью,от 50 до 300 °C,5 кВт,570 мм,450 мм,310 мм,,Ю. Корея,,,0,,,,,220 В
https://cdn.entero.ru/mp@2x/69/84/69847a3a9224be1703526b9a62dabc8c.jpg;https://cdn.entero.ru/mp@2x/48/47/4847fbcb77ea8ef323b0993e0337f3c9.jpg,Гриль Саламандра Kocateq EB450NW,32674,32876,RUB,Нет,Kocateq,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/122213,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122213"">Kocateq EB450NW</a></b> предназначен для приготовления мясных и рыбных блюд, колировки, запекания и разогрева бутербродов, открытых сэндвичей и поддержания готовых блюд в разогретом виде на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена термостатами для регулировки температуры и мощности. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Наличие противовеса позволяет регулировать высоту головки без усилий</li>
<li>Открытые нагревательные элементы встроены в верхнюю подвижную структуру</li>
<li>Нижняя решетка для размещения продукта</li>
<li>Поддон для сбора жира</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер зоны нагрева: 440х320 мм</li>
<li>Диапазон расстояний от поверхности до ТЭНов: от 0 до 140 мм</li>
<li>Габариты в упаковке: 590х570х580 мм</li>
</ul>",122213,с подвижной верхней частью,от 50 до 300 °C,2.8 кВт,440 мм,475 мм,515 мм,,Ю. Корея,,,0,,34606,,,220
https://cdn.entero.ru/mp@2x/2f/8d/2f8d277fa039592c4c9513d932d66c9a.jpg,Гриль Саламандра Roller Grill SEM 600 B,Гриль Саламандра Roller Grill SEM 600 B,182457,RUB,Нет,Roller Grill,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/27490,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/27490"">Roller Grill SEM 600 B</a></b> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена съемным поддоном для сбора лишнего жира и внутренней панелью. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 независимые зоны нагрева</li>
<li>Нагрев с помощью ТЭНов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей поверхности: 495х375 мм</li>
</ul>",27490,с подвижной верхней частью,,3 кВт,600 мм,590 мм,590 мм,,Франция,,,0,https://entero.ru/manuals/20602/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/417217/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20SEM%20600%20B.pdf,198323,,49 кг,220
https://cdn.entero.ru/mp@2x/bc/34/bc3465146b1a510eded827ee84bb769d.jpg,Гриль Саламандра EKSI HES-936,Гриль Саламандра EKSI HES-936,10869,RUB,Нет,EKSI,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/347406,"<p>Гриль-саламандр <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347406""><b class=""b"">ESKI HES-936</b></a> используется для быстрого обжаривания мяса, птицы, рыбы, овощей, а также для приготовления стейков, гамбургеров и горячих сэндвичей на предприятиях общественного питания и торговли. Модель оснащена верхним нагревом и 4 уровнями установки решетки.</p>

<p>В комплект поставки входит решетка 584х314 мм.</p>",347406,с подвижной решеткой,,2 кВт,610 мм,310 мм,280 мм,12 кг,Китай,1,655x350x305 мм,0,https://entero.ru/manuals/452513/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HES-936.pdf,11322,,10.8 кг,220 В
https://cdn.entero.ru/mp@2x/35/cb/35cb011d023130b57ae713b3100e0c43.jpg;https://cdn.entero.ru/mp@2x/3c/e0/3ce0ad26b7d21237dd3687186428c3f1.jpg;https://cdn.entero.ru/mp@2x/61/5f/615f7f98a85cd29dd4ff6268a8c3ad80.jpg;https://cdn.entero.ru/mp@2x/9c/16/9c1694022086a2cbe77e20db95e01bf9.jpg;https://cdn.entero.ru/mp@2x/6d/cc/6dcc2033d15566c4e182688ad093e7c5.jpg;https://cdn.entero.ru/mp@2x/b0/f0/b0f05ad19d4220d304b2cdce74f9c915.jpg;https://cdn.entero.ru/mp@2x/0b/57/0b57275b66bf13f97374520de8d93bc6.jpg;https://cdn.entero.ru/mp@2x/05/23/0523e09aadff2f88e3cd94837cd76056.jpg;https://cdn.entero.ru/mp@2x/42/9e/429ed44a192e68b281f6b26e32092afb.jpg;https://cdn.entero.ru/mp@2x/c0/05/c0051f76f85d346bdec239dd0dfa7edb.jpg;https://cdn.entero.ru/mp@2x/ef/39/ef39b7a0edc1c1ee3cab189e848d6daf.jpg;https://cdn.entero.ru/mp@2x/2b/07/2b0744c9914f193bcad34c4fd14534a9.jpg;https://cdn.entero.ru/mp@2x/74/4f/744fa7670c08c4adb29f7d86c2c44306.jpg;https://cdn.entero.ru/mp@2x/4c/a4/4ca4872d74474958d6300e02969e1204.jpg,Гриль газовый WeGrill Young,Гриль газовый WeGrill Young,39471,RUB,Нет,WeGrill,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/85782,"<p>Газовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/85782"">WeGrill Young</a></b> предназначен для приготовления различных блюд путем обжигания (грилливания), запекания, карамелизации, гратинирования, а также с использованием технологии Sous Vide на предприятиях общественного питания и торговли. Поверхность мяса и рыбы, обработанной таким образом, мгновенно «запечатывается»: на ней появляется нежная корочка, а весь сок и аромат остаются внутри. Модель оснащена 3 инфракрасными газовыми горелками и 2 поддонами для жира. Корпус изготовлен из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят газовый редуктор, газовый шланг и сумка для транспортировки и хранения.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подача жара сверху</li>
<li>Вид газа: пропан (газовый баллон)</li>
<li>Отсутствие дыма в процессе работы гриля</li>
<li>Возможность использования на улице</li>
<li>Легкая и быстрая разборка</li>
<li>Компактность и простота в уходе</li>
<li>Отдельные детали можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура: до 850 °C</li>
<li>Потребление газа: 0,178 кг/час</li>
<li>Время разогрева до рабочей температуры: 2 мин.</li>
</ul>",85782,с подвижной решеткой,,,400 мм,300 мм,350 мм,,Италия,,,0,https://entero.ru/manuals/64020/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20WeGrill%20Young.pdf,41548,,,
