Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Количество зон нагрева,Материал жарочной поверхности,Структура верхней поверхности,Структура нижней поверхности,Размер верхней рабочей поверхности,Размер нижней рабочей поверхности
https://cdn.entero.ru/mp@2x/88/ca/88ca8aa7050a3fb383a56ccc9f8f17ee.jpg,Гриль прижимной Rinnova RN 101-A,Гриль прижимной Rinnova RN 101-A,49126,RUB,Да,Rinnova,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/88093,"<p>Прижимной гриль<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88093"">Rinnova RN 101-A</a></b> предназначен для жарки мяса, птицы, рыбы, овощей, а также для приготовления стейков, гамбургеров и горячих сэндвичей на предприятиях общественного питания и торговли.</p>",88093,,220 В,2.25 кВт,410 мм,410 мм,205 мм,,Турция,,,0,,,,29 кг,,1,чугун,рифленая,рифленая,380х280 мм,380х280 мм
https://cdn.entero.ru/mp@2x/bf/b9/bfb9a399920408c461084baa6b03f95b.jpg;https://cdn.entero.ru/mp@2x/1c/c9/1cc963b94075f17e797f389606f73fa4.jpg,Гриль контактный Waring XPRESS WSC300CE,Гриль контактный Waring XPRESS WSC300CE,59681,RUB,Да,Waring,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/332774,"<p>Прижимной гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/332774"">Waring XPRESS WSC300CE</a></b> предназначен для приготовления лепешек и блинчиков, а также для жарки мяса, птицы, рыбы и овощей на предприятиях общественного питания, торговли и в домашних условиях. Модель оснащена электронной сенсорной панелью с точным контролем температуры и программируемым цифровым таймером со звуковым индикатором. Рабочая поверхность имеет антипригарное покрытие.</p>

<p>В комплект поставки входит силиконовая лопатка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерное распределение тепла по всей поверхности</li>
<li>Приготовление продукта одновременно с 2-х сторон</li>
</ul>",332774,от 50 до 235 °C,220 В,1.8 кВт,388 мм,556 мм,240 мм,14 кг,Китай,1,605x461x315 мм,8,,,,12.3 кг,,1,алюминий,гладкая,гладкая,,343x343 мм
https://cdn.entero.ru/mp@2x/3e/0f/3e0f7a3a298743dfa61e1c5fd886f913.jpg;https://cdn.entero.ru/mp@2x/f0/a1/f0a187e5d00a417a1739f50ad383dacf.jpg;https://cdn.entero.ru/mp@2x/7a/09/7a09a22a0de8be2f1d1226dc337eaebb.jpg;https://cdn.entero.ru/mp@2x/05/cc/05ccaf05f77d40017ba05bf72cf33ce7.jpg,Гриль контактный ATESY ТГК-1-1.6-У-Ал-Р,Гриль контактный ATESY ТГК-1-1.6-У-Ал-Р,61453,RUB,Да,ATESY,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/347369,"<p>Контактный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347369"">ATESY ТГК-1-1.6-У-Ал-Р</a></b> используется на предприятиях общественного питания и торговли для быстрого разогрева всех видов хлеба, сэндвичей, хлеба с колбасой, хот-догов, булочек с бургерами, сэндвичей, французских тостов, панини и аналогичных видов готовых незамороженных продуктов. Модель оснащена электромеханической панелью управления с плавной регулировкой температуры жарочных поверхностей. Корпус выполнен из пищевой нержавеющей стали AISI 430, жарочные поверхности - из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фиксатор верхней жарочной поверхности в открытом состоянии</li>
<li>Нагрев осуществляется ТЭНами, расположенными в верхней и нижней поверхностях</li>
<li>В подъемный механизм верхней плиты гриля установлена пружина для облегчения подъема</li>
<li>Регулирование расстояния между жарочными поверхностями путем изменения положения упоров относительно корпуса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расстояние между рабочими поверхностями: от 5 до 50 мм</li>
<li>Шаг регулировки положения верхней конфорки: 5 мм</li>
<li>Габариты в упаковке: 300х420х210 мм</li>
</ul>",347369,от 50 до 250 °C,220 В,1.6 кВт,280 мм,440 мм,190 мм,11 кг,Россия,1,300x420x210 мм,0,https://entero.ru/manuals/426792/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf;https://entero.ru/manuals/426797/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/426798/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A2%D0%93%D0%9A-1-1.6-%D0%A3-%D0%90%D0%BB-%D0%A0.pdf,,,10.2 кг,,2,алюминий,рифленая,рифленая,260х260 мм,260х260 мм
https://cdn.entero.ru/mp@2x/3f/ce/3fcee0caf45193e231148eb119194f3a.jpg,Гриль контактный Roller Grill Majestic,Гриль контактный Roller Grill Majestic,70630,RUB,Да,Roller Grill,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/20307,"<p>Контактный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20307"">Roller Grill Majestic</a></b> предназначен для жарки мяса, птицы, рыбы, овощей, а также для приготовления стейков, гамбургеров и горячих сэндвичей на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления. Корпус выполнен из нержавеющей стали, ручки - из термостойкого материала.</p>

<p>В комплект поставки входит скребок для легкой очистки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 термостата</li>
<li>Поддон для сбора соков и лишнего жира</li>
<li>Возможность адаптировать высоту верхней пластины к размеру продукта</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность в час: 192 гамбургера</li>
</ul>",20307,от 0 до 300 °C,380 В,4 кВт,600 мм,385 мм,220 мм,27 кг,Франция,1,950x490x370 мм,0,https://entero.ru/manuals/20615/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/308252/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20Majestic.pdf,75138,,23 кг,,2,чугун,рифленая,рифленая,535х240 мм,
https://cdn.entero.ru/mp@2x/b4/7f/b47f07d98223cd644a1a9f79ac412f9d.jpg,Гриль контактный Tatra TCG 6040 RS DT,Гриль контактный Tatra TCG 6040 RS DT,75729,RUB,Да,Tatra,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/329360,"<p>Прижимной гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/329360""><b class=""b"">TCG 6040 RS DT</b></a> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с выключателем питания, терморегулятором и индикаторами питания и нагрева. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая регулировка температуры нагрева верхней и нижней поверхностей</li>
<li>Емкость для сбора жира предотвращает загрязнение рабочего места</li>
<li>Равномерная прожарка продукта благодаря жарочным поверхностям из чугуна</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры: 15 мин.</li>
<li>Оптимальная температура использования: от 200 до 250 °C</li>
</ul>",329360,от 50 до 300 °C,220 В,6 кВт,605 мм,640 мм,300 мм,64 кг,Турция,1,705x740x400 мм,9,https://entero.ru/manuals/391078/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TCG%206040%20RS%20DT.pdf;https://entero.ru/manuals/391079/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TCG%206040%20RS%20DT.pdf;https://entero.ru/manuals/418231/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/418269/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/471765/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TCG%206040%20RS%20DT.pdf;https://entero.ru/manuals/509635/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,78884,,62 кг,,2,чугун,рифленая,гладкая,600х400 мм,600х400 мм
https://cdn.entero.ru/mp@2x/94/f6/94f6018681123ab8eb26af0470560a3a.jpg,Гриль контактный Tatra TCG 6040 R R S+S,Гриль контактный Tatra TCG 6040 R R S+S,75729,RUB,Да,Tatra,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/331280,"<p>Прижимной гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/331280""><b class=""b"">Tatra TCG 6040 R R S+S</b></a> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с выключателем питания, терморегулятором и индикаторами питания и нагрева. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая регулировка температуры нагрева верхней и нижней поверхностей</li>
<li>Емкость для сбора жира предотвращает загрязнение рабочего места</li>
<li>Равномерная прожарка продукта благодаря жарочным поверхностям из чугуна</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры: 15 мин.</li>
<li>Оптимальная температура использования: от 200 до 250 °C</li>
</ul>",331280,от 50 до 300 °C,,6 кВт,640 мм,605 мм,300 мм,64 кг,Турция,1,740x705x400 мм,9,https://entero.ru/manuals/392426/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TCG%206040%20R%20R%20S+S.pdf;https://entero.ru/manuals/392427/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TCG%206040%20R%20R%20S+S.pdf;https://entero.ru/manuals/418250/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/418238/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/509637/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,79715,,62 кг,,2,чугун,рифленая,гладкая,600x400 мм,600x400 мм
https://cdn.entero.ru/mp@2x/ef/c3/efc306502e58264be63bc086a4db8a52.jpg,Гриль контактный Tatra TCG 6040 R R R+R,Гриль контактный Tatra TCG 6040 R R R+R,75729,RUB,Да,Tatra,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/331281,"<p>Прижимной гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/331281""><b class=""b"">Tatra TCG 6040 R R R+R</b></a> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с выключателем питания, терморегулятором и индикаторами питания и нагрева. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая регулировка температуры нагрева верхней и нижней поверхностей</li>
<li>Емкость для сбора жира предотвращает загрязнение рабочего места</li>
<li>Равномерная прожарка продукта благодаря жарочным поверхностям из чугуна</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры: 15 мин.</li>
<li>Оптимальная температура использования: от 200 до 250 °C</li>
</ul>",331281,от 50 до 300 °C,220 В,6 кВт,640 мм,605 мм,300 мм,62 кг,Турция,1,740x705x400 мм,9,https://entero.ru/manuals/392429/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TCG%206040%20R%20R%20R+R.pdf;https://entero.ru/manuals/392430/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TCG%206040%20R%20R%20R+R.pdf;https://entero.ru/manuals/418249/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/418242/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/509638/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,60 кг,,2,чугун,рифленая,рифленая,600x400 мм,600x400 мм
https://cdn.entero.ru/mp@2x/6a/96/6a966694cbdd10aa4ba673f06444ce86.jpg;https://cdn.entero.ru/mp@2x/53/c0/53c09007ee6aa6c0e0debc814dab5cea.jpg;https://cdn.entero.ru/mp@2x/a8/2b/a82b8b32ca3d7cc2fd15f4ef20180119.jpg;https://cdn.entero.ru/mp@2x/60/bd/60bdac395c8f353eac6bbeee1bf520df.jpg;https://cdn.entero.ru/mp@2x/2c/c6/2cc63b9bc2f1d02356c18ee4bdd3e588.jpg;https://cdn.entero.ru/mp@2x/ed/1d/ed1d80dbda9f718750cf82b0fc3df26a.jpg;https://cdn.entero.ru/mp@2x/3a/2a/3a2a73b66c0d605b0d948aea2cc2ce22.jpg;https://cdn.entero.ru/mp@2x/7c/04/7c04d744ef60f37a92934e9a30161e3c.jpg,Гриль контактный Spidocook Spidoglass SP010PR,Spidoglass SP010PR POWER,82073,RUB,Да,,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/360128,"<p>Контактный гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360128""><b class=""b"">Spidocook Spidoglass SP020P</b></a> предназначен для жарки, быстрого приготовления и разогрева блюд из мяса, рыбы, птицы и полуфабрикатов в отелях, аэропортах, фуд-траках и на других предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с кнопкой включения / выключения и светодиодным индикатором, съемным поддоном для сбора жира, эргономичной ручкой и 4 нескользящими ножками. Корпус выполнен из нержавеющей стали. Рабочая поверхность имеет антипригарное покрытие, не впитывает запахи и отличается высокой ударопрочностью.</p>

<p>В комплект поставки входит металлический скребок для чистки стеклокерамических поверхностей.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стеклокерамические пластины Spidoglass POWER отличаются универсальностью и повышенной скоростью нагрева поверхности</li>
<li>Технология SHBTM Plus позволяет использовать комбинированный нагрев (контактный и инфракрасный), устанавливать высокую температуру приготовления и экономит время благодаря предварительному нагреву</li>
<li>Технология Protek.Safe позволяет значительно снизить энергопотребление</li>
<li>Самофиксирующаяся верхняя часть</li>
<li>Равномерное распределение тепла</li>
<li>​Легкость очистки</li>
<li>Стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50/60 Гц</li>
<li>Максимальный ток: 6,5 А</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Спрей-очиститель SPIDOCLEAN 750 мл для очистки стеклокерамических поверхностей и стальной конструкции</li>
</ul>",360128,от 120 до 400 °C,220 В,1.5 кВт,481 мм,457 мм,182 мм,,Италия,,,0,https://entero.ru/manuals/461446/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Spidocook%20Spidoglass%20SP010PR.pdf;https://entero.ru/manuals/461447/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Spidocook%20Spidoglass%20SP010PR%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240985&hash=139d51ff02328412;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240989&hash=4bcaf3c95a308be0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240990&hash=cb50f81e865cd576;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241351&hash=a4b1ffe3aef6ec21,14.9 кг,,1,стеклокерамика,рифленая,гладкая,250х250 мм,
https://cdn.entero.ru/mp@2x/52/eb/52eb4792a8ce8c6e63815fb6b9b9274d.jpg;https://cdn.entero.ru/mp@2x/a9/a1/a9a18bb47e28ee1a5fb5731f2dc6f63b.jpg;https://cdn.entero.ru/mp@2x/88/ce/88cef146ef18e1c36a3ef85a8458407a.jpg;https://cdn.entero.ru/mp@2x/c9/cf/c9cf104e1e844ef7fa41a57db26a2a2f.jpg;https://cdn.entero.ru/mp@2x/47/69/4769b3cefdee32f35ea70d5153e3a12f.jpg;https://cdn.entero.ru/mp@2x/08/19/081969a20868482c8bea26927695dce8.jpg;https://cdn.entero.ru/mp@2x/2b/d0/2bd0bc5055c49b8a56c6b37b4a68fb3e.jpg;https://cdn.entero.ru/mp@2x/28/bf/28bf8dc9663d4fd7e76a8bd6de7ef328.jpg;https://cdn.entero.ru/mp@2x/3a/4f/3a4f0a381c7e5f1317ae6a8e3b1e5b03.jpg;https://cdn.entero.ru/mp@2x/a2/31/a231263458c882d5f89959b48d2e989b.jpg;https://cdn.entero.ru/mp@2x/97/93/9793e574d53e525e6a0f1ce7bebf016c.jpg,Гриль контактный Spidocook Spidoglass SP015,Spidoglass SP015 ECO,94251,RUB,Да,,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/342573,"<p>Контактный гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342573""><b class=""b"">Spidocook</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342573""><b class=""b""> Spidoglass SP015R</b></a> предназначен для жарки, быстрого приготовления и разогрева блюд из мяса, рыбы, птицы и полуфабрикатов в отелях, аэропортах, фуд-траках и на других предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с кнопкой включения / выключения и светодиодным индикатором, съемным поддоном для сбора жира, эргономичной ручкой и 4 нескользящими ножками. Корпус выполнен из нержавеющей стали. Рабочая поверхность имеет антипригарное покрытие, не впитывает запахи и отличается высокой ударопрочностью.</p>

<p>В комплект поставки входит металлический скребок для чистки стеклокерамических поверхностей.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стеклокерамические пластины Spidoglass ECO c высокоэффективной системой изоляции Protek.Safe позволяют значительно снизить энергопотребление</li>
<li>Технология SHBTM Plus позволяет использовать комбинированный нагрев (контактный и инфракрасный), устанавливать высокую температуру приготовления и экономит время благодаря предварительному нагреву</li>
<li>Самофиксирующаяся верхняя часть</li>
<li>Равномерное распределение тепла</li>
<li>​Легкость очистки</li>
<li>Стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50/60 Гц</li>
<li>Максимальный ток: 8,7 А</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Спрей-очиститель SPIDOCLEAN 750 мл для очистки стеклокерамических поверхностей и стальной конструкции</li>
</ul>",342573,от 120 до 400 °C,220 В,2 кВт,481 мм,457 мм,182 мм,,Италия,,,0,https://entero.ru/manuals/410044/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Spidocook%20Spidoglass%20SP015%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/410045/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Spidocook%20Spidoglass%20SP015%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf,102447,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240982&hash=91b6d6a8ab959490;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240989&hash=4bcaf3c95a308be0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240990&hash=cb50f81e865cd576;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241351&hash=a4b1ffe3aef6ec21,14.9 кг,,1,стеклокерамика,гладкая,гладкая,400х300 мм,400х300 мм
https://cdn.entero.ru/mp@2x/db/bc/dbbcea83bba035c48cf82eb5bc141d28.jpg,Гриль прижимной FIAMMA CG8.4SS DUPLEX,2.0.351.0003,120448,RUB,Да,FIAMMA,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/316905,"<p>Прижимной гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/316905""><b class=""b"">FIAMMA CG8.4SS DUPLEX</b></a> предназначен для жарки мяса, птицы, рыбы, овощей, а также для приготовления бутербродов, сэндвичей. Высокая скорость приготовления достигается благодаря встроенным в обе части аппарата тепловым элементам, которые плотно прилегают к продукту. Корпус выполнен из нержавеющей стали, рабочая поверхность - из материала DUPLEX толщиной 8 мм.</p>",316905,250 °C,380 В,5 кВт,360 мм,575 мм,375 мм,,Португалия,,,0,https://entero.ru/manuals/381078/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIAMMA%20CG8.4SS%20DUPLEX.pdf,130922,https://vk.com/video_ext.php?oid=-177656185&id=456240875&hash=ca1974d8f5c3d690,31 кг,,1,сталь,гладкая,гладкая,,355x400 мм
https://cdn.entero.ru/mp@2x/f6/fc/f6fc129146b09cbc313d04f7e77b78b6.jpg;https://cdn.entero.ru/mp@2x/41/cc/41cc30f0fea2b0d20244cd9ab02cf177.jpg;https://cdn.entero.ru/mp@2x/8e/dd/8edd710483d06182d8f5890bb89cc72f.jpg;https://cdn.entero.ru/mp@2x/a3/a9/a3a962e1ec19a112e794ebe0ace16ab2.jpg;https://cdn.entero.ru/mp@2x/f0/86/f086ad504fd3a588fecdbb167b014fca.jpg;https://cdn.entero.ru/mp@2x/45/92/459210cd83cb1b00863df7d053d3196c.jpg;https://cdn.entero.ru/mp@2x/13/be/13be3fc2c96021ac754e678e77b99b98.jpg;https://cdn.entero.ru/mp@2x/94/be/94bea27b991dfe2d4faaf651910236bc.jpg;https://cdn.entero.ru/mp@2x/89/65/8965499b0bd374e31f4de9d0db73102c.jpg;https://cdn.entero.ru/mp@2x/32/ab/32ab29c4bae6c8657fd83863365d47bd.jpg;https://cdn.entero.ru/mp@2x/c9/eb/c9eb812628066398902f687e5636fd33.jpg;https://cdn.entero.ru/mp@2x/7e/36/7e364e3bcc9cef163252ea3bdd1f233b.jpg;https://cdn.entero.ru/mp@2x/44/f8/44f8d82b429c81754471d05e6ed939c1.jpg,Гриль контактный Spidocook Spidoglass SP020R,Spidoglass SP020R ECO,122926,RUB,Да,,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/342576,"<p>Контактный гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342576""><b class=""b"">Spidocook Spidoglass SP020R</b></a> предназначен для жарки, быстрого приготовления и разогрева блюд из мяса, рыбы, птицы и полуфабрикатов в отелях, аэропортах, фуд-траках и на других предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с кнопками включения / выключения и светодиодными индикаторами на каждой зоне, съемным поддоном для сбора жира, эргономичной ручкой и 4 нескользящими ножками. Корпус выполнен из нержавеющей стали. Рабочая поверхность имеет антипригарное покрытие, не впитывает запахи и отличается высокой ударопрочностью.</p>

<p>В комплект поставки входит металлический скребок для чистки стеклокерамических поверхностей.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стеклокерамические пластины Spidoglass ECO c высокоэффективной системой изоляции Protek.Safe позволяют значительно снизить энергопотребление</li>
<li>Технология SHBTM Plus позволяет использовать комбинированный нагрев (контактный и инфракрасный), устанавливать высокую температуру приготовления и экономит время благодаря предварительному нагреву</li>
<li>Самофиксирующаяся верхняя часть</li>
<li>Равномерное распределение тепла</li>
<li>​Легкость очистки</li>
<li>Стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50/60 Гц</li>
<li>Максимальный ток: 13 А</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Спрей-очиститель SPIDOCLEAN 750 мл для очистки стеклокерамических поверхностей и стальной конструкции</li>
</ul>",342576,от 120 до 400 °C,220 В,2 кВт,619 мм,458 мм,176 мм,19 кг,Италия,1,535x665x265 мм,0,https://entero.ru/manuals/410062/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Spidocook%20Spidoglass%20SP020R%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/410063/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Spidocook%20Spidoglass%20SP020R%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240982&hash=91b6d6a8ab959490;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240989&hash=4bcaf3c95a308be0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240990&hash=cb50f81e865cd576;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241351&hash=a4b1ffe3aef6ec21,17 кг,,2,стеклокерамика,рифленая,гладкая,250х250 мм,250х250 мм
