Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Установка,Назначение,Емкость бункера,Диаметр заготовки
https://cdn.entero.ru/mp@2x/e8/3e/e83e4f85f569ce2d474d6e8d68f41f32.jpg,Формовщик котлет Gemlux GL-PG100,Формовщик котлет Gemlux GL-PG100,0,RUB,Нет,Gemlux,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/88575,"<p>Формовщик котлет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88575""><b class=""b"">Gemlux GL-PG130</b></a> используется на предприятиях общественного питания и торговли для формования котлет, гамбургеров, рубленых бифштексов из мясного фарша. Модель оснащена механическим управлением и держателем для бумаги.</p>",88575,механический,,,525 мм,395 мм,600 мм,,,,0,,,,5.25 кг,,Китай,,настольный,для котлет,,100 мм
https://cdn.entero.ru/mp@2x/c1/3b/c13be237196d4e8f8a71e03572750f0f.jpg,Формовщик котлет Gemlux GL-PG130,Формовщик котлет Gemlux GL-PG130,0,RUB,Нет,Gemlux,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/88576,"<p>Формовщик котлет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88576"">Gemlux GL-PG130</a></b> используется на предприятиях общественного питания и торговли для формования котлет, гамбургеров, рубленых бифштексов из мясного фарша. Модель оснащена механическим управлением и держателем для бумаги.</p>",88576,механический,,,525 мм,395 мм,600 мм,,,,0,,,,,,Китай,,настольный,для котлет,,130 мм
https://cdn.entero.ru/mp@2x/5d/81/5d814ef0250f47fce2d45732ff842b81.jpg,Аппарат котлетный Roal Meat Patty-100V/100,Аппарат котлетный Roal Meat Patty-100V/100,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/324439,"<p>Котлетный автомат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/324439"">Roal Meat Patty-100V/100</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для формования котлет из мясного, рыбного и других видов свежего фарша без костей. Модель оснащена матрицей круглой формы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины и веса изделия</li>
<li>Система регулировки положения поршня (толщины изделия)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальная температура: 4 °C</li>
<li>Высота котлеты: от 8 до 20 мм</li>
<li>Толщина котлет: от 8 до 18 мм</li>
<li>Вес котлет: от 80 до 100 гр</li>
<li>Погрешность в весе: ≤ 1%</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Барабан с формой по индивидуальному дизайну (до 100 мм)</li>
</ul>",324439,автоматический,220 В,0.55 кВт,600 мм,800 мм,1400 мм,120 кг,1,700x960x1500 мм,0,https://entero.ru/manuals/387046/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roal%20Meat%20Patty-100V_100.pdf,,,115 кг,,Китай,2100 шт/час,напольный,для котлет,30 кг,100 мм
https://cdn.entero.ru/mp@2x/51/a8/51a88642ffd5c9e6644aca1f1cf5dfe2.jpg,Котлетный автомат Minerva C/E 653 220 В,C/Е 653 однофазный 380 В,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/142390,"<p>Котлетный автомат<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142390"">Minerva C/E 653 220 В</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена стандартным роликом, скребком, ремнем конвейера, бесконтактными магнитными микро выключателями и взаимозаменяемыми роликами с пуансоном, изготовленным из пищевого полиэтилена. Части машины выполнены из анодированного алюминия и нержавеющей стали AISI 304, прозрачный защитный кожух рабочей зоны и смотровое окно бункера - из противоударного метакрилата. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Легко регулируемая толщина для получения желаемого веса изделия</li>
<li>Загрузочный бункер, скребки, формующие ролики, конвейер и остальные части контактирующие с продуктом, которые легко снимаются и очищаются</li>
<li>Электрические элементы, размещенные в защитном коробе</li>
<li>Класс защиты: IP 55</li>
<li>Прозрачный кожух, покрывающий все подвижные части и обеспечивающий максимальную видимость хода процесса</li>
</ul>",142390,автоматический,220 В,0.65 кВт,625 мм,555 мм,650 мм,,,,0,https://entero.ru/manuals/166392/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20C_E%20653%20220%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,50 кг,,Италия,2100 шт/час,настольный,,23 кг,120 мм
https://cdn.entero.ru/mp@2x/da/dd/dadd05109cdc2ec6995bb3845c25c39a.jpg,Аппарат котлетный Roal Meat Patty-100V/120,Аппарат котлетный Roal Meat Patty-100V/120,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/339954,"<p>Котлетный автомат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/339954"">Roal Meat Patty-100V/120</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для формования котлет из мясного, рыбного и других видов свежего фарша без костей. Модель оснащена матрицей круглой формы. Корпус оборудования изготовлен из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины и веса изделия</li>
<li>Система регулировки положения поршня (толщины изделия)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальная температура: 4 °C</li>
<li>Высота котлеты: от 8 до 20 мм</li>
<li>Толщина котлет: от 8 до 20 мм</li>
<li>Погрешность в весе: ≤ 1%</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Барабан с формой по индивидуальному дизайну (до 120 мм)</li>
</ul>",339954,автоматический,380 В,0.55 кВт,860 мм,600 мм,1400 мм,120 кг,1,700x960x1500 мм,0,https://entero.ru/manuals/403341/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roal%20Meat%20Patty-100V_120.pdf,,,115 кг,,Китай,2100 шт/час,напольный,для котлет,,120 мм
https://cdn.entero.ru/mp@2x/dd/2b/dd2b85d3e006196fe9345f32d620f5b3.jpg;https://cdn.entero.ru/mp@2x/b1/d9/b1d9db704fd80e7f8156ca21c16085a8.jpg;https://cdn.entero.ru/mp@2x/8c/79/8c79f4c06fa01451100d37d6fe831bd9.jpg,Котлетный автомат Minerva MBF 220 B,CЕ MBF 220 В,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/142514,"<p><span class=""b"">Котлетный автомат</span><b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142514"">Minerva MBF 220 B</a> </b>используется на предприятиях общественного питания и торговли для изменения формы порций на круглую (фрикадельки). Модель оснащена разгрузочной конвейерной лентой с регулировкой высоты, роликовыми и опорными валиками (в форме полумесяца), бесконтактными магнитными микро выключателями, легко снимающимися загрузочным бункером и скребками. Части машины выполнены из анодированного алюминия и нержавеющей стали AISI 304.</p>

<p>Аппарат используется с котлетным автоматом, который производит порции цилиндрической формы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электрические элементы, размещенные в водонепроницаемом коробе</li>
<li>Класс защиты: IP 56</li>
</ul>",142514,автоматический,220 В,0.18 кВт,475 мм,900 мм,1035 мм,,,,0,https://entero.ru/manuals/166669/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20MBF%20220%20B%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,59 кг,,Италия,4000 шт/час,настольный,для котлет,,
https://cdn.entero.ru/mp@2x/cc/5d/cc5d67de541642936af56ceb052a2004.jpg;https://cdn.entero.ru/mp@2x/4e/92/4e920f0e3ea27dee827b1bc6ae68605c.jpg,Аппарат котлетный Roal Meat QT100-I/90,Аппарат котлетный Roal Meat QT100-I/90,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/271174,"<p>Котлетный автомат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271174"">Roal Meat QT100-I/90</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для формования котлет из мясного, рыбного и других видов свежего фарша без костей. Модель оснащена матрицей круглой формы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины и веса изделия</li>
<li>Система регулировки положения поршня (толщины изделия)</li>
<li>Пневмоочиститель струны среза изделия (необходим компрессор с ресивером 50 л и производительностью 300л/мин.)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальная температура: 4 °C</li>
<li>Высота котлеты: от 8 до 20 мм</li>
<li>Толщина котлет: от 8 до 18 мм</li>
<li>Вес котлет: от 80 до 100 гр</li>
<li>Погрешность в весе: ≤ 1%</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Барабан с формой по индивидуальному дизайну (до 100 мм)</li>
</ul>",271174,автоматический,380 В,0.55 кВт,860 мм,600 мм,1400 мм,,,,0,https://entero.ru/manuals/333714/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roal%20Meat%20QT100-I_90.pdf,,,,,Китай,2100 шт/час,напольный,для котлет,30 кг,90 мм
https://cdn.entero.ru/mp@2x/86/10/8610be41e5535111c8709f395c093c79.jpg,Пресс для котлет Yilmaz KH-120,Пресс для котлет Yilmaz KH-120,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/333048,"<p>Пресс для котлет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333048""><b class=""b"">Yilmaz KH-120</b></a> используется на предприятиях общественного питания и торговли для формирования мясных заготовок круглой формы разной толщины из мясного или рыбного фарша. Панель управления и шасси выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Бесшумная компрессорная система</li>
<li>Система автоматической остановки при открытии крышки камеры</li>
<li>Возможность регулировать заготовки по весу</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер конвейерной ленты: 180x1800 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",333048,автоматический,"380 В, 220 В",0.75 кВт,950 мм,880 мм,1335 мм,,,,0,,,,215 кг,,Турция,,напольный,для котлет,20 кг,430 мм
https://cdn.entero.ru/mp@2x/80/46/8046ca33d17cb3f61c19e3b95bde8c4e.jpg;https://cdn.entero.ru/mp@2x/45/2a/452a2c2edb44912a1ad086e508e866c8.jpg;https://cdn.entero.ru/mp@2x/69/d5/69d577d82ca9922e7a5e2a8f5acb22c3.jpg,Аппарат для формовки гамбургеров Gaser S-1100,Аппарат для формовки гамбургеров Gaser S-1100,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/188122,"<p>Аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188122""><b class=""b"">Gaser V-3000 CP</b></a> предназначен для формования котлет для гамбургеров и рубленых бифштексов из мясного фарша на предприятиях общественного питания и торговли. Модель оснащена пневматическим приводом и может работать совместно с любым шприцом. Корпус выполнен из нержавеющей стали.</p>

<p>Аппарат устанавливается ан специальный стол-опору или стандартный стол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Овальные или круглые изделия</li>
<li>Автоматическое обрезание целлофановой подложки собеих сторон и обрезание целлофана по форме котлеты</li>
<li>Использование бобины с целлофаном</li>
<li>Простая регулировка толщины изделий</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вес котлеты: от 60 до 130 г</li>
<li>Размер котлет: 108x108 / 122x90 мм</li>
<li>Внешний диаметр выходного отверстия: 30 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Рулоны для овальных гамбургеров</li>
<li>Рулоны для круглых гамбургеров</li>
<li>Стол-опора</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модель на подставке, которая в комплект поставки не входит и приобретается отдельно.</span></em></p>",188122,полуавтоматический,,,600 мм,200 мм,450 мм,,,,0,,,,18 кг,,Испания,от 20 до 40 шт/час,настольный,для гамбургеров,,108 мм
https://cdn.entero.ru/mp@2x/fd/04/fd0468c6b41d40682a825acf3a9cb5ca.jpg;https://cdn.entero.ru/mp@2x/80/19/8019b82b0a986311086e64e848bf810a.jpg,Аппарат котлетный Roal Meat QT100-I/100,Аппарат котлетный Roal Meat QT100-I/100,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/271176,"<p>Котлетный автомат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271176"">Roal Meat QT100-I/100</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для формования котлет из мясного, рыбного и других видов свежего фарша без костей. Модель оснащена матрицей круглой формы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины и веса изделия</li>
<li>Система регулировки положения поршня (толщины изделия)</li>
<li>Пневмоочиститель струны среза изделия (необходим компрессор с ресивером 50 л и производительностью 300л/мин.)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальная температура: 4 °C</li>
<li>Высота котлеты: от 8 до 20 мм</li>
<li>Толщина котлет: от 8 до 18 мм</li>
<li>Вес котлет: от 80 до 100 гр</li>
<li>Погрешность в весе: ≤ 1%</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Барабан с формой по индивидуальному дизайну (до 100 мм)</li>
</ul>",271176,автоматический,380 В,0.55 кВт,860 мм,600 мм,1400 мм,,,,0,https://entero.ru/manuals/345542/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roal%20Meat%20QT100-I_100.pdf,,,,,Китай,2100 шт/час,напольный,для котлет,30 кг,100 мм
https://cdn.entero.ru/mp@2x/bf/52/bf521c13dff9543d3d37e75de288ee8e.jpg,Котлетный автомат Minerva C/E 653 R 220 В,C/Е 653 R однофазный 220 В,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/142432,"<p>Котлетный автомат<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142432"">Minerva C/E 653 R 220 В</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена системой охлаждения основания бункера, стандартным роликом,скребком, ремнем конвейера, бесконтактными магнитными микро выключателями и прозрачным кожухом, покрывающим все подвижные части и обеспечивающим максимальную видимость хода процесса. Части машины выполнены из анодированного алюминия и нержавеющей стали AISI 304, прозрачный защитный кожух рабочей зоны и смотровое окно бункера - из противоударного метакрилата. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Взаимозаменяемые ролики с пуансоном, изготовленным из пищевого полиэтилена</li>
<li>Легко регулируемая толщина для получения желаемого веса изделия</li>
<li>Загрузочный бункер, скребки, формующие ролики, конвейер и остальные части контактирующие с продуктом, которые легко снимаются и очищаются</li>
<li>Электрические элементы, размещенные в защитном коробе</li>
<li>Класс защиты: IP 55</li>
</ul>",142432,автоматический,220 В,0.65 кВт,625 мм,555 мм,650 мм,,,,0,https://entero.ru/manuals/166449/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20C_E%20653%20R%20220%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,63 кг,,Италия,2100 шт/час,настольный,для котлет,23 кг,120 мм
https://cdn.entero.ru/mp@2x/81/4b/814bb08dd3318671b17ce7f786337332.jpg,Котлетный автомат Minerva C/E H 380 В,C/Е H трехфазный 380 В,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/142444,"<p>Котлетный автомат<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142444""><b class=""b""> Minerva C/E H 380 В </b></a>используется на предприятиях общественного питания и торговли. Модель оснащена стандартным формовочным роликом, скребком, конвейерной лентой, бесконтактными магнитными микро выключателями и защитной системой, предотвращающих доступ к движущимся механизмам. Конструкция и лопасти выполнены из нержавеющей стали AISI 304, смотровое окно и крышка бункера - из прозрачного метакрилата. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Сменный ролик Delrin®, одной или двух форм</li>
<li>Материалы, сертифицированные для контакта с пищевыми продуктами</li>
<li>Легко изменяемая толщина и постоянный вес порции</li>
<li>Лопасти, формовочный ролик и бункер подачи продуктов, которые легко снимаются для очистки и технического обслуживания</li>
<li>Электрические элементы, размещенные в водонепроницаемом коробе</li>
<li>Класс защиты: IP 55</li>
</ul>",142444,автоматический,380 В,0.75 кВт,640 мм,560 мм,770 мм,,,,0,https://entero.ru/manuals/166462/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20C_E%20H%20380%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,75 кг,,Италия,2100 шт/час,настольный,для котлет,30 кг,120 мм
https://cdn.entero.ru/mp@2x/51/54/5154ec24be59e22201520584161d1d47.jpg,Котлетный автомат Minerva C/E H 220 В,C/Е H однофазный 220 В,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/142469,"<p>Котлетный автомат<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142469"">Minerva C/E H 220 В</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена стандартным формовочным роликом, скребком, конвейерной лентой, бесконтактными магнитными микро выключателями и защитной системой, предотвращающих доступ к движущимся механизмам. Конструкция и лопасти выполнены из нержавеющей стали AISI 304, смотровое окно и крышка бункера - из прозрачного метакрилата. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Сменный ролик Delrin®, одной или двух форм</li>
<li>Материалы, сертифицированные для контакта с пищевыми продуктами</li>
<li>Легко изменяемая толщина и постоянный вес порции</li>
<li>Лопасти, формовочный ролик и бункер подачи продуктов, которые легко снимаются для очистки и технического обслуживания</li>
<li>Электрические элементы, размещенные в водонепроницаемом коробе</li>
<li>Класс защиты: IP 55</li>
</ul>",142469,автоматический,220 В,0.75 кВт,640 мм,560 мм,770 мм,,,,0,https://entero.ru/manuals/166483/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20C_E%20H%20220%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,75 кг,,Италия,2100 шт/час,настольный,для котлет,30 кг,120 мм
https://cdn.entero.ru/mp@2x/87/6b/876be87b7165ec7db5f2b9b5f6893582.jpg,Котлетный автомат Minerva C/E HR 220 В,C/Е HR однофазный 220 В,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/142478,"<p>Котлетный автомат<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142478"">Minerva C/E HR 220 В</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена системой охлаждения основания бункера, стандартным формовочным роликом, скребком, конвейерной лентой, бесконтактными магнитными микро выключателями и защитной системой, предотвращающих доступ к движущимся механизмам. Конструкция и лопасти выполнены из нержавеющей стали AISI 304, смотровое окно и крышка бункера - из прозрачного метакрилата. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Сменный ролик Delrin®, одной или двух форм</li>
<li>Материалы, сертифицированные для контакта с пищевыми продуктами</li>
<li>Легко изменяемая толщина и постоянный вес порции</li>
<li>Лопасти, формовочный ролик и бункер подачи продуктов, которые легко снимаются для очистки и технического обслуживания</li>
<li>Электрические элементы, размещенные в водонепроницаемом коробе</li>
<li>Класс защиты: IP 55</li>
</ul>",142478,автоматический,220 В,0.75 кВт,675 мм,560 мм,770 мм,,,,0,https://entero.ru/manuals/166495/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20C_E%20HR%20220%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,85 кг,,Италия,2100 шт/час,настольный,для котлет,30 кг,120 мм
https://cdn.entero.ru/mp@2x/41/27/412796fe6769b723599acb54929052c3.jpg,Пресс для гамбургеров Minerva C/94,Пресс для гамбургеров Minerva C/94,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/142533,"<p>Пресс для гамбургеров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142533"">Minerva C/94</a> </b>спользуется на предприятиях общественного питания и торговли для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша. Части формовочного пресса выполнены из анодированного алюминия и нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вес гамбургера: 120 г</li>
</ul>",142533,механический,,,240 мм,300 мм,320 мм,,,,0,https://entero.ru/manuals/166709/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20C_94%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,5.1 кг,,Италия,,настольный,для гамбургеров,,100 мм
https://cdn.entero.ru/mp@2x/2f/05/2f058ebaa9d66d00f1191767a8f6f658.jpg,Пресс для гамбургеров Minerva MP 100,Пресс для гамбургеров Minerva MP 100,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/142542,"<p>Пресс для гамбургеров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142542"">Minerva MP 100</a> </b>спользуется на предприятиях общественного питания и торговли для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша. Части формовочного пресса выполнены из анодированного алюминия и нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вес гамбургера: 120 г</li>
</ul>",142542,механический,,,310 мм,270 мм,300 мм,,,,0,https://entero.ru/manuals/166710/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20MP%20100%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,4.9 кг,,Италия,,настольный,для гамбургеров,,100 мм
https://cdn.entero.ru/mp@2x/96/09/96094b64adc0228dec7bd24f92fab84e.jpg,Пресс для гамбургеров Minerva C/95F,Пресс для гамбургеров Minerva C/95F,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/142543,"<p>Пресс для гамбургеров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142543"">Minerva C/95F</a> </b>спользуется на предприятиях общественного питания и торговли для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша. Части формовочного пресса выполнены из анодированного алюминия и нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вес гамбургера: 200 г</li>
</ul>",142543,механический,,,310 мм,270 мм,300 мм,,,,0,https://entero.ru/manuals/166711/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20C_95F%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,5.7 кг,,Италия,,настольный,для гамбургеров,,130 мм
https://cdn.entero.ru/mp@2x/51/08/51081ac380d1e518722e91eb7bbb7908.jpg,Пресс для гамбургеров Minerva C/95G,Пресс для гамбургеров Minerva C/95G,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/142544,"<p>Пресс для гамбургеров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142544"">Minerva C/95G</a> </b>спользуется на предприятиях общественного питания и торговли для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша. Части формовочного пресса выполнены из анодированного алюминия и нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр гамбургера: 150 мм</li>
<li>Вес гамбургера: 265 г</li>
</ul>",142544,механический,,,310 мм,270 мм,300 мм,,,,0,https://entero.ru/manuals/166712/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20C_95G%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,5.8 кг,,Италия,,настольный,для гамбургеров,,150 мм
https://cdn.entero.ru/mp@2x/de/c9/dec95bb55def7710868b9b84bfe1496e.jpg,Пресс для гамбургеров Minerva C/95H,Пресс для гамбургеров Minerva C/95H,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/142545,"<p>Пресс для гамбургеров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142545"">Minerva C/95H</a> </b>спользуется на предприятиях общественного питания и торговли для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша. Части формовочного пресса выполнены из анодированного алюминия и нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вес гамбургера: 360 г</li>
</ul>",142545,механический,,,410 мм,330 мм,300 мм,,,,0,https://entero.ru/manuals/166713/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20C_95H%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,7.7 кг,,Италия,,настольный,для гамбургеров,,180 мм
