Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Страна производства,Остаток,Файлы,Старая цена,Вес (без упаковки),Назначение
https://cdn.entero.ru/mp@2x/e1/bf/e1bfeb18d00abbc72b488b4f752e68dc.jpg;https://cdn.entero.ru/mp@2x/54/4e/544e09921972e4984e6d95d6dc80cb41.jpg,Сумка для разноса пиццы ITPIZZA BTD 4520,A0668 / BTD4520,0,RUB,Нет,ITPIZZA,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/118959,"<p>Сумка для разноса пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118959"">ITPIZZA BTD 4520</a></b> используется на предприятиях общественного питания и торговли для кратковременного хранения и поддержания в теплом состоянии пицц и других блюд во время их доставки. Изделие оснащено удобной ручкой и застежкой-липучкой.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 3 пиццы Ø 450 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",118959,510 мм,510 мм,200 мм,Италия,0,,,,"для пиццы, для горячих блюд"
https://cdn.entero.ru/mp@2x/e9/10/e9106524e9ca13051514046cd3e0d874.jpg,Термосумка AVATHERM AV12 350х230х230 мм,100350,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/149698,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149698""><b class=""b"">AVATHERM</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149698""><b class=""b"">AV12 350х230х230 мм</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки еды и напитков. Модель оснащена крышкой на липучке. Изделие выполнено из полиэстера/нейлона с четырехкратной изоляцией.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: красный</li>
</ul>",149698,350 мм,230 мм,230 мм,,0,,,,для горячих блюд
https://cdn.entero.ru/mp@2x/f9/1f/f91f01f4ff17ee8ae79f9d10be66ed48.jpg,Термосумка AVATHERM AV16 520х230х150 мм,100370,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/149864,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149864""><b class=""b"">AVATHERM</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149864""><b class=""b"">AV15 520х230х150 мм </b></a>используется на предприятиях общественного питания и торговли для временного хранения и транспортировки турецкой пиццы и любых других пищевых продуктов. Модель оснащена крышкой на липучке. Изделие выполнено из полиэстера/нейлона с четырехкратной изоляцией.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: красный</li>
</ul>",149864,520 мм,230 мм,150 мм,,0,,,,для горячих блюд
https://cdn.entero.ru/mp@2x/bd/5a/bd5a94fdb13d52b2452e3cbc57e6368c.jpg,Термосумка AVATHERM AV11 380х380х250 мм,100345,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/149687,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149687""><b class=""b"">AVATHERM</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149687""><b class=""b"">AV11​ 380х380х250 мм</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки еды и напитков. Модель оснащена крышкой на липучке и гибкими внутренними отсеками. Изделие выполнено из полиэстера/нейлона с четырехкратной изоляцией.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 380х380х250 мм</li>
<li>Цвет: красный</li>
</ul>",149687,380 мм,380 мм,250 мм,,0,,,,для горячих блюд
https://cdn.entero.ru/mp@2x/61/59/61591125046608fe4f436ac366af21a9.jpg,Термосумка AVATHERM AV13 350х350х200 мм,100355,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/149858,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149858""><b class=""b"">AVATHERM</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149858""><b class=""b"">AV13 350х350х200 мм</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки еды и напитков. Модель оснащена крышкой на липучке. Изделие выполнено из полиэстера/нейлона с четырехкратной изоляцией.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: красный</li>
</ul>",149858,350 мм,350 мм,200 мм,,0,,,,для горячих блюд
https://cdn.entero.ru/mp@2x/61/05/6105870d955d25cdb81c3a7fb6fe3bdb.jpg;https://cdn.entero.ru/mp@2x/a2/b4/a2b437d8086b01bbdd9561277d0f7dd9.jpg,Термосумка AVATHERM AV14 400х400х200 мм,100360,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/149861,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149861""><b class=""b"">AVATHERM</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149861""><b class=""b"">AV14 400х400х200 мм</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки еды и напитков. Модель оснащена крышкой на липучке. Изделие выполнено из полиэстера/нейлона с четырехкратной изоляцией.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: красный</li>
</ul>",149861,400 мм,400 мм,200 мм,,0,,,,для горячих блюд
https://cdn.entero.ru/mp@2x/f0/78/f078ea757cb6b490e952657867a21e36.jpg,Термосумка AVATHERM AV18 350х450х200 мм,100380,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/149868,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149868""><b class=""b"">AVATHERM</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149868""><b class=""b"">AV18 350х450х200 мм </b></a>используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пищевых продуктов. Модель оснащена крышкой на липучке. Изделие выполнено из полиэстера/нейлона с четырехкратной изоляцией.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: красный</li>
</ul>",149868,350 мм,450 мм,200 мм,,0,,,,для горячих блюд
https://cdn.entero.ru/mp@2x/06/cd/06cdb6dec7398aac2af02dc8133feba8.jpg;https://cdn.entero.ru/mp@2x/56/08/5608a35d5afec0c69d7c1d514c65c3ab.jpg,Термосумка AVATHERM AV15 450х450х200 мм,100365,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/149862,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149862""><b class=""b"">AVATHERM</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149862""><b class=""b"">AV15 450х450х200 мм</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки еды и напитков. Модель оснащена крышкой на липучке. Изделие выполнено из полиэстера/нейлона с четырехкратной изоляцией.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: красный</li>
</ul>",149862,450 мм,450 мм,200 мм,,0,,,,для горячих блюд
https://cdn.entero.ru/mp@2x/0b/58/0b58c34ca0579f6e666447961b85b696.jpg,Термосумка AVATHERM AV17 500х360х240 мм,100375,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/149867,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149867""><b class=""b"">AVATHERM</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149867""><b class=""b"">AV17 500х360х240 мм </b></a>используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пищевых продуктов. Модель оснащена крышкой на липучке. Изделие выполнено из полиэстера/нейлона с четырехкратной изоляцией.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: красный</li>
</ul>",149867,500 мм,360 мм,240 мм,,0,,,,для горячих блюд
https://cdn.entero.ru/mp@2x/be/40/be40540d54433bfa3e4e2e370bce02e4.jpg,Термосумка P.L. Proff Cuisine 81200229 на 4 пиццы,NCB-1209RD,2231,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/274761,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/274761""><b class=""b""><font color=""#3383d0"">P.L. Proff Cuisine 81200229 </font></b></a>используется на предприятиях пищевой промышленности, общественного питания и торговли для доставки пиццы в горячем виде. Модель оснащена удобной ручкой для транспортировки содержимого. Изделие выполнено из нейлона.</p>",274761,300 мм,230 мм,280 мм,Китай,0,,,0.47 кг,для пиццы
https://cdn.entero.ru/mp@2x/08/ba/08baad070f40e74a9e31d963a4259203.jpg;https://cdn.entero.ru/mp@2x/12/24/122472b3cad22bb7000d739b99648fb6.jpg;https://cdn.entero.ru/mp@2x/e2/b7/e2b7b445c0f7b34224c3213b15f5b39e.jpg,Термосумка Libhof Tundra TU-22,libtu22,4939,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/280642,"<p>Термосумка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280642"">Libhof Tundra TU-22</a> </b>предназначена для хранения и транспортировки пищевых продуктов и напитков в автономных изотермических условиях во время прогулок, пикника, поездок и путешествий. Модель оснащена 1 вместительным отделением на молнии, мягким дном и фронтальным наружным плоским карманом на молнии. Внешний слой выполнен из высококачественной синтетической ткани темно-серого цвета с черными молниями, теплоизоляционный слой – из полиэтиленвинилацетата (PEVA).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология длительного сохранения температуры содержимого</li>
<li>2 рукоятки с объединяющим мягким фиксатором и съемный регулируемый по длине наплечный ремень для легкой траспортировки</li>
<li>Клапан на крышке с креплением на липучках для быстрого доступа к содержимому</li>
<li>Качественные молнии для надежной фиксации и герметичности</li>
<li>Влагоотталкивающие внешний слой и подкладка</li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочные износостойкие материалы для длительного срока эксплуатации</li>
<li>Компактное хранение в сложенном виде</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длительность сохранения температуры: 72 ч</li>
<li>Плотность ткани: 500 ден</li>
<li>Объем: 22 л</li>
</ul>",280642,430 мм,240 мм,305 мм,Китай,0,,,1.32 кг,"для напитков, для горячих блюд"
https://cdn.entero.ru/mp@2x/e4/66/e4668f2f087d378bbe7f597b7eab6f93.jpg;https://cdn.entero.ru/mp@2x/f6/28/f628df622be4eb34a0a9ed670c85f959.jpg;https://cdn.entero.ru/mp@2x/83/eb/83ebc13b6ff46d351c3cbc3101e2d089.jpg;https://cdn.entero.ru/mp@2x/13/06/1306a815e4de7852d403987f44a31f84.jpg;https://cdn.entero.ru/mp@2x/a8/7d/a87d57d3dca36e42e6ba62efeac449ef.jpg;https://cdn.entero.ru/mp@2x/2e/93/2e93df3b47e70ec9d2ff0d1a1fa192b5.jpg;https://cdn.entero.ru/mp@2x/f5/04/f5048a61f38010c5f93e77376c35d346.jpg;https://cdn.entero.ru/mp@2x/9d/a5/9da545c7db64f5629f8defaea75127f9.jpg;https://cdn.entero.ru/mp@2x/1c/37/1c3712bcda6f3747370b9ed7b99a13da.jpg,Термосумка Libhof Holiday TW-05,41805,1844,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/200732,"<p>Термосумка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200732"">Libhof Holiday TW-05</a> </b>предназначена для хранения и транспортировки приготовленных блюд, напитков, свежих фруктов и других пищевых продуктов в автономных изотермических условиях во время небольших путешествий. Модель оснащена вертикально ориентированным основным отделением с мягким дном и 3 наружными карманами. Модель выполнена из высококачественной плотной полиэстеровой ткани меланж, подкладка – из стопроцентного полиэстера, теплоизоляционный слой – из полиэтиленвинилацетата (PEVA), боковые карманы – из эластичного сетчатого материала.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология длительного сохранения температуры содержимого</li>
<li>Регулируемый съемный наплечный ремень для легкости траспортировки</li>
<li>Качественные молнии и липучки для надежной фиксации и герметичности</li>
<li>Влагоотталкивающая подкладка</li>
<li>Легкость очистки и дезинфекции внутренних поверхностей</li>
<li>Компактные габариты для удобства хранения </li>
<li>Прочные износостойкие материалы для длительного срока эксплуатации</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность волокон ткани меланж: 600 ден</li>
<li>Плотность волокон подкладки: 210 ден</li>
<li>Объем: 5 л</li>
<li>Максимальная нагрузка: 5 кг</li>
<li>Длительность сохранения температуры: 12 ч</li>
<li>Габариты в сложенном виде: 220х150х70 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/search.php?text=Libhof+AX-30"" target=""_blank"">Гелевый хладоаккумулятор, 700 г </a></li>
</ul>",200732,220 мм,150 мм,250 мм,Словакия,0,,2334,0.4 кг,"для горячих блюд, для напитков"
https://cdn.entero.ru/mp@2x/2a/5f/2a5fafd806c6d5470feb86c22596bfa8.jpg;https://cdn.entero.ru/mp@2x/46/b7/46b7ac355e19318b156180c0619d087d.jpg;https://cdn.entero.ru/mp@2x/0d/d6/0dd65f1bac909965876711d7794f1119.jpg;https://cdn.entero.ru/mp@2x/df/e9/dfe9282316feafbeb5b26bb813e21e6e.jpg;https://cdn.entero.ru/mp@2x/16/99/1699081476f4eb32b663321d2893a2d7.jpg;https://cdn.entero.ru/mp@2x/5e/ab/5eabdfb34191cb29215e6a4268a1047a.jpg;https://cdn.entero.ru/mp@2x/2d/33/2d335547667d47b527e8cd9a1ffb3d13.jpg;https://cdn.entero.ru/mp@2x/74/59/74594eef5aaccaca369b4bbed5ef5a06.jpg;https://cdn.entero.ru/mp@2x/41/46/414654c1ada89d9cb92ee705c9e28ee1.jpg;https://cdn.entero.ru/mp@2x/01/ba/01bac39488fad42ff37919296c6d43d1.jpg;https://cdn.entero.ru/mp@2x/51/8b/518bb0fa5c45597a2a7818befe361381.jpg,Термосумка Libhof Holiday TW-03,41804,1844,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/200730,"<p>Термосумка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200730"">Libhof Holiday TW-03</a> </b>предназначена для хранения и транспортировки приготовленных блюд, напитков, свежих фруктов и других пищевых продуктов в автономных изотермических условиях во время небольших путешествий. Модель оснащена горизонтально ориентированным основным отделением с мягким дном и 3 карманами. Модель выполнена из высококачественной плотной полиэстеровой ткани меланж, подкладка – из стопроцентного полиэстера, теплоизоляционный слой – из полиэтиленвинилацетата (PEVA), боковые карманы – из эластичного сетчатого материала.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология длительного сохранения температуры содержимого</li>
<li>Регулируемый съемный наплечный ремень для легкости траспортировки</li>
<li>Качественные молнии и липучки для надежной фиксации и герметичности</li>
<li>Влагоотталкивающая подкладка</li>
<li>Легкость очистки и дезинфекции внутренних поверхностей</li>
<li>Компактные габариты для удобства хранения </li>
<li>Прочные износостойкие материалы для длительного срока эксплуатации</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность волокон ткани меланж: 600 ден</li>
<li>Плотность волокон подкладки: 210 ден</li>
<li>Объем: 3 л</li>
<li>Максимальная нагрузка: 3 кг</li>
<li>Длительность сохранения температуры: 12 ч</li>
<li>Габариты в сложенном виде: 220х150х60 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/search.php?text=Libhof+AX-30"" target=""_blank"">Гелевый хладоаккумулятор, 700 г </a></li>
</ul>",200730,220 мм,150 мм,170 мм,Словакия,0,,2334,0.4 кг,"для горячих блюд, для напитков"
https://cdn.entero.ru/mp@2x/63/52/6352fbf776a51f7c60fd5c98e6423860.jpg;https://cdn.entero.ru/mp@2x/bc/de/bcde60234aa9d969e3cc8bd245396eb7.jpg;https://cdn.entero.ru/mp@2x/85/a7/85a74d7a7ae9b8a83387ab45b8b1732c.jpg;https://cdn.entero.ru/mp@2x/bd/a1/bda1934c84f2a4e24134abcec12e3aea.jpg;https://cdn.entero.ru/mp@2x/19/cb/19cb19f36b5e575527d0ab2bc711a63d.jpg;https://cdn.entero.ru/mp@2x/2c/42/2c420f950385c899cc358c4813d2ebd8.jpg;https://cdn.entero.ru/mp@2x/3a/6c/3a6c2ec04b26f398b061b1742579dacc.jpg;https://cdn.entero.ru/mp@2x/c2/8a/c28a2f317f69ab1ea1037a4d33d1f57b.jpg;https://cdn.entero.ru/mp@2x/d1/f5/d1f5466287aa79a0876c0ae483f435ef.jpg;https://cdn.entero.ru/mp@2x/7b/4c/7b4c0bd15b4c34502cc332ce18894272.jpg;https://cdn.entero.ru/mp@2x/a6/a7/a6a7c883626c8b9a1044b895546d0df8.jpg,Термосумка Libhof Holiday TWB-08,41807,1844,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/200734,"<p>Термосумка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200734"">Libhof Holiday TWB-08</a> </b>предназначена для хранения и транспортировки приготовленных блюд, напитков, свежих фруктов и других пищевых продуктов в автономных изотермических условиях во время небольших путешествий. Модель оснащена 2 горизонтально ориентированными отделениями и наружным карманом. Модель выполнена из высококачественной плотной полиэстеровой ткани меланж, подкладка – из стопроцентного полиэстера, теплоизоляционный слой – из полиэтиленвинилацетата (PEVA).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология длительного сохранения температуры содержимого</li>
<li>Регулируемый съемный наплечный ремень и ручка с накладкой для легкости траспортировки</li>
<li>Качественные молнии и липучки для надежной фиксации и герметичности</li>
<li>Влагоотталкивающая подкладка</li>
<li>Легкость очистки и дезинфекции внутренних поверхностей</li>
<li>Компактные габариты для удобства хранения </li>
<li>Прочные износостойкие материалы для длительного срока эксплуатации</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность волокон ткани меланж: 600 ден</li>
<li>Плотность волокон подкладки: 210 ден</li>
<li>Объем: 8 л</li>
<li>Максимальная нагрузка: 8 кг</li>
<li>Длительность сохранения температуры: 12 ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/search.php?text=Libhof+AX-30"" target=""_blank"">Гелевый хладоаккумулятор, 700 г </a></li>
</ul>",200734,280 мм,260 мм,200 мм,Словакия,0,,,1 кг,"для горячих блюд, для напитков"
https://cdn.entero.ru/mp@2x/98/8b/988b8a5ee289650be4b6dbd5347e7d49.jpg;https://cdn.entero.ru/mp@2x/ba/7d/ba7d18bcbfabfc39a853fca16d919fd9.jpg;https://cdn.entero.ru/mp@2x/51/34/5134a40d2becf0758e6107ea648c3896.jpg;https://cdn.entero.ru/mp@2x/6b/81/6b81a38b423e721ce522df0fe4f24aa4.jpg;https://cdn.entero.ru/mp@2x/7e/6b/7e6bce0f0b5dc1f1971f7c89d72f3480.jpg;https://cdn.entero.ru/mp@2x/26/6e/266e3eedfad5699d7453bae8f3288d4a.jpg;https://cdn.entero.ru/mp@2x/dc/7f/dc7fe28953670b313a84d6ad1e522ea0.jpg,Термосумка для вина Libhof Holiday TW-2B,libtw2b,1960,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/280635,"<p>Термосумка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280635"">Libhof Holiday TW-2B</a> </b>предназначена для хранения и транспортировки бутилированного вина и других напитков в автономных изотермических условиях во время прогулок, пикника, поездок и путешествий. Модель оснащена вертикально ориентированным отделением с крышкой на молнии и мягким дном и небольшим внутренним сетчатым карманом. Внешний слой выполнен из высококачественной плотной ткани меланж в серых тонах с молнией бирюзового оттенка, теплоизоляционный слой – из полиэтиленвинилацетата (PEVA) и алюминиевой фольги.</p>

<p>В комплект поставки входят 2 пластиковых бокала.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология длительного сохранения температуры содержимого</li>
<li>Регулируемый по длине ремень с наплечной накладкой для удобства траспортировки</li>
<li>Качественные молнии и липучки для надежной фиксации и герметичности</li>
<li>Съемная перегородка с креплением на липучках и эластичными держателями для бокалов</li>
<li>Влагоотталкивающая подкладка</li>
<li>Легкость очистки и дезинфекции внутренних поверхностей</li>
<li>Устойчивое вертикальное размещение в открытом положении для удобства эксплуатации</li>
<li>Прочные износостойкие материалы для длительного срока эксплуатации</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность ткани: 1280 ден</li>
<li>Вместимость бутылок объемом 0,75 л: 1</li>
</ul>",280635,165 мм,95 мм,330 мм,Китай,0,,2613,0.46 кг,для напитков
https://cdn.entero.ru/mp@2x/98/68/9868bbc072edd3a59ca601c480e98b89.jpg;https://cdn.entero.ru/mp@2x/fb/27/fb272f1badc767e5d75ec40d0fd1d7e0.jpg;https://cdn.entero.ru/mp@2x/4e/25/4e25bfdaebe28aa37743f4a64d5755e1.jpg;https://cdn.entero.ru/mp@2x/3e/88/3e88ff6062747360fd371c674a9113e0.jpg;https://cdn.entero.ru/mp@2x/12/97/1297346d9946fb9c4be7d810ff264797.jpg;https://cdn.entero.ru/mp@2x/cd/c3/cdc3fc873a231a670599fb0be6294ddc.jpg;https://cdn.entero.ru/mp@2x/7b/9d/7b9df08a70eb27f84b841e6ac42dca7d.jpg;https://cdn.entero.ru/mp@2x/1a/5f/1a5f74aea6c0bccc9fcb2bf3b86de3f0.jpg,Термосумка Libhof Holiday TW-10,41806,2074,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/200733,"<p>Термосумка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200733"">Libhof Holiday TW-10</a> </b>предназначена для хранения и транспортировки приготовленных блюд, напитков, свежих фруктов и других пищевых продуктов в автономных изотермических условиях во время небольших путешествий. Модель оснащена горизонтально ориентированным основным отделением с мягким дном и 3 наружными карманами. Модель выполнена из высококачественной плотной полиэстеровой ткани меланж, подкладка – из стопроцентного полиэстера, теплоизоляционный слой – из полиэтиленвинилацетата (PEVA), боковые карманы – из эластичного сетчатого материала.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология длительного сохранения температуры содержимого</li>
<li>Регулируемый съемный наплечный ремень для легкости траспортировки</li>
<li>Качественные молнии и липучки для надежной фиксации и герметичности</li>
<li>Влагоотталкивающая подкладка</li>
<li>Легкость очистки и дезинфекции внутренних поверхностей</li>
<li>Компактные габариты для удобства хранения </li>
<li>Прочные износостойкие материалы для длительного срока эксплуатации</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность волокон ткани меланж: 600 ден</li>
<li>Плотность волокон подкладки: 210 ден</li>
<li>Объем: 10 л</li>
<li>Максимальная нагрузка: 10 кг</li>
<li>Длительность сохранения температуры: 12 ч</li>
<li>Габариты в сложенном виде: 300х220х70 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/search.php?text=Libhof+AX-30"" target=""_blank"">Гелевый хладоаккумулятор, 700 г </a></li>
</ul>",200733,300 мм,220 мм,270 мм,Словакия,0,,,0.6 кг,"для горячих блюд, для напитков"
https://cdn.entero.ru/mp@2x/98/79/98797c27bc4933ab34ffc57d2b1668de.jpg;https://cdn.entero.ru/mp@2x/9c/64/9c64231b236b6ad93e9371d3a4cf08bb.jpg;https://cdn.entero.ru/mp@2x/30/5b/305bb903311dad8b487504c99eeeb5bf.jpg,Термосумка Libhof Voyage WPB-07,libwpb7,2188,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/280637,"<p>Термосумка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280637"">Libhof Voyage WPB-07</a> </b>предназначена для хранения и транспортировки пищевых продуктов и напитков в автономных изотермических условиях во время прогулок, пикника, поездок и путешествий. Модель оснащена 2 вместительными секциями на молниях с плотной перегородкой и фронтальным наружным карманом на молнии. Внешний слой выполнен из высококачественной синтетической ткани в серых тонах с молниями бежевого оттенка, теплоизоляционный слой – из полиэтиленвинилацетата (PEVA).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология длительного сохранения температуры содержимого</li>
<li>Рукоятка и регулируемый по длине наплечный ремень для легкой траспортировки</li>
<li>Качественные молнии для надежной фиксации и герметичности</li>
<li>Отдельный доступ в каждую секцию</li>
<li>Влагоотталкивающая подкладка</li>
<li>Легкость очистки и дезинфекции внутренних поверхностей</li>
<li>Утолщенные стенки и дно для сохранения формы и устойчивости</li>
<li>Прочные износостойкие материалы для длительного срока эксплуатации</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность ткани: 600х300 ден</li>
<li>Объем: 7 л</li>
</ul>",280637,275 мм,165 мм,250 мм,Китай,0,,2701,0.6 кг,"для горячих блюд, для напитков"
