Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Конструкция,Количество ярусов,Максимальная нагрузка,Количество колес,Платформа
https://cdn.entero.ru/mp@2x/54/76/5476423073a852fb943dea095e496066.jpg,Тележка грузовая Rosinox ТГ 10/6 100х600х1000,Тележка грузовая Rosinox ТГ 10/6 100х600х1000,34299,RUB,Да,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/346198,"<p>Грузовая тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346198""><b class=""b"">Rosinox ТГ 10/6</b></a> используется на предприятиях общественного питания и торговли для перемещения различных грузов. Изделие оснащено 4 колесами. Сварная конструкция выполнена из нержавеющей стали.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",346198,платформенная,1000 мм,600 мм,1000 мм,,,,0,,36881,,,,Россия,"производственная, складская, для продуктов",открытая,1,,4,сплошная
https://cdn.entero.ru/mp@2x/09/f0/09f0fcdbdf7e600f296a95b6e3236873.jpg;https://cdn.entero.ru/mp@2x/50/b1/50b1570798c054f1476636db5ed76473.jpg,Тележка погрузочная Luxstahl ТП-Б,мко747,50962,RUB,Да,Luxstahl,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/129187,"<p>Погрузочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/129187"">Luxstahl ТП-Б</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для перемещения продуктов питания, кухонной утвари, посуды и прочих предметов. Каркас выполнен из профильной трубы из нержавеющей стали AISI 430 толщиной 1,2 мм, площадка - из нержавеющей стали AISI 430 толщиной 1,5 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Съемная ручка</li>
<li>4 устойчивых колеса: 2 передних - неповоротные, 2 задних - поворотные с тормозом</li>
<li>Надежная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры трубы каркаса: 40х40 мм</li>
<li>Диаметр колес: 150 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",129187,платформенная,1400 мм,800 мм,950 мм,,,,0,https://entero.ru/manuals/270564/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Luxstahl.pdf,54215,,,,Россия,"для продуктов, складская, производственная",открытая,1,,4,сплошная
https://cdn.entero.ru/mp@2x/2f/24/2f24239f39ed04b3d011ee7545af75c0.jpg;https://cdn.entero.ru/mp@2x/b2/17/b2170e86ef2d934e35b85d3c004e25f8.jpg;https://cdn.entero.ru/mp@2x/b0/ae/b0aeb50db9574c9690d4a2dc05092339.jpg;https://cdn.entero.ru/mp@2x/20/e6/20e6ad0b5cfdd67683d41c097c0afa0b.jpg;https://cdn.entero.ru/mp@2x/d5/98/d5989a4d5f583f600cb5992034266f25.jpg,Тележка для термоконтейнеров Tribeca TCB600C 680х540х160 мм (полиэтилен) черная,TCB600C,12882,RUB,Нет,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/330492,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/330492""><b class=""b"">Tribeca TCB600C </b></a>предназначена для транспортировки термоконтейнеров TCB600 и аналогичных моделей на предприятиях общественного питания. Модель оснащена платформой с невысокими бортами, прямоугольным отверстием в центре 4 поворотными колесами. Платформа выполнена из прочного полиэтилена низкой плотности (LLDPE) черного цвета. </p>

<p><b>Особенности:</b> </p>

<ul>
<li>Преимущества материала LLDPE:
<ul>
<li>Ударопрочность</li>
<li>Устойчивость к температурным перепадам, солнечным лучам и коррозии</li>
<li>Безопасность для пищевой промышленности</li>
<li>Возможность 100% переработки</li>
</ul>
</li>
<li>Цельная бесшовная конструкция корпуса благодаря технологии ротационного формования</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры окружающей среды: от -40 до 100 °С</li>
<li>Габариты транспортируемых контейнеров: 500х500 мм</li>
</ul>",330492,платформенная,680 мм,540 мм,160 мм,,,,0,https://entero.ru/manuals/392021/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,13560,,6.2 кг,Турция,Турция,производственная,открытая,1,,4,
https://cdn.entero.ru/mp@2x/69/6c/696ca3eb3ea39594a1d03c1af736fb6f.jpg;https://cdn.entero.ru/mp@2x/58/c0/58c0c07e211951e50efdd5c8f7618d15.jpg,Тележка для термоподносов Tribeca 710х1010х1490 мм (пластик),Тележка для термоподносов Tribeca 710х1010х1490 мм (пластик),82072,RUB,Нет,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/360171,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360171""><b class=""b"">Tribeca 71х101х149 см</b></a> предназначена для транспортировки термоподносов серии <a href=""https://entero.ru/search.php?text=%D0%A2%D0%B5%D1%80%D0%BC%D0%BE%D0%BF%D0%BE%D0%B4%D0%BD%D0%BE%D1%81+Tribeca+TT"">TT</a> и аналогичных моделей на предприятиях общественного питания и торговли. Модель оснащена 2 отделениями по 9 ярусов направляющих в каждом, глухими боковыми, верхней и нижней панелями. Корпус выполнен из прочного пластика черного цвета. </p>

<p><b>Особенности:</b> </p>

<ul>
<li>Ограничители на концах направляющих для предотвращения выпадения подносов</li>
<li>Защитные бамперы</li>
<li>Широкие боковые рукоятки для удобства транспортировки</li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 18 шт.</li>
</ul>",360171,многоярусная,710 мм,1010 мм,1490 мм,31 кг,1,720x1020x1500 мм,0,,85492,,28 кг,,Турция,для термоподносов,открытая,9,,6,
https://cdn.entero.ru/mp@2x/a3/36/a3362efc38c926e1adeb4083e6e1a107.jpg;https://cdn.entero.ru/mp@2x/ad/59/ad5981faceb207333845b9d1187a368e.jpg;https://cdn.entero.ru/mp@2x/b6/3c/b63c76d10c8038bcac52ce1c0232dd9a.jpg,Тележка для кассет Tribeca BTA-02 580х580х220/900 мм (полиэтилен) черная с ручкой (нерж. сталь),BTA-02,17672,RUB,Нет,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/330512,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/330512""><b class=""b"">Tribeca BTA-02 </b></a>предназначена для гигиеничной транспортировки, сушки и временного хранения <a href=""http://entero.ru/search.php?text=%D0%BA%D0%B0%D1%81%D1%81%D0%B5%D1%82%D0%B0+500%D1%85500"">посудомоечных кассет</a> на предприятиях общественного питания. Модель оснащена 4 поворотными колесами, углублением в платформе для сбора воды с дренажной пробкой и съемной П-образной рукояткой. Платформа выполнена из прочного полиэтилена низкой плотности (LLDPE) черного цвета, рукоятка – из трубчатого профиля круглого сечения из нержавеющей стали. </p>

<p><b>Особенности:</b> </p>

<ul>
<li>Преимущества материала LLDPE:
<ul>
<li>Ударопрочность</li>
<li>Устойчивость к температурным перепадам, солнечным лучам и коррозии</li>
<li>Безопасность для пищевой промышленности</li>
<li>Возможность 100% переработки</li>
</ul>
</li>
<li>Цельная бесшовная конструкция корпуса благодаря технологии ротационного формования</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота:
<ul>
<li>С рукояткой: 220 мм</li>
<li>Без рукоятки: 900 мм</li>
</ul>
</li>
<li>Габариты транспортируемых кассет: 500х500 мм</li>
</ul>",330512,платформенная,580 мм,580 мм,900 мм,,,,0,https://entero.ru/manuals/392001/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,18602,,8.7 кг,Турция,Турция,для кассет,открытая,1,,4,сплошная
https://cdn.entero.ru/mp@2x/49/55/495588bcd9fc06ac35b74c71f5124353.jpg,Тележка Forcar PV748,PV 748,0,RUB,Нет,Forcar,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/111691,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/111691"">Forcar PV748</a></b> используется на предприятиях общественного питания и торговли для транспортировки различного оборудования и продуктов. Модель оснащена 2 фиксированным и 2 поворотными колесами, площадка - защитной накладкой. Каркас выполнен из окрашенной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Диаметр колес: 200 мм</li>
</ul>",111691,платформенная,1430 мм,700 мм,1020 мм,,,,0,https://entero.ru/manuals/108789/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Forcar%20PV748%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,Италия,,"производственная, складская",открытая,,,4,сплошная
https://cdn.entero.ru/mp@2x/ff/fc/fffc0585581f877f413a607cead248d5.jpg,Тележка для кассет для мойки посуды P.L. Proff Cuisine BarWare 2001 54х54х90 см,2001 (кор=1шт)+ручка,0,RUB,Нет,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/301593,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/301593""><b class=""b"">P.L. Proff Cuisine BarWare 2001 </b></a>используется на предприятиях общественного питания для транспортировки кассет для мойки посуды. Модель оснащена прямоугольной платформой с бортами, вертикальной П-образной рукояткой и 4 колесами. Рукоятка выполнена из металлического трубчатого профиля с серебристой поверхностью.</p>",301593,платформенная,540 мм,540 мм,900 мм,,,,0,,,,,Китай,Китай,производственная,открытая,1,,4,сплошная
https://cdn.entero.ru/mp@2x/2c/dc/2cdc67a592c26c25ddb9c87b1ce11898.jpg,Тележка платформенная Finist ТГП-1000x600x1000 мм,Тележка платформенная Finist ТГП-1000x600x1000 мм,0,RUB,Нет,Finist,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/319883,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/319883"">Finist ТГП-1000x600x1000 мм</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для перевозки крупногабаритных грузов. Модель оснащена прямоугольной сплошной платформой и 4 колесами. Прочный сварной каркас выполнен из стали с полимерно-порошковым покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 125 мм</li>
</ul>",319883,платформенная,1000 мм,600 мм,1000 мм,,,,0,https://entero.ru/manuals/384353/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20%D0%A2%D0%93%D0%9F-1000x600x980_1000%20%D0%BC%D0%BC.pdf,,,,Россия,Россия,производственная,открытая,1,300 кг,,сплошная
https://cdn.entero.ru/mp@2x/bf/33/bf33dfc36ef7cac9020b4fb6696194a7.jpg,Тележка грузовая Enigma Е-ТГ-106,Тележка грузовая Enigma Е-ТГ-106,0,RUB,Нет,Enigma,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/308898,"<p>Грузовая тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/308898"">Enigma Е-ТГ-106</a></b> используется на предприятиях общественного питания и торговли для транспортировки различного оборудования и продуктов. Модель оснащена ручкой и 4 колесами, 2 из которых с тормозами. Сварной каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 100 мм</li>
<li>Толщина стали:
<ul>
<li>Каркас: 2 мм</li>
</ul>
</li>
<li>​​​Размер площадки: 1000х600 мм</li>
<li>Габариты в упаковке: 600х1000х950 мм</li>
<li>Объем упаковки: 0,57 м<sup>3</sup></li>
</ul>",308898,платформенная,1150 мм,600 мм,950 мм,,,,0,,,,26.3 кг,,Россия,"производственная, складская, для продуктов",открытая,,400 кг,4,сплошная
https://cdn.entero.ru/mp@2x/12/69/1269a12b38c6e244d65989ba98297a4c.jpg,Тележка грузовая Rubbermaid FG9T1400BLA,Тележка грузовая Rubbermaid FG9T1400BLA,0,RUB,Нет,Rubbermaid,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/93797,"<p>Грузовая тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93797"">Rubbermaid FG9T1400BLA</a> </b>предназначена для сбора мусора и транспортировки и хранения материалов средних размеров на предприятиях общественного питания, фабриках-кухнях и в производственных цехах. Изделие оснащено 4 устойчивыми к загрязнениям колесами, 2 из которых поворотные. Корпус выполнен из полиэтилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эргономичная ручка формы рулевого колеса для безопасного управления тележкой</li>
<li>Ручка на дне для удобства опрокидывания</li>
<li>Повышенная грузоподъемность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 400 л</li>
<li>Габариты в упаковке: 1435x700x860 мм</li>
<li>Цвет: черный</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Двойная крышка</li>
</ul>",93797,платформенная,1457 мм,683 мм,860 мм,,,,0,,,,,,США,"производственная, для панелей и профилей, складская",закрытая,,385 кг,4,сплошная
https://cdn.entero.ru/mp@2x/4d/aa/4daa1a5f63fafb361ea608281e514ff8.jpg,Контейнер Rubbermaid FG461400BLA,CUBE TRUCK 0.4 M3,0,RUB,Нет,Rubbermaid,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/93852,"<p>Контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93852"">Rubbermaid FG461400BLA</a> </b>предназначен для хранения и транспортировки различных материалов и продуктов на предприятиях общественного питания и в производственных цехах. Изделие оснащено металлической рамой и 4 расположенными в виде ромба колесами, 2 из которых поворотные. Корпус выполнен из полиэтилена.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объём: 400 л</li>
<li>Габариты в упаковке: 1135x800x840 мм</li>
<li>Цвет: черный</li>
</ul>

<p><b>Опции (заказываются отдельно): </b></p>

<ul>
<li>Двойная крышка</li>
</ul>",93852,платформенная,1121 мм,787 мм,826 мм,,,,0,,,,,,США,"производственная, для панелей и профилей, складская",открытая,,226.8 кг,4,
https://cdn.entero.ru/mp@2x/04/1c/041c28a6e4764b7056d53820f7e634cb.jpg,Тележка-чан для перевозки фарша Finist ТЧ 490х550х600 мм мм без ручки,Тележка-чан для перевозки фарша Finist ТЧ 490х550х600 мм мм без ручки,0,RUB,Нет,Finist,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/360864,"<p>Тележка-чан <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360864""><b class=""b"">Finist ТЧ 490х550х600 мм</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для перевозки мяса и фарша. Модель оснащена емкостью прямоугольного сечения со сглаженными углами и 4 колесами. Емкость выполнена из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем емкости: 100 л</li>
<li>Толщина стали емкости: 1,5 мм</li>
<li>Диаметр колес: 125 мм</li>
</ul>

<p><b>​​Опции (заказываются отдельно):</b></p>

<ul>
<li>Усиленная упаковка</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с рукояткой.</span></em></p>",360864,,490 мм,550 мм,600 мм,,,,0,https://entero.ru/manuals/462934/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20%D0%A2%D0%A7%20490%D1%85550%D1%85600%20%D0%BC%D0%BC%20%D0%BC%D0%BC%20%D0%B1%D0%B5%D0%B7%20%D1%80%D1%83%D1%87%D0%BA%D0%B8.pdf,,,,Россия,Россия,для продуктов,закрытая,4,,,сплошная
https://cdn.entero.ru/mp@2x/e6/ed/e6ed33e5063db7a1db9cbc0cac7f04fe.jpg,Тележка производственная Мастер-инструмент HT1801 без колес с дополнительной платформой,HT1801,0,RUB,Нет,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/251578,"<p>Производственная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251578""><b class=""b"">Мастер-инструмент HT1801 </b></a>предназначена для транспортировки крупногабаритных и тяжелых предметов на складах, строительных и сельскохозяйственных объектах, предприятиях общественного питания, торговли и других отраслей. Модель оснащена решетчатой платформой, дополнительной сплошной платформой и 2 ведущими рукоятками с нескользящими накладками для удобного захвата. Вертикально ориентированная сварная рама выполнена из профиля металлической трубы с антикоррозийным покрытием краской красного цвета.</p>

<p><span style=""color:#FF0000;"">Колеса не входят в комплект поставки и заказываются отдельно.</span></p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Колесо пневматическое 4.00-6 D-16 (не симмметричная ступица)</li>
<li>Колесо пневматическое 4,1/3,5-4 D-16 (не симмметричная ступица)</li>
<li>Колесо бескамерное 4.00-6 D-16 (не симмметричная ступица)</li>
<li>Колесо бескамерное 4,1/3,5-4 D-16 (не симмметричная ступица)</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с колесами.</span></em></p>",251578,"платформенная, сетчатая",,,,,,,0,,,,,Россия,Россия,"складская, производственная",открытая,1,,опция,"сплошная, сетчатая"
https://cdn.entero.ru/mp@2x/73/e1/73e116bf389f5c639731155906b354e5.jpg,Контейнер для хранения Rubbermaid FG262000WHT (без крышки),2620-00-WHT / Brute FG262000WHT,0,RUB,Нет,Rubbermaid,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/40073,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40073""><b class=""b"">Rubbermaid FG262000WHT</b></a> серии Brute предназначен для хранения и транспортировки сыпучих продуктов на предприятиях общественного питания и фабриках-кухнях. Изделие оснащено боковыми ручками со специальными прорезями для фиксации мешка, донной ручкой для удобства опрокидывания, укрепленным основанием и вентиляционными каналами для облегчения извлечения полных мешков. Корпус выполнен из высокопрочного полиэтилена, устойчивого к образованию сколов, потертостей и вмятин, ручки отделаны резиной для смягчения хвата.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объём: 75,7 л</li>
</ul>",40073,,492 мм,492 мм,582 мм,,,,0,,,,2.7 кг,,США,,,,,,
https://cdn.entero.ru/mp@2x/23/ec/23ec15730d8012ac3dc691be66085bc7.jpg,Тележка для термоконтейнера Cambro CD4060EPP,CD4060EPP158,0,RUB,Нет,Cambro,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/237195,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/237195"">Cambro CD4060EPP</a> </b>предназначена для транспортировки термоконтейнеров на предприятиях общественного питания и торговли. Изделие значительно облегчает и ускоряет процесс перемещения оборудования. Корпус выполнен из высокопрочного пластика. Подходит для всех термоконтейнеров серии Cam GoBox размерами 600x400 мм.</p>",237195,платформенная,,,,,,,0,,,,5.27 кг,,Германия,производственная,открытая,,,4,
https://cdn.entero.ru/mp@2x/fd/68/fd68865aabac4dc76e5e4286f6e21d7a.jpg;https://cdn.entero.ru/mp@2x/9b/97/9b9759367528551747dcbdaf4b2e35e1.jpg;https://cdn.entero.ru/mp@2x/d0/fd/d0fd9d25b3d4fa8affd0bedcfeb2644e.jpg;https://cdn.entero.ru/mp@2x/43/17/431753053451046c9b852f800cd358ae.jpg;https://cdn.entero.ru/mp@2x/44/75/447514a56a06ce3d8126e01873705d44.jpg,Тележка-трансформер Rubbermaid FG430000BLA,Тележка-трансформер Rubbermaid FG430000BLA,0,RUB,Нет,Rubbermaid,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/92310,"<p>Тележка-трансформер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92310""><b class=""b"">Rubbermaid</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92310""><b class=""b"">FG430000BLA </b></a>предназначена для перемещения различных предметов и товаров на предприятиях общественного питания и фабриках-кухнях. Изделие оснащено эргономичной ручкой и 4 подвижными колесами, значительно облегчающими процесс его транспортировки. Модель быстро трансформируется из промышленной тележки в грузовую платформу. В сложенном состоянии не занимает много места. Корпус выполнен из полипропилена и металла с порошковым напылением. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Узкий профиль, позволяющий использовать в узких коридорах</li>
<li>Верхняя полка с углублением</li>
<li>Удлинённая платформа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Нагрузка:
<ul>
<li>Верхняя полка: 68 кг</li>
<li>Нижняя полка: 114 кг</li>
</ul>
</li>
<li>Габариты в упаковке: 1285x623x230 мм</li>
</ul>",92310,,1148 мм,605 мм,874 мм,,,,0,,,,,,США,"производственная, складская",,,181.4 кг,4,
https://cdn.entero.ru/mp@2x/66/da/66da63b66018a5ae8fbaf22b34880b1e.jpg;https://cdn.entero.ru/mp@2x/b9/ca/b9cadc06bbe245ad108a67f28e601029.jpg,Тележка для инструментов Rubbermaid FG618000BLA,Тележка для инструментов Rubbermaid FG618000BLA,0,RUB,Нет,Rubbermaid,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/93802,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93802"">Rubbermaid FG618000BLA</a> </b>предназначена для транспортировки инструментов на предприятиях общественного питания и производственных цехах. Изделие оснащено 4 отделениями для хранения, 2 контейнерами для мелких деталей и 4 не оставляющими следов колесами, 2 из которых - поворотные, и 2 - с фиксацией. Корпус выполнен из полипропилена.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Грузоподъёмность:
<ul>
<li>Верхняя полка: 81,6 кг</li>
<li>Нижняя полка: 68 кг</li>
</ul>
</li>
<li>Габариты в упаковке: 971,6x438,2x495,3 мм</li>
<li>Цвет: черный / красный</li>
</ul>",93802,многоярусная,965 мм,489 мм,848 мм,,,,0,,,,22.82 кг,,США,для инструментов,закрытая,,,4,сплошная
https://cdn.entero.ru/mp@2x/e3/ae/e3ae3f03e0a04f7d23c02c0481bfe893.jpg,Тележка грузовая Rubbermaid FG440658BLA,Тележка грузовая Rubbermaid FG440658BLA,0,RUB,Нет,Rubbermaid,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/93801,"<p>Грузовая тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93801"">Rubbermaid FG440658BLA</a> </b>предназначена для сбора мусора и транспортировки и хранения материалов средних размеров на предприятиях общественного питания, фабриках-кухнях и в производственных цехах. Изделие оснащено 4 колесами, 2 из которых поворотные. Корпус выполнен из полиэтилена, ручка - из стали с порошковым напылением.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эргономичная ручка с фиксаторами</li>
<li>Платформа со стальной арматурой, текстурированной поверхностью и пазами по периметру для предотвращения падения груза</li>
<li>Формованные отверстия для надежного крепления груза</li>
<li>Повышенная грузоподъемность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 924,6x622,3x238,8 мм</li>
<li>Цвет: красный / черный</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",93801,платформенная,1020 мм,610 мм,1010 мм,,,,0,,,,,,США,"производственная, складская",открытая,1,900 кг,4,сплошная
https://cdn.entero.ru/mp@2x/16/33/1633462d770068542104748ee87f188e.jpg,Тележка грузовая Rubbermaid FG443658BLA,Тележка грузовая Rubbermaid FG443658BLA,0,RUB,Нет,Rubbermaid,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/93800,"<p>Грузовая тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93800"">Rubbermaid FG443658BLA</a> </b>предназначена для сбора мусора и транспортировки и хранения материалов средних размеров на предприятиях общественного питания, фабриках-кухнях и в производственных цехах. Изделие оснащено 4 колесами, 2 из которых поворотные. Корпус выполнен из полиэтилена, ручка - из стали с порошковым напылением.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эргономичная ручка с фиксаторами</li>
<li>Платформа со стальной арматурой, текстурированной поверхностью и пазами по периметру для предотвращения падения груза</li>
<li>Формованные отверстия для надежного крепления груза</li>
<li>Повышенная грузоподъемность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 1257,3x622,3x241,3 мм</li>
<li>Цвет: красный / черный</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",93800,платформенная,1330 мм,610 мм,1060 мм,,,,0,,,,,,США,"производственная, складская",открытая,1,900 кг,4,сплошная
https://cdn.entero.ru/mp@2x/e0/c4/e0c4a3099fe8f17e693f96f519469c71.jpg;https://cdn.entero.ru/mp@2x/71/11/7111b4bb394756600e293b37b0c072b6.jpg,Контейнер Rubbermaid FG461100BLA,SPRING PLATFORM CUBE TRUCK 0.4 M3,0,RUB,Нет,Rubbermaid,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/93886,"<p>Контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93886"">Rubbermaid FG461100BLA</a> </b>предназначен для хранения и транспортировки различных материалов и продуктов на предприятиях общественного питания и в производственных цехах. Изделие оснащено металлической рамой, подпружиненным дном и расположенными в виде ромба колесами, 2 из которых поворотные. Корпус выполнен из полиэтилена.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объём: 400 л</li>
<li>Габариты в упаковке: 1140x815x1000 мм</li>
<li>Цвет: черный</li>
</ul>

<p><b>Опции (заказываются отдельно): </b></p>

<ul>
<li>Двойная крышка</li>
</ul>",93886,платформенная,1121 мм,787 мм,826 мм,,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456239599&hd=2&autoplay=0,27.2 кг,,США,"для панелей и профилей, производственная, складская",закрытая,,226.8 кг,4,
