Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Установка,Управление,Масса заготовки,Тип заготовок,Подпекание заготовок,Диаметр заготовки,Формование борта
https://cdn.entero.ru/mp@2x/72/59/725933e7954430fb675eadbf07da3c21.jpg;https://cdn.entero.ru/mp@2x/b6/00/b6005f19a07070da80c1355a2a2ccb41.jpg,Пресс для пиццы термический OEM-ALI PF50MT SV.4,OM07127,0,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/195422,"<p>Термический пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195422"">OEM-ALI PF50MT SV.4</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских для получения круглой тестовой основы (краста) для дальнейшего приготовления пиццы. Модель оснащена механическим приводом и раздельными термостатами для контроля температуры верхней и нижней пластин.</p>

<p style=""text-align: justify;""><b>Особенности:</b></p>

<ul>
<li style=""text-align: justify;"">Регулятор толщины тестовой заготовки</li>
<li style=""text-align: justify;"">Таймер регулирования времени формования</li>
<li style=""text-align: justify;"">Включение привода только в случае синхронного нажатия кнопок управления левой и правой рукой</li>
</ul>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li style=""text-align: justify;"">Максимальная температура: 180 °C</li>
<li style=""text-align: justify;"">Максимальное время формования заготовки: 3 сек.</li>
<li style=""text-align: justify;"">Высота бортиков: 4 мм</li>
</ul>

<p style=""text-align: justify;""><b>Опции (заказываются отдельно):</b></p>

<ul>
<li style=""text-align: justify;"">Открытый стенд</li>
<li style=""text-align: justify;"">Колёса</li>
</ul>",195422,380 В,6.4 кВт,545 мм,716 мм,840 мм,,,,0,https://entero.ru/manuals/227748/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20OEM-ALI%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/227749/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Италия,250 шт/час,настольная,электромеханическое,,традиционная пицца,,500 мм,Да
https://cdn.entero.ru/mp@2x/fa/b7/fab7e81637e409c9237fabc267b23e6d.jpg,Пресс для пиццы Apach APRESS33,148745,366289,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/74671,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74671"">Apach APRESS33</a> </b> используется на предприятиях общественного питания и торговли для формирования заготовок круглой формы из теста для последующего приготовления пиццы. Модель оснащена регулировкой толщины тестовой заготовки. Рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 600х520х900 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",74671,380 В,3.6 кВт,560 мм,430 мм,750 мм,,,,0,https://entero.ru/manuals/81418/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/289424/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20APRESS33.pdf;https://entero.ru/manuals/289425/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20APRESS33.pdf;https://entero.ru/manuals/521742/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,381551,,100 кг,,Италия,,настольная,электронное,от 0.1 до 0.27 кг,традиционная пицца,,330 мм,
https://cdn.entero.ru/mp@2x/06/6c/066c782d62fcb4a4c350abac217a22b5.jpg,Пресс для пиццы Kocateq OMJ PZP 33,Пресс для пиццы Kocateq OMJ PZP 33,279728,RUB,Нет,Kocateq,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/128687,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128687"">Kocateq OMJ PZP 33</a></b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена удобной панелью управления, электронными термостатами верхнего и нижнего дисков.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхняя пластина неподвижная, нижняя подвижная</li>
<li>Функция подпекания - на поверхности краста образуется корочка, которая способствует получению более пышной основы</li>
<li>Подвижная решетка для защиты рук.</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая температура нагрева: до 160 °С</li>
<li>Время сжатия: от 0 до 1,5 сек.</li>
<li>Габариты в упаковке: 800x720x990</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Стенд</li>
<li>Колеса</li>
</ul>

<p> </p>",128687,380 В,4.75 кВт,590 мм,470 мм,830 мм,,,,0,https://entero.ru/manuals/141824/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279818/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20OMJ%20PZP%2033.pdf,,,114 кг,,Ю. Корея,,настольная,электронное,от 0.13 до 0.25 кг,традиционная пицца,Да,330 мм,
https://cdn.entero.ru/mp@2x/b7/b7/b7b7cbc3a215fe748302ad48d6c44a52.jpg,Пресс для пиццы Sigma SPZ 40,SPZ40,319787,RUB,Нет,Sigma,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/34127,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34127"">Sigma SPZ 40</a></b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для качественной и равномерной обработки теста для пиццы методом «холодного» раскатывания. Модель оснащена неподвижным верхним диском со встроенными подвижными элементами, обеспечивающими микро раскатывание. Нижний диск поднимается вверх путем нажатия на рычаг, который располагается с правой стороны машины. Процесс формования не сопровождается термической обработкой.</p>",34127,220 В,0.55 кВт,570 мм,670 мм,770 мм,,,,0,https://entero.ru/manuals/55568/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20Sigma%20SPZ%2040%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,347595,https://vk.com/video_ext.php?oid=-177656185&id=456240595&hd=2&autoplay=0,120 кг,,Италия,,настольная,электромеханическое,,традиционная пицца,,400 мм,
https://cdn.entero.ru/mp@2x/e0/64/e064bb9d0533b43b08ba776eaf226ef3.jpg,Пресс для пиццы Doughpro DP6008,Пресс для пиццы Doughpro DP6008,650880,RUB,Нет,,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/121472,"<p>Пресс для пиццы <b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121472"">Doughpro DP6008</a></b> используется на предприятиях общественного питания и торговли для формирования и частичного пропекания круглой тестовой основы (краста) с бортом для дальнейшего приготовления пиццы. Модель оснащена механическим управлением, таймером на 60 секунд со звуковым сигналом и выдвижной нижней частью для удобной загузки / выгрузки заготовки. Корпус выполнен из литого алюминия, покрытого эмалью, рабочие поверхности - с тефлоновым покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 90 шт./ч</li>
<li>Температурный режим: от 0 до 218 °С</li>
<li>Выход на рабочую температуру: 15 мин.</li>
<li>Габариты в упаковке: 470x600x350 мм</li>
</ul>",121472,220 В,2.8 кВт,240 мм,355 мм,410 мм,,,,0,https://entero.ru/manuals/126719/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Doughpro%20DP6008.doc,699871,,,,США,90 шт/час,настольная,электромеханическое,0.14 кг,традиционная пицца,Да,200 мм,
https://cdn.entero.ru/mp@2x/51/e9/51e98a40825a332db5502d15f1541790.jpg;https://cdn.entero.ru/mp@2x/50/55/50552ac746901ffe2e49e120c631c597.jpg,Пресс для пиццы термический OEM-ALI PF45MTE SV.2,OM01513,959025,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/195332,"<p>Термический пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195332"">OEM-ALI PF45MTE SV.2</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских для получения круглой тестовой основы (краста) для дальнейшего приготовления пиццы и тортильи. Модель оснащена механическим приводом и раздельными электронными термостатами для контроля температуры верхней и нижней пластин.</p>

<p style=""text-align: justify;""><b>Особенности:</b></p>

<ul>
<li style=""text-align: justify;"">Регулятор толщины тестовой заготовки</li>
<li style=""text-align: justify;"">Таймер регулирования времени формования</li>
<li style=""text-align: justify;"">Включение привода только в случае синхронного нажатия кнопок управления левой и правой рукой</li>
</ul>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li style=""text-align: justify;"">Максимальная температура: 180 °C</li>
<li style=""text-align: justify;"">Максимальное время формования заготовки: 3 сек.</li>
<li style=""text-align: justify;"">Высота бортика: 2 мм</li>
</ul>

<p style=""text-align: justify;""><b>Опции (заказываются отдельно):</b></p>

<ul>
<li style=""text-align: justify;"">Открытый стенд с ящиком</li>
<li style=""text-align: justify;"">Закрытый стенд с ящиком </li>
<li style=""text-align: justify;"">Колёса</li>
</ul>",195332,380 В,6.55 кВт,600 мм,850 мм,900 мм,,,,0,https://entero.ru/manuals/227679/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20OEM-ALI%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/227689/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,1020239,,,,Италия,300 шт/час,настольная,электромеханическое,,традиционная пицца,,450 мм,Да
https://cdn.entero.ru/mp@2x/6c/f3/6cf30c61e7d9178a0293bf9bbcd93082.jpg,Пресс для пиццы KAYMAN ПП-МБ-300-1,Пресс для пиццы KAYMAN ПП-МБ-300-1,118596,RUB,Нет,KAYMAN,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/86824,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/86824"">KAYMAN ПП-МБ-300-1</a></b> используется на предприятиях общественного питания и торговли для получения круглой тестовой основы (краста) с бортом. Модель оснащена механическим управлением. Оборудование выполнено полностью из нержавеющей стали, 2 подогреваемые поверхности из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 450x790x1100 мм</li>
</ul>",86824,380 В,2.4 кВт,350 мм,600 мм,900 мм,,,,0,,,,50 кг,Россия,,,настольная,электромеханическое,,традиционная пицца,Да,350 мм,
https://cdn.entero.ru/mp@2x/25/80/25806d677f027af71ca52f89cc4ab4b8.jpg,Пресс для пиццы KAYMAN ПП-МБ-200-1,Пресс для пиццы KAYMAN ПП-МБ-200-1,119406,RUB,Нет,KAYMAN,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/104974,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104974"">KAYMAN ПП-МБ-200-1</a></b> используется на предприятиях общественного питания и торговли для получения круглой тестовой основы (краста) с бортом. Модель оснащена механическим управлением. Оборудование выполнено полностью из нержавеющей стали, 2 подогреваемые поверхности из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 450x790x1100 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",104974,220 В,2.4 кВт,350 мм,600 мм,900 мм,,,,0,,128394,,56 кг,Россия,,,настольная,электромеханическое,,традиционная пицца,Да,200 мм,
https://cdn.entero.ru/mp@2x/7b/1b/7b1bd958af95c819021c7c2987e8ae26.jpg,Пресс для пиццы Grill Master Ф2ПЦЭ (150),22222,142200,RUB,Нет,Grill Master,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/119364,"<p>Пресс для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119364""><b class=""b"">Grill Master Ф2ПЦЭ</b></a> используется на предприятиях общественного питания и торговли для получения круглой тестовой основы (краста) с бортом для дальнейшего приготовления пиццы. Модель оснащена механическим управлением и 2 нагревательными элементами. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры</li>
<li>Подпекание краста с двух сторон</li>
<li>Шкала, показывающая текущую толщину получаемого краста</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 0 до 200 °С</li>
<li>Выход на рабочую температуру: 12 мин.</li>
<li>Размеры готового борта краста: 5х10 мм</li>
<li>Габариты в упаковке: 450х790х1100 мм</li>
</ul>",119364,220 В,3 кВт,350 мм,600 мм,900 мм,,,,0,,148125,,60 кг,Россия,,300 шт/час,настольная,электромеханическое,,традиционная пицца,Да,150 мм,
https://cdn.entero.ru/mp@2x/39/67/3967e4dafaef87478db2ad03689a156a.jpg,Пресс для пиццы KAYMAN ПП-ЭМ-350-1,Пресс для пиццы KAYMAN ПП-ЭМ-350-1,260275,RUB,Нет,KAYMAN,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/86362,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/86362"">KAYMAN ПП-ЭМ-350-1</a></b> используется на предприятиях общественного питания и торговли для получения круглой тестовой основы (краста) с бортом. Модель оснащена автоматической панелью управления и 2 цифровыми терморегуляторами с памятью. Оборудование выполнено полностью из нержавеющей стали, 2 подогреваемые поверхности отполированы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защитная решетка (процесс прессования включается при опускании решетки)</li>
<li>Регулировка толщины краста</li>
<li>Метка на нижней поверхности для установки заготовки точно по центру</li>
<li>Подсветка рабочих поверхностей</li>
<li>Развиваемое усилие более 2 тонн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура подпекания: 250 °С</li>
<li>Габариты в упаковке: 500x710x950 мм</li>
</ul>",86362,380 В,3.76 кВт,420 мм,620 мм,700 мм,,,,0,,,,110 кг,Россия,,,настольная,электромеханическое,,традиционная пицца,Да,350 мм,Да
https://cdn.entero.ru/mp@2x/7c/a3/7ca3f299a866ad4009128f2f0dd4afc3.jpg,Пресс для пиццы Prismafood Pressa 33,1P010005,284666,RUB,Нет,Prismafood,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/43675,"<p>Оборудование <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/43675"">Prismafood Pressa 33</a></b> предназначено для раскатки теста, формирования ровного пласта и использования его для приготовления пиццы на предприятиях общественного питания: в кафе, ресторанах, тратториях и пиццериях. Пресс для пиццы регулирует толщину и размер краста, подпекает и нагревает его до 150 градусов.</p>

<p>Аппарат оснащен 2 стальными нагревающимися поверхностями, терморегулятором и механическим приводом. Пресс выполнен из нержавеющей стали. Его нижняя пластина оснащена скосом для формирования бортика пиццы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 600x520x900 мм</li>
</ul>",43675,380 В,3.6 кВт,560 мм,430 мм,750 мм,,,,0,https://entero.ru/manuals/424164/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Prismafood%20Pressa%2033.pdf,302836,,100 кг,,Италия,,настольная,электронное,от 0.1 до 0.27 кг,традиционная пицца,Да,330 мм,
https://cdn.entero.ru/mp@2x/16/2b/162b14f825f4cf09df72a5ed97181ed4.jpg;https://cdn.entero.ru/mp@2x/7a/03/7a038e19eeb3085f52593dc62a209663.jpg;https://cdn.entero.ru/mp@2x/4b/29/4b2954f3a731ce4231478ab4a58e5f1f.jpg;https://cdn.entero.ru/mp@2x/5c/8c/5c8cc2d94c8ed3077fe0c46371e97828.jpg;https://cdn.entero.ru/mp@2x/59/b1/59b1b642981ac160fe7a924bc0ee0553.jpg;https://cdn.entero.ru/mp@2x/25/87/25876c788a3a44fe03dfc5370a349579.jpg,Пресс для пиццы Azimut FORMA 33,Пресс для пиццы Azimut FORMA 33,337181,RUB,Нет,Azimut,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/343012,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343012"">Azimut FORMA 33</a></b> используется на предприятиях общественного питания и торговли для получения круглой тестовой основы (краста) с кромкой. Модель оснащена корректировкой толщины заготовок и двойным освещением. Корпус выполнен из нержавеющей стали, защитная решетка - из металлической проволоки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция подпекания</li>
<li>Таймер остановки</li>
<li>Хромированные рабочие поверхности</li>
<li>Блокировка работы при открытой защитной решетке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: 170</li>
<li>Производительность: 400 шт./ч</li>
<li>Масса заготовки: от 130 до 250 гр.</li>
<li>Габариты в упаковке: 795х935х1075 мм</li>
</ul>",343012,380 В,4.75 кВт,470 мм,690 мм,820 мм,121 кг,1,795x935x1075 мм,0,,358703,,,,Италия,400 шт/час,настольная,электромеханическое,от 0.130 до 0.250 кг,традиционная пицца,Да,330 мм,
https://cdn.entero.ru/mp@2x/b7/45/b745370a8349d17b5f1f46722016dc57.jpg,Пресс для пиццы Zanolli Special Devil 33,Пресс для пиццы Zanolli Special Devil 33,375370,RUB,Нет,Zanolli,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/44806,"<p>Пресс <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/44806""><b class=""b"">Zanolli Devil 33</b></a> позволяет быстро и качественно изготавливать основу для пиццы, а также подпекать полученную заготовку. Аппарат наилучшим образом подходит для заведений с большой проходимостью, а также для предприятий по производству полуфабрикатов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Материал корпуса: нержавеющая сталь</li>
<li>Цифровая система управления: кнопка включения, кнопка аварийного выключения, независимые регуляторы температуры рабочих поверхностей и таймер</li>
<li>Устанавливается на 4-х резиновых ножках</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность: до 500 пицца-заготовок/ч</li>
<li>Температура подпекания: 150 °С</li>
<li>Габариты в упаковке: 750x800x1050 мм</li>
</ul>",44806,380 В,3.6 кВт,560 мм,420 мм,770 мм,97 кг,,,0,,408011,,,,Италия,500 шт/час,настольная,электромеханическое,от 0.1 до 0.27 кг,традиционная пицца,Да,330 мм,
https://cdn.entero.ru/mp@2x/20/d7/20d7a1b1cef05ba0548be53358b58533.jpg,Пресс для пиццы ITPIZZA PRESSA45,PRESSA-45,423960,RUB,Нет,ITPIZZA,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/66512,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/66512"">ITPIZZA PRESSA45</a></b> используется на предприятиях общественного питания и торговли для изготовления круглых тестовых основ для пиццы. Модель оснащена функцией подпекания, благодаря чему на поверхности краста образуется корочка, способствующая формированию более пышной основы во время запекания и препятствующая проникновению влаги из начинки пиццы. Корпус и пластины выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемая толщина и размер основы (краста)</li>
<li>Терморегулятор</li>
<li>Механический привод</li>
<li>Скос на нижней пластине для формирования бортика пиццы</li>
<li>Защитная решётка для обеспечения безопасности персонала</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 400 основ/час</li>
<li>Температура нагрева основы: до 150 °C</li>
</ul>",66512,380 В,5.6 кВт,670 мм,550 мм,860 мм,,,,0,https://entero.ru/manuals/310815/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ITPIZZA%20PRESSA45.pdf,441625,,130 кг,,Италия,400 шт/час,настольная,электромеханическое,,традиционная пицца,Да,450 мм,
https://cdn.entero.ru/mp@2x/62/29/6229f40bb091fd80dbbcf127613c6aba.jpg,Пресс для пиццы Zanolli Devil 33,84483,436902,RUB,Нет,Zanolli,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/128166,"<p>Пресс <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128166"">Zanolli Devil 33</a></b> используется на предприятиях общественного питания и торговли для получения круглой тестовой основы (краста). Модель оснащена 2 нагревающимися поверхностями, обеспечивающими пропекание полученных заготовок, цифровой панелью упралвения с независимыми регуляторами температуры рабочих поверхностей и таймером, и 4 резиновыми ножками. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Предварительное подпекание тестовых заготовок</li>
<li>Кнопка аварийного выключения</li>
<li>Высокая производительность</li>
<li>Стабильная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура подпекания: 150 °С</li>
<li>Максимальная толщина тестовой основы на выходе: 2 мм</li>
<li>Габариты в упаковке: 750x800x1050 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогчиная модель другого размера.</span></em></p>",128166,380 В,3.5 кВт,560 мм,420 мм,770 мм,,,,0,,,,97 кг,,Италия,400 шт/час,настольная,электромеханическое,от 0.1 до 0.27 кг,традиционная пицца,Да,330 мм,
https://cdn.entero.ru/mp@2x/a8/cf/a8cffe2c43465a532937be47f97c2cff.jpg,Пресс для пиццы Zanolli Devil 45,84484,451178,RUB,Нет,Zanolli,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/182324,"<p>Пресс <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/182324"">Zanolli Devil 45</a></b> используется на предприятиях общественного питания и торговли для получения круглой тестовой основы (краста). Модель оснащена 2 нагревающимися поверхностями, обеспечивающими пропекание полученных заготовок, цифровой панелью упралвения с независимыми регуляторами температуры рабочих поверхностей и таймером, и 4 резиновыми ножками. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Предварительное подпекание тестовых заготовок</li>
<li>Кнопка аварийного выключения</li>
<li>Высокая производительность</li>
<li>Стабильная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 400 шт/час</li>
<li>Максимальная толщина тестовой основы на выходе: 2 мм</li>
<li>Температура подпекания: 150 °С</li>
<li>Габариты в упаковке: 850x900x1100 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогчиная модель другого размера.</span></em></p>",182324,380 В,5.5 кВт,570 мм,670 мм,770 мм,,,,0,,,,127 кг,,Италия,400 шт/час,настольная,электромеханическое,,традиционная пицца,Да,450 мм,
https://cdn.entero.ru/mp@2x/eb/34/eb34ba71833ca22d503b9ecb88664c64.jpg;https://cdn.entero.ru/mp@2x/0f/67/0f6793ba957b9b034088857ccae7303b.jpg,Пресс для пиццы термический OEM-ALI PF33MT PIANO,OM00885,510103,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/195159,"<p style=""text-align: justify;"">Термический пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195159"">OEM-ALI PF33MT PIANO</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских для получения круглой тестовой основы (краста) для дальнейшего приготовления пиццы и тортильи. Модель оснащена механическим приводом и раздельными термостатами для контроля температуры верхней и нижней пластин.</p>

<p style=""text-align: justify;""><b>Особенности:</b></p>

<ul>
<li style=""text-align: justify;"">Заготовки без бортика</li>
<li style=""text-align: justify;"">Регулятор толщины тестовой заготовки</li>
<li style=""text-align: justify;"">Таймер регулирования времени формования</li>
<li style=""text-align: justify;"">Включение привода только в случае синхронного нажатия кнопок управления левой и правой рукой</li>
</ul>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li style=""text-align: justify;"">Максимальная температура: 180 °C</li>
<li style=""text-align: justify;"">Максимальное время формования заготовки: 3 сек.</li>
</ul>

<p style=""text-align: justify;""><b>Опции (заказываются отдельно):</b></p>

<ul>
<li style=""text-align: justify;"">Стенд </li>
<li style=""text-align: justify;"">Стенд с колесами</li>
</ul>",195159,380 В,3.25 кВт,429 мм,582 мм,781 мм,,,,0,https://entero.ru/manuals/227468/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20OEM-ALI%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/227703/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,542663,,,,Италия,250 шт/час,настольная,электромеханическое,,традиционная пицца,,330 мм,
