Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Вес (с упаковкой),Количество рабочих секций,Количество сегментов для вафель,Тип вафель
https://cdn.entero.ru/mp@2x/f1/8c/f18ca733e07d2591d6d78a0408140536.jpg,Вафельница Kocateq GH15WB,Вафельница Kocateq GH15WB,15297,RUB,Нет,Kocateq,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/59223,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59223"">Kocateq GH15WB</a></b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для выпечки бельгийских вафель. Модель оснащена механической панелью управления, таймером до 15 минут со звуковым сигналом и термостатом для регулировки температуры. Рабочая поверхность выполнена из специального теплопроводящего сплава методом высокоточного литья, корпус - из нержавеющей стали AISI 304 и AISI 430, ножки - из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерный и быстрый нагрев по всей площади формы</li>
<li>Восстановление температуры</li>
<li>Ручка термостата класса Heavy-Duty</li>
<li>Сбалансированная верхняя форма с термоизолированной ручкой</li>
<li>Регулируемые ножки</li>
<li>Световые индикаторы:
<ul>
<li>Подключение к электрической сети</li>
<li>Напряжение</li>
</ul>
</li>
<li>Высокий класс обработки поверхности форм для минимизации пригорания теста в процессе многократной выпечки и простой очистки</li>
<li>Полное соответствие стандартам безопасности РФ и ЕЭС</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 80 до 300 °С</li>
<li>Размеры рабочей поверхности: 250x250 мм</li>
<li>Время приготовления вафель при температуре от 250 до 280 °С: 2-5 мин.</li>
<li>Габариты в упаковке: 430х390х320 мм</li>
</ul>",59223,220 В,1.5 кВт,370 мм,340 мм,240 мм,,Ю. Корея,,,0,https://entero.ru/manuals/110495/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278358/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20GH15WB.pdf,16627,,,,,1,2,"бельгийские, прямоугольные"
https://cdn.entero.ru/mp@2x/18/f8/18f8a5e7b6b3ac183f4b7bde72471ca4.jpg;https://cdn.entero.ru/mp@2x/7f/37/7f37c3f2d19b1af7d10572522b93863d.jpg;https://cdn.entero.ru/mp@2x/88/37/8837ae294120910ccbf3dc82708d6e6a.jpg,Вафельница Assum JTS-2209,Вафельница Assum JTS-2209,17492,RUB,Нет,Assum,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/180318,"<p>Вафельница<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/180318"">Assum JTS-2209</a> </b>используется на предприятиях общественного питания и торговли для выпекания тонких вафель квадратной формы. Модель оснащена регулируемым термостатом и таймером. Корпус выполнен из нержавеющей стали, ударопрочная рабочая поверхность с антипригарным покрытием - из алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер вафли: 255х255 мм</li>
<li>Габариты в упаковке: 450х350х280 мм </li>
</ul>",180318,220 В,1.75 кВт,410 мм,305 мм,240 мм,,Китай,,,0,,18809,,11 кг,,,1,,квадратные
https://cdn.entero.ru/mp@2x/7b/43/7b4354776af08c11f57ed20140e9a376.jpg,Вафельница Kocateq GH15SB,Вафельница Kocateq GH15SB,18949,RUB,Нет,Kocateq,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/59221,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59221"">Kocateq GH15SB</a></b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для выпечки квадратных вафель. Модель оснащена механической панелью управления, таймером до 15 минут со звуковым сигналом и термостатом для регулировки температуры. Рабочая поверхность выполнена из специального теплопроводящего сплава методом высокоточного литья, корпус - из нержавеющей стали AISI 304 и AISI 430, ножки - из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерный и быстрый нагрев по всей площади формы</li>
<li>Восстановление температуры</li>
<li>Ручка термостата класса Heavy-Duty</li>
<li>Сбалансированная верхняя форма с термоизолированной ручкой</li>
<li>Регулируемые ножки</li>
<li>Световые индикаторы:
<ul>
<li>Подключение к электрической сети</li>
<li>Напряжение</li>
</ul>
</li>
<li>Высокий класс обработки поверхности форм для минимизации пригорания теста в процессе многократной выпечки и простой очистки</li>
<li>Полное соответствие стандартам безопасности РФ и ЕЭС</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 80 до 300 °С</li>
<li>Размеры рабочей поверхности: 275x245 мм</li>
<li>Время приготовления вафель при температуре от 250 до 280 °С: 2-5 мин.</li>
<li>Габариты в упаковке: 430х390х320 мм</li>
</ul>",59221,220 В,1.5 кВт,370 мм,340 мм,240 мм,,Ю. Корея,,,0,https://entero.ru/manuals/110491/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278357/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20GH15SB.pdf,19739,,,,,1,12,"бельгийские, венские, квадратные"
https://cdn.entero.ru/mp@2x/1e/57/1e57f9f184de17653543c73de12ad18e.jpg,Вафельница Hurakan HKN-GES230 NUT,Вафельница Hurakan HKN-GES230 NUT,20675,RUB,Нет,Hurakan,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/213402,"<p>Вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/213402""><b class=""b"">Hurakan HKN-GES230 NUT</b></a> используется на предприятиях общественного питания и торговли для приготовления вафель в форме орешков. Модель оснащена механической панелью управления. Корпус выполнен из нержавеющей стали, рабочая поверхность - из чугуна с антипригарным покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 220х390х340 мм</li>
</ul>",213402,220 В,1.4 кВт,305 мм,350 мм,195 мм,8.25 кг,Китай,1,220x390x340 мм,0,https://entero.ru/manuals/412566/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-GES230%20NUT.pdf;https://entero.ru/manuals/412698/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/412567/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/473485/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-GES230%20NUT.pdf,21763,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241040&hash=063a2506b58c13a8,7.3 кг,,,1,10,орешки
https://cdn.entero.ru/mp@2x/c6/06/c606a4c83c55c3f684e069c32aeebbe7.jpg,Вафельница Tatra TWI 1 TIAMO,Вафельница Tatra TWI 1 TIAMO,44210,RUB,Нет,Tatra,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/265200,"<p>Вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265200""><b class=""b"">Tatra​ TWI 1 TIAMO </b></a>предназначена для выпечки вафель в форме сердца на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с терморегулятором, 1 зоной выпечки, емкостью для сбора жира и индикаторами питания и нагрева. Корпус выполнен из нержавеющей стали, несъемные рабочие поверхности - из чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер вафли: 132х125х24 мм</li>
<li>Температурный режим: от 50 до 300 °C</li>
<li>Габариты в упаковке: 400х540х430 мм</li>
</ul>",265200,220 В,2.2 кВт,330 мм,440 мм,320 мм,23 кг,Турция,1,400x540x420 мм,0,https://entero.ru/manuals/418119/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TWI%201%20TIAMO.pdf;https://entero.ru/manuals/328452/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TWI%201.pdf;https://entero.ru/manuals/418121/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/418316/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/473786/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TWI%201%20TIAMO.pdf;https://entero.ru/manuals/509565/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,46537,,21 кг,,,1,4,сердечки
https://cdn.entero.ru/mp@2x/b1/d2/b1d2b2482cbbd51dde1faaf7056be100.jpg,Вафельница Tatra TWI 1 WAFFELINO,Вафельница Tatra TWI 1 WAFFELINO,44210,RUB,Нет,Tatra,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/265201,"<p>Вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265201""><b class=""b"">Tatra​ TWI 1 WAFFELINO </b></a>предназначена для выпечки вафель в форме конуса на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с терморегулятором, 1 зоной выпечки, емкостью для сбора жира и индикаторами питания и нагрева. Корпус выполнен из нержавеющей стали, несъемные рабочие поверхности - из чугуна с тефлоновым покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер вафли: 230х60х24 мм</li>
<li>Температурный режим: от 50 до 300 °C</li>
<li>Габариты в упаковке: 400х540х430 мм</li>
</ul>",265201,220 В,2.2 кВт,330 мм,440 мм,320 мм,23 кг,Турция,1,400x540x420 мм,0,https://entero.ru/manuals/418122/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TWI%201%20WAFFELINO.pdf;https://entero.ru/manuals/328454/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TWI%201.pdf;https://entero.ru/manuals/418124/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/418317/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/473781/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TWI%201%20WAFFELINO.pdf;https://entero.ru/manuals/509566/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,47032,,21 кг,,,1,3,рожок
https://cdn.entero.ru/mp@2x/63/8a/638a1b5c77c3f558474cef607b356087.jpg;https://cdn.entero.ru/mp@2x/32/27/3227c08e73742d39c5ce5a5bc718d5fc.jpg;https://cdn.entero.ru/mp@2x/3d/60/3d60c5d01700e2dd8c8701745c5ae611.jpg;https://cdn.entero.ru/mp@2x/41/5b/415b5d9a5d37ef1f4653ef2ca3ded4ef.jpg;https://cdn.entero.ru/mp@2x/c0/48/c0484c353026cd0ab12007c0549550c2.jpg;https://cdn.entero.ru/mp@2x/24/34/243437c4b2d25ff5ae0e267004c44f8d.jpg;https://cdn.entero.ru/mp@2x/e1/37/e1371d8cd54a727f9dff6075d4bd95e6.jpg;https://cdn.entero.ru/mp@2x/ad/f5/adf57c8c0f8abeeff2d4b907f395b720.jpg,Вафельница Waring WBW300XCE,WRWBW300XCE,47547,RUB,Нет,Waring,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/182114,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/182114"">Waring WBW300XCE</a> </b>используется на предприятиях общественного питания и торговли для выпекания гонконгских вафель. Рабочие поверхности покрыты тройным антипригарным покрытием для простого извлечения готовых вафель и легкой очистки пластин. Вмонтированные в пластины нагревательные элементы обеспечивают точный контроль температуры и равномерное распределение тепла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прочный литой под давлением корпус</li>
<li>Функция вращения для равномерного выпекания и подрумянивания</li>
<li>Возможность самому заменить поврежденные пластины</li>
<li>Съемный поддон для сбора капель можно мыть в посудомоечной машине</li>
<li>Звуковое оповещение готовности к приготовлению</li>
<li>Звуковое оповещение готовности вафель</li>
<li>LED-индикатор нагрева до необходимой температуры</li>
<li>LED-индикатор питания</li>
<li>Гарантия на пластины 90 дней</li>
</ul>",182114,220 В,1.2 кВт,266 мм,431 мм,216 мм,,США,,,0,https://entero.ru/manuals/211533/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Waring%20WBW300XCE%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/211532/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Waring%20WBW300XCE%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/211534/%D0%94%D0%B5%D1%82%D0%B0%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20Waring%20WBW300XCE%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/211531/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Waring%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,50582,,,25 шт./ч,,1,1,гонконгские
https://cdn.entero.ru/mp@2x/c3/b0/c3b0bea8198304ec150eb2c7347eba5d.jpg,Вафельница Roller Grill GES 23,1359,66507,RUB,Нет,Roller Grill,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/31938,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/31938"">Roller Grill GES 23</a></b> используется в домашних условиях, на предприятиях общественного питания и торговли для выпекания объемных вафель на палочке. Модель оснащена съемным поддоном для сбора избыточного теста. Корпус выполнен из нержавеющей стали, поверхность - из чугуна, ручки - из термостойкого материала.</p>

<p>В комплект поставки входит таймер.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Термостат</li>
<li>2 сигнальные лампы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 0 до 300 °C</li>
<li>Время приготовления: 2,5 мин.</li>
<li>Размер вафли: конус 230х30 мм</li>
</ul>",31938,220 В,1.6 кВт,305 мм,440 мм,230 мм,,Франция,,,0,https://entero.ru/manuals/20560/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/417222/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20GES%2023.pdf,70007,,19 кг,,,1,4,треугольные
https://cdn.entero.ru/mp@2x/f2/b3/f2b38077cb368886a5ad5eefd39414a0.jpg,Вафельница Sirman PD WAFER,PD WAFFLE,68262,RUB,Нет,Sirman,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/49714,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/49714"">Sirman PD WAFER</a> </b>используется на предприятиях общественного питания и торговли для выпекания бельгийских и венских вафель в форме сердечек. Модель оснащена 2 регулируемыми термостатами, армированными нагревательными элементами и 2 рабочими поверхностями, которые можно регулировать отдельно друг от друга.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемые верхние плиты</li>
<li>Корпус из нержавеющей стали</li>
<li>Плита из чугуна со стеклокерамической обработкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: то 0 до 300 °C</li>
<li>Габариты в упаковке: 560x430x270 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Механический таймер</li>
</ul>",49714,220 В,3 кВт,515 мм,435 мм,235 мм,,Италия,,,0,https://entero.ru/manuals/27162/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20Sirman%20PD%20WAFER.pdf;https://entero.ru/manuals/45531/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20PD%20WAFER.jpg;https://entero.ru/manuals/72751/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,34 кг,,,2,10,"бельгийские, венские, сердечки"
https://cdn.entero.ru/mp@2x/8b/11/8b117eaac8f5685517327412b050bddc.jpg;https://cdn.entero.ru/mp@2x/9f/3a/9f3a3707bf16d54345b6a511fa9021b2.jpg;https://cdn.entero.ru/mp@2x/16/e5/16e51e8df8e201e0532895e3328d9348.jpg;https://cdn.entero.ru/mp@2x/46/bc/46bcfdeba38dbd46aa80908c54f75805.jpg;https://cdn.entero.ru/mp@2x/49/9b/499b2b8171d53c49b0f07caa9e01a894.jpg;https://cdn.entero.ru/mp@2x/27/d9/27d9763d101e69bfb57473feb6bef3bb.jpg,Вафельница Waring WWCM200E,WRWWCM200E,72698,RUB,Нет,Waring,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/78215,"<p>Вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78215""><b class=""b"">Waring WWCM200</b></a> используется на предприятиях общественного питания и торговли для выпекания конических вафель. Рабочие поверхности покрыты тройным антипригарным покрытием для простого извлечения готовых вафель и легкой очистки пластин. Вмонтированные в пластины нагревательные элементы обеспечивают точный контроль температуры и равномерное распределение тепла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемая температура приготовления</li>
<li>Литой корпус</li>
<li>Звуковое оповещение готовности</li>
<li>LED-индикатор нагрева до необходимой температуры</li>
<li>LED-индикатор питания</li>
</ul>",78215,220 В,1.4 кВт,280 мм,432 мм,242 мм,,США,,,0,https://entero.ru/manuals/51298/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Waring%20WWCM200%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,6.9 кг,120 шт./ч,,2,,"круглые, рожок, тонкие"
https://cdn.entero.ru/mp@2x/3f/f1/3ff1a90be36a32d8302107a6d464443e.jpg,Вафельница Tatra TWI 2 TIAMO,Вафельница Tatra TWI 2 TIAMO,73034,RUB,Нет,Tatra,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/265193,"<p>Вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265193""><b class=""b"">Tatra​ TWI 2 TIAMO </b></a>предназначена для выпечки вафель в форме сердца на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с терморегулятором, 2 зонами выпечки с независимым управлением, емкостью для сбора жира и индикаторами питания и нагрева. Корпус выполнен из нержавеющей стали, несъемные рабочие поверхности - из чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер вафли: 132х125х24 мм</li>
<li>Температурный режим: от 50 до 300 °C</li>
</ul>",265193,220 В,4.4 кВт,600 мм,440 мм,320 мм,46 кг,Турция,1,700x540x420 мм,0,https://entero.ru/manuals/418143/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TWI%202%20TIAMO.pdf;https://entero.ru/manuals/328437/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TWI%202.pdf;https://entero.ru/manuals/418145/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/418323/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/473796/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TWI%202%20TIAMO.pdf;https://entero.ru/manuals/509568/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,44 кг,,,2,8,сердечки
https://cdn.entero.ru/mp@2x/30/23/302303582c94f93f121d4231ea96d594.jpg,Вафельница Krampouz WECAEC,Вафельница Krampouz WECAEC,98780,RUB,Нет,Krampouz,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/54244,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/54244"">Krampouz WECAEC</a></b> используется для приготовления венских вафель в кондитерских, кафе или на специализированных торговых точках. Благодаря пластинам из чугуна поверхности прогреваются равномерно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Угол раскрытия: 90°</li>
<li>Тип вафель: 4х6 L</li>
<li>Корпус из нержавеющей стали</li>
<li>Высокая теплоизоляция элементов</li>
<li>Аналоговая панель управления: термостат и световые индикаторы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер вафель: 151х95х33 мм</li>
<li>Диапазон температур: 50-300 °С</li>
<li>Время нагрева 12-13 мин.</li>
<li>Время приготовления вафель весом 70 г: 3-4 мин при температуре 180 °С</li>
</ul>",54244,220 В,1.4 кВт,260 мм,315 мм,220 мм,,Франция,,,0,,,,16 кг,,,1,2,"венские, прямоугольные"
https://cdn.entero.ru/mp@2x/be/96/be96a2cabe7ddf6259f3baeb9c7ea5a8.jpg,Форма для тарталетницы Pavoni COOKMATIC F,Форма для тарталетницы Pavoni COOKMATIC F,103372,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/22530,"<p>Формы для выпечки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/22530""><b class=""b"">Cookmatic F</b></a> станут отличным дополнением к машине для тарталеток. Антипригарное покрытие у контактирующих с продуктами элементов. Один комплект одной формы состоит из верхней и нижней алюминиевой пластины, каждая пластина имеет размер 350х380 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>8 ячеек круглой формы</li>
<li>Диаметр верхней части ячейки 90 мм</li>
<li>Диаметр нижней части ячейки 62 мм</li>
<li>Высота ячейки 25 мм</li>
</ul>",22530,,,,,,,,,,0,,,,,,,,,
https://cdn.entero.ru/mp@2x/f4/ad/f4ad3ceefbaea566ad96ad980eda4f54.jpg,Вафельница Roller Grill GED 40,Вафельница Roller Grill GED 40,128261,RUB,Нет,Roller Grill,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/20290,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20290"">Roller Grill GED 40</a></b> используется в домашних условиях, на предприятиях общественного питания и торговли для выпекания тонких вафель с мелким рисунком. Модель оснащена съемным поддоном для сбора избыточного теста. Корпус выполнен из нержавеющей стали, поверхность - из чугуна, ручки - из термостойкого материала.</p>

<p>В комплект поставки входит специальная вилка для вафель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 термостата</li>
<li>4 сигнальные лампы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 0 до 300 °C</li>
<li>Время приготовления: 2,5 мин.</li>
</ul>",20290,220 В,3.2 кВт,550 мм,440 мм,230 мм,,Франция,,,0,https://entero.ru/manuals/20610/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/417295/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20GED%2040.pdf,133605,,38 кг,,,2,2,"квадратные, тонкие, трубочки"
