Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Количество уровней,Вес (с упаковкой),Центрифуга для зелени
https://cdn.entero.ru/mp@2x/4f/bc/4fbc95600bdb84faa850ed20e1707292.jpg,Центрифуга для сушки зелени Dynamic EM98 E003,Сушилка для салата (электрическая) EM98 E003,54788,RUB,Нет,Dynamic,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/62641,"<p>Сушилка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/62641""><b class=""b"">Dynamic EM 98E003</b></a> предназначена для удаления воды из салата и других листовых овощей на предприятиях общественного питания. Устройство позволит сократить время, затрачиваемое на приготовление блюд с использованием вышеуказанных ингредиентов.</p>

<p>Прибор оснащен влагозащищенным электрическим приводом, начинающим свою работу при непрерывном нажатии специальной кнопки. В нижней части центрифуги располагается силиконовая трубка, посредством которой осуществляется вывод лишней воды. Корпус сушилки выполнен из высокопрочного полипропилена.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая загрузка: 3-5 головок салата</li>
<li>Время сушки: 1 мин.</li>
<li>Объем сушильного барабана: 20 л</li>
<li>Скорость вращения: 500 об/мин.</li>
<li>Габариты в упаковке: 500х500х680 мм</li>
</ul>",62641,,220 В,0.2 кВт,0.2 мм,430 мм,430 мм,,,,0,https://entero.ru/manuals/30582/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Dynamic.pdf,57071,,630 кг,Франция,,,8.3 кг,Да
https://cdn.entero.ru/mp@2x/fb/f1/fbf1d0260cb3cb311ebb570fb67c690f.jpg;https://cdn.entero.ru/mp@2x/46/62/46623cd6668ff8448f1d1683182c15e9.jpg;https://cdn.entero.ru/mp@2x/e0/ac/e0ac4f9de9d11c49f2d741844c506edd.jpg;https://cdn.entero.ru/mp@2x/c9/8b/c98b091d9db5f24af76d0170bf642917.jpg;https://cdn.entero.ru/mp@2x/52/92/529237bbaed594324c2d82a37067ec9f.jpg,Центрифуга для сушки зелени Kocateq WF20E,Сушилка для салата (электрическая) WF20E,58912,RUB,Нет,Kocateq,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/329634,"<p>Центрифуга для сушки салата <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/329634"">Kocateq WF20E</a></b> используется на предприятиях общественного питания и торговли для сушки и удаления воды из зелени, шпината, салатов и других листовых овощей. Модель оснащена электрическим приводом, механической панелью управления и трубкой для отвода воды. Корпус и корзина выполнены из нержавеющей стали, трубка - из силикона, ножки - из резины.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер до 5 мин.</li>
<li>Кнопка аварийной остановки</li>
<li>Прозрачная крышка для контроля за процессом сушки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 4 кг салата</li>
<li>Объем: 20 л</li>
<li>Скорость вращения: 500 об/мин.</li>
<li>Внутренний размер корзины: 300х288 мм</li>
<li>Диаметр трубки: 35 мм</li>
<li>Габариты в упаковке: 515х660х855 мм</li>
</ul>",329634,,220 В,0.25 кВт,450 мм,560 мм,750 мм,52 кг,1,515x660x855 мм,0,https://entero.ru/manuals/391259/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Южная Корея,,,Да
https://cdn.entero.ru/mp@2x/aa/cf/aacfd8e11282854e36cf2cf33c441949.jpg,Сушилка для зелени Paderno 49888-20,Сушилка для салата 49888-20,14744,RUB,Нет,Paderno,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/99975,"<p>Центрифуга для сушки зелени <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/99975"">Paderno 49888-20</a></b> используется на предприятиях общественного питания и торговли для сушки и удаления воды из зелени, шпината, салатов и других листовых овощей. Изделие имеет ручной привод для максимально нежного обращения с продуктами. Центрифуга выполнена из полипропилена.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 25 л</li>
</ul>

<p><em>* Размеры указаны без учета длины ручки.</em></p>",99975,,,,430 мм,430 мм,520 мм,,,,0,https://entero.ru/manuals/91318/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Paderno%202016%20_%202017%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,16026,,,,Италия,,,Да
https://cdn.entero.ru/mp@2x/5a/95/5a95b76bb767c20bf91d84582a41386e.jpg,Центрифуга для сушки зелени Kocateq WF35E,Сушилка для салата (электрическая) WF35E,92399,RUB,Нет,Kocateq,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/329422,"<p>Центрифуга для сушки салата <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/329422"">Kocateq WF35E</a></b> используется на предприятиях общественного питания и торговли для сушки и удаления воды из зелени, шпината, салатов и других листовых овощей. Модель оснащена электрическим приводом, механической панелью управления и трубкой для отвода воды. Корпус и корзина выполнены из нержавеющей стали, трубка - из силикона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер до 5 мин.</li>
<li>Кнопка аварийной остановки</li>
<li>Прозрачная крышка для контроля за процессом сушки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 7 кг салата</li>
<li>Объем: 35 л</li>
<li>Скорость вращения: 500 об/мин.</li>
<li>Габариты в упаковке: 747х617х956 мм</li>
</ul>",329422,,220 В,0.37 кВт,705 мм,545 мм,910 мм,77 кг,1,617x747x956 мм,0,https://entero.ru/manuals/391122/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,"Италия, Южная Корея",,,
https://cdn.entero.ru/mp@2x/11/fc/11fc581939f155c57971a3237723b476.jpg,Сушилка для овощей и фруктов Abat ШС-32-1-01,Дегидратор ШС-32-1-01 краш / 71000000383,165407,RUB,Нет,Abat,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/225534,"<p>Дегидратор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225534""><b class=""b"">Abat ШС-32-1-01</b></a> предназначен для сушки трав, фруктов, овощей, ягод, макаронных изделий, мясных продуктов, приготовления пастилы и йогурта на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления, ТЭН-ами различной мощности, 4 вентиляторами и колесами с функцией стопорения. Корпус выполнен из окрашенного металла.</p>

<p>В комплект поставки входят 32 решетки и емкость для сбора воды из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Установка продолжительности сушки / приготовления </li>
<li>Горизонтальный обдув продуктов - поток воздуха движется от задней стенки по направлению к двери, равномерно прогревая продукт, не смешивая запахи на разных уровнях</li>
<li>Универсальные направляющие для установки емкостей стандартных типоразмеров </li>
<li>Дверь с термостойким обзорным окном </li>
<li>Вентиляционные отверстия на двери</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность ТЭН-ов: 3 кВт​</li>
<li>Полезный объем: 0,29 м<sup>3</sup></li>
<li>Время работы по таймеру: 24 ч</li>
<li>Вместимость продуктов: 60 кг</li>
<li>Количество устанавливаемых полок или гастроемкостей: <br>
EN 1/1 (600х400) / GN-1/1 (530х325), шт: 32</li>
<li>Нагрузка на емкость: 2 кг</li>
</ul>",225534,от 30 до 85 °С,220 В,3.13 кВт,435 мм,870 мм,1426 мм,,,,0,https://entero.ru/manuals/272248/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%A8%D0%A1-32-1-01.pdf;https://entero.ru/manuals/272249/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%A8%D0%A1-32-1-01.pdf;https://entero.ru/manuals/272250/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,175965,,60 кг,Россия,Россия,32,,
https://cdn.entero.ru/mp@2x/a5/06/a5061e5b604ecf9f4d758f316d036d59.jpg;https://cdn.entero.ru/mp@2x/91/ce/91cec50163d89f4d18ca7bb6c20015e8.jpg,Сушилка для зелени Pavoni GREENMATIC-12,Сушилка для салата GREENMATIC-12,12344,RUB,Нет,Pavoni,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/98169,"<p>Сушилка-центрифуга <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/98169"">Pavoni GREENMATIC-12</a></b> используется на предприятиях пищевой промышленности и общественного питания для сушки и удаления воды из зелени, шпината, салатов и других листовых овощей. Корпус выполнен из полипропилена, полиамида и пластмассы ABS, детали - из алюминия и нержавеющей стали, шестерни - из противоударной износостойкой термопластичной смолы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной привод для максимально нежного обращения с продуктами</li>
<li>Лишняя вода выходит через трубку, расположенную в нижней части центрифуги</li>
<li>Можно мыть в посудомоечной машине</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 12 л</li>
</ul>

<p><em>* Размеры указаны без учета длины ручки.</em></p>",98169,,,,330 мм,330 мм,430 мм,,,,0,https://entero.ru/manuals/91773/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,13132,,2.8 кг,,Италия,,,Да
https://cdn.entero.ru/mp@2x/c3/48/c34885012caef0a645f7febfb3ab5923.jpg;https://cdn.entero.ru/mp@2x/82/17/8217e453e6a8406b6fbd7655982e9728.jpg;https://cdn.entero.ru/mp@2x/f1/d0/f1d035d615cb54bc440b972287531a3a.jpg;https://cdn.entero.ru/mp@2x/e5/da/e5dac36d560aaeb35277b24548d1ec40.jpg;https://cdn.entero.ru/mp@2x/f0/7b/f07be84246513710da736fd0bad9a8e3.jpg;https://cdn.entero.ru/mp@2x/02/ad/02ad2111a5b75a4b877a00641ca265ab.jpg;https://cdn.entero.ru/mp@2x/dd/a1/dda1d0cdcf0f8cbfe838bb41211eeb6b.jpg,Дегидратор Libhof FDT-18,Дегидратор Libhof FDT-18,47999,RUB,Нет,,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/365944,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365944"">Libhof FDT-18</a></b> используется для сушки овощей, фруктов, ягод, грибов и трав, а также вяления рыбы, расстойки теста, приготовления сухариков, пастилы и йогурта на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена камерой с 18 уровнями направляющих для размещения поддонов, расположенными в задней стенке 2 вентиляторами и нагревательными элементами, левосторонней распашной дверью с вертикальной рукояткой, обзорным остеклением, кабелем питания, расположенным на верхней фронтальной панели блоком управления с сенсорной клавиатурой и светодиодным цифровым дисплеем. Корпус, решетчатые и сетчатые поддоны выполнены из высококачественной нержавеющей стали, лотки для пастилы – из силикона.</p>

<p>В комплект поставки входят 10 съемных решетчатых поддонов, 4 поддона с мелкоячеистой сеткой для трав и ягод, 6 лотков для пастилы, инструкция по эксплуатации и гарантийный талон.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Горизонтальный обдув с равномерным распределением тепла</li>
<li>Регулировка температуры</li>
<li>Таймер для настройки длительности процесса</li>
<li>Цифровая индикация температуры в градусах Цельсия или Фаренгейта и настроек таймера</li>
<li>Интегрированные в клавиши сигнальные светодиодные индикаторы работы</li>
<li>Автоматическое отключение при перегреве</li>
<li>Простое управление благодаря легким прикосновениям и интуитивно понятному меню</li>
<li>Большое смотровое окно для визуального контроля процесса</li>
<li>Надежная фиксация двери с помощью петельных защелок с удобным механизмом</li>
<li>Съемный лоток для сбора капель</li>
<li>Рекомендации температурного диапазона для различных продуктов</li>
<li>Возможность мойки поддонов в посудомоечной машине</li>
<li>Колеса со стопорными ограничителями и интегрированные в боковые стенки рукоятки для удобства транспортировки</li>
<li>Класс электрозащиты: I</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Минимальный шаг регулировки температуры: 5 °С</li>
<li>Максимальная заданная длительность: 24 ч</li>
<li>Минимальный шаг регулировки заданной длительности: 30 мин.</li>
<li>Максимальный уровень шума: 45 дБ</li>
<li>Максимальная нагрузка: 15 кг</li>
<li>Объем камеры: 94 л</li>
<li>Длина кабеля питания: 1500 мм</li>
<li>Габариты поддонов: 398x398 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>​Лотки силиконовые для пастилы:
<ul>
<li><a href=""https://entero.ru/item/365947"">365х365 мм (6 шт.)</a></li>
<li><a href=""https://entero.ru/item/365948"">278х278 мм (6 шт.)</a></li>
<li><a href=""https://entero.ru/item/365949"">250х250 мм (6 шт.)</a></li>
</ul>
</li>
</ul>",365944,от 20 до 90 °С,220 В,1.8 кВт,545 мм,432 мм,750 мм,29.8 кг,1,650x520x820 мм,0,https://entero.ru/manuals/476835/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Libhof%20FDT-18.pdf;https://entero.ru/manuals/476840/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2.pdf;https://entero.ru/manuals/499759/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,51612,,27.5 кг,Словакия,,18,,
https://cdn.entero.ru/mp@2x/b6/f6/b6f619660e9b2245e10c1f4940abaa12.jpg;https://cdn.entero.ru/mp@2x/ff/46/ff4652a2d7da0a7a072f6a947005483a.jpg;https://cdn.entero.ru/mp@2x/55/fe/55fe901bff1d2e98b98bf6739ce50c2d.jpg;https://cdn.entero.ru/mp@2x/c2/bc/c2bcc58c4379e7b02bf3cdc5f0cb0f8d.jpg;https://cdn.entero.ru/mp@2x/81/74/8174efc0e56d916fd5bdce1f79a8666b.jpg;https://cdn.entero.ru/mp@2x/db/81/db81548bab505254cc4805239f393299.jpg;https://cdn.entero.ru/mp@2x/ee/a4/eea40196f2a7c38e7672579bda12ae23.jpg;https://cdn.entero.ru/mp@2x/ad/84/ad84d932f7d774e6df3cb1f8663d9f96.jpg;https://cdn.entero.ru/mp@2x/29/26/2926b6354d0c68990c158a588ccbfbd0.jpg,Сушилка для овощей и фруктов Libhof FDT-32D,Дегидратор FDT-32D libfdt32d,119999,RUB,Нет,,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/294359,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/294359"">Libhof FDT-32D</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для сушки овощей, фруктов, ягод, грибов и трав, вяления рыбы, расстойки теста, приготовления сухариков, пастилы и йогурта. Модель оснащена 2 независимыми камерами с 16 уровнями направляющих для размещения поддонов в каждой камере, распашными дверьми с вертикальными рукоятками, расположенными в задних стенках вентиляторами и нагревательными элементами, кабелем питания и электромеханическими панелями управления. Корпус и поддоны выполнены из высококачественной нержавеющей стали.</p>

<p>В комплект поставки входят 32 съемных решетчатых поддона, мелкоячеистая сетка, 8 лотков для пастилы и инструкция по эксплуатации.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Горизонтальный обдув с равномерным распределением тепла</li>
<li>Регулировка температуры и длительности процесса с помощью поворотных переключателей</li>
<li>Выключатели колыбельного типа</li>
<li>Светодиодные индикаторы питания и активации таймеров</li>
<li>Автоматическое отключение при перегреве</li>
<li>Простое управление благодаря интуитивно понятному меню</li>
<li>Смотровые окна с прозрачным остеклением для визуального контроля процесса</li>
<li>Рекомендации температурного диапазона для различных продуктов </li>
<li>Съемные лотки для сбора капель</li>
<li>Надежная фиксация дверей с помощью петельных защелок</li>
<li>4 поворотных ролика для удобства транспортировки</li>
<li>Класс электрозащиты: I</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная заданная длительность: 15 ч</li>
<li>Объем камер: 220 л</li>
<li>Уровень шума: 55 дБ</li>
<li>Максимальная загрузка: 50 кг</li>
<li>Длина кабеля питания: 2500 мм</li>
<li>Габариты поддонов: 398х398 мм</li>
</ul>",294359,от 40 до 90 °С,220 В,3.15 кВт,595 мм,420 мм,1420 мм,,,,0,https://entero.ru/manuals/357174/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Libhof%20FDT-32D.pdf;https://entero.ru/manuals/499756/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,127659,,48.3 кг,Словакия,Китай,32,,
https://cdn.entero.ru/mp@2x/26/18/2618d004c5000f0a84f272690188e918.jpg;https://cdn.entero.ru/mp@2x/9b/b9/9bb996ce9854972203e97a991b55a7af.jpg;https://cdn.entero.ru/mp@2x/88/56/8856e7965c20213fc5b7affeb6ad02cb.jpg;https://cdn.entero.ru/mp@2x/8d/a4/8da44e228196bbf3f51758b34474a3f6.jpg;https://cdn.entero.ru/mp@2x/db/30/db30c3971a47a7144fd31c613bea9cce.jpg;https://cdn.entero.ru/mp@2x/28/e8/28e87facd296006c9e959eb7e288563c.jpg,Сушилка для овощей и фруктов Libhof FDT-24,Дегидратор FDT-24 libfdt24,149999,RUB,Нет,,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/294358,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/294358"">Libhof FDT-24</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для сушки овощей, фруктов, ягод, грибов и трав, вяления рыбы, расстойки теста, приготовления сухариков, пастилы и йогурта. Модель оснащена камерой с 24 уровнями направляющих для размещения поддонов, расположенными в задней стенке вентиляторами и нагревательными элементами, 2 распашными дверьми с вертикальными рукоятками, кабелем питания и расположенной в верхней части фронта электромеханической панелью управления. Корпус и поддоны выполнены из высококачественной нержавеющей стали.</p>

<p>В комплект поставки входят 24 съемных решетчатых поддона, мелкоячеистая сетка, 8 лотков для пастилы и инструкция по эксплуатации.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Горизонтальный обдув с равномерным распределением тепла</li>
<li>Регулировка температуры и длительности процесса с помощью поворотных переключателей</li>
<li>Выключатель колыбельного типа</li>
<li>Светодиодные индикаторы питания и активации таймера</li>
<li>Автоматическое отключение при перегреве</li>
<li>Простое управление благодаря интуитивно понятному меню</li>
<li>2 смотровых окна с прозрачным остеклением для визуального контроля процесса</li>
<li>Рекомендации температурного диапазона для различных продуктов </li>
<li>Съемный лоток для сбора капель</li>
<li>Надежная фиксация дверей с помощью петельных защелок</li>
<li>4 поворотных ролика для удобства транспортировки</li>
<li>Класс электрозащиты: I</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная заданная длительность: 15 ч</li>
<li>Объем камеры: 600 л</li>
<li>Уровень шума: 65 дБ</li>
<li>Максимальная загрузка: 100 кг</li>
<li>Длина кабеля питания: 2500 мм</li>
<li>Габариты поддонов: 670х670 мм</li>
</ul>",294358,от 40 до 90 °С,220 В,5.85 кВт,880 мм,700 мм,1380 мм,151 кг,1,1020x800x1600 мм,0,https://entero.ru/manuals/357173/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Libhof%20FDT-24.pdf;https://entero.ru/manuals/499757/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,95 кг,Словакия,Китай,24,,
https://cdn.entero.ru/mp@2x/b2/53/b2532059d00534d87bbe51a6acc1d527.jpg,Сушилка для овощей и фруктов Abat ШС-32-2В-01,Дегидратор ШС-32-2В-01 краш / 71000000382,194205,RUB,Нет,Abat,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/225536,"<p>Дегидратор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225536""><b class=""b"">Abat ШС-32-2В-01</b></a> предназначен для сушки трав, фруктов, овощей, ягод, макаронных изделий, мясных продуктов, приготовления пастилы и йогурта на предприятиях общественного питания и торговли. Модель оснащена 2 независимыми камерами, каждая из которых с электромеханической панелью управления, механическим таймером времени и функцией отключения работы, ТЭН-ами различной мощности, 4 вентиляторами и колесами с функцией стопорения. Корпус выполнен из окрашенного металла.</p>

<p>В комплект поставки входят 32 решетки и 2 емкости для сбора воды из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Аварийный термостат для защиты от перегрева </li>
<li>Горизонтальный обдув продуктов - поток воздуха движется от задней стенки по направлению к двери, равномерно прогревая продукт, не смешивая запахи на разных уровнях</li>
<li>Универсальные направляющие для установки емкостей стандартных типоразмеров </li>
<li>Двери с термостойким обзорным окном </li>
<li>Вентиляционные отверстия на двери</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность ТЭН-ов: 3 кВт​</li>
<li>Полезный объем: 0,29 м<sup>3</sup></li>
<li>Время работы по таймеру: 24 ч</li>
<li>Вместимость продуктов: 60 кг</li>
<li>Количество устанавливаемых полок или гастроемкостей:<br>
EN 1/1 (600х400) / GN-1/1-20 (530х325), шт: 32</li>
<li>Нагрузка на емкость: 2 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Гастронормированные емккости GN 1/1</li>
<li>Решетки для подвешивания продуктов с крючками </li>
</ul>",225536,от 30 до 85 °С,220 В,3.13 кВт,435 мм,870 мм,1426 мм,,,,0,https://entero.ru/manuals/272254/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%A8%D0%A1-32-2%D0%92-01.pdf;https://entero.ru/manuals/272257/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%A8%D0%A1-32-2%D0%92-01.pdf;https://entero.ru/manuals/272256/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,61 кг,Россия,Россия,32,,
https://cdn.entero.ru/mp@2x/1b/c4/1bc4a907fbd430ef1f02a484cad5f068.jpg;https://cdn.entero.ru/mp@2x/db/27/db278142efd037541bce4fee4a33b8c5.jpg;https://cdn.entero.ru/mp@2x/78/a2/78a262489d640462762a7d52bf740215.jpg,Сушилка для овощей и фруктов Abat ШС-32-2В-03,Дегидратор ШС-32-2В-03 нерж / 71000000379,202675,RUB,Нет,Abat,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/225537,"<p>Дегидратор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225537""><b class=""b"">Abat ШС-32-2В-03</b></a> предназначен для сушки трав, фруктов, овощей, ягод, макаронных изделий, мясных продуктов, приготовления пастилы и йогурта на предприятиях общественного питания и торговли. Модель оснащена 2 независимыми камерами, каждая из которых с электромеханической панелью управления, механическим таймером времени и функцией отключения работы, ТЭН-ами различной мощности, 4 вентиляторами и колесами с функцией стопорения. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 32 решетки и 2 емкости для сбора воды из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Аварийный термостат для защиты от перегрева </li>
<li>Горизонтальный обдув продуктов - поток воздуха движется от задней стенки по направлению к двери, равномерно прогревая продукт, не смешивая запахи на разных уровнях</li>
<li>Универсальные направляющие для установки емкостей стандартных типоразмеров </li>
<li>Двери с термостойким обзорным окном </li>
<li>Вентиляционные отверстия на двери</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность ТЭН-ов: 3 кВт​</li>
<li>Полезный объем: 0,29 м<sup>3</sup></li>
<li>Время работы по таймеру: 24 ч</li>
<li>Вместимость продуктов: 60 кг</li>
<li>Количество устанавливаемых полок или гастроемкостей:<br>
EN 1/1 (600х400) / GN-1/1-20 (530х325), шт: 32</li>
<li>Нагрузка на емкость: 2 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Гастронормированные емккости GN 1/1</li>
<li>Решетки для подвешивания продуктов с крючками </li>
</ul>",225537,от 30 до 85 °С,220 В,3.13 кВт,435 мм,870 мм,1426 мм,,,,0,https://entero.ru/manuals/272258/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%A8%D0%A1-32-2%D0%92-01.pdf;https://entero.ru/manuals/272260/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%A8%D0%A1-32-2%D0%92-01.pdf;https://entero.ru/manuals/272259/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,213342,,61 кг,Россия,Россия,32,,
