Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Конструкция,Загрузка,Объем бункера
https://cdn.entero.ru/mp@2x/8a/3a/8a3a2495dbefaff6fb5f85dfd70cd766.jpg,Фаршемешалка Kocateq FME20T,Фаршемешалка Kocateq FME20T,20248,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/119885,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119885"">Kocateq FME20T</a> </b>используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Модель оснащена ручным приводом и крышкой с отверстием для добавления соусов в процессе перемешивания. Съемный шнек и корпус выполнены из нержавеющей стали.</p>

<p>В комплект поставки входит съемная ручка.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Съемная мешалка</li>
<li>Опрокидывающаяся емкость для смешивания </li>
<li>Подключается к приводу G8</li>
<li>Регулируемые по высоте нескользящие ножки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 250х300х300 мм</li>
<li>Толщина стали емкости для смешивания: 2 мм</li>
<li>Габариты в упаковке: 420х290х410 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена аналогичная модель другого размера.</span></em></p>",119885,механическая,,,420 мм,250 мм,360 мм,,,,0,https://entero.ru/manuals/123341/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278878/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20FME20T.pdf,21540,,,,Южная Корея,настольная,,20 л
https://cdn.entero.ru/mp@2x/eb/12/eb1234cc2fba4a7b4b5a384b632fb711.jpg;https://cdn.entero.ru/mp@2x/6a/5f/6a5f0592353d7c2140578db794ccde7a.jpg;https://cdn.entero.ru/mp@2x/0e/71/0e713411d0b25d67aa046c07e7172594.jpg;https://cdn.entero.ru/mp@2x/cb/eb/cbeb2fa70d0e18dc4bbae75bf23fa461.jpg,Фаршемешалка Kocateq FDH40,Фаршемешалка Kocateq FDH40,30115,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/119887,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119887"">Kocateq FDH40</a> </b>используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Модель оснащена ручным приводом и крышкой с отверстием для добавления соусов в процессе перемешивания. Съемные шнеки и корпус выполнены из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>2 съемные мешалки</li>
<li>Не подключается к электрическому приводу</li>
<li>Регулируемые по высоте нескользящие ножки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 320х380х380 мм</li>
<li>Толщина стали емкости для смешивания: 2 мм</li>
<li>Габариты в упаковке: 490х390х500 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена аналогичная модель другого размера.</span></em></p>",119887,механическая,,,470 мм,350 мм,450 мм,,,,0,https://entero.ru/manuals/123343/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278885/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20FDH40.pdf,,,,,Южная Корея,настольная,,40 л
https://cdn.entero.ru/mp@2x/79/8d/798d9215a0f9d4409d2022ad8f04da60.jpg;https://cdn.entero.ru/mp@2x/c2/23/c22351e65b73dd6e6941eca9463958be.jpg;https://cdn.entero.ru/mp@2x/82/c3/82c31c14b14219d4e19cf613a8c00c45.jpg;https://cdn.entero.ru/mp@2x/d4/74/d474c9e4d086960657c253d240527e4c.jpg,Фаршемешалка Kocateq FME50T,Фаршемешалка Kocateq FME50T,30520,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/193033,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/193033"">Kocateq FME50T</a> </b>используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Модель оснащена ручным приводом, съемной осью с 4 лопастями и крышкой с отверстием для добавления соусов в процессе перемешивания. Съемный шнек и корпус выполнены из нержавеющей стали.</p>

<p>В комплект поставки входит съемная ручка.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Съемная мешалка</li>
<li>Может подключаться к приводу G22</li>
<li>Регулируемые по высоте нескользящие ножки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры емкости для смешивания: 320x450x450 мм</li>
<li>Толщина стали:
<ul>
<li>Емкость для смешивания: 2 мм</li>
<li>Съемная ось: 3 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 385x610x510 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена аналогичная модель другого размера.</span></em></p>",193033,механическая,,,550 мм,350 мм,460 мм,,,,0,https://entero.ru/manuals/278882/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20FME50T.pdf,32817,,,,Южная Корея,настольная,,50 л
https://cdn.entero.ru/mp@2x/83/b1/83b1b1e758700e16e3f6bbcfb5cb9fbe.jpg;https://cdn.entero.ru/mp@2x/1f/c3/1fc3832a864b7be559d138b0b4d58fbc.jpg;https://cdn.entero.ru/mp@2x/68/10/68109247c0016077bcde4d0f12d698c1.jpg;https://cdn.entero.ru/mp@2x/e8/3e/e83e4bc2369b8bdb81de52df12cab35f.jpg,Фаршемешалка Kocateq FDH50,Фаршемешалка Kocateq FDH50,33707,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/119888,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119888"">Kocateq FDH50</a> </b>используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Модель оснащена ручным приводом и крышкой с отверстием для добавления соусов в процессе перемешивания. Съемные шнеки и корпус выполнены из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>2 съемные мешалки</li>
<li>Не подключается к электрическому приводу</li>
<li>Регулируемые по высоте нескользящие ножки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 320х450х450 мм</li>
<li>Толщина стали емкости для смешивания: 2 мм</li>
<li>Габариты в упаковке: 570х385х510 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена аналогичная модель другого размера.</span></em></p>",119888,механическая,,,540 мм,350 мм,460 мм,,,,0,https://entero.ru/manuals/123344/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278886/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20FDH50.pdf,35111,,,,Южная Корея,настольная,,50 л
https://cdn.entero.ru/mp@2x/61/33/6133401b1296da4b1719598503111562.jpg;https://cdn.entero.ru/mp@2x/6f/7e/6f7e3ebfe35f3feb7586761de0716e04.jpg;https://cdn.entero.ru/mp@2x/20/04/2004908342dccce114c0bafd1d241a3f.jpg;https://cdn.entero.ru/mp@2x/70/61/7061d2b7cdf22c9aabc47570230f2a94.jpg,Фаршемешалка Kocateq FDH60,Фаршемешалка Kocateq FDH60,36936,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/119889,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119889"">Kocateq FDH60</a> </b>используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Модель оснащена ручным приводом и крышкой с отверстием для добавления соусов в процессе перемешивания. Съемные шнеки и корпус выполнены из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>2 съемные мешалки</li>
<li>Не подключается к электрическому приводу</li>
<li>Регулируемые по высоте нескользящие ножки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 350х450х450 мм</li>
<li>Толщина стали емкости для смешивания: 2 мм</li>
<li>Габариты в упаковке: 540х380х475 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена аналогичная модель другого размера.</span></em></p>",119889,механическая,,,565 мм,405 мм,550 мм,,,,0,https://entero.ru/manuals/123345/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278887/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20FDH60.pdf,40148,,,,Южная Корея,настольная,,60 л
https://cdn.entero.ru/mp@2x/73/9d/739dce6a4fcf6b2f9c5f23b0b34e4d6a.jpg,Фаршемес ПищТех ФМ-25 НН,Фаршемес ПищТех ФМ-25 НН,124593,RUB,Нет,ПищТех,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/339945,"<p>Фаршемес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/339945"">ПищТех ФМ-25 НН</a> </b>используется на предприятиях общественного питания и торговли для смешивания различных видов фарша с дополнительными компонентами - приправами, специями, красителями и другими добавками, предусмотренными рецептурой или технологической картой. Модель оснащена опрокидываемой дежой. Оборудование выполнено из пищевой нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручное опрокидывание дежи</li>
<li>Функция реверса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li> Скорость вращения месильного органа: 30 об./мин.</li>
</ul>",339945,механическая,220 В,1.5 кВт,637 мм,470 мм,693 мм,,,,0,https://entero.ru/manuals/421888/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85%20%D0%A4%D0%9C-25%20%D0%9D%D0%9D.pdf;https://entero.ru/manuals/422657/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,132546,,92 кг,,Россия,напольная,25 кг,39 л
https://cdn.entero.ru/mp@2x/55/7f/557f68219da101c714306a41c5f087b8.jpg,Фаршемешалка Kocateq BX35A,Фаршемешалка Kocateq BX35A,143892,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/58843,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58843"">Kocateq BX35A</a></b> используется на предприятиях общественного питания и торговли для равномерного перемешивания измельченных продуктов для приготовления различных начинок, салатов, фарша и перемешивания сухих фруктов, орехов и трав. Чаша, рабочие механизмы и корпус выполнены из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Решетчатая крышка рабочей емкости с датчиком защиты, отключающим привод при поднимании (не полном закрывании) крышки, с одной стороны, исключает попадание рук оператора в зону работы мешалки, с другой стороны, позволяет визуально контролировать процесс и добавлять ингредиенты в процессе работы без остановки</li>
<li>Емкость с механизмом опрокидывания максимально облегчает разгрузку миксера по окончании процесса перемешивания</li>
<li>Перемешивание посредством горизонтальной мешалки с двумя парами лопаток</li>
<li>Разборная конструкция</li>
<li>4 колеса, 2 из которых с тормозами</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 780x590x1170 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена аналогичная модель другого размера.</span></em></p>",58843,электрическая,220 В,0.75 кВт,700 мм,510 мм,1100 мм,,,,0,https://entero.ru/manuals/111477/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278872/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20BX35A.pdf,,,,,Южная Корея,напольная,,35 л
https://cdn.entero.ru/mp@2x/ed/ba/edba84a5441cc29d60fb3781e7403e61.jpg,Фаршемешалка Apach AMK100 PRO 220В,amk100 1ф,584851,RUB,Нет,Apach,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/250775,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250775""><b class=""b"">Apach AMK100</b></a> используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Вымешивающее устройство лопастного типа позволяет получить фарш однородной консистенции. Модель оснащена защитной крышкой с микровыключателем для блокировки работы при открывании. Корпус и съемная лопасть выполнены из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество лопастей: 2</li>
<li>Скорость вращения:
<ul>
<li>Лопасти: 28 об/мин.</li>
<li>Двигатель: 1400 об/мин.</li>
</ul>
</li>
<li>Размеры дежи: 790x500x380 мм</li>
<li>Габариты в упаковке: 670x1210x940 мм</li>
</ul>",250775,электрическая,220 В,1.5 кВт,1160 мм,570 мм,1040 мм,,,,0,https://entero.ru/manuals/307669/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20AMK100%20PRO%20220%D0%92.pdf;https://entero.ru/manuals/521850/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,635708,,110 кг,,Италия,напольная,от 17 до 100 кг,
https://cdn.entero.ru/mp@2x/e0/28/e02865b9a855170e9f8fec523a05dc6a.jpg,Фаршемешалка Kocateq FME30,Фаршемешалка Kocateq FME30,19723,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/119883,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119883"">Kocateq FME30</a> </b>используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Модель оснащена ручным приводом и крышкой с отверстием для добавления соусов в процессе перемешивания. Съемный шнек и корпус выполнены из нержавеющей стали.</p>

<p>В комплект поставки входит съемная ручка.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Съемная мешалка</li>
<li>Подключается к приводу G12</li>
<li>Регулируемые по высоте нескользящие ножки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 280х340х340 мм</li>
<li>Толщина стали емкости для смешивания: 2 мм</li>
<li>Габариты в упаковке: 495х335х465 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена аналогичная модель другого размера.</span></em></p>",119883,механическая,,,440 мм,310 мм,400 мм,,,,0,https://entero.ru/manuals/123339/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278876/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20FME30.pdf,,,,,Южная Корея,настольная,,30 л
https://cdn.entero.ru/mp@2x/a9/74/a97410f1490eac62e4931bb54f88fea4.jpg,Фаршемешалка Assum BX35A,Фаршемешалка Assum BX35A,172585,RUB,Нет,Assum,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/92621,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92621"">Assum BX35A</a> </b>используется на предприятиях общественного питания и торговли для перемешивания мясного и овощного фарша. Модель оснащена электромеханической панелью управления и вращающающимися лопатками, меняющими угол наклона. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Цепная передача на деже</li>
<li>Ременная передача на двигателе</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 800х580х1140 мм</li>
</ul>",92621,электрическая,220 В,0.75 кВт,720 мм,510 мм,1050 мм,,,,0,https://entero.ru/manuals/490650/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,136 кг,,Китай,напольная,,50 л
https://cdn.entero.ru/mp@2x/ea/f8/eaf8013d21c06be187fc67911c8f0b15.jpg;https://cdn.entero.ru/mp@2x/30/9c/309c768bef47054235cc34da8e45f0a6.jpg;https://cdn.entero.ru/mp@2x/ac/48/ac4835fe36a6077cdc82f2e6f5a801a8.jpg;https://cdn.entero.ru/mp@2x/ed/e4/ede48db3ba0add36829839d42f30a8e9.jpg;https://cdn.entero.ru/mp@2x/43/6e/436e69dfd234c4ca3fb73dab12ca0e66.jpg;https://cdn.entero.ru/mp@2x/02/59/02593452d262ddfc90363c815e1afc57.jpg,Фаршемешалка Foodatlas BWL-100,BWL-100 (AR) Foodatlas,220417,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/94179,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94179""><b class=""b"">Foodatlas BWL-100 </b></a>используется на предприятиях общественного питания и торговли для перемешивания мясного и овощного фарша. Модель оснащена электродвигателем, мешалкой и ковшом с крышкой. Все детали, контактирующие с продуктами, выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическая выгрузка готового фарша</li>
<li>Быстро снимающийся рабочий орган</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Время замеса: 35 мин.</li>
<li>Скорость миксера: 52 об/мин.</li>
</ul>",94179,электрическая,380 В,1.5 кВт,1080 мм,480 мм,1100 мм,,,,0,https://entero.ru/manuals/83125/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20BWL-100.doc,232018,,270 кг,,Китай,напольная,100 кг,130 л
https://cdn.entero.ru/mp@2x/04/f5/04f510b918475039058572686ca99d91.jpg;https://cdn.entero.ru/mp@2x/ed/a3/eda3a32f94f07f1ddf14fa1804ff0bc7.jpg,Фаршемешалка Sirman IP 50 M Y14 380В,25786 / IP50M Y14 3Ф / IP50M 07 3Ф,234262,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/58199,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58199""><b class=""b"">Sirman IP 50 M Y14</b></a> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции. Модель оснащена мощным двигателем 2 лошадиные силы и защитным микровыключателем на крышке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устройства управления IP 54 с реверсом</li>
<li>Предохранительная система зубчатой передачи с двойным сальником</li>
<li>Суппорт открываемой ёмкости для изъятия лопасти</li>
<li>Корпус из нержавеющей стали AISI 304</li>
<li>Герметичный редуктор с зубчатыми колесами на масляной бане, изготовленный из шлифованной и закаленной стали</li>
<li>Лопасть из нержавеющей стали AISI 304 легко снимается без инструментов</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер ванны: 410x480 мм</li>
<li>Габариты в упаковке: 870x840x760 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Устройства управления из нержавеющей стали IP 67</li>
<li>Низкие, средние и высокие ножки с колёсиками из нержавеющей стали</li>
<li>Воронка для добавления ингредиентов</li>
</ul>",58199,электрическая,380 В,1.46 кВт,750 мм,465 мм,595 мм,,,,0,https://entero.ru/manuals/46831/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20IP%2050%20M%20Y14.pdf;https://entero.ru/manuals/312733/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20IP%2050%20M%20Y14.pdf;https://entero.ru/manuals/46832/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20IP%2050%20M%20Y14.jpg;https://entero.ru/manuals/419728/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72822/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,249215,,59 кг,,Италия,напольная,50 кг,88 л
https://cdn.entero.ru/mp@2x/dc/19/dc1983308602c58db66e7d2ecf337d6c.jpg,Фаршемешалка Apach AMK30 220В,AMK30 1Ф,244937,RUB,Нет,Apach,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/250915,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250915""><b class=""b"">Apach AMK30 </b></a>используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Вымешивающее устройство лопастного типа позволяет получить фарш однородной консистенции. Модель оснащена крышкой с микровыключателем и функцией реверса. Корпус и съемная лопасть выполнены из нержавеющей стали AISI 304.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающего воздуха: от 5 до 40 °C</li>
<li>Допустимая влажность при 40 °C: 50% </li>
<li>Габариты емкости: 300х390 мм </li>
</ul>",250915,электрическая,220 В,1.1 кВт,680 мм,365 мм,530 мм,59 кг,1,880x565x730 мм,0,https://entero.ru/manuals/307864/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20AMK30.pdf;https://entero.ru/manuals/307868/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Apach%20AMK30.pdf;https://entero.ru/manuals/307870/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf;https://entero.ru/manuals/521846/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,257828,,49 кг,,Италия,напольная,30 кг,42 л
https://cdn.entero.ru/mp@2x/86/27/8627424ef43c71513e11577c5b4a24af.jpg;https://cdn.entero.ru/mp@2x/24/85/24851bde5769078cc307fcc1d3fda3fc.jpg,Фаршемешалка Apach AMK50 380В на высоких ножках с колесами,AMK50 3Ф,312571,RUB,Нет,Apach,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/250923,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250923""><b class=""b"">Apach AMK50 </b></a>используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Вымешивающее устройство лопастного типа позволяет получить фарш однородной консистенции. Модель оснащена крышкой с микровыключателем, функцией реверса, высокими ножками и колесами. Корпус и съемная лопасть выполнены из нержавеющей стали AISI 304.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающего воздуха: от 5 до 40 °C</li>
<li>Допустимая влажность при 40 °C: 50% </li>
<li>Габариты емкости: 410x480 мм </li>
</ul>",250923,электрическая,380 В,1.1 кВт,750 мм,455 мм,1180 мм,86 кг,1,840x850x830 мм,0,https://entero.ru/manuals/307893/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20AMK50.pdf;https://entero.ru/manuals/307895/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf;https://entero.ru/manuals/521847/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,74 кг,,Италия,напольная,50 кг,88 л
