Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Установка,Диаметр чаши,Материал ловителя,Терморегулятор
https://cdn.entero.ru/mp@2x/5b/9a/5b9a5852171a93f7b8211a0fa5bc1037.jpg,Аппарат для сахарной ваты Hualian HEC-04,Аппарат для сахарной ваты Hualian HEC-04,16793,RUB,Да,Hualian,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/125145,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/125145"">Hualian HEC-04</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена съемной чашей и выдвижным ящиком для принадлежностей. Чаша выполнена из нержавеющей стали.</p>",125145,220 В,0.9 кВт,730 мм,730 мм,510 мм,,Китай,,,0,,17493,,,4 кг/ч,настольная,730 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/9b/05/9b0511142168c02c71464db15b4ea9ba.jpg,Аппарат для сахарной ваты Hualian HEC-03C с тележкой,Аппарат для сахарной ваты Hualian HEC-03C с тележкой,20148,RUB,Да,Hualian,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/288791,"<p>Аппарат для сахарной ваты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/288791""><b class=""b"">Hualian HEC-03C</b></a> используется на предприятиях общественного питания и торговли в кинотеатрах, развлекательных центрах, парках и зонах отдыха. Модель оснащена электродвигателем, рабочей головкой с трубчатым электронагревателем (ТЭНом), термостатом и электромеханической панелью управления. Корпус выполнен из стали с антикоррозийным покрытием, чаша-ловитель цилиндрической формы – из пищевой нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность создания фигур различных размеров и форм благодаря вертикальной подаче продукта</li>
<li>Вольтметр для индикации текущего напряжения</li>
<li>Кнопки колыбельного типа с интегрированными светодиодными индикаторами питания и готовности к работе работы</li>
<li>Автоматический предохранитель для защиты от перегрузки с ручным перезапуском</li>
<li>Выдвижной ящик для хранения принадлежностей</li>
<li>Тележка с 2 большими колесами и стояночными опорами для удобства транспортировки</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный яркий дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность двигателя: 0,08 кВт</li>
<li>Длительностьприготовления 1 порции: 30 сек.</li>
<li>Рекомендуемый режим работы / перерыва: 1 ч / 20 мин.</li>
</ul>

<p> </p>",288791,220 В,0.9 кВт,945 мм,520 мм,895 мм,19 кг,Китай,1,530x530x485 мм,0,,,,,3 кг/ч,напольная,520 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/7c/b3/7cb38f1368e8917f65e0a85d274b2cc3.jpg;https://cdn.entero.ru/mp@2x/9e/29/9e296356b6f0132c901fb0165922fc5b.jpg,Аппарат для сахарной ваты RoboLabs Artist,159105,109577,RUB,Да,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/143268,"<p>Аппарат для сахарной ваты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/143268""><b class=""b"">ТТМ Artist</b></a> используется на предприятиях общественного питания и торговли. Модель оснащена регулятором точной настройки мощности, регулятором скорости вращения головы, 2 парами щеток, предохранителем и защитой регулятора настройки.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p>В комплект поставки входят пластиковый ловитель каплевидной формы и порционная ложечка для загрузки сахара.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вертикальная подача</li>
<li>Снижение вибраций на корпусе за счет пружинной подвески шасси двигателя</li>
<li>Подходит для изготовления всевозможных фигурок и цветочков из ваты</li>
<li>Ручки для удобной транспортировки</li>
<li>Жесткая фиксация шасси в транспортном положении.</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 555x580x410 мм</li>
<li>Цвет: розовый</li>
</ul>",143268,220 В,1.2 кВт,520 мм,520 мм,470 мм,15.4 кг,Россия,1,555x580x410 мм,0,https://entero.ru/manuals/475828/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20RoboLabs%20Artist.pdf;https://entero.ru/manuals/475829/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,15 кг,5 кг/ч,настольная,520 мм,пластик,Да
https://cdn.entero.ru/mp@2x/f1/d5/f1d58760bf0f3247c083aac7597228cb.jpg;https://cdn.entero.ru/mp@2x/37/9e/379ebcd709d2353f1dc6bc5526a66ad3.jpg;https://cdn.entero.ru/mp@2x/9c/af/9caf32af2c8c760fc2a361ceb444b11c.jpg;https://cdn.entero.ru/mp@2x/25/c2/25c2762363d29f75dd4926e0a3e7dba2.jpg;https://cdn.entero.ru/mp@2x/37/7a/377af6ca179aa51c49dbe261f8a86da4.jpg,Аппарат для сахарной ваты VIATTO EC-01,Аппарат для сахарной ваты VIATTO EC-01,14929,RUB,Нет,VIATTO,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/156774,"<p>Аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/156774"">VIATTO EC-01</a></b> предназначен для производства сахарной ваты в торговых центрах, кафе или уличных лотках. Модель оснащена ящиком для сахара и ароматизаторов. Корпус выполнен из окрашенного металла, чаша - из нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Без купола</li>
<li>Возможность приготовления цветной ваты</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления 1 порции: 30 сек.</li>
<li>Габариты в упаковке: 565х565х430 мм</li>
</ul>",156774,220 В,1.04 кВт,520 мм,520 мм,490 мм,16 кг,Китай,1,565x565x430 мм,0,https://entero.ru/manuals/409947/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20EC-01.pdf;https://entero.ru/manuals/409948/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/463780/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20EC-01.pdf,15882,,14 кг,,настольная,520 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/b4/50/b45071dbf40604f725695fddd52bdf46.jpg;https://cdn.entero.ru/mp@2x/ec/8f/ec8f98556c0f2ed7fae0be0f4ba947c8.jpg;https://cdn.entero.ru/mp@2x/67/e1/67e12e7948f955055b0436fb0bbd9318.jpg;https://cdn.entero.ru/mp@2x/fc/b2/fcb2ab3e1822aaeda6449de793a81cdb.jpg;https://cdn.entero.ru/mp@2x/36/b9/36b96c2208c2f3cd5a2582720bc265e2.jpg;https://cdn.entero.ru/mp@2x/d8/ef/d8ef281628e5725ea1a1f6039c6cd6b4.jpg;https://cdn.entero.ru/mp@2x/10/f0/10f069dbf78f7a1cb8c05cf33385ee12.jpg;https://cdn.entero.ru/mp@2x/49/dd/49dd45a383323dd0c5d1a8f379e5e26c.jpg;https://cdn.entero.ru/mp@2x/e5/ab/e5abaec793be03e88c404262ac27f9f0.jpg;https://cdn.entero.ru/mp@2x/59/66/596601f9bcaf1119aae6e0a240b03712.jpg;https://cdn.entero.ru/mp@2x/f2/95/f295762a58248fe284fdd28ce967e5b2.jpg,Аппарат для сахарной ваты Rosso HEC-03C,Аппарат для сахарной ваты Rosso HEC-03C,18682,RUB,Нет,Rosso,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/271372,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271372"">Rosso HEC-03C</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена рабочей головкой с ТЭНом, термостатом, вольтметром, выдвижным ящиком для принадлежностей и мобильной тележкой для удобства передвижения. Чаша-ловитель выполнена из нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления 1 порции: 30 секунд</li>
<li>Мощность мотора: 0,08 кВт</li>
<li>Время предварительного нагрева: от 5 до 6 мин.</li>
</ul>",271372,220 В,0.93 кВт,945 мм,520 мм,895 мм,23 кг,Китай,1,975x550x925 мм,0,https://entero.ru/manuals/334017/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20HEC-03C.pdf,19874,,23 кг,3 кг/ч,напольная,520 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/ed/e9/ede9afdae7f5eb63b931af16077df456.jpg,Аппарат для сахарной ваты Kocateq GH 50CC диаметром 50 см,GH50CC,16468,RUB,Нет,Kocateq,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/352992,"<p>Аппарат для сахарной ваты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/352992""><b class=""b"">Kocateq GH 50CC</b></a> используется на предприятиях общественного питания и торговли в кинотеатрах, развлекательных центрах, парках и зонах отдыха. Модель оснащена чашей из нержавеющей стали и ящиком для сахара и ароматизаторов. Корпус выполнен из окрашенной стали розового цвета, чаша-ловитель - из нержавеющей стали, купол - из пластика.</p>

<p>В комплект поставки входит мерная ложка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний диаметр ловителя: 500 мм</li>
</ul>

<p> </p>",352992,220 В,0.9 кВт,518 мм,518 мм,800 мм,,Ю. Корея,,,0,,17708,,16 кг,3 кг/ч,настольная,520 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/36/e0/36e0fa0874fcfbe9ed7c3c49e2ab7694.jpg;https://cdn.entero.ru/mp@2x/29/d9/29d9ce123ee1712c254f327fdedace1b.jpg;https://cdn.entero.ru/mp@2x/15/b6/15b6b1d0f69720e8f6ef9ee7904b8708.jpg;https://cdn.entero.ru/mp@2x/1f/f7/1ff793cb7101285aaaad8b244bd4ea03.jpg,Аппарат для сахарной ваты EKSI HEC-02,Аппарат для сахарной ваты EKSI HEC-02,21793,RUB,Нет,EKSI,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/287659,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287659"">EKSI HEC-02</a></b> используется на предприятиях общественного питания и торговли. Корпус выполнен из окрашенного металла, чаша-ловитель - из нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p>В комплект поставки входят мерная ложка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления 1 порции: 30 сек.</li>
</ul>",287659,220 В,0.9 кВт,730 мм,730 мм,520 мм,13.65 кг,Китай,1,750x750x550 мм,0,https://entero.ru/manuals/477867/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HEC-02.doc,22701,,10.2 кг,3 кг/ч,настольная,730 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/96/f9/96f9f52c8ff4cbb992b995e893f4c752.jpg,Аппарат для сахарной ваты EKSI HEC-01T (с тележкой),Аппарат для сахарной ваты EKSI HEC-01T (с тележкой),24910,RUB,Нет,EKSI,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/287658,"<p>Аппарат для сахарной ваты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287658""><b class=""b"">EKSI HEC-01T</b></a> используется на предприятиях общественного питания и торговли. Корпус выполнен из окрашенного металла, чаша-ловитель - из нержавеющей стали, передвижная конструкция - изнержавеющей стали с порошкообразным покрытием.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p>В комплект поставки входят мерная ложка и тележка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления 1 порции: 10 сек.</li>
</ul>",287658,220 В,0.9 кВт,945 мм,520 мм,895 мм,,Китай,,,0,https://entero.ru/manuals/477870/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HEC-01T.doc,26221,,16.45 кг,,напольная,520 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/66/7d/667d50d644a14b3314c61a482ec74523.jpg,Аппарат для сахарной ваты EKSI GRT-TCH500,Аппарат для сахарной ваты EKSI GRT-TCH500,14059,RUB,Нет,EKSI,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/347446,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347446"">EKSI GRT-TCH500</a></b> используется на предприятиях общественного питания и торговли. Подходит для заведений общепита и уличных точек продаж. Чаша выполнена из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Среднее время производства порции: 30 сек. </li>
</ul>",347446,220 В,0.9 кВт,520 мм,520 мм,500 мм,12 кг,Китай,1,560x560x430 мм,0,,,,10 кг,,настольная,520 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/03/ef/03ef2a489f8cc4f01930b40241cdda10.jpg,Аппарат для сахарной ваты EKSI HEC-01 рст,HEC-01,14126,RUB,Нет,EKSI,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/368428,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368428"">EKSI HEC-01 рст</a></b> используется на предприятиях общественного питания. Чаша выполнена из нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 4 до 6 шт./мин.</li>
<li>Время приготовления 1 порции: 30 секунд</li>
<li>Мощность мотора: 0,22 кВт</li>
</ul>",368428,220 В,0.9 кВт,520 мм,520 мм,490 мм,8 кг,Китай,1,535x530x420 мм,0,https://entero.ru/manuals/485889/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HEC-01.doc,,,,3 кг/ч,настольная,460 мм,нерж. сталь,Да
https://cdn.entero.ru/mp@2x/a5/b5/a5b5c905710444c385491bb15e3bd0a6.jpg,Аппарат для сахарной ваты Rosso HEC-02,Аппарат для сахарной ваты Rosso HEC-02,16561,RUB,Нет,Rosso,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/271316,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271316"">Rosso HEC-02</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена рабочей головкой с ТЭНом, термостатом и вольтметром. Чаша-ловитель выполнена из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления 1 порции: 30 секунд</li>
<li>Мощность мотора: 0,08 кВт</li>
<li>Время предварительного нагрева: от 5 до 6 мин.</li>
</ul>",271316,220 В,0.93 кВт,730 мм,730 мм,490 мм,19 кг,Китай,1,760x760x520 мм,0,https://entero.ru/manuals/333965/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20HEC-02.pdf,17618,,11 кг,3 кг/ч,настольная,730 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/90/6e/906e68d4b78e066df5061f635bdf7f8a.jpg;https://cdn.entero.ru/mp@2x/3e/05/3e054de2a189abb51f98bd2316d265ab.jpg,Аппарат для сахарной ваты Foodatlas HEC-01,HEC-01 FoodAtlas,16739,RUB,Нет,Foodatlas,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/99613,"<p>Аппарат для сахарной ваты​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/99613"">Foodatlas HEC-01</a></b> используется на предприятиях общественного питания и торговли. Чаша выполнена из нержавеющей стали 304, статор электродвигателя имеет медную обмотку.</p>

<p>Колпак приобретается отдельно.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: 240 °С</li>
<li>Скорость: 3300 об/мин.</li>
<li>Время подготовки к работе: 2 мин.</li>
<li>Время приготовления порции: 30 сек.</li>
<li>Глубина чаши: 170 мм</li>
<li>Мощность:
<ul>
<li>Нагрев: 0,9 кВт</li>
<li>Двигатель: 0,05 кВт</li>
</ul>
</li>
</ul>",99613,220 В,0.9 кВт,520 мм,520 мм,505 мм,,Китай,,,0,https://entero.ru/manuals/90962/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HEC-01.pdf,17999,,11.3 кг,,настольная,520 мм,,
https://cdn.entero.ru/mp@2x/d8/32/d83218fa537a16a1fec0e0e580ad2813.jpg;https://cdn.entero.ru/mp@2x/bd/a4/bda4e8b6fb95565520c4406b1016fb1a.jpg;https://cdn.entero.ru/mp@2x/14/05/14050f54ca33156bee89663f2bfdbe4b.jpg;https://cdn.entero.ru/mp@2x/69/14/691438bbd84b65134a0d66e5e67e892c.jpg,Аппарат для сахарной ваты EKSI HEC-02 рст,HEC-02,19621,RUB,Нет,EKSI,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/368430,"<p>Аппарат для сахарной ваты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368430""><b class=""b"">EKSI HEC-02</b></a> используется на предприятиях общественного питания и торговли. Корпус выполнен из окрашенного металла, чаша-ловитель - из нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p>В комплект поставки входят мерная ложка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления 1 порции: 30 сек.</li>
</ul>",368430,220 В,0.9 кВт,730 мм,730 мм,520 мм,10.2 кг,Китай,1,733x750x415 мм,0,https://entero.ru/manuals/485899/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HEC-02.doc,,,,3 кг/ч,настольная,730 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/b2/4d/b24db21e19c26b497e62f194e56fbd27.jpg;https://cdn.entero.ru/mp@2x/4b/bb/4bbb379dd0a97c950d01b0582dc1a3bd.jpg;https://cdn.entero.ru/mp@2x/60/97/60973b7070b994593f8022f71b195f7c.jpg,Аппарат для сахарной ваты Enigma CC-7E + тележка,105106,23430,RUB,Нет,Enigma,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/79444,"<p>Аппарат для сахарной ваты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79444""><b class=""b"">Enigma CC-7E </b></a>используется на предприятиях общественного питания и торговли. Прибор оснащен ТЭНом для нагрева, тележкой с 2 опорами, 2 колесиками и ручкой для транспортировки. Ловитель выполнен из алюминия.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 200 порций/ч</li>
<li>Вес порции: 15 г</li>
<li>Высота ловителя: 180 мм</li>
<li>Цвет: розовый</li>
</ul>",79444,220 В,0.945 кВт,670 мм,520 мм,1100 мм,,Китай,,,0,https://entero.ru/manuals/56380/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20CC-7E.docx;https://entero.ru/manuals/506565/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,24926,,18 кг,3 кг/ч,напольная,500 мм,алюминий,
https://cdn.entero.ru/mp@2x/d9/ce/d9ce2bdaaffed89b18e44c4a177cf797.jpg;https://cdn.entero.ru/mp@2x/4b/c2/4bc2e728a3f17a9ab1c57fc12934a350.jpg;https://cdn.entero.ru/mp@2x/a1/db/a1dbb8d7d1a1372a4d6f4cd20d95aced.jpg,Тележка для аппарата сахарной ваты RoboLabs ТАСВ-054К2,Тележка для аппарата сахарной ваты RoboLabs ТАСВ-054К2,34881,RUB,Нет,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/198882,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198882"">RoboLabs ТАСВ-054К2</a></b> предназначена для установки аппарата для сахарной ваты. Модель оснащена 2 колесами с опорами и полкой, которую можно установить между колес. Разборная конструкция позволяет устанавливать столешницу как с правой, так и с левой стороны. Столешница выполнена из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 525x550x245 мм</li>
</ul>",198882,,,1020 мм,615 мм,770 мм,,Россия,,,0,https://entero.ru/manuals/475846/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20RoboLabs.pdf,36717,,38 кг,,напольная,,,
https://cdn.entero.ru/mp@2x/34/85/3485c7225e0a021d473a432c340a1fac.jpg;https://cdn.entero.ru/mp@2x/8f/e7/8fe75d3815c78e4e7f9cf16df4bad38c.jpg;https://cdn.entero.ru/mp@2x/20/2f/202f3578c0fd2b83b10ebea19aa728e6.jpg,Аппарат для сахарной ваты Foodatlas WY-771 (AR),Аппарат для сахарной ваты Foodatlas WY-771 (AR),45276,RUB,Нет,Foodatlas,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/87035,"<p>Аппарат для сахарной ваты​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87035""><b class=""b"">AR WY-771 </b></a>используется на предприятиях общественного питания и торговли. Модель оснащена регулятором температуры и скорости. </p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления 1 порции: 12 сек.</li>
</ul>",87035,220 В,от 1.2 до 1.4 кВт,500 мм,500 мм,530 мм,15 кг,Китай,1,520x520x550 мм,0,https://entero.ru/manuals/474453/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20WY-771%20%28AR%29.pdf,48166,,14 кг,,настольная,500 мм,нерж. сталь,Да
https://cdn.entero.ru/mp@2x/af/b7/afb78bde7574463db51183073b02ad4a.jpg;https://cdn.entero.ru/mp@2x/1c/d7/1cd7f9b7f2e80543fcd03e17ab4bd3d2.jpg,Аппарат для сахарной ваты Enigma CC-88E,105107,55739,RUB,Нет,Enigma,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/79447,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79447"">Enigma CC-88E</a> </b>используется на предприятиях общественного питания и торговли. Прибор оснащен ТЭНом для нагрева, разноцветным зонтом, тележкой с 2 опорами, 2 колесиками и ручкой для транспортировки. Ловитель выполнен из алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 200 порций/ч</li>
<li>Вес порции: 15 г</li>
<li>Высота ловителя: 130 мм</li>
</ul>",79447,220 В,0.94 кВт,1200 мм,680 мм,850 мм,46 кг,Китай,1,1500x730x670 мм,0,https://entero.ru/manuals/476030/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20CC-88E.pdf;https://entero.ru/manuals/506564/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,40 кг,3 кг/ч,напольная,420 мм,алюминий,
https://cdn.entero.ru/mp@2x/90/64/9064a3e67fd9116bcce72b59e2b89cff.jpg,Аппарат для сахарной ваты ECOLUN E1653044,Аппарат для сахарной ваты ECOLUN E1653044,0,RUB,Нет,ECOLUN,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/84734,"<p>Аппарат для сахарной ваты​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/84734"">ECOLUN E1653044</a></b> используется на предприятиях общественного питания и торговли. Чаша выполнена из нержавеющей стали, цвет корпуса - розовый. </p>

<p>В комплект поставки входит ложка-дозатор.</p>",84734,220 В,0.9 кВт,520 мм,520 мм,510 мм,,Китай,,,0,,,,,,,520 мм,,
https://cdn.entero.ru/mp@2x/35/67/3567f94386b98fb1458274aec2e8128d.jpg,Аппарат для сахарной ваты ECOLUN E1653041,Аппарат для сахарной ваты ECOLUN E1653041,0,RUB,Нет,ECOLUN,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/90151,"<p>Аппарат для сахарной ваты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/90151""><b class=""b"">ECOLUN E1653041</b></a> используется на предприятиях общественного питания и торговли. Модель оснащена двумя инфракрасными трубками с ТЭНами внутри. Ловитель выполнен из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нагревающую головку можно мыть в посудомоечной машине</li>
</ul>",90151,220 В,0.5 кВт,290 мм,290 мм,135 мм,,Тайвань,,,0,https://entero.ru/manuals/124482/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ECOLUN%20E1653041.docx,,,,,,290 мм,,
