Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Вес (с упаковкой),Линия 700,Линия 900,Оснащение,Формат,Тип гастроемкости,Материал каркаса,Тип подставки,Количество рядов направляющих,Количество уровней направляющих,Направляющие под посудомоечные кассеты 500x500 мм,Тип посудомоечных кассет
https://cdn.entero.ru/mp@2x/91/8c/918cb54a35e96cc61f75380cd68ac440.jpg,Подставка под оборудование Restoinox ПО-7/4/5-ЭЦ,Подставка под оборудование Restoinox ПО-7/4/5-ЭЦ,5811,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/333804,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333804"">Restoinox ПО-7/4/5-ЭЦ</a></b> предназначена для размещения различного оборудования на предприятиях общественного питания и торговли. Модель оснащена регулируемыми по высоте опорами и обвязкой с 4-х сторон. Ножки выполнены из уголка 40х40 мм из оцинкованной стали, столешница - из нержавеющей стали Aisi 430, обвязка и ребро жесткости - из оцинкованной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Столешница усилена ребрами жесткости</li>
<li>Края деталей завальцованы</li>
<li>Разборная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Распределённая статическая нагрузка: 200 кг</li>
<li>Общая толщина столешницы: 40 мм</li>
<li>Толщина стали:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Ножки: 1,5 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",333804,700 мм,400 мм,500 мм,10 кг,Россия,1,750x450x110 мм,0,https://entero.ru/manuals/509255/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,универсальная,,,,,подставка,,оцинкованная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/df/52/df529d335cd90d457ea7ce0ae3e4fae1.jpg,Подставка ATESY ПКИ-Б-900.400.420-02,ПКИ-Б- 900.400.420-02,5812,RUB,Нет,ATESY,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/122770,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122770"">ATESY ПКИ-Б-900.400.420-02</a></b> серии Бюджет используется на предприятиях общественного питания и торговли для установки различного кухонного оборудования и инвентаря. Изделие выполнено из оцинкованной стали толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Все кромки подставки имеют подгиб, что полностью исключает получение травмы персоналом при эксплуатации и санитарной обработке</li>
<li>Регулируемые по высоте опоры ножек позволяют устранить возможные неровности пола</li>
<li>Разборная конструкция экономит место при транспортировке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. равномерно распределенная нагрузка: 80 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",122770,900 мм,400 мм,420 мм,10 кг,Россия,1,420x920x70 мм,0,https://entero.ru/manuals/129572/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9F%D0%9A%D0%98-%D0%91-900.400.420-02.pdf;https://entero.ru/manuals/281826/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,7357,,9 кг,универсальная,,,,,подставка,,оцинкованная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/8f/46/8f4630851d282e43d438d1293a435b8f.jpg;https://cdn.entero.ru/mp@2x/e7/6b/e76bda46ab752b4a5a4f94200fe241ae.jpg;https://cdn.entero.ru/mp@2x/10/fa/10fa11d0afb3c79c170919034972cbdd.jpg;https://cdn.entero.ru/mp@2x/ed/9a/ed9a431feb310656b6c22df09ed6e023.jpg;https://cdn.entero.ru/mp@2x/90/92/9092e5aa84f92c7178e6d10171f1024d.jpg;https://cdn.entero.ru/mp@2x/27/44/2744131705ccacd90ab9ea5ef55a1a84.jpg,Подтоварник Restoinox ПТ-8/4/3-ЭЦ,Подтоварник Restoinox ПТ-8/4/3-ЭЦ,5830,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/151108,"<p>Подтоварник<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/151108"">Restoinox ПТ-8/4/3-ЭЦ</a></b> предназначен для хранения посуды, инвентаря, сухих продуктов и оборудования на предприятиях общественного питания и торговли. Модель оснащена регулируемыми по высоте опорами и обвязкой с 4-х сторон. Ножки выполнены из уголка 40х40 мм оцинкованной стали, обвязка и ребро жесткости - из оцинкованной стали, столешница - из нержавеющей стали Aisi 430.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Столешница усилена ребрами жесткости</li>
<li>Края деталей завальцованы</li>
<li>Разборная конструкция </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Распределённая статическая нагрузка: 200 кг</li>
<li>Толщина стали:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Ножки: 1,5 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",151108,800 мм,400 мм,300 мм,10 кг,Россия,1,850x450x110 мм,0,https://entero.ru/manuals/509121/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,8211,,,универсальная,,,,,подтоварник,,оцинкованная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/7e/f4/7ef4736c2069af85c01267865061c4e8.jpg,Подтоварник Mecon Norma Inox ПДТн 600х600х420 мм,ПДТ-NIn606042,5837,RUB,Нет,,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/348432,"<p>Подтоварник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348432""><b class=""b"">Mecon Norma Inox ПДТн</b></a> предназначен для использования на предприятиях общественного питания, на продуктовых складах и в магазинах для временного складирования кухонного оборудования, инвентаря, товаров и продуктов питания. Особое исполнение столешницы и система фиксации деталей каркаса при сборке гарантируют безопасность эксплуатации. Модель оснащена столешницей, усиленной подложкой, разборным каркасом с болтовым креплением и регулируемыми по высоте опорами ножек. Цельногнутая столешница выполнена из шлифованной пищевой нержавеющей стали AISI 430, усиление столешницы - из ДСП, каркас - из нержавеющей стали, усиленные подпятники - из стали, ножки - из гнутого углового профиля с подгибами, опоры ножек - из полиамида.</p>

<p>В комплект поставки входят нижняя обвязка и метизы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 0,5 мм</li>
<li>Каркас: 1,5 мм</li>
</ul>
</li>
<li>Толщина ДСП: 16 мм</li>
<li>Объем: 0,03 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",348432,600 мм,600 мм,420 мм,,Россия,,,0,https://entero.ru/manuals/429508/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%9F%D0%94%D0%A2%D0%BD.pdf;https://entero.ru/manuals/429509/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%9F%D0%94%D0%A2%D0%BD.pdf;https://entero.ru/manuals/429510/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,7296,,,универсальная,,,,,подтоварник,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/36/da/36da6aa4934245f425b1e8321624c8bc.jpg,Подтоварник Mecon Base ПДТб 1200х600х420 мм,ПДТ-B1206042,5840,RUB,Нет,,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/348220,"<p>Подтоварник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348220""><b class=""b"">Mecon Base ПДТб</b></a> предназначен для использования на предприятиях общественного питания, на продуктовых складах и магазинах для временного складирования кухонного инвентаря и продуктов питания. Особое исполнение столешницы и система фиксации деталей каркаса при сборке гарантируют безопасность эксплуатации. Модель оснащена столешницей, усиленной подложкой, разборным каркасом с болтовым креплением и регулируемыми по высоте опорами ножек. Столешница и каркас выполнены из оцинкованной стали, усиление столешницы - из ДСП, усиленные подпятники - из стали, ножки - из гнутого углового профиля с подгибами, опоры ножек - из полиамида.</p>

<p>В комплект поставки входят нижняя обвязка и метизы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Каркас: 1,5 мм</li>
</ul>
</li>
<li>Толщина ДСП: 16 мм</li>
<li>Объем: 0,05 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",348220,1200 мм,600 мм,420 мм,,Россия,,,0,https://entero.ru/manuals/428984/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Base%20%D0%9F%D0%94%D0%A2%D0%B1.pdf;https://entero.ru/manuals/428985/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Base%20%D0%9F%D0%94%D0%A2%D0%B1.pdf;https://entero.ru/manuals/428986/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,8343,,,универсальная,,,,,подтоварник,,оцинкованная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/61/57/6157e16cddb02fe4913f5ff78d076141.jpg,Подтоварник Mecon Norma Inox ПДТн 800х400х420 мм,ПДТ-NIn804042,5843,RUB,Нет,,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/348433,"<p>Подтоварник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348433""><b class=""b"">Mecon Norma Inox ПДТн</b></a> предназначен для использования на предприятиях общественного питания, на продуктовых складах и в магазинах для временного складирования кухонного оборудования, инвентаря, товаров и продуктов питания. Особое исполнение столешницы и система фиксации деталей каркаса при сборке гарантируют безопасность эксплуатации. Модель оснащена столешницей, усиленной подложкой, разборным каркасом с болтовым креплением и регулируемыми по высоте опорами ножек. Цельногнутая столешница выполнена из шлифованной пищевой нержавеющей стали AISI 430, усиление столешницы - из ДСП, каркас - из нержавеющей стали, усиленные подпятники - из стали, ножки - из гнутого углового профиля с подгибами, опоры ножек - из полиамида.</p>

<p>В комплект поставки входят нижняя обвязка и метизы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 0,5 мм</li>
<li>Каркас: 1,5 мм</li>
</ul>
</li>
<li>Толщина ДСП: 16 мм</li>
<li>Объем: 0,02 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",348433,800 мм,400 мм,420 мм,,Россия,,,0,https://entero.ru/manuals/429511/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%9F%D0%94%D0%A2%D0%BD.pdf;https://entero.ru/manuals/429512/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%9F%D0%94%D0%A2%D0%BD.pdf;https://entero.ru/manuals/429513/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,,,,универсальная,,,,,подтоварник,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/95/0f/950f482d7a18b791fa41bfc340c81abf.jpg,Подтоварник Mecon Norma Zn ПДТн 1500х400х300 мм,ПДТ-NZn1504030,5912,RUB,Нет,,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/348239,"<p>Подтоварник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348239""><b class=""b"">Mecon Norma Zn ПДТн</b></a> предназначен для использования на предприятиях общественного питания, на продуктовых складах и магазинах для временного складирования кухонного оборудования, инвентаря, товаров и продуктов питания. Особое исполнение столешницы и система фиксации деталей каркаса при сборке гарантируют безопасность эксплуатации. Модель оснащена столешницей, усиленной подложкой, разборным каркасом с болтовым креплением и регулируемыми по высоте опорами ножек. Цельногнутая столешница выполнена из шлифованной пищевой нержавеющей стали AISI 430, усиление столешницы - из ДСП, каркас - из оцинкованной стали, усиленные подпятники - из стали, ножки - из гнутого углового профиля с подгибами, опоры ножек - из полиамида.</p>

<p>В комплект поставки входят нижняя обвязка и метизы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 0,5 мм</li>
<li>Каркас: 1,5 мм</li>
</ul>
</li>
<li>Толщина ДСП: 16 мм</li>
<li>Объем: 0,04 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",348239,1500 мм,400 мм,300 мм,,Россия,,,0,https://entero.ru/manuals/429048/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Norma%20Zn%20%D0%9F%D0%94%D0%A2%D0%BD.pdf;https://entero.ru/manuals/429049/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Norma%20Zn%20%D0%9F%D0%94%D0%A2%D0%BD.pdf;https://entero.ru/manuals/429050/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,6955,,,универсальная,,,,,подтоварник,,оцинкованная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/19/d8/19d8f3970465f0fcdcf382fd52e4200f.jpg,Подставка ATESY ПКИ-С-400.500.420-02,ПКИ-С- 400.500.420-02,5914,RUB,Нет,ATESY,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/122825,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122825"">ATESY ПКИ-С-400.500.420-02</a></b> серии Стандарт используется на предприятиях общественного питания и торговли для установки различного кухонного оборудования и инвентаря. Изделие выполнено из нержавеющей стали AISI 430 толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Все кромки подставки имеют подгиб, что полностью исключает получение травмы персоналом при эксплуатации и санитарной обработке</li>
<li>Регулируемые по высоте опоры ножек позволяют устранить возможные неровности пола</li>
<li>Разборная конструкция экономит место при транспортировке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. равномерно распределенная нагрузка: 80 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",122825,400 мм,500 мм,420 мм,7 кг,Россия,1,520x420x70 мм,0,https://entero.ru/manuals/129607/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9F%D0%9A%D0%98-%D0%A1-400.500.420-02.pdf;https://entero.ru/manuals/281554/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,7301,,6 кг,универсальная,,,,,подставка,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/b8/d8/b8d8b3c263ef8174c5f82e05ad8589d9.jpg,Подставка ATESY ПКИ-С-500.400.420-02,ПКИ-С- 500.400.420-02,5914,RUB,Нет,ATESY,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/122827,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122827"">ATESY ПКИ-С-500.400.420-02</a></b> серии Стандарт используется на предприятиях общественного питания и торговли для установки различного кухонного оборудования и инвентаря. Изделие выполнено из нержавеющей стали AISI 430 толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Все кромки подставки имеют подгиб, что полностью исключает получение травмы персоналом при эксплуатации и санитарной обработке</li>
<li>Регулируемые по высоте опоры ножек позволяют устранить возможные неровности пола</li>
<li>Разборная конструкция экономит место при транспортировке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. равномерно распределенная нагрузка: 80 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",122827,500 мм,400 мм,420 мм,6 кг,Россия,1,420x520x70 мм,0,https://entero.ru/manuals/129611/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9F%D0%9A%D0%98-%D0%A1-500.400.420-02.pdf;https://entero.ru/manuals/280583/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,7782,,5 кг,универсальная,,,,,подставка,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/1a/62/1a62fd3bfb7be2fcfe81009ad9d9ce38.jpg;https://cdn.entero.ru/mp@2x/f6/d7/f6d71fc878896825b687d0f3ca13d591.jpg,Панели задние к подставке ATESY ПГШ-1030-01,Панели задние к подставке ATESY ПГШ-1030-01,5927,RUB,Нет,ATESY,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/207296,"<p>Задние панели к подставке <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/207296"">ATESY ПГШ-1030-01</a></b> используются на предприятиях общественного питания и торговли для ограничения внутреннего пространства оборудования сзади. Изделия выполнены из легированной стали.</p>

<p>В комплект поставки входят 2 панели.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фиксация в подставке при помощи пружинной петли</li>
<li>Легкая санитарная обработка</li>
<li>Климатическое исполнение УХЛ 4.2</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты панели: 
<ul>
<li>Левая: 564х18х692 мм</li>
<li>Правая: 344х18х692 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 720х580х50 мм</li>
<li>Вес: 4,6 кг</li>
<li>Вес с упаковкой: 5,6 кг</li>
</ul>",207296,,,,,,,,0,https://entero.ru/manuals/242589/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9F%D0%93%D0%A8-1030-01.pdf;https://entero.ru/manuals/281949/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,8348,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/39/f8/39f8175083bbbc88d3227630d5253b41.jpg;https://cdn.entero.ru/mp@2x/ec/d9/ecd9c386df01b393f0eeae9221d7062e.jpg;https://cdn.entero.ru/mp@2x/21/98/2198982c53fb84ea5b3d1e252a954450.jpg;https://cdn.entero.ru/mp@2x/58/f9/58f9c80e6de2b6d5c513f43647201408.jpg;https://cdn.entero.ru/mp@2x/cf/d9/cfd960819f8331732b3e4f21d2369d6f.jpg;https://cdn.entero.ru/mp@2x/8f/74/8f74a5708f75a3b0b30a96e8b36c2692.jpg,Подтоварник Restoinox ПТ-6/6/3-ЭЦ,Подтоварник Restoinox ПТ-6/6/3-ЭЦ,5945,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/151123,"<p>Подтоварник<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/151123"">Restoinox ПТ-6/6/3-ЭЦ</a></b> предназначен для хранения посуды, инвентаря, сухих продуктов и оборудования на предприятиях общественного питания и торговли. Модель оснащена регулируемыми по высоте опорами и обвязкой с 4-х сторон. Ножки выполнены из уголка 40х40 мм оцинкованной стали, обвязка и ребро жесткости - из оцинкованной стали, столешница - из нержавеющей стали Aisi 430.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Столешница усилена ребрами жесткости</li>
<li>Края деталей завальцованы</li>
<li>Разборная конструкция </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Распределённая статическая нагрузка: 200 кг</li>
<li>Толщина стали:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Ножки: 1,5 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",151123,600 мм,600 мм,300 мм,10 кг,Россия,1,650x650x110 мм,0,https://entero.ru/manuals/509122/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,8257,,,универсальная,,,,,подтоварник,,оцинкованная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/e6/53/e6534d18a0334261596ca5a5bf5a7582.jpg,Подтоварник Mecon Profi Ral ПДТп 600х400х300 мм,ПДТ-PR604030,5957,RUB,Нет,,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/348449,"<p>Подтоварник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348449""><b class=""b"">Mecon Profi Ral ПДТп</b></a> предназначен для использования на предприятиях общественного питания, на продуктовых складах и в магазинах для временного складирования кухонного оборудования, инвентаря, товаров и продуктов питания. Особое исполнение столешницы гарантирует безопасность эксплуатации. Модель оснащена столешницей, усиленной подложкой, сварным каркасом и регулируемыми по высоте опорами ножек. Цельногнутая столешница выполнена из шлифованной пищевой нержавеющей стали AISI 304, усиление столешницы - из ЛДСП, каркас - из стали с полимерно-порошковым покрытием, подпятники - из стали, ножки - из профильной трубы, верхняя рамка и обвязка - из гнутых профилей, опоры ножек - из полиамида.</p>

<p>В комплект поставки входит нижняя обвязка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали столешницы: 0,8 мм</li>
<li>Толщина ЛДСП: 16 мм</li>
<li>Размер сечения профиля ножек: 40х40 мм</li>
<li>Объем: 0,07 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",348449,600 мм,400 мм,300 мм,,Россия,,,0,https://entero.ru/manuals/429562/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%9F%D0%94%D0%A2%D0%BF.pdf;https://entero.ru/manuals/429563/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%9F%D0%94%D0%A2%D0%BF.pdf;https://entero.ru/manuals/429564/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,8050,,,универсальная,,,,,подтоварник,,окрашенная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/e3/9b/e39bdb6580df1498d53db2629fef7281.jpg,Подставка ATESY ПКИ-Б-950.400.420-02,ПКИ-Б- 950.400.420-02,5961,RUB,Нет,ATESY,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/122773,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122773"">ATESY ПКИ-Б-950.400.420-02</a></b> серии Бюджет используется на предприятиях общественного питания и торговли для установки различного кухонного оборудования и инвентаря. Изделие выполнено из оцинкованной стали толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Все кромки подставки имеют подгиб, что полностью исключает получение травмы персоналом при эксплуатации и санитарной обработке</li>
<li>Регулируемые по высоте опоры ножек позволяют устранить возможные неровности пола</li>
<li>Разборная конструкция экономит место при транспортировке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. равномерно распределенная нагрузка: 80 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",122773,950 мм,400 мм,420 мм,10 кг,Россия,1,420x970x70 мм,0,https://entero.ru/manuals/129582/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9F%D0%9A%D0%98-%D0%91-950.400.420-02.pdf;https://entero.ru/manuals/281817/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,,9 кг,универсальная,,,,,подставка,,оцинкованная сталь,открытый,,,,
