Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Вес (с упаковкой),Цвет,Материал корпуса,Разновидность,Скорость вращения,Использование,Принцип работы,Напольная
https://cdn.entero.ru/mp@2x/9f/b2/9fb2e295dc59a575ee54ffd8fd579122.jpg,Соковыжималка универсальная VIATTO VA-JE999D,158052,0,RUB,Нет,VIATTO,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/128776,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128776"">VIATTO VA-JE999D</a></b> предназначена для приготовления натурального сока из различных видов фруктов и овощей путем отжима на предприятиях общественного питания и торговли. Модель оснащена сенсорной панелью управления и системой автоматического сброса мякоти в контейнер. Корпус выполнен из нержавеющей стали и пластика, фильтр и диск - из нержавеющей стали.</p>

<p>В комплект поставки входят контейнер для сока и контейнер для жмыха.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Большое загрузочное отверстие</li>
<li>Противокапельная система носика</li>
<li>Защитная блокирующая ручка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество скоростей: 5</li>
<li>Объем контейнера:
<ul>
<li>Для сока: 1 л</li>
<li>Для жмыха: 1,8 л</li>
</ul>
</li>
<li>Диаметр загрузочного отверстия: 85 мм</li>
</ul>",128776,220 В,0.9 кВт,365 мм,267 мм,423 мм,5.4 кг,Китай,1,370x270x420 мм,0,https://entero.ru/manuals/409256/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-JE999D.pdf;https://entero.ru/manuals/409257/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,4.58 кг,,,"нерж. сталь, черный","нерж. сталь, пластик",электрическая,18000 об/мин.,универсальная,центробежная,
https://cdn.entero.ru/mp@2x/04/6d/046d6d0be5fbcecd56b11312046564f7.jpg,Соковыжималка для цитрусовых Kocateq S40ECO,Соковыжималка для цитрусовых Kocateq S40ECO,0,RUB,Нет,Kocateq,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/91968,"<p>Роторная соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/91968"">Kocateq S40ECO</a></b> предназначена для приготовления натурального сока из различных видов цитрусовых на предприятиях общественного питания и торговли. Каплесборник выполнен из пластика, корпус - из сплава силумина с многослойным покрытием non-finger print, съемные купола отжима, сепаратор и корпус отсека для сбора сока - из пластика ABS.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Съёмный отсек отжима</li>
<li>Съемный каплесборник</li>
<li>Асинхронный прямой привод</li>
<li>Двигатель с системой принудительной вентиляции</li>
<li>Класс защиты выключателя: IPX65</li>
<li>Двойная изоляция вала двигателя от проточек</li>
<li>Прорезиненные ножки для надежной фиксации на рабочей поверхности</li>
<li>Простое включение стандартной вилкой в розетку</li>
<li>Простые демонтаж и установка</li>
<li>Мойка в посудомоечной машине</li>
<li>Комфорт и эргономичное распределение нагрузки при отжиме за счет наклонного относительно вертикали расположения вала двигателя</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр отсека отжима: 160 мм</li>
<li>Габариты в упаковке: 330х250х390 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Сменные пластиковые купола отжима диаметром 80 мм</li>
<li>Сменные пластиковые купола отжима диаметром 55 мм</li>
</ul>",91968,220 В,0.18 кВт,300 мм,200 мм,340 мм,,Ю. Корея,,,0,https://entero.ru/manuals/111338/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279815/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20S40ECO.pdf,,,,,,"зеленый, желтый",алюминий,электрическая,,для цитрусовых,,
https://cdn.entero.ru/mp@2x/21/af/21af61f5fb873ba695125174bf7d182f.jpg,Соковыжималка универсальная Friul Mega,Соковыжималка универсальная Friul Mega,0,RUB,Нет,Friul,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/34228,"<p>Соковыжималка настольная профессиональная <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34228"">Friul Mega</a></b> может переработать до 150 кг овощей и фруктов в час.</p>",34228,220 В,1.2 кВт,500 мм,470 мм,530 мм,,Италия,,,0,,,,16 кг,,,оранжевый,,электрическая,6500 об/мин.,универсальная,центробежная,
https://cdn.entero.ru/mp@2x/8d/31/8d31fe33e28d6b7943f6b4d63bf0b9b9.jpg;https://cdn.entero.ru/mp@2x/ba/e7/bae7c9a74bbde0233b1a7d26dc0c212b.jpg;https://cdn.entero.ru/mp@2x/4e/c9/4ec9cf42d8b56284ee0669d744026f43.jpg,Соковыжималка для цитрусовых Bartscher Joy,150.140 150140,0,RUB,Нет,Bartscher,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/71426,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71426"">Bartscher Joy</a></b> используется на предприятиях общественного питания и торговли для получения сока из цитрусовых: апельсинов, лимонов, грейпфрутов и других. Корпус выполнен из алюминия, емкость для сока и конусные насадки - из пластика.</p>

<p>В комплект поставки входят 3 сменных насадки разных размеров.</p>",71426,220 В,0.18 кВт,210 мм,320 мм,415 мм,,Китай,,,0,https://entero.ru/manuals/121033/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%20Joy.pdf;https://entero.ru/manuals/121034/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/121035/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%20%D1%80%D0%B0%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D0%BE%D0%BC%20%D0%B2%D0%B8%D0%B4%D0%B5.pdf,,,5.5 кг,,,металл,алюминий,электрическая,,для цитрусовых,,
https://cdn.entero.ru/mp@2x/8d/5f/8d5f39ed86fdb74692cbd556532126d1.jpg,Соковыжималка для цитрусовых FIMAR EasyLine SA-CJ6,ELSACJ623M,31162,RUB,Нет,FIMAR,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/51883,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51883"">FIMAR EasyLine SA-CJ6</a></b> предназначена для приготовления натурального сока из различных видов цитрусовых на предприятиях общественного питания и торговли. Благодаря своим размерам она может устанавливаться непосредственно на стойку бармена, позволяя приготовить восхитительный свежий фреш на глазах у клиента. Включение и выключение происходит при помощи рычага для выжимания сока из цитрусовых. Чаша, фильтр, выжимной корпус и брызгозащитные бортики выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем упаковки: 0,047 м<sup>3</sup></li>
</ul>",51883,220 В,0.23 кВт,220 мм,290 мм,415 мм,9.7 кг,Китай,1,360x280x470 мм,0,https://entero.ru/manuals/87234/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf;https://entero.ru/manuals/500199/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20EasyLine%20SA-CJ6.pdf,32802,,8.7 кг,Италия,,металл,алюминий,электрическая,980 об/мин.,для цитрусовых,,
https://cdn.entero.ru/mp@2x/b7/1e/b71e028768924749e082c55407f59848.jpg;https://cdn.entero.ru/mp@2x/65/5d/655dbc28142a0a2fbadf6ef3e8fc28b3.jpg;https://cdn.entero.ru/mp@2x/e8/52/e852f232528e41c1a885d0c752d19aaf.jpg,Соковыжималка универсальная Kocateq WF J80,Соковыжималка универсальная Kocateq WF J80,30369,RUB,Нет,Kocateq,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/110096,"<p>Соковыжималка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.uz/item/110096""><b class=""b"">Kocateq WFJ80</b></a> предназначена для приготовления натурального сока из различных видов овощей и фруктов на предприятиях общественного питания и торговли. Модель оснащена механической панелью управления. Емкость для отходов, толкатель и корпус выполнены из пластика, сетка-сепаратор с терочным диском - из нержавеющей стали AISI 316, ножки - из силикона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Непрерывная работа при полной нагрузке до 2 минут</li>
<li>Поворотный носик исключает проливание сока</li>
<li>Защита от перегрузки</li>
<li>Загрузочное отверстие дополнительно закрывается откидной крышкой</li>
<li>Кнопка включения и выключения</li>
<li>Конструкция Heavy-duty для коммерческого использования</li>
<li>Специальная обработки поверхности пластика корпуса, не собирающая отпечатки пальцев, что в сочетании с черным цветом гарантирует опрятный вид</li>
<li>Все моющиеся части легко разбираются без использования инструментов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Емкость для отходов: 5 л</li>
<li>Размер загрузочного отверстия: 75 мм</li>
</ul>",110096,220 В,2 кВт,410 мм,230 мм,530 мм,9 кг,Ю. Корея,,,0,https://entero.ru/manuals/111341/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279814/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20WF%20J80.pdf,32307,,,,,нерж. сталь,пластик,электрическая,7200 об/мин.,универсальная,центробежная,
https://cdn.entero.ru/mp@2x/b2/8a/b28afd93d1189e011432648755b7a03b.jpg,Соковыжималка универсальная FIMAR EasyLine PC700,Соковыжималка универсальная FIMAR EasyLine PC700,12435,RUB,Нет,FIMAR,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/51884,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51884"">FIMAR EasyLine PC700</a></b> предназначена для приготовления натурального сока из различных видов фруктов и овощей на предприятиях общественного питания и торговли. Модель оснащена автоматическим выталкиванием отходов, сцепным аварийным микровыключателем на верхней крышке и пластиковым контейнером для отходов. Чаша, диск и фильтр выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр отверстия: 70 мм</li>
<li>Габариты в упаковке: 330х270х440 мм</li>
<li>Объем упаковки: 0,039 м<sup>3</sup></li>
</ul>",51884,220 В,0.85 кВт,230 мм,310 мм,395 мм,6 кг,Китай,1,330x270x440 мм,0,https://entero.ru/manuals/87237/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf;https://entero.ru/manuals/376641/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%28%D1%80%D1%83%D1%81.%20+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29%20%D0%BD%D0%B0%20FIMAR%20EasyLine%20PC700.pdf;https://entero.ru/manuals/376642/%D0%9B%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%BA%D0%B0%20%28%D1%80%D1%83%D1%81.%20+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/376643/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,13371,,5 кг,Италия,,металл,"алюминий, пластик",электрическая,2800 об/мин.,универсальная,центробежная,
https://cdn.entero.ru/mp@2x/6b/94/6b947efd044749a2f55f0a6f52c9db13.jpg;https://cdn.entero.ru/mp@2x/cd/14/cd144c9ab947da148abb06413be29e54.jpg;https://cdn.entero.ru/mp@2x/7c/e9/7ce9a9da8986ee730a3bf6cbfb925d34.jpg,Соковыжималка универсальная Kocateq WFUltra80A,33148,63007,RUB,Нет,Kocateq,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/168408,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.uz/item/168408"">Kocateq WFUltra80A</a></b> предназначена для приготовления натурального сока из различных видов овощей и фруктов на предприятиях общественного питания и торговли. Модель оснащена аналоговой панелью управления. Корпус выполнен из нержавеющей стали AISI 304 и черного пластика ABS.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Носик исключает проливание сока, который закрывается откидной крышкой</li>
<li>Контейнер для жмыха легко вставляется под сбрасывающее сопло</li>
<li>Защита от перегрузки</li>
<li>Мощный и тихий асинхронный мотор промышленного назначения, соки окисляются медленнее, имеют однородную консистенцию и отличаются превосходным вкусом</li>
<li>Кнопка включения и выключения</li>
<li>Специальная обработки поверхности пластика корпуса, не собирающая отпечатки пальцев</li>
<li>Низкий уровень шума, позволяет использовать соковыжималку прямо на барной стойке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Емкость для отходов: 7,5 л</li>
<li>Размер загрузочного отверстия: 80 мм</li>
<li>Максимальный уровень шума: 72 дБ</li>
<li>Габариты в упаковке: 490x280x530 мм</li>
</ul>",168408,220 В,0.7 кВт,240 мм,470 мм,530 мм,,Ю. Корея,,,0,,,,,,,черный,нерж. сталь,электрическая,3000 об/мин.,универсальная,центробежная,
https://cdn.entero.ru/mp@2x/93/29/93296957aa8aba1bde82b11ae116933f.jpg,Соковыжималка универсальная ROAL YTZ-001,н0000147240,8984,RUB,Нет,ROAL,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/101228,"<p>Соковыжималка​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/101228"">ROAL YTZ-001</a> </b>предназначена для приготовления сока из различных фруктов и овощей на предприятиях общественного питания и торговли. Модель оснащена плавной регулировкой скорости. Корпус выполнен из нержавеющей стали, крышка и стакан - из пищевого пластика.</p>

<p>В комплект поставки входят контейнер для сока 1,5 л, контейнер для отходов 2,2 л и щетка.</p>",101228,220 В,0.8 кВт,295 мм,195 мм,405 мм,,,,,0,https://entero.ru/manuals/92454/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20YTZ-001.pdf,10824,,4 кг,,,серебряный,"нерж. сталь, пластик",электрическая,17000 об/мин.,универсальная,центробежная,
https://cdn.entero.ru/mp@2x/af/70/af703ca184df1b53e2f38c7eaf408408.jpg;https://cdn.entero.ru/mp@2x/0b/3d/0b3dc646c0ebbc9b915004e5d97387e2.jpg,Соковыжималка шнековая Kuvings CS600 (одна насадка),Whole Slow Chef CS600,149296,RUB,Нет,Kuvings,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/133419,"<p>Соковыжималка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/133419""><b class=""b"">Kuvings Whole Slow Juicer Chef CS600</b></a> используется в барах, кафе, ресторанах и других местах общественного питания с большой проходимостью посетителей для отжима и получения сока из твёрдых и мягких овощей, фруктов, орехов, ягод, трав, иголок хвойных растений, пророщенных семян овса, пшеницы, ржи и чечевицы. Корпус выполнен из нержавеющей стали, шнек - из пластика ""трайтан"", чаша для сбора сока - из термопластикого материала ""ультем"", верхняя и нижняя крышки - из пластика.</p>

<p>В комплект поставки входят 1 насадка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Бесщеточный низкооборотистый двигатель собственного производства (основа - сталь, обмотка - медная проволока)</li>
<li>Мощный, тихоходный мотор способен справляться даже с очень волокнистыми фруктами и овощами</li>
<li>Понижающий редуктор</li>
<li>Прессование без разогрева</li>
<li>Экстра-широкий загрузочный лоток со створкой позволяет загружать продукты целыми</li>
<li>24-часовая работа без остановок: промышленный мотор позволяет работать дольше</li>
<li>Блок остается холодным, тихим и стабильным благодаря медленной скорости вращения</li>
<li>Широкое загрузочное отверстие: со снижением скорости вращения мощность возрастает, снижается уровень вибраций от двигателя</li>
<li>Разработана с помощью уникальной запатентованной технологии J.M.C.S. (Juicer Module Comprising System), с целью извлечь все полезные вещества, необходимые для питания</li>
<li>Система безопасности - замок, который позволяет работать только если надстройка и база правильно соединены</li>
<li>3-канальная система вентиляции</li>
<li>Удобный клапан позволяет легко промывать соковыжималку, предотвращает разлив сока, с его помощью можно также делать микс разных соков</li>
<li>Специальные щетки и приспособление для быстрой очистки ситечка</li>
<li>С помощью отметок в виде красных точек легко собирать и разбирать соковыжималку</li>
<li>Низкий уровень шума</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 0,5 л</li>
<li>Диаметр загрузочного отверстия: 88 мм</li>
</ul>",133419,220 В,0.2 кВт,183 мм,260 мм,515 мм,10 кг,Ю. Корея,1,340x680x620 мм,0,https://entero.ru/manuals/153265/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Kuvings%20Whole%20Slow%20Juicer%20Chef%20CS600.pdf;https://entero.ru/manuals/153264/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F.pdf;https://entero.ru/manuals/153262/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kuvings%20Whole%20Slow%20Juicer%20Chef%20CS600.pdf;https://entero.ru/manuals/153263/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/153266/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,162278,https://vk.com/video_ext.php?oid=-177656185&id=456239465&hd=2&autoplay=0,9.1 кг,,,"черный, нерж. сталь",нерж. сталь,электрическая,60 об/мин.,универсальная,шнековая,
https://cdn.entero.ru/mp@2x/ee/f7/eef7d2ff3009586a8e2c81300581cc29.jpg;https://cdn.entero.ru/mp@2x/75/4f/754f297652850875e3202a308a62e831.jpg;https://cdn.entero.ru/mp@2x/08/b8/08b8f236c6550651880e0bffc44b7c31.jpg,Пресс для цитрусовых Hamilton Beach 932,Пресс для цитрусовых Hamilton Beach 932,35910,RUB,Нет,Hamilton Beach,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/37648,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37648"">Hamilton Beach 932</a></b> используется в кафе, барах, на предприятиях фастфуда и в домашних условиях для приготовления натурального сока из различных видов цитрусовых. Прибор выполнен в виде пресса с вертикальным ходом рабочей поверхности. Модель отличается надежностью и проста в эксплуатации.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Большая сила давления для максимального выхода сока</li>
<li>Фильтр в форме конуса</li>
<li>Съемные сетчатый фильтр, воронка и стакан упрощают очистку</li>
<li>Прочные шестерни механизма</li>
<li>Sure Grip™ для надежного крепления к столу без скольжения</li>
<li>Удобная рукоятка</li>
</ul>",37648,,,190 мм,270 мм,530 мм,5.9 кг,США,1,250x300x600 мм,0,https://entero.ru/manuals/37929/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Hamilton%20Beach%20932%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/136272/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Hamilton%20Beach%202020.pdf,37406,,4.99 кг,,,"нерж. сталь, черный","нерж. сталь, пластик",механическая,,для цитрусовых,,
https://cdn.entero.ru/mp@2x/df/ea/dfea4db12bd0b85f65622e0c24833de9.jpg,Соковыжималка для цитрусовых Vema SP 2067 L,Соковыжималка для цитрусовых Vema SP 2067 L,39004,RUB,Нет,Vema,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/44839,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/44839"">Vema SP 2067 L</a></b> предназначена для приготовления натурального сока из различных видов цитрусовых на предприятиях общественного питания и торговли. Благодаря своим размерам она может устанавливаться непосредственно на стойку бармена, позволяя приготовить восхитительный свежий фреш на глазах у клиента. Модель оснащена электромеханической системой управления и моторедуктором. Хромированный корпус выполнен из ABS-пластика.</p>

<p>В комплект поставки входят выжимной конус и сито из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое включение при надавливании на рабочий конус</li>
<li>Система прямой подачи сока</li>
<li>Загрузочный лоток</li>
</ul>",44839,220 В,0.07 кВт,210 мм,240 мм,300 мм,5 кг,Италия,1,310x340x400 мм,0,https://entero.ru/manuals/279553/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vema%20SP%202067%20L.pdf;https://entero.ru/manuals/507902/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,41494,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241492&hash=56b3cfd81d6a914e,4 кг,,,металл,пластик,электрическая,200 об/мин.,для цитрусовых,,
https://cdn.entero.ru/mp@2x/26/ab/26ab3fbe0088663c8d5737c855b3991f.jpg,Соковыжималка шнековая FIMAR EasyLine PB009,Соковыжималка шнековая FIMAR EasyLine PB009,41103,RUB,Нет,FIMAR,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/124540,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124540"">FIMAR EasyLine PB009</a></b> предназначена для приготовления натурального сока из различных видов фруктов и овощей на предприятиях общественного питания и торговли. Модель оснащена автоматическим выталкиванием отходов.</p>

<p>В комплект поставки входят 3 фильтра из нержавеющей стали, 3 контейнера из пластика (для сока, мякоти и приготовления тофу) и щеткой для очистки.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр отверстия: 80 мм</li>
<li>Размер контейнера:
<ul>
<li>Для сока: Ø 105х80 мм</li>
<li>Для мякоти: 100х130х160 мм</li>
<li>Для приготовления тофу: 140х100х90 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 340х370х290 мм</li>
<li>Объем упаковки: 0,036 м<sup>3</sup></li>
</ul>",124540,220 В,0.4 кВт,250 мм,160 мм,450 мм,10 кг,Китай,1,340x370x290 мм,0,https://entero.ru/manuals/375895/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf;https://entero.ru/manuals/421961/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20EasyLine%20PB009.pdf,,,9 кг,Италия,,металл,"пластик, нерж. сталь",электрическая,37 об/мин.,универсальная,шнековая,
https://cdn.entero.ru/mp@2x/5a/56/5a56dc25d7756441767cac144f9f41d3.jpg;https://cdn.entero.ru/mp@2x/2a/47/2a4710658a558ee4ed2bbafaa2bf95b2.jpg;https://cdn.entero.ru/mp@2x/a2/a1/a2a16ad5daa2887f8e23e52772ce9dec.jpg;https://cdn.entero.ru/mp@2x/91/71/91716163d7f81a1e48d84104d68690fc.jpg,Соковыжималка универсальная Kocateq WF Ultra 85,Соковыжималка универсальная Kocateq WF Ultra 85,62930,RUB,Нет,Kocateq,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/327599,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/327599"">Kocateq WF Ultra 85</a></b> предназначена для приготовления натурального сока из различных видов овощей и фруктов на предприятиях общественного питания и торговли. Модель оснащена аналоговой панелью управления. Корпус выполнен из нержавеющей стали AISI 304 и черного пластика ABS.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Низкий уровень шума: возможность использовать соковыжималку прямо на барной стойке</li>
<li>Чаша с носиком ""капля-стоп""</li>
<li>Защита от перегрузки</li>
<li>Мощный мотор</li>
<li>Силиконовые ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем контейнера для жмыха: 7,5 л</li>
<li>Диаметр загрузочного отверстия: 80 мм</li>
<li>Производительность: 120 кг/ч</li>
<li>Уровень шума: 72 дБ</li>
</ul>",327599,220 В,0.7 кВт,246 мм,456 мм,518 мм,,Ю. Корея,,,0,https://entero.ru/manuals/407429/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20WF%20Ultra%2085.docx;https://entero.ru/manuals/407430/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,67667,,,,,"черный, нерж. сталь",нерж. сталь,электрическая,3000 об/мин.,универсальная,центробежная,
