Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Источник тепла,Диаметр пиццы,Вместимость (пицц),Количество камер (подов),Количество пицц в одной камере,Внутренние размеры камеры
https://cdn.entero.ru/mp@2x/88/97/88977fdc0fcae3792c46572d3134c34c.jpg;https://cdn.entero.ru/mp@2x/7f/60/7f60bf05b32ee35319e6538b07093cab.jpg;https://cdn.entero.ru/mp@2x/b6/70/b6705f51928f21d37c275bf5cc1ed1ee.jpg;https://cdn.entero.ru/mp@2x/04/0a/040aff509bc13576ca7fcff5ab21828b.jpg;https://cdn.entero.ru/mp@2x/54/b5/54b506d99a11a082de215b038b00e27a.jpg,Печь для пиццы Gastromix GS 1+1,Печь для пиццы Gastromix GS 1+1,20859,RUB,Да,Gastromix,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/129995,"<p>Печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/129995"">Gastromix GS 1+1</a> </b>используется на предприятиях общественного питания для приготовления для выпечки пиццы, плоского хлеба, лаваша, лепешек, осетинских пирогов и т.д. Модель оснащена двумя камерами и дверцами со стеклянными смотровыми окнами. Корпус выполнен из нержавеющей стали, ручки - из термостойкого антискользящего материала.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электромеханическая панель управления</li>
<li>Автономная работа верхнего и нижнего ТЭНа</li>
<li>Каменный под</li>
<li>Внутреннее освещение камеры</li>
<li>U-образная форма ТЭНов</li>
<li>Таймер на 30 мин.</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 620x600x480 мм</li>
</ul>",129995,от 50 до 350 °С,3 кВт,560 мм,570 мм,440 мм,35 кг,Китай,1,620x600x480 мм,0,https://entero.ru/manuals/481905/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/505965/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gastromix%20GS%201+1.pdf,21957,,33 кг,220 В,35 см,,2,,415х400х120 мм
https://cdn.entero.ru/mp@2x/61/5e/615ee98d9475c8a8ef3523498a683c5d.jpg;https://cdn.entero.ru/mp@2x/56/cd/56cde0d5d53dbe9a48a77367a9083795.jpg;https://cdn.entero.ru/mp@2x/09/3b/093b6893b6d068d385656e87c4276a13.jpg;https://cdn.entero.ru/mp@2x/93/e0/93e0f70f06521212ce27cc9fbdafb29e.jpg;https://cdn.entero.ru/mp@2x/a9/33/a9339291b1affdc01bcf384ce0ed1dc9.jpg,Печь для пиццы VIATTO VA-PO2ST,Печь для пиццы VIATTO VA-PO2ST,26870,RUB,Да,VIATTO,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/193826,"<p>Печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/193826"">VIATTO VA-PO2ST</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена таймером и подсветкой. Корпус выполнен из нержавеющей стали, под - из керамики.</p>",193826,от 50 до 350 °С,3 кВт,560 мм,485 мм,440 мм,29 кг,Китай,1,640x640x490 мм,20,https://entero.ru/manuals/408866/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-PO2ST.pdf;https://entero.ru/manuals/408867/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/463231/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20VA-PO2ST.xlsx;https://entero.ru/manuals/463232/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20VA-PO2ST.xlsx;https://entero.ru/manuals/463233/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,27990,,27 кг,220 В,,,2,1,400х400х150 мм
https://cdn.entero.ru/mp@2x/15/32/1532ee35c0c10b45ccbe828dd229c4ab.jpg,Печь для пиццы Hurakan HKN-HEP1,Печь для пиццы Hurakan HKN-HEP1,52115,RUB,Да,Hurakan,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/243871,"<p>Печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/243871"">Hurakan HKN-HEP1</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления, термостатами и дверцей со смотровым окном. Корпус выполнен из окрашенной стали.</p>",243871,от 100 до 450 °С,4.2 кВт,890 мм,845 мм,460 мм,61 кг,Китай,1,890x980x520 мм,8,https://entero.ru/manuals/293066/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-HEP1.pdf;https://entero.ru/manuals/412519/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454480/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-HEP1.pdf;https://entero.ru/manuals/484315/%D0%94%D0%B5%D1%82%D0%B0%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-HEP1.pdf,54858,,48 кг,220 В,,,,1,610x610x140 мм
https://cdn.entero.ru/mp@2x/84/1e/841e86fcaf4b011d6a56a4ffef70e0d3.jpg,Печь для пиццы Cuppone Tiziano TZ435/2M-C5-CP,TZ435/2M,209104,RUB,Да,Cuppone,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/228659,"<p>Печь для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228659""><b class=""b"">Cuppone Tiziano TZ435/2M-C5-CP</b></a> используется на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления, дверью с обзорными стеклами и освещением камер выпекания.</p>

<p>Печь для пиццы используется совместно с вытяжным зонтом <a href=""https://entero.ru/item/205939"">KTZ435NT</a>.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность выпечки пиццы:
<ul>
<li>4+4х Ø350 мм</li>
<li>1+1х Ø500 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 1040x970x850 мм</li>
</ul>",228659,,10.4 кВт,1000 мм,860 мм,690 мм,210 кг,Италия,1,1040x970x850 мм,6,https://entero.ru/manuals/305592/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cuppone%20Tiziano%20TZ435_2M-C5-CP.pdf,222451,,178 кг,380 В,от 35 до 50 см,от 2 до 8,2,"4, 1",720х720х140 мм
https://cdn.entero.ru/mp@2x/24/4c/244cbba862fdefe61a3a3ed9830755a2.jpg,Печь для пиццы Apach AMS2 ECO P,Печь для пиццы Apach AMS2 ECO P,54447,RUB,Да,Apach,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/231263,"<p>Печь для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231263""><b class=""b"">Apach AMS2 ECO P </b></a>предназначена для приготовления традиционной итальянской пиццы любого сорта, а также для выпечки различной хлебобулочной продукции на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления для каждой камеры. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый нагрев</li>
<li>Восстановление высокой температуры внутри камеры после открывания дверцы </li>
<li>Глухие дверцы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 670х600х580 мм</li>
</ul>",231263,от 100 до 350 °С,2.4 кВт,568 мм,500 мм,430 мм,33 кг,Италия,1,670x600x580 мм,11,https://entero.ru/manuals/277984/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Apach%20AMS2%20ECO%20P.pdf;https://entero.ru/manuals/277982/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf;https://entero.ru/manuals/277983/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,57922,https://vk.com/video_ext.php?oid=-177656185&id=456239212&hd=2&autoplay=0,32 кг,220 В,,2,2,1,360х410х90 мм
https://cdn.entero.ru/mp@2x/b5/b7/b5b7fbdc5334ed9298d94572f81a5294.jpg,Печь для пиццы Resto Italia START 44,н0000128075,128485,RUB,Да,Resto Italia,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/89251,"<p>Печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/89251"">Resto Italia START 44</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для выпечки пиццы и хлебобулочных изделий, требующих высокой температуры приготовления. Модель оснащена механической панелью управления. Корпус изготовлен из окрашенной стали, лицевая панель - из нержавеющей стали, теплоизоляция - из минеральной ваты.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Огнеупорный камень</li>
<li>Внутренняя подсветка</li>
<li>Класс защиты: IPX4B</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 970х970х880 мм</li>
</ul>",89251,от 50 до 400 °С,9.4 кВт,940 мм,920 мм,710 мм,,Италия,,,0,https://entero.ru/manuals/72142/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Resto%20Italia%20START%2044%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/72143/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Resto%20Italia%20START%2044.pdf,135247,,125 кг,"380 В, 220 В",33 см,8,2,4,660х660х140 мм
https://cdn.entero.ru/mp@2x/fd/c3/fdc3cdb57d644aa5bb95bafe7ecc8159.jpg,Печь для пиццы FIMAR FME/4+4,FOFMEI4440050T,242595,RUB,Да,FIMAR,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/17435,"<p>Печь для пиццы<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/17435"">FIMAR FME/4+4</a></b> используется на предприятиях общественного питания и торговли для выпечки пиццы, лепешек и т.д. Модель оснащена 2 термостатами для каждой камеры, огнеупорной жарочной поверхностью, теплоизоляционным покрытием из минеральной ваты, подсветкой, пирометром и дверками со смотровыми окошками из стекла пирекс. Фронтальная облицовка выполнена из нержавеющей стали.</p>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Сила тока:
<ul>
<li>220 В: 40 А</li>
<li>400 В: 15 А</li>
</ul>
</li>
<li>Габариты в упаковке: 1000х960х920 мм</li>
<li>
<p>Объем упаковки: 0,883 м<sup>3</sup></p>
</li>
</ul>",17435,от 50 до 500 °С,8.4 кВт,900 мм,735 мм,750 мм,,Италия,,,0,https://entero.ru/manuals/66782/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%20FME_4+4.pdf;https://entero.ru/manuals/87395/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf;https://entero.ru/manuals/305644/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20FME_4+4.pdf;https://entero.ru/manuals/377356/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20FIMAR%20FME_4+4.pdf;https://entero.ru/manuals/377357/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/377358/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2006.10.2027%29.pdf,,,114 кг,380 В,,8,2,4,610x610x140 мм
https://cdn.entero.ru/mp@2x/41/9f/419f54dde5f71bf755c34605e52a013c.jpg,Печь для пиццы Empero EMP.SPO.01,Печь для пиццы Empero EMP.SPO.01,888011,RUB,Да,Empero,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/124189,"<p>Печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124189"">Empero EMP.SPO.01</a></b> используется на предприятиях общественного питания и торговли для выпечки пиццы, вафель, горячих сэндвичей и хлебобулочных изделий, а также разогрева полуфабрикатов. Модель оснащена 4,3-дюймовой сенсорной панелью управления. Внутренняя камера выполнена из нержавеющей стали, жарочная поверхность - из огнеупорного материала.</p>

<p><b>Особенности:</b></p>

<ul>
<li>99 различных программ приготовления</li>
<li>Регулируемые время и температура приготовления</li>
<li>Система PID обеспечивает высокочувствительный контроль температуры (SSR реле)</li>
<li>Цифровой индикатор температуры внутри камеры</li>
<li>Вращающаяся жарочная поверхность обеспечивает равномерное приготовление</li>
<li>Опция определения названия программы при помощи сенсорного экрана</li>
<li>Возможность загрузки иллюстрированного меню с помощью внешнего запоминающего устройства</li>
<li>Доступ к руководству пользователя через сенсорный экран</li>
<li>Предохранительный термостат для защиты от перегрева (активируется при достижении температуры 450 °С)</li>
<li>3 базовых варианта расцветки: черный и серый, коричневый и серый, черный и светло-коричневый</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность пицц: 75 шт./час</li>
<li>Размеры двери: 500х140 мм</li>
</ul>",124189,от 0 до 400 °С,16 кВт,1200 мм,1368 мм,2000 мм,,Турция,,,0,https://entero.ru/manuals/132509/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Empero%202019.pdf;https://entero.ru/manuals/410900/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Empero%20EMP.SPO.01.pdf,925011,https://vk.com/video_ext.php?oid=-177656185&id=456239935&hd=2&autoplay=0,330 кг,380 В,30 см,6,1,6,1000х1000х170 мм
https://cdn.entero.ru/mp@2x/76/6f/766f0c10caf0b11594eb1f25bd963d50.jpg;https://cdn.entero.ru/mp@2x/51/8d/518db4e34f2f6ebab00b07cd6b7ed5ab.jpg;https://cdn.entero.ru/mp@2x/35/99/3599afabde640774f0bf83b3e31868d3.jpg;https://cdn.entero.ru/mp@2x/b8/2b/b82bc5a1595140f70d8b3539f8814e96.jpg;https://cdn.entero.ru/mp@2x/f8/8e/f88e0c7ea65228534ca960410452ceed.jpg;https://cdn.entero.ru/mp@2x/90/1a/901ad8bf8b3b3ec2527879dbe4badc4a.jpg;https://cdn.entero.ru/mp@2x/65/11/65113c7a535c16d393873332f02657c0.jpg,Печь для пиццы Abat ПЭП-4,21000801124,114950,RUB,Да,Abat,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/24836,"<p>Печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/24836"">Abat ПЭП-4</a></b> используется на предприятиях общественного питания и торговли для выпечки пиццы и хлебобулочных изделий. Модель оснащена термометрами для отображения действительной температуры печи.</p>

<p>Облицовка выполнена из нержавеющей стали AISI 304, боковые и задняя стенки - покрыты порошковой краской, внутренняя поверхность - из эмалированного металла, жарочный шкаф - из оцинкованного листа толщиной 1,5 мм, ТЭНы - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 механических термостата</li>
<li>Верхние и нижные ТЭНы регулируются отдельно</li>
<li>Жаропрочное стекло двери позволяет следить за процессом выпечки</li>
<li>Внутренняя подсветка</li>
<li>Пиролиз для очистки камеры (при температуре 450 °С)</li>
<li>Шибер для отвода паров и оттока нагретого воздуха из печи</li>
<li>Под из жаропрочного природного камня - фельзита, толщиной 20 мм</li>
<li>Аварийный термовыключатель для защиты от перегрева (свыше 500 °С)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность:
<ul>
<li>Номинальная: 6,24 кВт</li>
<li>Лампа освещения: 0,04 кВт</li>
<li>ТЭНы: 6,2 кВт</li>
</ul>
</li>
<li>Время разогрева камеры до 300 °С: 35 мин.</li>
<li>Площадь пода: 0,49 м<sup>2</sup></li>
<li>Количество ТЭНов: 6</li>
</ul>",24836,от 20 до 450 °С,,1014 мм,939 мм,375 мм,,Россия,,,0,https://entero.ru/manuals/104461/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9F-4.pdf;https://entero.ru/manuals/415828/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9F-4.pdf;https://entero.ru/manuals/415829/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/415830/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/419389/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9F-4.pdf,119740,,94 кг,380 В,35 см,4,1,4,700x700x151-179 мм
https://cdn.entero.ru/mp@2x/4e/85/4e85327e0ef627b8f3018ba0ba90f03d.jpg,Печь для пиццы WLBake WellPizza Piccolo 2M,Печь для пиццы WLBake WellPizza Piccolo 2M,73451,RUB,Да,WLBake,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/89818,"<p>Печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89818"">WLBake WellPizza Piccolo 2M</a></b> используется на предприятиях общественного питания и торговли, где не требуется высокая производительность, для выпекания разных видов пиццы. Модель оснащена электромеханической панелью управления, внутренней подсветкой, каменным подом и малым смотровым окном, позволяющим следить за процессом приготовления. Фронтальная часть выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Механический таймер с информированием о готовности</li>
<li>Изоляция из каменной ваты, обеспечивающая сохранение тепла</li>
<li>Компактные размеры</li>
</ul>",89818,320 °С,3.2 кВт,568 мм,500 мм,430 мм,,Италия,,,0,https://entero.ru/manuals/425024/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20WLBake%20WellPizza%20Piccolo%202M.pdf,78980,,36 кг,220 В,,2,2,1,410x360x90 мм
https://cdn.entero.ru/mp@2x/61/84/6184871092122bcb2a8d8bd5dd2f0b5a.jpg;https://cdn.entero.ru/mp@2x/6a/1f/6a1fe78823768bd744b706fee409b57a.jpg;https://cdn.entero.ru/mp@2x/84/60/84605aeb8dbe916dbd67c5fb0bc5e69b.jpg;https://cdn.entero.ru/mp@2x/ad/3f/ad3f9af0c67a58b8fab953bd258b1700.jpg,Печь для пиццы ITPIZZA ML4 380В,Печь для пиццы ITPIZZA ML4 380В,104945,RUB,Да,ITPIZZA,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/25013,"<p>Печь для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25013""><b class=""b"">ITPIZZA ML4 </b></a>используется на предприятиях общественного питания и торговли для выпечки пиццы и блюд, не требующих пароувлажнения: фокаччо, гриссини, крем-карамели, бисквитных и песочных десертов. Модель оснащена механической панелью управления. Корпус выполнен из окрашенной стали, передняя панель - из нержавеющей стали, поверхность для выпечки - из огнеупорного материала шамота.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая регулировка верхних и нижних ТЭНов</li>
<li>Жаропрочное стекло дверцы</li>
<li>Внутренняя подсветка камеры</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Электронная панель управления</li>
</ul>",25013,от 45 до 455 °С,6 кВт,1005 мм,960 мм,415 мм,102 кг,Италия,1,1020x1020x570 мм,0,https://entero.ru/manuals/36400/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ITPIZZA%20ML4.pdf,,,94 кг,380 В,35 см,4,1,4,720x720x140 мм
https://cdn.entero.ru/mp@2x/25/6b/256bb7cbe24dc63c363bb6a7ec48e70e.jpg,Печь для пиццы ITPIZZA MD1,Печь для пиццы ITPIZZA MD1,76154,RUB,Да,ITPIZZA,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/30190,"<p>Печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/30190"">ITPIZZA MD1</a> </b>используется на предприятиях общественного питания и торговли для выпечки пиццы и блюд, не требующих пароувлажнения: фокаччо, гриссини, крем-карамели, бисквитных и песочных десертов. Модель оснащена механической панелью управления. Корпус выполнен из нержавеющей стали, поверхность для выпечки - из огнеупорного материала шамота.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая регулировка верхних и нижних ТЭНов</li>
<li>Аварийный термостат, предохраняющий от перегрева</li>
<li>Жаропрочное стекло дверцы</li>
<li>Внутренняя подсветка</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Электронная панель управления</li>
</ul>",30190,от 50 до 350 °С,1.6 кВт,585 мм,500 мм,258 мм,,Италия,,,0,https://entero.ru/manuals/36398/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ITPIZZA%20MD1.pdf,81015,,32 кг,220 В,34 см,1,1,1,360x410x80 мм
