Изображения,Название,Артикул,Цена,Валюта,Наличие,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Вес,Количество мест,Размеры,Остаток,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Материал,Максимальная нагрузка,Количество перекладин,Высота подъема,Длина лестницы,Глубина ступени
https://cdn.entero.ru/mp@2x/90/d9/90d9d64c4232da72d03724dd2371ed78.jpg,Стремянка Мастер-инструмент МИ 7 ступеней (алюминий),МИ 7ст,5367,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/251594,"<p>Стремянка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251594""><b class=""b"">Мастер-инструмент МИ 7 ступеней </b></a>используется для подъема на необходимую высоту при выполнении строительных, ремонтных, отделочных или иных видов работ. Модель оснащена 1 рабочей секцией, расширенной верхней ступенью, дугообразной опорной рукояткой и 2 ремнями для усиления фиксации в рабочем положении. Корпус изготовлен из легкого прочного сплава алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота в сложенном виде: 2210 мм </li>
<li>Высота верхней ступени в рабочем положении: 1430 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",251594,раскладная,510 мм,,,,0,7352,5.2 кг,Россия,Россия,алюминий,150 кг,7,1.43 м,,
https://cdn.entero.ru/mp@2x/bf/2f/bf2ffd181783504cc3a13e505e269582.jpg;https://cdn.entero.ru/mp@2x/4a/fc/4afce9f88a915d90f18106c5d92fde66.jpg,Лестница телескопическая Мастер-инструмент МИ 2.0 м 7 ступ.,Лестница телескопическая Мастер-инструмент МИ 2.0 м 7 ступ.,5449,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233523,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233523""><b class=""b"">Мастер-инструмент МИ 2.0 м 7 ступ. </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена высокопрочными шарнирами. Лестница изготовлена из алюминия, замки - из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шаг ступени: 300 мм</li>
<li>Ширина основания: 470 мм </li>
<li>Высота в сложенном виде: 570 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233523,раздвижная,690 мм,,,,0,,4.7 кг,,Россия,алюминий,150 кг,7,2 м,500 мм,100 мм
https://cdn.entero.ru/mp@2x/21/ba/21ba7cf18b1d9a6a84869a0d4977e360.jpg;https://cdn.entero.ru/mp@2x/2a/14/2a1415a69afaa1ba4e3c5adf7302289c.jpg,Стремянка Мастер-инструмент 9 ступеней (краш. сталь),Сталь 9ст,5484,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/251607,"<p>Стремянка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251607""><b class=""b"">Мастер-инструмент 9 ступеней </b></a>используется для подъема на необходимую высоту при выполнении строительных, ремонтных, отделочных или иных видов работ. Модель оснащена 1 рабочей секцией, расширенной верхней ступенью и дугообразной опорной рукояткой. Корпус изготовлен из стали с антикоррозийным покрытием краской красного цвета. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота в сложенном виде: 2670 мм </li>
<li>Высота верхней ступени в рабочем положении: 1870 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",251607,раскладная,560 мм,,,,0,7834,9.3 кг,Россия,Россия,сталь,150 кг,9,1.87 м,,80 мм
https://cdn.entero.ru/mp@2x/2e/5f/2e5f7ad3245735f64db68a7c4e69a5d3.jpg,"Лестница односекционная Мастер-инструмент Стандарт, 12 ступеней","Лестница односекционная Мастер-инструмент Стандарт, 12 ступеней",5554,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233671,"<p>Односекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233671""><b class=""b"">Мастер-инструмент Стандарт, 12 ступеней </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Лестница изготовлена из алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина профиля: 1,2 мм </li>
<li>Ширина ступени: 30 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233671,приставная,,,,,0,,4.7 кг,,Россия,алюминий,150 кг,12,3.425 м,,
https://cdn.entero.ru/mp@2x/60/67/606701dba620db82a7ba6e405b76b390.jpg,Лестница Капитан 70110,Лестница Капитан 70110,5653,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/222790,"<p>Лестница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222790"">Капитан 70110</a></b> используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Односекционная модель оснащена противоскользящими пластиковыми башмаками. Стойки выполнены из экструдированных алюминиевых профилей.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Соединение ""ступень-стойка"" качественной завальцовкой</li>
<li>Соответствует стандарту EN 131 для профессионального применения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая высота: 3850 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",222790,приставная,350 мм,,,,0,,4 кг,,Россия,алюминий,150 кг,10,,2790 мм,
https://cdn.entero.ru/mp@2x/36/6b/366bf0524b9b8de8e86c6f59c85e77b9.jpg,"Лестница односекционная Мастер-инструмент Стандарт, 13 ступеней","Лестница односекционная Мастер-инструмент Стандарт, 13 ступеней",5894,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233672,"<p>Односекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233672""><b class=""b"">Мастер-инструмент Стандарт, 13 ступеней </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Лестница изготовлена из алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина профиля: 1,2 мм </li>
<li>Ширина ступени: 30 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233672,приставная,,,,,0,,5 кг,,Россия,алюминий,150 кг,13,3.71 м,,
https://cdn.entero.ru/mp@2x/c9/bc/c9bc911d76df70246328028dc6f0ecc3.jpg,"Лестница двухсекционная Мастер-инструмент Стандарт, 6 ступеней","Лестница двухсекционная Мастер-инструмент Стандарт, 6 ступеней",5927,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233679,"<p>Двухсекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233679""><b class=""b"">Мастер-инструмент Стандарт </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена перемычкой в виде ленты. Лестница изготовлена из алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 2</li>
<li>Количество ступеней в одной секции: 6</li>
<li>Толщина профиля: 1,2 мм </li>
<li>Ширина ступени: 30 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233679,приставная,600 мм,,,,0,,6.4 кг,,Россия,алюминий,150 кг,6,от 1.74 до 2.595 м,,
https://cdn.entero.ru/mp@2x/e5/e2/e5e2db83175ec3e8214a3d37df4215e2.jpg;https://cdn.entero.ru/mp@2x/12/0b/120b776e0374ff6cde8e89934fa37737.jpg,Стремянка Мастер-инструмент 10 ступеней (краш. сталь),Сталь 10ст,5950,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/251608,"<p>Стремянка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251608""><b class=""b"">Мастер-инструмент 10 ступеней </b></a>используется для подъема на необходимую высоту при выполнении строительных, ремонтных, отделочных или иных видов работ. Модель оснащена 1 рабочей секцией, расширенной верхней ступенью и дугообразной опорной рукояткой. Корпус изготовлен из стали с антикоррозийным покрытием краской красного цвета. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота в сложенном виде: 2900 мм </li>
<li>Высота верхней ступени в рабочем положении: 2080 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",251608,раскладная,580 мм,,,,0,,10.3 кг,Россия,Россия,сталь,150 кг,10,2.08 м,,80 мм
https://cdn.entero.ru/mp@2x/b7/4a/b74ae0323f6f1c075d1688f1840bf5ed.jpg;https://cdn.entero.ru/mp@2x/1c/e7/1ce7e04bc641cdb7a5ad853ab1d2ca3f.jpg,Лестница телескопическая Мастер-инструмент МИ ПРОФИ 2 м 7 ступеней,ТЕЛ ПРОФИ 2.0М,6016,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/251583,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/251583""><b class=""b"">Мастер-инструмент МИ ПРОФИ 2 м 7 ступеней </b></a>используется для подъема на необходимую высоту при выполнении строительных, ремонтных, отделочных или иных видов работ. Модель оснащена высокопрочными шарнирными замками. Корпус изготовлен из алюминия, замки – из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота в сложенном виде: 470 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",251583,раздвижная,,,,,0,,,Россия,Россия,"алюминий, нерж. сталь",,7,2 м,470 мм,
https://cdn.entero.ru/mp@2x/0a/28/0a28978da263bb32b7229b834cd37778.jpg;https://cdn.entero.ru/mp@2x/12/e9/12e95962f45304c213138f0eb0cc11fc.jpg,Лестница телескопическая Мастер-инструмент МИ 2.6 м 9 ступ.,Лестница телескопическая Мастер-инструмент МИ 2.6 м 9 ступ.,6233,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233612,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233612""><b class=""b"">Мастер-инструмент МИ 2.6 м 9 ступ. </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена высокопрочными шарнирами. Лестница изготовлена из алюминия, замки - из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шаг ступени: 300 мм</li>
<li>Ширина основания: 470 мм </li>
<li>Высота в сложенном виде: 740 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233612,раздвижная,760 мм,,,,0,,6.5 кг,,Россия,алюминий,150 кг,9,2.6 м,470 мм,80 мм
https://cdn.entero.ru/mp@2x/ac/6d/ac6deaa9c5b7110aa89c08f444e39fd6.jpg,"Лестница односекционная Мастер-инструмент Стандарт, 14 ступеней","Лестница односекционная Мастер-инструмент Стандарт, 14 ступеней",6254,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233673,"<p>Односекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233673""><b class=""b"">Мастер-инструмент Стандарт, 14 ступеней </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Лестница изготовлена из алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина профиля: 1,2 мм </li>
<li>Ширина ступени: 30 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233673,приставная,,,,,0,,5.4 кг,,Россия,алюминий,150 кг,14,3.995 м,,
https://cdn.entero.ru/mp@2x/36/65/3665f5c56f2f6b96b51c7cb20aee0d84.jpg,Стремянка Мастер-инструмент МИ 8 ступеней (алюминий),МИ 8ст,6423,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/251596,"<p>Стремянка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251596""><b class=""b"">Мастер-инструмент МИ 8 ступеней </b></a>используется для подъема на необходимую высоту при выполнении строительных, ремонтных, отделочных или иных видов работ. Модель оснащена 1 рабочей секцией, расширенной верхней ступенью, дугообразной опорной рукояткой и 2 ремнями для усиления фиксации в рабочем положении. Корпус изготовлен из легкого прочного сплава алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота в сложенном виде: 2440 мм </li>
<li>Высота верхней ступени в рабочем положении: 1660 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",251596,раскладная,540 мм,,,,0,,6 кг,Россия,Россия,алюминий,150 кг,8,1.66 м,,
https://cdn.entero.ru/mp@2x/61/74/617429913044409532a967e1865fb277.jpg,"Лестница двухсекционная Мастер-инструмент Стандарт, 7 ступеней","Лестница двухсекционная Мастер-инструмент Стандарт, 7 ступеней",6465,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233680,"<p>Двухсекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233680""><b class=""b"">Мастер-инструмент Стандарт </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена перемычкой в виде ленты. Лестница изготовлена из алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 2</li>
<li>Количество ступеней в одной секции: 7</li>
<li>Толщина профиля: 1,2 мм </li>
<li>Ширина ступени: 30 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233680,приставная,600 мм,,,,0,,6.9 кг,,Россия,алюминий,150 кг,7,от 2.02 до 3.16 м,,
https://cdn.entero.ru/mp@2x/e4/84/e4846ef044c6340599dbd2334958f638.jpg,Лестница Капитан 70112,Лестница Капитан 70112,6570,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/222791,"<p>Лестница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222791"">Капитан 70112</a></b> используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Односекционная модель оснащена противоскользящими пластиковыми башмаками. Стойки выполнены из экструдированных алюминиевых профилей.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Соединение ""ступень-стойка"" качественной завальцовкой</li>
<li>Соответствует стандарту EN 131 для профессионального применения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая высота: 4450 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",222791,приставная,350 мм,,,,0,,5.1 кг,,Россия,алюминий,150 кг,12,,3360 мм,
https://cdn.entero.ru/mp@2x/62/cd/62cda2e65adb649cc47771e56e9268a1.jpg,Лестница телескопическая Мастер-инструмент МИ ПРОФИ 2.6 м 9 ступ.,Лестница телескопическая Мастер-инструмент МИ ПРОФИ 2.6 м 9 ступ.,6750,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233620,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233620""><b class=""b"">Мастер-инструмент МИ ПРОФИ 2.6 м 9 ступ. </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота в сложенном виде: 740 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233620,раздвижная,760 мм,,,,0,,,,Россия,алюминий,150 кг,9,2.6 м,470 мм,80 мм
https://cdn.entero.ru/mp@2x/b3/69/b3694b54eaebf6aa2ddc7ae038c800a1.jpg;https://cdn.entero.ru/mp@2x/23/70/23708fe1c70d79d4f91863c0ec07f3d0.jpg,Лестница телескопическая Мастер-инструмент МИ 2.9 м 10 ступ.,Лестница телескопическая Мастер-инструмент МИ 2.9 м 10 ступ.,6989,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233613,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233613""><b class=""b"">Мастер-инструмент МИ 2.9 м 10 ступ. </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена высокопрочными шарнирами. Лестница изготовлена из алюминия, замки - из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шаг ступени: 300 мм</li>
<li>Ширина основания: 470 мм </li>
<li>Высота в сложенном виде: 770 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233613,раздвижная,790 мм,,,,0,,7.3 кг,,Россия,алюминий,150 кг,10,2.9 м,480 мм,80 мм
https://cdn.entero.ru/mp@2x/85/18/851813c8eeee219542be36b2de9202f6.jpg,Стремянка Мастер-инструмент МИ 9 ступеней (алюминий),МИ 9ст,7013,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/251597,"<p>Стремянка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251597""><b class=""b"">Мастер-инструмент МИ 9 ступеней </b></a>используется для подъема на необходимую высоту при выполнении строительных, ремонтных, отделочных или иных видов работ. Модель оснащена 1 рабочей секцией, расширенной верхней ступенью, дугообразной опорной рукояткой и 2 ремнями для усиления фиксации в рабочем положении. Корпус изготовлен из легкого прочного сплава алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота в сложенном виде: 2670 мм </li>
<li>Высота верхней ступени в рабочем положении: 1870 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",251597,раскладная,560 мм,,,,0,,6.8 кг,Россия,Россия,алюминий,150 кг,9,1.87 м,,
https://cdn.entero.ru/mp@2x/12/0c/120c17f26c5e1e485718f1de7292039b.jpg,"Лестница двухсекционная Мастер-инструмент Стандарт, 8 ступеней","Лестница двухсекционная Мастер-инструмент Стандарт, 8 ступеней",7166,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233681,"<p>Двухсекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233681""><b class=""b"">Мастер-инструмент Стандарт </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена перемычкой в виде ленты. Лестница изготовлена из алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 2</li>
<li>Количество ступеней в одной секции: 8</li>
<li>Толщина профиля: 1,2 мм </li>
<li>Ширина ступени: 30 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233681,приставная,600 мм,,,,0,,7.9 кг,,Россия,алюминий,150 кг,8,от 2.31 до 3.73 м,,
https://cdn.entero.ru/mp@2x/29/14/29144ddb40812fd751c47cc6b48417d9.jpg,"Лестница односекционная Мастер-инструмент Стандарт, 15 ступеней","Лестница односекционная Мастер-инструмент Стандарт, 15 ступеней",7401,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233674,"<p>Односекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233674""><b class=""b"">Мастер-инструмент Стандарт, 15 ступеней </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Лестница изготовлена из алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина профиля: 1,2 мм </li>
<li>Ширина ступени: 30 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233674,приставная,,,,,0,,7.6 кг,,Россия,алюминий,150 кг,15,4.285 м,,
https://cdn.entero.ru/mp@2x/f2/df/f2df531ac853f21e15f05c4157b60ea9.jpg;https://cdn.entero.ru/mp@2x/d1/e2/d1e2279ad8cc9497da752cca2eceeebd.jpg,Лестница телескопическая Мастер-инструмент МИ 3.2 м 11 ступ.,Лестница телескопическая Мастер-инструмент МИ 3.2 м 11 ступ.,7459,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233614,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233614""><b class=""b"">Мастер-инструмент МИ 3,2 м 11 ступ. </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена высокопрочными шарнирами. Лестница изготовлена из алюминия, замки - из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шаг ступени: 300 мм</li>
<li>Ширина основания: 480 мм </li>
<li>Высота в сложенном виде: 790 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233614,раздвижная,810 мм,9.6 кг,1,972x576x108 мм,0,,8 кг,,Россия,алюминий,150 кг,11,90 м,480 мм,480 мм
https://cdn.entero.ru/mp@2x/c3/e1/c3e10351b32de490bfd8539a061074e6.jpg,Лестница телескопическая Мастер-инструмент МИ ПРОФИ 2.9 м 10 ступ.,Лестница телескопическая Мастер-инструмент МИ ПРОФИ 2.9 м 10 ступ.,7575,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233621,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233621""><b class=""b"">Мастер-инструмент МИ ПРОФИ 2.9 м 10 ступ. </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота в сложенном виде: 770 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233621,раздвижная,790 мм,8.4 кг,1,948x576x96 мм,0,,7 кг,,Россия,алюминий,150 кг,10,80 м,480 мм,480 мм
https://cdn.entero.ru/mp@2x/4a/9b/4a9b856a2a6ab77b0ef87fc326fdc0d9.jpg,Стремянка Мастер-инструмент МИ 10 ступеней (алюминий),МИ 10ст,7575,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/251598,"<p>Стремянка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251598""><b class=""b"">Мастер-инструмент МИ 10 ступеней </b></a>используется для подъема на необходимую высоту при выполнении строительных, ремонтных, отделочных или иных видов работ. Модель оснащена 1 рабочей секцией, расширенной верхней ступенью, дугообразной опорной рукояткой и 2 ремнями для усиления фиксации в рабочем положении. Корпус изготовлен из легкого прочного сплава алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота в сложенном виде: 2900 мм </li>
<li>Высота верхней ступени в рабочем положении: 2080 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",251598,раскладная,580 мм,,,,0,,7.5 кг,Россия,Россия,алюминий,150 кг,10,2.08 м,,
https://cdn.entero.ru/mp@2x/d8/b9/d8b9ad1158d9a9010fc982b39148b4cc.jpg,"Лестница односекционная Мастер-инструмент Стандарт, 16 ступеней","Лестница односекционная Мастер-инструмент Стандарт, 16 ступеней",7863,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233675,"<p>Односекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233675""><b class=""b"">Мастер-инструмент Стандарт, 16 ступеней </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Лестница изготовлена из алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина профиля: 1,2 мм </li>
<li>Ширина ступени: 30 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233675,приставная,,,,,0,,8.1 кг,,Россия,алюминий,150 кг,16,4.57 м,,
https://cdn.entero.ru/mp@2x/4c/8b/4c8baf82615586c8f82d5540ff352e23.jpg,"Лестница двухсекционная Мастер-инструмент Стандарт, 9 ступеней","Лестница двухсекционная Мастер-инструмент Стандарт, 9 ступеней",7897,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233682,"<p>Двухсекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233682""><b class=""b"">Мастер-инструмент Стандарт </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена перемычкой в виде ленты. Лестница изготовлена из алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 2</li>
<li>Количество ступеней в одной секции: 9</li>
<li>Толщина профиля: 1,2 мм </li>
<li>Ширина ступени: 30 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233682,приставная,600 мм,,,,0,,8.3 кг,,Россия,алюминий,150 кг,9,от 2.59 до 4.3 м,,
https://cdn.entero.ru/mp@2x/88/27/882795902c888e6f5e6335cde3637f6a.jpg,Лестница Капитан 70114,Лестница Капитан 70114,7901,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/222792,"<p>Лестница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222792"">Капитан 70114</a></b> используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Односекционная модель оснащена противоскользящими пластиковыми башмаками. Стойки выполнены из экструдированных алюминиевых профилей.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Соединение ""ступень-стойка"" качественной завальцовкой</li>
<li>Соответствует стандарту EN 131 для профессионального применения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая высота: 4950 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",222792,приставная,350 мм,,,,0,,8.65 кг,,Россия,алюминий,150 кг,14,,3920 мм,
