Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Вес (с упаковкой),Количество емкостей,Обьем одной емкости
https://cdn.entero.ru/mp@2x/fd/62/fd62dbf4fa4be3a11e5ac25194d2eb44.jpg,Сокоохладитель UGOLINI ARCTIC COMPACT 5/2,Сокоохладитель UGOLINI ARCTIC COMPACT 5/2,81991,RUB,Нет,UGOLINI,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/17517,"<p>Универсальный сокоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/17517"">UGOLINI ARCTIC COMPACT 5/2</a></b> предназначен для охлаждения и розлива не только натуральных фруктовых соков, но и кофе, чая и пр.</p>


<p>Сокоохладитель быстро разбирается и легко моется. Корпус изготовлен из нержавеющей стали. Благодаря погруженной магнитной помпе происходит смешивание напитков. Емкости и краны прибора - съемные.</p>",17517,сокоохладитель,от 10 до 15 °C,220 В,0.17 кВт,250 мм,400 мм,550 мм,,Италия,,,0,https://entero.ru/manuals/9876/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20UGOLINI%20ARCTIC%20COMPACT%205_2.pdf;https://entero.ru/manuals/87463/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20UGOLINI.pdf,,,17 кг,,2,5 л
https://cdn.entero.ru/mp@2x/06/8a/068a2b0be8772efb0259084c274ccf0c.jpg,Гранитор EKSI SMB-3x15L,Гранитор EKSI SMB-3x15L,142678,RUB,Нет,EKSI,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/115325,"<p>Гранитор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115325""><b class=""b"">EKSI SMB-1x15L</b></a> используется на предприятиях общественного питания и торговли для охлаждения и порционной раздачи десертов, приготовленных на основе сиропов, соков, йогуртов, концентратов, превращенных в густую снегообразную массу. Корпус выполнен из нержавеющей стали, емкости - из пищевого полиуретана.</p>",115325,гранитор,от -4 до -2 °C,220 В,1 кВт,603 мм,550 мм,740 мм,,Китай,,,0,https://entero.ru/manuals/477943/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20SMB-3x15L.pdf,153417,,63 кг,,3,15 л
https://cdn.entero.ru/mp@2x/75/11/7511283eb9b8a9cbac975d97d1000bef.jpg;https://cdn.entero.ru/mp@2x/6a/2a/6a2a91e04d57727dd342f53deaedebcb.jpg,Сокоохладитель Bras Maestrale Jolly 8.2,Сокоохладитель Bras Maestrale Jolly 8.2,82452,RUB,Нет,Bras,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/21280,"<p>Аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/21280"">Bras Maestrale Jolly 8.2</a></b> применяется для охлаждения соков и напитков без газа в уличной торговли, кафе, ресторанах, барах. Корпус с пластиковыми вставками сделан из нержавеющей стали.</p>

<p>Сокоохладитель снабжен воздушным охлаждением, герметичным компрессором, регулируемым термостатом и защитой от перепадов напряжения. Контейнеры из поликарбоната имеют регулирование температуры. За 15-18 минут можно охладить напитки при комнатной температуре.</p>",21280,сокоохладитель,,220 В,0.3 кВт,250 мм,400 мм,630 мм,,Италия,,,0,https://entero.ru/manuals/83995/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bras%20Maestrale%20Jolly%208.2.doc,85888,,17 кг,,2,8 л
https://cdn.entero.ru/mp@2x/7f/e9/7fe9ca6f242c815ddfb309bc32fdbca6.jpg,Сокоохладитель ROAL YSJ18×3,Сокоохладитель ROAL YSJ18×3,51529,RUB,Нет,ROAL,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/301040,"<p>Сокоохладитель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/301040""><b class=""b"">ROAL YSJ18×3 </b></a>используется на предприятиях общественного питания и торговли для хранения в охлажденном состоянии и последующей дозированной подачи различных напитков из фруктов, молока и морсов. Модель оснащена встроенным автоматическим датчиком температуры. Корпус выполнен из нержавеющей стали и пищевого пластика.</p>

<p>В комплект поставки входят прокладка и уплотнительное кольцо.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Хладагент: R290</li>
<li>Габариты в упаковке: 800х520х730 мм</li>
</ul>",301040,сокоохладитель,от 7 до 12 °C,220 В,0.45 кВт,730 мм,450 мм,700 мм,38 кг,Китай,1,800x520x730 мм,0,https://entero.ru/manuals/361426/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20YSJ18%C3%973.pdf,54241,,37 кг,,3,18 л
https://cdn.entero.ru/mp@2x/e8/1c/e81c65caff5c517307e42103e0310bd9.jpg,Сокоохладитель Kocateq SP9Lx3,Сокоохладитель Kocateq SP9Lx3,52183,RUB,Нет,Kocateq,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/92687,"<p>Сокоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92687"">Kocateq SP9Lx3</a></b> используется на предприятиях общественного питания и торговли для хранения в охлажденном состоянии и последующей дозированной подачи различных напитков, соков, морсов и воды. Модель оснащена термостатом для регулировки температуры. Корпус выполнен из нержавеющей стали AISI 403, емкости - из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое поддержание температуры напитка на заданном уровне</li>
<li>Холодильный агрегат с воздушным охлаждением конденсатора</li>
<li>Охлаждение напитка за счет непрерывного контакта нагнетаемого помпой потока напитка с цилиндром</li>
<li>Специальные краны с защитой от непроизвольного открывания и подкапывания</li>
<li>Съемный каплесборник</li>
<li>Простая разборка всех компонентов для очистки</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты в упаковке: 490х500х730 мм</li>
</ul>",92687,сокоохладитель,от 7 до 12 °C,220 В,0.385 кВт,430 мм,460 мм,690 мм,,Ю. Корея,,,0,https://entero.ru/manuals/111340/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279807/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20SP9Lx3.pdf,54357,,,,3,9 л
https://cdn.entero.ru/mp@2x/d5/de/d5de5c520aad533a556dc88ecb122941.jpg;https://cdn.entero.ru/mp@2x/0f/34/0f3414ee31b7c269b18b5d4a73af5418.jpg,Гранитор Cooleq SM-10+10,SM 10+10,107339,RUB,Нет,Cooleq,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/76039,"<p>Гранитор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76039"">Cooleq SM-10+10</a></b> используется для приготовления охлажденных десертов на фруктовой основе с сиропом, слабоалкогольных напитков и пюре из фруктов и ягод на предприятиях общественного питания и торговли. Модель оснащена конструкцией горизонтального шнека, которая предотвращает засахаривание подвижных частей устройства в ёмкости, увеличивая срок службы гранитора, и панелью управления с защитной пластиковой крышкой для исключения попадания влаги.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система охлаждения и пеемешивания</li>
<li>Кран гарантирует бесперебойную подачу любого густого продукта</li>
<li>Регулировка консистенции десерта</li>
</ul>",76039,гранитор,от -3 до -2 °C,220 В,0.4 кВт,420 мм,560 мм,760 мм,,Китай,,,0,https://entero.ru/manuals/66099/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Cooleq%20SM-10%2010.pdf;https://entero.ru/manuals/97529/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cooleq%20SM-10+10.pdf;https://entero.ru/manuals/483041/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,116673,,,,2,10 л
https://cdn.entero.ru/mp@2x/23/99/239946ce09a5728ac2d5e2dc47174ca1.jpg,Гранитор iPilot SLB-15L х 2,Гранитор iPilot SLB-15L х 2,297000,RUB,Нет,,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/299580,"<p>Гранитор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299580"">iPilot SLB-15L х 2</a></b> используется на предприятиях общественного питания и торговли для приготовления граниты на основе сиропов, соков или пюре из фруктов и ягод. Модель оснащена интеллектуальным программным управлением.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология гидромеханической подачи: отсутствие остатков в чаше</li>
<li>Прочный резервуар</li>
<li>Подсвеченная крышка емкости для напитков </li>
<li>Исключение замерзания</li>
<li>Многофункциональный диспенсер с уникальной функцией приготовления напитков: полностью ледяной слаш или более жидкий гранита</li>
<li>Функция защиты от блокировки смесителя</li>
<li>Хладагент: R404a</li>
</ul>",299580,гранитор,,220 В,1 кВт,420 мм,520 мм,840 мм,,Китай,,,0,,309375,,45 кг,,2,15 л
https://cdn.entero.ru/mp@2x/46/0a/460acdd7d62c72047965a7db5fc26d66.jpg;https://cdn.entero.ru/mp@2x/56/fc/56fcd5f061e7f59cc86fbc4c37557ba3.jpg;https://cdn.entero.ru/mp@2x/7a/fd/7afd4a86c669e55caeb14a63f18cfcff.jpg;https://cdn.entero.ru/mp@2x/ba/9c/ba9cc2bb590d8e800630f829147c3062.jpg;https://cdn.entero.ru/mp@2x/a8/4a/a84a39c35d26def0e1202d28d7842b2b.jpg;https://cdn.entero.ru/mp@2x/a7/fb/a7fb4e660370373350f1feb9ddee3c44.jpg;https://cdn.entero.ru/mp@2x/4a/d4/4ad49837156a54dffe99cd339242c569.jpg;https://cdn.entero.ru/mp@2x/5f/9e/5f9e01059edcc340e57c9ec08c37f765.jpg;https://cdn.entero.ru/mp@2x/20/bb/20bb55420ce85a717cce8a0b0f70d6ca.jpg,Сокоохладитель Foodatlas 12 PL-3,12 PL-3 Foodatlas,44811,RUB,Нет,Foodatlas,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/119546,"<p>Сокоохладитель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119546""><b class=""b"">Foodatlas 12 PL-3 </b></a>используется на предприятиях общественного питания и торговли для хранения в охлажденном состоянии и последующей дозированной подачи различных напитков из фруктов, молока и морсов. Имеется возможность регулировать температуру напитков. Корпус выполнен из нержавеющей стали, контейнеры - из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Погружной насос для перемешивания</li>
<li>Хладагент: R290</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Общий объем: 36 л</li>
<li>Сила тока: 7 А</li>
<li>Габариты в упаковке: 680х470х700 мм</li>
</ul>",119546,сокоохладитель,от 7 до 12 °C,220 В,0.45 кВт,630 мм,430 мм,640 мм,,Китай,,,0,https://entero.ru/manuals/123103/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%2012%20PL-3.pdf;https://entero.ru/manuals/397858/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/397860/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.pdf,46678,,34 кг,,3,12 л
https://cdn.entero.ru/mp@2x/1e/c1/1ec137db09f83f44eb564d51621ca738.jpg;https://cdn.entero.ru/mp@2x/c7/46/c74697b3731790557888b61b2390bbc1.jpg,Гранитор Kocateq SC3x2,Гранитор Kocateq SC3x2,81606,RUB,Нет,Kocateq,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/294505,"<p>Сокоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/294505"">Kocateq SC3x2</a></b> используется на предприятиях общественного питания и торговли для приготовления замороженного напитка ""фруктового снего"". Модель оснащена электронной панелью управления и 2 сливными кранами с защитой от непроизвольного открывания и подкапывания. Корпус выполнен из черного пластика, емкость - из прозрачного поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Холодильный агрегат с воздушным охлаждением конденсатора</li>
<li>Съемный каплесборник</li>
<li>Простая разборка всех компонентов для очистки</li>
<li>Хладагент: R290</li>
</ul>",294505,гранитор,от -3 до -2 °C,220 В,0.38 кВт,,,,27 кг,Ю. Корея,1,400x360x460 мм,0,,,,,27 кг,2,3 л
https://cdn.entero.ru/mp@2x/c2/1a/c21a708152b82b7865658a6f266041db.jpg,Сокоохладитель UGUR USM 10,Сокоохладитель UGUR USM 10,49275,RUB,Нет,UGUR,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/236930,"<p>Сокоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/236930"">UGUR USM 10</a></b> предназначен для хранения в охлажденном состоянии и дозированной подачи соков, морсов, воды и других напитков на предприятиях общественного питания и торговли. Модель оснащена 1 прозрачной емкостью с крышкой и поддоном для сбора капель. Корпус выполнен из стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Съемные детали обеспечивают эффективную очистку</li>
<li>Хладагент: R134а</li>
<li>Климатический класс: 4</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 11 л</li>
<li>Полезный: 10 л</li>
</ul>
</li>
<li>Суточное энергопотребление: 4 кВт*ч</li>
<li>Габариты в упаковке: 280x580x670 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Брендирование</li>
</ul>",236930,сокоохладитель,от 5 до 10 °C,220 В,0.35 кВт,180 мм,500 мм,580 мм,23 кг,Турция,1,280x580x670 мм,0,https://entero.ru/manuals/287533/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20UGUR%20USM%2010.pdf;https://entero.ru/manuals/287526/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20UGUR%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,21.5 кг,,1,10 л
https://cdn.entero.ru/mp@2x/ac/91/ac91bcc9ff015c0da3fc3119f345476f.jpg,Сокоохладитель Rosso JD-163A белый,Сокоохладитель Rosso JD-163A белый,55960,RUB,Нет,Rosso,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/367807,"<p>Сокоохладитель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367807""><b class=""b"">Rosso JD-163A</b></a> предназначен для охлаждения и розлива соков, морсов, нектаров и других негазированных напитков. Модель оснащена компрессорным холодильным агрегатом и 3 емкостями с кранами. Корпус выполнен из нержавеющей стали и пластика белого цвета, емкости – из прозрачного пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Экологически безопасный энергоэффективный хладагент R290</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель в альтернативном цветовом исполнении.</span></em></p>",367807,сокоохладитель,от 3 до 10 °C,220 В,0.33 кВт,620 мм,450 мм,680 мм,25 кг,Китай,1,610x590x750 мм,0,,58905,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241314&hash=3035f19b494b7ba1,,,3,16 л
https://cdn.entero.ru/mp@2x/98/41/9841de4ba0cddc870825f4162ce3d5cd.jpg;https://cdn.entero.ru/mp@2x/b4/52/b452867f1ca37d464fd90b66e234a85b.jpg;https://cdn.entero.ru/mp@2x/e6/d5/e6d5d15b5b8fc6db22b9054f40f5402e.jpg;https://cdn.entero.ru/mp@2x/b5/e6/b5e609c5306270b9f22e7ea32914206f.jpg;https://cdn.entero.ru/mp@2x/e3/33/e33317445a851bdd652acbb19f49a328.jpg;https://cdn.entero.ru/mp@2x/27/9c/279c304757e59ff1a35fb69ba3428ec8.jpg;https://cdn.entero.ru/mp@2x/24/c2/24c20227905e3e0df3098647ae9ff9a5.jpg;https://cdn.entero.ru/mp@2x/93/5b/935b6a4631726eb03339429cf1638e38.jpg;https://cdn.entero.ru/mp@2x/12/4e/124e68ab077255a98b4a9617e0c9c8b8.jpg;https://cdn.entero.ru/mp@2x/d5/e8/d5e8d56e0bef08d624a6641c2cd0af06.jpg;https://cdn.entero.ru/mp@2x/c8/64/c864fe73500aaa8a6e68f2fa748c1b52.jpg;https://cdn.entero.ru/mp@2x/9a/cf/9acf9d2cd6f6902e71b5a91a50ba80f1.jpg;https://cdn.entero.ru/mp@2x/53/02/53027e7feabd429cab3b11c941b98c20.jpg;https://cdn.entero.ru/mp@2x/dd/7d/dd7d70a2ce2a4305a7e2b72f7e0c2e14.jpg,Гранитор Foodatlas KRJ-15L1,KRJ-15L1 Foodatlas,57579,RUB,Нет,Foodatlas,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/119563,"<p>Гранитор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119563""><b class=""b"">Foodatlas KRJ-15L1 </b></a>используется на предприятиях общественного питания и торговли для приготовления граниты на основе сиропов, соков или пюре из фруктов и ягод. Все детали, контактирующие с продуктами, выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Хладагент: R290</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Рабочий объем емкости: 12 л</li>
<li>Производительность: 12 л/час</li>
</ul>",119563,гранитор,от -4 до -2 °C,220 В,0.45 кВт,370 мм,600 мм,880 мм,,Китай,,,0,https://entero.ru/manuals/123125/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20KRJ-15L1.pdf;https://entero.ru/manuals/397873/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/397878/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.pdf,62586,https://vk.com/video_ext.php?oid=-177656185&id=456240323&hd=2&autoplay=0,40 кг,,1,15 л
https://cdn.entero.ru/mp@2x/d1/2c/d12cad3dfdff414d6fea2bb041d12a9c.jpg,Сокоохладитель Kocateq SP9Lx4,Сокоохладитель Kocateq SP9Lx4,64894,RUB,Нет,Kocateq,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/92688,"<p>Сокоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92688"">Kocateq SP9Lx4</a></b> используется на предприятиях общественного питания и торговли для хранения в охлажденном состоянии и последующей дозированной подачи различных напитков, соков, морсов и воды. Модель оснащена термостатом для регулировки температуры. Корпус выполнен из нержавеющей стали AISI 403, емкости - из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое поддержание температуры напитка на заданном уровне</li>
<li>Холодильный агрегат с воздушным охлаждением конденсатора</li>
<li>Охлаждение напитка за счет непрерывного контакта нагнетаемого помпой потока напитка с цилиндром</li>
<li>Специальные краны с защитой от непроизвольного открывания и подкапывания</li>
<li>Съемный каплесборник</li>
<li>Простая разборка всех компонентов для очистки</li>
</ul>",92688,сокоохладитель,от 7 до 12 °C,220 В,0.51 кВт,470 мм,400 мм,690 мм,,Ю. Корея,,,0,https://entero.ru/manuals/111344/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279808/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20SP9Lx4.pdf,67598,,,,4,9 л
https://cdn.entero.ru/mp@2x/7d/c9/7dc9131d8d9d53e647e5d737b90e2d57.jpg,Гранитор EKSI SMB-1x15L,Гранитор EKSI SMB-1x15L,73932,RUB,Нет,EKSI,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/115323,"<p>Гранитор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115323"">Eksi SMB-1x15L</a></b> используется на предприятиях общественного питания и торговли для охлаждения и порционной раздачи десертов, приготовленных на основе сиропов, соков, йогуртов, концентратов, превращенных в густую снегообразную массу. Корпус выполнен из нержавеющей стали, емкость - из пищевого полиуретана.</p>",115323,гранитор,от -4 до -2 °C,220 В,0.45 кВт,288 мм,550 мм,740 мм,,Китай,,,0,https://entero.ru/manuals/477941/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20SMB-1x15L.pdf,,,40 кг,,1,15 л
https://cdn.entero.ru/mp@2x/b9/2d/b92da66b88d222d45de4940a433b241c.jpg,Гранитор EKSI SMB-2x15L,Гранитор EKSI SMB-2x15L,111305,RUB,Нет,EKSI,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/115324,"<p>Гранитор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115324"">Eksi SMB-2x15L</a></b> используется на предприятиях общественного питания и торговли для охлаждения и порционной раздачи десертов, приготовленных на основе сиропов, соков, йогуртов, концентратов, превращенных в густую снегообразную массу. Корпус выполнен из нержавеющей стали, емкости - из пищевого полиуретана.</p>",115324,гранитор,от -4 до -2 °C,220 В,0.7 кВт,425 мм,550 мм,740 мм,,Китай,,,0,https://entero.ru/manuals/477942/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20SMB-2x15L.pdf,,,45 кг,,2,15 л
https://cdn.entero.ru/mp@2x/02/9e/029ea0663b172b74fc1bb5d6d12a4cee.jpg,Гранитор UGOLINI MT 1,Гранитор UGOLINI MT 1,130729,RUB,Нет,UGOLINI,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/31683,"<p>Гранитор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/31683""><b class=""b"">UGOLINI MT 1</b></a> предназначен для приготовления и розлива десерта «гранита» и других прохладительных напитков на предприятиях общественного питания.</p>",31683,гранитор,от -4 до -2 °C,220 В,,280 мм,470 мм,690 мм,,Италия,,,0,https://entero.ru/manuals/87458/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20UGOLINI.pdf,139073,,25 кг,,1,10 л
https://cdn.entero.ru/mp@2x/8d/1f/8d1fb88525e2f14414272c58e3b12d4e.jpg,Гранитор Koreco SC12x3,Гранитор Koreco SC12x3,134616,RUB,Нет,Koreco,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/345029,"<p>Гранитор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345029"">Koreco SC12x3</a></b> используется на предприятиях общественного питания и торговли для охлаждения и порционной раздачи десертов, приготовленных на основе сиропов, соков, йогуртов, концентратов, превращенных в густую снегообразную массу. Модель оснащена электронной панелью управления, 3 сливными кранами, съемным каплесборником и подсветкой. Корпус выполнен из серого пластика, емкость - из прозрачного поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Воздушное охлажение конденсатора</li>
<li>Простая разборка всех компонентов</li>
<li>Хладагент R404a/450g</li>
</ul>",345029,гранитор,от -2 до 1.1 °C,220 В,1.3 кВт,620 мм,530 мм,800 мм,,Ю. Корея,,,0,https://entero.ru/manuals/421076/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,140225,,,,3,12 л
https://cdn.entero.ru/mp@2x/c8/ec/c8eca6c052b5c1efd0f838d6b28251fe.jpg,Гранитор UGOLINI MT 2,115337,217882,RUB,Нет,UGOLINI,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/31684,"<p>Гранитор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/31684"">UGOLINI MT 2</a></b> предназначен для приготовления и розлива десерта «гранита» и других прохладительных напитков на предприятиях общественного питания.</p>",31684,гранитор,от -4 до -2 °C,220 В,,360 мм,470 мм,690 мм,,Италия,,,0,https://entero.ru/manuals/87459/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20UGOLINI.pdf,,,39 кг,,2,10 л
https://cdn.entero.ru/mp@2x/99/2a/992acd314f755acc651083f0992eb135.jpg,Гранитор UGOLINI MT 3,Гранитор UGOLINI MT 3,307996,RUB,Нет,UGOLINI,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/36660,"<p>Гранитор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/36660"">UGOLINI MT 3</a></b> предназначен для приготовления и розлива десерта «гранита» и других прохладительных напитков на предприятиях общественного питания.</p>",36660,гранитор,от -4 до -2 °C,220 В,,540 мм,470 мм,690 мм,,Италия,,,0,https://entero.ru/manuals/87461/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20UGOLINI.pdf,,,53 кг,,3,10 л
