Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Рабочая ширина
https://cdn.entero.ru/mp@2x/fb/16/fb16b9351c654ea428f9baeac0fee6c6.jpg,Насадка-шланг для машины для отсадки начинок Pavoni FS3000,Насадка-шланг для машины для отсадки начинок Pavoni FS3000,97089,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203315,"<p>Насадка-шланг <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203315"">Pavoni FS3000</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для отсадки начинок и кондитерских масс. </p>

<p><b class=""o"">Изделие используется только в комплекте с насадкой <a href=""http://entero.ru/item/203313"" target=""_blank"">F-2887</a> и адаптером <a href=""http://entero.ru/item/203314"" target=""_blank"">F3141</a>, которые в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина: 1000 мм</li>
<li>Габариты без упаковки: 1400х20х20 мм</li>
<li>Вес без упаковки: 0,25 кг</li>
<li>Габариты в упаковке: 1540х22х22 мм</li>
<li>Вес с упаковкой: 0,3 кг</li>
</ul>",203315,,,,,,,,,0,https://entero.ru/manuals/238064/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238065/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%9D%D0%B0%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%BE%D1%82%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%BE%D0%BA%20DOSIPLUS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/8f/fe/8ffee337b15cbd2ba7e7293667560209.jpg,Плита с щелевой насадкой DITO Group для бункера насосного типа,Плита с щелевой насадкой DITO Group для бункера насосного типа,97750,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80515,"<p>Плита с щелевой насадкой для бункера насосного типа используется совместно с тестоотсадочной машиной <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80515""><b class=""b"">DITO Group </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80515""><b class=""b"">TRIOMIX 600</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания.</p>",80515,,,,,,,,,0,,102895,,,,,,
https://cdn.entero.ru/mp@2x/15/88/1588408fb200f9a262c349f6f2e6921a.jpg,Плаунсон DITO Group на 6 выходов,Плаунсон DITO Group на 6 выходов,109250,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80474,"<p>Плаунсон на 6 выходов используется совместно с тестоотсадочными машина​ми <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80474""><b class=""b"">DITO Group DUOMIX 600 </b></a>и<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80474""><b class=""b""> TRIOMIX 600</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для формовки теста и подачи начинки.</p>",80474,,,,,,,,,0,,116223,,,,,,
https://cdn.entero.ru/mp@2x/3b/90/3b90dc8bbc1e0daf6c34949eb05720a1.jpg,Плаунсон DITO Group для одноцветного изделия,Плаунсон DITO Group для одноцветного изделия,109250,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80511,"<p>Плаунсон для одноцветного изделия используется совместно с тестоотсадочными машина​ми <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80511""><b class=""b"">DITO Group DUOMIX 600 </b></a>и<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80511""><b class=""b""> TRIOMIX 600</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для формования твердого теста с включениями. Форма изделий зависит от вашей фантазии.</p>",80511,,,,,,,,,0,,116223,,,,,,
https://cdn.entero.ru/mp@2x/a3/d0/a3d090a820f25cf50dc41642a2beec77.jpg,Плаунсон DITO Group для маффинов,Плаунсон DITO Group для маффинов,109250,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80517,"<p>Плаунсон для маффинов используется совместно с тестоотсадочными машина​ми <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80517""><b class=""b"">DITO Group DUOMIX 600 </b></a>и<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80517""><b class=""b""> TRIOMIX 600</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для отсаживания кексов и маффинов в силиконовые формы, в бумажные розетки и т.д. Аксессуар оснащен 6 выходами.</p>",80517,,,,,,,,,0,,113802,,,,,,
https://cdn.entero.ru/mp@2x/b5/b4/b5b4301764188ab0429c5048ff1b9d8d.jpg,Плаунсон с щелевой насадкой DITO Group для двух депозитной головы валкового типа,Плаунсон с щелевой насадкой DITO Group для двух депозитной головы валкового типа,138000,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80514,"<p>Плаунсон с щелевой насадкой для двух депозитной головы валкового типа используется совместно с тестоотсадочными машина​ми <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80514""><b class=""b"">DITO Group DUOMIX 600 </b></a>и<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80514""><b class=""b""> TRIOMIX 600</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для автоматизации процесса формирования пласта как жидкого так и твердого, регулируя толщину, длину и ширину пласта.</p>",80514,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/ab/74/ab74c4050130a64e3c768f9ed23382ce.jpg;https://cdn.entero.ru/mp@2x/5a/3d/5a3d1a9eaf3d76d5939326068ac790ba.jpg,Бункер для машины для отсадки начинок Pavoni 1099044,Бункер для машины для отсадки начинок Pavoni 1099044,138712,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203329,"<p>Бункер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203329"">Pavoni 1099044</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель оснащена стандартным редуктором. Изделие выполнено из нержавеющей стали. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Емкость: 8 л</li>
<li>Диаметр: 270 мм</li>
<li>Высота: 370 мм</li>
<li>Габариты в упаковке: 310х300х460 мм</li>
</ul>",203329,,,,,,,,,0,https://entero.ru/manuals/238081/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,150774,,,,,,
https://cdn.entero.ru/mp@2x/18/da/18da8cb36fb05a77f25c0fcf22c25004.jpg,Плаунсон DITO Group на 6 выходов для теста для DUOMIX 600,Плаунсон DITO Group на 6 выходов для теста для DUOMIX 600,163736,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80475,"<p>Плаунсон на 6 выходов для теста используется совместно с тестоотсадочной машиной <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80475""><b class=""b"">DITO Group DUOMIX 600 </b></a>в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для производства двухцветного изделия диафрагма.</p>",80475,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/fe/0c/fe0c63c4dc08c6022080330d5553de43.jpg,Плаунсон DITO Group для двухцветного изделия,Плаунсон DITO Group для двухцветного изделия,166750,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80512,"<p>Плаунсон для двухцветного изделия используется совместно с тестоотсадочными машина​ми <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80512""><b class=""b"">DITO Group DUOMIX 600 </b></a>и<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80512""><b class=""b""> TRIOMIX 600</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для формования твердого теста с включениями. Форма изделий зависит от вашей фантазии.</p>",80512,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/f0/45/f04591cf76a5cf662338fc113284584a.jpg,Плаунсон DITO Group для соломки и шариков,Плаунсон DITO Group для соломки и шариков,189750,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80518,"<p>Плаунсон для соломки и шариков используется совместно с тестоотсадочными машина​ми <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80518""><b class=""b"">DITO Group DUOMIX 600 </b></a>и<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80518""><b class=""b""> TRIOMIX 600</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для отсаживания маленьких изделий в форме шарика, соломки, заварных профитролей и т.д.</p>",80518,,,,,,,,,0,,204032,,,,,,
https://cdn.entero.ru/mp@2x/57/d8/57d821c33c62555d3fc016b519f09e83.jpg,Электрический обогрев DITO Group с водяной рубашкой одного бункера,Электрический обогрев DITO Group с водяной рубашкой одного бункера,212750,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80516,"<p>Электрический обогрев с водяной рубашкой одного бункера используется совместно с тестоотсадочными машина​ми <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80516""><b class=""b"">DITO Group DUOMIX 600 </b></a>и<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80516""><b class=""b""> TRIOMIX 600</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для продуктов, требующих подогрев, например зефир. Аксессуар оснащен регулятором и датчиком температуры.</p>

<p> </p>",80516,,,,,,,,,0,,231250,,,,,,
https://cdn.entero.ru/mp@2x/2a/4c/2a4cf624e7afdb63cf7e4df449b838bb.jpg,Прижимной штамп DITO Group с 6 прижимами,Прижимной штамп DITO Group с 6 прижимами,253000,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80513,"<p>Прижимной штамп используется совместно с тестоотсадочными машина​ми <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80513""><b class=""b"">DITO Group DUOMIX 600 </b></a>и<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80513""><b class=""b""> TRIOMIX 600</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для при штамповки продукта до нужных форм, уборки верхнего купола изделия и нанесения сверху узор. Аксессуар оснащен 6 прижимами.</p>",80513,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/72/11/721153005fd98397bb2e42062b149ede.jpg,Плаунсон DITO Group на 6 выходов для теста для TRIOMIX 600,Плаунсон DITO Group на 6 выходов для теста для TRIOMIX 600,293634,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80476,"<p>Плаунсон на 6 выходов для теста используется совместно с тестоотсадочной машиной <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80476""><b class=""b"">DITO Group TRIOMIX 600</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для производства двухцветного изделия диафрагма с начинкой внутри.</p>",80476,,,,,,,,,0,,315735,,,,,,
https://cdn.entero.ru/mp@2x/3a/f5/3af5be9e31443ee797deaac417be00a8.jpg,Струнная резка DITO Group,Струнная резка DITO Group,299000,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80510,"<p>Струнная резка используется совместно с тестоотсадочными машина​ми <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80510"">DITO Group </a>DUOMIX 600 </b>и<b class=""b""> TRIOMIX 600</b> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания.</p>",80510,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/ae/25/ae25efb1dcbb4cedfd167e39aebc246c.jpg,Диафрагменная резка DITO Group,Диафрагменная резка DITO Group,327750,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80473,"<p>Диафрагменная резка используется совместно с тестоотсадочными машина​ми <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80473"">DITO Group </a>DUOMIX 600 </b>и<b class=""b""> TRIOMIX 600</b> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для отрезания продукта и закрытия верха и низа изделия.</p>",80473,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/d6/dc/d6dc7baf1a2f4fa6be9748ea48fece01.jpg;https://cdn.entero.ru/mp@2x/13/21/13215899537834ac7806b11cf56d8491.jpg;https://cdn.entero.ru/mp@2x/5c/10/5c104476cf881f081ce0246b83bad4e3.jpg,Пневматическая станция DITO Group гильотина,Пневматическая станция DITO Group гильотина,529000,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80479,"<p>Пневматическая станция гильотина используется совместно с тестоотсадочными машина​ми <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80479""><b class=""b"">DITO Group DUOMIX 600 </b></a>и<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80479""><b class=""b""> TRIOMIX 600</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для производства резанных длинных изделий с начинкой внутри и снаружи. Программирование машины позволяет задать любую длину продукта, дозирования теста и начинки кол-во рядов и т.д.</p>

<p>В комплект поставки входят станция гильотины с ленточным транспортером, электрический привод и пневмоцилиндр.</p>",80479,,,,,,,,,0,,568817,,,,,,
https://cdn.entero.ru/mp@2x/d6/19/d6190de862cc90dd9ce43b8b10017bc3.jpg;https://cdn.entero.ru/mp@2x/52/62/52628856c4bc252d9c1ba9305f1dd7b2.jpg,Бункер для машины для отсадки начинок Pavoni 1099040,Бункер для машины для отсадки начинок Pavoni 1099040,0,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203327,"<p>Бункер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203327"">Pavoni 1099040</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель оснащена стандартным редуктором. Изделие выполнено из нержавеющей стали. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Емкость: 15 л</li>
<li>Диаметр: 250 мм</li>
<li>Высота: 530 мм</li>
<li>Вес без упаковки: 9,5 кг</li>
</ul>",203327,,,,,,,,,0,https://entero.ru/manuals/238079/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,
