Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Камбузное оборудование,Количество полок,Материал полок,Конструкция дверей,Максимальная нагрузка на полку,Для хлеба
https://cdn.entero.ru/mp@2x/a4/4f/a44f50299d2feeaaae781861b59d6861.jpg,"Шкаф кухонный Mecon Profi Inox ШЗКп 1200х500х1800 мм двери распашные, 3 полки",ШЗК-PIn12050180-др-3пс-б/з,39894,RUB,Нет,,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/349054,"<p>Кухонный шкаф без замков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349054""><b class=""b"">Mecon Profi Inox ШЗКп</b></a> используется на предприятиях общественного питания и торговли для хранения кухонной утвари, инвентаря и сухих продуктов. Модель оснащена разборной конструкцией, стойками из профильной трубы, 2 распашными дверями, 3 сплошными полками, подпятниками и регулируемыми опорами. Стойки, задняя, боковые стенки, крышка, дно и двери выполнены из нержавеющей стали, полка - из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят метизы. <span style=""color: rgb(255, 0, 0);"">Замки в комплект поставки не входят</span><span style=""color: rgb(255, 0, 0);"">.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 0,8 мм</li>
<li>Размер сечения профильной трубы: 40х40 мм</li>
<li>Объем упаковки: 0,28 м³</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полки сплошные или перфорированные</li>
<li>Направляющие</li>
<li>Комплект замков</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с замками, которые в комплект поставки не входят и приобретаются отдельно.</span></em></p>",349054,1200 мм,500 мм,1800 мм,,,,0,https://entero.ru/manuals/430805/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%A8%D0%97%D0%9A%D0%BF.pdf;https://entero.ru/manuals/430806/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%A8%D0%97%D0%9A%D0%BF.pdf;https://entero.ru/manuals/430807/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Mecon%20Profi%20Inox%20%D0%A8%D0%97%D0%9A%D0%BF.pdf;https://entero.ru/manuals/430808/%D0%94%D0%BE%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BE%D0%BF%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/430809/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,43363,,,Россия,Россия,для посуды и инвентаря,,3,нержавеющая сталь,распашные,,
https://cdn.entero.ru/mp@2x/91/38/913856584f25d1a00c26bcbde1afbcd3.jpg,Шкаф кухонный ЦМИ Профи ШПДК4-90/40/180,Шкаф кухонный ЦМИ Профи ШПДК4-90/40/180,39950,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/312407,"<p>Кухонный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312407""><b class=""b"">ЦМИ​ Профи ШПДК4-90/40/180</b></a> используется на предприятиях общественного питания и торговли для хранения столовой и кухонной посуды и инвентаря, а также продуктов питания, не требующих особых условий хранения. Модель оснащена дверьми-купе. Изделие выполнено из нержавеющей стали AISI 430 толщиной 0,8 мм, основание - из нержавеющей трубы AISI 430 40х40х1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 полки внутри шкафа</li>
<li>Надежная и устойчивая конструкция</li>
<li>
<p>Квадратное коробчатое сечение ножек с пластиковыми заглушками и регулируемыми по высоте опорами, позволяющими компенсировать неровности пола</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Нагрузка на полку в стандартном исполнении: 50 кг</li>
<li>Суммарная нагрузка на изделие: 200 кг</li>
<li>Высота регулировки: до 20 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",312407,900 мм,400 мм,1800 мм,,,,0,,43424,,,Россия,Россия,для посуды и инвентаря,,4,нержавеющая сталь,купе,50 кг,
https://cdn.entero.ru/mp@2x/c8/00/c800ed05f51c22bd975a2469980381b3.jpg,Шкаф кухонный ЦМИ Профи ШПДР4-90/40/180,Шкаф кухонный ЦМИ Профи ШПДР4-90/40/180,39950,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/312408,"<p>Кухонный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312408""><b class=""b"">ЦМИ​ Профи ШПДР4-90/40/180</b></a> используется на предприятиях общественного питания и торговли для хранения столовой и кухонной посуды и инвентаря, а также продуктов питания, не требующих особых условий хранения. Модель оснащена распашными дверьми с замком и ручками. Изделие выполнено из нержавеющей стали AISI 430 толщиной 0,8 мм, основание - из нержавеющей трубы AISI 430 40х40х1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 полки внутри шкафа</li>
<li>Надежная и устойчивая конструкция</li>
<li>
<p>Квадратное коробчатое сечение ножек с пластиковыми заглушками и регулируемыми по высоте опорами, позволяющими компенсировать неровности пола</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Нагрузка на полку в стандартном исполнении: 50 кг</li>
<li>Суммарная нагрузка на изделие: 200 кг</li>
<li>Высота регулировки: до 20 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",312408,800 мм,400 мм,1800 мм,,,,0,,42053,,,Россия,Россия,для посуды и инвентаря,,4,нержавеющая сталь,распашные,50 кг,
https://cdn.entero.ru/mp@2x/61/a0/61a05bb968ef3bf104fc59566a0db708.jpg,"Шкаф кухонный Mecon Profi Inox ШЗКп 1000х600х1800 мм двери-купе, 3 полки",ШЗК-PIn10060180-дк-3пс-б/з,40538,RUB,Нет,,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/349060,"<p>Кухонный шкаф без замков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349060""><b class=""b"">Mecon Profi Inox ШЗКп</b></a> используется на предприятиях общественного питания и торговли для хранения кухонной утвари, инвентаря и сухих продуктов. Модель оснащена разборной конструкцией, стойками из профильной трубы, дверями-купе, 3 сплошными полками, подпятниками и регулируемыми опорами. Стойки, задняя, боковые стенки, крышка, дно и двери выполнены из нержавеющей стали, полка - из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят метизы. <span style=""color: rgb(255, 0, 0);"">Замки в комплект поставки не входят</span><span style=""color: rgb(255, 0, 0);"">.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 0,8 мм</li>
<li>Размер сечения профильной трубы: 40х40 мм</li>
<li>Объем упаковки: 0,29 м³</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полки сплошные или перфорированные</li>
<li>Направляющие</li>
<li>Комплект замков</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с замками, которые в комплект поставки не входят и приобретаются отдельно.</span></em></p>",349060,1000 мм,600 мм,1800 мм,,,,0,https://entero.ru/manuals/430835/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%A8%D0%97%D0%9A%D0%BF.pdf;https://entero.ru/manuals/430836/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%A8%D0%97%D0%9A%D0%BF.pdf;https://entero.ru/manuals/430837/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Mecon%20Profi%20Inox%20%D0%A8%D0%97%D0%9A%D0%BF.pdf;https://entero.ru/manuals/430838/%D0%94%D0%BE%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BE%D0%BF%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/430839/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,43589,,,Россия,Россия,для посуды и инвентаря,,3,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/ce/37/ce37dca277f5a9319e8f9e2c630f9998.jpg,Шкаф кухонный ЦМИ Профи ШПДК4-70/60/180,Шкаф кухонный ЦМИ Профи ШПДК4-70/60/180,41610,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/312473,"<p>Кухонный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312473""><b class=""b"">ЦМИ​ Профи ШПДК4-70/60/180</b></a> используется на предприятиях общественного питания и торговли для хранения столовой и кухонной посуды и инвентаря, а также продуктов питания, не требующих особых условий хранения. Модель оснащена дверьми-купе. Изделие выполнено из нержавеющей стали AISI 430 толщиной 0,8 мм, основание - из нержавеющей трубы AISI 430 40х40х1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 полки внутри шкафа</li>
<li>Надежная и устойчивая конструкция</li>
<li>
<p>Квадратное коробчатое сечение ножек с пластиковыми заглушками и регулируемыми по высоте опорами, позволяющими компенсировать неровности пола</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Нагрузка на полку в стандартном исполнении: 50 кг</li>
<li>Суммарная нагрузка на изделие: 200 кг</li>
<li>Высота регулировки: до 20 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",312473,700 мм,600 мм,1800 мм,,,,0,,44266,,,Россия,Россия,для посуды и инвентаря,,4,нержавеющая сталь,купе,50 кг,
https://cdn.entero.ru/mp@2x/8d/ef/8def86d2ce0381adf40051a00d7d51e2.jpg,Шкаф кухонный ЦМИ Профи ШПДР4-70/60/180,Шкаф кухонный ЦМИ Профи ШПДР4-70/60/180,41610,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/312474,"<p>Кухонный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312474""><b class=""b"">ЦМИ​ Профи ШПДР4-70/60/180</b></a> используется на предприятиях общественного питания и торговли для хранения столовой и кухонной посуды и инвентаря, а также продуктов питания, не требующих особых условий хранения. Модель оснащена распашными дверьми с замком и ручками. Изделие выполнено из нержавеющей стали AISI 430 толщиной 0,8 мм, основание - из нержавеющей трубы AISI 430 40х40х1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 полки внутри шкафа</li>
<li>Надежная и устойчивая конструкция</li>
<li>
<p>Квадратное коробчатое сечение ножек с пластиковыми заглушками и регулируемыми по высоте опорами, позволяющими компенсировать неровности пола</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Нагрузка на полку в стандартном исполнении: 50 кг</li>
<li>Суммарная нагрузка на изделие: 200 кг</li>
<li>Высота регулировки: до 20 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",312474,700 мм,600 мм,1800 мм,,,,0,,44266,,,Россия,Россия,для посуды и инвентаря,,4,нержавеющая сталь,распашные,50 кг,
https://cdn.entero.ru/mp@2x/7a/e0/7ae0b26acf774bc4b04e4100930a6be8.jpg,"Шкаф кухонный Mecon Profi Inox ШЗКп 1200х500х1800 мм двери-купе, 3 полки",ШЗК-PIn12050180-дк-3пс-б/з,41948,RUB,Нет,,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/349062,"<p>Кухонный шкаф без замков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349062""><b class=""b"">Mecon Profi Inox ШЗКп</b></a> используется на предприятиях общественного питания и торговли для хранения кухонной утвари, инвентаря и сухих продуктов. Модель оснащена разборной конструкцией, стойками из профильной трубы, дверями-купе, 3 сплошными полками, подпятниками и регулируемыми опорами. Стойки, задняя, боковые стенки, крышка, дно и двери выполнены из нержавеющей стали, полка - из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят метизы. <span style=""color: rgb(255, 0, 0);"">Замки в комплект поставки не входят</span><span style=""color: rgb(255, 0, 0);"">.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 0,8 мм</li>
<li>Размер сечения профильной трубы: 40х40 мм</li>
<li>Объем упаковки: 0,28 м³</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полки сплошные или перфорированные</li>
<li>Направляющие</li>
<li>Комплект замков</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с замками, которые в комплект поставки не входят и приобретаются отдельно.</span></em></p>",349062,1200 мм,500 мм,1800 мм,,,,0,https://entero.ru/manuals/430845/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%A8%D0%97%D0%9A%D0%BF.pdf;https://entero.ru/manuals/430846/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%A8%D0%97%D0%9A%D0%BF.pdf;https://entero.ru/manuals/430847/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Mecon%20Profi%20Inox%20%D0%A8%D0%97%D0%9A%D0%BF.pdf;https://entero.ru/manuals/430848/%D0%94%D0%BE%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BE%D0%BF%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/430849/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,44156,,,Россия,Россия,для посуды и инвентаря,,3,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/78/17/7817b40c36611f25fe0c99212261fd7d.jpg,"Шкаф кухонный Mecon Profi Inox ШЗКп 1200х600х1800 мм двери распашные, 3 полки",ШЗК-PIn12060180-др-3пс-б/з,42692,RUB,Нет,,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/349056,"<p>Кухонный шкаф без замков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349056""><b class=""b"">Mecon Profi Inox ШЗКп</b></a> используется на предприятиях общественного питания и торговли для хранения кухонной утвари, инвентаря и сухих продуктов. Модель оснащена разборной конструкцией, стойками из профильной трубы, 2 распашными дверями, 3 сплошными полками, подпятниками и регулируемыми опорами. Стойки, задняя, боковые стенки, крышка, дно и двери выполнены из нержавеющей стали, полка - из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят метизы. <span style=""color: rgb(255, 0, 0);"">Замки в комплект поставки не входят</span><span style=""color: rgb(255, 0, 0);"">.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 0,8 мм</li>
<li>Размер сечения профильной трубы: 40х40 мм</li>
<li>Объем упаковки: 0,32 м³</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полки сплошные или перфорированные</li>
<li>Направляющие</li>
<li>Комплект замков</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с замками, которые в комплект поставки не входят и приобретаются отдельно.</span></em></p>",349056,1200 мм,600 мм,1800 мм,,,,0,https://entero.ru/manuals/430815/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%A8%D0%97%D0%9A%D0%BF.pdf;https://entero.ru/manuals/430816/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%A8%D0%97%D0%9A%D0%BF.pdf;https://entero.ru/manuals/430817/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Mecon%20Profi%20Inox%20%D0%A8%D0%97%D0%9A%D0%BF.pdf;https://entero.ru/manuals/430818/%D0%94%D0%BE%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BE%D0%BF%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/430819/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,,,,Россия,Россия,для посуды и инвентаря,,3,нержавеющая сталь,распашные,,
https://cdn.entero.ru/mp@2x/44/1e/441ef00a0f2875c0d33d5c125cd3b5a8.jpg,Шкаф кухонный ЦМИ Профи ШПДР4-90/50/180,Шкаф кухонный ЦМИ Профи ШПДР4-90/50/180,43810,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/312461,"<p>Кухонный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312461""><b class=""b"">ЦМИ​ Профи ШПДР4-90/50/180</b></a> используется на предприятиях общественного питания и торговли для хранения столовой и кухонной посуды и инвентаря, а также продуктов питания, не требующих особых условий хранения. Модель оснащена распашными дверьми с замком и ручками. Изделие выполнено из нержавеющей стали AISI 430 толщиной 0,8 мм, основание - из нержавеющей трубы AISI 430 40х40х1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 полки внутри шкафа</li>
<li>Надежная и устойчивая конструкция</li>
<li>
<p>Квадратное коробчатое сечение ножек с пластиковыми заглушками и регулируемыми по высоте опорами, позволяющими компенсировать неровности пола</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Нагрузка на полку в стандартном исполнении: 50 кг</li>
<li>Суммарная нагрузка на изделие: 200 кг</li>
<li>Высота регулировки: до 20 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",312461,900 мм,500 мм,1800 мм,,,,0,,,,,Россия,Россия,для посуды и инвентаря,,4,нержавеющая сталь,распашные,50 кг,
https://cdn.entero.ru/mp@2x/5c/c7/5cc7819c507ec531f66254d1ef27cc82.jpg,Шкаф кухонный ЦМИ Профи ШПДК4-90/50/180,Шкаф кухонный ЦМИ Профи ШПДК4-90/50/180,43810,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/312462,"<p>Кухонный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312462""><b class=""b"">ЦМИ​ Профи ШПДК4-90/50/180</b></a> используется на предприятиях общественного питания и торговли для хранения столовой и кухонной посуды и инвентаря, а также продуктов питания, не требующих особых условий хранения. Модель оснащена дверьми-купе. Изделие выполнено из нержавеющей стали AISI 430 толщиной 0,8 мм, основание - из нержавеющей трубы AISI 430 40х40х1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 полки внутри шкафа</li>
<li>Надежная и устойчивая конструкция</li>
<li>
<p>Квадратное коробчатое сечение ножек с пластиковыми заглушками и регулируемыми по высоте опорами, позволяющими компенсировать неровности пола</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Нагрузка на полку в стандартном исполнении: 50 кг</li>
<li>Суммарная нагрузка на изделие: 200 кг</li>
<li>Высота регулировки: до 20 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",312462,900 мм,500 мм,1800 мм,,,,0,,45635,,,Россия,Россия,для посуды и инвентаря,,4,нержавеющая сталь,купе,50 кг,
https://cdn.entero.ru/mp@2x/86/f0/86f0fe9673267f615597d5c62e6c7311.jpg,Шкаф кухонный KAYMAN ШПИ-212/0606-А,Шкаф кухонный KAYMAN ШПИ-212/0606-А,43845,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/311727,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311727"">KAYMAN ШПИ-212/0606-А</a></b> используется для хранения посуды и кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена распашными дверями с замком. Материал шкафа - нержавеющая сталь, дна и задней стенки - оцинкованная сталь. Профиль ножек - круглая труба.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Конструкция шкафа позволяет изменять высоту полок с шагом 100 мм</li>
<li>Сборная бескаркасная конструкция</li>
<li>Предназначен для использования в различных цехах предприятий общественного питания:
<ul>
<li>моечные отделения: ;для кратковременного и длительного хранения посуды, баков, котлов</li>
<li>кладовые: для хранения сухих видов продуктов</li>
<li>специализированные цеха (горячие, салатные, мясные и т. д.), где требуется размещение посуды или продуктов в непосредственной близости от рабочего места повара</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки ножек: +/- 20 мм</li>
<li>Толщина стали элементов шкафа: 0,8 мм</li>
<li>Толщина стали дна и задней стенки: 1,2 мм</li>
</ul>",311727,600 мм,600 мм,1730 мм,,,,0,https://entero.ru/manuals/403454/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,46153,,62 кг,Россия,Россия,для посуды и инвентаря,,2,оцинкованная сталь,распашные,30 кг,
https://cdn.entero.ru/mp@2x/31/af/31af488af6e8b513f560d020e0eadf11.jpg,Шкаф кухонный для хлеба Restoinox ШКРХ-8/5 ЭН (без полок),Шкаф кухонный для хлеба Restoinox ШКРХ-8/5 ЭН (без полок),44098,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/150973,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/150973""><b class=""b"">Restoinox ШКРХ-8/5 ЭН</b></a> предназначен для хранения хлеба и хлебобулочных изделий на предприятиях общественного питания и торговли, обеспечивает необходимую циркуляцию воздуха. Модель оснащена 7 парами направляющих для размещения деревянных или пластиковых лотков. Корпус выполнен из нержавеющей стали AISI 430, задняя стенка и дно - из оцинкованной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двери распашные</li>
<li>Двери и задняя стенка с перфорацией</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер лотков: 740х450 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с полками.</span></em></p>",150973,800 мм,500 мм,1700 мм,,,,0,https://entero.ru/manuals/406952/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Restoinox%20%D0%A8%D0%9A%D0%A0%D0%A5-8_5%20%D0%AD%D0%9D%20%28%D0%B1%D0%B5%D0%B7%20%D0%BF%D0%BE%D0%BB%D0%BE%D0%BA%29.pdf;https://entero.ru/manuals/508974/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,47417,,,,Россия,для хлеба,,,,распашные,80 кг,Да
https://cdn.entero.ru/mp@2x/da/d8/dad8e16c1787c321ddb69399c7f526bb.jpg,Шкаф кухонный ЦМИ Профи ШПДК4-80/60/180,Шкаф кухонный ЦМИ Профи ШПДК4-80/60/180,44860,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/312475,"<p>Кухонный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312475""><b class=""b"">ЦМИ​ Профи ШПДК4-80/60/180</b></a> используется на предприятиях общественного питания и торговли для хранения столовой и кухонной посуды и инвентаря, а также продуктов питания, не требующих особых условий хранения. Модель оснащена дверьми-купе. Изделие выполнено из нержавеющей стали AISI 430 толщиной 0,8 мм, основание - из нержавеющей трубы AISI 430 40х40х1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 полки внутри шкафа</li>
<li>Надежная и устойчивая конструкция</li>
<li>
<p>Квадратное коробчатое сечение ножек с пластиковыми заглушками и регулируемыми по высоте опорами, позволяющими компенсировать неровности пола</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Нагрузка на полку в стандартном исполнении: 50 кг</li>
<li>Суммарная нагрузка на изделие: 200 кг</li>
<li>Высота регулировки: до 20 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",312475,800 мм,600 мм,1800 мм,,,,0,,,,,Россия,Россия,для посуды и инвентаря,,4,нержавеющая сталь,купе,50 кг,
