Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Скорость,Количество скоростей,Количество стаканов,Объем одного стакана
https://cdn.entero.ru/mp@2x/24/4f/244fd85f1fd2addc4c15aeffed831134.jpg,Миксер для молочных коктейлей VIATTO VA-DM-A-20,4630169227473,0,RUB,Нет,VIATTO,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/215805,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215805"">VIATTO VA-DM-A-20</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена устойчивыми опорами, 2 стойками с независимыми взбивателями и кнопками регулировки частоты вращения. Корпус выполнен из окрашенного металла, стаканы – из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезный объем стакана: 0,6 л</li>
<li>Минимальный объем взбиваемого продукта: 0,2 л</li>
<li>Габариты в упаковке: 455х290х620 мм</li>
</ul>",215805,220 В,0.8 кВт,219 мм,392 мм,541 мм,,Китай,,,0,,,,12 кг,от 10000 до 15000 об/мин.,2,2,0.975 л
https://cdn.entero.ru/mp@2x/70/18/70185f6ead8ca77d31f04dd6e4bf4099.jpg;https://cdn.entero.ru/mp@2x/8d/6a/8d6a6aa842b4cbe6fe2e67bac2bce761.jpg;https://cdn.entero.ru/mp@2x/88/94/88946703e226f1526fc1ea14745d5a6a.jpg,Миксер для молочных коктейлей Bartscher 135102,135.102,0,RUB,Нет,Bartscher,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/81497,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81497"">Bartscher 135102</a></b> используется на предприятиях общественного питания и торговли для приготовления молочных шейков, смузи, соусов, муссов, коктейлей с ледяной крошкой, сорбе и пюре. Стакан миксера можно мыть в посудомоечной машине. Корпус выполнен из матированной нержавеющей стали, стаканы, мешалки и диски для перемешивания - из хромированной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем для максимального наполнения 1 чаши: 0,7 л</li>
<li>Скорость вращения: 8000 / 16000 об/мин.</li>
</ul>",81497,220 В,0.8 кВт,330 мм,195 мм,480 мм,,Китай,,,0,https://entero.ru/manuals/115252/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%20135102.pdf;https://entero.ru/manuals/115253/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/115255/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%20%D1%80%D0%B0%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D0%BE%D0%BC%20%D0%B2%D0%B8%D0%B4%D0%B5.pdf;https://entero.ru/manuals/507864/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,7.45 кг,от 8000 до 16000 об/мин.,2,2,1 л
https://cdn.entero.ru/mp@2x/db/b5/dbb5a32e706d181d7d457d082d685c05.jpg;https://cdn.entero.ru/mp@2x/26/57/2657b2dfa408ea5ecb6224d5e181ad97.jpg;https://cdn.entero.ru/mp@2x/da/b8/dab8c5c50e36d09ba2345a2a6bfaa504.jpg;https://cdn.entero.ru/mp@2x/1b/c5/1bc50217e476b03df416d92b3670dc13.jpg;https://cdn.entero.ru/mp@2x/1e/0b/1e0b2179a83ccfa826167acc67f93aa7.jpg,Миксер для молочных коктейлей Bartscher 135100,135.100 СП014019,0,RUB,Нет,Bartscher,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/118653,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118653"">Bartscher 135100</a></b> используется на предприятиях общественного питания и торговли для приготовления молочных шейков, смузи, соусов, муссов, коктейлей с ледяной крошкой, сорбе и пюре. Стакан и ножки миксера можно мыть в посудомоечной машине. Корпус выполнен из хромированной стали, диск для перемешивания - из пластика, ножки - из нержавеющей стали,чаша - из хромникелевой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Легко читаемая шкала</li>
<li>Поворотная головка</li>
<li>Предохранительные ножки</li>
</ul>",118653,220 В,0.085 кВт,135 мм,185 мм,365 мм,,Китай,,,0,https://entero.ru/manuals/120884/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%20135100.pdf;https://entero.ru/manuals/120885/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/120886/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%20%D1%80%D0%B0%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D0%BE%D0%BC%20%D0%B2%D0%B8%D0%B4%D0%B5.pdf;https://entero.ru/manuals/507863/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,1.4 кг,,2,1,0.7 л
https://cdn.entero.ru/mp@2x/b7/5b/b75b5d8a2d8f5955882b2824461254d7.jpg;https://cdn.entero.ru/mp@2x/c5/ea/c5ea9fdb3d6ba8c323571515923fba71.jpg;https://cdn.entero.ru/mp@2x/49/8d/498d3bf69c876e4c8f454b31380b2666.jpg;https://cdn.entero.ru/mp@2x/3f/3c/3f3c36753492cfd4a978495f0e8aa470.jpg;https://cdn.entero.ru/mp@2x/86/67/86670de81c5007123bc250ff03170720.jpg;https://cdn.entero.ru/mp@2x/96/84/96842480e5202d13b3b61f6ad27bd0ac.jpg,Миксер для молочных коктейлей Foodatlas HBL-018,Миксер для молочных коктейлей Foodatlas HBL-018,0,RUB,Нет,Foodatlas,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/106971,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106971"">Foodatlas HBL-018</a> </b>используется на предприятиях общественного питания и торговли для приготовления различных напитков, молочных десертов и измельчения фруктов. Модель оснащена переключателем скорости и 4 ножками. Корпус выполнен из нержавеющей стали 430, ножки - из пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 0,4 мм</li>
<li>Длина кабеля: 1,5 м</li>
</ul>",106971,220 В,0.3 кВт,340 мм,270 мм,510 мм,,Китай,,,0,,,,3.5 кг,12000 об/мин.,вариатор скорости (плавная регулировка),2,1 л
https://cdn.entero.ru/mp@2x/76/71/76717116b0549a648df4db60333f2475.jpg;https://cdn.entero.ru/mp@2x/6b/5b/6b5bf5b5e9169ae0a4f6c48576f6760d.jpg;https://cdn.entero.ru/mp@2x/c2/3d/c23d197b02cce2640e24df573adabc92.jpg;https://cdn.entero.ru/mp@2x/c4/ba/c4ba235002d9c6122e103bd40c4eda9b.jpg;https://cdn.entero.ru/mp@2x/d7/37/d737d0083dda7f72a517219e3e540183.jpg;https://cdn.entero.ru/mp@2x/b7/ff/b7ff5bf9a9079e7acf1c8322f545b0d1.jpg;https://cdn.entero.ru/mp@2x/44/24/44240981d1ac13dd0613d42f28f14c51.jpg,Миксер для молочных коктейлей Hamilton Beach HMD300,HMD300-CE 97640,0,RUB,Нет,Hamilton Beach,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/69506,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/69506"">Hamilton Beach HMD300</a></b> используется в барах, кафе, ресторанах и на предприятиях фаст-фуда для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Оборудование монтируется на стену. Корпус выполнен литьем под давлением из металла и легко чистится благодаря плавным линиям.</p>

<p>В комплект поставки входит база для установки, 2 мешалки (стандартная и волнистая) и комплект крепежа. Дополнительная мешалка для тонкого смешивания и вспенивания молока приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двигатель включается автоматически при установке стакана на держатель и останавливается, когда стакан убирается</li>
<li>Волнистая мешалка для различных ингредиентов и насыщения воздухом коктейля</li>
<li>Стандартная мешалка для жесткого и мягкого мороженого</li>
<li>Минимальные вибрации - каждый мотор сбалансирован индивидуально</li>
<li>Герметичный корпус (двигателю не требуется вентиляция) защищает от попадания воды в двигатель</li>
</ul>",69506,220 В,0.25 кВт,101 мм,146 мм,419 мм,,США,,,0,https://entero.ru/manuals/37993/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Hamilton%20Beach%20HMD300%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/219578/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hamilton%20Beach%20HMD300.pdf,,,4.76 кг,,2,1,
https://cdn.entero.ru/mp@2x/d1/94/d1945a857fac3b48b918c871523995d3.jpg,Миксер для молочных коктейлей EKSI DM-1,Миксер для молочных коктейлей EKSI DM-1,7172,RUB,Нет,EKSI,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/64035,"<p>Миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64035"">EKSI DM-1</a></b> предназначен для приготовления молочных коктейлей на предприятиях общественного питания. Модель оснащена кнопочным управлением с кнопками включения/выключения, повышения и понижения скорости и двигателем с шариковым подшипником. Цельнометаллический корпус и стакан выполнены из нержавеющей стали.</p>",64035,220 В,0.4 кВт,232 мм,200 мм,497 мм,,Китай,,,0,https://entero.ru/manuals/93677/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20EKSI.pdf,,,3.7 кг,от 8000 до 16000 об/мин.,2,1,1 л
https://cdn.entero.ru/mp@2x/8b/19/8b19e976814e1041100574590c4c4d14.jpg,Миксер для молочных коктейлей EKSI DM-2,DM 2,16333,RUB,Нет,EKSI,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/64086,"<p>Миксер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64086""><b class=""b"">EKSI DM-1</b></a> предназначен для приготовления молочных коктейлей на предприятиях общественного питания. Модель оснащена кнопочным управлением с кнопками включения/выключения, повышения и понижения скорости и двигателем с шариковым подшипником. Цельнометаллический корпус и стакан выполнены из нержавеющей стали.</p>",64086,220 В,0.8 кВт,332 мм,187 мм,483 мм,,Китай,,,0,https://entero.ru/manuals/93673/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20EKSI.pdf,17562,,7.2 кг,от 10000 до 15000 об/мин.,2,2,1 л
https://cdn.entero.ru/mp@2x/82/dc/82dc9ddac979ff904f2e3e63a8cdac08.jpg,Миксер для молочных коктейлей Kocateq BLERM2,Миксер для молочных коктейлей Kocateq BLERM2,16443,RUB,Нет,Kocateq,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/113625,"<p>Настольный миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/113625"">Kocateq BLERM2</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, сиропов или кофе, йогуртов или мороженого. Корпус выполнен из нержавеющей стали AISI 202, ножки - из силикона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мощный вентилируемый двигатель</li>
<li>Датчик перегрузки, отключающий двигатель при перегреве</li>
<li>Микровыключатель установки стакана, автоматически отключающий работу двигателя при его снимании</li>
</ul>",113625,220 В,0.6 кВт,330 мм,160 мм,500 мм,,Ю. Корея,,,0,https://entero.ru/manuals/112932/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/280289/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20BLERM2.docx,17873,,5.9 кг,от 7300 до 10000 об/мин.,вариатор скорости (плавная регулировка),2,1 л
https://cdn.entero.ru/mp@2x/33/5b/335baf3ce1a11f01c2737ce122daef51.jpg;https://cdn.entero.ru/mp@2x/d1/e4/d1e4f501a8625786411e2c58d8c6bef0.jpg;https://cdn.entero.ru/mp@2x/0d/9c/0d9c7b868ae245690fae2a9802f58352.jpg;https://cdn.entero.ru/mp@2x/e2/a4/e2a459cd96da42eb50605a0c21a9ca31.jpg;https://cdn.entero.ru/mp@2x/c6/df/c6dff4b67ced18df7f281850e4a8b461.jpg;https://cdn.entero.ru/mp@2x/14/eb/14ebc6c4ff32c0c4475f47690bf20264.jpg,Миксер для молочных коктейлей Kocateq BLERM1,Миксер для молочных коктейлей Kocateq BLERM1,9480,RUB,Нет,Kocateq,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/113622,"<p>Настольный миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/113622"">Kocateq BLERM1</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, сиропов или кофе, йогуртов или мороженого. Корпус выполнен из нержавеющей стали AISI 202, ножки - из силикона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мощный вентилируемый двигатель</li>
<li>Датчик перегрузки, отключающий двигатель при перегреве</li>
<li>Микровыключатель установки стакана, автоматически отключающий работу двигателя при его снимании</li>
</ul>",113622,220 В,0.3 кВт,230 мм,230 мм,495 мм,,Ю. Корея,,,0,https://entero.ru/manuals/112931/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/280290/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20BLERM1.docx,,,3.8 кг,от 7300 до 10000 об/мин.,вариатор скорости (плавная регулировка),1,1 л
https://cdn.entero.ru/mp@2x/08/07/0807454c1055ab4865c3844ab33a3eff.jpg,Миксер для молочных коктейлей VIATTO VA-DM-B-21C,4630169227510,23640,RUB,Нет,VIATTO,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/215814,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215814"">VIATTO VA-DM-B-21C</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена стойкой на круглой платформе с 2 независимыми взбивателями и кнопками регулировки частоты вращения. Корпус и стаканы выполнены из нержавеющей стали, моторный блок – из алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезный объем стакана: 0,6 л</li>
<li>Минимальный объем взбиваемого продукта: 0,2 л</li>
<li>Габариты в упаковке: 580х435х317 мм</li>
</ul>",215814,220 В,0.8 кВт,355 мм,253 мм,505 мм,,Китай,,,0,https://entero.ru/manuals/462971/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-DM-B-21C.pdf;https://entero.ru/manuals/462972/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20VA-DM-B-21C.png;https://entero.ru/manuals/462973/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,24625,,13.2 кг,от 10000 до 15000 об/мин.,2,2,0.975 л
https://cdn.entero.ru/mp@2x/a0/e9/a0e90ff3ff6dd3f01763f1c801b12cd6.jpg,Миксер Воронеж-электро СжН-1,Энергия-Сбыт,10816,RUB,Нет,Воронеж-электро,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/30306,"<p>Миксер <b class=""b""><b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/30306"">Воронеж-электро СжН-1</a></b> </b>предназначен для приготовления молочных коктейлей на предприятиях общественного питания.</p>

<p><strong>Особенности:</strong></p>

<ul>
<li>Cтакан из поликарбоната</li>
<li>Микровыключатель, автоматически срабатывающий при снятии стакана</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 130 порций/час</li>
<li>​Скорость: 800 / 1000 / 1200 об/мин.</li>
</ul>",30306,220 В,0.08 кВт,155 мм,165 мм,500 мм,3.9 кг,Россия,1,140x170x500 мм,0,,,,2.9 кг,1200 об/мин.,3,1,1 л
https://cdn.entero.ru/mp@2x/12/89/1289b0fe3ec3d95e25a430a670a7e67f.jpg,Миксер для молочных коктейлей CuisinAid CD-MS11,Миксер для молочных коктейлей CuisinAid CD-MS11,9846,RUB,Нет,,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/309393,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/309393""><b class=""b"">CuisinAid CD-MS11</b></a> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого.</p>",309393,220 В,0.08 кВт,170 мм,170 мм,520 мм,,Китай,,,0,,,,3.7 кг,15000 об/мин.,1,1,
https://cdn.entero.ru/mp@2x/e3/2a/e32a24c7407846e315fce1a9552dad6b.jpg,Миксер для молочных коктейлей HENDI Design by Bronwasser 221655,Миксер для молочных коктейлей HENDI Design by Bronwasser 221655,16230,RUB,Нет,HENDI,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/276959,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276959""><b class=""b"">HENDI 221655</b></a> предназначен для приготовления капучино Freddo, Frappé, муссов, шейков, молочных и фруктовых коктейлей, а также других десертов на предприятиях общественного питания и торговли. Модель оснащена мощным мотором с двумя скоростями на выбор. Корпус выполнен из прочного ABS-пластика.</p>

<p>В комплект поставки входят 2 чашки из нержавеющей стали и поликарбоната и 2 вида сменных мешалок из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Удобное управление с помощью двухскоростного переключателя на верхней части устройства</li>
<li>Вспениватель молока оснащен микровыключателем, поэтому устройство работает только при правильном подвешивании чашки</li>
<li>Основа c утяжелением для дополнительной устойчивости</li>
<li>Резиновые ножки смягчают вибрации и защищают поверхность столешницы от царапин</li>
<li>Мешалки позволяют получать разные уровни аэрации продукта</li>
<li>Чашки и мешалки подходят для мытья в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость: 15000/19000 об/мин.</li>
<li>Объем чашек:
<ul>
<li>Из нержавеющей стали: 0,95 л</li>
<li>Из поликарбоната: 0,9 л</li>
</ul>
</li>
<li>Цвет: синий</li>
</ul>",276959,220 В,0.4 кВт,170 мм,196 мм,490 мм,,Китай,,,0,https://entero.ru/manuals/344280/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20221655.pdf;https://entero.ru/manuals/344281/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20221655.pdf;https://entero.ru/manuals/521561/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,4.9 кг,15000/19000 об/мин.,2,2,0.9 л
https://cdn.entero.ru/mp@2x/e4/65/e4653029fa3c949a641d7ff885db1dac.jpg;https://cdn.entero.ru/mp@2x/a1/28/a1288e5de70f394935398b909d411e7d.jpg,Миксер для молочных коктейлей JOHNY AK/2-2TA ECO черный,Миксер для молочных коктейлей JOHNY AK/2-2TA ECO черный,16964,RUB,Нет,JOHNY,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/349083,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349083""><b class=""b"">JOHNY AK/2-2TA ECO</b></a> используется в барах, кафе, ресторанах и на предприятиях фаст-фуда для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена вентилируемым двигателем с тепловым датчиком. Корпус выполнен из прочного пластика c двухфазным акриловым покрытием, передняя панель, стакан и венчик - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление при помощи двухскоростного переключателя</li>
<li>Противоскользящие ножки</li>
<li>Простота обслуживания и эксплуатации</li>
<li>Возможность установки мешалки из ABS, а также мешалки меньшего диаметра из ABS</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с пластиковым стаканом.</span></em></p>",349083,220 В,0.4 кВт,170 мм,175 мм,465 мм,5 кг,Греция,1,209x204x500 мм,0,https://entero.ru/manuals/431179/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20JOHNY%20AK_2-2TA%20ECO.pdf,17857,,4 кг,20000 об/мин.,2,1,1 л
https://cdn.entero.ru/mp@2x/29/2c/292c51262245554203b045bfb41a457f.jpg,Миксер для молочных коктейлей CuisinAid CD-MS21,Миксер для молочных коктейлей CuisinAid CD-MS21,17838,RUB,Нет,,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/309395,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/309395""><b class=""b"">CuisinAid CD-MS21</b></a> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого.</p>",309395,220 В,0.16 кВт,360 мм,170 мм,510 мм,,Китай,,,0,,,,6.5 кг,15000 об/мин.,1,2,
https://cdn.entero.ru/mp@2x/5f/19/5f196034e7f38c1bae770b826adba2fb.jpg,Миксер для молочных коктейлей Sirman Sirio 1VV Frozen Coffee,Миксер для молочных коктейлей Sirman Sirio 1VV Frozen Coffee,18636,RUB,Нет,Sirman,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/74892,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74892"">Sirman Sirio 1VV Frozen Coffee</a> </b>предназначен для взбивания молока или кофе в густую пенку на предприятиях общественного питания и торговли. Модель оснащена мощным вентилируемым двигателем и микровыключателем, который автоматически срабатывает при снятии стакана.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Опускание и подъем стакана осуществляется вручную</li>
<li>Поверхность без углов и швов для легкой чистки</li>
<li>Колонна миксера из прессованного алюминия</li>
<li>Стакан из пластика</li>
<li>Насадка из прочного металла</li>
<li>Основа отлита под давлением, что обеспечивает устойчивость и стабильность устройства</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 210x250x520 мм</li>
</ul>",74892,220 В,0.1 кВт,150 мм,195 мм,485 мм,,Италия,,,0,https://entero.ru/manuals/419691/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20Sirio%201VV.pdf;https://entero.ru/manuals/419692/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72863/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,19413,,2.5 кг,от 4000 до 14000 об/мин.,вариатор скорости (плавная регулировка),1,0.55 л
