Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Борт,Объем,Материал,Формат,Тип дверей,Температурный режим камеры,Количество дверей,Тип стола,Сквозной,Температурный режим столешницы,Открытый
https://cdn.entero.ru/mp@2x/ff/21/ff21b3e53cb10837856f0ca03a588493.jpg,Стол тепловой Техно-ТТ СПС-224/700Т,Стол тепловой Техно-ТТ СПС-224/700Т,80543,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/109874,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109874"">Техно-ТТ СПС-224/700Т</a></b> предназначен для подогрева тарелок перед выкладыванием на них продуктов питания, а также кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена 1 распашной дверцей, перфорированной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Корпус выполнен из нержавеющей стали AISI 304, столешница - из нержавеющей стали AISI 304 и ЛДСП толщиной 32 мм, задняя стенка - из оцинкованной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 15 мин.</li>
<li>Объем упаковки: 0,4 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с 2 дверями-купе.</span></em></p>",109874,220 В,1.5 кВт,700 мм,600 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/105118/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F%D0%A1-224_700%D0%A2.doc;https://entero.ru/manuals/103194/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,45.4 кг,Да,,нерж. сталь,тепловой стол,,55 °С,1,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/8c/e7/8ce7cf405ba495b3055d48b5ed9a193c.jpg,Стол тепловой Техно-ТТ СПС-834/1200НТ,Стол тепловой Техно-ТТ СПС-834/1200НТ,80555,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/110416,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110416"">Техно-ТТ СПС-834/1200НТ</a></b> предназначен для подогрева тарелок перед выкладыванием на них продуктов питания, а также кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена 2 дверями-купе, перфорированной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Корпус и задняя стенка выполнены из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 и ЛДСП толщиной 32 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 15 мин.</li>
<li>Объем упаковки: 0,6 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110416,220 В,1.5 кВт,1200 мм,600 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/105147/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F%D0%A1-834_1200%D0%9D%D0%A2.doc;https://entero.ru/manuals/104188/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,66.8 кг,,,нерж. сталь,тепловой стол,,55 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/60/94/60944ada49fde0c7bb7c3562e0e0ccc8.jpg,Стол тепловой Техно-ТТ СПС-934/1200НТ,Стол тепловой Техно-ТТ СПС-934/1200НТ,80555,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/110526,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110526"">Техно-ТТ СПС-934/1200НТ</a></b> предназначен для подогрева тарелок перед выкладыванием на них продуктов питания, а также кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена 2 дверями-купе, перфорированной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Корпус и задняя стенка выполнены из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 и ЛДСП толщиной 32 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 15 мин.</li>
<li>Объем упаковки: 0,6 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110526,220 В,1.5 кВт,1200 мм,600 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/105247/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F%D0%A1-934_1200%D0%9D%D0%A2.doc;https://entero.ru/manuals/104324/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,84795,,68.2 кг,Да,,нерж. сталь,тепловой стол,,55 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/34/8d/348d9b591d83a4c11656260207b00f97.jpg;https://cdn.entero.ru/mp@2x/a6/a5/a6a51274cf6846427a15211c4ef9d835.jpg;https://cdn.entero.ru/mp@2x/7d/6b/7d6bf8411416ec3a4972ca8639f156a8.jpg,"Стол тепловой ЦМИ СТТпДР-160/70 (распашные двери, без борта)","Стол тепловой ЦМИ СТТпДР-160/70 (распашные двери, без борта)",80680,RUB,Нет,ЦМИ,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/312062,"<p>Тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312062""><b class=""b"">ЦМИ СТТпДР-160/70</b></a> используется для подогрева тарелок перед сервировкой, а также для сохранения блюд и напитков в горячем виде на предприятиях общественного питания и торговли. Модель оснащена терморегулятором в правой фронтальной части изделия, кнопками включения и выключения, лампой индикации, 2 распашными дверьми, 4 устойчивыми ножками и вентилятором. Изделие полностью выполнено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип нагрева: конвекция</li>
<li>Конструкция стола обеспечивает минимальную температуру нагрева на всех внешних поверхностях и исключает возможность получения ожогов</li>
<li>Быстрый и равномерный нагрев всего объема благодаря перфорированной полке</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
<li>Температура окружающей среды: от 10 °С</li>
<li>Время разогрева: от 20 до 30 мин.</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",312062,220 В,,1600 мм,700 мм,870 мм,56 кг,Россия,1,1650x750x920 мм,0,https://entero.ru/manuals/374251/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A6%D0%9C%D0%98%20%D0%A1%D0%A2%D0%A2%D0%BF%D0%94%D0%A0-160_70.pdf,85830,,,,,нерж. сталь,тепловой стол,распашные двери,40 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/12/e5/12e52bda35e01b7bcbb0848a2b6f9498.jpg;https://cdn.entero.ru/mp@2x/f6/2e/f62e405a76ba1e36e493d9cff253e09e.jpg;https://cdn.entero.ru/mp@2x/f2/84/f2841de272bfb4be1f216862a96abc43.jpg,"Стол тепловой ЦМИ СТТпДК-160/70 (двери-купе, без борта)","Стол тепловой ЦМИ СТТпДК-160/70 (двери-купе, без борта)",80680,RUB,Нет,ЦМИ,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/312063,"<p>Тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312063""><b class=""b"">ЦМИ СТТпДК-160/70</b></a> используется для подогрева тарелок перед сервировкой, а также для сохранения блюд и напитков в горячем виде на предприятиях общественного питания и торговли. Модель оснащена терморегулятором в правой фронтальной части изделия, кнопками включения и выключения, лампой индикации, 2 дверьми-купе, 4 устойчивыми ножками и вентилятором. Изделие полностью выполнено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип нагрева: конвекция</li>
<li>Конструкция стола обеспечивает минимальную температуру нагрева на всех внешних поверхностях и исключает возможность получения ожогов</li>
<li>Быстрый и равномерный нагрев всего объема благодаря перфорированной полке</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
<li>Температура окружающей среды: от 10 °С</li>
<li>Время разогрева: от 20 до 30 мин.</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",312063,220 В,,1600 мм,700 мм,870 мм,56 кг,Россия,1,1650x750x920 мм,0,https://entero.ru/manuals/374252/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A6%D0%9C%D0%98%20%D0%A1%D0%A2%D0%A2%D0%BF%D0%94%D0%A0-160_70.pdf,87696,,,,,нерж. сталь,тепловой стол,двери-купе,40 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/10/e4/10e486439ebc2845eca543e613d0a8c4.jpg,Стол тепловой Техно-ТТ СПС-834/1207Т,Стол тепловой Техно-ТТ СПС-834/1207Т,80851,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/110398,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110398"">Техно-ТТ СПС-834/1207Т</a></b> предназначен для подогрева тарелок перед выкладыванием на них продуктов питания, а также кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена 2 дверями-купе, перфорированной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 и ЛДСП толщиной 32 мм, задняя стенка - из оцинкованной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 15 мин.</li>
<li>Объем упаковки: 0,6 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110398,220 В,1.5 кВт,1200 мм,700 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/105150/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F%D0%A1-834_1207%D0%A2.doc;https://entero.ru/manuals/104170/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,84220,,66.8 кг,,,нерж. сталь,тепловой стол,,55 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/8c/83/8c833fd1fc79b7ae621334cb62dfb9c6.jpg,Стол тепловой Техно-ТТ СПС-934/1207Т,Стол тепловой Техно-ТТ СПС-934/1207Т,80851,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/110486,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110486"">Техно-ТТ СПС-934/1207Т</a></b> предназначен для подогрева тарелок перед выкладыванием на них продуктов питания, а также кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена 2 дверями-купе, перфорированной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 и ЛДСП толщиной 32 мм, задняя стенка - из оцинкованной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 15 мин.</li>
<li>Объем упаковки: 0,6 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110486,220 В,1.5 кВт,1200 мм,700 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/105250/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F%D0%A1-934_1207%D0%A2.doc;https://entero.ru/manuals/104276/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,68.2 кг,Да,,нерж. сталь,тепловой стол,,55 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/cc/1f/cc1f40bf713ed6978cd5f00f397100bf.jpg,Стол тепловой Техно-ТТ СПС-834/1208Т,Стол тепловой Техно-ТТ СПС-834/1208Т,80852,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/110407,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110407"">Техно-ТТ СПС-834/1208Т</a></b> предназначен для подогрева тарелок перед выкладыванием на них продуктов питания, а также кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена 2 дверями-купе, перфорированной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 и ЛДСП толщиной 32 мм, задняя стенка - из оцинкованной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 15 мин.</li>
<li>Объем упаковки: 0,6 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110407,220 В,1.5 кВт,1200 мм,800 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/105152/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F%D0%A1-834_1208%D0%A2.doc;https://entero.ru/manuals/104179/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,86013,,66.8 кг,,,нерж. сталь,тепловой стол,,55 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/42/11/4211707e4e8a4d970d65ee007b1bba35.jpg,Стол тепловой Техно-ТТ СПС-934/1208Т,Стол тепловой Техно-ТТ СПС-934/1208Т,80852,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/110497,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110497"">Техно-ТТ СПС-934/1208Т</a></b> предназначен для подогрева тарелок перед выкладыванием на них продуктов питания, а также кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена 2 дверями-купе, перфорированной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 и ЛДСП толщиной 32 мм, задняя стенка - из оцинкованной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 15 мин.</li>
<li>Объем упаковки: 0,6 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110497,220 В,1.5 кВт,1200 мм,800 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/105252/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F%D0%A1-934_1208%D0%A2.doc;https://entero.ru/manuals/104287/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,68.2 кг,Да,,нерж. сталь,тепловой стол,,55 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/d8/6c/d86c6ca483706dd8044a37f42461978c.jpg,Стол тепловой Техно-ТТ СПС-834/1300Т,Стол тепловой Техно-ТТ СПС-834/1300Т,80901,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/110389,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110389"">Техно-ТТ СПС-834/1300Т</a></b> предназначен для подогрева тарелок перед выкладыванием на них продуктов питания, а также кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена 2 дверями-купе, перфорированной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 и ЛДСП толщиной 32 мм, задняя стенка - из оцинкованной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 15 мин.</li>
<li>Объем упаковки: 0,7 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110389,220 В,1.5 кВт,1300 мм,600 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/105154/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F%D0%A1-834_1300%D0%A2.doc;https://entero.ru/manuals/104142/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,71.3 кг,,,нерж. сталь,тепловой стол,,55 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/89/04/8904e74255bd028f2d9fe016b275527a.jpg,Стол тепловой Техно-ТТ СПС-934/1300Т,Стол тепловой Техно-ТТ СПС-934/1300Т,80901,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/110477,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110477"">Техно-ТТ СПС-934/1300Т</a></b> предназначен для подогрева тарелок перед выкладыванием на них продуктов питания, а также кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена 2 дверями-купе, перфорированной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 и ЛДСП толщиной 32 мм, задняя стенка - из оцинкованной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 15 мин.</li>
<li>Объем упаковки: 0,7 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110477,220 В,1.5 кВт,1300 мм,600 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/105254/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F%D0%A1-934_1300%D0%A2.doc;https://entero.ru/manuals/104268/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,86990,,72.7 кг,Да,,нерж. сталь,тепловой стол,,55 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/9d/10/9d10d7c03add77ec16272d9d784e5cf4.jpg;https://cdn.entero.ru/mp@2x/7e/fd/7efdc50a1a044a7b0cf357fe57b7f9a6.jpg;https://cdn.entero.ru/mp@2x/9d/fe/9dfe3c780a226ad07329f79c38c60961.jpg;https://cdn.entero.ru/mp@2x/3e/2e/3e2e84f1f47764d0aab0245398c7059d.jpg;https://cdn.entero.ru/mp@2x/b8/0b/b80bf5684f8182621df1c5fcecfb6e95.jpg;https://cdn.entero.ru/mp@2x/b6/38/b63878d98e2d67514b01abe5da6051b8.jpg;https://cdn.entero.ru/mp@2x/c6/87/c687dbaedcc3242365dbf9d2f196bdff.jpg;https://cdn.entero.ru/mp@2x/71/62/7162a3b6f2f9ccb2dfea410bf673020d.jpg;https://cdn.entero.ru/mp@2x/07/d2/07d237d20ccb84b1a23c825727aabfe1.jpg,Стол тепловой Restoinox Т-СПСЗК-14/6 сквозной,Стол тепловой Restoinox Т-СПСЗК-14/6 сквозной,80981,RUB,Нет,Restoinox,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/225147,"<p>Тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225147""><b class=""b"">Restoinox Т-СПСЗК-14/6</b></a> используется для подогрева и хранения в подогретом виде посуды, готовых блюд и напитков перед подачей, а также в качестве рабочей поверхности для приготовления на предприятиях общественного питания и торговли. Модель оснащена расположенным сбоку нагревательным отсеком с панелью управления, обогреваемой столешницей и сквозной камерой с дверьми-купе с двух сторон. Корпус, столешница и полка выполнены из высококачественной шлифованной нержавеющей стали AISI 430, опоры – из квадратного профиля стальной трубы AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью трубчатого электронагревателя (ТЭНа)</li>
<li>Плавная регулировка температуры</li>
<li>Регулируемая по высоте перфорированная полка</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Воздухозаборная решетка с декоративной перфорацией</li>
<li>Быстрые сборка и демонтаж</li>
<li>Легкость очистки и дезинфекции</li>
<li>Островное либо пристенное размещение</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная распределенная статическая нагрузка на столешницу: 120 кг</li>
<li>Толщина стали:
<ul>
<li>Корпус, столешница и полка: 0,8 мм</li>
<li>Опоры: 1,2 мм</li>
</ul>
</li>
<li>Габариты профиля опор: 40х40 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Распашные двери</li>
<li>Сплошная полка</li>
<li>Столешница с бортом</li>
<li>Нейтральное исполнение (без нагревателя)</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель закрытого типа другого размера.</span></em></p>",225147,,1.5 кВт,1400 мм,600 мм,850 мм,83 кг,Россия,1,1420x620x850 мм,0,https://entero.ru/manuals/520104/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,,нерж. сталь,тепловой стол,двери-купе,,4,подогреваемая столешница,Да,от 30 до 50 °C,
https://cdn.entero.ru/mp@2x/cc/f7/ccf7b6a5c256fa33044f5bad87c05dc9.jpg;https://cdn.entero.ru/mp@2x/2a/98/2a9822a53a71f602513879a41e765cf5.jpg;https://cdn.entero.ru/mp@2x/06/fd/06fda877cf31c076b096acdc174590a9.jpg,Стол тепловой Gastrolux СТО-096Р,Стол тепловой Gastrolux СТО-096Р,81201,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/67245,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/67245"">Gastrolux СТО-096Р</a></b> предназначен для раскатки теста, обработки продуктов и поддержания в горячем состоянии готовых блюд на предприятиях общественного питания и торговли. Оборудование оснащено распашными дверями и полкой.</p>

<p>Возможно исполнение с бортом или без.</p>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/67230"">Направляющие для GN, 1 уровень</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",67245,220 В,1.5 кВт,900 мм,600 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/488841/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,87313,,40.32 кг,,,нерж. сталь,тепловой стол,,от 30 до 80 °С,,обогреваемая камера,,,
