Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Установка,Вес (с упаковкой),Цвет,Камбузное оборудование,Объем дежи,Механизм поднятия головы,Число скоростей,Скорость вращения венчика,Вращение дежи,Уровень шума
https://cdn.entero.ru/mp@2x/f2/52/f252fac2f20b0dcb4750e5e918309421.jpg;https://cdn.entero.ru/mp@2x/1e/08/1e08ade6aa1b1545e0c540679f453e95.jpg,Миксер планетарный Roal Bakery B50-SF,Миксер планетарный Roal Bakery B50-SF,174074,RUB,Нет,,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/280261,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280261"">Roal Bakery B50-SF</a> </b>используется на предприятиях общественного питания и торговли для приготовления кремов, теста и соусов. Модель устанавливается на ровную твердую поверхность. Все детали, контактирующие с продуктами, выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят съемная дежа, венчик, лопатка и крюк.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения: 62 / 102 / 296 об/мин.</li>
<li>Рабочая загрузка: 9 кг</li>
</ul>",280261,380 В,2 кВт,600 мм,520 мм,1030 мм,,Китай,,,0,https://entero.ru/manuals/345024/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roal%20Bakery%20B50-SF.pdf,185185,,,,напольный,,нерж. сталь,,50 л,фиксированная траверса,3,от 142 до 492 об/мин.,,
https://cdn.entero.ru/mp@2x/25/48/25485e1713cc39ad48ff47e0a28db80b.jpg;https://cdn.entero.ru/mp@2x/e6/ba/e6ba17e8059c0e8df71aabd81e16d014.jpg;https://cdn.entero.ru/mp@2x/80/4f/804f9ffc08bc903fa1e4834639f7fea9.jpg;https://cdn.entero.ru/mp@2x/aa/45/aa4510a5a88873e0b8d740232d87616e.jpg;https://cdn.entero.ru/mp@2x/12/0a/120a73feb437842aa2a4e85be8c63399.jpg;https://cdn.entero.ru/mp@2x/9e/bc/9ebc2035c8490218d5f0f3413779cf7f.jpg;https://cdn.entero.ru/mp@2x/13/79/1379916264b9f3a77135d509af2e20cd.jpg,Миксер планетарный Assum B40,Миксер планетарный Assum B40,174433,RUB,Нет,Assum,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/218681,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218681"">Assum B40</a> </b>предназначен для замеса различного вида теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также для приготовления пюре, майонеза, различных соусов, взбитых сливок на предприятиях общественного питания и торговли. Модель оснащена съемной дежой. Все элементы, контактирующие с пищевыми продуктами, выполнены из нержавеющей стали.</p>

<p> В комплект поставки входят крюк, лопатка и венчик. </p>

<p><b>Особенности:</b></p>

<ul>
<li>3 скорости:
<ul>
<li>Для взбивания яичного крема и других жидких продуктов на высокой скорости </li>
<li>Для перемешивание пастообразных или мелкокусковых продуктов на средней скорости</li>
<li>Для замешивания легкого теста на низкой скорости</li>
</ul>
</li>
<li>Защитная решётка</li>
<li>Ременная передача</li>
<li>Аварийный выключатель</li>
<li>Таймер</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорости вращения: 125 / 204 / 430 об/мин. </li>
<li>Максимальная загрузка сухого продукта: 8 кг </li>
<li>Максимальный вес готового продукта: 12,8 кг</li>
<li>Габариты в упаковке: 750х830х1400 мм </li>
<li>Объем упаковки: 0,87 м<sup>3</sup></li>
</ul>",218681,380 В,2 кВт,760 мм,640 мм,1170 мм,,Китай,,,0,https://entero.ru/manuals/490629/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,170 кг,,напольный,,белый,,40 л,,3,от 125 до 430 об/мин.,Да,
https://cdn.entero.ru/mp@2x/c1/df/c1dfebb921bdd7217f9e60e5d112c790.jpg,Миксер планетарный WLBake PM12 B VAR,Миксер планетарный WLBake PM12 B VAR,210673,RUB,Нет,WLBake,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/81746,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81746"">WLBake PM12 B VAR</a></b> предназначен для замеса теста жидкой и средней консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также для приготовления пюре, майонеза, различных соусов, взбитых сливок на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Корпус выполнен из окрашенной стали, все соприкасающиеся с тестом элементы - из нержавеющей стали.</p>

<p>В комплект поставки входят 3 насадки: венчик, лопатка и спираль.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электромеханическая панель управления</li>
<li>Тип трансмиссии - ременная передача</li>
<li>Таймер</li>
<li>Защитная крышка с направляющими для подачи компонентов, с экстренной остановкой замеса при поднятии</li>
<li>Настольное исполнение</li>
</ul>",81746,220 В,0.37 кВт,400 мм,520 мм,630 мм,,Италия,,,0,,219451,,46 кг,,настольный,,"белый, серый",,12 л,фиксированная траверса,вариатор (плавная регулировка),от 12.5 до 490 об/мин.,,
https://cdn.entero.ru/mp@2x/e8/e7/e8e77686a3314d8a925a9f72d8812d6e.jpg;https://cdn.entero.ru/mp@2x/c1/3b/c13b98bb914b2cedf5d0d5af6e70561e.jpg;https://cdn.entero.ru/mp@2x/da/55/da5562c88bdc24fadf93211cd295a125.jpg,Миксер планетарный Miratek MQ-40,Миксер планетарный Miratek MQ-40,211028,RUB,Нет,Miratek,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/83234,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83234"">Miratek MQ-40</a></b> предназначен для замеса различного вида теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также для приготовления пюре, майонеза, различных соусов, взбитых сливок в пекарнях, кондитерских, на предприятиях общественного питания и торговли.</p>

<p>В комплект поставки входят дежа и 3 насадки из нержавеющей стали: крюк, лопатка и венчик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система безопасности: защитная решетка, при опускании дежи автоматическое отключение месильного органа</li>
<li>Корпус из эмалированной стали</li>
<li>Передняя панель, а также все части, соприкасающиеся с взбиваемой массой, из нержавеющей стали AISI 304</li>
<li>Быстросъемный надежный механизм крепления месильного органа</li>
<li>Надежная система фиксации дежи</li>
<li>Возможность смены дежи не снимая месильный орган</li>
<li>Удобный рычажный механизм поднимания / опускания дежи</li>
<li>Автоматический цифровой таймер с системой звукового оповещения</li>
<li>Регулируемые по высоте ножки для компенсации неровностей пола</li>
</ul>",83234,380 В,2.5 кВт,590 мм,900 мм,1340 мм,,Китай,,,0,,,,244 кг,,напольный,,белый,,40 л,фиксированная траверса,вариатор (плавная регулировка),от 130 до 376 об/мин.,,
https://entero.ru/i/nofoto-m.jpg,Миксер планетарный Vortmax VPM 20 VAR 220V,Миксер планетарный Vortmax VPM 20 VAR 220V,215648,RUB,Нет,Vortmax,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/346336,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346336"">Vortmax VPM 20 VAR 220V</a></b> предназначен для замеса различных видов теста, а также взбивания кремов, муссов, приготовления пюре, соусов и коктейлей на предприятиях общественного питания и торговли. Материал корпуса окрашенный металл.</p>

<p>В комплекте спиральный крюк, венчик, лопатка.</p>",346336,220 В,0.15 кВт,750 мм,550 мм,1400 мм,,Турция,,,0,,,,120 кг,,напольный,,,,20 л,,,,,
https://cdn.entero.ru/mp@2x/91/26/9126c51011afdd91551e74535ca9ba94.jpg,Миксер планетарный Rollmatic BULL B10,Миксер планетарный Rollmatic BULL B10,221179,RUB,Нет,Rollmatic,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/330951,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/330951"">Rollmatic BULL B10</a> </b>используется на предприятиях пищевой промышленности, общественного питания и торговли для замеса теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также приготовления кремов и соусов. Напоминающая перемещение планеты траектория работы месильного органа – одновременные вращение вдоль собственной оси и поступательное движение способствует более эффективному и бережному перемешиванию ингридиентов. Модель оснащена электромеханической панелью управления. Корпус прибора выполнен из стали с антикоррозийным покрытием порошковой краской, крышка – из ударопрочного пластика, корпус редуктора – из анодированного алюминия, шестерня – из стали, корпус дежи и насадки – из нержавеющей стали.</p>

<p>В комлект поставки входят съемные дежа и насадки: крюк, плоский битер и проволочный венчик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Бесступенчатая регулировка скорости с помощью поворотной ручки</li>
<li>Таймер для настройки длительности работы</li>
<li>Кнопка аварийной остановки</li>
<li>Моторизованный механизм подъема и опускания дежи с механическим манипулятором</li>
<li>Трансмиссия ременная с червячным редуктором в масляной ванне</li>
<li>Откидной прозрачный защитный экран с желобом для возможности добавления ингридиентов в процессе работы</li>
<li>Автоматическое отключение при опускании дежи</li>
<li>Автоматическое отключение при открывании защитного экрана</li>
<li>Защита двигателя от перегрева</li>
<li>Устойчивые нескользящие опоры</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота до кромки дежи: 230 мм </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Венчик FB10/3 с толщиной прутка 3 мм (C8774)</li>
</ul>",330951,220 В,0.37 кВт,336 мм,465 мм,578 мм,34 кг,Италия,1,450x570x680 мм,0,https://entero.ru/manuals/393388/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rollmatic%20BULL%20B10.pdf,240412,,31 кг,,настольный,,,,10 л,фиксированная траверса,вариатор (плавная регулировка),,,
https://cdn.entero.ru/mp@2x/0c/f2/0cf252163aa95a72078706658ceec215.jpg,"Миксер планетарный Sigma CHEF 7,5",CHEF 7.5,254817,RUB,Нет,Sigma,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/75308,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75308"">Sigma CHEF 7,5</a></b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для замеса теста различной влажности, взбивания сливок, перемешивания мясного фарша и картофельного пюре. Форма спирали, соотношение ее диаметра с размером дежи вместе со скоростью вращения спирали и дежи обеспечивают наилучшее качество теста. Рабочие части и защитная решетка выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Дежа</li>
<li>Венчик</li>
<li>Лопатка</li>
<li>Спираль</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Высокий крутящий момент на медленной скорости</li>
<li>Высокое качество замеса и насыщение теста кислородом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер дежи: 230х210 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Корпус из нержавеющей стали</li>
<li>Система подогрева чаши</li>
<li>Сливной краник для перелива готового продукта из чаши миксера в другую ёмкость</li>
</ul>",75308,220 В,0.25 кВт,365 мм,400 мм,615 мм,,Италия,,,0,https://entero.ru/manuals/67806/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sigma%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,33 кг,,настольный,,"белый, зеленый",,7.5 л,фиксированная траверса,"вариатор (плавная регулировка), 6",,,
https://cdn.entero.ru/mp@2x/ca/a3/caa35b3aa8e7058aea9b1764f804e41b.jpg,Миксер планетарный Mateka MKY 430U t,Миксер планетарный Mateka MKY 430U t,257326,RUB,Нет,Mateka,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/88085,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88085"">Mateka MKY 430U t</a></b> предназначен для замеса различного вида теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также для приготовления пюре, майонеза, различных соусов, взбитых сливок на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена таймером на 30 минут. Дежа, венчик, лопатка и спираль выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер дежи: Ø 430х450 мм</li>
<li>Мощность: 1,1 / 1,5 / 1,85 кВт</li>
<li>Габариты в упаковке: 800x1030x1360 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",88085,380 В,от 1.1 до 1.85 кВт,600 мм,870 мм,1150 мм,,Турция,,,0,,270869,,,,напольный,,белый,,60 л,фиксированная траверса,3,,,
https://cdn.entero.ru/mp@2x/f5/0a/f50a05fe6d5496d1784c46c7595fc608.jpg,Миксер планетарный Assum В60,Миксер планетарный Assum В60,258508,RUB,Нет,Assum,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/93629,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93629"">Assum В60</a> </b>предназначен для замеса различного вида теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также для приготовления пюре, майонеза, различных соусов, взбитых сливок на предприятиях общественного питания и торговли. Модель оснащена защитной решеткой. Все элементы, контактирующие с пищевыми продуктами, выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят крюк, лопатка и венчик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ременная передача</li>
<li>Аварийный выключатель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка муки: 10 кг</li>
<li>Скорость месильного органа:
<ul>
<li>Крюк: 77 об/мин.</li>
<li>Лопатка: 148 об/мин.</li>
<li>Венчик: 290 об/мин.</li>
</ul>
</li>
<li>Габариты в упаковке: 840х700х1440 мм </li>
</ul>",93629,380 В,3 кВт,700 мм,840 мм,1440 мм,,Китай,,,0,https://entero.ru/manuals/81145/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Assum.pdf;https://entero.ru/manuals/490630/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,275009,,350 кг,,напольный,,белый,,60 л,подъемная траверса,3,от 80 до 290 об/мин.,,
https://entero.ru/i/nofoto-m.jpg,Миксер планетарный Starfood B60M,Миксер планетарный Starfood B60M,263155,RUB,Нет,Starfood,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/344691,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344691"">Starfood B60M</a> </b>используется на предприятиях пищевой промышленности, общественного питания и торговли для замеса теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также приготовления кремов и соусов. Модель оснащена электромеханическим управлением. Съемная дежа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входят съемная дежа, крюк, лопатка и проволочный венчик.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка при замешивании: 10 кг</li>
<li>Габариты в упаковке: 745х895х1590 мм</li>
</ul>",344691,380 В,3 кВт,650 мм,610 мм,1360 мм,367 кг,Китай,1,745x895x1590 мм,0,,279952,,305 кг,,напольный,,,,60 л,фиксированная траверса,3,77 / 148 / 290 об/мин.,,
https://cdn.entero.ru/mp@2x/bf/23/bf236216e38115b208494ad4ed739ab7.jpg,Миксер планетарный OZTI OM 10 MF,0810.00010.14,273244,RUB,Нет,OZTI,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/71285,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71285"">OZTI OM 10 MF</a></b> предназначен для замешивания теста, взбивания сливок, кремов, суфле и смешивания сиропов и соусов на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Корпус выполнен из нержавеющей стали с покрытием электростатическим порошком, чаша и мешалки - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Инвертор</li>
<li>3 отдельных инструмента для взбивания, смешивания и замешивания</li>
<li>Простая система управления</li>
<li>Переключатель для регулировки защитной решетки</li>
<li>Работа без шума и вибрации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Класс защиты: 1 / IP 54</li>
</ul>",71285,220 В,0.55 кВт,450 мм,540 мм,650 мм,,Турция,,,0,https://entero.ru/manuals/421350/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OZTI%20OM%2010%20MF%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/421357/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%20OM%2010%20MF.pdf;https://entero.ru/manuals/421365/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,287625,,48 кг,,напольный,,нерж. сталь,,10 л,,вариатор (плавная регулировка),от 40 до 160 об/мин.,,73 дБ
https://cdn.entero.ru/mp@2x/e7/eb/e7eb3b3d20dc4208c9bf4591cda6e6e5.jpg,Миксер планетарный FIMAR PLN12BV,PLN12BV 220V,274570,RUB,Нет,FIMAR,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/124305,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124305"">FIMAR PLN12BV</a></b> предназначен для замеса различного вида теста: тесто для пиццы, хлеба, печенья, круассанов, булочек, профитролей, бисквита, песочного теста, безе, пюре, различных соусов и взбитых сливок на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена микровыключателем на защитном приспособлении емкости и емкости. Корпус покрыт стойкой к механическим воздействиям краской, верхний картер выполнен из АБС-пластика, емкость и венчик - из нержавеющей стали, защита емкости - из поликарбоната, крюк и лопатка - из алюминия.</p>

<p>В комплект поставки входят крюк, лопатка и венчик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Механическая панель управления</li>
<li>Вариатор с инвертором</li>
<li>Механический таймер 0-30 мин.</li>
<li>Съемная дежа</li>
<li>Быстроразъемное крепление рабочих органов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 490x750x900 мм</li>
<li>Объем упаковки: 0,331 м<sup>3</sup></li>
</ul>",124305,220 В,0.5 кВт,550 мм,400 мм,640 мм,,Италия,,,0,https://entero.ru/manuals/132973/%D0%9B%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20FIMAR%20PLN12BV.pdf;https://entero.ru/manuals/375735/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%28%D1%80%D1%83%D1%81.%20+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29%20%D0%BD%D0%B0%20FIMAR%20PLN12BV.pdf;https://entero.ru/manuals/375736/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%28%D1%80%D1%83%D1%81.%20+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29%20%D0%BD%D0%B0%20FIMAR%20PLN12BV.pdf;https://entero.ru/manuals/375737/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20FIMAR%20PLN12BV.pdf;https://entero.ru/manuals/375738/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239560&hd=2&autoplay=0,47 кг,,напольный,,белый,,12 л,подъемная траверса,вариатор (плавная регулировка),от 30 до 120 об/мин.,,
https://cdn.entero.ru/mp@2x/ff/05/ff0552ca225691ef54ae6f93cb8eb8cd.jpg,Миксер планетарный Vortmax VPM 30 VAR 220V,Миксер планетарный Vortmax VPM 30 VAR 220V,289517,RUB,Нет,Vortmax,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/346337,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346337"">Vortmax VPM 30 VAR 220V</a></b> предназначен для замеса различных видов теста, а также взбивания кремов, муссов, приготовления пюре, соусов и коктейлей на предприятиях общественного питания и торговли. Материал корпуса окрашенный металл.</p>

<p>В комплекте венчик, крюк и лопатка.</p>",346337,220 В,1.5 кВт,710 мм,770 мм,1400 мм,,Турция,,,0,,,,210 кг,,напольный,,,,30 л,,,,,
https://cdn.entero.ru/mp@2x/3f/3a/3f3afaaee93637cf1b72b34066725603.jpg,Миксер планетарный Hualian SM-401 1 дежа,Миксер планетарный Hualian SM-401 1 дежа,299460,RUB,Нет,Hualian,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/319264,"<p>Планетарный миксер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/319264""><b class=""b"">Hualian SM-401</b></a> предназначен для замеса различного вида теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также для приготовления пюре, майонеза, различных соусов, взбитых сливок на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена трехступенчатым вариатором скорости. Дежа и все детали, контактирующие с пищевым сырьем, выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят венчик, лопатка и крюк.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Зубчатая трансмиссия: снижение нагрузки на двигатель, увеличение рабочего ресурса</li>
<li>Минимальный уровень шума и вибрации</li>
<li>Удобные установка и съем дежи</li>
<li>Устойчивая конструкция</li>
</ul>",319264,220 В,0.75 кВт,620 мм,670 мм,1000 мм,,Китай,,,0,,325500,,170 кг,,напольный,,нерж. сталь,,40 л,подъемная траверса,3,105 / 208 / 404 об/мин.,,
https://cdn.entero.ru/mp@2x/51/aa/51aa149fcb478d19d9fb088bd80286a1.jpg;https://cdn.entero.ru/mp@2x/9b/5f/9b5f0d77473e8a8c8b513abfdb6f8d31.jpg;https://cdn.entero.ru/mp@2x/07/7d/077dddad926fdbbbdaa5bc646d5b1bac.jpg,Миксер планетарный Miratek MQ-60,Миксер планетарный Miratek MQ-60,303880,RUB,Нет,Miratek,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/83235,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83235"">Miratek MQ-60</a></b> предназначен для замеса различного вида теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также для приготовления пюре, майонеза, различных соусов, взбитых сливок в пекарнях, кондитерских, на предприятиях общественного питания и торговли.</p>

<p>В комплект поставки входят дежа и 3 насадки из нержавеющей стали: крюк, лопатка и венчик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система безопасности: защитная решетка, при опускании дежи автоматическое отключение месильного органа</li>
<li>Корпус из эмалированной стали</li>
<li>Передняя панель, а также все части, соприкасающиеся с взбиваемой массой, из нержавеющей стали AISI 304</li>
<li>Быстросъемный надежный механизм крепления месильного органа</li>
<li>Надежная система фиксации дежи</li>
<li>Возможность смены дежи не снимая месильный орган</li>
<li>Удобный рычажный механизм поднимания / опускания дежи</li>
<li>Автоматический цифровой таймер с системой звукового оповещения</li>
<li>Регулируемые по высоте ножки для компенсации неровностей пола</li>
</ul>

<p> 
</p><p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>
<p></p>",83235,380 В,3 кВт,650 мм,990 мм,1490 мм,,Китай,,,0,,330304,,316 кг,,напольный,,белый,,60 л,фиксированная траверса,вариатор (плавная регулировка),от 117 до 339 об/мин.,,
