Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Количество зон нагрева,Вес (с упаковкой),Газовая мощность,Привод,Максимальная загрузка,Длина вертела
https://cdn.entero.ru/mp@2x/98/d8/98d84b9bab187a7b303b6d8ffcf3545a.jpg,Гриль для шаурмы Grill Master Ф1ШМГ,11205,23900,RUB,Нет,Grill Master,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/64291,"<p>Газовый гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64291"">Grill Master Ф1ШМГ</a></b> предназначен для запекания специально подготовленного свиного, говяжьего, бараньего и куриного мяса, используемого для приготовления шаурмы, на предприятиях общественного питания и торговли. Модель оснащена 1 беспламенной горелкой с системой газ-контроль и поддоном для мяса. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество шампуров:
<ul>
<li>Вертикальные: 1</li>
<li>Горизонтальные: 4</li>
</ul>
</li>
<li>Расход газа:
<ul>
<li>Природный: 0,41 м<sup>3</sup>/ч</li>
<li>Пропан-бутан: 0,16 кг/ч</li>
</ul>
</li>
<li>Размеры горелки: 297х216х184 мм</li>
<li>Габариты в упаковке: 525х785х770 мм</li>
</ul>",64291,,,425 мм,685 мм,520 мм,,Россия,,,0,https://entero.ru/manuals/122657/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A41%D0%A8%D0%9C%D0%93.docx,25426,,13 кг,газ,1 шт.,,3.65 кВт,ручной,,
https://cdn.entero.ru/mp@2x/4b/5b/4b5baefb927a6b11a8092b8155c3f50c.jpg,Гриль для шаурмы Crazy Pan CP-SG30,Гриль для шаурмы Crazy Pan CP-SG30,24954,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/303682,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/303682"">Crazy Pan CP-SG30</a></b> предназначен для обжарки мяса на предприятиях общественного питания и торговли. Модель оснащена 3 зонами нагрева и 1 вертикальным шампуром. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры отдельно для каждой зоны</li>
<li>Регулируемое расстояние между ТЭНами и мясом</li>
<li>Автоматическое поддержание заданной температуры</li>
</ul>",303682,,6 кВт,450 мм,600 мм,762 мм,,Китай,,,0,https://entero.ru/manuals/363899/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Crazy%20Pan%20CP-SG30.docx;https://entero.ru/manuals/363913/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Crazy%20Pan.pdf,27124,,18 кг,220 В,3 шт.,,,ручной,,
https://cdn.entero.ru/mp@2x/81/47/81477fd93574b3393476d2715cf04210.jpg;https://cdn.entero.ru/mp@2x/be/cc/beccf2dadb906bca96e2a77ef8a44252.jpg,Гриль для шаурмы электрический ПищТех ШШЭ-2-М,Гриль для шаурмы электрический ПищТех ШШЭ-2-М,26976,RUB,Нет,ПищТех,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/360562,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360562"">ПищТех ШШЭ-2-М</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Модель оснащена вертикально-ориентированным жарочным блоком с 2 трубчатыми электронагревателями (ТЭНами) и вертелом. Корпус выполнен из нержавеющей стали, упаковка – из гофрокартона и стрейч-пленки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной привод</li>
<li>Поворотный вертел </li>
<li>Герметичный поддон для сбора жира и отрезанных кусочков мяса</li>
<li>Устойчивая база на регулируемых опорах</li>
<li>Гигиеничная, надежная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>",360562,,4 кВт,515 мм,770 мм,570 мм,,Россия,,,0,https://entero.ru/manuals/462315/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85%20%D0%A8%D0%A8%D0%AD-2-%D0%9C.pdf,29322,,,220 В,2 шт.,,,ручной,15 кг,
https://cdn.entero.ru/mp@2x/37/02/3702ed8afd24b642b15d652e8675216f.jpg,Гриль для шаурмы КОБОР GM-2,GM2,27128,RUB,Нет,КОБОР,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/104398,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104398"">Кобор GM-2</a></b> используется на предприятиях общественного питания и торговли для обжарки большого количества различных видов мяса и птицы для приготовления начинки из рубленного мяса для шаурмы и других блюд. Боковые держатели позволяют использовать шампура для приготовления шашлыка и кебабов. Модель оснащена 2 ТЭНами. Корпус выполнен из пищевой нержавеющей стали.</p>

<p>Шампура в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка мощности нагрева</li>
<li>Регулируемое расстояние между ТЭНами и мясом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный диаметр мяса: 540 мм</li>
</ul>",104398,,4 кВт,510 мм,670 мм,700 мм,,Россия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240142&hd=2&autoplay=0,,220 В,2 шт.,,,ручной,30 кг,480 мм
https://cdn.entero.ru/mp@2x/23/80/23808b0604d2d5901a82e31719a31e53.jpg,Гриль для шаурмы Foodatlas VGB-890,VGB-890 FoodAtlas,27870,RUB,Нет,Foodatlas,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/90448,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/90448"">Foodatlas VGB-890</a></b> предназначен для обжарки мяса на предприятиях общественного питания и торговли. Вертикальная модель оснащена поддоном для масла, 3 нагревательными элементами и регулятором температуры. Корпус и шампур выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Цвет: металлик</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения шампура: 8 об/мин.</li>
<li>Диапазон температур: от 50 до 300 °C</li>
<li>Мощность нагревательных элементов: 2 кВт</li>
<li>Частота тока: 50 Гц</li>
<li>Сила тока: 27 А</li>
<li>Время нагрева до 300 °С: 10-15 мин.</li>
<li>Диаметр шампура: 14 мм</li>
</ul>",90448,от 50 до 300 °С,6 кВт,618 мм,480 мм,833 мм,,Китай,,,0,https://entero.ru/manuals/76736/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20VGB-89.pdf,30293,,23 кг,220 В,3 шт.,,,электрический,,605 мм
https://cdn.entero.ru/mp@2x/db/d8/dbd82daf6de1373740f02e555c091f23.jpg,Гриль для шаурмы электрический Hualian HES-E,Гриль для шаурмы электрический Hualian HES-E,29900,RUB,Нет,Hualian,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/289677,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289677"">Hualian HES-E</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Модель оснащена вертикально-ориентированным жарочным блоком с 4 нагревательными элементами трубчатого типа (ТЭНами) с независимым управлением.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью термостатов с поворотными переключателями</li>
<li>Основной выключатель колыбельного типа</li>
<li>Моторизованный поворотный вертел</li>
<li>Регулируемое расстояние между вертелом и ТЭНами для наиболее качественной обжарки</li>
<li>Влагозащищенный двигатель</li>
<li>Устойчивая база</li>
<li>Поддон для сбора жира</li>
<li>Гигиеничная, надежная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>",289677,от 50 до 300 °С,9.9 кВт,534 мм,607 мм,960 мм,,Китай,,,0,,,,31 кг,380 В,4 шт.,,,электрический,,960 мм
https://cdn.entero.ru/mp@2x/fb/6e/fb6e1fe06f885a86907bd88792e13783.jpg;https://cdn.entero.ru/mp@2x/c1/ff/c1ff05c1ccfc771b0968b518c09b2fda.jpg;https://cdn.entero.ru/mp@2x/7c/06/7c062310a9d455c07000141aa63c85c2.jpg;https://cdn.entero.ru/mp@2x/d0/ea/d0eaa8a8430091475a561b59640bab6c.jpg,Гриль для шаурмы Crazy Pan CP-SGA30,Гриль для шаурмы Crazy Pan CP-SGA30,30789,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/116670,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116670"">Crazy Pan CP-SGA30</a></b> предназначен для обжарки мяса на предприятиях общественного питания и торговли. Вертикальная модель оснащена 3 ТЭНами, электроприводом и 1 вертикальным шампуром. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сечение шампура квадратное 12 мм</li>
<li>Расстояние от ТЭНов до шампура 110 мм - 200 мм</li>
<li>3 зоны нагрева</li>
<li>Регулируемое расстояние между ТЭНами и мясом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения шампура: 2,5 об/мин.</li>
<li>Габариты в упаковке: 630x660x1020 мм</li>
</ul>",116670,от 50 до 300 °С,9.9 кВт,534 мм,607 мм,960 мм,,Китай,,,0,https://entero.ru/manuals/302913/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Crazy%20Pan%20CP-SGA30.docx,32072,,31 кг,"220 В, 380 В",3 шт.,,,электрический,,575 мм
https://cdn.entero.ru/mp@2x/27/f5/27f5451fdb3788db166f2cb389486153.jpg,Гриль для шаурмы Sikom МК-2.3Э,МК2.3Э,31513,RUB,Нет,Sikom,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/40237,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40237"">Sikom МК-2.3Э</a></b> предназначен для обжарки различных типов и видов мяса в больших количествах на предприятиях общественного питания: в барах, кафе, закусочных и бистро. Модель оснащена поддоном для сбора жира, вилкой для фиксации вертела и тарелкой для удерживания мяса. Все элементы прибора выполнены из высококачественной пищевой нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной привод</li>
<li>Механическая панель управления</li>
<li>3 ТЭНа</li>
</ul>",40237,,7.5 кВт,500 мм,590 мм,1050 мм,,Россия,,,0,https://entero.ru/manuals/34894/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9C%D0%9A-2.3%D0%AD.pdf,33172,https://vk.com/video_ext.php?oid=-177656185&id=456239144&hd=2&autoplay=0,22 кг,380 В,3 шт.,,,ручной,50 кг,800 мм
https://cdn.entero.ru/mp@2x/d1/08/d10847fd8f5c5098ea14338558f7ac2a.jpg;https://cdn.entero.ru/mp@2x/03/c0/03c08c65400e1a9441f40acb3a4f4dd8.jpg,Гриль для шаурмы ПищТех ШШЭ-3-М,Гриль для шаурмы ПищТех ШШЭ-3-М,31558,RUB,Нет,ПищТех,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/318306,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/318306"">ПищТех ШШЭ-3-М</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Модель оснащена вертикально-ориентированным жарочным блоком с 2 нагревательными элементами (ТЭНами) и вертелом. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной привод</li>
<li>Поворотный вертел </li>
<li>Герметичный поддон для сбора жира и отрезанных кусочков мяса</li>
<li>Устойчивая база на регулируемых опорах</li>
<li>Гигиеничная, надежная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество вертелов: 1</li>
<li>Количество ТЭНов: 2</li>
<li>Производительность за одну загрузку: 20 кг</li>
<li>​​</li>
</ul>

<p> </p>",318306,,6 кВт,515 мм,770 мм,870 мм,,Россия,,,0,,,,,220 В,,,,электрический,20 кг,
https://cdn.entero.ru/mp@2x/a6/80/a6800e08987d0b50abdd25321e938da9.jpg;https://cdn.entero.ru/mp@2x/a8/d1/a8d12f8fa6cc9c563e4ffd05e9a6beb8.jpg;https://cdn.entero.ru/mp@2x/34/ed/34ed7c01959a77988770b6a9b32aff65.jpg;https://cdn.entero.ru/mp@2x/2a/ed/2aed54bd0b3613269317b8ee270b4276.jpg,Гриль для шаурмы Osba SH1-L,110002,32000,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/344342,"<p>Электрический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344342"">Osba SH1-L</a></b> предназначен для обжарки большого количества различных видов мяса и птицы при приготовлении начинки для шаурмы, донера и других блюд на предприятиях общественного питания и торговли. Размещение на вертикальном вертеле и ручное управление вращением обеспечивают равномерное приготовление. Модель оснащена защитным козырьком и 1 зоной нагрева с плавной регулировкой мощности. Перемещение вертела вперед и назад позволяет регулировать расстояние между мясом и нагревом при разном количестве заготовки. Корпус и решетка нагревательных элементов выполнены из нержавеющей стали, которая отличается прочностью и долговечностью.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер поддона: 495x405 мм</li>
</ul>",344342,,2 кВт,495 мм,626 мм,473 мм,20 кг,Россия,1,640x595x360 мм,0,https://entero.ru/manuals/419129/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Osba%20SH1-L.pdf,34783,,18 кг,220 В,1 шт.,,,ручной,8 кг,392 мм
https://cdn.entero.ru/mp@2x/4d/9b/4d9b74fc7b7de2a2fae7541dca2a0167.jpg,Гриль для шаурмы КОБОР GM-2E,GM2E,32275,RUB,Нет,КОБОР,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/104400,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104400"">Кобор GM-2E</a></b> используется на предприятиях общественного питания и торговли для обжарки большого количества различных видов мяса и птицы для приготовления начинки из рубленного мяса для шаурмы и других блюд. Боковые держатели позволяют использовать шампура для приготовления шашлыка и кебабов. Модель оснащена 2 ТЭНами. Корпус выполнен из пищевой нержавеющей стали.</p>

<p>Шампура в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка мощности нагрева</li>
<li>Регулируемое расстояние между ТЭНами и мясом</li>
<li>Электропривод</li>
</ul>

<p><b>Дополнительная характеристики:</b></p>

<ul>
<li>Максимальный диаметр мяса: 540 мм</li>
</ul>",104400,,4 кВт,510 мм,670 мм,800 мм,,Россия,,,0,,33620,https://vk.com/video_ext.php?oid=-177656185&id=456240142&hd=2&autoplay=0,,220 В,2 шт.,,,электрический,30 кг,480 мм
https://cdn.entero.ru/mp@2x/82/5a/825a2f84dd0d91dbc99dc56203ecd406.jpg,Гриль для шаурмы KAYMAN ШЭ-Н-2-РП А,Гриль для шаурмы KAYMAN ШЭ-Н-2-РП А,33059,RUB,Нет,KAYMAN,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/233409,"<p>Электрический гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233409""><b class=""b"">KAYMAN ШЭ-ОЦ-2-РП А</b></a> используется на предприятиях общественного питания и торговли для приготовления мясной начинки популярного блюда шаурма (шаверма). Модель оснащена 2 изогнутыми ТЭНами, отражателями тепла и защитным козырьком, препятствующим обжиганию рук и перегреву электропривода. Корпус выполнен из нержавеющей стали, все элементы, контактирующие с пищей - из материалов, разрешенных для контакта из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной привод: специальный нож с мясом вручную вращается вокруг изогнутых ТЭНов</li>
<li>Отдельное включение нагрева каждого ТЭНа</li>
<li>Регулировка расстояния между ножом и горелками для выбора оптимального режима приготовления</li>
<li>Усиленные штанга крепления ножа и нижняя штанга</li>
<li>Нож легко снимается и устанавливается</li>
<li>Разборная конструкция ножа для легкой очистки</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>​Электрический привод <a href=""https://entero.ru/item/233374"">ПШЭ-1 А</a></li>
</ul>",233409,,3 кВт,452 мм,670 мм,785 мм,18 кг,Россия,1,620x470x370 мм,0,,,,16.8 кг,220 В,2 шт.,,,ручной,20 кг,
https://cdn.entero.ru/mp@2x/cc/de/ccdeafe13276e2329ab1eaa6ecb62fb1.jpg;https://cdn.entero.ru/mp@2x/7f/26/7f26dd699eff62503ead909cc7cdaec8.jpg;https://cdn.entero.ru/mp@2x/3d/a2/3da259e425ca420422064a7bc126f0b5.jpg;https://cdn.entero.ru/mp@2x/d2/f1/d2f121d4f6524ab62eb633934cfddb53.jpg;https://cdn.entero.ru/mp@2x/c7/58/c758fd8ffe4d7d5ee8fed3d934b8df6a.jpg,Гриль для шаурмы Osba SD15,110017,35000,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/344301,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344301"">Osba SD15</a></b> предназначен для обжарки большого количества различных видов мяса и птицы при приготовлении начинки для шаурмы, донера и других блюд на предприятиях общественного питания и торговли. Размещение на вертикальном вертеле и ручное управление вращением обеспечивают равномерное приготовление. Модель оснащена защитным козырьком, 2 зонами нагрева, каждая из которых имеет индивидуальное управление с плавной регулировкой мощности. Покрытие на нагревательных элементах гарантирует легкую очистку. Перемещение вертела вперед и назад позволяет регулировать расстояние между мясом и нагревом при разном количестве заготовки. Корпус выполнен из нержавеющей стали, которая отличается прочностью и долговечностью, защита нагревателей - из жаростойкой стеклокерамики.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр поддона: 517 мм</li>
</ul>",344301,,3 кВт,540 мм,650 мм,652 мм,21 кг,Россия,1,640x595x360 мм,0,https://entero.ru/manuals/419062/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Osba%20SD15.pdf,,,19 кг,220 В,2 шт.,,,ручной,10 кг,509 мм
https://cdn.entero.ru/mp@2x/c1/6d/c16dc796709f3993ab02b21989e5d5f7.jpg;https://cdn.entero.ru/mp@2x/cf/d7/cfd7349f8e4d79c26a5366bd25c39c7e.jpg;https://cdn.entero.ru/mp@2x/7c/5d/7c5d3a5942854d6c72b14de34100bb7a.jpg;https://cdn.entero.ru/mp@2x/c8/c7/c8c7339556a005a2360f479ffac12591.jpg,Гриль для шаурмы Osba SH1-C,110001,35000,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/344341,"<p>Электрический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344341"">Osba SH1-C</a></b> предназначен для обжарки большого количества различных видов мяса и птицы при приготовлении начинки для шаурмы, донера и других блюд на предприятиях общественного питания и торговли. Размещение на вертикальном вертеле и ручное управление вращением обеспечивают равномерное приготовление. Модель оснащена защитным козырьком и 1 зоной нагрева с плавной регулировкой мощности. Покрытие на нагревательных элементах гарантирует легкую очистку. Перемещение вертела вперед и назад позволяет регулировать расстояние между мясом и нагревом при разном количестве заготовки. Корпус выполнен из пищевой нержавеющей стали, которая отличается прочностью и долговечностью, защита нагревателей - из жаростойкой стеклокерамики.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер поддона: 495x405 мм</li>
</ul>",344341,,2 кВт,495 мм,626 мм,473 мм,20 кг,Россия,1,640x595x360 мм,0,https://entero.ru/manuals/419128/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Osba%20SH1-C.pdf,,,18 кг,220 В,1 шт.,,,ручной,8 кг,392 мм
https://cdn.entero.ru/mp@2x/61/f2/61f2583180000d387bd0489fccac6529.jpg,Гриль для шаурмы КОБОР GM-3,GM3,35507,RUB,Нет,КОБОР,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/104399,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104399"">Кобор GM-3</a></b> используется на предприятиях общественного питания и торговли для обжарки большого количества различных видов мяса и птицы для приготовления начинки из рубленного мяса для шаурмы и других блюд. Боковые держатели позволяют использовать шампура для приготовления шашлыка и кебабов. Модель оснащена 3 ТЭНами. Корпус выполнен из пищевой нержавеющей стали.</p>

<p>Шампура в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка мощности нагрева</li>
<li>Регулируемое расстояние между ТЭНами и мясом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный диаметр мяса: 540 мм</li>
</ul>",104399,,6 кВт,510 мм,670 мм,1000 мм,,Россия,,,0,,38180,https://vk.com/video_ext.php?oid=-177656185&id=456240142&hd=2&autoplay=0,,220 В,3 шт.,,,ручной,40 кг,740 мм
https://cdn.entero.ru/mp@2x/c1/07/c107bfdb23ba42d105e0b1a00ef1500d.jpg,Гриль для шаурмы Grill Master Ф3ШМЭ,21201 / 109776,35700,RUB,Нет,Grill Master,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/51353,"<p>Электрический гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51353"">Grill Master Ф3ШМЭ</a></b> предназначен для запекания специально подготовленного свиного, говяжьего, бараньего и куриного мяса, используемого для приготовления шаурмы, на предприятиях общественного питания и торговли. Модель оснащена 3 независимо регулируемыми нагревательными элементами и поддоном для мяса. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество шампуров:
<ul>
<li>Вертикальные: 1</li>
<li>Горизонтальные: 8</li>
</ul>
</li>
</ul>",51353,,7 кВт,515 мм,800 мм,770 мм,28 кг,Россия,1,615x900x920 мм,0,https://entero.ru/manuals/122667/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A43%D0%A8%D0%9C%D0%AD.docx,38387,,13 кг,380 В,3 шт.,,,ручной,70 кг,
https://cdn.entero.ru/mp@2x/24/d2/24d29d3b1a89f8a3ecdf064c8c3dea6b.jpg;https://cdn.entero.ru/mp@2x/75/84/758425b42d26701d24907ac30e37730c.jpg,Гриль для шаурмы ATESY Шаурма 2-Эл-05-Н,Установка Шаурма-2-Эл-05-Н (с руч. приводом),35780,RUB,Нет,ATESY,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/120790,"<p>Электрический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120790"">ATESY Шаурма 2-Эл-05-Н</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки популярного блюда шаурма (шаверма). Модель оснащена 2 трубчатыми электронагревателями (ТЭНами). Корпус выполнен из нержавеющей стали, все элементы, контактирующие с пищей - из материалов, разрешенных для контакта с пищевыми продуктами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной привод - вращение ножа с мясом осуществляется вручную</li>
<li>Возможность установки электропривода <a href=""https://entero.ru/item/120796"" target=""_blank"">ЭПШ-01</a> (приобретается отдельно) для автоматического вращения ножа с мясом</li>
<li>Принцип действия заключается в том, что мясная нарезка, сформированная в цилиндр, насаживается на специальный нож, который вращается вокруг своей оси около ТЭНов - прожаренный слой мяса срезается остро заточенным ножом и сразу же используется для приготовления блюда</li>
<li>Равномерное приготовление продукта обеспечивается за счет специальной изогнутой формы ТЭНов, оптимальной скорости вращения ножа и наличия отражателей тепла</li>
<li>Инфракрасное излучение ТЭНов усиливается специальными отражателями, что существенно ускоряет процесс приготовления и экономит электроэнергию</li>
<li>Регулировка расстояния между ножом и горелками позволяет подобрать оптимальный режим приготовления продукта</li>
<li>Отдельное включение нагрева каждого ТЭНа</li>
<li>Усилена нижняя шайба и штанга крепления ножа</li>
<li>Защитный козырек препятствует перегреву электропривода, увеличивая срок его службы</li>
<li>Быстрый съем и установка ножа</li>
<li>Разборная конструкция ножа для облегчения мойки</li>
<li>Отличается высокой производительностью, простотой и надежностью в эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления при полной загрузке: 45 мин.</li>
</ul>",120790,,3 кВт,425 мм,670 мм,770 мм,,Россия,,,0,https://entero.ru/manuals/125053/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A8%D0%B0%D1%83%D1%80%D0%BC%D0%B0%202-%D0%AD%D0%BB-05-%D0%9D.pdf,,,16.8 кг,220 В,2 шт.,,,ручной,20 кг,
https://cdn.entero.ru/mp@2x/ba/2e/ba2ebcc2cbd864f87198332a02d9fd36.jpg,Гриль для шаурмы КОБОР GM-3E,GM3E,37476,RUB,Нет,КОБОР,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/104283,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104283"">Кобор GM-3E</a></b> используется на предприятиях общественного питания и торговли для обжарки большого количества различных видов мяса и птицы для приготовления начинки из рубленного мяса для шаурмы и других блюд. Боковые держатели позволяют использовать шампура для приготовления шашлыка и кебабов. Модель оснащена 3 ТЭНами и 3 уровнями нагрева. Корпус выполнен из пищевой нержавеющей стали.</p>

<p>Шампура в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка мощности нагрева</li>
<li>Регулируемое расстояние между ТЭНами и мясом</li>
<li>Электропривод</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный диаметр мяса: 540 мм</li>
</ul>",104283,,6 кВт,510 мм,670 мм,1100 мм,,Россия,,,0,,39448,https://vk.com/video_ext.php?oid=-177656185&id=456240142&hd=2&autoplay=0,,220 В,3 шт.,,,электрический,30 кг,740 мм
