Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Количество уровней
https://cdn.entero.ru/mp@2x/85/b5/85b52bb8e215d72c587a5718aba516bd.jpg,Тележка сервировочная KAYMAN ТС-24/390-А 3 яруса,Тележка сервировочная KAYMAN ТС-24/390-А 3 яруса,18097,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/311120,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311120""><b class=""b"">KAYMAN ТС-24/390-А</b></a> используется на предприятиях общественного питания для транспортировки готовых блюд, напитков и посуды в зал приема пищи, а также грязной посуды из зала в моечное отделение. Модель оснащена 3 сплошными полками с бортиками. Полки выполнены из листовой нержавеющей стали марки AISI 430, каркас – из профиля трубы круглого сечения из нержавеющей стали марки AISI 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 поворотных колеса, включая 2 со стояночным тормозом</li>
<li>Дугообразные поручни с 2 сторон</li>
<li>Сварная конструкция</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на 1 полку: 20 кг</li>
<li>Диаметр колес: 75 мм</li>
<li>Толщина стали:
<ul>
<li>Полки: 0,8 мм</li>
<li>Каркас: 1,5 мм</li>
</ul>
</li>
<li>Высота бортика: 20 мм</li>
<li>Углубление в полке: 15 мм</li>
<li>Расстояние между уровнями: 285 мм</li>
<li>Диаметр профиля каркаса: 25 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",311120,сервировочная,850 мм,530 мм,900 мм,18.69 кг,1,153x538x833 мм,0,https://entero.ru/manuals/373187/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,19459,,17.5 кг,Россия,Россия,3
https://cdn.entero.ru/mp@2x/4f/d5/4fd50d726d64893241a2df8d7c3af0ee.jpg,Тележка сервировочная Проммаш ТСП-2-2,Тележка сервировочная Проммаш ТСП-2-2,18508,RUB,Нет,Проммаш,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/310611,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/310611"">Проммаш ТСП-2-2</a> </b>используется на предприятиях общественного питания и торговли для сервировки обеденных залов, а также для сбора и перевозки грязной посуды. Модель оснащена ручками, имеет прочную разборную конструкцию, установленную на колесные опоры фиксированные и поворотные. Каркас выполнен из крашеного металла, полки - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты полок: 652х842х40 мм</li>
<li>Максимальная нагрузка на полку: 100 кг</li>
</ul>",310611,сервировочная,1100 мм,725 мм,900 мм,,,,0,https://entero.ru/manuals/372544/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf,,,32 кг,,Россия,2
https://cdn.entero.ru/mp@2x/c1/75/c17533de469564c1ef9a8a768225a7bc.jpg,Тележка официанская VIATTO ТС-3-Н-ЮТ,Тележка официанская VIATTO ТС-3-Н-ЮТ,19765,RUB,Нет,VIATTO,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/58359,"<p>Официанская тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58359""><b class=""b"">VIATTO ТС-3-Н-ЮТ</b></a> предназначена для сервировки столов и доставки грязной посуды в моечный цех на предприятиях общественного питания. Конструкция выполнена из нержавеющей трубы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 800х500х870 мм</li>
</ul>",58359,сервировочная,800 мм,500 мм,870 мм,,,,0,,,,12.5 кг,,,3
https://cdn.entero.ru/mp@2x/a9/4f/a94f1f7ddd5819534ac497de7995804d.jpg,Тележка сервировочная КАМИК 600х400х800 мм,ТС-40642,19973,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/233035,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233035""><b class=""b"">КАМИК 600х400х800 мм</b></a> используется на предприятиях общественного питания для доставки готовых блюд, сбора тарелок, чашек и стаканов со столов. Модель оснащена полкой и колесами. Каркас выполнен из нержавеющей трубы AISI 304 25х25 мм, полка - из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 100 мм </li>
</ul>",233035,сервировочная,600 мм,400 мм,800 мм,15.6 кг,1,720x480x960 мм,0,,21024,,13 кг,,Россия,2
https://cdn.entero.ru/mp@2x/2f/48/2f482641520522a3491c16a8731aa4ce.jpg,Тележка сервировочная Gastrolux ТС-085/2,Тележка сервировочная Gastrolux ТС-085/2,20537,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/70598,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/70598"">Gastrolux ТС-085/2</a> </b>используется на предприятиях общественного питания для транспортировки готовых блюд и грязной посуды. Каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Колеса поворотные d=75 мм</li>
<li>2 колеса с тормозом</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество ярусов: 2</li>
<li>Ширина: 800 мм</li>
<li>Глубина: 500 мм</li>
<li>Высота: 850 мм</li>
<li>Вес: 14,1 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/110190"">Полка дополнительная 800х400 мм</a></li>
<li><a href=""https://entero.ru/item/110191"">Полка дополнительная 800х500 мм</a></li>
<li><a href=""https://entero.ru/item/110192"">Полка дополнительная 800х600 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",70598,,,,,,,,0,https://entero.ru/manuals/490934/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,21618,,,,,
https://cdn.entero.ru/mp@2x/b5/7c/b57c33ecc6b96cdeac7c6b43cf72fce6.jpg,Тележка сервировочная ТММ ТС-3/800/500,ТС-3 800x500x870,21065,RUB,Нет,ТММ,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/82223,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/82223"">ТММ ТС-3/800/500</a></b> предназначена для перемещения столовых приборов, тарелок с готовыми блюдами, грязной посуды и т.д. на предприятиях общественного питания и торговли. Оборудование оснащено 3 полками. Модель полностью выполнена из нержавеющей стали.</p>

<p>Возможно изготовление по чертежам и эскизам.</p>",82223,сервировочная,800 мм,500 мм,870 мм,,,,0,,22174,,,,,3
https://cdn.entero.ru/mp@2x/05/4c/054ca784b40551dd4b4c875fc37f94f9.jpg,Тележка сервировочная ТММ ТБ-2/800/500,ТБ-2 800x500x870,22943,RUB,Нет,ТММ,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/82224,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/82224"">ТММ ТБ-2/800/500</a></b> предназначена для перемещения столовых приборов, тарелок с готовыми блюдами, грязной посуды и т.д. на предприятиях общественного питания и торговли. Оборудование оснащено 2 полками с бортами. Модель полностью выполнена из нержавеющей стали.</p>

<p>Возможно изготовление по чертежам и эскизам.</p>",82224,сервировочная,800 мм,500 мм,870 мм,,,,0,,24938,,,,,2
https://cdn.entero.ru/mp@2x/6a/ce/6aceb86da37a788865889c68337c6473.jpg,Тележка для сбора посуды KAYMAN ТСП-11/290-А 2 яруса,Тележка для сбора посуды KAYMAN ТСП-11/290-А 2 яруса,24587,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/311107,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311107""><b class=""b"">KAYMAN ТСП-11/290-А</b></a> используется на предприятиях общественного питания для транспортировки грязной посуды из зала приема пищи в моечное отделение. Модель оснащена 2 сплошными полками с бортами. Полки выполнены из листовой нержавеющей стали марки AISI 304, каркас – из профиля трубы квадратного сечения из нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 поворотных колеса, включая 2 со стояночным тормозом</li>
<li>Дугообразные поручни с 2 сторон</li>
<li>Сварная конструкция</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на 1 полку: 50 кг</li>
<li>Диаметр колес: 75 мм</li>
<li>Толщина стали полок: 0,8 мм</li>
<li>Высота борта: 100 мм</li>
<li>Расстояние между уровнями: 450 мм</li>
<li>Габариты профиля каркаса: 25х25 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",311107,для сбора посуды,850 мм,530 мм,900 мм,18 кг,1,915x586x925 мм,0,https://entero.ru/manuals/373174/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,26438,,15.5 кг,Россия,Россия,2
https://cdn.entero.ru/mp@2x/db/db/dbdb9f59eb372de401ce0786a595c086.jpg;https://cdn.entero.ru/mp@2x/df/53/df534cb9b84d3169a503a5cf3d0c5717.jpg,Тележка сервировочная ATESY ТС-Л-3-1100.600.850-02,Тележка сервировочная ATESY ТС-Л-3-1100.600.850-02,24706,RUB,Нет,ATESY,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/306698,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/306698"">ATESY ТС-Л-3-1100.600.850-02</a></b> серии Люкс используется на предприятиях общественного питания для перемещения готовых блюд, напитков и посуды в зал приема пищи, а также для подачи грязной посуды из зала в моечное отделение. Модель оснащена 3 вместительными полками с бортиками и 4 поворотными колесами, 2 из которых с тормозом. Полки и стойки выполнены из нержавеющей стали AISI 304, рамы - из нержавеющей трубы AISI 304 сечением 25х25 мм. ​</p>

<p><b>Особенности:</b></p>

<ul>
<li>Полки по периметру имеют герметичный бортик</li>
<li>Кромки направляющих имеют подгиб (фальцовку) для исключения травматизма персонала</li>
<li>Сварная конструкция </li>
<li>Поставляется в гофрокартонной коробке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. нагрузка на тележку: 150 кг</li>
<li>Макс. нагрузка на полку: 50 кг</li>
<li>Расстояние между уровнями: 237 мм</li>
<li>Высота бортика полки: 20 мм</li>
<li>Толщина металла полок: 0,8 мм</li>
<li>Диаметр колес: 75 мм</li>
</ul>",306698,сервировочная,1100 мм,600 мм,850 мм,24 кг,1,1150x650x800 мм,0,https://entero.ru/manuals/367486/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A2%D0%A1-%D0%9B-3-1100.600.850-02.pdf,26283,,20.5 кг,Россия,Россия,3
https://cdn.entero.ru/mp@2x/28/bb/28bb8439a1834e83ffff1edded73cffa.jpg,Тележка сервировочная KAYMAN ТС-13/4-80-11-А 4 яруса,Тележка сервировочная KAYMAN ТС-13/4-80-11-А 4 яруса,25372,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/311096,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311096""><b class=""b"">KAYMAN ТС-13/4-80-11-А</b></a> используется на предприятиях общественного питания для транспортировки готовых блюд, напитков и посуды в зал приема пищи, а также грязной посуды из зала в моечное отделение. Модель оснащена 4 сплошными полками с бортиками. Полки выполнены из листовой нержавеющей стали марки AISI 304, каркас – из профиля трубы квадратного сечения из нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 поворотных колеса, включая 2 со стояночным тормозом</li>
<li>Дугообразные поручни с 2 сторон</li>
<li>Сварная конструкция</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на 1 полку: 40 кг</li>
<li>Диаметр колес: 75 мм</li>
<li>Толщина стали полок: 0,8 мм</li>
<li>Высота бортика: 20 мм</li>
<li>Расстояние между уровнями: 237 мм</li>
<li>Габариты профиля каркаса: 25х25 мм</li>
</ul>",311096,сервировочная,500 мм,800 мм,1100 мм,23 кг,1,550x850x950 мм,0,https://entero.ru/manuals/373162/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,,19 кг,Россия,Россия,4
https://cdn.entero.ru/mp@2x/24/59/2459ca66ede2eebaaaf8528eda45e1aa.jpg,Тележка сервировочная KAYMAN ТС-13/390-А 3 яруса,Тележка сервировочная KAYMAN ТС-13/390-А 3 яруса,27715,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/311116,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311116""><b class=""b"">KAYMAN ТС-13/390-А</b></a> используется на предприятиях общественного питания для транспортировки готовых блюд, напитков и посуды в зал приема пищи, а также грязной посуды из зала в моечное отделение. Модель оснащена 3 сплошными полками с герметичными бортиками. Полки выполнены из листовой нержавеющей стали марки AISI 304, каркас – из профиля трубы квадратного сечения из нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 поворотных колеса, включая 2 со стояночным тормозом</li>
<li>Дугообразные поручни с 2 сторон</li>
<li>Сварная конструкция</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на 1 полку: 50 кг</li>
<li>Диаметр колес: 75 мм</li>
<li>Толщина стали полок: 0,8 мм</li>
<li>Высота бортика: 20 мм</li>
<li>Габариты полки: 750х500 мм</li>
<li>Расстояние между уровнями: 285 мм</li>
<li>Габариты профиля каркаса: 25х25 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",311116,сервировочная,850 мм,530 мм,900 мм,18.5 кг,1,915x586x925 мм,0,https://entero.ru/manuals/373183/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,,16 кг,Россия,Россия,3
https://cdn.entero.ru/mp@2x/ea/c7/eac721d1bede90d816cad236228c43ea.jpg,Тележка сервировочная КАМИК 900х600х850 мм,Тс-9062,30061,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/233050,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233050"">КАМИК 900х600х850 мм</a></b> используется на предприятиях общественного питания для доставки готовых блюд, сбора тарелок, чашек и стаканов со столов. Модель оснащена полкой и колесами. Каркас выполнен из нержавеющей трубы AISI 304 25х25 мм, полка - из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 100 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233050,сервировочная,900 мм,600 мм,850 мм,22.8 кг,1,1080x720x1020 мм,0,,,,19 кг,,Россия,2
https://cdn.entero.ru/mp@2x/96/b8/96b87da2301e633e77a29bb165de974a.jpg,Тележка для сбора посуды Gastrolux ТСП-085/2,800х500х850,30570,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/110194,"<p>Тележка для сбора посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110194"">Gastrolux ТСП-085/2</a></b> используется на предприятиях общественного питания и торговли для сбора грязной посуды. Модель оснащена поворотными колесами и колесами с тормозом. Сварной каркас и полки с бортом выполнены из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество колес с тормозом: 2</li>
<li>Диаметр колес: 75 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110194,для сбора посуды,800 мм,500 мм,850 мм,,,,0,https://entero.ru/manuals/490926/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf;https://entero.ru/manuals/490927/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,,14.6 кг,,Россия,2
https://cdn.entero.ru/mp@2x/aa/f0/aaf08805c407f3329bc804caf4b584aa.jpg,Тележка сервировочная КАМИК 1000х600х850 мм,ТС-10062,32083,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/233055,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233055"">КАМИК 1000х600х850 мм</a></b> используется на предприятиях общественного питания для доставки готовых блюд, сбора тарелок, чашек и стаканов со столов. Модель оснащена полкой и колесами. Каркас выполнен из нержавеющей трубы AISI 304 25х25 мм, полка - из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 100 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233055,сервировочная,1000 мм,600 мм,850 мм,25.2 кг,1,1200x720x1020 мм,0,,,,21 кг,,Россия,2
https://cdn.entero.ru/mp@2x/06/0e/060ec297070ff3a82f82c46da4a1b097.jpg,Тележка для сбора посуды Gastrolux ТСП-086/2,800х600х850,32204,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/110195,"<p>Тележка для сбора посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110195"">Gastrolux ТСП-086/2</a></b> используется на предприятиях общественного питания и торговли для сбора грязной посуды. Модель оснащена поворотными колесами и колесами с тормозом. Сварной каркас и полки с бортом выполнены из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество колес с тормозом: 2</li>
<li>Диаметр колес: 75 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110195,для сбора посуды,800 мм,600 мм,850 мм,,,,0,https://entero.ru/manuals/490908/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,,15.8 кг,,Россия,2
https://cdn.entero.ru/mp@2x/0c/1b/0c1b0a386e78d6798fb4c945ddc87f66.jpg,Тележка сервировочная КАМИК 800х500х950 мм (3 уровня),ТС-40853,33823,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/233049,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233049""><b class=""b"">КАМИК 800х500х950 мм</b></a> используется на предприятиях общественного питания для доставки готовых блюд, сбора тарелок, чашек и стаканов со столов. Модель оснащена колесами. Каркас выполнен из нержавеющей трубы AISI 430 25х25 мм, полка - из нержавеющей стали AISI 430. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 100 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233049,сервировочная,800 мм,500 мм,950 мм,26.4 кг,1,960x600x1140 мм,0,,,,22 кг,,Россия,3
https://cdn.entero.ru/mp@2x/3c/62/3c6253daba1f959329d2f9bcb27dfbc0.jpg;https://cdn.entero.ru/mp@2x/7a/07/7a07e494a352bbd4b0c23ee91abbff17.jpg;https://cdn.entero.ru/mp@2x/36/8c/368cdbe48dc3d5016037a1a732415d76.jpg,Тележка для тарелок КОБОР ТТ-120/60,Тележка для тарелок КОБОР ТТ-120/60,34769,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/360134,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360134"">Кобор ТТ-120/60</a></b> используется на предприятиях общественного питания и торговли для временного хранения, транспортировки и естественной сушки тарелок, блюдец и другой посуды. Модель оснащена съемным поддоном и 4 поворотными колесами, 2 из которых с тормозом. Каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость:
<ul>
<li>Общая: 140 тарелок</li>
<li>На секцию: 35 тарелок</li>
</ul>
</li>
</ul>",360134,для сбора посуды,1200 мм,600 мм,1080 мм,,,,0,,36218,,35 кг,Россия,Россия,2
https://cdn.entero.ru/mp@2x/d7/7b/d77be4115aaea348481c03afa1c220d5.jpg,Тележка для транспортировки КОБОР ТТ/3-60/70,Тележка для транспортировки КОБОР ТТ/3-60/70,35365,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/360749,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360749"">Кобор ТТ/3-60/70</a></b> используется на предприятиях общественного питания и торговли для транспортировки мясных полуфабрикатов. Модель оснащена 3 полками и 4 колесами. Каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Грузоподъемность: 200 кг</li>
</ul>",360749,универсальная,600 мм,700 мм,1100 мм,,,,0,,37622,,,Россия,Россия,3
https://cdn.entero.ru/mp@2x/45/11/4511b8768966494ba61a72bda809fce9.jpg;https://cdn.entero.ru/mp@2x/7a/78/7a78178b56fdfb61235815be22dea639.jpg,Тележка сервировочная Проммаш ТСП-20 (нерж. сталь),Тележка сервировочная Проммаш ТСП-20 (нерж. сталь),36588,RUB,Нет,Проммаш,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/227134,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227134""><b class=""b"">Проммаш ТСП-20 </b></a>используется на предприятиях общественного питания и торговли для сервировки обеденных залов, а также для сбора и перевозки грязной посуды. Модель оснащена 4 уровнями с сетками для глубоких и мелких тарелок и поддонами. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость тележки: 
<ul>
<li>Кассеты для тарелок: 12</li>
<li>Кассеты для бокалов или столовых приоборов: 8</li>
</ul>
</li>
</ul>",227134,сервировочная,1389 мм,565 мм,1272 мм,32 кг,,,0,,39342,,,,,4
https://cdn.entero.ru/mp@2x/76/8f/768f08bfd58323fb6c665e910b47cf83.jpg,Тележка для сбора посуды Gastrolux ТСП-085/3,800х500х850,39284,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/110197,"<p>Тележка для сбора посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110197"">Gastrolux ТСП-085/3</a></b> используется на предприятиях общественного питания и торговли для сбора грязной посуды. Модель оснащена поворотными колесами и колесами с тормозом. Сварной каркас и полки с бортом выполнены из нержавеющей стали AISI 430.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество колес с тормозом: 2</li>
<li>Диаметр колес: 75 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110197,для сбора посуды,800 мм,500 мм,850 мм,,,,0,https://entero.ru/manuals/490906/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,,20.5 кг,,Россия,3
https://cdn.entero.ru/mp@2x/92/f5/92f5a024ca024b6191c25738127c646b.jpg,Тележка сервировочная КАМИК 1100х600х1000 мм (3 уровня),ТС-411063,42915,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/233061,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233061""><b class=""b"">КАМИК 1100х600х1000 мм</b></a> используется на предприятиях общественного питания для доставки готовых блюд, сбора тарелок, чашек и стаканов со столов. Модель оснащена колесами. Каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 100 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233061,сервировочная,1100 мм,600 мм,1000 мм,36 кг,1,1320x720x1200 мм,0,,,,30 кг,,Россия,3
