Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Объем,Конструкция
https://cdn.entero.ru/mp@2x/61/09/6109fb14e4cbf5992b757fc728ae2c9a.jpg;https://cdn.entero.ru/mp@2x/4a/1a/4a1affdc2e86a74fedf1f7d6b6a19779.jpg;https://cdn.entero.ru/mp@2x/9a/59/9a59603759e64e02e21dc862049d243c.jpg;https://cdn.entero.ru/mp@2x/d0/82/d0825b964bfff4afdb0e2608218f5716.jpg;https://cdn.entero.ru/mp@2x/df/37/df3726fb2a6af1e0f0c3bc6c803d8c51.jpg;https://cdn.entero.ru/mp@2x/3c/f3/3cf3d277905dc501df1401eb5e9ea1a5.jpg,Шприц для колбас Foodatlas HS-3L,HS-3L Foodatlas,10186,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/113736,"<p>Шприц для колбас <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/113736"">Foodatlas HS-3L</a> </b>используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена ручным управлением и имеет горизонтальное исполнение. Корпус выполнен из нержавеющей стали 304.</p>

<p>В комплект поставки входят 4 иглы: Ø 16, 22, 32 и 38 мм.</p>

<p><b>Особенности: </b></p>

<ul>
<li>2 уровня скорости для быстрого подъема и мощного нажатия</li>
<li>Новая система передачи, позволяющая быстро и легко освобождать плунжер для повторного заполнения</li>
<li>Длительный срок службы</li>
<li>Простота обслуживания</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",113736,механический,,,430 мм,200 мм,210 мм,,,,0,https://entero.ru/manuals/113118/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HS-3L.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240097&hd=2&autoplay=0,10 кг,,Китай,3 л,горизонтальный
https://cdn.entero.ru/mp@2x/43/9f/439f7ff1425afead6a4bdc232028e941.jpg,Шприц для колбас Foodatlas VS-2L,VS-2L Foodatlas,11788,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/113724,"<p>Шприц для колбас <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/113724"">Foodatlas VS-2L</a> </b>используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена ручным управлением и имеет вертикальное исполнение. Корпус выполнен из нержавеющей стали 304.</p>

<p>В комплект поставки входят 4 иглы: Ø 16, 22, 32 и 38 мм.</p>

<p><b>Особенности: </b></p>

<ul>
<li>2 уровня скорости для быстрого подъема и мощного нажатия</li>
<li>Новая система передачи, позволяющая быстро и легко освобождать плунжер для повторного заполнения</li>
<li>Длительный срок службы</li>
<li>Простота обслуживания</li>
</ul>",113724,механический,,,280 мм,238 мм,500 мм,,,,0,https://entero.ru/manuals/113113/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20VS-2L.pdf,12540,https://vk.com/video_ext.php?oid=-177656185&id=456240097&hd=2&autoplay=0,7 кг,,Китай,2 л,вертикальный
https://cdn.entero.ru/mp@2x/9e/12/9e12e2a8f25061195f65ec3e8972e46c.jpg;https://cdn.entero.ru/mp@2x/e6/a1/e6a18e55ba6f8cea0d3a12cf72347bb8.jpg;https://cdn.entero.ru/mp@2x/b2/80/b280cd5fa3ca3b0f148786b8fc76c49b.jpg;https://cdn.entero.ru/mp@2x/60/63/6063942df376ea0311470e47d6d086bc.jpg;https://cdn.entero.ru/mp@2x/87/0b/870bfa8d5c8d75ad6385c1620b46bb7b.jpg;https://cdn.entero.ru/mp@2x/94/e8/94e8d350bfdd45815e9f8717a2ccecf4.jpg;https://cdn.entero.ru/mp@2x/f7/b2/f7b272009495593eac3edde8d6300cd0.jpg;https://cdn.entero.ru/mp@2x/2e/b3/2eb318870a276134630c06061337df45.jpg;https://cdn.entero.ru/mp@2x/9d/c1/9dc1e1cc1633f36d3fe09687d21c989e.jpg;https://cdn.entero.ru/mp@2x/f6/52/f652e1ad1b8bf33d697fcc47a9ba20e0.jpg;https://cdn.entero.ru/mp@2x/34/46/34468b1657cf052c3c634eb5b940a89e.jpg;https://cdn.entero.ru/mp@2x/5b/5b/5b5bf9ab84b48a6bf28990a1bfc67b4d.jpg;https://cdn.entero.ru/mp@2x/70/1a/701a83156c638a33e1843b30bfb9041f.jpg;https://cdn.entero.ru/mp@2x/bc/d5/bcd5a3c6e7578e1d6ed56bc93518c6c9.jpg;https://cdn.entero.ru/mp@2x/b5/8a/b58a6fdee171d96e6b4c145eac658ce7.jpg,Шприц для колбас Foodatlas VS-5L,VS-5L Foodatlas,11991,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/113733,"<p>Шприц для колбас <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/113733"">Foodatlas VS-5L</a> </b>используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена ручным управлением и имеет вертикальное исполнение. Корпус выполнен из нержавеющей стали 304.</p>

<p>В комплект поставки входят 4 иглы: Ø 16, 22, 32 и 38 мм.</p>

<p><b>Особенности: </b></p>

<ul>
<li>2 уровня скорости для быстрого подъема и мощного нажатия</li>
<li>Новая система передачи, позволяющая быстро и легко освобождать плунжер для повторного заполнения</li>
<li>Длительный срок службы</li>
<li>Простота обслуживания</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",113733,механический,,,304 мм,304 мм,640 мм,,,,0,https://entero.ru/manuals/113115/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20VS-5L.pdf,13034,https://vk.com/video_ext.php?oid=-177656185&id=456240097&hd=2&autoplay=0,12 кг,,Китай,5 л,вертикальный
https://cdn.entero.ru/mp@2x/c7/c5/c7c583e79d6e1b7c6edc42469aab6cb6.jpg,Шприц для колбас EKSI SVE-3,Шприц для колбас EKSI SVE-3,11992,RUB,Нет,EKSI,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/93329,"<p>Шприц для колбас <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93329""><b class=""b"">EKSI SVE-3</b></a> ​используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена ручным управлением. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 иглы: Ø 16, 22, 32 и 38 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры цилиндра: 140x200 мм</li>
</ul>",93329,механический,,,300 мм,340 мм,570 мм,,,,0,,12895,,9 кг,,Китай,3 л,вертикальный
https://cdn.entero.ru/mp@2x/9e/a7/9ea7c7a7c417f21558ade448767b0cbc.jpg,Шприц колбасный Crazy Pan CP-SV3,Шприц колбасный Crazy Pan CP-SV3,12028,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/359945,"<p>Колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/359945"">Crazy Pan CP-SV3</a></b> используется на предприятиях пищевой промышленности при производстве колбасных изделий и аналогичных мясных продуктов для наполнения начинкой подготовленных оболочек. Модель оснащена механическим приводом. Вертикально ориентированный корпус выполнен из высококачественной нержавеющей стали.</p>

<p>В комплект поставки входят 4 насадки различного диаметра.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 скорости хода поршня для более мощного выдавливания и более быстрого возврата</li>
<li>Быстрый возврат поршня в исходное положение благодаря уникальной системе выдавливания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты цилиндра: 140х200 мм</li>
<li>​Диаметр насадок: 12 / 22 / 32 / 38 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",359945,механический,,,300 мм,340 мм,570 мм,,,,0,https://entero.ru/manuals/461199/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Crazy%20Pan%20CP-SV3.pdf,,,11 кг,,Китай,3 л,вертикальный
https://cdn.entero.ru/mp@2x/f5/9b/f59b855691f508d7b308cc8b0ea30258.jpg;https://cdn.entero.ru/mp@2x/e0/9b/e09bb1ca3a6e6bc59fea9b4807272dc8.jpg;https://cdn.entero.ru/mp@2x/da/42/da42eb197e6f0fb330b0aa0cd0119adf.jpg;https://cdn.entero.ru/mp@2x/9c/76/9c7653c7c3bda7b85c66864061d95b25.jpg,Шприц колбасный Rosso TG-5L,Шприц колбасный Rosso TG-5L,12598,RUB,Нет,Rosso,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/358314,"<p>Колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/358314"">Rosso TG-5L</a></b> используется на предприятиях общественного питания и торговли для набивки в оболочку колбас, сосисок, сарделек, паштетов, шпикачек и сыров.</p>

<p>В комплект поставки входят 4 насадки с диаметром 16, 19, 25 и 38 мм, длиной 180 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",358314,механический,,,540 мм,230 мм,140 мм,12 кг,1,560x300x280 мм,0,,13402,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240965&hash=6323b24c6ae78cfc,11 кг,,Китай,5 л,горизонтальный
https://cdn.entero.ru/mp@2x/d3/6c/d36c89e7242d23b5d36f933e42a9892c.jpg;https://cdn.entero.ru/mp@2x/b9/31/b931692e3779d29938bc224ccc9f3419.jpg;https://cdn.entero.ru/mp@2x/2d/59/2d59f912b88fa734f8670648af017bdf.jpg;https://cdn.entero.ru/mp@2x/7d/3b/7d3be2f151b34057be3c1a620984e4cb.jpg;https://cdn.entero.ru/mp@2x/5a/f6/5af6202b01b16c094783479cc6116834.jpg;https://cdn.entero.ru/mp@2x/bc/f2/bcf26f89782bb7baeef0a514ae5d4fa3.jpg;https://cdn.entero.ru/mp@2x/4b/41/4b415846b1257d8ab6605e3ee713ae39.jpg;https://cdn.entero.ru/mp@2x/60/51/6051defc295059cd27aa31dd6047d391.jpg;https://cdn.entero.ru/mp@2x/26/98/269837dc732148c3209495f33057fd7e.jpg;https://cdn.entero.ru/mp@2x/8f/82/8f82e6a180ec70b5db82309fb44dafa7.jpg;https://cdn.entero.ru/mp@2x/09/e6/09e6c5151e5b0c2cddfe6b17e62c7615.jpg;https://cdn.entero.ru/mp@2x/be/c1/bec122fb60d61f4cd1e37c7dbbfb7ad8.jpg,Шприц для колбас Foodatlas VS-7L,VS-7L Foodatlas,13302,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/113734,"<p>Шприц для колбас <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/113734"">Foodatlas VS-7L</a> </b>используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена ручным управлением и имеет вертикальное исполнение. Корпус выполнен из нержавеющей стали 304.</p>

<p>В комплект поставки входят 4 иглы: Ø 16, 22, 32 и 38 мм.</p>

<p><b>Особенности: </b></p>

<ul>
<li>2 уровня скорости для быстрого подъема и мощного нажатия</li>
<li>Новая система передачи, позволяющая быстро и легко освобождать плунжер для повторного заполнения</li>
<li>Длительный срок службы</li>
<li>Простота обслуживания</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",113734,механический,,,304 мм,304 мм,785 мм,,,,0,https://entero.ru/manuals/113116/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20VS-7L.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240097&hd=2&autoplay=0,15 кг,,Китай,7 л,вертикальный
https://cdn.entero.ru/mp@2x/64/fd/64fd08d84477e38a2535c4bcb6207570.jpg;https://cdn.entero.ru/mp@2x/9d/38/9d38308a1a7c6243dc9888ae9bdd99e7.jpg;https://cdn.entero.ru/mp@2x/bc/76/bc765f229ee46725af708b7f70427042.jpg;https://cdn.entero.ru/mp@2x/ac/98/ac9823f03cedb4cb75aeb2b008fd4c13.jpg;https://cdn.entero.ru/mp@2x/04/11/0411ba78efafbcdd0fde7f7e3d58fd2b.jpg;https://cdn.entero.ru/mp@2x/2c/a4/2ca49b5d43324637dee63336074793c1.jpg,Шприц для колбас Foodatlas HS-7L,HS-7L Foodatlas,13302,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/113743,"<p>Шприц для колбас <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/113743"">Foodatlas HS-7L</a> </b>используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена ручным управлением и имеет горизонтальное исполнение. Корпус выполнен из нержавеющей стали 304.</p>

<p>В комплект поставки входят 4 иглы: Ø 16, 22, 32 и 38 мм.</p>

<p><b>Особенности: </b></p>

<ul>
<li>2 уровня скорости для быстрого подъема и мощного нажатия</li>
<li>Новая система передачи, позволяющая быстро и легко освобождать плунжер для повторного заполнения</li>
<li>Длительный срок службы</li>
<li>Простота обслуживания</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",113743,механический,,,690 мм,200 мм,210 мм,,,,0,https://entero.ru/manuals/113120/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HS-7L.pdf,14303,https://vk.com/video_ext.php?oid=-177656185&id=456240097&hd=2&autoplay=0,13 кг,,Китай,7 л,горизонтальный
https://cdn.entero.ru/mp@2x/de/ad/dead83bc109c40903a07f866652bf868.jpg,Шприц для колбас EKSI ESH-7,Шприц для колбас EKSI ESH-7,13586,RUB,Нет,EKSI,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/94561,"<p>Горизонтальный шприц для колбас <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94561"">EKSI ESH-7</a></b> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена ручным управлением. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 иглы: Ø 16, 22, 32 и 38 мм.</p>",94561,механический,,,830 мм,230 мм,240 мм,,,,0,,14152,,11 кг,,Китай,7 л,горизонтальный
https://cdn.entero.ru/mp@2x/02/82/0282c1336a6633068b734043b4ad8670.jpg,Шприц для колбас Kocateq SV5,Шприц для колбас Kocateq SV5,13836,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/54058,"<p>Вертикальный механический шприц для колбас <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/54058"">Kocateq SV5</a></b> используется на предприятиях общественного питания и торговли для изготовления купат и домашних колбас. Модель оснащена механическим редуктором с 2 приводами, отличающиеся передаточным числом. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p>В комплект поставки вxодит 4 воронки-цевки из нержавеющей стали с входным диаметром 16, 22, 32 и 38 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Цилиндр с перемещающимся во внутреннем объеме поршнем</li>
<li>На конце цилиндра с помощью накидной гайки крепится воронка-цевка, на которую одевается оболочка, набиваемая фаршем</li>
<li>Разборная конструкция</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер цилиндра: 219х270 мм</li>
<li>Габариты в упаковке: 680х320х290 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Насадка для формования котлет 602201</li>
<li>Клипсатор G8100000</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена аналогичная модель другого размера.</span></em></p>",54058,механический,,,340 мм,300 мм,690 мм,,,,0,https://entero.ru/manuals/111597/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278983/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20SV5.pdf,,,11 кг,,Южная Корея,5 л,вертикальный
https://cdn.entero.ru/mp@2x/d5/cc/d5cced94cdb303db513be96cedb4bfcf.jpg,Шприц колбасный ROAL HV-5L,Шприц колбасный ROAL HV-5L,13886,RUB,Нет,ROAL,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/227644,"<p>Колбасный шприц <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227644""><b class=""b"">ROAL HV-5L</b></a> используется на предприятиях общественного питания и торговли для изготовления колбас, сосисок, сарделек и шпикачек. Корпус и цилиндр выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 4 насадки диаметром 15, 18, 24 и 37 мм.</p>",227644,механический,,,820 мм,305 мм,330 мм,,,,0,,,,13 кг,,Китай,5 л,горизонтальный
https://cdn.entero.ru/mp@2x/8d/b2/8db276a6622ae200b927106a07ff07ba.jpg,Шприц колбасный Hualian TG-3L,Шприц колбасный Hualian TG-3L,14083,RUB,Нет,Hualian,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/125173,"<p>Ручной колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125173"">Hualian TG-3L</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для наполнения оболочек мясом, паштетом, мягким маслом, творогом и другими различными начинками. Модель имеет горизонтальное исполнение. Корпус и все соприкасающиеся с продуктом элементы выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 4 насадки: 15 , 18 , 24 и 37 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",125173,механический,,,450 мм,210 мм,160 мм,,,,0,,15143,,10 кг,,Китай,3 л,горизонтальный
https://cdn.entero.ru/mp@2x/72/07/7207b14fbaa1ddf09225836c4cd2d43d.jpg;https://cdn.entero.ru/mp@2x/99/ac/99acc6d2001c2363e07d42db4889894d.jpg;https://cdn.entero.ru/mp@2x/01/1c/011c2e9c1fc5737394a635a5289fc763.jpg;https://cdn.entero.ru/mp@2x/d1/5f/d15f81ea53b5e027009316aca2b5d55d.jpg;https://cdn.entero.ru/mp@2x/13/aa/13aa1347a9958350d8b449fb0eccd9bd.jpg;https://cdn.entero.ru/mp@2x/d8/6f/d86f6a13350efcc07654bfb0693c8466.jpg;https://cdn.entero.ru/mp@2x/47/c1/47c16f0f0c0566a3b60ab3f1e4a35122.jpg;https://cdn.entero.ru/mp@2x/23/da/23da0580bec8c96c2b54e460062613cf.jpg;https://cdn.entero.ru/mp@2x/5d/0c/5d0cf1f732c6a2c33c3d15414d3b4916.jpg;https://cdn.entero.ru/mp@2x/85/2c/852cbd22e8939db5cfcde0bc79dd8fd1.jpg;https://cdn.entero.ru/mp@2x/e4/ea/e4ea8080414a75b1e104561cbab0658a.jpg,Шприц колбасный EKSI GRT-VSS5,Шприц колбасный EKSI GRT-VSS5,14142,RUB,Нет,EKSI,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/343010,"<p>Колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343010"">EKSI GRT-VSS5</a></b> используется на предприятиях общественного питания и торговли для изготовления колбас, сосисок, сарделек и шпикачек. Корпус выполнен из нержавеющей стали. </p>

<p>В комплект поставки входят 4 насадки диаметром 16, 22, 32 и 38 мм.</p>",343010,механический,,,330 мм,330 мм,720 мм,,,,0,https://entero.ru/manuals/477817/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20GRT-VSS5.pdf,,,13 кг,,Китай,5 л,вертикальный
https://cdn.entero.ru/mp@2x/a9/23/a923cac225cf002dff6c82e6a9635be8.jpg;https://cdn.entero.ru/mp@2x/d9/cc/d9cccd8380b279f3b858e2e71e5a007b.jpg;https://cdn.entero.ru/mp@2x/7d/f7/7df7641aac9b47d5cca44ab0721f3c83.jpg,Шприц для колбас Foodatlas HOWS-3L,Шприц для колбас Foodatlas HOWS-3L,14607,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/90681,"<p>Шприц для колбас <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/90681"">Foodatlas HOWS-3L</a></b> ​используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена ручным управлением и имеет горизонтальное исполнение. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 иглы: Ø 16, 22, 32 и 38 мм.</p>",90681,механический,,,470 мм,260 мм,260 мм,,,,0,https://entero.ru/manuals/351257/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HOWS-3L.pdf,15539,,10.5 кг,,Китай,3 л,горизонтальный
https://cdn.entero.ru/mp@2x/d2/e1/d2e16f8c8c4e67b2e70d44ef7c45a7a5.jpg,Шприц колбасный Roal Meat HR-V5L,Шприц колбасный Roal Meat HR-V5L,14814,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/268154,"<p>Колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/268154"">Roal Meat HR-V5L</a></b> используется на предприятиях общественного питания и торговли для изготовления колбас, сосисок, сарделек и шпикачек. </p>

<p>В комплект поставки входят 4 насадки диаметром 16, 22, 32 и 38 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 690х360х360 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара представлено в ознакомительных целях и может отличаться от оригинала.</span></em></p>",268154,механический,,,310 мм,310 мм,650 мм,,,,0,https://entero.ru/manuals/345540/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roal%20Meat%20HR-V5L.pdf,,,,,Китай,5 л,вертикальный
https://cdn.entero.ru/mp@2x/0a/15/0a157291733d99243b73f53a66d19981.jpg;https://cdn.entero.ru/mp@2x/93/05/9305634c3ec29cb5f1e0018ffe9449d2.jpg;https://cdn.entero.ru/mp@2x/dc/15/dc15242cb55a3ca8b6e3c4fb614e9047.jpg;https://cdn.entero.ru/mp@2x/1b/22/1b22f59a73843e9e498511a72190d35a.jpg;https://cdn.entero.ru/mp@2x/cc/ee/ccee11c46cbe915f1c3ab35b61f5b531.jpg;https://cdn.entero.ru/mp@2x/cc/d3/ccd32d8cc3d490cc10f59e26861d43d0.jpg;https://cdn.entero.ru/mp@2x/15/f1/15f1560f9a894a75538e02eb4c1cf4ed.jpg;https://cdn.entero.ru/mp@2x/4f/af/4faf6c1faf2b8a9b3a29de9167545f77.jpg;https://cdn.entero.ru/mp@2x/32/ef/32efa5a1d4a7592be4edfca478e65720.jpg;https://cdn.entero.ru/mp@2x/05/91/05913e29bee754446ab5cd20529aa969.jpg;https://cdn.entero.ru/mp@2x/56/e1/56e19c840ef6439d3358bce56542c848.jpg;https://cdn.entero.ru/mp@2x/23/e8/23e86c84a4e314d4857c9cba11b982cf.jpg,Шприц для колбас Foodatlas HOLS-3L,Шприц для колбас Foodatlas HOLS-3L,15404,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/87305,"<p>Шприц для колбас <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87305"">Foodatlas HOLS-3L</a></b> ​используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена ручным управлением и имеет вертикальное исполнение. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 иглы: Ø 16, 22, 32 и 38 мм.</p>",87305,механический,,,360 мм,370 мм,590 мм,,,,0,https://entero.ru/manuals/351301/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HOLS-3L.pdf,16046,,10.5 кг,,Китай,3 л,вертикальный
https://cdn.entero.ru/mp@2x/53/61/53615466ba0d0eaad99c7c01266bdeeb.jpg;https://cdn.entero.ru/mp@2x/ab/45/ab4571e5da4d94ef86f38f9f50465b47.jpg;https://cdn.entero.ru/mp@2x/88/fb/88fbbf4ebd3fe0dff7d08e25de74fd90.jpg;https://cdn.entero.ru/mp@2x/03/74/0374e54943af8fa25755492873c9a5a0.jpg;https://cdn.entero.ru/mp@2x/e3/98/e3981939c00fa7f4a761087edf040747.jpg,Шприц колбасный VIATTO SH-5,Шприц колбасный VIATTO SH-5,15543,RUB,Нет,VIATTO,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/92768,"<p>Колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92768"">VIATTO SH-5</a></b> используется на предприятиях общественного питания и торговли для изготовления колбас, сосисок, сарделек и шпикачек. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 насадки диаметром 16, 22, 32 и 38 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 580x270x270 мм</li>
</ul>",92768,механический,,,590 мм,230 мм,240 мм,,,,0,https://entero.ru/manuals/409436/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20SH-5.pdf;https://entero.ru/manuals/409437/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/86172/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf,16191,,9.5 кг,,Россия,5 л,горизонтальный
