Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Тип гриля,Количество кур,Количество ТЭНов,Электрическая мощность,Газовая мощность
https://cdn.entero.ru/mp@2x/46/30/4630881d5ed7ac90c96b1e31da13d867.jpg,Гриль для кур КОБОР GC1-1S,GC11S,49120,RUB,Нет,КОБОР,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/104405,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104405"">Кобор GC1-1S</a></b> используется на предприятиях общественного питания и торговли для жарки целых тушек цыплят, грудок, окорочков и других продуктов. Модель оснащена стеклянными дверцами, внутренней подсветкой, съемным поддоном и регулируемыми по высоте ножками. Корпус выполнен полностью из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество шампуров: 1</li>
<li>Скорость вращения: 2 об/мин.</li>
</ul>",104405,от 50 до 250 °С,220 В,930 мм,390 мм,420 мм,,Россия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240599&hd=2&autoplay=0,33 кг,электричество,шампурный,5,1,2.2 кВт,
https://cdn.entero.ru/mp@2x/72/98/7298b02ff39ed133e23751086c1d244e.jpg;https://cdn.entero.ru/mp@2x/e9/29/e929692825722f0af2c6ce2bd748b5a6.jpg,Гриль для кур ROAL EB-266,н0000233692,49501,RUB,Нет,ROAL,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/87802,"<p>Электрический карусельный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87802"">ROAL EB-266</a> </b>используется на предприятиях общественного питания и торговли для равномерного запекания куриных тушек, окорочков, грудок и крылышек. Модель оснащена терморегулятором, 4 корзинками, чашей для масла и 4 колесами. Дверца с жаропрочным стеклом и внутренняя подсветка позволяют контролировать процесс приготовления. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления: от 40 до 50 мин.</li>
<li>Габариты в упаковке: 850x680x750 мм</li>
</ul>",87802,от 0 до 250 °С,220 В,810 мм,630 мм,610 мм,,Китай,,,0,https://entero.ru/manuals/69062/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20EB-266.pdf,52661,,65 кг,электричество,карусельный,от 10 до 12,6,4.5 кВт,
https://cdn.entero.ru/mp@2x/8a/7a/8a7a4600c2821a9fec522593f4f89635.jpg,Гриль для кур KAYMAN ГЭ-1Ш A,Гриль для кур KAYMAN ГЭ-1Ш A,52508,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/247896,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247896"">KAYMAN ГЭ-1Ш A</a> </b>используется на предприятиях общественного питания и торговли для жарки тушек кур, цыплят, куриных окорочков, грудок и других продуктов питания. Модель оснащена 1 съемным шампуром и ТЭНами, расположенными на задней стенке камеры. Корпус выполнен из пищевой нержавеющей стали AISI 430, все внутренние элементы, соприкасающиеся с продуктами - из пищевой нержавеющей стали, двери - из термостойкого стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Приготовление за счет инфракрасного излучения</li>
<li>ТЭНы с отражателем, повышающим эффективность и равномерность нагрева продукта</li>
<li>Терморегулятор для плавной регулировки интенсивности нагрева</li>
<li>Электродвигатель для вращения шампура</li>
<li>Поддон для сбора жира</li>
<li>Внутренняя подсветка камеры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 960х510х480 мм</li>
</ul>",247896,от 50 до 250 °С,220 В,963 мм,508 мм,416 мм,32 кг,Россия,1,960x510x480 мм,0,https://entero.ru/manuals/302565/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,,30 кг,электричество,шампурный,5,2,3 кВт,
https://cdn.entero.ru/mp@2x/da/58/da58399b401a7560863e9217c8a99730.jpg,Гриль для кур KAYMAN ГЭ-4С8-Т A,Гриль для кур KAYMAN ГЭ-4С8-Т A,63050,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/236178,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/236178"">KAYMAN ГЭ-4С8-Т A</a> </b>используется на предприятиях общественного питания и торговли для жарки тушек кур, цыплят, куриных окорочков, грудок и других продуктов питания. Модель оснащена 4 легкосъемными садками (люльками), вращающимися вокруг центральной оси внутри рабочей камеры, и ТЭНами, расположенными на передней, задней и верхней частях рабочей камеры. Корпус выполнен из пищевой нержавеющей стали AISI 430, садки для кур - из нержавеющего прутка, двери - из закаленного термостойкого ударопрочного стекла.</p>

<p>В комплект поставки входит поддон для сбора влаги и жира.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер до 120 мин., отключающий нагрев камеры по окончании установленного времени со звуковым сигналом</li>
<li>ТЭНы для инфракрасного излучения с отражателем, повышающим эффективность нагрева продукта</li>
<li>Терморугелятор для плавной регулировки интенсивности нагрева</li>
<li>Механизм торможения позволяет четко фиксировать положение садков во время остановки вращения, исключая проворот</li>
<li>Магнитная защелка для фиксации двери в закрытом положении</li>
<li>Возможность легко вынимать садки с курами при открытой двери</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления при полной загрузке камеры: от 60 до 70 мин.</li>
<li>Максимальный вес 1 куры: 1,2 кг</li>
</ul>",236178,от 50 до 250 °С,220 В,630 мм,465 мм,505 мм,33 кг,Россия,1,700x510x545 мм,0,,,,25 кг,электричество,карусельный,8,,3.6 кВт,
https://cdn.entero.ru/mp@2x/be/a3/bea39937f7f3bf2d301f64b4aaf4acb5.jpg,Гриль для кур КОБОР GC2-3S,GC23S,71503,RUB,Нет,КОБОР,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/104408,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104408"">Кобор GC2-3S</a></b> используется на предприятиях общественного питания и торговли для жарки целых тушек цыплят, грудок, окорочков и других продуктов. Модель оснащена стеклянными дверцами, внутренней подсветкой, съемным поддоном и регулируемыми по высоте ножками. Корпус выполнен полностью из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество шампуров: 3</li>
<li>Вместимость 1 шампура: 5 тушек</li>
<li>Скорость вращения: 2 об/мин.</li>
</ul>",104408,от 50 до 250 °С,220 В,930 мм,570 мм,660 мм,,Россия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240599&hd=2&autoplay=0,57 кг,электричество,шампурный,от 5 до 15,2,6.6 кВт,
https://cdn.entero.ru/mp@2x/1a/9a/1a9acd65478b70756a47804cd12a2cf7.jpg,Гриль для кур KAYMAN ГЭ-380-4C12-Т A,Гриль для кур KAYMAN ГЭ-380-4C12-Т A,72110,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/247914,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247914"">KAYMAN ГЭ-380-4C12-Т A</a> </b>используется на предприятиях общественного питания и торговли для жарки тушек кур, цыплят, куриных окорочков, грудок и других продуктов питания. Модель оснащена 4 легкосъемными садками (люльками), вращающимися вокруг центральной оси внутри рабочей камеры, и ТЭНами, расположенными на передней, задней и верхней частях рабочей камеры. Корпус выполнен из пищевой нержавеющей стали AISI 430, садки для кур - из нержавеющего прутка, двери - из закаленного термостойкого стекла.</p>

<p>В комплект поставки входит поддон для сбора влаги и жира.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер до 120 мин., отключающий нагрев камеры по окончании установленного времени со звуковым сигналом</li>
<li>ТЭНы для инфракрасного излучения с отражателем, повышающим эффективность нагрева продукта</li>
<li>Терморегулятор для плавной регулировки интенсивности нагрева</li>
<li>Механизм торможения позволяет четко фиксировать положение садков во время остановки вращения, исключая проворот</li>
<li>Магнитная защелка для фиксации двери в закрытом положении</li>
<li>Возможность легко вынимать садки с курами при открытой двери</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления при полной загрузке камеры: от 60 до 70 мин.</li>
<li>Габариты в упаковке: 800х500х580 мм</li>
</ul>",247914,от 50 до 250 °С,380 В,860 мм,465 мм,530 мм,38 кг,Россия,1,800x500x580 мм,0,https://entero.ru/manuals/302587/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,75115,,33 кг,электричество,карусельный,12,,6 кВт,
https://cdn.entero.ru/mp@2x/1e/d7/1ed768f3f7670e880d92737facecb3b0.jpg,Гриль для кур Grill Master ф3кмэ 12 тушек,21137,72600,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/336547,"<p>Электрический гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336547""><b class=""b"">Grill Master ф3кмэ</b></a> предназначен для приготовления кур-гриль, куриных окорочков, грудок и других продуктов в заведениях быстрого питания и супермаркетах. Модель оснащена 2 распашными дверьми, таймером и кнопкой прокрутки барабана. Равномерное запекание тушек обеспечивается благодаря непрерывному вращению непосредственно возле нагревателей. Изделие и корзины для кур выполнены из пищевой нержавеющей стали, дверцы - из термостойкого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальное количество корзин: 4</li>
<li>Вместимость 1 корзины: 3 тушки</li>
<li>Время таймера: 120 мин.</li>
</ul>",336547,от +50 до +300 °С,380 В,884 мм,492 мм,620 мм,65 кг,Россия,1,970x590x870 мм,0,https://entero.ru/manuals/397474/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D1%843%D0%BA%D0%BC%D1%8D.pdf,75625,,40 кг,электричество,карусельный,12,,6 кВт,
https://cdn.entero.ru/mp@2x/74/60/74609992305e6787aebd41525d84bdb7.jpg,Гриль для кур KAYMAN ГЭ-4С12-Т A,Гриль для кур KAYMAN ГЭ-4С12-Т A,72694,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/247934,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247934"">KAYMAN ГЭ-4С12-Т A</a> </b>используется на предприятиях общественного питания и торговли для жарки тушек кур, цыплят, куриных окорочков, грудок и других продуктов питания. Модель оснащена 4 легкосъемными садками (люльками), вращающимися вокруг центральной оси внутри рабочей камеры, и ТЭНами, расположенными на передней, задней и верхней частях рабочей камеры. Корпус выполнен из пищевой нержавеющей стали AISI 430, садки для кур - из нержавеющего прутка, двери - из закаленного термостойкого стекла.</p>

<p>В комплект поставки входит поддон для сбора влаги и жира.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер до 120 мин., отключающий нагрев камеры по окончании установленного времени со звуковым сигналом</li>
<li>ТЭНы для инфракрасного излучения с отражателем, повышающим эффективность нагрева продукта</li>
<li>Терморегулятор для плавной регулировки интенсивности нагрева</li>
<li>Механизм торможения позволяет четко фиксировать положение садков во время остановки вращения, исключая проворот</li>
<li>Магнитная защелка для фиксации двери в закрытом положении</li>
<li>Возможность легко вынимать садки с курами при открытой двери</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления при полной загрузке камеры: от 60 до 70 мин.</li>
<li>Габариты в упаковке: 800х500х580 мм</li>
</ul>",247934,от 50 до 250 °С,220 В,860 мм,465 мм,530 мм,38 кг,Россия,1,800x500x580 мм,0,https://entero.ru/manuals/302597/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,,33 кг,электричество,карусельный,12,,6 кВт,
https://cdn.entero.ru/mp@2x/c6/68/c6689b4d4bddf8119f93d29d9b42512d.jpg,Гриль для кур Grill Master Ф3КМЭ,21106 / 109769,73300,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/51351,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51351"">Grill Master Ф3КМЭ</a></b> используется на предприятиях общественного питания и торговли для приготовления тушек кур, куриных окорочков, грудок и других продуктов. Модель оснащена подсветкой камеры. Оборудование выполнено из нержавеющей стали, двери - из термостойкого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество корзин: 5 шт.</li>
<li>Время приготовления: 50 мин.</li>
</ul>",51351,,220 В,608 мм,540 мм,665 мм,,Россия,,,0,https://entero.ru/manuals/21055/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A43%D0%9A%D0%9C%D0%AD.pdf;https://entero.ru/manuals/21054/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,77158,,48 кг,электричество,карусельный,10,3,4.5 кВт,
https://cdn.entero.ru/mp@2x/fe/4f/fe4f672fba717cc5d155febeb81cfc52.jpg,Гриль для кур KAYMAN ГЭ-2Ш A,Гриль для кур KAYMAN ГЭ-2Ш A,75790,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/247898,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247898"">KAYMAN ГЭ-2Ш A</a> </b>используется на предприятиях общественного питания и торговли для жарки тушек кур, цыплят, куриных окорочков, грудок и других продуктов питания. Модель оснащена 2 съемными шампурами и ТЭНами, расположенными на задней стенке камеры. Корпус выполнен из пищевой нержавеющей стали AISI 430, все внутренние элементы, соприкасающиеся с продуктами - из пищевой нержавеющей стали, двери - из термостойкого стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Приготовление за счет инфракрасного излучения</li>
<li>ТЭНы с отражателем, повышающим эффективность и равномерность нагрева продукта</li>
<li>Терморегуляторы для плавной регулировки интенсивности нагрева</li>
<li>Один электродвигатель для одновременного вращения шампуров</li>
<li>Поддон для сбора жира</li>
<li>Внутренняя подсветка камеры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 963х508х696 мм</li>
</ul>",247898,от 50 до 250 °С,220 В,963 мм,508 мм,696 мм,50 кг,Россия,1,963x508x696 мм,0,https://entero.ru/manuals/302567/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,,45 кг,электричество,шампурный,от 8 до 10,4,4.5 кВт,
https://cdn.entero.ru/mp@2x/f0/69/f069d0c942efc5279d36dfe5ebba4a4a.jpg;https://cdn.entero.ru/mp@2x/51/fe/51febed372d691d0bc68fc1d312c9a97.jpg,Гриль для кур ATESY Командор-5Э-Т-380,Командор-5Э-Т-380 (карусельный),78418,RUB,Нет,ATESY,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/98358,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/98358"">ATESY Командор-5Э-Т-380</a></b> используется на предприятиях общественного питания и торговли для жарки тушек кур, цыплят, куриных окорочков, грудок и других продуктов питания. Модель оснащена 4 легкосъемными садками (люльками), вращающимися вокруг центральной оси внутри рабочей камеры. Корпус выполнен из пищевой нержавеющей стали AISI 430, садки для кур - из нержавеющего прутка, двери - из закаленного термостойкого ударопрочного стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Позволяет готовить как целые тушки кур, так и их отдельные части</li>
<li>Приготовление продуктов осуществляется посредством инфракрасного излучения ТЭНов, расположенных на передней, задней и верхней частях рабочей камеры</li>
<li>Каждый ТЭН имеет отражатель, повышающий эффективность нагрева продукта</li>
<li>Сочетание скорости вращения и мощности привода обеспечивает качественное приготовление кур при любой (даже несимметричной) загрузке</li>
<li>Механизм торможения позволяет четко фиксировать положение садков во время остановки вращения, исключая проворот</li>
<li>Интенсивность нагрева плавно регулируется терморегуляторами, ручки которых расположены на передней панели</li>
<li>Таймер (до 120 мин.) автоматически отключает нагрев и подает звуковой сигнал по окончании установленного времени</li>
<li>Поддон для сбора влаги и жира, стекающего с кур, на дне рабочей камеры</li>
<li>Двери фиксируются магнитными защелками в закрытом положении</li>
<li>Угол и положение открытых дверей не препятствуют выемке садка с курами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество одновременно загружаемых кур (до 1,2 кг каждая): 12</li>
<li>Количество садков: 4</li>
<li>Время полного оборота садков: 95 сек.</li>
<li>Время приготовления при полной загрузке камеры: от 60 до 70 мин.</li>
<li>Мощность ТЭНа: 2 кВт</li>
</ul>",98358,от 50 до 250 °С,380 В,860 мм,465 мм,530 мм,,Россия,,,0,https://entero.ru/manuals/124282/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%BE%D0%BC%D0%B0%D0%BD%D0%B4%D0%BE%D1%80-5%D0%AD-%D0%A2-380.pdf;https://entero.ru/manuals/124283/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6%20ATESY%20%D0%9A%D0%BE%D0%BC%D0%B0%D0%BD%D0%B4%D0%BE%D1%80-5%D0%AD-%D0%A2-380.pdf;https://entero.ru/manuals/124284/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%281%29.pdf;https://entero.ru/manuals/124285/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%282%29.pdf,,,33 кг,электричество,карусельный,12,3,6 кВт,
https://cdn.entero.ru/mp@2x/7b/14/7b14d5e6e564574ad8879d3fee128d12.jpg,Гриль для кур KAYMAN ГЭ-3Ш A,Гриль для кур KAYMAN ГЭ-3Ш A,79046,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/247941,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247941"">KAYMAN ГЭ-3Ш A</a> </b>используется на предприятиях общественного питания и торговли для жарки тушек кур, цыплят, куриных окорочков, грудок и других продуктов питания. Модель оснащена 3 съемными шампурами и ТЭНами, расположенными на задней стенке камеры. Корпус выполнен из пищевой нержавеющей стали AISI 430, все внутренние элементы, соприкасающиеся с продуктами - из пищевой нержавеющей стали, двери - из термостойкого стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Приготовление за счет инфракрасного излучения</li>
<li>ТЭНы с отражателем, повышающим эффективность и равномерность нагрева продукта</li>
<li>Терморегулятор для плавной регулировки интенсивности нагрева верхней пары ТЭНов</li>
<li>Средняя и нижняя пары ТЭНов включаются выключателями</li>
<li>Один электродвигатель для одновременного вращения шампуров</li>
<li>Поддон для сбора жира</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 990х480х940 мм</li>
</ul>",247941,от 50 до 250 °С,220 В,945 мм,460 мм,825 мм,65 кг,Россия,1,990x480x940 мм,0,https://entero.ru/manuals/302600/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,,40.2 кг,электричество,шампурный,от 12 до 15,6,6.4 кВт,
https://cdn.entero.ru/mp@2x/1e/f9/1ef9e42cf5c7e922286317a2dc26f500.jpg,Гриль для кур КОБОР GC2-5S,GC25S,81169,RUB,Нет,КОБОР,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/104409,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104409"">Кобор GC2-5S</a></b> используется на предприятиях общественного питания и торговли для жарки целых тушек цыплят, грудок, окорочков и других продуктов. Модель оснащена стеклянными дверцами, внутренней подсветкой, съемным поддоном и регулируемыми по высоте ножками. Корпус выполнен полностью из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество шампуров: 5</li>
<li>Вместимость 1 шампура: 5 тушек</li>
<li>Скорость вращения: 2 об/мин.</li>
</ul>",104409,от 50 до 250 °С,220 В,930 мм,570 мм,900 мм,,Россия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240599&hd=2&autoplay=0,71 кг,электричество,шампурный,от 5 до 25,3,6.6 кВт,
https://cdn.entero.ru/mp@2x/2e/4f/2e4f61857389f549032121c7a3b2bc97.jpg,Гриль для кур Grill Master Ф2У1Э,21110,85700,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/336466,"<p>Электрический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336466"">Grill Master Ф2У1Э</a></b> предназначен для приготовления кур-гриль в заведениях быстрого питания, супермаркетах и уличной торговли. Модель оснащена 2 распашными дверьми и подсветкой камеры. Благодаря непрерывному вращению тушек кур непосредственно возле нагревателей, обеспечивается их равномерное запекание. Изделие выполнено из пищевой нержавеющей стали, дверцы - из термостойкого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество шампуров: 2</li>
<li>Вместимость 1 шампура: 3 кур</li>
<li>Время приготовления: 55 мин.</li>
</ul>",336466,,220 В,967 мм,494 мм,566 мм,64 кг,Россия,1,1067x607x820 мм,0,,92151,,39 кг,электричество,шампурный,6,2,4.5 кВт,
https://cdn.entero.ru/mp@2x/fd/d6/fdd6f867dc05784d956135e41c008def.jpg,Гриль для кур Grill Master ф3кмэ 18 тушек,21136,89520,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/336539,"<p>Электрический гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336539""><b class=""b"">Grill Master ф3кмэ/1</b></a> предназначен для приготовления кур-гриль, куриных окорочков, грудок и других продуктов в заведениях быстрого питания и супермаркетах. Модель оснащена 2 распашными дверьми с энергосберегающим покрытием, таймером и кнопкой прокрутки барабана. Равномерное запекание тушек обеспечивается благодаря непрерывному вращению непосредственно возле нагревателей. Изделие и корзины для кур выполнены из пищевой нержавеющей стали, дверцы - из термостойкого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальное количество корзин: 6</li>
<li>Вместимость 1 корзины: 3 тушки весом до 1,6 кг</li>
</ul>",336539,от +50 до +300 °С,380 В,880 мм,572 мм,648 мм,75 кг,Россия,1,980x672x870 мм,0,https://entero.ru/manuals/397467/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D1%843%D0%BA%D0%BC%D1%8D.pdf,94232,,50 кг,электричество,карусельный,18,4,8 кВт,
https://cdn.entero.ru/mp@2x/44/8b/448b11dc9d098fb0c34c73f65ccf24a1.jpg,Гриль для кур KAYMAN ГЭ-380-6С18-Т A,Гриль для кур KAYMAN ГЭ-380-6С18-Т A,94545,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/247917,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247917"">KAYMAN ГЭ-380-6С18-Т A</a> </b>используется на предприятиях общественного питания и торговли для жарки тушек кур, цыплят, куриных окорочков, грудок и других продуктов питания. Модель оснащена 6 легкосъемными садками (люльками), вращающимися вокруг центральной оси внутри рабочей камеры, и ТЭНами, расположенными на передней, задней и верхней частях рабочей камеры. Корпус выполнен из пищевой нержавеющей стали AISI 430, садки для кур - из нержавеющего прутка, двери - из закаленного термостойкого стекла.</p>

<p>В комплект поставки входит поддон для сбора влаги и жира.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер до 120 мин., отключающий нагрев камеры по окончании установленного времени со звуковым сигналом</li>
<li>ТЭНы для инфракрасного излучения с отражателем, повышающим эффективность нагрева продукта</li>
<li>Терморегулятор для плавной регулировки интенсивности нагрева</li>
<li>Механизм торможения позволяет четко фиксировать положение садков во время остановки вращения, исключая проворот</li>
<li>Магнитная защелка для фиксации двери в закрытом положении</li>
<li>Возможность легко вынимать садки с курами при открытой двери</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления при полной загрузке камеры: от 60 до 70 мин.</li>
<li>Габариты в упаковке: 920х610х780 мм</li>
</ul>",247917,от 50 до 250 °С,380 В,860 мм,580 мм,655 мм,,Россия,,,0,https://entero.ru/manuals/302588/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,100580,,47 кг,электричество,карусельный,18,,8 кВт,
