Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Вес (с упаковкой),Материал корпуса,Максимальная высота реза,Максимальная толщина реза,Длина полотна,Размер рабочей поверхности
https://cdn.entero.ru/mp@2x/c4/5a/c45af298e5988e533cbf3ba8500fca4b.jpg,"Пила ленточная FIMAR SE1830V 380В, окрашенная",SE1830XV40050T,140536,RUB,Нет,FIMAR,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/24791,"<p>Ленточная пила <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24791""><b class=""b"">FIMAR SE/1830</b></a> предназначена для нарезки на куски свежего и замороженного мяса, рыбы и птицы на предприятиях общественного питания и торговли. Модель оснащена аварийной кнопкой, микровыключателем на крышке и тормозом двигателя. Полотно выполняет ровный, гладкий срез без дробления кости. Корпус выполнен из окрашенного алюминия, направляющая пилы и толкатель для мяса - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулятор высоты и толщины реза</li>
<li>Дозатор</li>
<li>Рабочая поверхность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры стойки: 550x570x650 мм</li>
<li>Габариты в упаковке: 1020х560х500 мм</li>
<li>Объем упаковки: 0,286 м<sup>3</sup></li>
</ul>",24791,настольная,380 В,0.75 кВт,630 мм,450 мм,970 мм,,Италия,,,0,https://entero.ru/manuals/66793/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%20SE_1830.pdf;https://entero.ru/manuals/87284/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf;https://entero.ru/manuals/312659/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20SE_1830.pdf;https://entero.ru/manuals/377212/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/377213/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/377214/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82.pdf,147933,,39 кг,,крашеный алюминий,225 мм,200 мм,1830 мм,410x410 мм
https://cdn.entero.ru/mp@2x/d2/d2/d2d21467d518bdc8d56f05c81bbaad2a.jpg,"Пила ленточная FIMAR SE/1830 380В, анодированная",SE1830XA40050T,142019,RUB,Нет,FIMAR,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/24789,"<p>Ленточная пила <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24789""><b class=""b"">FIMAR SE/1830</b></a> предназначена для нарезки на куски свежего и замороженного мяса, рыбы и птицы на предприятиях общественного питания и торговли. Модель оснащена аварийной кнопкой, микровыключателем на крышке и тормозом двигателя. Полотно выполняет ровный, гладкий срез без дробления кости. Корпус выполнен из анодированного алюминия, направляющая пилы и толкатель для мяса - из нержавеющей стали.</p>

<p><span style=""color:#FF0000;"">ВНИМАНИЕ! В Россию оборудование поставляется без кнопки аварийной остановки!</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулятор высоты и толщины реза</li>
<li>Дозатор</li>
<li>Рабочая поверхность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры стойки: 550x570x650 мм</li>
<li>Габариты в упаковке: 1020х560х500 мм</li>
<li>Объем упаковки: 0,286 м<sup>3</sup></li>
</ul>",24789,настольная,380 В,0.75 кВт,630 мм,450 мм,970 мм,,Италия,,,0,https://entero.ru/manuals/66792/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%20SE_1830.pdf;https://entero.ru/manuals/87286/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf;https://entero.ru/manuals/312661/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20SE_1830.pdf;https://entero.ru/manuals/377205/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/377206/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/377207/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,154368,,39 кг,,анодированный алюминий,225 мм,200 мм,1830 мм,410x410 мм
https://cdn.entero.ru/mp@2x/1e/1d/1e1d821cf0185b550918a657d5cb3354.jpg,Пила для мяса Sirman SO 1650 F3 380В,SO-1650F 3 3 ФАЗН.,147560,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/182911,"<p>Пила для мяса <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/182911""><b class=""b"">Sirman SO 1650 F3 </b></a>предназначена для разделки мяса, птицы и рыбы на куски нужного размера на предприятиях общественного питания и торговли. Модель оснащена асинхронным двигателем с вентиляцией на 4 полюса и герметичным маслоотражателем.</p>

<p>В комплект поставки вхлдят стол, толкающее и порционное устройства из нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Команды управления с микровыключателем на дверце, блок управления с дублированием и тормоз двигателя</li>
<li>Максимальная простота и точность в горизонтальной и вертикальной регулировке верхнего шкива</li>
<li>Максимальное прилегание резака к шкиву за счет полукруглой формы шкива и идеальной регулировки</li>
<li>Корпус из анодированного алюминия</li>
<li>Закаленные резаки от 16 мм для резки костей, замороженного и свежего мяса</li>
<li>Герметичные подшипники на верхнем шкиве</li>
<li>Легко разбирается для чистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шкив: 210 мм</li>
<li>Габариты в упаковке: 750x580x1230 мм</li>
</ul>",182911,настольная,380 В,1.5 кВт,530 мм,600 мм,915 мм,,Италия,,,0,https://entero.ru/manuals/419120/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20SO%201650%20F3.pdf;https://entero.ru/manuals/312677/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20SO%201650%20F3.pdf;https://entero.ru/manuals/419572/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/419573/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,155326,,36 кг,,анодированный алюминий,250 мм,,1650 мм,430x475 мм
https://cdn.entero.ru/mp@2x/24/81/2481fd6cb38f2aa31b6765be44c5da69.jpg,Пила ленточная ТОРГМАШ (Барановичи) ПЛМ-400,Пила ленточная ТОРГМАШ (Барановичи) ПЛМ-400,341117,RUB,Нет,ТОРГМАШ (Барановичи),Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/210493,"<p>Ленточная пила <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/210493""><b class=""b"">БЕЛТОРГМАШ ПЛМ-400</b></a> предназначена для быстрого распила охлажденного и замороженного мяса, а также мяса с костями или костей на порции различной величины на предприятиях общественного питания, торговли, а также в производственных цехах гастрономических товаров. Модель оснащена столом с 2 независимыми подвижными секциями и ленточным полотном. Все компоненты выполнены из высококачественной нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Дополнительное ленточное полотно</li>
<li>Плитка ПЛМ-240.14.002</li>
<li>2 рым-болта М12 ГОСТ 4751-73</li>
<li>Розетка стационарная ССИ-115 (3Р+РЕ+N, IP44)</li>
<li>Упаковка ПЛМ-400.95.000</li>
<li>Руководство по эксплуатации </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка ширины реза с помощью ограничителя</li>
<li>Регулировка натяжения полотна с помощью гайки на вершине</li>
<li>Регулируемая защитная планка в зависимости от высоты реза</li>
<li>Устройство для разрезания последней порции продукта </li>
<li>Механизм автоматического возврата столов в исходное положение</li>
<li>Сбалансированный по мощности двигатель</li>
<li>Защита от сбега полотна</li>
<li>Линейная шкала для точной нарезки</li>
<li>Тормозной двигатель с аварийной кнопкой для мгновенной остановки </li>
<li>Лампа индикации питания</li>
<li>4 опоры с регулируемыми подпятниками для компенсации неровностей пола</li>
<li>Кабель питания H05VV5-T5G1 либо аналогичный</li>
<li>Климатическое исполнение по ГОСТ 15150-69: УХЛ 4 </li>
<li>Производство в соответствии с требованиями стандарта СТБ ISO 9001-2015</li>
<li>Ровный аккуратный распил без дробления костной ткани для безупречного эстетического вида и более длительного хранения продукта</li>
<li>Низкий уровень шума</li>
<li>Надежность, безопасность и длительный срок эксплуатации</li>
<li>Простота обслуживания</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Энергопотребление: 1,91 кВт⋅ч</li>
<li>Номинальная сила тока розетки: 16 А</li>
<li>Максимальная производительность: 700 кг/ч</li>
<li>Количество отходов на 1 кг продукта: 0,03 кг</li>
<li>Занимаемая площадь: 1,03 м²</li>
<li>Параметры ленточных полотен:
<ul>
<li>Ширина: 20 / 20 мм</li>
<li>Толщина: 0,6 / 0,56 мм</li>
<li>Количество зубьев на дюйм: 4 / 3 шт.</li>
</ul>
</li>
<li>Градация шкалы: 5 мм</li>
<li>Длина кабеля питания: 3600 мм</li>
</ul>",210493,напольная,380 В,1.5 кВт,1015 мм,1025 мм,1990 мм,,Беларусь,,,0,https://entero.ru/manuals/246610/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%91%D0%95%D0%9B%D0%A2%D0%9E%D0%A0%D0%93%D0%9C%D0%90%D0%A8%20%D0%9F%D0%9B%D0%9C-400.jpg;https://entero.ru/manuals/246629/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%9F%D0%9B%D0%9C-400.png;https://entero.ru/manuals/246666/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,150 кг,,нержавеющая сталь,420 мм,260 мм,3280 мм,
https://cdn.entero.ru/mp@2x/0b/5e/0b5e1aa4ff76788d568831aaf7d08d7b.jpg,Пила для мяса Kocateq JG1650E,32707,59634,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/122054,"<p>Настольная пила для мяса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122054"">Kocateq JG1650E</a></b> используется на предприятиях общественного питания и торговли для распиловки замороженного и свежего мяса и костей на куски. Корпус выполнен из эмалированной нержавеющей стали, детали, контактирующие с продуктом, - из нержавеющей стали AISI 202.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Специальный экран-толкатель для защиты рук оператора</li>
<li>Ленточное полотно, натянутое между 2 вращающимися шулями для распиловки</li>
<li>Контролируемое натяжение полотна, предотвращающее его перетягивание</li>
<li>Кнопка аварийной остановки</li>
<li>Датчики установки крышки предотвращают работу с открытым пильным полотном</li>
<li>Фиксируемая направляющая для регулировки толщины нарезаемого куска</li>
<li>Регулируемые ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условная скорость нарезания: 15 м/сек.</li>
<li>Размер полотна: 1650х16 мм</li>
<li>Диаметр приводных колес: 210 мм</li>
<li>Габариты в упаковке: 600х570х960 мм</li>
</ul>",122054,настольная,380 В,0.9 кВт,564 мм,505 мм,910 мм,,Ю. Корея,,,0,https://entero.ru/manuals/278965/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20JG1650E.pdf,64820,,,,эмалированная сталь,225 мм,160 мм,1650 мм,500х400 мм
https://cdn.entero.ru/mp@2x/d8/63/d863fb3fd11cc32dd3e6cd242bd53918.jpg,Пила для резки мяса Apach ASW155 220В краш.,ASW155 1Ф,136344,RUB,Нет,Apach,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/59831,"<p>Пила <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59831""><b class=""b"">Apach ASW155</b></a> предназначена для резки мяса, птицы и рыбы на куски нужного размера на предприятиях общественного питания и торговли. Модель оснащена встроенным дозатором отреза и толкателем мяса, который повышает безопасность работы персонала. Натяжение ножовочного полотна регулируется. Корпус выполнен из металлического сплава с покрытием из нитроэмали, рабочая поверхность - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая высота отреза: 150 мм</li>
<li>Габариты в упаковке: 900х520х400 мм</li>
</ul>",59831,настольная,220 В,0.75 кВт,440 мм,370 мм,810 мм,,Италия,,,0,https://entero.ru/manuals/107112/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20ASW155.pdf;https://entero.ru/manuals/81358/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/288564/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20ASW155%20220%D0%92%20%D0%BA%D1%80%D0%B0%D1%88..pdf;https://entero.ru/manuals/288566/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%20Cook%20Line.pdf;https://entero.ru/manuals/521735/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,148200,https://vk.com/video_ext.php?oid=-177656185&id=456240324&hd=2&autoplay=0,32 кг,,металлический сплав,250 мм,170 мм,1550 мм,330х330 мм
https://cdn.entero.ru/mp@2x/64/28/64289a38f56b8144975b97581f7b2716.jpg,"Пила ленточная FIMAR SE2020A 380В, анодированная",2020/SE2020AX405T,227172,RUB,Нет,FIMAR,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/124919,"<p>Ленточная пила <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124919""><b class=""b"">FIMAR 2020А</b></a> предназначена для нарезки на куски свежего и замороженного мяса, рыбы и птицы на предприятиях общественного питания и торговли. Модель оснащена аварийной кнопкой, микровыключателем на крышке и тормозом двигателя. Полотно выполняет ровный, гладкий срез без дробления кости. Рабочая поверхность, направляющая пилы и толкатель для мяса выполнены из нержавеющей стали. Корпус изготовлен из анодированного алюминия. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулятор высоты и толщины реза</li>
<li>Дозатор</li>
<li>Рабочая поверхность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры стойки: 550x570x650 мм</li>
<li>Габариты в упаковкее: 1150х560х570 мм</li>
</ul>",124919,напольная,380 В,0.9 кВт,750 мм,500 мм,1070 мм,,Италия,,,0,https://entero.ru/manuals/134215/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf;https://entero.ru/manuals/312664/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%202020%D0%90.pdf;https://entero.ru/manuals/375923/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20FIMAR%20SE2020A%20380%D0%92_%20%D0%B0%D0%BD%D0%BE%D0%B4%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F.pdf;https://entero.ru/manuals/375924/%D0%9B%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%BA%D0%B0%20%28%D1%80%D1%83%D1%81.%20+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29%20%D0%BD%D0%B0%20FIMAR%20SE2020A%20380%D0%92_%20%D0%B0%D0%BD%D0%BE%D0%B4%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F.pdf;https://entero.ru/manuals/375925/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/375926/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/375927/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,244271,,52 кг,,анодированный алюминий,230 мм,340 мм,2020 мм,535x500 мм
https://cdn.entero.ru/mp@2x/05/5e/055e19b4958c10b0d01fd8db9a220eb7.jpg;https://cdn.entero.ru/mp@2x/69/0d/690d7a31b502fb837fa0e8ab3ef2848d.jpg;https://cdn.entero.ru/mp@2x/17/4d/174d2ba46fb3bf856474d80a9714256d.jpg;https://cdn.entero.ru/mp@2x/76/ae/76aec4d051d79ff00ead57d0e0210666.jpg;https://cdn.entero.ru/mp@2x/10/b4/10b4b86f65434da9ac7dda80089b8db4.jpg,Пила для мяса Sirman SO 2400 INOX 3 COLONNA 380В,SO-2400 INOX 3 COLONNA 3 Ф,416310,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/74918,"<p>Пила для мяса <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74918""><b class=""b"">Sirman SO 2400 INOX 3 COLONNA</b></a> предназначена для разделки мяса, птицы и рыбы на куски нужного размера на предприятиях общественного питания и торговли. Модель оснащена асинхронным монофазным двигателем с вентиляцией, с теплозащитой и герметичным маслоотражателем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Команды управления с микровыключателем на дверце и ящике, блок управления с дублированием и тормоз двигателя</li>
<li>Быстрое разблокирование верхнего шкива упрощает очистку и замену резака</li>
<li>Корпус из нержавеющей стали AISI 304</li>
<li>Команды управления из нержавеющей стали IP 67</li>
<li>Калиброванные шкивы из алюминия с алмазным напылением</li>
<li>Герметичные подшипники на верхнем шкиве</li>
<li>Взаимоблокирующийся ящик для сбора отходов доступный снаружи</li>
<li>Легкоснимаемая дверца для упрощения очистки</li>
<li>Легкоснимаемые и легкозаменяемые скребки</li>
</ul>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Шкив: 300 мм</li>
<li>Габариты в упаковке: 1050x950x1900 мм</li>
</ul>

<p><b>Опции (заказываются отдельно): </b></p>

<ul>
<li>Скользящая тележка</li>
<li>Быстрые двигатели для специальной резки замороженного продукта</li>
<li>Шкив SO2400 с отделкой кромки из нержавеющей стали AISI 304</li>
</ul>",74918,напольная,380 В,1.3 кВт,715 мм,750 мм,1670 мм,,Италия,,,0,https://entero.ru/manuals/419578/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20SO%202400%20INOX%203%20COLONNA.pdf;https://entero.ru/manuals/46820/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20SO%202400%20INOX%203%20COLONNA.jpg;https://entero.ru/manuals/419579/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72981/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,112 кг,,нержавеющая сталь,,,2400 мм,575x705 мм
https://cdn.entero.ru/mp@2x/b8/09/b80929c5401f17976c35491bf0b4256d.jpg;https://cdn.entero.ru/mp@2x/8c/b3/8cb3656f72baf6777b7248e2d3910869.jpg;https://cdn.entero.ru/mp@2x/41/03/4103554213a53eb1aeb5c983c8f6bbf0.jpg,Пила ленточная Roal Meat J128,Пила ленточная Roal Meat J128,39570,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/261678,"<p>Ленточная пила <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/261678""><b class=""b"">Roal Meat J128</b></a> предназначена для нарезки на куски свежего и замороженного мяса, рыбы и птицы в небольших цехах, столовых, ресторанах, магазинах и других предприятиях общественного питания и торговли. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
<li>Скорость полотна: 10 м/сек</li>
<li>Диаметр бобины: 128 мм</li>
</ul>",261678,напольная,220 В,0.65 кВт,510 мм,410 мм,750 мм,,Китай,,,0,https://entero.ru/manuals/323222/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roal%20Meat%20J128.pdf,,,27 кг,,,200 мм,100 мм,,
https://cdn.entero.ru/mp@2x/0d/05/0d05e6fc7291149f705fff341a76897e.jpg,Пила ленточная Roal Meat W120AE,Пила ленточная Roal Meat W120AE,43112,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/271224,"<p>Ленточная пила <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271224"">Roal Meat W120AE</a> </b>предназначена для нарезки на куски свежего и замороженного мяса, рыбы и птицы на предприятиях общественного питания и торговли. Модель оснащена механической панелью управления. Корпус и рабочая поверхность выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокая эффективность</li>
<li>Низкое энергопотребление </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость пильного полотна: 9 м/сек.</li>
<li>Диаметр шкива: 128 мм </li>
<li>Высота / ширина пропила: 200 / 100 мм </li>
<li>Размер ленточного полотна: 1200х15,5х0,4 мм</li>
</ul>",271224,напольная,220 В,0.65 кВт,507 мм,410 мм,760 мм,,Китай,,,0,https://entero.ru/manuals/333836/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roal%20Meat%20W120AE.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/c5/f2/c5f20d345b67645363053663b788c4db.jpg,Пила для мяса Foodatlas HR-250,Пила для мяса Foodatlas HR-250,53049,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/345152,"<p>Напольная ленточная пила <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345152"">Foodatlas HR-250</a></b> предназначена для нарезки на порционные куски свежих и замороженных мясных продуктов, птицы и рыбы на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена неподвижным столом и рычажным выключателем. Корпус выполнен из нержавеющей стали, упаковка – фанерный ящик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка высоты и толщины реза</li>
<li>Регулировка натяжения режущего полотна</li>
<li>Кнопка аварийной остановки</li>
<li>Устойчивые массивные опоры</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость движения полотна: 19 м/с</li>
</ul>",345152,напольная,220 В,1.5 кВт,490 мм,490 мм,870 мм,45 кг,Китай,1,575x550x965 мм,0,https://entero.ru/manuals/456911/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.pdf,55841,,34 кг,,нержавеющая сталь,250 мм,180 мм,1650 мм,490Х440 мм
