Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Тип установки,Применение,Инфракрасный нагрев,Количество зон нагрева / ламп,Гастронормированный,Размер зоны нагрева
https://cdn.entero.ru/mp@2x/b9/a3/b9a3c3a418de3c39b9c95b740e78f36e.jpg,Лампа-подогреватель Kocateq DH637G,Лампа-подогреватель Kocateq DH637G,11634,RUB,Нет,Kocateq,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/73688,"<p>Лампа-подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73688"">Kocateq DH637G</a></b> используется на предприятиях общественного питания и торговли для поддержания тарелок, готовых блюд и продуктов в разогретом состоянии. Источником инфракрасного излучения является ИК-элемент, который создает на поверхности тепловое пятно круглой формы при помощи декоративного рефлектора со специальным внутренним покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стандартный цоколь E27</li>
<li>Выключатель в верхней поверхности рефлектора</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр:
<ul>
<li>Плафон: 190 мм</li>
<li>Тепловое пятно: 440 мм</li>
</ul>
</li>
<li>Длина провода: 700-1400 мм</li>
<li>Цвет: золотой</li>
</ul>",73688,,220 В,0.25 кВт,220 мм,220 мм,340 мм,,Ю. Корея,,,0,https://entero.ru/manuals/111148/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,12246,,,подвесной,"для блюд, для тарелок",Да,1,,
https://cdn.entero.ru/mp@2x/43/03/4303c59cf9d84a3dbc5184214f227fed.jpg,Подогреваемая столешница Kocateq R500NW,32699,12024,RUB,Нет,Kocateq,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/177028,"<p>Подогреваемая столешница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/177028"">Kocateq R500NW</a></b> используется на предприятиях общественного питания и торговли для выкладки и подогрева пиццы. Модель оснащена аналоговым 7-позиционным регулятором мощности нагрева. Гладкая поверхность выполнена из нержавеющей стали, корпус - из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Специальный плоский нагревательный элемент, обеспечивающий равномерный нагрев по всей поверхности</li>
<li>Устанавливается на ножках</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр пиццы: до 350 мм</li>
<li>Толщина стенок корпуса: 0,8 мм</li>
<li>Высота ножек: 20 мм</li>
</ul>",177028,,220 В,0.25 кВт,500 мм,370 мм,65 мм,,Ю. Корея,,,0,https://entero.ru/manuals/278497/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20R500NW.pdf,,,,настольный,для блюд,,1,,500х370 мм
https://cdn.entero.ru/mp@2x/37/70/3770109a768673d6cc74d0468b5a1fb8.jpg,Подогреватель чашек EKSI Cup Warmer 2S,Подогреватель чашек EKSI Cup Warmer 2S,21350,RUB,Нет,EKSI,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/94386,"<p>Подогреватель чашек <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94386"">EKSI Cup Warmer 2S</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена 2 полками с независимой регулировкой температуры.</p>",94386,,220 В,0.14 кВт,350 мм,322 мм,552 мм,,Китай,,,0,,,,10.62 кг,настольный,для чашек,,2,,
https://cdn.entero.ru/mp@2x/ea/87/ea87f081e34a9bf60542c11771959c61.jpg,Поверхность тепловая Gastrolux ВТП-076/С,Поверхность тепловая Gastrolux ВТП-076/С,35166,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65761,"<p>Встраиваемая тепловая поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65761""><b class=""b"">Gastrolux ВТП-076/С</b></a> предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Столешница выполнена из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 2х GN 1/1</li>
<li>Размер врезки: 738x618 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65761,от 30 до 80 °C,220 В,0.3 кВт,760 мм,640 мм,120 мм,,Россия,,,0,https://entero.ru/manuals/488670/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,36631,,8.5 кг,встраиваемый,для блюд,,,Да,
https://cdn.entero.ru/mp@2x/c3/9e/c39ed8dcbb1f6cf665c9b582910a1db8.jpg,Поверхность тепловая Gastrolux ВТП-106/Н,Поверхность тепловая Gastrolux ВТП-106/Н,37203,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65642,"<p>Встраиваемая тепловая поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65642""><b class=""b"">Gastrolux ВТП-106/Н</b></a> предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Столешница выполнена из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 978х578 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65642,от 30 до 80 °C,220 В,0.4 кВт,1000 мм,600 мм,120 мм,,Россия,,,0,https://entero.ru/manuals/488716/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,10.5 кг,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/c8/99/c8995dedcf35091b14fb08acd0425d30.jpg,Поверхность тепловая Gastrolux ВТП-106/С,Поверхность тепловая Gastrolux ВТП-106/С,42090,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65762,"<p>Встраиваемая тепловая поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65762""><b class=""b"">Gastrolux ВТП-106/С</b></a> предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Столешница выполнена из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 3х GN 1/1</li>
<li>Размер врезки: 1063x618 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65762,от 30 до 80 °C,220 В,0.45 кВт,1085 мм,640 мм,120 мм,,Россия,,,0,https://entero.ru/manuals/488669/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,44777,,12.2 кг,встраиваемый,для блюд,,,Да,
https://cdn.entero.ru/mp@2x/bf/11/bf11053a5900b99699a0fb47358fb517.jpg;https://cdn.entero.ru/mp@2x/81/78/8178a84b269e5824327f48c668591f4f.jpg,Подогреваемая столешница Kocateq DH4818,DH 4818,42090,RUB,Нет,Kocateq,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/54066,"<p>Подогреваемая столешница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/54066"">Kocateq DH4818</a></b> используется на предприятиях общественного питания и торговли для поддержания готовых блюд в горячем виде. Модель оснащена цифровым термостатом для регулировки температуры и защитным термостатом, автоматически отключающим напряжение для предотвращения перегрева. Поверхность выполнена из стеклокерамики, корпус - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Кварцевое стекло поверхности пропускает ИК-излучение спирального нагревательного элемента в направлении размещенного на нем продукта</li>
<li>Поверхность герметично вделана в корпус</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстия для встраивания: 1200х455 мм</li>
<li>Габариты в упаковке: 1410х530х130 мм</li>
</ul>",54066,,220 В,0.84 кВт,1250 мм,495 мм,60 мм,,Ю. Корея,,,0,https://entero.ru/manuals/111298/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278500/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20DH4818.pdf,44305,,,встраиваемый,для блюд,Да,3,,450х450 мм
https://cdn.entero.ru/mp@2x/00/25/00252a7f5bad3eb28906fc8c13d2930c.jpg;https://cdn.entero.ru/mp@2x/29/2b/292b90bdc2a4e030d52a69cf2ff56feb.jpg,Лампа-подогреватель Scholl 24000B/C,24000B/C (B0041),62711,RUB,Нет,Scholl,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/197171,"<p>Лампа-подогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/197171""><b class=""b"">Scholl 24000 B/G</b></a> используется на предприятиях общественного питания и торговли для кратковременного поддержания в разогретом состоянии сервированных горячих блюд и готовых горячих продуктов. Поддержание температуры осуществляется по принципу передачи ИК-излучения от лампы на подогреваемую поверхность. За счет инфракрасного излучения помимо нагрева происходит частичная стерилизация продукта.</p>

<p>В комплект поставки входит белая инфракрасная лампа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подключается в стандартную розетку напряжением 220 В</li>
<li>Основание лампы из нержавеющей стали цвета хром</li>
<li>Кронштейн и плафон из полированной нержавеющей стали цвета хром</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная масса подогреваемых продуктов: 1 кг</li>
<li>Размеры основания: 200х200х40 мм</li>
<li>Габариты в упаковке: 100х260х280 мм</li>
</ul>",197171,от 40 до 60 °C,220 В,0.25 кВт,200 мм,200 мм,700 мм,,Германия,,,0,https://entero.ru/manuals/398327/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Scholl%2024000B_C.pdf;https://entero.ru/manuals/398329/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,настольный,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/8b/bc/8bbc83619f7a9aeb0f527c8db6f68bbc.jpg,Лампа-подогреватель Empero EMP.AD.11060 дерево,EMP.AD 11060 / Лампа подогрева EMP'.AD.11060,128332,RUB,Нет,Empero,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/124559,"<p>Лампа-подогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124559""><b class=""b"">Empero EMP.AD.11060</b></a> используется на предприятиях общественного питания и торговли для кратковременного поддержания в разогретом состоянии сервированных горячих блюд и готовых горячих продуктов. Модель оснащена цифровой панелью управления. Корпус выполнен из древесины.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Съемный козырек для защиты продуктов от попадания пыли и посторонних частиц</li>
<li>Регулируемые ножки</li>
<li>Гигиенична и легко чистится</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 3х GN 1/1</li>
<li>Толщина рабочей поверхности: 1,5 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",124559,от 30 до 90 °C,220 В,1.8 кВт,1115 мм,600 мм,750 мм,,Турция,,,0,https://entero.ru/manuals/133391/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Empero%202019.pdf,135086,,45 кг,настольный,для блюд,,2,Да,
https://cdn.entero.ru/mp@2x/fd/09/fd090d49445af4bcdc325284fe7238b0.jpg,Диспенсер для тарелок тепловой КАМИК 312498,Диспенсер для тарелок тепловой КАМИК 312498,134473,RUB,Нет,КАМИК,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/100827,"<p>Тепловой диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/100827"">КАМИК 312498</a></b> используется на предприятиях общественного питания и выездных банкетах для хранения, подогрева и транспортировки тарелок с соблюдением правильного температурного режима, гигиенических норм и правил. Модель оснащена 2 отделениями для хранения посуды и колесами. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр тарелок: от 180 до 280 мм</li>
<li>Вместимость: 30 тарелок высотой 1,5 см</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",100827,от 30 до 85 °C,220 В,1 кВт,460 мм,850 мм,900 мм,,Россия,,,0,,141551,,,напольный,для тарелок,,,,
https://cdn.entero.ru/mp@2x/51/e5/51e5fa8c3af59f9e5f99646e579d5c92.jpg,Диспенсер для тарелок тепловой КАМИК 312499,Диспенсер для тарелок тепловой КАМИК 312499,140375,RUB,Нет,КАМИК,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/100828,"<p>Тепловой диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/100828"">КАМИК 312499</a></b> используется на предприятиях общественного питания и выездных банкетах для хранения, подогрева и транспортировки тарелок с соблюдением правильного температурного режима, гигиенических норм и правил. Модель оснащена 2 отделениями для хранения посуды и колесами. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр тарелок: от 260 до 310 мм</li>
<li>Вместимость: 30 тарелок высотой 1,5 см</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",100828,от 30 до 85 °C,220 В,1 кВт,520 мм,880 мм,900 мм,,Россия,,,0,,,,,напольный,для тарелок,,,,
https://cdn.entero.ru/mp@2x/48/59/485948b1c3af16a719954b0b09c277d3.jpg,Поверхность тепловая Gastrolux ВТП-146/К Pure Black,Поверхность тепловая Gastrolux ВТП-146/К Pure Black,142284,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65671,"<p>Встраиваемая тепловая поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65671""><b class=""b"">Gastrolux ВТП-146/К</b></a> предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Корпус выполнен из нержавеющей стали, столешница - из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 1366х506 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65671,от 30 до 80 °C,220 В,0.6 кВт,1400 мм,600 мм,120 мм,,Россия,,,0,https://entero.ru/manuals/488687/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,154657,,,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/27/46/274616fe9bccfc1120c46f06f3941846.jpg,Шкаф тепловой Alto-Shaam 500-S,500SHD / 500-S/HD / 33309,292952,RUB,Нет,Alto-Shaam,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/34621,"<p>Тепловой шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34621"">Alto-Shaam 500-S</a></b> предназначен для поддержания в горячем состоянии готовых блюд на предприятиях общественного питания. Модель оснащена цифровой системой управления с ЖК-дисплеем, вентиляцией двери, антимикробной ручкой и 4 роликами, 2 из которых со стопорами. Корпус выполнен из листовой нержавеющей стали толщиной 0,95 мм, камера - из нержавеющей стали, направляющие - из хромированной стали.</p>

<p>В комплект поставки входят 2 хромированные решетки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология Halo Heat® обеспечивает равномерное распределение тепла и позволяет поддерживать точную температуру</li>
<li>Система восстановления тепла SureTemp™ компенсирует любое тепло, теряемое при открывании двери</li>
<li>Цифровая технология управления быстро фиксирует снижение температуры и активирует нагрев, сокращая время восстановления</li>
<li>Конструкция без использования воды</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 47,5 л</li>
<li>Вместимость: 6х GN 1/1 глубиной 65 мм / 3х GN 1/1 глубиной 100 мм / 11х 457x330 глубиной 25 мм</li>
<li>Расстояние между направляющими: 35 мм</li>
<li>Габариты в упаковке: 584x889х1041 мм</li>
</ul>",34621,от 16 до 93 °C,220 В,0.95 кВт,483 мм,670 мм,852 мм,,США,,,0,https://entero.ru/manuals/123249/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Alto-Shaam%20500-S.pdf;https://entero.ru/manuals/123250/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Alto-Shaam.pdf,315002,,50 кг,напольный,для блюд,,1,Да,362x546х507 мм
https://cdn.entero.ru/mp@2x/58/b6/58b6e683e91a40c3bd538f58411251e4.jpg,Лампа-подогреватель Kocateq DH637R NW,DH 637R NW 33225,4785,RUB,Нет,Kocateq,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/168020,"<p>Лампа-подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168020"">Kocateq DH637R NW</a> </b>используется на предприятиях общественного питания и торговли для поддержания тарелок, готовых блюд и продуктов в разогретом состоянии. Источником инфракрасного излучения является ИК-элемент, который создает на поверхности тепловое пятно круглой формы при помощи декоративного рефлектора со специальным внутренним покрытием.</p>

<p>В комплект поставки входит ИК-лампа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стандартный цоколь E27</li>
<li>Выключатель в верхней поверхности рефлектора</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр:
<ul>
<li>Плафон: 185 мм</li>
<li>Тепловое пятно: 440 мм</li>
</ul>
</li>
<li>Высота плафона: 225 мм</li>
<li>Цвет плафона: красный</li>
</ul>",168020,,220 В,0.275 кВт,185 мм,185 мм,1500 мм,,Ю. Корея,,,0,,,,,подвесной,"для блюд, для тарелок",Да,1,,
https://cdn.entero.ru/mp@2x/70/66/706656491efc0cf3045b452dd824595e.jpg;https://cdn.entero.ru/mp@2x/40/72/4072cd924b9d55b5b7a8e02064434dd9.jpg;https://cdn.entero.ru/mp@2x/ec/be/ecbe530811402370e3e9dfb4cf989e93.jpg;https://cdn.entero.ru/mp@2x/b3/01/b3019e65531879c102f451643e9479a1.jpg;https://cdn.entero.ru/mp@2x/c4/6c/c46cf861bbcd3fa8e1ff38d80406b110.jpg;https://cdn.entero.ru/mp@2x/76/f1/76f152876d1bba75c6598eeb865d31de.jpg;https://cdn.entero.ru/mp@2x/52/ff/52ff29d62945098d53f22662336f33c6.jpg;https://cdn.entero.ru/mp@2x/c6/5e/c65ef6a125a72f938270be012b265ee9.jpg,Лампа для подогрева EKSI EL-775-R Black,Лампа для подогрева EKSI EL-775-R Black,4885,RUB,Нет,EKSI,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/94345,"<p>Лампа для подогрева <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94345""><b class=""b"">EKSI EL-775-R</b></a> предназначена для поддержания блюд в теплом состоянии на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте и расположенным сверху выключателем. Корпус выполнен из крашеного металла.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Рабочая высота: от 600 до 1800 мм</li>
<li>Цвет: черный</li>
</ul>",94345,,220 В,0.25 кВт,270 мм,270 мм,690 мм,1.7 кг,Китай,1,315x315x375 мм,0,https://entero.ru/manuals/478110/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20EL-775-R%20Black.pdf;https://entero.ru/manuals/498434/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,1 кг,подвесной,для блюд,Да,1,,270 мм
https://cdn.entero.ru/mp@2x/27/d2/27d2638b56b4a1a1b8cf0a43247e7f9e.jpg,Лампа-подогреватель Kocateq DH637B NW,DH 637B NW 33226,4942,RUB,Нет,Kocateq,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/168023,"<p>Лампа-подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168023"">Kocateq DH637B NW</a> </b>используется на предприятиях общественного питания и торговли для поддержания тарелок, готовых блюд и продуктов в разогретом состоянии. Источником инфракрасного излучения является ИК-элемент, который создает на поверхности тепловое пятно круглой формы при помощи декоративного рефлектора со специальным внутренним покрытием.</p>

<p>В комплект поставки входит ИК-лампа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стандартный цоколь E27</li>
<li>Выключатель в верхней поверхности рефлектора</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр:
<ul>
<li>Плафон: 185 мм</li>
<li>Тепловое пятно: 440 мм</li>
</ul>
</li>
<li>Высота плафона: 225 мм</li>
<li>Цвет плафона: синий</li>
</ul>",168023,,220 В,0.275 кВт,185 мм,185 мм,1500 мм,,Ю. Корея,,,0,,,,,подвесной,"для блюд, для тарелок",Да,1,,
https://cdn.entero.ru/mp@2x/2e/f7/2ef78a0e179f8c9fa63f0d31b75ceb43.jpg,Лампа-подогреватель Kocateq DH637BK NW,DH 637BK NW 33224,4942,RUB,Нет,Kocateq,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/168030,"<p>Лампа-подогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168030""><b class=""b"">Kocateq DH637B NW </b></a>используется на предприятиях общественного питания и торговли для поддержания тарелок, готовых блюд и продуктов в разогретом состоянии. Источником инфракрасного излучения является ИК-элемент, который создает на поверхности тепловое пятно круглой формы при помощи декоративного рефлектора со специальным внутренним покрытием.</p>

<p>В комплект поставки входит ИК-лампа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стандартный цоколь E27</li>
<li>Выключатель в верхней поверхности рефлектора</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр:
<ul>
<li>Плафон: 185 мм</li>
<li>Тепловое пятно: 440 мм</li>
</ul>
</li>
<li>Высота плафона: 225 мм</li>
<li>Цвет плафона: черный</li>
<li>Габариты упаковки: 220х220х400 мм</li>
</ul>",168030,,220 В,0.275 кВт,185 мм,185 мм,1500 мм,,,,,0,,,,,подвесной,"для блюд, для тарелок",Да,1,,
https://cdn.entero.ru/mp@2x/86/e7/86e766759e2297960ef95352dee1cf5a.jpg;https://cdn.entero.ru/mp@2x/dc/f2/dcf29df54deb62507f12c0d1d18fcca9.jpg;https://cdn.entero.ru/mp@2x/04/60/0460526fed6c7229f7f06d8fa2b5ac45.jpg;https://cdn.entero.ru/mp@2x/d7/76/d776594df401b54be8835398dcbcdb70.jpg;https://cdn.entero.ru/mp@2x/64/26/64266f0657018b854a0d792c2704296f.jpg,Подогреватель инфракрасный CuisinAid CD-A032BR бронза,Подогреватель инфракрасный CuisinAid CD-A032BR бронза,5320,RUB,Нет,,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/309584,"<p>Подвесной подогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/309584""><b class=""b"">CuisinAid CD-A032BR</b></a> используется на предприятиях общественного питания и торговли для поддержания тарелок, готовых блюд и продуктов в разогретом состоянии с помощью инфракрасного излучения. Модель оснащена тумблером-выключателем. Корпус выполнен из металла с внешним покрытием бронзового оттенка.</p>

<p>В комплект поставки входят лампа и набор крепежа. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина подвесного кабеля: 150±10 мм</li>
<li>Габариты в упаковке: 260х230х370 мм</li>
</ul>",309584,от 30 до 50 °C,220 В,0.25 кВт,180 мм,180 мм,300 мм,,Китай,,,0,,6821,,0.85 кг,подвесной,"для тарелок, для чашек, для блюд",Да,1,,
