Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Количество роликов,Поддон для сбора жира,Экран,Ширина загрузки,Количество термостатов,Ящик для подогрева булочек
https://cdn.entero.ru/mp@2x/49/0a/490aa0a5c00d2cb6ad701454f9d9f351.jpg,Гриль роликовый ROAL RG-05,Гриль роликовый ROAL RG-05,9040,RUB,Нет,ROAL,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/324629,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/324629"">ROAL RG-05</a> </b>предназначен для подогрева, обжаривания и поддержания в горячем виде сосисок, сарделек, наггетсов и аналогичной продукции на предприятиях общественного питания и торговли. Модель оснащена рабочей поверхностью в виде вращающихся роликов. Корпус и ролики выполнены из нержавеющей стали.</p>

<p><b> Особенности:</b></p>

<ul>
<li>Ролики с антипригарным тефлоновым покрытием</li>
</ul>",324629,220 В,1 кВт,560 мм,255 мм,190 мм,8 кг,1,570x270x210 мм,0,,,,7 кг,,Китай,,5,,,1 мм,,
https://cdn.entero.ru/mp@2x/5e/c1/5ec158464abcd6ca28696b799e9f0867.jpg,Гриль роликовый Starfood HD-05,Гриль роликовый Starfood HD-05,9900,RUB,Нет,Starfood,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/25668,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25668"">Starfood HD-05</a> </b>предназначен для обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и торговли. Постоянное вращение роликов способствует прожариванию продуктов со всех сторон. Корпус выполнен из нержавеющей стали.</p>",25668,220 В,0.75 кВт,580 мм,255 мм,180 мм,,,,0,,,,7.5 кг,Тайвань,Китай,,5,,,,1,
https://cdn.entero.ru/mp@2x/29/54/2954f0d6fdcd7ab83a1792f74bfbcad3.jpg,Гриль роликовый ROAL RG-07,Гриль роликовый ROAL RG-07,10357,RUB,Нет,ROAL,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/324620,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/324620"">ROAL RG-07</a> </b>предназначен для подогрева, обжаривания и поддержания в горячем виде сосисок, сарделек, наггетсов и аналогичной продукции на предприятиях общественного питания и торговли. Модель оснащена рабочей поверхностью в виде вращающихся роликов. Корпус и ролики выполнены из нержавеющей стали.</p>

<p><b> Особенности:</b></p>

<ul>
<li>Ролики с антипригарным тефлоновым покрытием</li>
</ul>",324620,220 В,1.4 кВт,560 мм,330 мм,190 мм,10 кг,1,575x350x210 мм,0,,,,9 кг,,Китай,,7,,,,,
https://cdn.entero.ru/mp@2x/77/6d/776dc54d06fb266e48ce58a67a071201.jpg;https://cdn.entero.ru/mp@2x/4d/e2/4de2bf0ba9af753a0058b7de020f9d4d.jpg,Гриль комбинированный ATESY Арбат КГ-7.1П-440-01,Комби-гриль АРБАТ КГ-7.1П-440-01,96846,RUB,Нет,ATESY,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/124037,"<p>Комбинированный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124037"">ATESY Арбат КГ-7.1П-440-01</a></b> используется на предприятиях общественного питания и торговли для обжаривания сосисок, сарделек, мясных и рыбных батончиков цилиндрической формы, полуфабрикатов котлет и других продуктов питания. Модель оснащена ступенчатой системой регулировки температуры нагрева роликов и жарочной поверхности. Все корпусные элементы, включая ролики, выполнены из пищевой нержавеющей стали, жарочная поверхность имеет антипригарное покрытие.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 функциональные зоны: зона обжаривания сосисок и зона обжаривания котлет</li>
<li>Раздельное включение зон приготовления сосисок и котлет</li>
<li>Ступенчатые регуляторы, расположенные на передней части гриля, для независимой регулировки температуры роликов и жарочной поверхности</li>
<li>Диаметр роликов и оптимальная скорость вращения обеспечивают равномерную прожарку сосисок</li>
<li>Каждый ролик нагревается изнутри своим ТЭНом, что позволяет обеспечить равномерную температуру по всей длине ролика, а также поддерживать необходимую температуру на поверхности ролика</li>
<li>Вращение роликов осуществляется электродвигателем</li>
<li>Легкосъемная жарочная поверхность для котлет облегчает санитарную обработку</li>
<li>Раздельные легкосъемные поддоны для сбора стекающего жира под секциями приготовления сосисок и котлет</li>
<li>Ролики из пищевой нержавеющей стали позволяют проводить санитарную обработку механическими и химическими средствами</li>
</ul>

<p><b>Дополнительные храктеристики:</b></p>

<ul>
<li>Количество секций для котлет: 1 шт.</li>
<li>Количество одновременно приготавливаемых сосисок: от 14 до 18 шт.</li>
<li>Количество одновременно приготавливаемых котлет: 6 шт.</li>
<li>Время разогрева до макс. температуры: 10 мин.</li>
<li>Время приготовления при полной загрузке: от 8 до 10 мин.</li>
<li>Скорость вращения роликов: 2 об./мин.</li>
<li>Размер жарочной поверхности: 410х160 мм</li>
</ul>",124037,220 В,1.66 кВт,585 мм,535 мм,300 мм,23 кг,1,600x600x360 мм,0,https://entero.ru/manuals/132263/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%90%D1%80%D0%B1%D0%B0%D1%82%20%D0%9A%D0%93-7.1%D0%9F-440-01.pdf;https://entero.ru/manuals/132264/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/280417/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240319&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239773&hd=2&autoplay=0,21 кг,Россия,Россия,,7,Да,,,,
https://cdn.entero.ru/mp@2x/c1/a9/c1a9c56e9cbbb76c0ce9597a75443385.jpg;https://cdn.entero.ru/mp@2x/84/80/84803ab96b08847d864e8784841e4de7.jpg;https://cdn.entero.ru/mp@2x/82/e9/82e947129f2f793ff69a5e190e55f08e.jpg;https://cdn.entero.ru/mp@2x/12/7a/127abc61012b88e07b67385fb1ec3b16.jpg;https://cdn.entero.ru/mp@2x/d0/cb/d0cb56ab827231d1255ac67f2c929c4b.jpg;https://cdn.entero.ru/mp@2x/76/e3/76e3d8831958f2209e1323090c34f036.jpg,Гриль роликовый Foodatlas CY-7A (со створками),CY-7A Foodatlas (со створками),0,RUB,Нет,Foodatlas,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/87145,"<p>Роликовый гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87145""><b class=""b"">Foodatlas CY-7A</b></a> предназначен для быстрого равномерного обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и торговли. Модель оснащена 2 терморегуляторами, 7 ТЭНами, защитными створками и подсветкой. Корпус, ролики и поддон выполнены из нержавеющей стали.</p>

<p><b>Дополнительные храктеристики:</b></p>

<ul>
<li>Производительность: 24 шт.</li>
<li>Температурный режим: от 50 до 300 °С</li>
<li>Ширина ролика: 470 мм</li>
<li>Габариты в упаковке: 630x375x530 мм</li>
</ul>

<p><br>
<em>* Производительность указана для сосисок стандартного размера.</em></p>",87145,220 В,1.05 кВт,570 мм,320 мм,450 мм,,,,0,https://entero.ru/manuals/351309/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20CY-7A%20%28%D1%81%D0%BE%20%D1%81%D1%82%D0%B2%D0%BE%D1%80%D0%BA%D0%B0%D0%BC%D0%B8%29.pdf;https://entero.ru/manuals/496397/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,12.5 кг,Тайвань,Китай,,7,,Да,,2,
https://cdn.entero.ru/mp@2x/13/7a/137ad0ccf7309b9eff23681b849d8d29.jpg,Гриль роликовый EKSI HHD-05 рст,HHD-05,8540,RUB,Нет,EKSI,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/368447,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368447"">EKSI HHD-05 рст</a></b> предназначен для обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и уличной торговли. Постоянное вращение роликов способствует прожариванию продуктов со всех сторон. Модель оснащена терморегулятором и съемным подносом для сбора жира. Корпус и покрытие роликов выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура нагрева: 250 °С</li>
<li>Количество жарочных поверхностей: 1</li>
<li>Тип жарочной поверхности: гладкая</li>
</ul>",368447,220 В,1 кВт,560 мм,255 мм,178 мм,7.5 кг,1,631x318x212 мм,0,https://entero.ru/manuals/486217/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20EKSI.pdf;https://entero.ru/manuals/486221/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HHD-05%20%D1%80%D1%81%D1%82.doc,,,,Китай,Китай,,5,Да,,,,
https://cdn.entero.ru/mp@2x/43/ce/43ce2f019d53e85c87da51bb12a27ee3.jpg;https://cdn.entero.ru/mp@2x/fd/15/fd15c55b9a41260f44ece45bda446573.jpg,Гриль роликовый Kocateq HD05NW,32694,9925,RUB,Нет,Kocateq,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/122212,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122212"">Kocateq HD05NW</a></b> предназначен для обжаривания, подогрева и поддержания в горячем виде сосисок, сарделек, колбасок, а также мясных и рыбных батончиков цилиндрической формы на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена механическим термостатом для регулировки температуры. Корпус выполнен из нержавеющий стали AISI 430 толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Специальные ТЭНы с тепловыделением на каждый ролик</li>
<li>Двигатель с защитой от перегрева</li>
<li>Световые индикаторы нагрева</li>
<li>Выключатель напряжения на фронтальной поверхности</li>
</ul>

<p><b>Дополнительные храктеристики:</b></p>

<ul>
<li>Температурный режим: от 50 до 300 °С</li>
<li>Количество зон нагрева: 1</li>
<li>Габариты в упаковке: 600х340х220 мм</li>
</ul>",122212,220 В,1 кВт,560 мм,245 мм,170 мм,,,,0,,,,,Ю.Корея,Ю.Корея,,5,,,,1,
https://cdn.entero.ru/mp@2x/0c/a0/0ca078db86c58a32ee09f9207cba3048.jpg,Гриль роликовый Crazy Pan CP-HDG09,Гриль роликовый Crazy Pan CP-HDG09,10259,RUB,Нет,,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/303728,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/303728"">Crazy Pan CP-HDG09</a></b> предназначен для быстрого равномерного обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и торговли. Модель оснащена 2 терморегуляторами для независимой регулировки температуры в 2 зонах, функцией автоматического поддержания заданной температуры и поддоном для жира. Корпус и ролики выполнены из нержавеющей стали.</p>",303728,220 В,1.8 кВт,460 мм,410 мм,180 мм,,,,0,https://entero.ru/manuals/363947/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Crazy%20Pan%20CP-HDG09.docx;https://entero.ru/manuals/363948/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Crazy%20Pan.pdf,10799,,13 кг,,Китай,,9,Да,,,2,
https://cdn.entero.ru/mp@2x/57/53/5753e503f6186077c07c1ff4dcee70ef.jpg,Гриль роликовый Crazy Pan CP-HDG11,Гриль роликовый Crazy Pan CP-HDG11,11178,RUB,Нет,,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/303727,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/303727"">Crazy Pan CP-HDG11</a></b> предназначен для быстрого равномерного обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и торговли. Модель оснащена 2 терморегуляторами для независимой регулировки температуры в 2 зонах, функцией автоматического поддержания заданной температуры и поддоном для жира. Корпус и ролики выполнены из нержавеющей стали.</p>",303727,220 В,2.2 кВт,460 мм,480 мм,180 мм,,,,0,https://entero.ru/manuals/363945/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Crazy%20Pan%20CP-HDG11.docx;https://entero.ru/manuals/363946/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Crazy%20Pan.pdf,,,16 кг,,Китай,,11,Да,,,2,
https://cdn.entero.ru/mp@2x/59/85/5985887c754fc7a37fdfebcc21148822.jpg,Гриль роликовый Enigma IHD-11,105496,12365,RUB,Нет,Enigma,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/72272,"<p>Настольный электрический роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72272"">Enigma IHD-11</a> </b>предназначен для обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и торговли. Постоянное вращение роликов обеспечивает прожаривание продуктов со всех сторон. Оборудование оснащено электромеханическим управлением. ТЭНы и корпус выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 независимых термостата для регулировки задней / передней группы роликов</li>
<li>ТЭНы с вращением на 360°</li>
<li>Выдвижной жиросборник</li>
<li>Ролики с антипригарным покрытием</li>
</ul>",72272,220 В,2.2 кВт,580 мм,480 мм,215 мм,,,,0,https://entero.ru/manuals/506562/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,13016,,15 кг,Китай,Китай,,11,Да,,,2,
https://cdn.entero.ru/mp@2x/6a/d1/6ad185d17e2334389dae27c5745bbf06.jpg,Гриль роликовый CuisinAid CD-RG-7H,Гриль роликовый CuisinAid CD-RG-7H,12492,RUB,Нет,,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/334013,"<p>Настольный роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334013"">CuisinAid CD-RG-7H</a></b> предназначен для обжаривания, подогрева и поддержания в горячем виде сосисок, сарделек, рыбных палочек, наггетсов и аналогичной продукции на предприятиях общественного питания и торговли. Модель оснащена рабочей поверхностью в виде вращающихся роликов и электромеханической панелью управления. Корпус и ролики выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая регулировка температуры фронтальной и задней зон нагрева с помощью 2 термостатов с поворотными переключателями</li>
<li>Светодиодные индикаторы нагрева</li>
<li>Выключатель колыбельного типа</li>
<li>Съемный поддон для сбора жира</li>
<li>Устойчивые нескользящие опоры</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Диапазон рабочей температуры: от 50 до 300 °С</li>
</ul>",334013,220 В,1.4 кВт,580 мм,330 мм,215 мм,,,,0,,13578,,9 кг,Китай,Китай,,7,Да,,,2,
https://cdn.entero.ru/mp@2x/42/54/4254548de5286435aae333c50f887383.jpg,Гриль роликовый EKSI HHD-09,Гриль роликовый EKSI HHD-09,12618,RUB,Нет,EKSI,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/347373,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347373"">EKSI HHD-09</a> </b>используется для обжаривания и подогрева сосисок и колбасок для хот-догов на предприятиях общественного питания, фуд-кортах и торговых точках по продаже гриль-догов.</p>",347373,220 В,1.8 кВт,580 мм,410 мм,215 мм,9 кг,1,458x623x215 мм,0,https://entero.ru/manuals/485873/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HHD-09.doc;https://entero.ru/manuals/513029/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,Китай,Китай,,9,,,,,
https://cdn.entero.ru/mp@2x/d0/fc/d0fcfb008c481364e4044cf82b856469.jpg,Гриль роликовый EKSI HHD-11,Гриль роликовый EKSI HHD-11,14212,RUB,Нет,EKSI,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/347371,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347371"">EKSI HHD-11</a> </b>используется для обжаривания и подогрева сосисок и колбасок для хот-догов на предприятиях общественного питания, фуд-кортах и торговых точках по продаже гриль-догов. Модель оснащена 2 ручками регулировки температуры и поддоном для сбора жира. Корпус и ролики выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 250°C </li>
<li>Длина роликов: 465 мм</li>
</ul>",347371,220 В,2.2 кВт,560 мм,485 мм,178 мм,11 кг,1,628x548x217 мм,0,,14960,,,Китай,Китай,,11,Да,,,,
https://cdn.entero.ru/mp@2x/19/5d/195dba9d58ba280bb55b1ce3cf1dac2a.jpg;https://cdn.entero.ru/mp@2x/2c/e8/2ce8f9fad52ae43bd346fd6cc8e1e763.jpg,Гриль роликовый ATESY Комбат ГР-5Р-450-02,333220,45603,RUB,Нет,ATESY,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/361350,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361350"">ATESY Комбат ГР-5Р-450-02</a></b> используется на предприятиях общественного питания и торговли для обжаривания сосисок, сарделек, а также мясных и рыбных батончиков цилиндрической формы. Модель оснащена терморегулятором и индикаторной лампой. Корпус и ролики выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка мощности нагрева роликов </li>
<li>Возможность при неполной загрузке включать нагрев у части роликов </li>
<li>Легкосъемный поддон для сбора стекающего жира </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество одновременно приготавливаемых сосисок: от 4 до 12 шт.</li>
<li>Время приготовления при полной загрузке: от 8 до 14 мин.</li>
<li>Время разогрева роликов до максимальной температуры: 10 мин.</li>
<li>Длина ролика: 450 мм</li>
</ul>",361350,220 В,0.75 кВт,536 мм,240 мм,170 мм,,,,0,https://entero.ru/manuals/464369/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%BE%D0%BC%D0%B1%D0%B0%D1%82%20%D0%93%D0%A0-5%D0%A0-450-02.pdf,,,7.8 кг,Россия,Россия,,5,Да,,,,
https://cdn.entero.ru/mp@2x/c5/2d/c52d672610aeab3f33fd428123308fa8.jpg,Гриль комбинированный KAYMAN КГЭ-6-Н А,Гриль комбинированный KAYMAN КГЭ-6-Н А,45979,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/247761,"<p>Комбинированный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247761"">KAYMAN КГЭ-6-Н А</a></b> предназначен для обжаривания сосисок и котлет, используемых для приготовления хот-догов и бургеров на предприятиях общественного питания и торговли. Модель оснащена 2 рабочими зонами и 2 регуляторами температуры, расположенными на передней панели. Все корпусные элементы, включая ролики, выполнены из пищевой нержавеющей стали, жарочные секции - из углеродистой стали с антипригарным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электродвигатель для непрерывного вращения роликов и обеспечения равномерного поджаривания сосисок</li>
<li>Отдельный выключатель для запуска электродвигателя</li>
<li>Каждый ролик нагревается изнутри своим ТЭНом, что позволяет обеспечить равномерную температуру по всей длине ролика</li>
<li>Съемный поддон для жира и влаги под роликами</li>
<li>Жарочные секции легко снимаются с поверхности ТЭНов для облегчения процесса приготовления бургера и обеспечения простоты очистки</li>
<li>Котлеты укладываются вертикально под углом</li>
</ul>

<p><b>Дополнительные храктеристики:</b></p>

<ul>
<li>Количество жарочных секций для котлет: 3</li>
<li>Количество ТЭНов для котлет: 3</li>
<li>Размер жарочной секции: 410х30 мм</li>
<li>Количество одновременно приготавливаемых сосисок: от 6 до 18 </li>
<li>Количество одновременно приготавливаемых котлет: от 9 до 12</li>
<li>Время разогрева до максимальной температуры: 10 мин.</li>
<li>Время приготовления при полной загрузке: от 8 до 12 мин.</li>
<li>Габариты в упаковке: 600х600х360 мм</li>
</ul>",247761,220 В,1.66 кВт,585 мм,535 мм,300 мм,23.6 кг,1,600x600x360 мм,0,https://entero.ru/manuals/302283/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,,21.5 кг,Россия,Россия,,6,Да,,,,
https://cdn.entero.ru/mp@2x/5b/5f/5b5fefb128d562adff5b75e90ee0ab77.jpg,Гриль комбинированный KAYMAN КГЭ-7-Н А,Гриль комбинированный KAYMAN КГЭ-7-Н А,49646,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/247770,"<p>Комбинированный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247770"">KAYMAN КГЭ-7-Н А</a></b> предназначен для обжаривания сосисок и котлет, используемых для приготовления хот-догов и бургеров на предприятиях общественного питания и торговли. Модель оснащена 2 рабочими зонами и 2 регуляторами температуры, расположенными на передней панели. Все корпусные элементы, включая ролики, выполнены из пищевой нержавеющей стали, жарочная поверхность - из углеродистой стали с антипригарным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электродвигатель для непрерывного вращения роликов и обеспечения равномерного поджаривания сосисок</li>
<li>Отдельный выключатель для запуска электродвигателя</li>
<li>Каждый ролик нагревается изнутри своим ТЭНом, что позволяет обеспечить равномерную температуру по всей длине ролика</li>
<li>Съемный поддон для жира и влаги под роликами</li>
<li>Жарочная поверхность легко снимается с поверхности ТЭНов для облегчения процесса приготовления бургера и обеспечения простоты очистки</li>
</ul>

<p><b>Дополнительные храктеристики:</b></p>

<ul>
<li>Количество жарочных поверхностей для котлет: 1</li>
<li>Количество ТЭНов для котлет: 3</li>
<li>Размер жарочной поверхности: 410х160 мм</li>
<li>Количество одновременно приготавливаемых сосисок: от 6 до 18 </li>
<li>Время разогрева до максимальной температуры: 10 мин.</li>
<li>Время приготовления при полной загрузке: от 8 до 12 мин.</li>
<li>Габариты в упаковке: 600х600х360 мм</li>
</ul>",247770,220 В,1.66 кВт,585 мм,535 мм,300 мм,23.6 кг,1,600x600x360 мм,0,https://entero.ru/manuals/302284/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,53383,,21.5 кг,Россия,Россия,,7,Да,,,,
https://cdn.entero.ru/mp@2x/b5/c9/b5c9f543a4941274930dd2b0e8604213.jpg;https://cdn.entero.ru/mp@2x/dc/53/dc53846768131bed59a8f4d01b8af70f.jpg,Гриль роликовый ATESY Комбат ГР-6Р-450-02,Гриль роликовый ATESY Комбат ГР-6Р-450-02,49780,RUB,Нет,ATESY,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/361352,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361352"">ATESY Комбат ГР-6Р-450-02</a></b> используется на предприятиях общественного питания и торговли для обжаривания сосисок, сарделек, а также мясных и рыбных батончиков цилиндрической формы. Модель оснащена терморегулятором и индикаторной лампой. Корпус и ролики выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка мощности нагрева роликов </li>
<li>Возможность при неполной загрузке включать нагрев у части роликов </li>
<li>Легкосъемный поддон для сбора стекающего жира </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество одновременно приготавливаемых сосисок: от 5 до 15 шт.</li>
<li>Время приготовления при полной загрузке: от 8 до 14 мин.</li>
<li>Время разогрева роликов до максимальной температуры: 10 мин.</li>
<li>Длина ролика: 450 мм</li>
</ul>",361352,220 В,0.92 кВт,536 мм,280 мм,170 мм,,,,0,https://entero.ru/manuals/464373/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%BE%D0%BC%D0%B1%D0%B0%D1%82%20%D0%93%D0%A0-6%D0%A0-450-02.pdf,54109,,8.8 кг,Россия,Россия,,6,Да,,,,
