Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки)
https://cdn.entero.ru/mp@2x/90/b3/90b31cb388555f04ac308ecf1ea11279.jpg,Аппарат для запайки и обрезки автоматический Hualian HWS-50C,Аппарат для запайки и обрезки автоматический Hualian HWS-50C,2400187,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/304154,"<p>Автоматический аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/304154"">Hualian HWS-50C</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для крупногабаритной упаковки в пленку продуктов питания, медицинских препаратов, металлоизделий, книг, косметики и другой продукции. Модель оснащена подающей конвейерной лентой с подвижным запаечным узлом по двум осям и электромеханической панелью управления с большим информативным дисплеем. </p>

<p><span style=""color:#FF0000;"">Воздушный компрессор не входит в комплект поставки и заказывается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматические система подачи и перфорирования пленки, запайка и обрезка</li>
<li>Сервопривод с плавность процесса упаковки без отклонений</li>
<li>Точный контроль каждой упаковочной операции</li>
<li>Внутренняя система диагностики ошибок и устранения неисправностей в один клик PLC</li>
<li>Материалы упаковочной пленки: полиолефин (POF)</li>
<li>Производительность зависит от габаритов упаковываемого товара</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Давление воздуха: от 0,5 до 0,6 мПа</li>
<li>Ширина плёнки: до 550 мм</li>
<li>Расчетная производительность: до 100 шт/мин.</li>
<li>Максимальные габариты получаемой упаковки:</li>
<li>Ширина: от 250 до 300 мм</li>
<li>Высота: 150 мм </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Воздушный компрессор</li>
</ul>",304154,380 В,4000 кВт,1390 мм,2610 мм,1500 мм,,Китай,,,0,,,,
https://cdn.entero.ru/mp@2x/94/65/9465ca246be5ee7d6a7e5595bc1b03f8.jpg;https://cdn.entero.ru/mp@2x/b3/a2/b3a2d2eeab5207cb23a798dd7a9ffda7.jpg;https://cdn.entero.ru/mp@2x/47/2b/472b3c3334968406b114ae3f4c332513.jpg,Аппарат для запайки и обрезки BROTHER BSF-501,00000000054,26496,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/344516,"<p>Аппарат для запайки и обрезки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344516"">BROTHER BSF-501</a></b> предназначен для небольших производств и торговых объектов, на которых производится штучная упаковка товаров и изделий с невысокой производительностью. Модель может использоваться самостоятельно или в составе автоматических и полуавтоматических термоусадочных линий. Аппарат предназначен для работы с плёнками ПОФ или ПВХ формата полурукав за счёт L-образного ножа. Упакованный таким образом продукт направляется в термокамеру или тоннель для обдува горячим воздухом, пленка ужимается, плотно обтягивает содержимое пакета и придает привлекательный внешний вид, повышает защиту от порчи и повреждений в процессе хранения и транспортировки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручная модель</li>
<li>Левая подача</li>
<li>Компактные габариты</li>
<li>Удобная настольная конструкция</li>
<li>Не требует для работы профессиональных навыков</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры: 950х550х370 мм</li>
<li>Максимальный размер для запайки: 500х350 мм</li>
</ul>",344516,220 В,,,,,,Китай,,,0,https://entero.ru/manuals/419524/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20BROTHER.pdf,,,23 кг
https://cdn.entero.ru/mp@2x/d9/1f/d91fac806280d45e9b27282c74c7053a.jpg;https://cdn.entero.ru/mp@2x/f8/68/f868604eb13dce92fc19b4cdc23e5ba6.jpg;https://cdn.entero.ru/mp@2x/28/d6/28d60741916159e8894981038269b394.jpg,Аппарат для запайки и обрезки BROTHER BSF-601,00000000055,40388,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/344515,"<p>Аппарат для запайки и обрезки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344515"">BROTHER BSF-601</a></b> предназначен для небольших производств и торговых объектов, на которых производится штучная упаковка товаров и изделий с невысокой производительностью. Модель может использоваться самостоятельно или в качестве дополнительного оборудования к термоусадочным тоннелям серии BSD, также возможно использование промышленного фена для процесса термоусадки после запайки данным ножом. Аппарат предназначен для работы с плёнками ПОФ или ПВХ формата полурукав за счёт L-образного ножа, который формирует упаковку. Нихромовый нагревательный элемент струна предотвращает прилипание пленки, формирует ровный, прочный запаечный шов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручная модель</li>
<li>Левая подача</li>
<li>Наличие рулонодержателя</li>
<li>Компактные габариты</li>
<li>Удобная настольная конструкция</li>
<li>Не требует для работы профессиональных навыков</li>
<li>Регулируемое время запайки в зависимости от плотности и толщины упаковочного материала</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры: 1100х820х420 мм</li>
<li>Максимальный размер для запайки: 600х500 мм</li>
</ul>",344515,220 В,,,,,,Китай,,,0,https://entero.ru/manuals/419523/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20BROTHER.pdf,43900,,35 кг
https://cdn.entero.ru/mp@2x/1d/36/1d3624354fe160785cc7f9597f221143.jpg;https://cdn.entero.ru/mp@2x/46/c4/46c4c8d3abcc8a32b31382d9675fa760.jpg;https://cdn.entero.ru/mp@2x/03/aa/03aae03db56a371eeed49cba4eb85e65.jpg,Аппарат для запайки и обрезки BROTHER FQL-450A,Аппарат для запайки и обрезки BROTHER FQL-450A,137080,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/344512,"<p>Аппарат для запайки и обрезки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344512"">BROTHER FQL-450A</a></b> предназначен для упаковки пищевых и непищевых изделий в термоусадочную ПВХ- и ПОФ-плёнку на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена конвейерной лентой, при помощи которой продукт может автоматически подаваться в термоусадочный тоннель. Время запайки и отрезки устанавливается посредством реле времени, натяжение верхней запаивающей рамки регулируется при помощи воздушного цилиндра. Сдвоенные электромагниты обеспечивают большее давление при запайке для более ровного шва.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Полуавтоматический нож</li>
<li>Для предприятий средней производительности</li>
<li>Регулируемая скорость конвейера</li>
<li>Маховое колесо для регулировки высоты конвейерной ленты</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер запайки: 600х400 мм</li>
<li>Максимальная нагрузка на конвейер: 20 кг</li>
<li>Максимальный размер продукта:
<ul>
<li>Ширина+высота: до 450 мм</li>
<li>Длина: до 580 мм</li>
</ul>
</li>
<li>Скорость транспортера: от 0 до 15 м/мин.</li>
</ul>",344512,220 В,,1410 мм,795 мм,1150 мм,,Китай,,,0,https://entero.ru/manuals/419518/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20BROTHER.pdf;https://entero.ru/manuals/424307/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20BROTHER%20FQL-450A.docx,145830,,125 кг
https://cdn.entero.ru/mp@2x/c1/41/c14139df14647bcb0f09bfb2c6999c98.jpg,"Заклейщик коробов МАГИКОН FXJ-6050* (2"" узкий скотч)",00000002414,147491,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/185065,"<p>Заклейщик коробов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185065""><b class=""b"">МАГИКОН FXJ-6050*</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для заклейки узких картонных коробок БОПП или ПВХ клейкими лентами. Модель оснащена верхними и нижними протягивающими ремнями, колесами. При помощи рычага устанавливается ширина и высота объектов. Заклейка происходит одновременно, снизу и сверху. Оборудование может работать как отдельно, так и в составе производственной линии.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость заклейки: 20,4 м/мин.</li>
<li>Размер предмета для упаковки:
<ul>
<li>Длина: не менее 150 мм</li>
<li>Ширина / высота: до 500 / 600 мм </li>
</ul>
</li>
</ul>",185065,220 В,1 кВт,1200 мм,500 мм,900 мм,,Китай,,,0,,153636,,120 кг
https://cdn.entero.ru/mp@2x/bd/28/bd2828395b137a7c80ac3b1e989b71e7.jpg;https://cdn.entero.ru/mp@2x/2a/a2/2aa2fdd2440e4663e72d88fe224c62fa.jpg;https://cdn.entero.ru/mp@2x/aa/1e/aa1ee97fe192378b3f84b50a6791e48e.jpg;https://cdn.entero.ru/mp@2x/ab/40/ab40d18c6bd53e34812f2aa1930cef70.jpg;https://cdn.entero.ru/mp@2x/fb/f0/fbf0d6c7cacbaf14d6fe592793e4c300.jpg;https://cdn.entero.ru/mp@2x/28/c8/28c8c0b3bcccaad9a07aced7918e9236.jpg;https://cdn.entero.ru/mp@2x/cc/e4/cce4798bbee618a561afe1da899cff38.jpg;https://cdn.entero.ru/mp@2x/27/25/27252354d043abaf1180099b5116d1ae.jpg;https://cdn.entero.ru/mp@2x/a2/5d/a25d24a0db7d7cfa72380ec7bb14da67.jpg;https://cdn.entero.ru/mp@2x/06/7f/067ff0e9193d9b003744dca213529c19.jpg;https://cdn.entero.ru/mp@2x/39/7d/397d1308dc0ddb71924b0cc0f360a624.jpg;https://cdn.entero.ru/mp@2x/90/3b/903b3dba0ffd7055f3a851e0504c8cb3.jpg;https://cdn.entero.ru/mp@2x/80/73/8073fe64ded83f1c21672df8dc638a19.jpg,Скин-упаковочная машина Foodatlas FA-300,Скин-упаковочная машина Foodatlas FA-300,149061,RUB,Нет,Foodatlas,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/280896,"<p>Скин-упаковочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280896""><b class=""b"">Foodatlas FA-300</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в ПВХ или ПЕ скин-пленку продуктов питания, медицинских препаратов, металлоизделий, косметики и другой продукции.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты упаковочной камеры: 370x275x60 мм</li>
<li>Ширина пленки: 300 мм</li>
</ul>",280896,220 В,1.75 кВт,590 мм,425 мм,430 мм,60 кг,Китай,1,660x485x490 мм,0,https://entero.ru/manuals/345362/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20FA-300.pdf;https://entero.ru/manuals/345363/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,52 кг
https://cdn.entero.ru/mp@2x/62/48/6248f0cfaaa7eedd5b0ae1dcce0754de.jpg,Заклейщик коробов МАГИКОН FXJ-6050,00000000099,152683,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/185064,"<p>Заклейщик коробов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185064"">МАГИКОН FXJ-6050</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для заклейки картонных коробок БОПП или ПВХ клейкими лентами. Модель оснащена верхними и нижними протягивающими ремнями, колесами. При помощи рычага устанавливается ширина и высота объектов. Заклейка происходит одновременно, снизу и сверху. Оборудование может работать как отдельно, так и в составе производственной линии.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость заклейки: 20 м/мин.</li>
<li>Размер предмета для упаковки:
<ul>
<li>Длина: не менее 150 мм</li>
<li>Ширина / высота: до 500 / 600 мм </li>
</ul>
</li>
</ul>",185064,220 В,1 кВт,1200 мм,500 мм,900 мм,,Китай,,,0,,,,120 кг
https://cdn.entero.ru/mp@2x/27/34/2734f4684c0d48d0dd7371949b66e99b.jpg,Заклейщик коробов полуавтоматический Hualian FXJ-5050A,Заклейщик коробов полуавтоматический Hualian FXJ-5050A,178204,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/291417,"<p>Полуавтоматический заклейщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/291417"">Hualian FXJ-5050A</a> </b>используется на предприятиях различных отраслей для герметизации упаковочных картонных коробов клейкой лентой. Модель оснащена рабочим столом с сегментной роликовой поверхностью, 2 вертикальными направляющими с ленточными конвейерами снизу, 2 центрирующими роликами сверху, рулонодержателем для клейкой ленты и панелью управления на боковой стенке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка направляющих под различные габариты коробов с помощью механических рукояток</li>
<li>Регулировка высоты рабочего стола</li>
<li>Одновременная заклейка верха и дна</li>
<li>Выключатель колыбельного типа</li>
<li>Легкий доступ ко всем узлам для удобства технического обслуживания</li>
<li>Поворотные ролики для удобства транспортировки</li>
<li>Зксплуатация в качестве самостоятельного прибора и в составе технологической линии</li>
<li>Материалы клейкой ленты: поливинилхлорид (ПВХ) и биаксиально-ориентированная полипропиленовая пленка (ББОП)</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость конвейера: 20 м/мин.</li>
<li>Средняя расчетная производительность: от 25 до 40 шт/мин.</li>
<li>Максимальная нагрузка: 30 кг</li>
<li>Диапазон регулировки высоты рабочего стола: от 580 до 780 мм</li>
<li>Габариты короба:
<ul>
<li>Минимальные: 130х130 мм</li>
<li>Максимальные: 500х500 мм</li>
</ul>
</li>
<li>Ширина клейкой ленты: 60 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><b>​</b>Комплектация для работы с лентой шириной 48 и 76 мм</li>
</ul>",291417,,,1730 мм,950 мм,1550 мм,,Китай,,,0,,193700,,115 кг
https://cdn.entero.ru/mp@2x/f0/3d/f03d2663054f8451b170c2bf3f12fb26.jpg;https://cdn.entero.ru/mp@2x/e4/63/e4633e31078aadbb6ff2622267addd08.jpg,Аппарат для запайки и обрезки BROTHER FQL-450T,Аппарат для запайки и обрезки BROTHER FQL-450T,182620,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/344510,"<p>Аппарат для запайки и обрезки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344510"">BROTHER FQL-450T</a></b> предназначен для упаковки пищевых и непищевых изделий в термоусадочную ПОФ-плёнку на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли. Модель позволяет минимизировать воздействие оператора на запаивающую рамку ножа благодаря пневматической обрезке, L-образный нож опускается и поднимается нажатием кнопки на панели управления либо автоматически. Оборудование подходит для работы с термоусадочными пленками ПОФ и ПВХ.</p>

<p><span style=""color:#FF0000;"">Воздушный компрессор в комплект поставки не входит.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер продукта:
<ul>
<li>Ширина+высота: до 450 мм</li>
<li>Длина: до 580 мм</li>
</ul>
</li>
<li>Расчетная производительность: от 350 до 500 уп/мин.</li>
<li>Скорость транспортера: от 0 до 15 мм</li>
<li>Размер: 1490х795х450 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Компрессор для пневмопривода в комплект поставки не входит и приобретается отдельно.</span></em></p>",344510,220 В,1.2 кВт,,,,,Китай,,,0,https://entero.ru/manuals/419515/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20BROTHER.pdf;https://entero.ru/manuals/424306/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20BROTHER%20FQL-450T.docx,196366,,130 кг
https://cdn.entero.ru/mp@2x/77/19/7719f57fd41eb305289db0d1d4d3cc86.jpg,Заклейщик коробов полуавтоматический Hualian FXJ-5050B,Заклейщик коробов полуавтоматический Hualian FXJ-5050B,185288,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/291416,"<p>Полуавтоматический заклейщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/291416"">Hualian FXJ-5050B</a> </b>используется на предприятиях различных отраслей для герметизации упаковочных картонных коробов клейкой лентой. Модель оснащена рабочим столом с сегментной роликовой поверхностью, 2 вертикальными направляющими с ленточными конвейерами снизу, 2 горизонтальными направляющими с ленточными конвейерами и 2 центрирующими роликами сверху, рулонодержателем для клейкой ленты и панелью управления на боковой стенке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка направляющих под различные габариты коробов с помощью механических рукояток</li>
<li>Регулировка высоты рабочего стола</li>
<li>Одновременная заклейка верха и дна</li>
<li>Выключатель колыбельного типа</li>
<li>Легкий доступ ко всем узлам для удобства технического обслуживания</li>
<li>Поворотные ролики для удобства транспортировки</li>
<li>Зксплуатация в качестве самостоятельного прибора и в составе технологической линии</li>
<li>Материалы клейкой ленты: поливинилхлорид (ПВХ) и биаксиально-ориентированная полипропиленовая пленка (ББОП)</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость конвейера: 20 м/мин.</li>
<li>Средняя расчетная производительность: от 25 до 40 шт/мин.</li>
<li>Максимальная нагрузка: 30 кг</li>
<li>Диапазон регулировки высоты рабочего стола: от 580 до 780 мм</li>
<li>Габариты короба:
<ul>
<li>Минимальные: 130х130 мм</li>
<li>Максимальные: 500х500 мм</li>
</ul>
</li>
<li>Ширина клейкой ленты: 60 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><b>​</b>Комплектация для работы с лентой шириной 48 и 76 мм</li>
</ul>",291416,220 В,0.3 кВт,1730 мм,950 мм,1550 мм,,Китай,,,0,,199234,,120 кг
https://cdn.entero.ru/mp@2x/c9/52/c9525de4f0f80aa65c7bb2ba5709a041.jpg,Блистерная упаковочная машина МАГИКОН XBF 500,00000000586,202383,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/187619,"<p>Блистерная упаковочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187619""><b class=""b"">Магикон XBF-500</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для скрепления блистера с подложкой с помощью термосвариваемого клея. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция соединения пластиковой упаковки, повторяющей форму упаковываемого изделия с подложкой, в качестве которой может быть любой картон с нанесенной односторонней или двухсторонней печатью</li>
<li>Работа в полуавтоматическом режиме </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на стол: 110 кг</li>
<li>Упаковочная область: 500х300 мм</li>
<li>Максимальная высота предмета для упаковки: 150 мм</li>
<li>Диаметр поворотного стола: 1000 мм</li>
</ul>

<p> </p>",187619,220 В,1.5 кВт,920 мм,1070 мм,1520 мм,,,,,0,,219982,,70 кг
https://cdn.entero.ru/mp@2x/31/9a/319ae48586b00a0d6adce2d1dac1fb28.jpg,Заклейщик коробов полуавтоматический Hualian DZF-5050A,Заклейщик коробов полуавтоматический Hualian DZF-5050A,297344,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/291235,"<p>Полуавтоматический заклейщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/291235"">Hualian DZF-5050A</a> </b>используется на предприятиях различных отраслей для герметизации упаковочных картонных коробов клейкой лентой. Этапы цикла: автоматическое сладывание нижних створок, затем оператор заполняет короб и закрывает верхние створки, далее происходит автоматическая заклейка дна и верха. Модель оснащена 2 вертикальными направляющими с ленточными конвейерами снизу, 2 центрирующими роликами и прижимной планкой сверху, рулонодержателем для клейкой ленты и электромеханической панелью управления.</p>

<p><span style=""color:#FF0000;"">Воздушный компрессор не входит в комплект поставки и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Механическая регулировка направляющих под различные габариты коробов </li>
<li>Интегрированннные в кнопки запуска, остановки и паузы движения конвейера светодиодные индикаторы работы</li>
<li>Основной выключатель поворотного типа</li>
<li>Кнопка аварийной остановки</li>
<li>Легкий доступ ко всем узлам для удобства технического обслуживания</li>
<li>Устойчивые нескользящие опоры</li>
<li>Зксплуатация в качестве самостоятельного прибора и в составе технологической линии</li>
<li>Материалы клейкой ленты: поливинилхлорид (ПВХ), биаксиально-ориентированная полипропиленовая пленка (ББОП), бумага</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон давления воздуха: от 0,5 до 0,6 МПа</li>
<li>Скорость конвейера: 22 м/мин.</li>
<li>Средняя расчетная производительность: 10 шт/мин.</li>
<li>Габариты короба:
<ul>
<li>Минимальные: 200х160х110 мм</li>
<li>Максимальные: 600х500х500 мм</li>
</ul>
</li>
<li>Ширина клейкой ленты: 60 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Воздушный компрессор</li>
<li>Комплектация для работы с лентой шириной 48 и 76 мм</li>
</ul>",291235,220 В,0.18 кВт,2000 мм,860 мм,1700 мм,,Китай,,,0,,,,355 кг
https://cdn.entero.ru/mp@2x/81/e1/81e1dafceac8b9cdca72850dfd024c5b.jpg,Заклейщик коробов Hualian FXJ-5050Z,Заклейщик коробов Hualian FXJ-5050Z,338008,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/111035,"<p>Автоматический заклейщик коробов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/111035"">Hualian FXJ-5050Z</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для складывания и заклейки картонных коробок БОПП или ПВХ клейкими лентами. Модель оснащена верхними и нижними протягивающими ремнями. Верхние клапаны коробки автоматически складываются, а заклейка происходит одновременно, снизу и сверху. Оборудование может работать как отдельно, так и в составе производственной линии.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: 48 / 60 / 76 мм</li>
<li>Скорость заклейки: 22 м/мин.</li>
<li>Размер коробки:
<ul>
<li>Максимальный: 500х500х600 мм</li>
<li>Минимальный: 160х130х180 мм</li>
</ul>
</li>
<li>Давление воздуха: от 0,4 до 0,6 мПа</li>
<li>Высота стола: от 635 до 780 мм</li>
</ul>",111035,220 В,0.26 кВт,2720 мм,950 мм,1800 мм,,,,,0,,355798,,180 кг
https://cdn.entero.ru/mp@2x/ba/67/ba67238fcf25776947292deb5cb4a377.jpg,Заклейщик коробов Hualian FXJ-5050QS,Заклейщик коробов Hualian FXJ-5050QS,341320,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/153346,"<p>Полуавтоматический заклейщик коробов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/153346"">Hualian FXJ-5050QS</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для заклейки картонных коробок БОПП или ПВХ клейкими лентами. Модель оснащена 2 двигателями для протяжки верхних и нижних ремней. Заклейка происходит одновременно, снизу и сверху. Оборудование может работать как отдельно, так и в составе производственной линии.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость заклейки: 20 м/мин.</li>
<li>Производительность: от 10 до 45 шт/мин.</li>
<li>Размеры коробки:
<ul>
<li>Максимальный: 500х500 мм</li>
<li>Минимальный: 80х90х130 мм</li>
</ul>
</li>
<li>Ширина ленты: 36/48 мм</li>
<li>Диаметр ленты: 250 мм</li>
<li>Давление воздуха: 0,4 мПа</li>
<li>Высота стола: от 580 до 780 мм</li>
</ul>",153346,220 В,0.2 кВт,1800 мм,560 мм,1570 мм,,Китай,,,0,,,,135 кг
https://cdn.entero.ru/mp@2x/54/a6/54a63c07b3e4ec86dc6957e1f238d365.jpg;https://cdn.entero.ru/mp@2x/35/c5/35c587f163539b6774779e4638686f4f.jpg,Автомат фасовочно-упаковочный МАГИКОН 250AGD,MAGIKON-250AGD / 00000002424,474745,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/185488,"<p>Горизонтальный упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185488""><b class=""b"">МАГИКОН 250AGD </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки штучных изделий в пакеты flow-pack. Модель оснащена панелью управления Touch Screen и высокочастотным датчиком фотометки. Все части машины, соприкасающиеся с продуктом, выполнены из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Верхняя подача пленки</li>
<li>Раздельный температурный контроль ТЭНов</li>
<li>Механизм легкой перенастройки ширины и длины упаковки</li>
<li>Русифицированный блок управления</li>
<li>Простой и практичный интерфейс</li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 40 до 230 упаковок/мин.</li>
<li>Макс. высота продукта: 60 мм</li>
<li>Ширина пленки: 250 мм</li>
<li>Диаметр пленки: 320 мм </li>
<li>Макс. размер упаковываемого продукта:
<ul>
<li>Длина: от 65 до 280 мм</li>
<li>Ширина: от 30 до 110 мм </li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительный рулонодержатель</li>
<li>Термопринтер даты</li>
<li>Дата в шве</li>
<li>Европросечка</li>
<li>Функция подбой</li>
<li>Система вытеснения воздуха из пакета (для плоских продуктов)</li>
<li>Наполнение упаковки инертным газом</li>
</ul>",185488,220 В,2.4 кВт,3770 мм,670 мм,1450 мм,,Китай,,,0,,516027,,440 кг
