Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель
https://cdn.entero.ru/mp@2x/e1/f0/e1f0c40567e2395f579ca12196a66bf3.jpg,Индикатор весовой Scale СКИ-12 нерж.,Индикатор весовой Scale СКИ-12 нерж.,11699,RUB,Да,,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/184745,"<p>Весовой индикатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/184745""><b class=""b"">Scale СКИ-12 </b></a>используется совместно с напольными и платформенными весами в производственных цехах, распределительных центрах, транспортных компаниях, на складах, а также на предприятиях общественного питания и торговли для определения веса разнообразных пищевых и непищевых объектов взвешивания при приемке грузов и в процессе фасовки. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы работы:
<ul>
<li>Счётный</li>
<li>Взвешивание</li>
</ul>
</li>
<li>Интерфейс RS-232</li>
<li>Подключение до 4 тензодатчиков (350 Ω)</li>
<li>Светодиодный дисплей</li>
<li>6 индикаторов состояния</li>
<li>Взвешивание животных</li>
<li>Встроенный фильтр для компенсации вибрации</li>
<li>Крепление на стойке или на стене</li>
<li>Работа от сети или аккумулятора DC6В/4Ah</li>
<li>Автоматическое отключение</li>
<li>Степень защиты: IP 65</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Скорость АЦП: 20 Гц</li>
<li>Питание подклчаемых тензодатчиков: 5 В</li>
<li>Внешняя разрешающая способность: 1/15000</li>
<li>Предел установки нуля: от 0,05 до 5мВ</li>
<li>Рабочий диапазон температур: от -10 до 40 °C</li>
<li>Размеры дисплея: 108x38 мм</li>
<li>Габариты: 260×160×170 мм</li>
<li>Вес: 2 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Плата Ethernet </li>
<li>Токовая петля для дублирующего табло</li>
<li>Стойка для индикатора <a href=""https://entero.ru/item/244773"">Scale для СКИ</a></li>
<li>Крепеж настенный <a href=""https://entero.ru/item/244771"">Scale для СКИ</a></li>
</ul>",184745,,,,,,,83,https://entero.ru/manuals/214697/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Scale%20%D0%A1%D0%9A%D0%98-12.pdf;https://entero.ru/manuals/214698/%D0%A1%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE%20%D0%BE%D0%B1%20%D1%83%D1%82%D0%B2%D0%B5%D1%80%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B8%20%D1%82%D0%B8%D0%BF%D0%B0%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D0%B9.pdf,12716,,,
https://cdn.entero.ru/mp@2x/d8/38/d838771f81c76d73c0b6040e5a14db15.jpg;https://cdn.entero.ru/mp@2x/5b/14/5b149cfbe6eca1422a5b756a71bcfc5b.jpg;https://cdn.entero.ru/mp@2x/75/f6/75f67ef917e2352d94c1e346d0dd9a8c.jpg;https://cdn.entero.ru/mp@2x/9a/3f/9a3f727ae55106bcdb85f6e1e59cc3fe.jpg;https://cdn.entero.ru/mp@2x/9f/e7/9fe72b643b9d69610da9d6c013f09337.jpg;https://cdn.entero.ru/mp@2x/76/1f/761fe617ad8384f5f0cfe9c95b1e6cee.jpg,Терминал весовой МАССА-К R2P,Терминал весовой МАССА-К R2P,25172,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/121259,"<p>Весовой терминал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121259"">МАССА-К R2P</a></b> используется совместно с весами на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с подсветкой.</p>

<p>В комплект поставки входят сетевой адаптер, кронштейны для крепления на стене и стойке ST4D.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регистрация операций приема, отпуска, списания, инвентаризации и продажи товаров с передачей данных в учетные программы предприятий</li>
<li>Работа с учетными системами 1С:Предприятие, Айтида, Excel, Microinvest и др.:
<ul>
<li>Загрузка товаров</li>
<li>Выгрузка готовых документов и отчетов</li>
</ul>
</li>
<li>8 форматов штрихкодов</li>
<li>Печать этикеток при работе в счетном режиме</li>
<li>Печать этикеток на продукцию с примесями</li>
<li>Изготовление этикеток на весовые и штучные товары</li>
<li>Печать на этикетке до 35 динамических параметров, в том числе: состав товара (до 1000 знаков), оператора, получателя товара (контрагент)</li>
<li>Изготовление этикеток любой длины и сложности от 10 мм до 1 метра</li>
<li>Работа со штрихкодами типов: EAN 13, EAN 13+5, EAN 128, GS1 Databar, CODE128, CODE 39, ITF 14, Interleaved 2 of 5</li>
<li>Поддержка языков: русский, английский, французский, казахский, туркменский, болгарский, латышский, азербайджанский</li>
<li>Работа с весовыми, штучными и счетными товарами</li>
<li>Настройка шаблонов этикеток:
<ul>
<li>Режим LITE - быстрая настройка шаблонов простых этикеток</li>
<li>Режим PRO - Свободно программируемые шаблоны этикеток</li>
</ul>
</li>
<li>Масса тары устанавливается:
<ul>
<li>Нажатием кнопки «T»</li>
<li>Вводом массы тары с клавиатуры терминала</li>
<li>Вызовом тары из памяти</li>
<li>Чтением штрихкода массы тары</li>
<li>Автоустановкой из справочника товаров</li>
</ul>
</li>
<li>Возможность подключения сканера штрихкодов, выносного индикатора DI4D и дозатора</li>
<li>Внутренняя память на 20 000 товаров, 300 операторов, 60 складов, 100 контрагентов, 40 шаблонов этикеток</li>
<li>Встроенный графический редактор</li>
<li>Степень защиты терминала: IP51</li>
<li>Интерфейс связи: RS-232, USB, Ethernet</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от 0 до 40 °С</li>
<li>Ширина рулона с чековой лентой: 58 мм</li>
<li>Ширина рулона / этикеток: 60 / 58 мм</li>
<li>Ресурс термоголовки: 50 км</li>
<li>Скорость печати: 60 мм/сек.</li>
<li>Габариты: 295х230х200 мм</li>
<li>Вес: 1,7 кг</li>
<li>Вес с упаковкой: 3,1 кг</li>
</ul>",121259,,,,,,,0,https://entero.ru/manuals/126222/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20R2P.pdf,27361,,,
https://cdn.entero.ru/mp@2x/33/56/33565c0cbf759ff9777d744b1b45e102.jpg;https://cdn.entero.ru/mp@2x/60/70/60704caf14ca8419a77c30410b192ae1.jpg,Дисплей внешний CAS CD-3020,Дисплей внешний CAS CD-3020,35239,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/244776,"<p>Внешний дисплей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244776"">CAS CD-3020</a></b> используется на складах, в логистических центрах, предприятиях розничной и оптовой торговли и различных других производствах для дублирования показаний весоизмерительных устройств в удаленных местах при взвешивании автомобилей, железнодорожных вагонов и других грузов. Благодаря яркой и крупной светодиодной индикации, применение дублирующего дисплея обеспечивает удобство считывания показаний даже с больших расстояний. Модель оснащена светодиодным дисплеем.</p>

<p>Совместим для использования с любыми типами индикаторов CAS.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Интерфейс RS-232</li>
<li>6 отображаемых знаков</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -10 до 40 °С</li>
<li>Размер цифр: 33x57 мм</li>
<li>Напряжение питания: 85 В ~ 264 В</li>
<li>Потребление энергии: 2 В</li>
<li>Габариты: 425x190x150 мм</li>
<li>Вес: 4,7 кг</li>
<li>Вес с упаковкой: 5,6 кг</li>
</ul>",244776,,,,,,,0,,,,,
https://cdn.entero.ru/mp@2x/dc/ea/dcea3cdccdb8bc914e003699bca74f28.jpg,Индикатор весовой CAS CI-5500A,Индикатор весовой CAS CI-5500A,36892,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/244842,"<p>Весовой индикатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/244842"">CAS CI-5500A</a></b> используется совместно с предельными весами и дозаторами на перерабатывающих предприятиях, складских комплексах и в транспортных компаниях. Модель оснащена вакуумно-люминесцентным дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Интерфейс RS-232</li>
<li>Подключение до 8 тензодатчиков (при условии сопротивления тензодатчика 350Ω)</li>
<li>Усреднение показаний нестабильных грузов: можно взвешивать емкости с жидкостью, животных, или проводить взвешивания в условиях вибрационных нагрузок на производстве</li>
<li>Использование ID товаров</li>
<li>Ввод тары с клавиатуры</li>
<li>Режим дозирования и предельный режим</li>
<li>​Запоминание показаний при непредвиденном отключении питания</li>
<li>Функция диагностики</li>
<li>Экранирование от радиочастотных и электромагнитных помех</li>
<li>Встраивание в шкаф</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
<li>Класс точности: III</li>
<li>Число разрядов индикации результата взвешивания: 7</li>
<li>Высота цифр: 13 мм</li>
<li>Скорость АЦП: 20 Гц</li>
<li>Чувствительность: 1 μV/d</li>
<li>Напряжение: 220 В</li>
<li>​Питание подключаемых тензодатчиков: 10 В</li>
<li>​Предел установки нуля: 0,05-30 мВ</li>
<li>Внутренняя разрешающая способность: 1/200000 АЦП</li>
<li>Внешняя разрешающая способность: 1/20000 АЦП</li>
<li>Габариты: 192x96x199 мм</li>
<li>Вес: 2,4 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подключение интерфейсов Ethernet / WiFi</li>
<li>Аналоговый выход 4..20мА / 0..10V</li>
</ul>",244842,,,,,,,6,https://entero.ru/manuals/295590/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CI-5500A.pdf;https://entero.ru/manuals/295591/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,39247,,,
https://cdn.entero.ru/mp@2x/8d/f7/8df7669f466fbf6e3b72686f2b78bf9e.jpg,Индикатор весовой CAS CI-607A,Индикатор весовой CAS CI-607A,43858,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/244847,"<p>Весовой индикатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244847"">CAS CI-607A</a></b> используется совместно с дозаторами и платформенными, автомобильными и предельными весами на перерабатывающих предприятиях, складских комплексах и в транспортных компаниях. Модель оснащена 4.3"" графическим цветным ЖК-дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Интерфейс RS-232</li>
<li>Подключение до 8 тензодатчиков (при условии сопротивления тензодатчика 350Ω)</li>
<li>Усреднение показаний нестабильных грузов: можно взвешивать емкости с жидкостью, животных, или проводить взвешивания в условиях вибрационных нагрузок на производстве</li>
<li>Ввод тары с клавиатуры</li>
<li>Запоминание показаний при непредвиденном отключении питания</li>
<li>Функция диагностики</li>
<li>Встраивание в шкаф</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
<li>Класс точности: III, IV</li>
<li>Скорость АЦП: 200 Гц</li>
<li>Чувствительность: 1 μV/d</li>
<li>Напряжение: 5В DC</li>
<li>Предел установки нуля: 0,05-30 мВ</li>
<li>Внешняя разрешающая способность: 1/10000 АЦП</li>
<li>Максимальное число поверочных делений весов (nind): 10000</li>
<li>Габариты: 193x99x191 мм</li>
<li>Вес: 2 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подключение интерфейсов Ethernet / WiFi</li>
<li>Аналоговый выход 4..20мА / 0..10V</li>
<li>Релейный выход 4/6, вход 6/8</li>
<li>RS-485</li>
<li>Режим дозирования</li>
</ul>",244847,,,,,,,52,https://entero.ru/manuals/295632/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CI-607A.pdf;https://entero.ru/manuals/295633/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,
https://cdn.entero.ru/mp@2x/16/59/1659065e921769eade1685dcf54c172a.jpg,Индикатор весовой CAS CI-600D,Индикатор весовой CAS CI-600D,52601,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/244786,"<p>Весовой индикатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244786"">CAS CI-600D</a></b> используется совместно с платформенными, автомобильными, бункерными и упаковочными весами на перерабатывающих предприятиях, складских комплексах и в транспортных компаниях. Модель оснащена цветным 4.3” TFT LCD-дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подключение 2 порта RS-232 (COM1, COM2)</li>
<li>Интерфейс подключения датчиков RS-485</li>
<li>Сохранение до 99 товаров</li>
<li>Клавиатура: 10 цифровых клавиш, 9 функциональных клавиш</li>
<li>Подключение до 10 тензодатчиков (при условии сопротивления тензодатчика 350Ω)</li>
<li>Усреднение показаний нестабильных грузов: можно взвешивать емкости с жидкостью, животных, или проводить взвешивания в условиях вибрационных нагрузок на производстве</li>
<li>Использование ID товаров</li>
<li>Резервное копирование данных на USB</li>
<li>Ввод тары с клавиатуры</li>
<li>Работа с цифровыми датчиками</li>
<li>Функция диагностики</li>
<li>Диагностика отдельных датчиков системы</li>
<li>Встраивание в шкаф</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
<li>Класс точности: III, IV</li>
<li>Число разрядов индикации результата взвешивания: 7</li>
<li>Высота цифр: 13 мм</li>
<li>Скорость передачи данных: 9600-115,200 бит/сек.</li>
<li>Напряжение: 9В DC</li>
<li>Максимальное число поверочных делений весов (nind): 10000</li>
<li>Длина кабеля, соединяющего датчики с устройством, не более: 1000 м</li>
<li>Габариты: 192x98x190 мм</li>
<li>Вес: 1,8 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подключение интерфейсов Ethernet / WiFi</li>
<li>Аналоговый выход 4..20мА / 0..10V</li>
</ul>",244786,,,,,,,26,https://entero.ru/manuals/295627/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,
https://cdn.entero.ru/mp@2x/6c/9f/6c9fd5469ac098a8f2ff78ea874b6df4.jpg;https://cdn.entero.ru/mp@2x/8b/7c/8b7cf6edbf948aa0e8f448109701d4cb.jpg,Дисплей внешний CAS CD-3040,Дисплей внешний CAS CD-3040,80883,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/244781,"<p>Внешний дисплей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244781"">CAS CD-3040</a></b> используется на складах, в логистических центрах, предприятиях розничной и оптовой торговли и различных других производствах для дублирования показаний весоизмерительных устройств в удаленных местах при взвешивании автомобилей, железнодорожных вагонов и других грузов. Благодаря яркой и крупной светодиодной индикации, применение дублирующего дисплея обеспечивает удобство считывания показаний даже с больших расстояний. Модель оснащена светодиодным дисплеем.</p>

<p>Совместим для использования с любыми типами индикаторов CAS.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Интерфейс RS-232</li>
<li>6 отображаемых знаков</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -10 до 40 °С</li>
<li>Размер цифр: 60x100 мм</li>
<li>Напряжение питания: 85 В ~ 264 В</li>
<li>Потребление энергии: 2 В</li>
<li>Габариты: 550x200x180 мм</li>
<li>Вес: 5,6 кг</li>
<li>Вес с упаковкой: 10,85 кг</li>
</ul>",244781,,,,,,,13,,87916,,,
https://cdn.entero.ru/mp@2x/1b/04/1b0466e76a1877ec5d37ab40ba4eb795.jpg,Патч-корд МАССА-К cat5е,Патч-корд МАССА-К cat5е,287,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/217203,"<p>Патч-корд <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/217203""><b class=""b"">МАССА-К cat5е</b></a> используется для подключения электрооборудования и устройств друг к другу.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина: 2 м</li>
</ul>

<p> </p>",217203,,,,,,,0,,354,,,
https://cdn.entero.ru/mp@2x/db/6d/db6d03e6ba2831d3ce4651b28a3ccc8f.jpg,Пластина крепления МАССА-К для терминала RL и модуля TB,Пластина крепления МАССА-К для терминала RL и модуля TB,705,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/217195,"<p>Пластина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/217195""><b class=""b"">МАССА-К RL,TB</b></a> используется для крепления терминала <a href=""https://entero.ru/item/121260"">RL</a> к модулям серии <a href=""https://entero.ru/search.php?text=%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%20%D1%82%D0%B2%20%D0%BC%D0%B0%D1%81%D1%81%D0%B0-%D0%BA"">ТВ</a>.</p>",217195,,,,,,,0,,,,,
https://cdn.entero.ru/mp@2x/7d/c5/7dc541e2fa51554db8cbc5f33d9ab587.jpg,Кронштейн МАССА-К для терминала RL,Кронштейн МАССА-К для терминала RL,851,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/217197,"<p>Кронштейн <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/217197""><b class=""b"">МАССА-К</b></a> используется для крепления терминала <a href=""https://entero.ru/item/121260"">RL</a> к стене.</p>",217197,,,,,,,0,,1051,,,
https://cdn.entero.ru/mp@2x/33/05/3305e9c8a69fa51e688a9a6f0aca8637.jpg,Угольник крепления МАССА-К для терминала RP,Угольник крепления МАССА-К для терминала RP,932,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/366017,"<p>Угольник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366017""><b class=""b"">МАССА-К </b></a>используется для фиксации терминала <a href=""https://entero.ru/item/121258"">RP</a> на стене.</p>",366017,,,,,,,0,,,,,
https://cdn.entero.ru/mp@2x/74/43/74439ce489241aad22c08ffff1d99dec.jpg,Комплект крепления МАССА-К для терминала RP,Комплект крепления МАССА-К для терминала RP,979,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/217184,"<p>Комплект крепления <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/217184""><b class=""b"">МАССА-К </b></a>используется для фиксации терминала <a href=""https://entero.ru/item/121258"">RP</a> на стене.</p>",217184,,,,,,,0,,,,,
https://cdn.entero.ru/mp@2x/81/a4/81a49b9ea7d23f3e3ce5027dc439ee15.jpg,Терминал весовой МАССА-К А01/TB,Терминал весовой МАССА-К А01/TB,2970,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/119494,"<p>Весовой терминал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119494"">МАССА-К А01/TB</a></b> используются совместно с весами TB-S_3 и TB-M_3 на предприятиях общественного питания и торговли. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Счетный режим</li>
<li>Процентное взвешивание</li>
<li>Компараторный режим взвешивания (достижение заданного веса сопровождается звуковым и визуальным сигналами)</li>
<li>Подсчет суммарной массы товара</li>
<li>Масса тары устанавливается нажатием кнопки «T»</li>
<li>Степень защиты терминала: IP54</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 125x85x25 мм</li>
<li>Вес: 0,15 кг</li>
<li>Вес с упаковкой: 0,3 кг</li>
</ul>",119494,,,,,,,0,https://entero.ru/manuals/123384/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20%D0%9001_TB.pdf,,,,
https://cdn.entero.ru/mp@2x/cd/5f/cd5f671d5b77a14a5f42711d55ae2cd9.jpg,Термоголовка МАССА-К к термопринтеру PT541A-BB-LEFT,Термоголовка МАССА-К к термопринтеру PT541A-BB-LEFT,5520,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/378546,"<p>Термоголовка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378546""><b class=""b"">МАССА-К </b></a>используется совместно с весовым термопринтером <a href=""https://entero.ru/item/121631"" target=""_blank"">PT541A-BB-LEFT</a>.</p>",378546,,,,,,,0,,,,,
https://cdn.entero.ru/mp@2x/f3/ec/f3ecf04bd1cabf98b94ac61b6c7d5845.jpg,Стойка для индикатора CAS для BI-100,Стойка для индикатора CAS для BI-100,7559,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/41112,"<p>Стойка используется совместно с весовым индикатором <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41112""><b class=""b"">CAS BI-100RB</b></a> на перерабатывающих предприятиях, складских комплексах и в транспортных компаниях.</p>

<p><em><span style=""color:#FF0000;"">Изделие по отдельности не продается, возможно к заказу только при обязательной покупке весового индикатора CAS BI-100RB.</span></em></p>",41112,,,,,,,0,,9107,,,
https://cdn.entero.ru/mp@2x/80/fb/80fbac08dd3dc0b7fc11a4b07047b1aa.jpg,Термоголовка МАССА-К к термопринтеру PT562А-MASSA,Термоголовка МАССА-К к термопринтеру PT562А-MASSA,11763,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/366022,"<p>Термоголовка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366022""><b class=""b"">МАССА-К </b></a>используется совместно с весовым термопринтером <a href=""https://entero.ru/item/366020"" target=""_blank"">PT562А-MASSA</a>.</p>",366022,,,,,,,0,,12648,,,
https://cdn.entero.ru/mp@2x/80/14/80143405244a959411267df0481fef3b.jpg,Индикатор промышленный МАССА-К DI4D,Индикатор промышленный МАССА-К DI4D,21814,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/121634,"<p>Промышленный индикатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121634""><b class=""b"">МАССА-К DI4D </b></a>используется совместно с терминалами <a href=""https://entero.ru/item/121258"">RP</a>, <a href=""https://entero.ru/item/121259"">R2P</a>, <a href=""https://entero.ru/item/119920"">RA</a>, <a href=""https://entero.ru/item/121121"">RC</a>, <a href=""https://entero.ru/item/121098"">A</a>, <a href=""https://entero.ru/item/121100"">A(RUEW)</a>, <a href=""https://entero.ru/item/121120"">AВ(RUEW)</a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Высота цифр: 75 мм</li>
</ul>",121634,,,,,,,0,,22962,,,
https://cdn.entero.ru/mp@2x/55/88/5588c72a8c17696224a3e020d11e0559.jpg;https://cdn.entero.ru/mp@2x/41/f4/41f499a54cff167af2e19ead2f184078.jpg;https://cdn.entero.ru/mp@2x/91/cc/91cc68430d778982e59601715f8f7374.jpg;https://cdn.entero.ru/mp@2x/93/77/9377d6f2bf6ff6789ce9887e5412f861.jpg,Терминал весовой МАССА-К R2L,Терминал весовой МАССА-К R2L,35651,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/121261,"<p>Весовой терминал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121261"">МАССА-К R2L</a></b> используется совместно с весами на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с подсветкой.</p>

<p>В комплект поставки входят сетевой адаптер, крепление терминала к модулю взвешивающему ТВ-S и кронштейны для крепления терминала на стене.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регистрация операций приема, отпуска, списания, инвентаризации и продажи товаров с передачей данных в учетные программы предприятий</li>
<li>Работа с учетными системами 1С:Предприятие, Айтида, Excel, Microinvest и др.:
<ul>
<li>Загрузка товаров</li>
<li>Выгрузка готовых документов и отчетов</li>
</ul>
</li>
<li>8 форматов штрихкодов</li>
<li>Печать этикеток при работе в счетном режиме</li>
<li>Печать этикеток на продукцию с примесями</li>
<li>Изготовление этикеток на весовые и штучные товары</li>
<li>Печать на этикетке до 35 динамических параметров, в том числе: состав товара (до 1000 знаков), оператора, получателя товара (контрагент)</li>
<li>Изготовление этикеток любой длины и сложности от 10 мм до 1 метра</li>
<li>Работа со штрихкодами типов: EAN 13, EAN 13+5, EAN 128, GS1 Databar, CODE128, CODE 39, ITF 14, Interleaved 2 of 5</li>
<li>Поддержка языков: русский, английский, французский, казахский, туркменский, болгарский, латышский, азербайджанский</li>
<li>Работа с весовыми, штучными и счетными товарами</li>
<li>Настройка шаблонов этикеток:
<ul>
<li>Режим LITE - быстрая настройка шаблонов простых этикеток</li>
<li>Режим PRO - Свободно программируемые шаблоны этикеток</li>
</ul>
</li>
<li>Масса тары устанавливается:
<ul>
<li>Нажатием кнопки «T»</li>
<li>Вводом массы тары с клавиатуры терминала</li>
<li>Вызовом тары из памяти</li>
<li>Чтением штрихкода массы тары</li>
<li>Автоустановкой из справочника товаров</li>
</ul>
</li>
<li>Возможность подключения сканера штрихкодов, выносного индикатора DI4D и дозатора</li>
<li>Внутренняя память на 20 000 товаров, 300 операторов, 60 складов, 100 контрагентов, 40 шаблонов этикеток</li>
<li>Встроенный графический редактор</li>
<li>Степень защиты терминала: IP54</li>
<li>Интерфейс связи: RS-232, USB, Ethernet</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от 0 до 40 °С</li>
<li>Ширина рулона с чековой лентой: 58 мм</li>
<li>Ширина рулона / этикеток: 60 / 58 мм</li>
<li>Ресурс термоголовки: 150 км</li>
<li>Скорость печати: 60 мм/сек.</li>
<li>Габариты: 358х131х377 мм</li>
<li>Вес: 2,9 кг</li>
<li>Вес с упаковкой: 4,5 кг</li>
</ul>",121261,,,,,,,0,https://entero.ru/manuals/126225/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20R2L.pdf,,,,
