Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Установка,Управление,Объем бункера,Количество бункеров
https://cdn.entero.ru/mp@2x/b2/7a/b27a39d61749f515f7a7730db2c154cd.jpg;https://cdn.entero.ru/mp@2x/ed/3e/ed3e5946d7c31633b684a0ffbe20efcd.jpg,Бутыль для дозатора соуса Kocateq SV bottle,Бутыль для дозатора соуса Kocateq SV bottle,640,RUB,Да,Kocateq,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/293984,"<p>Бутыль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/293984"">Kocateq SV bottle</a></b> используется совместно с <a href=""https://entero.ru/item/293983"">SV1/2NMCC</a> на предприятиях общественного питания и торговли, в частных домах и квартирах для наполнения изделий соусом, таким как майонез, сметана и гуакамоле. Модель оснащена выдавливаемым дном и 2 насадками: с острым носиком и с диаметром дозирующего отверстия 2 см.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 800 мл</li>
<li>Размеры: 80,5х80,5х227 мм</li>
</ul>",293984,,,,,,,,,0,,800,,,,,,,,
https://cdn.entero.ru/mp@2x/6d/6b/6d6bb9d07c70e6bd3421e482434efd04.jpg,Игла короткая Danler Ø 6 мм L60 мм,Игла короткая Danler Ø 6 мм L60 мм,5020,RUB,Да,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/375101,"<p>Короткая игла используется совместно со шприцами-дозаторами <a href=""https://entero.ru/item/88454?digiSearch=true&term=%D0%A8%D0%BF%D1%80%D0%B8%D1%86-%D0%B4%D0%BE%D0%B7%D0%B0%D1%82%D0%BE%D1%80%20Danler&params=%7Csort%3DDEFAULT"">Danler</a> для заполнения начинкой небольших изделий.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 6 мм</li>
<li>Длина: 60 мм</li>
</ul>",375101,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/8d/3f/8d3f83888cb28962080c74169aa5155a.jpg,Игла короткая Danler Ø 6 мм L100 мм,Игла короткая Danler Ø 6 мм L100 мм,5020,RUB,Да,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/375102,"<p>Короткая игла используется совместно со шприцами-дозаторами <a href=""https://entero.ru/item/88454?digiSearch=true&term=%D0%A8%D0%BF%D1%80%D0%B8%D1%86-%D0%B4%D0%BE%D0%B7%D0%B0%D1%82%D0%BE%D1%80%20Danler&params=%7Csort%3DDEFAULT"">Danler</a> для заполнения начинкой небольших изделий.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 6 мм</li>
<li>Длина: 100 мм</li>
</ul>",375102,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/d5/7a/d57aabc89f4659ebb41fa910334c66e4.jpg,Игла удлиненная Danler Ø 8мм L140 мм,Игла удлиненная Danler Ø 8мм L140 мм,7014,RUB,Да,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/375103,"<p>Удлиненная игла используется совместно со шприцами-дозаторами <a href=""https://entero.ru/item/88454?digiSearch=true&term=%D0%A8%D0%BF%D1%80%D0%B8%D1%86-%D0%B4%D0%BE%D0%B7%D0%B0%D1%82%D0%BE%D1%80%20Danler&params=%7Csort%3DDEFAULT"">Danler</a> для заполнения начинкой небольших и вытянутых изделий.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 8 мм</li>
<li>Длина: 140 мм</li>
</ul>",375103,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/4f/79/4f7908452eded83fac720d7f5eab545e.jpg,Игла удлиненная Danler Ø 8мм L150 мм,Игла удлиненная Danler Ø 8мм L150 мм,7014,RUB,Да,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/375104,"<p>Удлиненная игла используется совместно со шприцами-дозаторами <a href=""https://entero.ru/item/88454?digiSearch=true&term=%D0%A8%D0%BF%D1%80%D0%B8%D1%86-%D0%B4%D0%BE%D0%B7%D0%B0%D1%82%D0%BE%D1%80%20Danler&params=%7Csort%3DDEFAULT"">Danler</a> для заполнения начинкой небольших и вытянутых изделий.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 8 мм</li>
<li>Длина: 150 мм</li>
</ul>",375104,,,,,,,,,0,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Пистолет Confimec для RP-15S и RP-15ST,Пистолет Confimec для RP-15S и RP-15ST,45908,RUB,Да,Confimec,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/76798,"<p>Пистолет используется совместно с шприцами-дозаторами <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76798""><b class=""b"">Confimec RP-15S </b></a>и<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76798""><b class=""b""> RP-15ST</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания.</p>",76798,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/5b/80/5b8079093676618445ceb6751756878b.jpg,Пистолет Confimec для COMBI,Пистолет Confimec для COMBI,46552,RUB,Да,Confimec,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/76800,"<p>Пистолет используется совместно с шестеренчатым дозатором <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76800""><b class=""b"">Confimec COMBI</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для наполнения изделий непосредственно на противне или дозирования теста в кондитерские формы.</p>",76800,,,,,,,,,0,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,"Трубка прямая для трубочки Danler 0269-57 для NF, NG, NGE","Трубка прямая для трубочки Danler 0269-57 для NF, NG, NGE",4151,RUB,Да,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/375227,"<p>Трубка прямая для трубочки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375227""><b class=""b"">Danler 0269-57 </b></a>используется на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских совместно со шприцом-дозатором <a href=""https://entero.ru/item/88451"">NF</a>, <a href=""https://entero.ru/item/116049"">NG</a>, <a href=""https://entero.ru/item/88454"">NGE</a> для небольших и вытянутых изделий (трубочек). </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Внешний диаметр: 10 мм</li>
<li>Высота: 80 мм</li>
</ul>

<p> </p>

<p> </p>",375227,,,,,,,,,0,https://entero.ru/manuals/507796/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%D1%81%D0%B0%D0%B4%D0%BE%D0%BA%20Danler.pdf,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,"Устройство перемешивающее Danler 02569-92 для NF, NG, NGE","Устройство перемешивающее Danler 02569-92 для NF, NG, NGE",44550,RUB,Да,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/375252,"<p>Перемешивающее и прижимное устройство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375252""><b class=""b"">Danler 02569-92 </b></a>используется на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских совместно со шприцом-дозатором <a href=""https://entero.ru/item/88451"">NF</a>, <a href=""https://entero.ru/item/116049"">NG</a>, <a href=""https://entero.ru/item/88454"">NGE</a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 10 л</li>
</ul>

<p> </p>",375252,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/da/0d/da0d3166e92c97ddbea7bd606936efde.jpg,Перемешивающее устройство Kocateq OMJ30AFD Stirring motor,Перемешивающее устройство Kocateq OMJ30AFD Stirring motor,54774,RUB,Да,Kocateq,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/373569,"<p>Перемешивающее устройство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/373569""><b class=""b"">Kocateq OMJ30AFD </b></a>используется совместно с универсальным дозатором <a href=""https://entero.ru/item/349830"">OMJ 30 AFD</a> на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>​Мощность: 0.5 кВт</li>
</ul>

<p> </p>

<p> </p>",373569,,,,,,,,,0,,58897,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,"Устройство перемешивающее Danler 02569-93 для NF, NG, NGE","Устройство перемешивающее Danler 02569-93 для NF, NG, NGE",58050,RUB,Да,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/375253,"<p>Перемешивающее и прижимное устройство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375253""><b class=""b"">Danler 02569-93 </b></a>используется на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских совместно со шприцом-дозатором <a href=""https://entero.ru/item/88451"">NF</a>, <a href=""https://entero.ru/item/116049"">NG</a>, <a href=""https://entero.ru/item/88454"">NGE</a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 20 л</li>
</ul>

<p> </p>",375253,,,,,,,,,0,,61755,,,,,,,,
https://cdn.entero.ru/mp@2x/79/b3/79b3f1196142ee455774c68f0dad888a.jpg;https://cdn.entero.ru/mp@2x/b6/8f/b68f12b6a7ff6c4906d5a3e1bf1f18ab.jpg;https://cdn.entero.ru/mp@2x/03/c6/03c6d2534c5e3f8315e4dab6a6e05ce9.jpg,"Насадка-пистолет Kocateq SVDDH для дозатора соуса SV DD 2,5 и 3,5","Насадка-пистолет Kocateq SVDDH для дозатора соуса SV DD 2,5 и 3,5",2083,RUB,Да,Kocateq,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/363617,"<p>Насадка-пистолет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363617""><b class=""b"">Kocateq SVDDH </b></a>используется на предприятиях общественного питания и торговли, в частных домах и квартирах совместно с дозатором SV DD <a href=""https://entero.ru/item/360247"">2,5</a> и <a href=""https://entero.ru/item/360246"">3,5</a> для наполнения изделий соусом, таким как майонез, сметана и гуакамоле. </p>",363617,,,,,0 мм,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/2c/09/2c091e72af1d0738fa26d8759213aa39.jpg;https://cdn.entero.ru/mp@2x/79/c0/79c07f1a87a27b4485bae53f31e146e1.jpg,Насадка многоигольная Kalando KDSP 019M,33274 KDSP-019M,7843,RUB,Да,,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/352756,"<p>Многоигольная насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/352756"">Kalando KDSP 019M</a></b> используется совместно с дозаторами <a href=""https://entero.ru/item/123939"">KD019</a> и <a href=""https://entero.ru/item/194802"">KD027</a> на предприятиях общественного питания и торговли, в частных домах и квартирах для наполнения пончиков и донатсов кремом по всему диаметру. Съемная модель оснащена разборной конструкцией для облегчения процесса очистки и 8 иглами из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр иглы:
<ul>
<li>Внешний: 6 мм</li>
<li>Внутренний: 4 мм</li>
</ul>
</li>
<li>Высота игл: 22 мм</li>
<li>Высота основания насадки: 25 мм</li>
<li>Размер: 75х75х61 мм</li>
<li>Вес с упаковкой: 0,2 кг</li>
</ul>",352756,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/77/a7/77a78fc177165d5a03776d88f800fa25.jpg,Тепловой кожух Kocateq OMJ30AFD Heating band,Тепловой кожух Kocateq OMJ30AFD Heating band,12220,RUB,Да,Kocateq,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/373571,"<p>Тепловой кожух для загрузочного бункера <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373571""><b class=""b"">Kocateq OMJ30AFD </b></a>используется совместно с универсальным дозатором <a href=""https://entero.ru/item/349830"">OMJ 30 AFD</a> на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>​Регулировка температуры: от 30 до 140 °С.</li>
<li>Мощность: 1.5 кВт </li>
<li>Напряжение: 220/1/50</li>
</ul>

<p> </p>

<p> </p>",373571,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/bd/04/bd0449f00dafb726aa0bcdcaba9e1025.jpg,Насадка для машин для отсадки Pavoni F-3097,Насадка для машин для отсадки Pavoni F-3097,14898,RUB,Да,Pavoni,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/41526,"<p>Насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41526"">Pavoni F-3097</a></b> используется совместно с машиной для наполнения начинкой <a href=""https://entero.ru/item/23028"">NEW DOSIPLUS</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Изделие работает непосредственно без переходников.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 8 мм</li>
<li>Длина: 57 мм</li>
</ul>",41526,,,,,,,,,0,https://entero.ru/manuals/72008/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/5d/98/5d98b14b472b640086e5c2e5fa0008e5.jpg,Дополнительная дежа Confimec для COMBI,Дополнительная дежа Confimec для COMBI,0,RUB,Нет,Confimec,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/76801,"<p>Дополнительная дежа используется совместно с шестеренчатым дозатором <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76801""><b class=""b"">Confimec COMBI</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 15 л</li>
</ul>",76801,,,,,,,,,0,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Дополнительный бункер Confimec для RP-15S и RP-15ST,Дополнительный бункер Confimec для RP-15S и RP-15ST,0,RUB,Нет,Confimec,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/76799,"<p>Дополнительный бункер используется совместно с шприцами-дозатор​ами <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76799""><b class=""b"">Confimec RP-15S </b></a>и<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76799""><b class=""b""> RP-15ST</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания.</p>",76799,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/d3/18/d3186dbdc72e4570ec9e986393135f26.jpg,"Педаль управления Danler 0269-80 ((3 конт) для NF, NG, NGE","Педаль управления Danler 0269-80 ((3 конт) для NF, NG, NGE",4500,RUB,Нет,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/375198,"<p>Педаль управления <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375198""><b class=""b"">Danler 0269-80 </b></a>используется на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских совместно со шприцом-дозатором <a href=""https://entero.ru/item/88451"">NF</a>, <a href=""https://entero.ru/item/116049"">NG</a>, <a href=""https://entero.ru/item/88454"">NGE</a>.</p>

<p> </p>",375198,,,,,,,,,0,https://entero.ru/manuals/507344/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%D1%81%D0%B0%D0%B4%D0%BE%D0%BA%20Danler.pdf,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,"Насадка с двумя иглами Danler 0269-18 для NF, NG, NGE","Насадка с двумя иглами Danler 0269-18 для NF, NG, NGE",11790,RUB,Нет,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/375197,"<p>Насадка с двумя иглами <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375197""><b class=""b"">Danler 0269-18 </b></a>используется на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских совместно со шприцом-дозатором <a href=""https://entero.ru/item/88451"">NF</a>, <a href=""https://entero.ru/item/116049"">NG</a>, <a href=""https://entero.ru/item/88454"">NGE</a>.</p>

<p> </p>",375197,,,,,,,,,0,https://entero.ru/manuals/507341/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%D1%81%D0%B0%D0%B4%D0%BE%D0%BA%20Danler.pdf,12543,,,,,,,,
https://cdn.entero.ru/mp@2x/3c/dd/3cdd9b2d0ad5fbe40e76864282a6bff8.jpg,Наконечник для машин для отсадки начинок Pavoni FS-3305,Наконечник для машин для отсадки начинок Pavoni FS-3305,29902,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/39583,"<p>Наконечник для машин для отсадки начинок <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39583"">Pavoni FS-3305</a></b> используется совместно с машиной для наполнения начинкой <a href=""https://entero.ru/item/23028"">NEW DOSIPLUS</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Изделие предназначено для увеличения производительности за счет одновременного использования двух насадок.</p>",39583,,,,,,,,,0,https://entero.ru/manuals/72009/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,31811,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,"Игла короткая Danler 0269-39 для NF, NG, NGE","Игла короткая Danler 0269-39 для NF, NG, NGE",4289,RUB,Нет,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/375221,"<p>Игла короткая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375221""><b class=""b"">Danler </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375221""><b class=""b"">0269-39</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375221""><b class=""b""> </b></a>используется на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских совместно со шприцом-дозатором <a href=""https://entero.ru/item/88451"">NF</a>, <a href=""https://entero.ru/item/116049"">NG</a>, <a href=""https://entero.ru/item/88454"">NGE</a>. для шприцевания небольших изделий.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Внешний диаметр: 8 мм</li>
<li>Высота: 80 мм</li>
</ul>

<p> </p>

<p> </p>",375221,,,,,,,,,0,https://entero.ru/manuals/507794/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%D1%81%D0%B0%D0%B4%D0%BE%D0%BA%20Danler.pdf,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,"Трубка длинная с поворотом 90° Danler 0269-54 для NF, NG, NGE","Трубка длинная с поворотом 90° Danler 0269-54 для NF, NG, NGE",5779,RUB,Нет,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/375228,"<p>Трубка длинная с поворотом 90° <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375228""><b class=""b"">Danler 0269-54 </b></a>используется на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских совместно со шприцом-дозатором <a href=""https://entero.ru/item/88451"">NF</a>, <a href=""https://entero.ru/item/116049"">NG</a>, <a href=""https://entero.ru/item/88454"">NGE</a> для отсадки в одну форму торта, мороженного, сгущенки, джема, сливок и т. д.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Внешний диаметр: 16 мм</li>
<li>Высота: 145 мм</li>
</ul>

<p> </p>

<p> </p>",375228,,,,,,,,,0,https://entero.ru/manuals/507797/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%D1%81%D0%B0%D0%B4%D0%BE%D0%BA%20Danler.pdf,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Насадка-игла двойная Confimec SRL для RP-15S,Насадка-игла двойная Confimec SRL для RP-15S,8171,RUB,Нет,Confimec,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/357195,"<p>Насадка-игла двойная SRL предназначена для поршневого шприца-дозатора <a href=""https://entero.ru/item/76795""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/357195""><b class=""b"">Confimec RP-15S</b></a></a> на предприятиях пищевой промышленности и общественного питания. </p>

<p> </p>

<p><br>
</p>",357195,,,,,,,,,0,,10751,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,"Трубка прямая для трубочки Danler 0269-53 для NF, NG, NGE","Трубка прямая для трубочки Danler 0269-53 для NF, NG, NGE",9870,RUB,Нет,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/375223,"<p>Трубка прямая для трубочки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375223""><b class=""b"">Danler 0269-53 </b></a>используется на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских совместно со шприцом-дозатором <a href=""https://entero.ru/item/88451"">NF</a>, <a href=""https://entero.ru/item/116049"">NG</a>, <a href=""https://entero.ru/item/88454"">NGE</a> для небольших и вытянутых изделий (трубочек). </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Внешний диаметр: 20 мм</li>
<li>Высота: 180 мм</li>
</ul>

<p> </p>

<p> </p>",375223,,,,,,,,,0,https://entero.ru/manuals/507795/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%D1%81%D0%B0%D0%B4%D0%BE%D0%BA%20Danler.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/fb/74/fb74521a7f161c222f60a9db02c45230.jpg,Обогрев загрузочного бункера Danler для цилиндра 22 л,Обогрев загрузочного бункера Danler для цилиндра 22 л,12245,RUB,Нет,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/343957,"<p>Обогрев загрузочного бункера <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343957""><b class=""b"">Danler NGE-20 </b></a>используется совместно с шприцом-дозатором <a href=""https://entero.ru/item/88454"">NGE-20</a> на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских.</p>

<p> </p>",343957,,,,,,,,,0,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,"Загрузочный бункер Danler 0269-90 для NF, NG, NGE","Загрузочный бункер Danler 0269-90 для NF, NG, NGE",12575,RUB,Нет,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/375229,"<p>Загрузочный бункер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375229""><b class=""b"">Danler 0269-90 </b></a>используется на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских совместно со шприцом-дозатором <a href=""https://entero.ru/item/88451"">NF</a>, <a href=""https://entero.ru/item/116049"">NG</a>, <a href=""https://entero.ru/item/88454"">NGE</a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 10 л</li>
</ul>

<p> </p>",375229,,,,,,,,,0,https://entero.ru/manuals/507798/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%D1%81%D0%B0%D0%B4%D0%BE%D0%BA%20Danler.pdf,13378,,,,,,,,
https://cdn.entero.ru/mp@2x/6a/01/6a010812ac49a35f39fbd7eff1fb099e.jpg,Насадка для машин для отсадки начинок Pavoni F-3011,Насадка для машин для отсадки начинок Pavoni F-3011,7140,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/39584,"<p>Насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39584"">Pavoni F-3011</a></b> используется совместно с машиной для наполнения начинкой <a href=""https://entero.ru/item/23028"">NEW DOSIPLUS</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Изделие работает только в комплекте с наконечником <a href=""https://entero.ru/item/39583"">FS-3305</a> (в комплект поставки не входит и приобретается отдельно).</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 12 мм</li>
<li>Длина: 89 мм</li>
</ul>",39584,,,,,,,,,0,https://entero.ru/manuals/72015/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Насадка-игла двойная Confimec для дозатора наполнителя RP-15,Насадка-игла двойная Confimec для дозатора наполнителя RP-15,8348,RUB,Нет,Confimec,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/354126,"<p>Насадка-игла двойная используется совместно с дозатором <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354126""><b class=""b"">Confimec <a href=""https://entero.ru/search.php?text=Confimec+RP-15"">RP-15</a></b></a><a href=""https://entero.ru/search.php?text=Confimec+RP-15""> </a>в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания.</p>",354126,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/0a/cc/0accf777b32fdc783bdaa0b7d5282bb2.jpg,Насадка для машин для отсадки начинок Pavoni F-3064,Насадка для машин для отсадки начинок Pavoni F-3064,10998,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/76726,"<p>Насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76726"">Pavoni F-3064</a></b> используется совместно с машиной для наполнения начинкой <a href=""https://entero.ru/item/23028"">NEW DOSIPLUS</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Изделие работает только в комплекте с наконечником <a href=""https://entero.ru/item/39583"">FS-3305</a> (в комплект поставки не входит и приобретается отдельно).</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 8 мм</li>
<li>Длина: 111 мм</li>
</ul>",76726,,,,,,,,,0,https://entero.ru/manuals/71959/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,11954,,,,,,,,
