Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Вес (с упаковкой),Камбузное оборудование,Линия 700,Линия 900,Объем чаши,Опрокидывание,Площадь пода чаши
https://cdn.entero.ru/mp@2x/fc/65/fc65f3b3deca470c8b3e4eeb05e44a64.jpg,"Сковорода опрокидывающаяся Проммаш СЭ-0,35Н",СЭЧ-0.35Н,139446,RUB,Нет,Проммаш,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/123731,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123731"">Проммаш СЭ-0,35Н</a></b> используется на предприятиях общественного питания и торговли для жарки основным способом и во фритюре, тушения, припускания, пассерования мясных, рыбных, овощных блюд и кулинарных изделий. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры: 20 мин</li>
<li>Внутренние размеры чаши сковороды: 705x491x170 мм</li>
</ul>",123731,280 °С,6.3 кВт,805 мм,800 мм,916 мм,,Россия,,,0,https://entero.ru/manuals/131448/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88%20%D0%A1%D0%AD-0_35%D0%9D.doc;https://entero.ru/manuals/508388/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,148347,,175 кг,380 В,,,,,63 л,ручное,0.35 м2
https://cdn.entero.ru/mp@2x/f5/f6/f5f659ae3c9a0bb893fd29d6d135a42e.jpg;https://cdn.entero.ru/mp@2x/72/1d/721d04722bbc618b0012e9fddade29aa.jpg,"Сковорода опрокидывающаяся Abat ГСК-90-0,67-150",21000802033,343000,RUB,Нет,Abat,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/130664,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130664"">Abat ГСК-90-0,67-150</a> </b>предназначена для приготовления мяса, рыбы, овощей и других продуктов методом жарки, тушения, припускания, пассерования, приготовления на пару и во фритюре на предприятиях общественного питания и торговли. Модель оснащена цельнотянутой сварной чашей, газ-контролем, пьезорозжигом, фиксацией ручки крышки в любом положении и регулируемыми по высоте ножками.</p>

<p>Конструкция выполнена из высококачественной нержавеющей стали, боковая и задняя часть обшивки - из крашенного оцинкованного металла.</p>

<p>В комплект поставки входят 2 съемные форсунки под сжиженный газ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка температуры жарочной поверхности</li>
<li>Нагрев осуществляется горелкой</li>
<li>Дно чаши удерживает тепло в режиме приготовления</li>
<li>Механизм подъема и опускания чаши для удобства очистки и обслуживания</li>
<li>Откидная крышка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество горелок: 2</li>
<li>Время разогрева сковороды до 230 °C: 14 мин.</li>
<li>Расход газа:
<ul>
<li>Природный: 3,386 м<sup>3</sup>/ч</li>
<li>Сжиженный: 2,524 кг/ч</li>
</ul>
</li>
<li>Давление газа:
<ul>
<li>Природный: 1961 Па</li>
<li>Сжиженный: 2942 Па</li>
</ul>
</li>
<li>Толщина дна чаши: 10 мм</li>
<li>Внутренние размеры чаши сковороды: 1100х630х238 мм</li>
</ul>",130664,от 100 до 340 °С,32 кВт,1202 мм,1050 мм,940 мм,,Россия,,,0,https://entero.ru/manuals/145998/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%93%D0%A1%D0%9A-90-0_67-150.pdf;https://entero.ru/manuals/145997/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%93%D0%A1%D0%9A-90-0_67-150.pdf;https://entero.ru/manuals/145999/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,368817,,185 кг,газ,,,,Да,150 л,ручное,0.67 м2
https://cdn.entero.ru/mp@2x/5e/d6/5ed65b70516bb182e89cb953bc76c59d.jpg,"Сковорода опрокидывающаяся Проммаш СЭ-0,25Н","Сковорода опрокидывающаяся Проммаш СЭ-0,25Н",106724,RUB,Нет,Проммаш,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/310192,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/310192"">Проммаш СЭ-0,25Н</a></b> используется на предприятиях общественного питания и торговли для жарения основным способом и во фритюре, для тушения, припускания, пассерования, а также для приготовления на пару мясных, рыбных, овощных блюд и кулинарных изделий. Модель оснащена регулируемыми по высоте опорами. Сварной каркас выполнен из черного металла с порошковым покрытием, сварная чаша - из черного металла, все облицовки и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип нагревательного элемента: ТЭН из высокопрочной нержавеющей стали</li>
<li>Механизм подъема крышки, который позволяет зафиксировать ее в нужном положении</li>
<li>Механизм опрокидывания чаши на 180°</li>
<li>Дополнительный автоматический выключатель, который отключает нагрев чаши при повороте на 15°</li>
<li>Дополнительный термодатчик, который производит отключение оборудования при выходе из строя датчика-реле температуры</li>
<li>Высокая ремонтопригодность, которая обеспечивается простой заменой нагревательных элементов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры: 25 мин.</li>
<li>Внутренние размеры чаши: 488х555х138 мм </li>
</ul>",310192,280 °С,4.8 кВт,1000 мм,800 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/371795/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88%20%D0%A1%D0%AD-0_25%D0%9D.doc;https://entero.ru/manuals/372313/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf;https://entero.ru/manuals/373968/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf;https://entero.ru/manuals/508385/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,113536,,155 кг,"380 В, 220 В",,,,,38 л,ручное,0.25 м2
https://cdn.entero.ru/mp@2x/0f/82/0f8243484d87e3eb75512f091c33852f.jpg;https://cdn.entero.ru/mp@2x/26/81/2681e6498c887fb7f7e2fb2f0061805c.jpg,"Сковорода опрокидывающаяся Проммаш СЭЧ-0,45-01","Сковорода опрокидывающаяся Проммаш СЭЧ-0,45-01",173523,RUB,Нет,Проммаш,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/310180,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/310180"">Проммаш СЭЧ-0,45-01</a></b> используется на предприятиях общественного питания и торговли для жарения основным способом и во фритюре, для тушения, припускания, пассерования, а также для приготовления на пару мясных, рыбных, овощных блюд и кулинарных изделий. Модель оснащена регулируемыми по высоте опорами. Сварной каркас выполнен из черного металла с порошковым покрытием, облицовки - из углеродистой стали с покрытием, литая чаша - из чугуна, передняя облицовка и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип нагревательного элемента: спираль</li>
<li>Механизм подъема крышки, который позволяет зафиксировать ее в нужном положении</li>
<li>Механизм опрокидывания чаши на 180°</li>
<li>Дополнительный автоматический выключатель, который отключает нагрев чаши при повороте на 15°</li>
<li>Дополнительный термодатчик, который производит отключение оборудования при выходе из строя датчика-реле температуры</li>
<li>Высокая ремонтопригодность, которая обеспечивается простой заменой нагревательных элементов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры: 30 мин</li>
<li>Внутренние размеры чаши сковороды:
<ul>
<li>Дно чаши: 900х550 мм</li>
<li>Верх чаши: 930х580 мм</li>
<li>Высота: 180 мм</li>
</ul>
</li>
</ul>",310180,280 °С,12 кВт,1440 мм,800 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/371778/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88%20%D0%A1%D0%AD%D0%A7-0_45-01.doc;https://entero.ru/manuals/372310/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf;https://entero.ru/manuals/373980/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf;https://entero.ru/manuals/508391/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,182656,,225 кг,"380 В, 220 В",,,,,85 л,ручное,0.45 м2
https://cdn.entero.ru/mp@2x/89/7e/897e2b0cfc5b1a848aac878e6e4ca05e.jpg,"Сковорода опрокидывающаяся Abat ЭСК-90-0,27-40-К",21000001616,192350,RUB,Нет,Abat,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/130592,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130592"">Abat ЭСК-90-0,27-40-К</a> </b>с композитным дном предназначена для приготовления мяса, рыбы, овощей и других продуктов методом жарки, тушения, припускания, пассерования, приготовления на пару и во фритюре на предприятиях общественного питания и торговли. Модель оснащена цельнотянутой сварной чашей, фиксацией ручки крышки в любом положении и регулируемыми по высоте ножками.</p>

<p>Конструкция выполнена из высококачественной нержавеющей стали, боковая и задняя часть обшивки - из крашенного оцинкованного металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Композитное дно позволяет надежно удерживать тепло во время и после приготовления</li>
<li>Терморегулятор для автоматического поддержания заданной температуры</li>
<li>Воздуховод</li>
<li>Плавная регулировка температуры жарочной поверхности</li>
<li>Дно чаши удерживает тепло в режиме приготовления</li>
<li>Механизм подъема и опускания чаши для удобства очистки и обслуживания</li>
<li>Откидная крышка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева сковороды до 230 °C: 12 мин.</li>
<li>Толщина дна чаши: 10 мм</li>
<li>Внутренние размеры чаши сковороды: 577х470х197 мм</li>
<li>Потребляемая мощность: 9 кВт</li>
<li>Количество ТЭНов: 3</li>
</ul>",130592,от 20 до 270 °С,9 кВт,840 мм,1050 мм,940 мм,,Россия,,,0,https://entero.ru/manuals/145838/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%AD%D0%A1%D0%9A-90-0_27-40-%D0%9A.pdf;https://entero.ru/manuals/145837/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Abat%20%D0%AD%D0%A1%D0%9A-90-0_27-40-%D0%9A.pdf;https://entero.ru/manuals/145839/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/145840/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/383622/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%9A%D0%BE%D0%BC%D0%BF%D0%BE%D0%B7%D0%B8%D1%82%D0%BD%D0%BE%D0%B5%20%D0%B4%D0%BD%D0%BE%20%28%D0%A1%D1%8D%D0%BD%D0%B4%D0%B2%D0%B8%D1%87%20%D0%B4%D0%BD%D0%BE%29.pdf,,,94 кг,380 В,,,,Да,40 л,ручное,0.27 м2
https://cdn.entero.ru/mp@2x/10/3e/103ec726f4485138819b72db360fc26c.jpg;https://cdn.entero.ru/mp@2x/78/bc/78bcc3cf45c36856f4e56323fc3a9b65.jpg;https://cdn.entero.ru/mp@2x/08/a9/08a9767439ef1ee1cd2ba8d19cb7cf0f.jpg,"Сковорода опрокидывающаяся Abat ГСК-90-0,47-70",21000802007,221298,RUB,Нет,Abat,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/84325,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/84325"">Abat ГСК-90-0,47-70</a></b> предназначена для приготовления мяса, рыбы, овощей и других продуктов методом жарки, тушения, припускания, пассерования, приготовления на пару и во фритюре на предприятиях общественного питания и торговли. Модель оснащена цельнотянутой сварной чашей, газ-контролем, пьезорозжигом, фиксацией ручки крышки в любом положении и регулируемыми по высоте ножками.</p>

<p>Конструкция выполнена из высококачественной нержавеющей стали, боковая и задняя часть обшивки - из крашенного оцинкованного металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка температуры жарочной поверхности</li>
<li>Нагрев осуществляется горелкой</li>
<li>Дно чаши удерживает тепло в режиме приготовления</li>
<li>Механизм подъема и опускания чаши для удобства очистки и обслуживания</li>
<li>Откидная крышка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество горелок: 1</li>
<li>Время разогрева сковороды до 230 °C: 14 мин.</li>
<li>Расход газа:
<ul>
<li>Природный: 2,116 м<sup>3</sup>/ч</li>
<li>Сжиженный: 1,578 кг/ч</li>
</ul>
</li>
<li>Давление газа:
<ul>
<li>Природный: 1961 Па</li>
<li>Сжиженный: 2942 Па</li>
</ul>
</li>
<li>Толщина дна чаши: 10 мм</li>
<li>Внутренние размеры чаши сковороды: 754х622х197 мм</li>
</ul>",84325,от 100 до 340 °С,20 кВт,840 мм,1045 мм,940 мм,,Россия,,,0,https://entero.ru/manuals/106561/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%93%D0%A1%D0%9A-90-0_47-70.pdf;https://entero.ru/manuals/106560/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%93%D0%A1%D0%9A-90-0_47-70.pdf,,,135 кг,газ,,,,,70 л,ручное,0.47 м2
https://cdn.entero.ru/mp@2x/c9/6d/c96dc8d3a1478c78d44af2ca85accec5.jpg;https://cdn.entero.ru/mp@2x/a9/f0/a9f0bbd34c07b0b315d36ff7a3fe0c53.jpg,"Сковорода опрокидывающаяся Проммаш СЭЧ-0,25В","Сковорода опрокидывающаяся Проммаш СЭЧ-0,25В",152643,RUB,Нет,Проммаш,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/310170,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/310170"">Проммаш СЭЧ-0,25В</a></b> используется на предприятиях общественного питания и торговли для жарения основным способом и во фритюре, для тушения, припускания, пассерования, а также для приготовления на пару мясных, рыбных, овощных блюд и кулинарных изделий. Модель оснащена регулируемыми по высоте опорами. Корпус выполнен полностью из нержавеющей стали, литая чаша - из высокопрочного чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип нагревательного элемента: спираль</li>
<li>Механизм подъема крышки, который позволяет зафиксировать ее в нужном положении</li>
<li>Механизм опрокидывания чаши на 180°</li>
<li>Дополнительный автоматический выключатель, который отключает нагрев чаши при повороте на 15°</li>
<li>Дополнительный термодатчик, который производит отключение оборудования при выходе из строя датчика-реле температуры</li>
<li>Высокая ремонтопригодность, которая обеспечивается простой заменой нагревательных элементов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры: 30 мин.</li>
</ul>",310170,280 °С,6 кВт,1000 мм,800 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/371764/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88%20%D0%A1%D0%AD%D0%A7-0_25%D0%92.doc;https://entero.ru/manuals/372309/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf;https://entero.ru/manuals/373976/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf;https://entero.ru/manuals/508390/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,159003,,140 кг,"380 В, 220 В",,,,,38 л,ручное,0.25 м2
https://cdn.entero.ru/mp@2x/53/ad/53ad1d229d6f4a49debfc0c50dfa7540.jpg,Сковорода опрокидывающаяся KUSINA G7TD200E,Сковорода опрокидывающаяся KUSINA G7TD200E,256950,RUB,Нет,,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/278889,"<p>Опрокидывающаяся сковорода<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278889"">KUSINA G7TD200E</a></b> предназначена для приготовления мяса, рыбы, овощей и других продуктов методом жарки, тушения, припускания, пассерования, приготовления на пару и во фритюре на предприятиях общественного питания и торговли. Модель оснащена регулируемыми по высоте ножками. Конструкция выполнена из нержавеющей стали, дно чаши - из композита.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручное опрокидывание</li>
<li>Крышка с системой балансировки</li>
<li>Предохранительный термост</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина чаши: 200 мм</li>
</ul>",278889,от 100 до 300 °С,9 кВт,800 мм,730 мм,900 мм,,Турция,,,0,,273351,,130 кг,380 В,,,Да,,60 л,ручное,
https://cdn.entero.ru/mp@2x/0c/56/0c5699288052e74e7c8592aa240ba7e1.jpg;https://cdn.entero.ru/mp@2x/5e/a9/5ea96c7652c0400e245dd731ebdb7361.jpg;https://cdn.entero.ru/mp@2x/b1/f2/b1f2353763887b8f5e0288ea0a62fa69.jpg,"Сковорода опрокидывающаяся Abat ГСК-90-0,67-120",21000802023,330099,RUB,Нет,Abat,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/84326,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/84326"">Abat ГСК-90-0,67-120</a> </b>предназначена для приготовления мяса, рыбы, овощей и других продуктов методом жарки, тушения, припускания, пассерования, приготовления на пару и во фритюре на предприятиях общественного питания и торговли. Модель оснащена цельнотянутой сварной чашей, газ-контролем, пьезорозжигом, фиксацией ручки крышки в любом положении и регулируемыми по высоте ножками.</p>

<p>Конструкция выполнена из высококачественной нержавеющей стали, боковая и задняя часть обшивки - из крашенного оцинкованного металла.</p>

<p>В комплект поставки входят 2 съемные форсунки под сжиженный газ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка температуры жарочной поверхности</li>
<li>Нагрев осуществляется горелкой</li>
<li>Дно чаши удерживает тепло в режиме приготовления</li>
<li>Механизм подъема и опускания чаши для удобства очистки и обслуживания</li>
<li>Откидная крышка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество горелок: 2</li>
<li>Время разогрева сковороды до 230 °C: 14 мин.</li>
<li>Расход газа:
<ul>
<li>Природный: 3,386 м<sup>3</sup>/ч</li>
<li>Сжиженный: 2,524 кг/ч</li>
</ul>
</li>
<li>Давление газа:
<ul>
<li>Природный: 1961 Па</li>
<li>Сжиженный: 2942 Па</li>
</ul>
</li>
<li>Толщина дна чаши: 10 мм</li>
<li>Внутренние размеры чаши сковороды: 1100х630х197 мм</li>
</ul>",84326,от 100 до 340 °С,32 кВт,1202 мм,1050 мм,940 мм,,Россия,,,0,https://entero.ru/manuals/106564/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%93%D0%A1%D0%9A-90-0_67-120.pdf;https://entero.ru/manuals/106563/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%93%D0%A1%D0%9A-90-0_67-120.pdf;https://entero.ru/manuals/106565/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,358803,,185 кг,газ,,,,,120 л,ручное,0.67 м2
https://cdn.entero.ru/mp@2x/e6/6a/e66abe6ecc2a879b479ca448cf3526ec.jpg,Сковорода опрокидывающаяся Apach Chef Line SLBPE87MSS,SLBPE87MSS,665564,RUB,Нет,Apach,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/289167,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289167"">Apach Chef Line SLBPE87MSS</a></b> 700-й серии предназначенадля жарки продуктов основным способом, пассерования овощей, тушения, а также припускания мясных, рыбных и овощных изделий на предприятиях общественного питания и торговли. Модель оснащена удобным винтовым механизмом опускания и подъема чаши, крышкой. закрытой подставкой и регулируемыми по высоте ножками. Конструкия выполнена из нержавеющей стали AISI 304, толщиной металла 2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка температуры жарочной поверхности в диапазоне 110-280 С</li>
<li>Нагрев осуществляется ТЭНами, равномерно распределяющими тепло по поверхности чаши</li>
<li>Дно чаши Duplex tank толщиной 12 мм позволяет надежно удерживать тепло в режиме приготовления</li>
<li>Ручной механизм подъема и опускания чаши обеспечивает удобство опорожнения и обслуживания сковороды</li>
<li>Крышка предотвращает потерю тепла и фиксируется в любом положении</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",289167,,9.9 кВт,800 мм,730 мм,900 мм,,Италия,,,0,https://entero.ru/manuals/351861/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf,,,99 кг,380 В,,,Да,,60 л,ручное,
https://cdn.entero.ru/mp@2x/7c/1e/7c1e8f0353e78f0779c18121e1b66c99.jpg,Сковорода электрическая Apach Chef Line GLBPE89MP,Сковорода электрическая Apach Chef Line GLBPE89MP,724866,RUB,Нет,Apach,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/305396,"<p>Электрическая сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305396"">Apach Chef Line GLBPE89MP</a> </b>предназначена для жарки продуктов основным способом, пассерования овощей, тушения, а также припускания мясных, рыбных и овощных изделий на предприятиях общественного питания, торговли, в столовых и кафе. Конструкция выполнена из нержавеющей стали AISI 304, которая отличается устойчивостью к образованию коррозии, к влажной среде и резким перепадам температуры, стойкостью к механическим повреждениям и агрессивным средствам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина нержавеющей стали: 2 мм</li>
</ul>",305396,,12 кВт,800 мм,900 мм,850 мм,176 кг,Италия,1,890x990x1050 мм,0,https://entero.ru/manuals/365999/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,,,160 кг,380 В,,,,Да,80 л,ручное,
