Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Материал,Площадь действия
https://cdn.entero.ru/mp@2x/62/39/62397257bf280ceb895bfcb99bc4d8a6.jpg,Лампа инсектицидная Hurakan HKN-MID50N,Лампа инсектицидная Hurakan HKN-MID50N,3030,RUB,Нет,Hurakan,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/291608,"<p>Инсектицидная лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/291608"">Hurakan HKN-MID50N</a></b> с ультрафиолетовым излучением предназначена для уничтожения комаров, мух, мотыльков и прочих летающих вредителей на предприятиях общественного питания и торговли. Корпус выполнен из крашеного металла.</p>

<p>В комплект поставки входит цепь для подвешивания.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты упаковки: 360 х 100 х 295 мм</li>
</ul>

<p> </p>

<p> </p>",291608,ультрафиолетовый,220 В,0.02 кВт,350 мм,95 мм,280 мм,1.3 кг,1,360x100x295 мм,0,https://entero.ru/manuals/417158/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-MID50N.pdf;https://entero.ru/manuals/359695/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/417157/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/453929/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-MID50N.pdf,,,1.2 кг,Китай,Китай,,окрашенный металл,50 м2
https://cdn.entero.ru/mp@2x/c0/f2/c0f22ea00c47921ee99bcbb56acdcbd2.jpg;https://cdn.entero.ru/mp@2x/01/b7/01b7f667dc87b96eed427a8d41f01c32.jpg;https://cdn.entero.ru/mp@2x/79/91/7991f8194c2c04a205c33551b7c4c439.jpg,Лампа инсектидная EKSI EIK-100,Лампа инсектидная EKSI EIK-100,3163,RUB,Нет,EKSI,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/228000,"<p>Инсектицидная лама <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228000""><b class=""b"">EKSI EIK-100</b></a> предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей посредством находящихся под высоким напряжением металлических решеток в залах кафе, ресторанов и на других предприятиях общественного питания. Корпус выполнен из алюминиевого сплава, электролитическое покрытие металлических решеток предотвращает их коррозию.</p>

<p>В комплект поставки входит цепь для подвешивания.</p>",228000,ультрафиолетовый,220 В,0.035 кВт,665 мм,95 мм,360 мм,,,,0,https://entero.ru/manuals/477928/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20EIK-100.pdf,4217,,4 кг,,Китай,,алюминиевый сплав,100 м2
https://cdn.entero.ru/mp@2x/00/af/00afe3cd5a1b934394ee4b6ab2870bef.jpg,Лампа инсектицидная Hurakan HKN-MID150N,Лампа инсектицидная Hurakan HKN-MID150N,4399,RUB,Нет,Hurakan,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/302851,"<p>Инсектицидная лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/302851"">Hurakan HKN-MID150N</a></b> предназначена для приманивания и уничтожения комаров, ос, мух, мотыльков и прочих летающих вредителей с помощью электрического тока на предприятиях общественного питания и торговли, а также в домашних условиях. Высокое напряжение, достаточное для поражения насекомых, подведено к металлическим решеткам в основе конструкции. </p>

<p>В комплект поставки входит цепь для подвешивания.</p>",302851,ультрафиолетовый,220 В,0.04 кВт,665 мм,95 мм,380 мм,4 кг,1,670x100x390 мм,0,https://entero.ru/manuals/417176/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/417137/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/453931/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-MID150N.pdf,6026,,3.05 кг,Китай,Китай,,,
https://cdn.entero.ru/mp@2x/8b/97/8b9770361472b24b7a414c7d59798327.jpg,Лампа инсектицидная Koneteollisuus Oy (KT) BT-40W,KT BT-40W,13389,RUB,Нет,Koneteollisuus Oy (KT),Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/118751,"<p>Инсектицидная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118751""><b class=""b"">Koneteollisuus Oy (KT)​ BT-40W</b></a> предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей посредством находящихся под высоким напряжением металлических решеток в залах кафе, ресторанов и на других предприятиях общественного питания. </p>

<p>В комплект поставки входит цепь для подвешивания.</p>",118751,ультрафиолетовый,220 В,0.045 кВт,670 мм,110 мм,370 мм,5 кг,1,675x115x420 мм,0,https://entero.ru/manuals/366717/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,4 кг,Финляндия,,,,
https://cdn.entero.ru/mp@2x/bc/be/bcbe19ae28790db243592aa9d8b45563.jpg;https://cdn.entero.ru/mp@2x/dd/9d/dd9d825f3e89a05fa7e4588f15273981.jpg,Лампа инсектицидная Hurakan HKN-MID150,Лампа инсектицидная Hurakan HKN-MID150,4576,RUB,Нет,Hurakan,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/94256,"<p>Инсектицидная лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94256"">Hurakan HKN-MID150</a></b> с ультрафиолетовым излучением предназначена для уничтожения комаров, мух, мотыльков и прочих летающих вредителей на предприятиях общественного питания и торговли. Корпус выполнен из крашеного металла.</p>

<p>В комплект поставки входит цепь для подвешивания.</p>",94256,ультрафиолетовый,220 В,0.04 кВт,670 мм,100 мм,320 мм,,,,0,https://entero.ru/manuals/417140/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-MID150.pdf;https://entero.ru/manuals/417174/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/417141/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/453928/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-MID150.pdf,,,3.05 кг,Китай,Китай,,окрашенный металл,150 м2
https://cdn.entero.ru/mp@2x/bd/f5/bdf5c939839f26a59d7a505690a390c7.jpg,Лампа инсектицидная JEJU E-100-2S,Лампа инсектицидная JEJU E-100-2S,5932,RUB,Нет,JEJU,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/125570,"<p>Инсектицидная лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125570"">JEJU E-100-2S</a></b> используется на предприятиях общественного питания и торговли для приманивания и уничтожения комаров, ос, мух, мотыльков и прочих летающих вредителей за счет ультрафиолетового света. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит цепочка для подвешивания на стену.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Специальный поддон для сбора пораженных насекомых</li>
<li>Не загрязняет воздух, не выделяет токсичных веществ и запаха во время работы</li>
<li>Совершенно безвредна для людей и домашних животных</li>
</ul>",125570,ультрафиолетовый,220 В,0.03 кВт,383 мм,130 мм,300 мм,,,,0,,,,6 кг,Тайвань,,,нерж. сталь,160 м2
https://cdn.entero.ru/mp@2x/47/cb/47cb6e0094fa24717e27ccba9bdc31a6.jpg,Лампа инсектицидная Enigma B08,Лампа инсектицидная Enigma B08,2418,RUB,Нет,Enigma,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/343907,"<p>Инсектицидная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343907""><b class=""b"">Enigma B08</b></a> предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей посредством находящихся под высоким напряжением металлических решеток в залах кафе, ресторанов и на других предприятиях общественного питания. Модель оснащена 2 лампами. </p>",343907,ультрафиолетовый,220 В,,480 мм,55 мм,210 мм,,,,0,,,,,,Китай,,,50 м2
https://cdn.entero.ru/mp@2x/e5/ba/e5ba1993548fffec4360601490f115d7.jpg,Лампа инсектицидная ROAL TMH-g440,н0000153368 ТМХ-g440,2709,RUB,Нет,ROAL,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/120008,"<p>Инсектицидная лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120008"">ROAL TMH-g440</a> </b>предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей посредством находящихся под высоким напряжением металлических решеток на предприятиях общественного питания и торговли. Модель оснащена 2 лампами, цепью для подвешивания, электромагнитом, трансформатором и поддоном для удаления насекомых. Корпус выполнен из окрашенной стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",120008,ультрафиолетовый,220 В,0.04 кВт,664 мм,64 мм,278 мм,,,,0,https://entero.ru/manuals/123424/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20TMH-m440.pdf,3386,,2 кг,Китай,Китай,,окрашенный металл,100 м2
https://cdn.entero.ru/mp@2x/c4/8f/c48f182316e0885441449a405a1efe04.jpg,Лампа инсектицидная ROAL TMH-m430,н0000153367,2981,RUB,Нет,ROAL,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/120007,"<p>Инсектицидная лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120007"">ROAL TMH-m430</a> </b>предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей посредством находящихся под высоким напряжением металлических решеток на предприятиях общественного питания и торговли. Модель оснащена 2 лампами, цепью для подвешивания, электромагнитом, трансформатором и поддоном для удаления насекомых. Корпус выполнен из окрашенной стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",120007,ультрафиолетовый,220 В,0.03 кВт,503 мм,64 мм,278 мм,,,,0,https://entero.ru/manuals/123423/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20TMH-m430.pdf,3773,,,Китай,Китай,,окрашенный металл,60 м2
https://cdn.entero.ru/mp@2x/19/d3/19d35c334ed879b2023a7722a29bcf13.jpg;https://cdn.entero.ru/mp@2x/1a/d9/1ad905f174120231f2656efd11d9244c.jpg;https://cdn.entero.ru/mp@2x/e6/50/e6508f2c65439973f84e2b8e09ed0023.jpg;https://cdn.entero.ru/mp@2x/ca/68/ca6806b2297ff1c5dd8a81d40faf20c9.jpg;https://cdn.entero.ru/mp@2x/9d/d2/9dd2fac20fc20f433415256f40ce1020.jpg;https://cdn.entero.ru/mp@2x/be/f6/bef6f080929103f5d2847cee9da4979d.jpg;https://cdn.entero.ru/mp@2x/10/a6/10a6601d00c12845eb3d28efa0d77888.jpg,Лампа инсектицидная Баргузин 9-2х40,Лампа инсектицидная Баргузин 9-2х40,24950,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/275286,"<p>Инсектицидная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/275286""><b class=""b"">Баргузин 9-2х40</b></a> предназначена для привлечения мягким фиолетовым светом на клеевую основу комаров, мух, мотыльков и прочих летающих вредителей в залах кафе, ресторанов и на других предприятиях общественного питания и торговли. Модель оснащена 2 лампами и 1 клеевым вкладышем черного цвета. Оборудование выполнено из экологически чистых материалов, поверхность не ржавеет, не трескается и не теряет цвет.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Невысыхающий клей без запаха</li>
<li>Свечение лампы-приманки безопасно для людей и животных</li>
<li>При работе не выделяет брызг и запахов, не шумит и не загрязняет окружающую среду</li>
<li>Возможно круглосуточное использование</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность ламп: 2х 0,04 кВт</li>
<li>Площадь действия:
<ul>
<li>Максимальная: 150 м<sup>2</sup></li>
<li>Эффективная: 50 м<sup>2</sup></li>
</ul>
</li>
<li>Потребляемая мощность: 0,08 кВт</li>
<li>Габариты в упаковке: 470х170х420 мм</li>
</ul>",275286,,220 В,,,,,4.6 кг,1,470x170x420 мм,0,,27120,,,,Россия,4.6 кг,,150 м2
https://cdn.entero.ru/mp@2x/da/5b/da5becb9b6155dcdbe2961325b79f9a5.jpg;https://cdn.entero.ru/mp@2x/0e/e1/0ee1d183bb170012ad064f22b7b7bc7f.jpg;https://cdn.entero.ru/mp@2x/f7/c7/f7c7d76c6fd229d3642b98d56b04089c.jpg,Лампа инсектицидная EKSI EIK-60,Лампа инсектицидная EKSI EIK-60,0,RUB,Нет,EKSI,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/258737,"<p>Инсектицидная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258737""><b class=""b"">EKSI EIK-60 </b></a>предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей посредством находящихся под высоким напряжением металлических решеток в залах кафе, ресторанов и на других предприятиях общественного питания. Модель оснащена 2 лампами. Корпус выполнен из алюминиевого сплава.</p>

<p>В комплект поставки входит цепь для крепления.</p>",258737,ультрафиолетовый,220 В,0.02 кВт,410 мм,80 мм,285 мм,4.8 кг,1,494x114x342 мм,0,https://entero.ru/manuals/477917/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20EIK-60.pdf,,,1 кг,,Китай,,алюминиевый сплав,60 м2
https://cdn.entero.ru/mp@2x/19/e7/19e7139822005619c8e558af8fe9b169.jpg,Лампа инсектицидная GASTRORAG EGO-02-12W,Лампа инсектицидная GASTRORAG EGO-02-12W,0,RUB,Нет,GASTRORAG,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/80326,"<p>Инсектицидная лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80326"">GASTRORAG EGO-02-12W</a></b> предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей посредством находящихся под высоким напряжением металлических решеток в залах кафе, ресторанов и на других предприятиях общественного питания. Корпус выполнен из алюминия и пластмассы.</p>

<p>В комплект поставки входит цепь для подвешивания.</p>",80326,ультрафиолетовый,220 В,0.012 кВт,276 мм,102 мм,276 мм,,,,0,https://entero.ru/manuals/53325/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20GASTRORAG%20EGO-02-12W.pdf;https://entero.ru/manuals/116194/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,2 кг,Китай,Китай,,,30 м2
https://cdn.entero.ru/mp@2x/ec/ec/ecec3691fc78c9e9764de6141a5a5ae3.jpg,Лампа инсектицидная GASTRORAG EGO‑ZIC212,EGO-ZIC212,0,RUB,Нет,GASTRORAG,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/330984,"<p>Инсектицидная лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/330984"">GASTRORAG EGO‑ZIC212</a></b> предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей посредством находящихся под высоким напряжением металлических решеток в залах кафе, ресторанов и на других предприятиях общественного питания. Модель оснащена 2 лампами. Корпус выполнен из алюминиевого сплава.</p>

<p>В комплект поставки входят 2 лампы по 6 Вт T5 BL, кабель питания 1,2 м с европейской вилкой и цепь для подвешивания.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение на решетке: 2500 В</li>
<li>Мощность 1 лампы: 0,006 кВт</li>
</ul>",330984,ультрафиолетовый,220 В,0.02 кВт,356 мм,95 мм,302 мм,,,,0,,,,2 кг,,Китай,,алюминиевый сплав,30 м2
https://cdn.entero.ru/mp@2x/29/74/29748cfbc9ded6565b544f6ae9ebd300.jpg,Лампа инсектицидная VIATTO IK-GD-720,IK‑GD‑720,0,RUB,Нет,VIATTO,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/125568,"<p>Инсектицидная лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125568"">VIATTO IK-GD-720</a></b> используется на предприятиях общественного питания и торговли для приманивания и уничтожения комаров, ос, мух, мотыльков и прочих летающих вредителей с помощью электрического тока. Насекомые приманиваются ультрафиолетовой лампой и, попадая на металлическую решётку, погибают. Корпус выполнен из алюминия, боковые панели - из пластика.</p>

<p>В комплект поставки входит цепочка для подвешивания на стену.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защитная решетка для изоляции сетки, находящейся под напряжением</li>
<li>Специальный поддон для сбора пораженных насекомых</li>
<li>Не загрязняет воздух, не выделяет токсичных веществ и запаха во время работы</li>
<li>Совершенно безвредна для людей и домашних животных</li>
</ul>",125568,ультрафиолетовый,220 В,0.02 кВт,392 мм,87 мм,262 мм,,,,0,https://entero.ru/manuals/135443/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf,,,1.5 кг,Китай,Китай,,,50 м2
https://cdn.entero.ru/mp@2x/c1/78/c17857815cae59d55ee768a08b4ec97b.jpg,Лампа инсектицидная VIATTO IK281‑2x15W,IK281-2x15W,0,RUB,Нет,VIATTO,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/125563,"<p>Инсектицидная лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125563"">VIATTO IK281‑2x15W</a></b> используется на предприятиях общественного питания и торговли для приманивания и уничтожения комаров, ос, мух, мотыльков и прочих летающих вредителей с помощью электрического тока. Насекомые приманиваются ультрафиолетовой лампой и, попадая на металлическую решётку, погибают. Корпус выполнен из алюминия, боковые панели - из пластика.</p>

<p>В комплект поставки входят цепочки для подвешивания на стену.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Полностью защищенная внешняя сетка для повышения безопасности</li>
<li>Большой съемный лоток для легкой чистки</li>
<li>Не загрязняет воздух, не выделяет токсичных веществ и запаха во время работы</li>
<li>Совершенно безвредна для людей и домашних животных</li>
<li>Устойчива к царапинам</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Срок службы ламы: от 5000 до 8000 ч</li>
</ul>",125563,ультрафиолетовый,220 В,0.038 кВт,495 мм,85 мм,255 мм,,,,0,https://entero.ru/manuals/135433/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20IK281%E2%80%912x15W.pdf;https://entero.ru/manuals/135434/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf,,,1.64 кг,Китай,,,,80 м2
https://cdn.entero.ru/mp@2x/93/ae/93aeba38784a3cdefabb618e9409cd4d.jpg,Лампа инсектицидная VIATTO IK281-2x20W,IK281‑2x20W,0,RUB,Нет,VIATTO,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/125567,"<p>Инсектицидная лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125567"">VIATTO IK281-2x20W</a></b> используется на предприятиях общественного питания и торговли для приманивания и уничтожения комаров, ос, мух, мотыльков и прочих летающих вредителей с помощью электрического тока. Насекомые приманиваются ультрафиолетовой лампой и, попадая на металлическую решётку, погибают. Корпус выполнен из алюминия, боковые панели - из пластика.</p>

<p>В комплект поставки входят цепочки для подвешивания на стену.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Полностью защищенная внешняя сетка для повышения безопасности</li>
<li>Большой съемный лоток для легкой чистки</li>
<li>Не загрязняет воздух, не выделяет токсичных веществ и запаха во время работы</li>
<li>Совершенно безвредна для людей и домашних животных</li>
<li>Устойчива к царапинам</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Срок службы ламы: от 5000 до 8000 ч</li>
</ul>",125567,ультрафиолетовый,220 В,0.043 кВт,645 мм,85 мм,255 мм,,,,0,https://entero.ru/manuals/135440/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20IK281-2x20W.pdf;https://entero.ru/manuals/135441/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf,,,1.98 кг,Китай,Китай,,,100 м2
https://cdn.entero.ru/mp@2x/d7/be/d7be277b80cd44e472c342904248f93b.jpg,"Комплект пластин клеевых Airhot GP-420/235 для лампы инсектицидной GT-30W, 5 штук","Комплект пластин клеевых Airhot GP-420/235 для лампы инсектицидной GT-30W, 5 штук",2025,RUB,Да,Airhot,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/361699,"<p>Комплект пластин клеевых <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361699""><b class=""b"">Airhot GP-420/235 </b></a>предназначен для лампы инсектицидной <a href=""https://entero.ru/item/122879"">GT-30W</a> ловушки для насекомых .</p>

<p>В комплект поставки входят 5 сменных пластин.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 420x235x7 мм</li>
<li>Габариты упаковки: 420x235x7 мм</li>
<li>Вес: 0.060 кг</li>
<li>Вес в упаковке: 0.650 кг</li>
<li>Страна: КИТАЙ</li>
</ul>

<p> </p>",361699,,,,,,,,,,0,https://entero.ru/manuals/464907/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20GT-30W.pdf,,,,,,,,
https://cdn.entero.ru/mp@2x/8f/24/8f24080a1f5cfc99d36cef98f12557d5.jpg,"Лампа Китай для IK-60W, IKE-40W, IK-40W","Лампа Китай для IK-60W, IKE-40W, IK-40W",1280,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/266816,"<p>Лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/266816""><b class=""b"">Airhot </b></a>применяется совместно с инсектидными лампами <a href=""https://entero.ru/item/132406"" target=""_blank"">IK-60W</a>, <a href=""https://entero.ru/item/122883"" target=""_blank"">IKE-40W</a> и <a href=""https://entero.ru/item/122881"" target=""_blank"">IK-40W</a> для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей. Модель выполнена из стекла.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,01 кВт</li>
<li>Габариты: 625x45x45 мм</li>
</ul>",266816,,,,,,,,,,0,,,,,,,,,
https://cdn.entero.ru/mp@2x/e5/66/e56689cfe45992c8790a7c77a860a405.jpg;https://cdn.entero.ru/mp@2x/18/ad/18ada2212c7eaa8320b53e3734b40b16.jpg,Вкладыш клеевой FSL 420х235 мм,Вкладыш клеевой FSL 420х235 мм,773,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/275372,"<p>Клеевой вкладыш <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/275372""><b class=""b"">FSL 420х235 мм</b></a> используется совместно с инсектицидными лампами <a href=""https://entero.ru/item/275285"">Баргузин 5-2х15</a> для удержания комаров, мух, мотыльков и прочих летающих вредителей в залах кафе, ресторанов и на других предприятиях общественного питания и торговли. Изделие не высыхает и не имеет запаха, заменяется по мере заполнения.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 420х235 мм</li>
<li>Цвет: черный</li>
</ul>",275372,,,,,,,,,,0,,1104,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Комплект клеевых пластин FROJER для PRO DL22,Комплект клеевых пластин FROJER для PRO DL22,1414,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/323782,"<p>Комплект клеевых пластин <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/323782""><b class=""b"">FROJER </b></a>предназначен для совместного использования с лампами <a href=""https://entero.ru/search.php?text=FROJER+PRO+DL+22"" target=""_blank"">PRO DL22</a>.</p>

<p>В комплект поставки входит 10 пластин.</p>",323782,,,,,,,,,,0,,,,,,,,,
