Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Подогрев булочек
https://cdn.entero.ru/mp@2x/4c/36/4c361f88a97a4e550ae5c2c46bb47381.jpg,Аппарат для хот-догов APW Wyott DR-1A,Аппарат для хот-догов APW Wyott DR-1A,0,RUB,Нет,APW Wyott,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/121469,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121469"">APW Wyott DR-1A</a></b> предназначен для поджаривания и поддержания в теплом виде сосисок для приготовления хот-догов в заведениях быстрого питания и уличной торговли. Модель оснащена панелью управления с регулируемым термостатом, кнопками включения и остановки вращения вертела и съемными держателями сосисок. Корпус выполнен из нержавеющей стали, стенки - из закаленного стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 150 шт./ч</li>
<li>Вместимость: 48 сосисок</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подогреватель для булочек BH-1A</li>
</ul>",121469,карусельный,,220 В,1.31 кВт,508 мм,356 мм,445 мм,,,,0,https://entero.ru/manuals/126711/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20APW%20Wyott%20DR-1A%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/126710/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20APW%20Wyott%20DR-1A%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,22.7 кг,США,,
https://cdn.entero.ru/mp@2x/31/93/3193b384ce2925e96502c8faabdc3c31.jpg;https://cdn.entero.ru/mp@2x/1b/92/1b922eb148bf0be4b3fe7bd8e9fc6de4.jpg,Аппарат для хот-догов Bartscher A120408,Аппарат для хот-догов Bartscher A120408,0,RUB,Нет,Bartscher,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/64422,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64422"">Bartscher A120408</a></b> ​используется на предприятиях общественного питания и торговли для приготовления сосисок и поддержания их в теплом состоянии. Модель оснащена 4 штырями для разогрева булочек. Корпус выполнен из нержавеющей стали, колба - из стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Предохранительный термостат</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем колбы: 1,25 л</li>
<li>Размер колбы: 200х200х240 мм</li>
</ul>",64422,паровой,от 40 до 100 °С,220 В,0.96 кВт,500 мм,285 мм,390 мм,,,,0,https://entero.ru/manuals/108470/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%20A120408.pdf;https://entero.ru/manuals/32692/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%20%D1%80%D0%B0%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D0%BE%D0%BC%20%D0%B2%D0%B8%D0%B4%D0%B5.pdf;https://entero.ru/manuals/32693/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/507799/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,7.63 кг,Германия,Китай,Да
https://cdn.entero.ru/mp@2x/ed/f5/edf5dd59012d8d057e2e66c126bd0ad4.jpg;https://cdn.entero.ru/mp@2x/af/3b/af3ba9d16bb0e18b78ffaf23382461c7.jpg,Станция для бургеров и хот-догов ATESY Бавария БХС - 900.700-02,Станция для бургеров и хот-догов ATESY Бавария БХС - 900.700-02,276850,RUB,Нет,ATESY,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/145943,"<p>Станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/145943"">ATESY Бавария БХС - 900.700-02</a></b> предназначена для комплексного оснащения рабочего места приготовления и продажи хот-догов и бургеров, а также для хранения предварительно охлажденных мясных полуфабрикатов, хлебобулочных изделий, начинок и соусов на предприятиях общественного питания и торговли. Модель оснащена встроенным контроллером управления температурным режимом станции с возможностью программирования и нейтральной нишей для хранения инвентаря: щипцов, салфеток, одноразовой посуды. Все конструктивные элементы станции, контактирующие с продуктами питания, выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Охлаждаемые ящики гастронормированные (GN-1/1), рассчитаны на установку гастроемкостей с максимально допустимой глубиной 150 мм</li>
<li>В правой части стола встроен холодильный агрегат</li>
<li>Направляющие выдвижных ящиков обеспечивают их плавное закрывание</li>
<li>Машинное отделение закрыто декоративной панелью с контроллером температуры охлаждаемого объема и кнопкой включения холодильного агрегата и световой панели со стороны покупателя</li>
<li>Световой лайтбокс придаёт станции уникальный внешний вид</li>
<li>Защитное стекло предохраняет покупателя от процесса приготовления</li>
<li>Конструкция станции продумана таким образом, чтобы легко осуществлять тщательную санитарную обработку</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Без установленного оборудования: 0,4 кВт</li>
<li>С подключенным оборудованием: 4 кВт</li>
</ul>
</li>
<li>Частота тока: 50 Гц</li>
<li>Габариты:
<ul>
<li>Лайт-бокс: 895х840 мм</li>
<li>Постер для лайт-бокса: 855х800 мм</li>
<li>Видимая часть постера: 835х780 мм</li>
</ul>
</li>
</ul>",145943,,от 2 до 6 °С,220 В,от 0.4 до 4 кВт,900 мм,750 мм,1425 мм,184 кг,1,550x1050x600 мм,0,https://entero.ru/manuals/171873/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%91%D0%90%D0%92%D0%90%D0%A0%D0%98%D0%AF%20%D0%91%D0%A5%D0%A1%20-%20900.700-02.pdf;https://entero.ru/manuals/171874/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/281281/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,297688,https://vk.com/video_ext.php?oid=-177656185&id=456239838&hd=2&autoplay=0,138 кг,Россия,Россия,
https://cdn.entero.ru/mp@2x/ce/9e/ce9e4495e4108df6545ddcf1b5d9f4f8.jpg;https://cdn.entero.ru/mp@2x/79/ad/79ad43535e7c8a40b45cc85d41c1033b.jpg,Станция для бургеров и хот-догов ATESY Бавария БХС -1235.700-02-1,Станция для бургеров и хот-догов ATESY Бавария БХС -1235.700-02-1,360111,RUB,Нет,ATESY,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/145964,"<p>Станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/145964"">ATESY Бавария БХС -1235.700-02-1</a></b> предназначена для комплексного оснащения рабочего места приготовления и продажи хот-догов и бургеров, а также для хранения предварительно охлажденных мясных полуфабрикатов, хлебобулочных изделий, начинок и соусов на предприятиях общественного питания и торговли. Модель оснащена встроенным контроллером управления температурным режимом станции с возможностью программирования, гастронормированными ящиками и нейтральной нишей для хранения инвентаря: щипцов, салфеток, одноразовой посуды. Все конструктивные элементы станции, контактирующие с продуктами питания, выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Охлаждаемые ящики гастронормированные (GN-1/1), рассчитаны на установку гастроемкостей с максимально допустимой глубиной 150 мм</li>
<li>В правой части стола встроен холодильный агрегат</li>
<li>Направляющие выдвижных ящиков обеспечивают их плавное закрывание</li>
<li>Машинное отделение закрыто декоративной панелью с контроллером температуры охлаждаемого объема и кнопкой включения холодильного агрегата и световой панели со стороны покупателя</li>
<li>Световой лайтбокс придаёт станции уникальный внешний вид</li>
<li>Защитное стекло предохраняет покупателя от процесса приготовления</li>
<li>Конструкция станции продумана таким образом, чтобы легко осуществлять тщательную санитарную обработку</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Без установленного оборудования: 0,4 кВт</li>
<li>С подключенным оборудованием: 4 кВт</li>
</ul>
</li>
<li>Частота тока: 50 Гц</li>
<li>Габариты:
<ul>
<li>Лайт-бокс: 1231х840 мм</li>
<li>Постер для лайт-бокса: 1191х800 мм</li>
<li>Видимая часть постера: 1171х780 мм</li>
</ul>
</li>
</ul>",145964,,от 2 до 6 °С,220 В,от 0.4 до 4 кВт,1235 мм,750 мм,1425 мм,236 кг,1,500x1380x600 мм,0,https://entero.ru/manuals/171902/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20%D0%91%D0%90%D0%92%D0%90%D0%A0%D0%98%D0%AF%20%D0%91%D0%A5%D0%A1-1235.700-02-1.pdf;https://entero.ru/manuals/171903/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%91%D0%90%D0%92%D0%90%D0%A0%D0%98%D0%AF%20%D0%91%D0%A5%D0%A1-1235.700-02-1.pdf;https://entero.ru/manuals/171904/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/281280/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,391425,https://vk.com/video_ext.php?oid=-177656185&id=456239838&hd=2&autoplay=0,190 кг,Россия,Россия,
https://cdn.entero.ru/mp@2x/db/8e/db8e7e43f8099e8ef04f2c9b93f71ba5.jpg,Аппарат для хот-догов Kocateq HDT3G,Аппарат для хот-догов Kocateq HDT3G,20916,RUB,Нет,Kocateq,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/114784,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114784"">Kocateq HDT3G</a></b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена механической панелью управления. Емкость для воды, 2-х секционная корзина и крышка колбы выполнены из нержавеющей стали AISI 304, ножки - из резины.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 штыря, нагреваемые ТЭНами для разогрева багетов</li>
<li>В стеклянной колбе 2-х секционная корзина для 20 сосисок, разогреваемых водяным паром</li>
<li>Включение нагрева штырей и подогрева емкости для воды</li>
<li>Интенсивность нагрева емкости регулируется биметаллическим реостатом</li>
<li>Нагревательный элемент колбы класса EGO с защитой от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колбы: 145 мм</li>
<li>Высота колбы: 245 мм</li>
<li>Габариты в упаковке 300x550x420 мм</li>
</ul>",114784,паровой,,220 В,0.7 кВт,500 мм,240 мм,380 мм,,,,0,https://entero.ru/manuals/114236/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/380308/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20HDT3G.pdf,,,9 кг,,Ю.Корея,Да
https://cdn.entero.ru/mp@2x/99/19/9919aec796c9698a86f80a2cbf460386.jpg;https://cdn.entero.ru/mp@2x/83/17/8317a8c185d0f0df3ad789b266391f7c.jpg;https://cdn.entero.ru/mp@2x/61/37/613787edc084396ed94ec8e9220422cf.jpg;https://cdn.entero.ru/mp@2x/06/3d/063deb570d1465987fad7f1208e64939.jpg,Станция для бургеров и хот-догов ATESY Бавария БХС - 900.700-02 плюс,Станция для бургеров и хот-догов ATESY Бавария БХС - 900.700-02 плюс,299892,RUB,Нет,ATESY,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/145944,"<p>Станция <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/145944""><b class=""b"">ATESY Бавария БХС - 900.700-02 плюс</b></a> предназначена для комплексного оснащения рабочего места приготовления и продажи хот-догов и бургеров, а также для хранения предварительно охлажденных мясных полуфабрикатов, хлебобулочных изделий, начинок и соусов на предприятиях общественного питания и торговли. Модель оснащена встроенным контроллером управления температурным режимом станции с возможностью программирования и нейтральной нишей для хранения инвентаря: щипцов, салфеток, одноразовой посуды. Все конструктивные элементы станции, контактирующие с продуктами питания, выполнены из нержавеющей стали.</p>

<p>Рабочее пространство столешницы предусматривает установку комби-гриля « <a href=""https://entero.ru/search.php?text=%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%90%D0%A0%D0%91%D0%90%D0%A2"" target=""_blank"">Арбат</a>», гриля роликового « <a href=""https://entero.ru/search.php?text=%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%93%D0%A0%D0%90%D0%A2%D0%98"" target=""_blank"">Грати</a>» (ставится над комби-грилем с помощью подставки) и гриля контактного «<a href=""https://entero.ru/item/143135"" target=""_blank"">МАЭСТРО</a>» ГК-1 (поставляются отдельно).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Охлаждаемые ящики гастронормированные (GN-1/1), рассчитаны на установку гастроемкостей с максимально допустимой глубиной 150 мм</li>
<li>В правой части стола встроен холодильный агрегат</li>
<li>Направляющие выдвижных ящиков обеспечивают их плавное закрывание</li>
<li>Машинное отделение закрыто декоративной панелью с контроллером температуры охлаждаемого объема и кнопкой включения холодильного агрегата и световой панели со стороны покупателя</li>
<li>Световой лайтбокс придаёт станции уникальный внешний вид</li>
<li>Защитное стекло предохраняет покупателя от процесса приготовления</li>
<li>Конструкция станции продумана таким образом, чтобы легко осуществлять тщательную санитарную обработку</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Без установленного оборудования: 0,4 кВт</li>
<li>С подключенным оборудованием: 4 кВт</li>
</ul>
</li>
<li>Частота тока: 50 Гц</li>
<li>Габариты:
<ul>
<li>Лайт-бокс: 895х840 мм</li>
<li>Постер для лайт-бокса: 855х800 мм</li>
<li>Видимая часть постера: 835х780 мм</li>
</ul>
</li>
</ul>",145944,,от 2 до 6 °С,220 В,от 0.4 до 4 кВт,900 мм,750 мм,1575 мм,184 кг,1,550x1050x660 мм,0,https://entero.ru/manuals/171880/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%91%D0%90%D0%92%D0%90%D0%A0%D0%98%D0%AF%20%D0%91%D0%A5%D0%A1%20-%20900.700-02%20%D0%BF%D0%BB%D1%8E%D1%81.pdf;https://entero.ru/manuals/171881/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/281278/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,312388,https://vk.com/video_ext.php?oid=-177656185&id=456239838&hd=2&autoplay=0,138 кг,Россия,Россия,
https://cdn.entero.ru/mp@2x/26/54/26540eb400ea979db1760b10cf6c4cdd.jpg,Аппарат для хот-догов EKSI HHD-1,Аппарат для хот-догов EKSI HHD-1,15072,RUB,Нет,EKSI,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/59208,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59208"">EKSI HHD-1</a></b> предназначен для приготовления сосисок и поддержания булочек в разогретом виде на предприятиях общественного питания и торговли. Модель состоит из пароварки для сосисок и подогревателя для булочек. Корпус выполнен из нержавеющей стали, пароварка - из боросиликатного стекла Pyrex.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество штырей: 4</li>
<li>Время приготовления:
<ul>
<li>Разогрев булочек: 30 сек.</li>
<li>Приготовление сосисок: 1 мин.</li>
</ul>
</li>
</ul>",59208,паровой,,220 В,0.6 кВт,518 мм,350 мм,385 мм,,,,0,https://entero.ru/manuals/423844/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HHD-1.doc,,,9.7 кг,Италия,Италия,Да
https://cdn.entero.ru/mp@2x/f8/55/f855983ff34b660b58d21614383e331e.jpg;https://cdn.entero.ru/mp@2x/90/81/9081c4138868df8a6307bd2d0eaafafa.jpg;https://cdn.entero.ru/mp@2x/61/25/61250e7f5d3a5af5e5f273e4482b0fd4.jpg;https://cdn.entero.ru/mp@2x/c9/fc/c9fc86caa4f5db1e680f193f91169718.jpg;https://cdn.entero.ru/mp@2x/5a/b2/5ab214e3d74015c54fa19fc8aa736fe0.jpg;https://cdn.entero.ru/mp@2x/a9/51/a951c78443ad06761e27364277c47a40.jpg,Аппарат для хот-догов Foodatlas HHD-03,HHD-03 паровой гриль Foodatlas,15783,RUB,Нет,Foodatlas,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/101233,"<p>Аппарата для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/101233"">Foodatlas HHD-03</a></b> предназначен для приготовления сосисок и подогрева булочек на предприятиях общественного питания и торговли. Модель оснащена терморегулятором, ТЭНом, 3 нагреваемыми штырями для булочек, стальной корзиной и прозрачным колпаком с крышкой. Корпус и штыри выполнены из нержавеющей стали 201, камера - из боросиликатного стекла, ТЭН - из высококачественной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер ролика: 200x20 мм</li>
<li>Мощность:
<ul>
<li>Нагрев: 0,6 кВт</li>
<li>Нагрев воды: 0,6 кВт</li>
</ul>
</li>
<li>Объем бака для воды: 4 л</li>
<li>Размер камеры: 190x425 мм</li>
<li>Толщина материала:
<ul>
<li>Корпус: 0,5 мм</li>
<li>Стекло: 3,3 мм</li>
</ul>
</li>
</ul>",101233,паровой,от 38 до 100 °С,220 В,1.2 кВт,480 мм,300 мм,380 мм,,,,0,https://entero.ru/manuals/92456/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HHD-03.pdf,17155,,8.5 кг,Китай,Китай,Да
https://cdn.entero.ru/mp@2x/e3/86/e38644c35ec354053131050deb1b0632.jpg,Станция для хот-догов Finist СХ-800-0/3,Станция для хот-догов Finist СХ-800-0/3,234483,RUB,Нет,Finist,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/360935,"<p>Станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360935"">Finist СХ-800-0/3</a></b> предназначена кратковременного хранения и обработки ингредиентов, размещения технологического оборудования для приготовления хот-догов на предприятиях общественного питания и торговли. Модель оснащена встроенным агрегатом слева, холодильной камерой с 1 секцией с 3 выдвижными ящиками, столешницей повышенной прочности с охлаждаемым холдером под гастроемкости, прозрачным защитным экраном, 3 розетками, подставкой под 4 стандартные бутылки с соусами, подставкой под готовые хот-доги, устойчивыми опорами с подпятниками, кабелем питания с евровилкой и панелью управления. Корпус выполнен из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эффективная система <a href=""http://entero.ru/info/300"">динамического охлаждения</a> с равномерным распределением воздушных потоков благодаря принудительной вентиляции</li>
<li>Электронный контроллер с микропроцессорным блоком:
<ul>
<li>Настройка температуры</li>
<li>Цифровая индикация температуры</li>
<li>Символьная индикация работы компрессора и вентилятора</li>
<li>Самодиагностика с индикацией кодов неисправностей</li>
</ul>
</li>
<li>Автоматическая оттайка испарителя</li>
<li>Простое управление с помощью удобного меню</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Ящики с доводчиками для надежной герметичной фиксации</li>
<li>Термовыводящая перфорация моторного отсека большой площади для эффективного охлаждения</li>
<li>Высокоэффективная цельнозаливная теплоизоляция корпуса</li>
<li>Экологически безопасный хладагент</li>
<li>Компрессор: Aspera / ACC / Electrolux / L'unite hermetique</li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочные износостойкие материалы для длительного срока эксплуатации</li>
<li>Формат гастронормирования холдера: GN1/9</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 10 до 30 °С</li>
<li>Относительная влажность при температуре 20 °С: 60%</li>
</ul>
</li>
<li>Напряжение питания розеток: 220 В</li>
<li>Вместимость гастроемкостей:
<ul>
<li>Ящики: 3</li>
<li>Холдер: 3</li>
</ul>
</li>
<li>Максимальная высота гастроемкостей в холдере: 100 мм</li>
<li>Высота от пола до столешницы: 850 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полимерное покрытие корпуса с вариантами цветового исполнения по каталогу RAL</li>
<li>Альтернативный материал исполнения столешницы, дверей и фурнитуры</li>
<li>Декоративная перфорация термовыводящей решетки</li>
<li>Нижнее расположение агрегата</li>
<li>Дверной замок</li>
<li>Опоры с колесами</li>
<li>Отверстия для коммуникаций</li>
<li>Подсветка</li>
<li>Усиленная упаковка</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",360935,,от -2 до 8 °С,220 В,,900 мм,800 мм,1450 мм,,,,0,https://entero.ru/manuals/463343/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20%D0%A1%D0%A5-800-0_3.pdf,246824,,,Россия,Россия,
https://cdn.entero.ru/mp@2x/24/bc/24bcdd2c1d2ca9407b9c8c8e5383ff55.jpg,Станция для бургеров и хот-догов KAYMAN СП-БХ-900-01-ЛБ А,Станция для бургеров и хот-догов KAYMAN СП-БХ-900-01-ЛБ А,275715,RUB,Нет,KAYMAN,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/248585,"<p>Станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/248585"">KAYMAN СП-БХ-900-01-ЛБ А</a> </b>предназначена для комплексного оснащения рабочего места приготовления и продажи хот-догов и бургеров, а также для хранения предварительно охлажденных мясных полуфабрикатов, хлебобулочных изделий, начинок и соусов на предприятиях общественного питания и торговли. Модель оснащена столешницей для установки технологического оборудования (гриля комбинированного <a href=""https://entero.ru/item/247770"">КГЭ-7-Н А</a>, <a href=""https://entero.ru/item/247761"">КГЭ-6-Н А</a>, <a href=""https://entero.ru/item/247778"">КГЭ-7-УС А</a> или гриля контактного ГКЭ-1-Р-Ч А, ГКЭ-1-Р А, ГКЭ-1-Г А, ГКЭ-1-2Г А) и встроенным холодильным агрегатом. Все конструктивные элементы, контактирующие с продуктами питания, выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Охлаждаемая камера с гастронормированными ящиками</li>
<li>Нейтральная ниша для хранения инвентаря</li>
<li>Охлаждение рабочего объема путем принудительной циркуляции воздуха с продувом его через испаритель</li>
<li>Встроенный контроллер управления температурным режимом станции с возможностью программирования</li>
<li>Защитное стекло, ограждающее покупателя от процесса приготовления</li>
<li>Световой лайтбокс для придания станции уникального внешнего вида</li>
<li>Машинное отделение закрыто декоративной панелью с контроллером температуры охлаждаемого объема и кнопкой включения холодильного агрегата и световой панели со стороны покупателя</li>
<li>Плавное закрывание выдвижных ящиков</li>
<li>Может использоваться как для стационарной, так и для уличной торговли</li>
<li>Продуманная конструкция обеспечивает легкость санитарной обработки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим охлаждаемой камеры: от 2 до 6 °С</li>
<li>Размеры охлаждаемых ящиков:
<ul>
<li>2х GN 1/1 глубиной 150 мм</li>
<li>1х GN 1/2 глубиной 150 мм</li>
</ul>
</li>
<li>Высота по столешнице: 845 мм</li>
<li>Размер лайтбокса: 895х840 мм</li>
<li>Размер постера: 855х800 мм</li>
<li>Размер видимой части постера: 835х780 мм</li>
<li>Мощность холодильного агрегата: 0,4 кВт</li>
<li>Подключаемая мощность: 4 кВт</li>
</ul>",248585,,,220 В,4 кВт,900 мм,750 мм,1425 мм,,,,0,https://entero.ru/manuals/303526/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,299690,,138 кг,Россия,Россия,
