Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Назначение,Управление,Дозировка сыпучих веществ,Объем дозировки жидкостей
https://cdn.entero.ru/mp@2x/44/5d/445db224a4483a3d200ea700421710e8.jpg;https://cdn.entero.ru/mp@2x/84/a6/84a62264bb1ce0f21dba4b3ac8cece65.jpg,Дозатор весовой МАГИКОН WB200,MAGIKON WB200,26200,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167868,"<p>Весовой дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167868"">МАГИКОН WB200</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования хорошо сыпучих продуктов более крупных фракций. Модель оснащена электронной панелью управления, загрузочным бункером и педалью. Изделие полностью выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Погрешность дозирования: ±0,2</li>
<li>Объем бункера (чай): 1,5 кг</li>
<li>Размер бункера:
<ul>
<li>Диаметр: 210 мм</li>
<li>Высота: 160 мм</li>
</ul>
</li>
<li>Размер выходного отверстия продукта:
<ul>
<li>Верх: 60 мм</li>
<li>Низ: 45 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,1 м<sup>3</sup></li>
</ul>

<p> </p>",167868,весовой линейный,220 В,0.15 кВт,380 мм,230 мм,510 мм,,,,0,,,,20 кг,,Китай,,для сыпучих веществ,полуавтоматическое,от 1 до 200 гр,
https://cdn.entero.ru/mp@2x/b9/c8/b9c8811785102a27ca0af0b04caf6755.jpg,Дозатор весовой МАГИКОН WA200,Дозатор весовой МАГИКОН WA200,27099,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/126967,"<p>Весовой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126967""><b class=""b"">МАГИКОН WA200 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования порошков, гранул, специй, чая, кофе и других легко-сыпучих продуктов. Модель оснащена удобной панелью управления.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Погрешность: ±0,2</li>
<li>Объем бункера: 1,5 кг</li>
<li>Размер бункера: Ø210х160 мм</li>
<li>Размер выходного отверстия продукта:
<ul>
<li>Верх: 6 мм</li>
<li>Низ: 4,5 мм</li>
</ul>
</li>
</ul>

<p> </p>",126967,,220 В,0.1 кВт,230 мм,380 мм,510 мм,,,,0,,,,20 кг,,Китай,,для сыпучих веществ,полуавтоматическое,от 1 до 200 гр,
https://cdn.entero.ru/mp@2x/95/d9/95d9ec44b3edbc111c3c271ced22bb53.jpg;https://cdn.entero.ru/mp@2x/b0/fd/b0fd1a218a9cbe74426e3af9c2e5e662.jpg,Дозатор весовой МАГИКОН WB50,MAGIKON WB50,28685,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167867,"<p>Весовой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167867""><b class=""b"">МАГИКОН WB50 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования хорошо сыпучих продуктов более крупных фракций. Модель оснащена электронной панелью управления, загрузочным бункером и педалью. Изделие полностью выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Погрешность дозирования: ±0,2</li>
<li>Объем бункера (рис): 4 кг</li>
<li>Размер бункера:
<ul>
<li>Диаметр: 210 мм</li>
<li>Высота: 155 мм</li>
</ul>
</li>
<li>Размер выходного отверстия продукта:
<ul>
<li>Верх: 60 мм</li>
<li>Низ: 45 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,1 м<sup>3</sup></li>
</ul>

<p> </p>",167867,весовой линейный,220 В,0.15 кВт,380 мм,230 мм,510 мм,,,,0,,30195,,15 кг,,Китай,,для сыпучих веществ,полуавтоматическое,от 1 до 50 гр,
https://cdn.entero.ru/mp@2x/36/39/36391f25103720c59eb629f0f0c73691.jpg;https://cdn.entero.ru/mp@2x/c8/ea/c8ea7056d64544e06cdcaa5ddbe6c18a.jpg;https://cdn.entero.ru/mp@2x/f4/dd/f4dd45b6c65b1dac27c7272858102884.jpg;https://cdn.entero.ru/mp@2x/cc/86/cc86fa95e1b28c0312d33acb5264f043.jpg;https://cdn.entero.ru/mp@2x/bc/60/bc601fe2f63608f37e30de310dd032cf.jpg;https://cdn.entero.ru/mp@2x/20/4c/204c03d7cd43cdad44aa5283449e79f6.jpg;https://cdn.entero.ru/mp@2x/83/40/8340aa8f7b37c716b0e21327b429ff74.jpg;https://cdn.entero.ru/mp@2x/bc/4b/bc4ba099052ed7a9d9d1d67261f7eca2.jpg;https://cdn.entero.ru/mp@2x/ac/ba/acba714fb71a99922574ca250693bde6.jpg;https://cdn.entero.ru/mp@2x/5a/4f/5a4f58677fbe1a50239e7b970e910656.jpg,Дозатор весовой Foodatlas FA-500V,Дозатор весовой Foodatlas FA-500V,28829,RUB,Нет,Foodatlas,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/257762,"<p>Весовой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/257762""><b class=""b"">Foodatlas FA-500V</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для дозирования сыпучих, гранулированных продуктов некрупной фракции. Модель оснащена электронной панелью управления и загрузочным бункером, из которого продукт, путем вибрации перемещается в камеру взвешивания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 скорости дозирования</li>
<li>Функция вибрации выгрузного лотка позволяет фасовать более плотные сыпучие продукты</li>
<li>Функция Сброс продукта - полная выгрузка продукта из оборудования, с возможностью регулировать скорость выгрузки</li>
<li>Функция Сброс - выгрузка загрузочного бункера</li>
<li>Звуковой сигнал о готовности к выгрузке после взвешивания</li>
<li>Фотодатчик рядом с выгрузным лотком, по которому осуществляется выгрузка продукта</li>
<li>Разъем для подключения ножной педали</li>
<li>Климатическое исполнение УХЛ 4.2. ГОСТ 15150-69</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты бункера: 220х220х270 мм</li>
<li>Максимальная загрузка: 10 кг</li>
<li>Габариты в упаковке: 430х320х800 мм</li>
</ul>",257762,весовой линейный,220 В,0.08 кВт,410 мм,270 мм,780 мм,12 кг,1,430x320x800 мм,0,https://entero.ru/manuals/317520/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20FA-500V.pdf;https://entero.ru/manuals/397927/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%84%D0%B0%D1%81%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE-%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf;https://entero.ru/manuals/398030/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D1%82%D1%80%D0%B5%D0%B1%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%D0%BC%20%D0%93%D0%9E%D0%A1%D0%A2.%20%D0%94%D0%BE%D0%B7%D0%B0%D1%82%D0%BE%D1%80%20%D0%B2%D0%B5%D1%81%D0%BE%D0%B2%D0%BE%D0%B9%20%D1%81%D0%B5%D1%80%D0%B8%D0%B8%20FA.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240443&hd=2&autoplay=0,10 кг,,Китай,,для сыпучих веществ,,от 50 до 500 гр,
https://cdn.entero.ru/mp@2x/05/23/05230a568b389f69af95fe386ecc341f.jpg;https://cdn.entero.ru/mp@2x/7c/31/7c3139d659cbbd21b0f07f9f8765413f.jpg,Дозатор весовой МАГИКОН WA50,MAGIKON WA50,29826,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167864,"<p>Весовой дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167864"">МАГИКОН WA50</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования хорошо сыпучих мелкодисперсных и пылящих продуктов. Модель оснащена электронной панелью управления, загрузочным бункером и педалью. Изделие полностью выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Погрешность дозирования: ±0,2</li>
<li>Объем бункера (чай): 1,5 кг</li>
<li>Размер бункера:
<ul>
<li>Диаметр: 210 мм</li>
<li>Высота: 155 мм</li>
</ul>
</li>
<li>Размер выходного отверстия продукта:
<ul>
<li>Верх: 60 мм</li>
<li>Низ: 45 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,1 м<sup>3</sup></li>
</ul>

<p> </p>",167864,весовой линейный,220 В,0.1 кВт,380 мм,230 мм,490 мм,,,,0,,,,15 кг,,Китай,,для сыпучих веществ,полуавтоматическое,от 1 до 50 гр,
https://cdn.entero.ru/mp@2x/f2/31/f231b15aa75ca06bd4d10388bee465b5.jpg;https://cdn.entero.ru/mp@2x/02/ee/02ee3d86cdb0e73d6ba7e1af7476ae10.jpg;https://cdn.entero.ru/mp@2x/28/b9/28b9a01e806113aa64b32a4b9f9a264c.jpg;https://cdn.entero.ru/mp@2x/cf/f6/cff66088078cc2e6f16fe2c9dcb0d2a9.jpg,Дозатор поршневой МАГИКОН MAGIKON LPF-100T,Дозатор поршневой МАГИКОН MAGIKON LPF-100T,38426,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167661,"<p>Поршневой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167661""><b class=""b"">МАГИКОН MAGIKON LPF-100T </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для порционного розлива в бутылки, стаканы, банки, ведра и другие емкости хорошо текучих жидкостей. Модель оснащена шлангом для забора продукта. Корпус выполнен из нержавеющей стали AISI 201, все дозирующие компоненты - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое дозирование при помощи сжатого воздуха</li>
<li>Настраиваемая скорость дозирования</li>
<li>Специальные соединители без болтов обеспечивают беспрепятственное наливание продуктов и легкую очистку</li>
<li>Внутренняя электропроводка соответствует международным стандартам</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Погрешность дозирования: менее 1%</li>
<li>Давление воздуха: от 0,4 до 0,6 МПа</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дозирующие компоненты из нержавеющей стали AISI 316</li>
<li>Столик-подставка</li>
</ul>",167661,поршневой,220 В,0.2 кВт,670 мм,240 мм,420 мм,,,,0,,,,15 кг,,Китай,от 10 до 40 доз/мин.,для жидкостей,автоматическое,,от 10 до 100 мл
https://cdn.entero.ru/mp@2x/36/73/36736d1be59c568af62707c7516c1779.jpg,Дозатор весовой МАГИКОН WC50,MAGIKON WC50,42454,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167870,"<p>Весовой дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167870"">МАГИКОН WC50</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования хорошо сыпучих продуктов. Модель оснащена электронной панелью управления, загрузочным бункером, вибротарелкой и педалью. Изделие полностью выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Погрешность дозирования: ±0,2</li>
<li>Объем бункера (чай): 2 кг</li>
<li>Размер бункера:
<ul>
<li>Диаметр: 200 мм</li>
<li>Высота: 280 мм</li>
</ul>
</li>
<li>Размер выходного отверстия продукта:
<ul>
<li>Верх: 60 мм</li>
<li>Низ: 45 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,1 м<sup>3</sup></li>
</ul>

<p> </p>",167870,весовой линейный,220 В,0.18 кВт,410 мм,365 мм,450 мм,,,,0,,45649,,19 кг,,Китай,,для сыпучих веществ,полуавтоматическое,от 1 до 50 гр,
https://cdn.entero.ru/mp@2x/d1/31/d131e5758f3d1f7f0d3045db78f9ca5c.jpg,Дозатор весовой Roal Pack F-500,Дозатор весовой Roal Pack F-500,43329,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/266275,"<p>Весовой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/266275""><b class=""b"">RoalPack F-500</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования порошков, гранул, специй, чая, кофе и других легко-сыпучих продуктов. Модель оснащена удобной панелью управления и вместительным загрузочным бункером. Изделие выполнено из нержавеющей стали SS304.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бункера: 22 л</li>
</ul>",266275,весовой линейный,220 В,0.5 кВт,400 мм,270 мм,800 мм,,,,0,,,,45 кг,,Китай,,,полуавтоматическое,от 1 до 500 гр,
https://cdn.entero.ru/mp@2x/81/ec/81ecc598d95e4f45e50dc322021a84f9.jpg;https://cdn.entero.ru/mp@2x/8e/45/8e45edb5caaeff67bf48a69d2a1f9adc.jpg;https://cdn.entero.ru/mp@2x/7b/ee/7beeae390a02997737e7319ff06a271f.jpg,Дозатор поршневой МАГИКОН LPF-300T,MAGIKON LPF-300T,44232,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167662,"<p>Поршневой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167662""><b class=""b"">МАГИКОН LPF-300T </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для порционного розлива в бутылки, стаканы, банки, ведра и другие емкости хорошо текучих жидкостей. Модель оснащена шлангом для забора продукта. Корпус выполнен из нержавеющей стали AISI 201, все дозирующие компоненты - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое дозирование при помощи сжатого воздуха</li>
<li>Настраиваемая скорость дозирования</li>
<li>Специальные соединители без болтов обеспечивают беспрепятственное наливание продуктов и легкую очистку</li>
<li>Внутренняя электропроводка соответствует международным стандартам</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Погрешность дозирования: менее 1%</li>
<li>Давление воздуха: от 0,4 до 0,6 МПа</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дозирующие компоненты из нержавеющей стали AISI 316</li>
</ul>",167662,поршневой,220 В,0.2 кВт,670 мм,240 мм,420 мм,,,,0,,48078,,15 кг,,Китай,от 10 до 30 доз/мин.,для жидкостей,автоматическое,,от 30 до 300 мл
https://cdn.entero.ru/mp@2x/c0/89/c08982a6a07e5723a5ba8d110a51af40.jpg;https://cdn.entero.ru/mp@2x/98/2a/982a45aa201a4659682efe26da4ec1d3.jpg,Дозатор весовой МАГИКОН WA999,Дозатор весовой МАГИКОН WA999,53557,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/126968,"<p>Весовой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126968""><b class=""b"">МАГИКОН WA999 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования порошков, гранул, специй, чая, кофе и других легко-сыпучих продуктов. Модель оснащена удобной панелью управления.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Погрешность: 2 гр</li>
<li>Размер бункера: 280x280x300 мм</li>
<li>Объем бункера: 23 литра</li>
<li>Размер выходного отверстия продукта:
<ul>
<li>Большое: 120 + 70 мм</li>
<li>Маленькое: 70 + 40 мм</li>
</ul>
</li>
</ul>",126968,,220 В,0.2 кВт,580 мм,340 мм,1280 мм,,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456239384&hd=2&autoplay=0,38 кг,,Китай,,для сыпучих веществ,полуавтоматическое,от 10 до 999 гр,
https://cdn.entero.ru/mp@2x/9d/5e/9d5ec6e27dfed67ab221a9e30c9af884.jpg,Дозатор поршневой МАГИКОН PPF-100T,Дозатор поршневой МАГИКОН PPF-100T,60431,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167726,"<p>Поршневой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167726""><b class=""b"">МАГИКОН PPF-100T </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для порционной дозировки вязких и густых продуктов без включений. Модель оснащена загрузочным бункером. Корпус выполнен из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Для работы оборудования необходим воздушный компрессор, который в комплект поставки не входит.</span></em></p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы - автоматический и полуавтоматический, управляемый при помощи педали</li>
<li>Регулировочное колесо, определяющее ход поршня</li>
<li>Установка настольная</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бункера: 30 л</li>
<li>Давление воздуха: от 0,4 до 0,6 МПа</li>
<li>Погрешность дозирования: 1%</li>
<li>Диаметр выходного сопла: 7 мм</li>
<li>Температура продукта: до 50 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Устройство перемешивания продукта в бункере</li>
<li>Система подогрева бункера</li>
<li>Фторопластовые уплотнения</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",167726,поршневой,220 В,0.02 кВт,770 мм,250 мм,650 мм,,,,0,,63612,,19 кг,,Китай,от 10 до 15 доз/мин.,для жидкостей,полуавтоматическое,,от 10 до 100 мл
https://cdn.entero.ru/mp@2x/ac/ec/acec734de4681adeecfdbe64d870b618.jpg,Дозатор весовой МАГИКОН W2B100,MAGIKON W2B100,65165,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/187660,"<p>Весовой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187660""><b class=""b"">МАГИКОН W2B100 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования хорошо сыпучих мелкодисперсных и пылящих продуктов. Изделие полностью выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Погрешность дозирования: ±0,2</li>
<li>Объем бункера (чай): 1,5 кг</li>
<li>Размер бункера:
<ul>
<li>Диаметр: 210 мм</li>
<li>Высота: 160 мм</li>
</ul>
</li>
<li>Размер выходного отверстия продукта:
<ul>
<li>Верх: 60 мм</li>
<li>Низ: 45 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,1 м<sup>3</sup></li>
</ul>

<p> </p>",187660,весовой мультиголовочный,220 В,0.1 кВт,380 мм,230 мм,510 мм,,,,0,,70832,,15 кг,,Китай,,для сыпучих веществ,полуавтоматическое,от 0.5 до 99.9 гр,
https://cdn.entero.ru/mp@2x/28/e0/28e0e5df33af75e27813d49e65d49d11.jpg,Дозатор поршневой МАГИКОН PPF-500T,MAGIKON PPF-500T,66922,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167686,"<p>Поршневой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167686""><b class=""b"">МАГИКОН PPF-500T </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для порционного розлива в бутылки, стаканы, банки, ведра и другие емкости хорошо текучих и пастообразных жидкостей. Модель оснащена загрузочным бункером. Корпус выполнен из нержавеющей стали AISI 201, все дозирующие компоненты - из нержавеющей стали AISI 304.</p>

<p><span style=""color:#FF0000;"">Для эксплуатации дозатора необходим воздушный компрессор, который не входит в комплект поставки и приобретается отдельно</span>.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое дозирование при помощи сжатого воздуха</li>
<li>Настраиваемая скорость дозирования</li>
<li>Специальные соединители без болтов обеспечивают беспрепятственное наливание продуктов и легкую очистку</li>
<li>Внутренняя электропроводка соответствует международным стандартам</li>
<li>Установка настольная</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бункера: 30 л</li>
<li>Давление воздуха: от 0,4 до 0,6 МПа</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дозирующие компоненты из нержавеющей стали AISI 316</li>
<li>Функция подогрева и перемешивания</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",167686,поршневой,220 В,0.05 кВт,780 мм,240 мм,670 мм,,,,0,,,,21 кг,,Китай,,для жидкостей,автоматическое,,от 50 до 500 мл
https://cdn.entero.ru/mp@2x/ec/6e/ec6e1b1caca0d3c170ce1d868202d914.jpg,Дозатор весовой МАГИКОН W2B200,Дозатор весовой МАГИКОН W2B200,68035,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/308423,"<p>Весовой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/308423""><b class=""b"">МАГИКОН W2B200 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования круп, орехов, специй, чая и других хорошо сыпучих продуктов. Модель оснащена 2 линиями подачи продукта, 2 электронными панелями управления и 1 воронкой сброса. Оборудование полностью выполнено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность дозирования 2 различных продуктов в одну тару, либо делать двойной сброс дозы одного продукта</li>
<li>Настольное исполнение с возможностью установки на столешницу или платформу</li>
<li>Сброс продукта нажатием на педаль</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон дозировки:
<ul>
<li>1 линия: от 1 до 200 г</li>
<li>Сброс с двух линий: от 2 до 400 г</li>
</ul>
</li>
<li>Погрешность дозирования: ±0,2 г</li>
<li>Размер бункера: 380х220х220 мм</li>
<li>Размер выходного отверстия продукта: 70х45 мм</li>
<li>Энергопотребление: 0,13 кВт</li>
</ul>",308423,весовой линейный,220 В,,500 мм,360 мм,710 мм,,,,0,,,,19 кг,,Китай,,для сыпучих веществ,полуавтоматическое,от 1 до 400 гр,
https://cdn.entero.ru/mp@2x/7f/b6/7fb65cc01e593c690beccbd85de472b3.jpg;https://cdn.entero.ru/mp@2x/c5/47/c5479053168b77bfb29a3cf7d085e441.jpg,Дозатор поршневой МАГИКОН LPF-2500T,MAGIKON LPF-2500T,73726,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167663,"<p>Поршневой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167663""><b class=""b"">МАГИКОН MAGIKON LPF-2500T </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для порционного розлива в бутылки, стаканы, банки, ведра и другие емкости хорошо текучих жидкостей. Модель оснащена шлангом для забора продукта. Корпус выполнен из нержавеющей стали AISI 201, все дозирующие компоненты - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое дозирование при помощи сжатого воздуха</li>
<li>Настраиваемая скорость дозирования</li>
<li>Специальные соединители без болтов обеспечивают беспрепятственное наливание продуктов и легкую очистку</li>
<li>Внутренняя электропроводка соответствует международным стандартам</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Погрешность дозирования: менее 1%</li>
<li>Давление воздуха: от 0,4 до 0,6 МПа</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дозирующие компоненты из нержавеющей стали AISI 316</li>
<li>Столик-подставка</li>
</ul>",167663,поршневой,220 В,0.2 кВт,1070 мм,310 мм,470 мм,,,,0,,78432,,31 кг,,Китай,от 5 до 15 доз/мин.,для жидкостей,автоматическое,,от 300 до 2500 мл
https://cdn.entero.ru/mp@2x/0e/77/0e77e0aead446fd823cf659c44e58efb.jpg;https://cdn.entero.ru/mp@2x/92/e0/92e02d97016b2a2a6fb73c8031c6ec2b.jpg;https://cdn.entero.ru/mp@2x/03/71/037124f4dce8d203cc7dabf60aa7ede6.jpg;https://cdn.entero.ru/mp@2x/09/bb/09bb2d83d0e43261eea205bab8f463ca.jpg;https://cdn.entero.ru/mp@2x/8a/fb/8afb20a0ca7fcea9b105d2f74ba82998.jpg,Дозатор весовой МАГИКОН WB3000T,Дозатор весовой МАГИКОН WB3000T,74767,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/308449,"<p>Весовой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/308449""><b class=""b"">МАГИКОН WB3000T </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования круп, орехов, специй, чая и других хорошо сыпучих продуктов. Модель оснащена электронной панелью управления и воронкой сброса. Оборудование полностью выполнено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольное исполнение с возможностью установки на столешницу или платформу</li>
<li>Сброс продукта нажатием на педаль</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Погрешность дозирования: ±3 г</li>
<li>Вместимость бункера (рис): 20 кг</li>
<li>Размер бункера: 320х320х360 мм</li>
<li>Размер выходного отверстия продукта:
<ul>
<li>Большое: 120+60 мм</li>
<li>Малое: 90+45 мм</li>
</ul>
</li>
</ul>",308449,весовой линейный,220 В,0.35 кВт,350 мм,570 мм,1020 мм,,,,0,,,,41 кг,,Китай,,для сыпучих веществ,полуавтоматическое,от 10 до 3000 гр,
