Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Вес (с упаковкой),Механизм поднятия головы,Вращение дежи,Загрузка теста,Обьем дежи,Кол-во скоростей,Механизм крепления чаши,Крутое тесто,Двуручный
https://cdn.entero.ru/mp@2x/71/1f/711f879343602d90c415ae99ce0559d2.jpg,Тестомес спиральный MEC SK-60-2S 380В,Тестомес спиральный MEC SK-60-2S 380В,284643,RUB,Нет,MEC,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/71516,"<p>Спиральный тестомес <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71516""><b class=""b"">MEC SK-60-2S</b></a> предназначен для замешивания теста с различной основой и консистенцией для выпечки хлебобулочных или кондитерских изделий на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали, окрашенной в белый цвет, дежа, спираль, тестовзбиватель и крышка - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Кнопка аварийной остановки</li>
<li>Таймер</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр дежи: 500 мм</li>
<li>Высота дежи: 315 мм</li>
<li>Габариты в упаковке: 580x980x970 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",71516,спиральный,380 В,1.8 кВт,570 мм,950 мм,840 мм,,Италия,,,0,https://entero.ru/manuals/311404/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MEC%20SK-60-2S.pdf,309395,,148 кг,,,неподъемная траверса,,48 кг,60 л,2 скорости,несъемная дежа,,
https://cdn.entero.ru/mp@2x/21/91/2191ec8d34c70c8074789c20eea48322.jpg;https://cdn.entero.ru/mp@2x/7e/db/7edb3005c74a8e1ac810ae9a6f045c2a.jpg,Тестомес вилочный Prismafood ITF 35 2V,1I010220,303719,RUB,Нет,Prismafood,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/259647,"<p>Тестомесильная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/259647""><b class=""b"">Prismafood ITF 35 ITF 35 2V </b></a>используется на предприятиях пищевой промышленности, общественного питания и торговли для замешивания различных видов теста. Модель оснащена несъемной поворотной дежой, месильным органом в форме вилки и кнопочной панелью управления. Корпус выполнен из металла с антикоррозийным покрытием белого цвета, передаточный вал, дежа и месильный орган – из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер для установки длительности замеса с помощью поворотного переключателя</li>
<li>Получение равномерно замешанного, в том числе крутого, теста в кратчайшие сроки</li>
<li>Редукторный двигатель в масляной ванне с низким уровнем шума</li>
<li>Откидная защитная решетка с возможностью добавления ингридиентов в процессе работы</li>
<li>Поворотные колеса со стояночным тормозом для удобства транспортировки</li>
<li>Эргономичный дизайн в промышленном исполнении</li>
</ul>",259647,вилочный,380 В,от 0.75 до 1.1 кВт,590 мм,930 мм,875 мм,197 кг,Италия,1,1070x1070x770 мм,0,https://entero.ru/manuals/320140/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Prismafood.pdf,319704,,165 кг,105 кг/ч,,неподъемная траверса,Да,35 кг,40 л,2 скорости,несъемная дежа,Да,
https://cdn.entero.ru/mp@2x/4d/14/4d14d1ae67354d723054cdf83e6e7ff8.jpg,Тестомес спиральный Sigma REDLINE 50 HD 380В,REDLINE 50 HD 3Ф,725201,RUB,Нет,Sigma,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/227394,"<p>Спиральный тестомес <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227394""><b class=""b"">Sigma REDLINE 50 HD</b></a> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для замеса дрожжевого теста, теста для хлеба и выпечки. Модель оснащена электромеханической панелью управления с 2 таймерами, электромагнитной спиралью для дежи, защитным рычагом и регулируемыми по высоте ножками. Корпус выполнен из прочного окрашенного металла, дежа, спираль, вал и ножки - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 двигателя: для двухскоростной спирали и для дежи с инверсией</li>
<li>Кнопка импульсов дежи</li>
<li>Гидравлическая система, осуществляющая открытие и закрытие машины при съеме дежи</li>
<li>Электромагнитная блокировка дежи во время замеса</li>
<li>Электрический блок в водонепроницаемом шкафу с пневматической системой защиты против пыли</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Минимальное количество воды: 17 л</li>
<li>Габариты в упаковке: 1000x800x1650 мм</li>
</ul>",227394,спиральный,380 В,2.75 кВт,530 мм,920 мм,1140 мм,,Италия,,,0,https://entero.ru/manuals/521554/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,779786,,182 кг,,,неподъемная траверса,Да,30 кг,67 л,2 скорости,несъемная дежа,,
https://cdn.entero.ru/mp@2x/d7/24/d7244164a827ea597455e3073618a28f.jpg;https://cdn.entero.ru/mp@2x/da/d4/dad4399dc1b164370b3df2b24be4cfb0.jpg,Машина тестомесильная Hurakan HKN-15HNM,Машина тестомесильная Hurakan HKN-15HNM,39184,RUB,Нет,Hurakan,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/292585,"<p>Тестомесильная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/292585"">Hurakan HKN-15HNM</a></b> используется на предприятиях общественного питания и торговли для замеса крутого теста для приготовления пельменей, чебуреков и домашней лапши.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",292585,горизонтальный,220 В,1.5 кВт,655 мм,380 мм,750 мм,70 кг,Китай,1,690x425x815 мм,0,https://entero.ru/manuals/416176/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/413545/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/484516/%D0%94%D0%B5%D1%82%D0%B0%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-15HNM.pdf,41246,,61 кг,,,,,12.5 кг,24 л,,,Да,
https://cdn.entero.ru/mp@2x/8b/c5/8bc575e34e64320932169cb07b349bb2.jpg,Тестомес спиральный Crazy Pan CP-SM20,Тестомес спиральный Crazy Pan CP-SM20,53277,RUB,Нет,,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/121581,"<p>Спиральный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121581"">Crazy Pan CP-SM20</a> </b>используется на предприятиях общественного питания и торговли для замешивания теста различной плотности, перемешивания соусов и начинок. Модель оснащена таймером и прорезиненными ножками. Корпус выполнен из крашенного металла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения:
<ul>
<li>Насадка: 264 об/мин.</li>
<li>Дежа: 26 об/мин.</li>
</ul>
</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",121581,спиральный,220 В,1.1 кВт,380 мм,700 мм,785 мм,,,,,0,https://entero.ru/manuals/126851/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Crazy%20Pan%20CP-SM20.docx,56081,,85 кг,,,неподъемная траверса,Да,10 кг,20 л,1 скорость,,,
https://cdn.entero.ru/mp@2x/a1/d1/a1d1ecfcf4b9ff2437bb24256f5a989a.jpg;https://cdn.entero.ru/mp@2x/2e/f1/2ef1566d9cd35ee862ce0e41055f0ec5.jpg;https://cdn.entero.ru/mp@2x/9a/86/9a862cebd71648e8ed9741ec125a49b5.jpg;https://cdn.entero.ru/mp@2x/a3/1f/a31ffb7c77129ead3c83f753cbce5849.jpg;https://cdn.entero.ru/mp@2x/73/4b/734b7b7dd562933764d0cd972fc40a04.jpg;https://cdn.entero.ru/mp@2x/a3/2f/a32f6ac209e7c945859ef5de506f6f62.jpg;https://cdn.entero.ru/mp@2x/df/93/df93366d34cd6ae15ef79c1ce8645d5f.jpg;https://cdn.entero.ru/mp@2x/6d/05/6d054035845a6b672014a7795a861fa4.jpg,Тестомес Foodatlas HWJ-12.5(H) 220 В,HWJ-12.5(H) Foodatlas (220V),68780,RUB,Нет,Foodatlas,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/270010,"<p>Тестомесильная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/270010""><b class=""b"">Foodatlas HWJ-12.5(H)</b></a> используется на предприятиях общественного питания и торговли для замешивания крутого теста при приготовлении пельменей, вареников, лавашей, мантов, чебуреков, баранок и сушек. Модель оснащена интуитивно понятной панелью управления, бункером для смешивания и месильным органом. Рабочий орган и дежа выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип месильного органа: Z-образный</li>
<li>Привод: ремень + цепь</li>
<li>Ручной подъем и опрокидывание дежи</li>
<li>Функция реверса</li>
<li>Болтовое крепление месильного органа</li>
<li>Устройство защиты персонала</li>
<li>Аварийное отключение и остановка</li>
<li>Климатическое исполнение УХЛ 4.2. ГОСТ 15150-69</li>
<li>Легкость очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка сухой муки: до 12,5 кг</li>
<li>Габариты дежи: 430х350х370 мм</li>
<li>Скорость вращения мешалки: 26 об/мин.</li>
<li>Время производственного цикла: 15 мин.</li>
<li>Габариты в упаковке: 800х530х910 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",270010,горизонтальный,220 В,1.1 кВт,670 мм,430 мм,800 мм,98 кг,Китай,1,800x530x910 мм,0,https://entero.ru/manuals/332394/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HWJ-12.5%28H%29.pdf;https://entero.ru/manuals/332395/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,75 кг,50 кг/ч,,,,,42 л,1 скорость,,Да,
https://cdn.entero.ru/mp@2x/6f/0e/6f0ef0098f3161c50bd008d0f4edde2e.jpg;https://cdn.entero.ru/mp@2x/19/70/1970d006ff0ca9f51e5f7b8a9ad14f5d.jpg;https://cdn.entero.ru/mp@2x/1d/c4/1dc40c980b9d7be089a34b166e2bbb0f.jpg,Машина тестомесильная ПищТех ТК-25,Машина тестомесильная ПищТех ТК-25,76024,RUB,Нет,ПищТех,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/318304,"<p>Тестомесильная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/318304""><b class=""b"">Пищевые Технологии ТК-25</b></a> используется в пекарнях, кондитерских цехах и на других предприятиях общественного питания и торговли для замешивания крутого теста при производстве пельменей, лапши, лавашей, чебуреков, пряников и прочих изделий. Модель оснащена 4 виброопорами. Корпус выполнен из окрашенного металла, месильный орган - из нержавеющей стали, дежа - из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения дежи: 30 об/мин.</li>
</ul>",318304,горизонтальный,220 В,2.2 кВт,796 мм,493 мм,726 мм,,Россия,,,0,https://entero.ru/manuals/425875/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85%20%D0%A2%D0%9A-25.pdf,,,110 кг,,,,,от 5 до 25 кг,56 л,,,Да,
https://cdn.entero.ru/mp@2x/43/59/4359d8fa90246b54c89d96005bf6b1cb.jpg;https://cdn.entero.ru/mp@2x/01/39/01391bc025d3c769e2c864b0d460fa87.jpg;https://cdn.entero.ru/mp@2x/4e/f9/4ef9d9b56c66440a0dc7085b13e0a48e.jpg;https://cdn.entero.ru/mp@2x/e9/c5/e9c5415301100fc7a2288818b6ac6707.jpg,Тестомесильная машина Kocateq TR 5VT B 5 л,TR 5VT B,87395,RUB,Нет,Kocateq,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/372133,"<p>Тестомесильная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372133""><b class=""b"">Kocateq TR 5VT B</b></a> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для замеса теста. Модель оснащена встроенным термометром, съемной дежой и подъемным месильным органом. Термометр показывает текущую температуру теста. Корпус выполнен из эмалированного листа стали, дежа и месильный крюк - из нержавеющей стали Aisi 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>16-ти позиционный скроллер для установки скорости</li>
<li>Таймер на 45 мин с шагом в 1 минуту</li>
<li>Минимальная загрузка муки 200 г</li>
<li>Максимальная масса муки для замеса 2 кг</li>
<li>Максимальный замес теста 3,2 кг при влажности 60%</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения крюка: от 36 до 420 об/мин</li>
<li>Скорость вращения дежи: от 2,6 до 30 об/мин</li>
<li>Цвет: черный, матовый</li>
<li>Частота: 50 Гц</li>
</ul>",372133,спиральный,220 В,0.37 кВт,270 мм,480 мм,370 мм,28 кг,Ю. Корея,1,330x550x450 мм,0,,,,,,,подъемная траверса,,4 кг,5 л,11 скоростей,съемная дежа,,
https://cdn.entero.ru/mp@2x/11/8d/118d7c88bb7db14a081c8f583df23c54.jpg;https://cdn.entero.ru/mp@2x/ae/76/ae765e83ee7c946d89e3b08fbdfaf92d.jpg;https://cdn.entero.ru/mp@2x/89/44/894405523538b8e45414c16f6373c134.jpg,Машина тестомесильная Kocateq TR 10 VET,TR10VET,87609,RUB,Нет,Kocateq,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/346012,"<p>Тестомесильная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346012"">Kocateq TR 10 VET</a></b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для замеса теста. Модель оснащена электронной панелью с таймером, съемной дежой и подъемным месильным органом. Термометр показывает текущую температуру теста. Корпус выполнен из эмалированного листа стали, дежа и месильный крюк - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная масса муки для замеса: 0,25 кг</li>
<li>Скорость вращения:
<ul>
<li>Крюка: от 87 до 280 об/мин.</li>
<li>Дежи: от 9 до 28 об/мин.</li>
</ul>
</li>
<li>Частота: 50 Гц</li>
</ul>",346012,,220 В,0.75 кВт,330 мм,600 мм,440 мм,,Ю. Корея,,,0,,94203,,,,,подъемная траверса,Да,5 кг,10 л,10 скоростей,съемная дежа,,
https://cdn.entero.ru/mp@2x/f3/f1/f3f1e0f7a31ce81b57bce626a5d7bcee.jpg;https://cdn.entero.ru/mp@2x/90/83/90830cfec57590e7e5eb3b17dcab245f.jpg;https://cdn.entero.ru/mp@2x/0f/e3/0fe3004e606ee5e057b2ef215e9d8da1.jpg;https://cdn.entero.ru/mp@2x/70/f0/70f00652bc8b56200c30fc018a8efedf.jpg,Машина тестомесильная WLBake SP5 E,Машина тестомесильная WLBake SP5 E,87884,RUB,Нет,WLBake,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/105715,"<p>Тестомесильная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.uz/item/105715"">WLBake SP5 E</a></b> используется на небольших предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских для замеса теста с различной основой и консистенцией для выпечки хлебобулочных или кондитерских изделий. Модель оснащена электронным таймером времени замеса. Корпус выполнен из окрашенной стали, дежа, спираль и крышка дежи - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система отключения при поднятии крышки</li>
<li>Защитная крышка</li>
<li>Цепная пепредача</li>
<li>Отсутствует реверс дежи</li>
<li> Легкая очистка благодаря остутствию выступающих частей</li>
</ul>

<p><br>
</p>",105715,спиральный,220 В,0.37 кВт,260 мм,540 мм,527 мм,,Италия,,,0,,,,33 кг,,,,,5 кг,7 л,1 скорость,,,
https://cdn.entero.ru/mp@2x/1d/af/1daf2f2e702b479fbb2b7c53618e71d1.jpg;https://cdn.entero.ru/mp@2x/a7/ef/a7ef28ca7d384980399e556b07495967.jpg;https://cdn.entero.ru/mp@2x/43/a5/43a594128716852ba244461012915273.jpg,Тестомес спиральный Foodatlas HS-40A (AR) Pro,HS-40A (AR) FoodAtlas Pro,88048,RUB,Нет,Foodatlas,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/87172,"<p>Спиральный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87172"">Foodatlas HS-40A (AR) Pro</a> </b>используется на предприятиях общественного питания и торговли для замешивания теста и смешивания различных пищевых продуктов. Все детали выполнены из материалов, разрешенных к применению в пищевой промышленности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защитная крышка, снабженная микровыключателем</li>
<li>Таймер</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Скорость вращения:
<ul>
<li>Дежа: 12,5 / 25 об/мин.</li>
<li>Мешалка: 125 / 250 об/мин.</li>
</ul>
</li>
<li>Время замеса: от 12 до 18 мин.</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",87172,спиральный,380 В,1.5 кВт,440 мм,770 мм,850 мм,,Китай,,,0,https://entero.ru/manuals/67824/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HS-40A%20%28AR%29%20Pro.doc;https://entero.ru/manuals/418688/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,94675,https://vk.com/video_ext.php?oid=-177656185&id=456240197&hd=2&autoplay=0,145 кг,,,неподъемная траверса,,15 кг,40 л,2 скорости,несъемная дежа,,
https://cdn.entero.ru/mp@2x/45/ae/45ae16606ce6dc27ec294b18731e96e9.jpg;https://cdn.entero.ru/mp@2x/09/17/091756c2ddc65a244b67e79576e82f83.jpg;https://cdn.entero.ru/mp@2x/a6/8e/a68ee25697aeb782b3a3977d40bd0acf.jpg;https://cdn.entero.ru/mp@2x/28/f8/28f8518014431f482f21621d5a573ec3.jpg;https://cdn.entero.ru/mp@2x/1d/7b/1d7bcb94c65f7982edbeedd34934656b.jpg;https://cdn.entero.ru/mp@2x/29/56/295628115e76dfc5d25e29a8efeb85a8.jpg;https://cdn.entero.ru/mp@2x/5b/5f/5b5fa619084f60aba1ce0e07163205d1.jpg,Тестомес Foodatlas HWJ-25(J) 220 В,HWJ-25(J) Foodatlas (220V),88664,RUB,Нет,Foodatlas,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/269982,"<p>Тестомесильная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/269982""><b class=""b"">Foodatlas HWJ-25(J)</b></a> используется на предприятиях общественного питания и торговли для замешивания крутого теста при приготовлении пельменей, вареников, лавашей, мантов, чебуреков, баранок и сушек. Модель оснащена интуитивно понятной панелью управления, бункером для смешивания и месильным органом. Рабочий орган и дежа выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип месильного органа: лопастной</li>
<li>Привод: ремень + цепь</li>
<li>Ручной подъем и опрокидывание дежи</li>
<li>Функция реверса</li>
<li>Болтовое крепление месильного органа</li>
<li>Устройство защиты персонала</li>
<li>Аварийное отключение и остановка</li>
<li>Климатическое исполнение УХЛ 4.2. ГОСТ 15150-69</li>
<li>Легкость очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка сухой муки: до 25 кг</li>
<li>Габариты дежи: 515х465х475 мм</li>
<li>Скорость вращения мешалки: 26 об/мин.</li>
<li>Время производственного цикла: 15 мин.</li>
<li>Габариты в упаковке: 930х570х1060 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",269982,горизонтальный,220 В,1.5 кВт,830 мм,480 мм,910 мм,152 кг,Китай,1,930x570x1060 мм,0,https://entero.ru/manuals/332379/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HWJ-25%28J%29.pdf;https://entero.ru/manuals/332380/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,94323,,116 кг,100 кг/ч,,,,,90 л,1 скорость,,Да,
https://cdn.entero.ru/mp@2x/68/53/685331044e03c6f63fa7a0fe3fe91892.jpg;https://cdn.entero.ru/mp@2x/c8/a2/c8a271319c93652896fd3353a41e594c.jpg,Тестомес спиральный Miratek PRS-20,Тестомес спиральный Miratek PRS-20,89313,RUB,Нет,Miratek,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/82042,"<p>Спиральный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/82042"">Miratek PRS-20</a></b> используется в пекарнях, кондитерских, на предприятиях общественного питания и торговли для замешивания теста с различной основой и консистенцией для выпечки большого ассортимента хлебобулочной продукции из пшеничного, ржаного и ржано-пшеничного теста.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Концевой выключатель защитной решетки</li>
<li>Кнопка экстренной остановки</li>
<li>Отсекатель и прилегание крюка с минимальным зазором ко дну дежи обеспечивают качественный промес теста</li>
<li>Автоматический таймер времени замеса с диапазоном от 0 до 30 минут</li>
<li>Прочная соединительная муфта вместе с цепным приводом месильного органа обеспечивают надежную и долговечную работу оборудования</li>
<li>Поднятие и фиксация месильного органа происходит без особых усилий при помощи динамического газового упора</li>
<li>Простое снятие дежи поворотом фиксирующей площадки</li>
<li>Колеса «рояльного» типа со стопорным механизмом для удобного перемещения по цеху и регулируемыми ножками для сглаживания возможных неровностей пола</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения дежи: 11 / 16 об/мин.</li>
<li>Скорость вращения месильного органа: 103 / 156 об/мин.</li>
<li>Размер дежи: 360х360x210 мм</li>
<li>Максимальный объем сухой муки: 8 кг</li>
</ul>",82042,спиральный,380 В,от 1.1 до 1.5 кВт,400 мм,750 мм,730 мм,,Китай,,,0,https://entero.ru/manuals/477601/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Miratek%20PRS-20.docx,95014,,134 кг,,,подъемная траверса,,12 кг,20 л,2 скорости,съемная дежа,,
https://cdn.entero.ru/mp@2x/36/69/3669875f2b6c509493eb2e33c8efb53e.jpg,Тестомес спиральный FIMAR 7/SN 380В,7SN 380В,100008,RUB,Нет,FIMAR,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/17567,"<p>Спиральный тестомес <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/17567""><b class=""b"">FIMAR 7/SN</b></a> предназначен для замешивания теста с различной основой и консистенцией для выпечки хлебобулочных или кондитерских изделий на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена предохранительным микровыключателем на крышке дежи. Корпус покрыт устойчивой к механическому воздействию краской. Дежа, сетчатая крышка, спираль и тестоделительный стержень выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Число оборотов спирали: 90 об/мин.</li>
<li>Размер дежи: Ø 260x200 мм</li>
<li>Высота с поднятой защитной решеткой: 800 мм</li>
<li>Габариты в упаковке: 700х460х770 мм</li>
<li>Объем упаковки: 0,25 м<sup>3</sup></li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Функция защиты двигателя от перегрузки</li>
<li>Комплект колес</li>
<li>Низкая тележка на колесах</li>
</ul>",17567,спиральный,380 В,0.37 кВт,280 мм,560 мм,570 мм,,Италия,,,0,https://entero.ru/manuals/66824/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%207_SN.pdf;https://entero.ru/manuals/31977/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%207_SN.pdf;https://entero.ru/manuals/87296/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf;https://entero.ru/manuals/377359/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/377360/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/377361/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,,,39 кг,21 кг/ч,,неподъемная траверса,,7 кг,10 л,1 скорость,несъемная дежа,,
