Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Мощность,Ширина,Глубина,Высота,Вес,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Дискретность,Размеры платформы (ШxГ),Максимальный предел взвешивания,Минимальный диапазон взвешивания
https://cdn.entero.ru/mp@2x/e8/b0/e8b011d57f9772eaeb515c3e22f7dd2f.jpg;https://cdn.entero.ru/mp@2x/81/47/8147dc1ebc39d010c3e6b4f92094c56c.jpg;https://cdn.entero.ru/mp@2x/c6/01/c60174d923e24178848c455ea9bdec5c.jpg;https://cdn.entero.ru/mp@2x/b7/fe/b7fe959f87b6332a86818d642390c7e3.jpg;https://cdn.entero.ru/mp@2x/2b/cb/2bcb5f20df844a6b2525c6e089d3fe67.jpg;https://cdn.entero.ru/mp@2x/e5/58/e5586c03645456a3df8626c82b212622.jpg,Модуль взвешивающий МАССА-К МК-32.2-UI,50387,10311,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/184596,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/184596"">МАССА-К МК-32.2-UI</a> </b>используются на предприятиях общественного питания и торговли для измерения массы товаров и передачи веса внешним устройствам (ПК, ноутбукам, кассам, POS-терминалам) и для торговых, учетных и технологических операциях. Модель оснащена встроенным интерфейсом USB, интерфейсом для подключения выносного индикатора и ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевого сплава.</p>

<p>В комплект поставки входят 1 выносной индикатор ИВ-3С, 1 кабель USB 2.0 USB A (m) – USB B (m) длиной 1,5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Средний класс точности</li>
<li>Питание и управление модулем с помощью внешнего устройства</li>
<li>Программа ""МАССА-К: Весовой терминал 100"" для подключения к ПК или ноутбуку</li>
<li>Передача веса в учетные системы: 1С:Предприятие, Айтида и другие</li>
<li>Передача веса на рабочее место кассира (ПК или POS-терминал): ""АТОЛ: драйвер электронных весов""</li>
<li>Передача веса в чек Касс: ЭВАТОР, Кассатка, Дримкас и другие</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
<li>Разъемы для подключения к ПК, POS и SMART-терминалам: USB</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 0 до 40 °С</li>
<li>Диапазон тарирования: 15 кг</li>
<li>Количество цифровых датчиков взвешивания: 1 шт.</li>
</ul>",184596,настольные,0.0002 кВт,340 мм,250 мм,60 мм,,0,https://entero.ru/manuals/214462/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20MK-32.2-UI.pdf;https://entero.ru/manuals/214463/%D0%9C%D0%B5%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82.pdf;https://entero.ru/manuals/505742/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,5 кг,Россия,Россия,от 5 до 10 гр,336х240 мм,32 кг,0.1 кг
https://cdn.entero.ru/mp@2x/d2/2e/d22eed72df7ee9e6e2fd6f82c1c20c30.jpg;https://cdn.entero.ru/mp@2x/3a/db/3adbf2bba180a3bb2eea484d10bbae05.jpg,Модуль взвешивающий МАССА-К TB-S-15.2-1,ТВ-S- 15.2_1,13239,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121263,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121263"">МАССА-К TB-S-15.2-1</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевоего сплава.</p>

<p>В комплект поставки входит кабель длиной 5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 6 кг</li>
</ul>",121263,товарные,,520 мм,395 мм,95 мм,,0,https://entero.ru/manuals/126229/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-S-15.2-1.pdf;https://entero.ru/manuals/505847/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,8.2 кг,Россия,Россия,от 2 до 5 гр,520х395 мм,15 кг,0.04 кг
https://cdn.entero.ru/mp@2x/92/09/920927d0d0c04be3e8e191a53393a118.jpg;https://cdn.entero.ru/mp@2x/da/40/da4062f6fc44f77b3b9e2234e96a3dc2.jpg,Модуль взвешивающий МАССА-К TB-S-200.2-1,ТВ-S- 200.2_1,13239,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121266,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121266"">МАССА-К TB-S-200.2-1</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевоего сплава.</p>

<p>В комплект поставки входит кабель длиной 5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 60 кг</li>
</ul>",121266,товарные,,520 мм,395 мм,95 мм,,0,https://entero.ru/manuals/126232/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-S-200.2-1.pdf;https://entero.ru/manuals/505848/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,8.2 кг,Россия,Россия,от 20 до 50 гр,520х395 мм,200 кг,20 кг
https://cdn.entero.ru/mp@2x/57/10/57109f37877296ccc6e068e6ba8446bf.jpg;https://cdn.entero.ru/mp@2x/13/96/1396fd5db087fd74605642037fa87315.jpg;https://cdn.entero.ru/mp@2x/62/e0/62e0dfb3fcc74352ea3a7d2b5b20dd51.jpg,Модуль взвешивающий МАССА-К TB-S-15.2-3,ТВ-S-15.2_3,14390,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121272,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121272"">МАССА-К TB-S-15.2-3</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевоего сплава.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 6 кг</li>
</ul>",121272,товарные,,520 мм,395 мм,765 мм,,0,https://entero.ru/manuals/126238/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-S-15.2-3.pdf;https://entero.ru/manuals/505851/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,15309,11 кг,Россия,Россия,от 2 до 5 гр,520х395 мм,15 кг,0.04 кг
https://cdn.entero.ru/mp@2x/13/ae/13ae68fbc5f52be22e68f21bce957a28.jpg;https://cdn.entero.ru/mp@2x/90/be/90be6c8de5c4478861e30205c5060181.jpg;https://cdn.entero.ru/mp@2x/c4/84/c4849c34722aec6b7b33fcf836147fdd.jpg,Модуль взвешивающий МАССА-К TB-S-32.2-3,ТВ-S- 32.2_3,14390,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121273,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121273"">МАССА-К TB-S-32.2-3</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевоего сплава.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 15 кг</li>
</ul>",121273,товарные,,520 мм,395 мм,765 мм,,0,https://entero.ru/manuals/126239/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-S-32.2-3.pdf;https://entero.ru/manuals/505853/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,15147,11 кг,Россия,Россия,от 5 до 10 гр,520х395 мм,32 кг,0.1 кг
https://cdn.entero.ru/mp@2x/db/3b/db3b8c005fef7a876b2ccae53a0e1d13.jpg;https://cdn.entero.ru/mp@2x/1f/c3/1fc39971a70016cc6c83f68454c36565.jpg;https://cdn.entero.ru/mp@2x/c2/b0/c2b0f68b1c96876b17302c06ce16b76c.jpg,Модуль взвешивающий МАССА-К TB-S-200.2-3,ТВ-S- 200.2_3,14390,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121274,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121274"">МАССА-К TB-S-200.2-3</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевоего сплава.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 60 кг</li>
</ul>",121274,товарные,,520 мм,395 мм,765 мм,,0,https://entero.ru/manuals/126240/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-S-200.2-3.pdf;https://entero.ru/manuals/505852/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,11 кг,Россия,Россия,от 20 до 50 гр,520х395 мм,200 кг,0.4 кг
https://cdn.entero.ru/mp@2x/fb/88/fb88aebe288c0f49ec1c5ce3ad6c1103.jpg,Пандус МАССА-К 4D-PNPM-15/12,Пандус МАССА-К 4D-PNPM-15/12,15183,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/185042,"<p>Пандус <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185042"">МАССА-К 4D-PNPM-15/12</a> </b>используются на промышленных и производственных предприятиях, в складских помещениях, грузовых терминалах, а так же в сельском хозяйстве для облегчения заезда и закатывания груза на платформенные весы. Модель выполнена из конструкционной стали.</p>

<p> </p>",185042,,,,,,,0,,16503,,,,,,,
https://cdn.entero.ru/mp@2x/51/90/519010374971accfc26e013ce21f2047.jpg;https://cdn.entero.ru/mp@2x/3d/dc/3ddc804483e0a2d2ad601a309074395c.jpg,Модуль взвешивающий МАССА-К TB-S-200.2-2,ТВ-S-200.2_2,15442,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121267,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121267"">МАССА-К TB-S-200.2-2</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевоего сплава.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 60 кг</li>
</ul>",121267,товарные,,520 мм,395 мм,525 мм,,0,https://entero.ru/manuals/126233/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-S-200.2-2.pdf;https://entero.ru/manuals/505856/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,16085,8.6 кг,Россия,Россия,от 20 до 50 гр,520х395 мм,200 кг,0.4 кг
https://cdn.entero.ru/mp@2x/a2/53/a2532f372f510a686e099d9bf809865f.jpg;https://cdn.entero.ru/mp@2x/2e/1a/2e1ae5c319d907e6646d31eb1916db38.jpg,Модуль взвешивающий МАССА-К TB-S-15.2-2,ТВ-S-15.2_2,15442,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121268,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121268"">МАССА-К TB-S-15.2-2</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевоего сплава.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 6 кг</li>
</ul>",121268,товарные,,520 мм,395 мм,525 мм,,0,https://entero.ru/manuals/126234/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-S-15.2-2.pdf;https://entero.ru/manuals/505854/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,16085,8.6 кг,Россия,Россия,от 2 до 5 гр,520х395 мм,15 кг,0.04 кг
https://cdn.entero.ru/mp@2x/09/48/0948d157b033eeb3a4e25d23d929c897.jpg;https://cdn.entero.ru/mp@2x/27/83/2783dfae3983728493deb374a100c4f3.jpg,Модуль взвешивающий МАССА-К TB-S-32.2-2,ТВ-S-32.2_2,15442,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121269,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121269"">МАССА-К TB-S-32.2-2</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевоего сплава.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 15 кг</li>
</ul>",121269,товарные,,520 мм,395 мм,525 мм,,0,https://entero.ru/manuals/126235/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-S-32.2-2.pdf;https://entero.ru/manuals/505855/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,8.6 кг,Россия,Россия,от 5 до 10 гр,520х395 мм,32 кг,0.1 кг
https://cdn.entero.ru/mp@2x/ce/82/ce825aeabb13c0f35dc72ab042250050.jpg;https://cdn.entero.ru/mp@2x/63/82/6382317dd167db4e9efebc506e1f3371.jpg,Модуль взвешивающий МАССА-К TB-S-60.2-2,ТВ-S-60.2_2,15442,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121270,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121270"">МАССА-К TB-S-60.2-2</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевоего сплава.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 30 кг</li>
</ul>",121270,товарные,,520 мм,395 мм,525 мм,,0,https://entero.ru/manuals/126236/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-S-60.2-2.pdf;https://entero.ru/manuals/505863/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,8.6 кг,Россия,Россия,от 10 до 20 гр,520х395 мм,60 кг,0.2 кг
https://cdn.entero.ru/mp@2x/92/cb/92cb1f14ca0082c3c3b03cbda3e79b8c.jpg;https://cdn.entero.ru/mp@2x/15/3e/153e0ffd5cd46baea0a979bed5602fbb.jpg,Модуль взвешивающий МАССА-К TB-M-300.2-1,ТВ-М- 300.2_1 / ТВ-M-300.2-1,24959,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121277,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121277"">МАССА-К TB-M-300.2-1</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из конструкционной стали.</p>

<p>В комплект поставки входит кабель длиной 5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 150 кг</li>
</ul>",121277,товарные,,600 мм,800 мм,162 мм,,0,https://entero.ru/manuals/126247/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-M-300.2-1.pdf;https://entero.ru/manuals/505830/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,27129,32.1 кг,Россия,Россия,от 50 до 100 гр,600х800 мм,300 кг,1 кг
https://cdn.entero.ru/mp@2x/2f/06/2f06f7b4c7a767bbf53866f2c3a09405.jpg;https://cdn.entero.ru/mp@2x/88/4b/884bab6e228d35f2884d841da7990869.jpg,Модуль взвешивающий МАССА-К TB-M-600.2-1,ТВ-М- 600.2_1 / ТВ-M-600.2-1,24959,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121278,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121278"">МАССА-К TB-M-600.2-1</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из конструкционной стали.</p>

<p>В комплект поставки входит кабель длиной 5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 300 кг</li>
</ul>",121278,товарные,,600 мм,800 мм,162 мм,,0,https://entero.ru/manuals/126248/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-M-600.2-1.pdf;https://entero.ru/manuals/505831/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,32.1 кг,Россия,Россия,от 100 до 200 гр,600х800 мм,600 кг,2 кг
https://cdn.entero.ru/mp@2x/9e/2b/9e2bd04bd02d22d93c7aebe7490dfa5a.jpg;https://cdn.entero.ru/mp@2x/95/f8/95f813aac066e09a1475f01d7926da3f.jpg,Модуль взвешивающий МАССА-К TB-M-600.2-3,ТВ-М- 600.2_3 / ТВ-M-600.2-3,25802,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121280,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121280"">МАССА-К TB-M-600.2-3</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из конструкционной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 300 кг</li>
</ul>",121280,товарные,,600 мм,800 мм,750 мм,,0,https://entero.ru/manuals/126250/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-M-600.2-3.pdf;https://entero.ru/manuals/505834/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,26877,34.3 кг,Россия,Россия,от 100 до 200 гр,600х800 мм,600 кг,2 кг
