Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Количество емкостей,Общий объем,Потребляемая мощность,Способ установки,Помпа,Объем одной емкости,Ночное хранение
https://cdn.entero.ru/mp@2x/1f/05/1f05d5add376efd7b3ccab3e23146b33.jpg;https://cdn.entero.ru/mp@2x/9a/33/9a331111b69cc4227978440014823eb0.jpg;https://cdn.entero.ru/mp@2x/ff/34/ff3446e14c510bb6b5abce5f881e48bf.jpg;https://cdn.entero.ru/mp@2x/d6/8c/d68c1c67a62c767768286320aa26c9db.jpg;https://cdn.entero.ru/mp@2x/86/53/86538c520952566959a5f8de8fe6bd33.jpg;https://cdn.entero.ru/mp@2x/9a/fd/9afdb8f599024647441bd1c0b7811dfc.jpg,Фризер для жареного мороженого Foodatlas KCB-1F,Фризер для жареного мороженого Foodatlas KCB-1F,47373,RUB,Нет,Foodatlas,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/110290,"<p>Фризер для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110290"">Foodatlas KCB-1F</a> </b>используется на предприятиях общественного питания и торговли для приготовления жареного мороженого в роллах. Модель оснащена механическим управлением, квадратной охлаждаемой поверхностью для ""жарки"" десерта при минусовой температуре и 4 колесами, 2 из которых снабжены тормозом. Корпус выполнен из нержавеющей стали 430, сковорода - из нержавеющей стали 304, радиатор - из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Хладагент: R410A</li>
<li>Европейская вилка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: -15 °C</li>
<li>Размеры рабочей поверхности: 310x310 мм</li>
<li>Глубина рабочей поверхности: 30 мм</li>
<li>Время охлаждения сковороды: 5 мин.</li>
<li>Толщина материала корпуса: 0,8 мм</li>
<li>Количество хладагента в компрессоре: 0,5 кг</li>
</ul>",110290,для твердого мороженого,220 В,1.5 кВт,520 мм,520 мм,800 мм,,Китай,,,0,https://entero.ru/manuals/364227/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20KCB-1F.pdf,51492,https://vk.com/video_ext.php?oid=-177656185&id=456240018&hd=2&autoplay=0,35 кг,,,,,напольный,,,
https://cdn.entero.ru/mp@2x/c7/16/c7165221d493ceaee5f86049048920f2.jpg;https://cdn.entero.ru/mp@2x/2d/0e/2d0ef22763935abe78a9dcc4396db936.jpg;https://cdn.entero.ru/mp@2x/0c/a7/0ca73b81b732dd019110145cde4cc005.jpg;https://cdn.entero.ru/mp@2x/ab/f5/abf5cfac02beef315212934b6a4d9974.jpg;https://cdn.entero.ru/mp@2x/b6/a2/b6a224d1016615e5514e960f9f47dbfb.jpg;https://cdn.entero.ru/mp@2x/ee/7d/ee7d0e2cf7019129b0e4f63c6a79edd6.jpg;https://cdn.entero.ru/mp@2x/5f/c5/5fc5610857269945210238608a21f234.jpg,Фризер для жареного мороженого Foodatlas KCB-1Y,Фризер для жареного мороженого Foodatlas KCB-1Y,47373,RUB,Нет,Foodatlas,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/120619,"<p>Фризер для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120619"">Foodatlas KCB-1Y</a> </b>используется на предприятиях общественного питания и торговли для приготовления жареного мороженого в роллах. Модель оснащена механическим управлением, круглой охлаждаемой поверхностью для ""жарки"" десерта при минусовой температуре и 4 колесами, 2 из которых снабжены тормозом. Корпус выполнен из нержавеющей стали 430, сковорода - из нержавеющей стали 304, радиатор - из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Хладагент: R410A</li>
<li>Европейская вилка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: -15 °C</li>
<li>Размеры рабочей поверхности: 340x340 мм</li>
<li>Глубина рабочей поверхности: 30 мм</li>
<li>Время охлаждения сковороды: 5 мин.</li>
<li>Толщина материала корпуса: 0,8 мм</li>
<li>Количество хладагента в компрессоре: 0,5 кг</li>
</ul>",120619,для твердого мороженого,220 В,1.5 кВт,520 мм,520 мм,800 мм,,Китай,,,0,https://entero.ru/manuals/364279/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20KCB-1Y.pdf,51492,https://vk.com/video_ext.php?oid=-177656185&id=456240018&hd=2&autoplay=0,35 кг,,,,,напольный,,,
https://cdn.entero.ru/mp@2x/52/81/5281e3339e3eb85be142ec3a60c637f9.jpg;https://cdn.entero.ru/mp@2x/6f/ab/6fabed8a9f3448c5d4f194f97a21b63b.jpg;https://cdn.entero.ru/mp@2x/42/f8/42f88f0df7282fedbdc3c5df6fc26c17.jpg;https://cdn.entero.ru/mp@2x/85/7d/857dc05f55bdc3e0eb77844cb21a319a.jpg;https://cdn.entero.ru/mp@2x/55/16/5516d6ffbc6ce4cb319d94203014b7d8.jpg;https://cdn.entero.ru/mp@2x/4b/a4/4ba4c016925a0983ecfe6693d4d9a57e.jpg;https://cdn.entero.ru/mp@2x/5b/43/5b434b31e3566f99b69c2f311bd34ab6.jpg;https://cdn.entero.ru/mp@2x/2e/25/2e255fb6a89ec468264d908422ec638b.jpg;https://cdn.entero.ru/mp@2x/cc/f4/ccf41fe5ec84de9fb7b459c9a7d74bd4.jpg;https://cdn.entero.ru/mp@2x/e2/5a/e25aea83127a1cce89f295fb6c0ea91f.jpg,Фризер для жареного мороженого Foodatlas KCB-1F (контейнеры),KCB-1F Foodatlas (контейнеры),60848,RUB,Нет,Foodatlas,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/110293,"<p>Фризер для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110293""><b class=""b"">Foodatlas KCB-1F </b></a>используется на предприятиях общественного питания и торговли для приготовления жареного мороженого в роллах. Модель оснащена механическим управлением, 3 цилиндрическими контейнерами, квадратной охлаждаемой поверхностью для ""жарки"" десерта при минусовой температуре и 4 колесами, 2 из которых снабжены тормозом. Корпус выполнен из нержавеющей стали 430, сковорода и контейнеры - из нержавеющей стали 304, радиатор - из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Хладагент: R410A</li>
<li>Европейская вилка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: -15 °C</li>
<li>Размеры рабочей поверхности: 310x310 мм</li>
<li>Глубина рабочей поверхности: 30 мм</li>
<li>Время охлаждения сковороды: 5 мин.</li>
<li>Размер контейнеров: 80x80x100 мм</li>
<li>Толщина материала корпуса: 0,8 мм</li>
<li>Количество хладагента в компрессоре: 0,5 кг</li>
</ul>",110293,для твердого мороженого,220 В,1.5 кВт,520 мм,520 мм,1300 мм,,Китай,,,0,https://entero.ru/manuals/364232/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20KCB-1F.pdf,64051,https://vk.com/video_ext.php?oid=-177656185&id=456240018&hd=2&autoplay=0,35 кг,,,,,напольный,,,
https://cdn.entero.ru/mp@2x/38/d3/38d3e31959761f0fffa2535f6a028d7c.jpg;https://cdn.entero.ru/mp@2x/dd/0c/dd0c3ac5e33d7dd7ab3637ab88c8e6f2.jpg;https://cdn.entero.ru/mp@2x/04/9b/049b0441aefad0c6c1a1e6fab1bb2275.jpg;https://cdn.entero.ru/mp@2x/cf/75/cf757d2cb04318699e3fea63294d82dd.jpg;https://cdn.entero.ru/mp@2x/e9/b6/e9b671ef6cd6a600617a20b643d52c3f.jpg;https://cdn.entero.ru/mp@2x/f5/1b/f51bc4badebb524b3545185b61748913.jpg;https://cdn.entero.ru/mp@2x/84/d8/84d89e3c157fd2850bd79d9eba13957c.jpg;https://cdn.entero.ru/mp@2x/b5/2c/b52c61f0ef3fa182cbd6d6bfa404ccaa.jpg;https://cdn.entero.ru/mp@2x/a6/09/a609ef64534bbce4ea7bad10c9dc42fb.jpg,Фризер для жареного мороженого Foodatlas KCB-1Y (контейнеры),KCB-1Y Foodatlas (контейнеры),60848,RUB,Нет,Foodatlas,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/120625,"<p>Фризер для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120625""><b class=""b"">Foodatlas KCB-1Y </b></a>используется на предприятиях общественного питания и торговли для приготовления жареного мороженого в роллах. Модель оснащена механическим управлением, 3 цилиндрическими контейнерами, круглой охлаждаемой поверхностью для ""жарки"" десерта при минусовой температуре и 4 колесами, 2 из которых снабжены тормозом. Корпус выполнен из нержавеющей стали 430, сковорода и контейнеры - из нержавеющей стали 304, радиатор - из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Хладагент: R410A</li>
<li>Европейская вилка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: -15 °C</li>
<li>Размеры рабочей поверхности: 340x340 мм</li>
<li>Глубина рабочей поверхности: 30 мм</li>
<li>Время охлаждения сковороды: 5 мин.</li>
<li>Размер контейнеров: 80x80x100 мм</li>
<li>Толщина материала корпуса: 0,8 мм</li>
<li>Количество хладагента в компрессоре: 0,5 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На первом фото аналогичная модель с квадратной рабочей певерхностью, на втором- без контейнеров.</span></em></p>",120625,для твердого мороженого,220 В,1.5 кВт,520 мм,520 мм,1300 мм,,Китай,,,0,https://entero.ru/manuals/124477/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20KCB-1Y.pdf,65428,https://vk.com/video_ext.php?oid=-177656185&id=456240018&hd=2&autoplay=0,35 кг,,,,,напольный,,,
https://cdn.entero.ru/mp@2x/6b/84/6b84272686a5c548f41a8134619c0b92.jpg;https://cdn.entero.ru/mp@2x/ce/5a/ce5af806d6223e19ff98f189166c560e.jpg;https://cdn.entero.ru/mp@2x/fd/87/fd87ab26b752bc04dedf8ecdc832db6a.jpg;https://cdn.entero.ru/mp@2x/3e/7f/3e7f1ff7295daeded5f6a4c428d5c268.jpg;https://cdn.entero.ru/mp@2x/7b/1f/7b1f0f9a2078c88f3063fd43ea55c541.jpg;https://cdn.entero.ru/mp@2x/d8/d8/d8d8b9b678ae9541c47a59fc9fbf4756.jpg,Фризер для жареного мороженого Foodatlas KCB-1F (система контроля температуры),KCB-1F Foodatlas (система контроля температуры),64481,RUB,Нет,Foodatlas,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/120618,"<p>Фризер для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120618""><b class=""b"">Foodatlas KCB-1F </b></a>используется на предприятиях общественного питания и торговли для приготовления жареного мороженого в роллах. Модель оснащена механическим управлением, термоконтроллером, квадратной охлаждаемой поверхностью для ""жарки"" десерта при минусовой температуре и 4 колесами, 2 из которых снабжены тормозом. Корпус выполнен из нержавеющей стали 430, сковорода - из нержавеющей стали 304, радиатор - из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Хладагент: R410A</li>
<li>Европейская вилка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: -15 °C</li>
<li>Размеры рабочей поверхности: 310x310 мм</li>
<li>Глубина рабочей поверхности: 30 мм</li>
<li>Время охлаждения сковороды: 5 мин.</li>
<li>Толщина материала корпуса: 0,8 мм</li>
<li>Количество хладагента в компрессоре: 0,5 кг</li>
</ul>",120618,для твердого мороженого,220 В,2 кВт,520 мм,525 мм,800 мм,,Китай,,,0,https://entero.ru/manuals/124462/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20KCB-1F.pdf;https://entero.ru/manuals/124461/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B5%20%D1%82%D0%B5%D1%80%D0%BC%D0%BE%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D0%BB%D0%B5%D1%80%D0%B0.pdf,67168,https://vk.com/video_ext.php?oid=-177656185&id=456240018&hd=2&autoplay=0,35 кг,,,,,напольный,,,
https://cdn.entero.ru/mp@2x/f8/86/f8861ec77da1fb579eee79974d60db96.jpg;https://cdn.entero.ru/mp@2x/93/03/9303aec74f33e64116274b18af06852e.jpg;https://cdn.entero.ru/mp@2x/0d/02/0d02efa361a59a5094f695217089699f.jpg;https://cdn.entero.ru/mp@2x/0e/77/0e770940e4bf7a96a01b87c509548207.jpg;https://cdn.entero.ru/mp@2x/4b/b0/4bb0a93aa2b9654f6554ccc68fbdbacb.jpg;https://cdn.entero.ru/mp@2x/a9/74/a97428e013711b0891ed4817bd70c005.jpg;https://cdn.entero.ru/mp@2x/e0/b9/e0b96da160f9dda6f9d1baf42fa4fdc6.jpg;https://cdn.entero.ru/mp@2x/4e/08/4e08680c37181f114d06a5e685913adf.jpg,Фризер для жареного мороженого Foodatlas KCB-1Y (система контроля температуры),Фризер для жареного мороженого Foodatlas KCB-1Y (система контроля температуры),64481,RUB,Нет,Foodatlas,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/120620,"<p>Фризер для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120620""><b class=""b"">Foodatlas KCB-1Y </b></a>используется на предприятиях общественного питания и торговли для приготовления жареного мороженого в роллах. Модель оснащена механическим управлением, термоконтроллером, круглой охлаждаемой поверхностью для ""жарки"" десерта при минусовой температуре и 4 колесами, 2 из которых снабжены тормозом. Корпус выполнен из нержавеющей стали 430, сковорода - из нержавеющей стали 304, радиатор - из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Хладагент: R410A</li>
<li>Европейская вилка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: -15 °C</li>
<li>Размеры рабочей поверхности: 340x340 мм</li>
<li>Глубина рабочей поверхности: 30 мм</li>
<li>Время охлаждения сковороды: 5 мин.</li>
<li>Толщина материала корпуса: 0,8 мм</li>
<li>Количество хладагента в компрессоре: 0,5 кг</li>
</ul>",120620,для твердого мороженого,220 В,2 кВт,520 мм,520 мм,800 мм,,Китай,,,0,https://entero.ru/manuals/124471/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20KCB-1Y.pdf;https://entero.ru/manuals/124472/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B5%20%D1%82%D0%B5%D1%80%D0%BC%D0%BE%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D0%BB%D0%B5%D1%80%D0%B0.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240018&hd=2&autoplay=0,35 кг,,,,,,,,
https://cdn.entero.ru/mp@2x/dc/90/dc9051a5f8c94897f3a23bca500e6b4e.jpg;https://cdn.entero.ru/mp@2x/3f/14/3f1495414f15ad453274ee9543b50dc2.jpg;https://cdn.entero.ru/mp@2x/a9/78/a97829d4ce6d5285da0e17c6e71c4d14.jpg;https://cdn.entero.ru/mp@2x/5d/9b/5d9b37663985328cc7f0d4e8af386824.jpg;https://cdn.entero.ru/mp@2x/f0/d8/f0d83c5a696790444bdb00763cbb7ca3.jpg;https://cdn.entero.ru/mp@2x/a6/f2/a6f24985b63d2502db8ed781c0852998.jpg;https://cdn.entero.ru/mp@2x/98/b2/98b2801eed3bf7cd09c1fa639b121db4.jpg;https://cdn.entero.ru/mp@2x/b6/f2/b6f2cee090c0b6cc30f227361eaf8717.jpg;https://cdn.entero.ru/mp@2x/b5/db/b5db55f01c5a6703417b53865b4dbe77.jpg,Фризер для жареного мороженого Foodatlas KCB-1F (стол для топпингов),KCB-1F Foodatlas (стол для топпингов),71746,RUB,Нет,Foodatlas,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/110296,"<p>Фризер для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110296""><b class=""b"">Foodatlas KCB-1F </b></a>используется на предприятиях общественного питания и торговли для приготовления жареного мороженого в роллах. Модель оснащена механическим управлением, столом для топпиногов, квадратной охлаждаемой поверхностью для ""жарки"" десерта при минусовой температуре и 4 колесами, 2 из которых снабжены тормозом. Корпус выполнен из нержавеющей стали 430, сковорода - из нержавеющей стали 304, радиатор - из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Хладагент: R410A</li>
<li>Европейская вилка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: -15 °C</li>
<li>Размеры рабочей поверхности: 310x310 мм</li>
<li>Глубина рабочей поверхности: 30 мм</li>
<li>Время охлаждения сковороды: 5 мин.</li>
<li>Длина стола для топпингов: 350 мм</li>
<li>Толщина материала корпуса: 0,8 мм</li>
<li>Количество хладагента в компрессоре: 0,5 кг</li>
</ul>",110296,для твердого мороженого,220 В,1.5 кВт,900 мм,520 мм,800 мм,,Китай,,,0,https://entero.ru/manuals/364235/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20KCB-1F%20%28%D1%81%D1%82%D0%BE%D0%BB%20%D0%B4%D0%BB%D1%8F%20%D1%82%D0%BE%D0%BF%D0%BF%D0%B8%D0%BD%D0%B3%D0%BE%D0%B2%29.pdf,74735,https://vk.com/video_ext.php?oid=-177656185&id=456240018&hd=2&autoplay=0,35 кг,,,,,,,,
https://cdn.entero.ru/mp@2x/a4/33/a433333be96b641da05074f7aa054105.jpg;https://cdn.entero.ru/mp@2x/04/84/048439198e3d6909e73e16cc2ce7cc1c.jpg;https://cdn.entero.ru/mp@2x/ed/20/ed20f7d3bf36f78c985b367bb8e6b80f.jpg;https://cdn.entero.ru/mp@2x/6b/46/6b46d68964796608ba74faa80302685b.jpg;https://cdn.entero.ru/mp@2x/e4/c0/e4c0b09c170e2350520969523e8f965b.jpg;https://cdn.entero.ru/mp@2x/30/a7/30a7c8f29aee2c634fad799a09925d12.jpg;https://cdn.entero.ru/mp@2x/fc/d3/fcd3327665e5eb975d928187b3efd8d6.jpg,Фризер для жареного мороженого Foodatlas KCB-1Y (стол для топпингов),KCB-1Y Foodatlas (стол для топпингов),71746,RUB,Нет,Foodatlas,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/120621,"<p>Фризер для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120621""><b class=""b"">Foodatlas KCB-1Y </b></a>используется на предприятиях общественного питания и торговли для приготовления жареного мороженого в роллах. Модель оснащена механическим управлением, столом для топпиногов, круглой охлаждаемой поверхностью для ""жарки"" десерта при минусовой температуре и 4 колесами, 2 из которых снабжены тормозом. Корпус выполнен из нержавеющей стали 430, сковорода - из нержавеющей стали 304, радиатор - из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Хладагент: R410A</li>
<li>Европейская вилка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: -15 °C</li>
<li>Размеры рабочей поверхности: 340x340 мм</li>
<li>Глубина рабочей поверхности: 30 мм</li>
<li>Время охлаждения сковороды: 5 мин.</li>
<li>Длина стола для топпингов: 350 мм</li>
<li>Толщина материала корпуса: 0,8 мм</li>
<li>Количество хладагента в компрессоре: 0,5 кг</li>
</ul>",120621,для твердого мороженого,220 В,1.5 кВт,900 мм,520 мм,800 мм,,Китай,,,0,https://entero.ru/manuals/364282/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20KCB-1Y%20%28%D1%81%D1%82%D0%BE%D0%BB%20%D0%B4%D0%BB%D1%8F%20%D1%82%D0%BE%D0%BF%D0%BF%D0%B8%D0%BD%D0%B3%D0%BE%D0%B2%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240018&hd=2&autoplay=0,35 кг,,,,,,,,
https://cdn.entero.ru/mp@2x/0b/88/0b88ce52da6eae52f5b60ad788bc158e.jpg;https://cdn.entero.ru/mp@2x/e2/6d/e26d5e9345990c1bcf44bf3de91552fb.jpg;https://cdn.entero.ru/mp@2x/95/40/9540cadf1fff92491ceb0a4e4711d268.jpg;https://cdn.entero.ru/mp@2x/b1/a4/b1a490ce397e549978a73dffbb91a210.jpg;https://cdn.entero.ru/mp@2x/05/ec/05ec3d15046b28dbbbc9dec5b624097d.jpg;https://cdn.entero.ru/mp@2x/a5/c0/a5c063ffdf6b3c742b06767b25da5d44.jpg;https://cdn.entero.ru/mp@2x/54/5b/545bae286719f33f3b559ab318e3a5d7.jpg,"Фризер для жареного мороженого Foodatlas KCB-1F (контейнеры, световой короб)","KCB-1F Foodatlas (контейнеры, световой короб)",73563,RUB,Нет,Foodatlas,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/110292,"<p>Фризер для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110292""><b class=""b"">Foodatlas KCB-1F </b></a>используется на предприятиях общественного питания и торговли для приготовления жареного мороженого в роллах. Модель оснащена механическим управлением, 3 цилиндрическими контейнерами, световым коробом, квадратной охлаждаемой поверхностью для ""жарки"" десерта при минусовой температуре и 4 колесами, 2 из которых снабжены тормозом. Корпус выполнен из нержавеющей стали 430, сковорода и контейнеры - из нержавеющей стали 304, радиатор - из алюминия, каркас светового короба - из оргстекла, полотно светового короба - из ПВХ,</p>

<p><b>Особенности:</b></p>

<ul>
<li>Хладагент: R410A</li>
<li>Подсветка: светодиодная лента с 100 лампами на погонный метр</li>
<li>Тип подсветки: торцевой</li>
<li>Европейская вилка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: -15 °C</li>
<li>Размеры рабочей поверхности: 310x310 мм</li>
<li>Глубина рабочей поверхности: 30 мм</li>
<li>Время охлаждения сковороды: 5 мин.</li>
<li>Размер контейнеров: 80x80x100 мм</li>
<li>Мощность подсветки: от 0,012 до 0,03 кВт</li>
<li>Толщина материала корпуса: 0,8 мм</li>
<li>Количество хладагента в компрессоре: 0,5 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель без светового короба.</span></em></p>",110292,для твердого мороженого,220 В,1.5 кВт,520 мм,520 мм,1300 мм,,Китай,,,0,https://entero.ru/manuals/364231/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20KCB-1F.pdf,77435,https://vk.com/video_ext.php?oid=-177656185&id=456240018&hd=2&autoplay=0,35 кг,,,,,,,,
https://cdn.entero.ru/mp@2x/be/86/be861b021a5486c42d522d31dce950af.jpg;https://cdn.entero.ru/mp@2x/9a/f9/9af9bfe5291467533394f0888b13612d.jpg;https://cdn.entero.ru/mp@2x/de/17/de17f3b87ebb4fc8dd0dccfaa86ae75d.jpg;https://cdn.entero.ru/mp@2x/fc/3a/fc3a181dbbfdb82a4cc2ca2ee2b7a5f1.jpg;https://cdn.entero.ru/mp@2x/37/f7/37f748dc4ae7b583db1fe7219b45239c.jpg;https://cdn.entero.ru/mp@2x/ad/a4/ada4145cefc1b71ac85bfc0dbdd496f3.jpg;https://cdn.entero.ru/mp@2x/7b/5d/7b5d45a75d27e221ef09e098d9188f7a.jpg;https://cdn.entero.ru/mp@2x/33/c9/33c92dd77e66f8e82d3574d867802c13.jpg;https://cdn.entero.ru/mp@2x/4c/82/4c82d8a29fdf6bd80b0e61170d958b00.jpg;https://cdn.entero.ru/mp@2x/34/61/34611d88883f21ef4da99eea28509390.jpg;https://cdn.entero.ru/mp@2x/bc/4d/bc4d6bb4b091f528af8f42be8475824f.jpg,"Фризер для жареного мороженого Foodatlas KCB-1F (контейнеры, стол для топпингов)","KCB-1F Foodatlas (контейнеры, стол для топпингов)",77196,RUB,Нет,Foodatlas,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/110294,"<p>Фризер для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110294""><b class=""b"">Foodatlas KCB-1F </b></a>используется на предприятиях общественного питания и торговли для приготовления жареного мороженого в роллах. Модель оснащена механическим управлением, столом для топпиногов, 3 цилиндрическими контейнерами, квадратной охлаждаемой поверхностью для ""жарки"" десерта при минусовой температуре и 4 колесами, 2 из которых снабжены тормозом. Корпус выполнен из нержавеющей стали 430, сковорода и контейнеры - из нержавеющей стали 304, радиатор - из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Хладагент: R410A</li>
<li>Европейская вилка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: -15 °C</li>
<li>Размеры рабочей поверхности: 310x310 мм</li>
<li>Глубина рабочей поверхности: 30 мм</li>
<li>Время охлаждения сковороды: 5 мин.</li>
<li>Длина стола для топпингов: 350 мм</li>
<li>Размер контейнеров: 80x80x100 мм</li>
<li>Толщина материала корпуса: 0,8 мм</li>
<li>Количество хладагента в компрессоре: 0,5 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На первом фото аналогичная модель без стола для топпингов, на втором - со столом без контейнеров.</span></em></p>",110294,для твердого мороженого,220 В,1.5 кВт,900 мм,520 мм,1300 мм,,Китай,,,0,https://entero.ru/manuals/364233/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20KCB-1F.pdf,81259,https://vk.com/video_ext.php?oid=-177656185&id=456240018&hd=2&autoplay=0,37 кг,,,,,,,,
