Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Установка,Назначение,Вес (с упаковкой),Подсветка,Размер подогреваемой ванны,Колеса
https://cdn.entero.ru/mp@2x/38/44/3844fe04366313ea2417ed12a7cbbb4e.jpg,Мармит для картофеля фри ATESY МФ-655/3,Мармит для картофеля фри ATESY МФ-655/3,39489,RUB,Нет,ATESY,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/69461,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/69461"">ATESY МФ-655/3</a></b> используется на предприятиях общественного питания и торговли для демонстрации, поддержания в горячем состоянии и раздачи свежеприготовленного картофеля. Модель оснащена 2 инфракрасными лампами для подогрева и освещения продукта. Изделие выполнено из пищевой нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 инфракрасные лампы, расположенные над ванной</li>
<li>Ванна для выкладки приготовленного картофеля имеет 2 перегородки, обеспечивающие разделение секций хранения</li>
<li>Перегородки можно перемещать или убрать при необходимости</li>
<li>Перфорированное дно ванны обеспечивает стекание остатков масла</li>
<li>Поддон для сбора масла, расположенный под ванной</li>
<li>Регулируемые по высоте опорные ножки (диапазон регулировки ± 20 мм)</li>
<li>Разборная конструкция для большего удобства транспортировки</li>
</ul>",69461,,220 В,0.5 кВт,654 мм,641 мм,1200 мм,,,,0,https://entero.ru/manuals/134366/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9C%D0%A4-655_3.pdf;https://entero.ru/manuals/134367/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6%20ATESY%20%D0%9C%D0%A4-655_3.pdf;https://entero.ru/manuals/134368/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%281%29.pdf;https://entero.ru/manuals/134369/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%282%29.pdf;https://entero.ru/manuals/281155/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,20 кг,Россия,Россия,напольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/49/0b/490bb932e764741ccdddf5b58dd083c5.jpg,Мармит для картофеля фри Empero EMP.PLS.9DE010,Мармит для картофеля фри Empero EMP.PLS.9DE010,59201,RUB,Нет,Empero,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/333239,"<p>Настольный аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333239"">Empero EMP.PLS.9DE010</a> </b>серии 900+ используется на предприятиях общественного питания и торговли для подогрева свежеприготовленного картофеля фри и других аналогичных блюд. Модель оснащена инфракрасным керамическим нагревателем и расположенной на наклонной фронтальной стенке электромеханической панелью управления. Корпус выполнен из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Включение и выключение с помощью поворотного переключателя </li>
<li>Светодиодный индикатор активации нагрева</li>
<li>Специальная форма на контейнере для слива излишков масла с продукта</li>
<li>Легкость очистки и дезинфекции</li>
<li>Формат гастроемкости: GN1/1</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля питания: 3х1,5 мм²</li>
<li>Максимальная глубина гастроемкости: 150 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",333239,,220 В,0.65 кВт,400 мм,900 мм,300 мм,25 кг,,,0,https://entero.ru/manuals/394276/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Empero%202023%20%28%D1%82%D1%83%D1%80.%20_%20%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,Турция,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/43/f9/43f90313ca86a25d76c4884288dfd06a.jpg;https://cdn.entero.ru/mp@2x/cc/39/cc39a46d26c13658cb91a05162dd1d30.jpg,Станция для подогрева и фасовки картофеля фри Grill Master Ф2ПКЭ глубина 200 мм,21606 / 108370,47650,RUB,Нет,Grill Master,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/42212,"<p>Станция <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/42212""><b class=""b"">Grill Master Ф2ПКЭ</b></a> предназначена для подогрева и поддержания уже готового картофеля фри в теплом состоянии на предприятиях общественного питания и торговли. Модель оснащена деликатным подогревом продукта сверху, что позволяет сохранять картофель фри достаточно долго в горячем виде без потери качества. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Степень подогрева можно регулировать</li>
<li>Подставка под пакеты</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ТЭНов: 2</li>
<li>Количество держателей: 2</li>
<li>Расстояние от нагревательных элементов до продукта: 420 мм</li>
</ul>",42212,,220 В,1.6 кВт,670 мм,700 мм,720 мм,28 кг,1,770x800x870 мм,0,https://entero.ru/manuals/515383/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A42%D0%9F%D0%9A%D0%AD.pdf,49635,18 кг,,Россия,настольная,подогрева / фасовка,,Да,650х530х200 мм,
https://cdn.entero.ru/mp@2x/42/93/4293dcacabd938d9a4a9c3650f5f0a6a.jpg,Мармит для картофеля фри KUSINA G7D100E-S,Мармит для картофеля фри KUSINA G7D100E-S,42197,RUB,Нет,,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/278901,"<p><span class=""b"">Мармит для картофеля-фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278901"">KUSINA G7D100E-S</a> </b>используется на предприятиях общественного питания и торговли. Оборудование оснащено перфорированным съёмным фальш-дном, дополнительным верхним инфракрасным нагревательным элементом и 4 регулируемыми по высоте ножками. Конструкция выполнена из нержавеющей стали, дополнительный нагревательный элемент - из стеклокерамики.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость ванны: 1 GN 1/1</li>
</ul>",278901,,220 В,1 кВт,400 мм,730 мм,300 мм,,,,0,,43955,20 кг,,Турция,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/6a/28/6a288dc07d9863c8c4e4dedcc38905aa.jpg,Мармит Enigma HCW-620,122908,14451,RUB,Нет,Enigma,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/104100,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104100"">Enigma HCW-620</a></b> предназначен для демонстрации и поддержании в подогретом состоянии чипсов, картофеля фри и других аналогичных блюд на предприятиях общественного питания и торговли.</p>",104100,,220 В,1 кВт,345 мм,615 мм,550 мм,7.7 кг,1,395x695x630 мм,0,https://entero.ru/manuals/506717/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,15053,7 кг,,Китай,настольная,,,,,
https://cdn.entero.ru/mp@2x/9b/1a/9b1aab558b01b91c3d9b7bb67702cb5a.jpg,Мармит для картофеля фри КОБОР HF-1T,Мармит для картофеля фри КОБОР HF-1T,20297,RUB,Нет,КОБОР,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/73793,"<p>Станция для подогрева картофеля фри <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73793""><b class=""b"">Кобор HF-1T</b></a> используется на предприятиях общественного питания и торговли. Модель оснащена подсветкой, расположенной сверху прибора, и перфорированным поддоном. Конструкция выполнена полностью из нержавеющей стали.</p>

<p>Дополнительно можно заказать второй поддон для установки коборусов (спиральных чипсов).</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",73793,,220 В,0.37 кВт,335 мм,330 мм,480 мм,4.5 кг,,,0,https://entero.ru/manuals/90221/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,21593,,,Россия,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/50/a4/50a4dd4807baa4398decc50bdca872a5.jpg,Мармит для картофеля фри КОБОР HF-2T,Мармит для картофеля фри КОБОР HF-2T,24331,RUB,Нет,КОБОР,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/73794,"<p>Станция для подогрева картофеля фри <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73794""><b class=""b"">Кобор HF-2T</b></a> используется на предприятиях общественного питания и торговли. Модель оснащена подсветкой, расположенной сверху прибора, и перфорированным поддоном. Конструкция выполнена полностью из нержавеющей стали.</p>

<p>Дополнительно можно заказать второй поддон для установки коборусов (спиральных чипсов).</p>",73794,,220 В,0.57 кВт,600 мм,330 мм,480 мм,7.5 кг,,,0,https://entero.ru/manuals/90222/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,25612,,,Россия,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/89/e4/89e449ff7cd573aa8536acd01aba5323.jpg,Мармит для картофеля фри КОБОР HF-3T,Мармит для картофеля фри КОБОР HF-3T,27996,RUB,Нет,КОБОР,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/73795,"<p>Станция для подогрева картофеля фри <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73795""><b class=""b"">Кобор HF-3T</b></a> используется на предприятиях общественного питания и торговли. Модель оснащена подсветкой, расположенной сверху прибора, и перфорированным поддоном. Конструкция выполнена полностью из нержавеющей стали.</p>

<p>Дополнительно можно заказать второй поддон для установки коборусов (спиральных чипсов).</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",73795,,220 В,1.1 кВт,1130 мм,330 мм,480 мм,14 кг,,,0,https://entero.ru/manuals/90223/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Россия,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/70/2f/702f76849e50ccf99e777ca56b07d218.jpg,Мармит для картофеля фри ATA K6ESP05TT,ELECTRIC CHIP SCUTTLE 1/2M COUNTERTOP,40777,RUB,Нет,,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/236677,"<p>Подогреватель картофеля фри <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/236677""><b class=""b"">ATA ELECTRIC CHIP SCUTTLE 1/2M COUNTERTOP</b></a> используется на предприятиях общественного питания и торговли для демонстрации и поддержания заданной температуры картофеля фри, чипсов и других аналогичных блюд. Модель оснащена съемным поддоном 1/2 GN с ручками. Корпус и желоб выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нагреватель имеет изогнутую форму, погружен в специальную керамическую пластину на задней части прибора</li>
<li>Защитный термостат с автоматическим сбросом встроен в резистор</li>
<li>Желоб обеспечивает достаточный поток горячего воздуха к материалу</li>
<li>Может устанавливаться на рабочую поверхность или специализированную подставку</li>
</ul>",236677,,220 В,0.75 кВт,300 мм,600 мм,280 мм,10 кг,1,360x720x336 мм,0,https://entero.ru/manuals/286249/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ATA%20ELECTRIC%20CHIP%20SCUTTLE%201_2M%20COUNTERTOP.pdf,42476,,,,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/9c/51/9c5148779c9f1a88f1150d0af764bf57.jpg;https://cdn.entero.ru/mp@2x/41/4f/414f82516c889b6eff43e3f98c04674c.jpg;https://cdn.entero.ru/mp@2x/da/91/da916a9fef8c4f172c78ed41137a2452.jpg,Мармит для картофеля фри Gastrolux НМФ-1GN/Е,Мармит для картофеля фри Gastrolux НМФ-1GN/Е,43483,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/89869,"<p><span class=""b"">Мармит для картофеля-фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89869"">Gastrolux НМФ-1GN/Е</a></b> используется на предприятиях общественного питания и торговли. Оборудование оснащено инфракрасным подогревом и подсветкой. Конструкция выполнена из нержавеющей стали AISI 430.</span></p>

<p>В комплект поставки входят гастроемкость GN 1/1 глубиной 150 мм и перфорированная ставка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип нагрева: сухой</li>
<li>Механический терморегулятор</li>
</ul>",89869,от 30 до 60 °С,220 В,0.8 кВт,730 мм,400 мм,550 мм,3.3 кг,,,0,https://entero.ru/manuals/488893/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Россия,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/86/79/867930d058fdcaecc684ddf9b87a85e5.jpg;https://cdn.entero.ru/mp@2x/ff/11/ff110cf2c36fa29bbb186fb9a32dbc1a.jpg;https://cdn.entero.ru/mp@2x/de/77/de7791e615d8ad86b43dae633da4b529.jpg,Мармит для картофеля-фри Gastrolux НМФ-1GN/S,Мармит для картофеля-фри Gastrolux НМФ-1GN/S,50553,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/89870,"<p><span class=""b"">Мармит для картофеля-фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89870"">Gastrolux НМФ-1GN/S</a> </b>используется на предприятиях общественного питания и торговли. Оборудование оснащено инфракрасным подогревом и подсветкой. Конструкция выполнена из нержавеющей стали AISI 304.</span></p>

<p>В комплект поставки входят гастроемкость GN 1/1 глубиной 150 мм и перфорированная ставка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип нагрева: сухой</li>
<li>Механический терморегулятор</li>
</ul>",89870,от 30 до 60 °С,220 В,0.8 кВт,730 мм,400 мм,550 мм,,,,0,https://entero.ru/manuals/488894/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,53214,3.3 кг,,Россия,настольная,подогрева / фасовка,,,,
https://cdn.entero.ru/mp@2x/d3/74/d3744937e16c88a62caefa375192c1b8.jpg,Мармит для картофеля фри Empero EMP.PLS.7DE010,Аппарат EMP.PLS.7DE010 для подогрева картофеля фри,53500,RUB,Нет,Empero,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/124561,"<p>Аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124561"">Empero EMP.PLS.7DE010</a></b> используется на предприятиях общественного питания и торговли для демонстрации и поддержания в горячем состоянии свежеприготовленного картофеля фри и других готовых блюд. Модель оснащена инфракрасным керамическим обогревателем. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поддерживает картофель фри в теплом состоянии</li>
<li>Позволяет сцеживать излишки масла</li>
<li>Специальная форма на контейнере обеспечивает максимальную эффективность слива масла</li>
<li>Гигиеничен и легко чистится</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 1х GN 1/1 глубиной 150</li>
<li>Сечение кабеля: 3х1,5 мм</li>
</ul>",124561,,220 В,0.65 кВт,400 мм,730 мм,300 мм,39 кг,,,0,https://entero.ru/manuals/133393/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Empero%202019.pdf,,,,Турция,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/92/21/922195aa38ae41adf52b6be3c5b69a19.jpg;https://cdn.entero.ru/mp@2x/ef/f4/eff4570a973af669b839b2409228e9a0.jpg,Мармит для картофеля фри Grill Master Ф2пкэ,21603к / 108371,58120,RUB,Нет,Grill Master,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/51352,"<p>Станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51352"">Grill Master Ф2пкэ</a></b> предназначена для подогрева и поддержания уже готового картофеля фри в теплом состоянии на предприятиях общественного питания и торговли. Модель оснащена деликатным подогревом продукта сверху, что позволяет сохранять картофель фри достаточно долго в горячем виде без потери качества. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Керамические нагреватели</li>
<li>Степень подогрева можно регулировать</li>
<li>Подставка под пакеты</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ТЭНов: 2</li>
<li>Количество держателей: 1</li>
</ul>",51352,60 °С,220 В,1.6 кВт,670 мм,610 мм,620 мм,26 кг,1,770x710x770 мм,0,https://entero.ru/manuals/21057/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A43%D0%9A%D0%9C%D0%AD.pdf,,16 кг,,Россия,настольная,подогрев,,Да,650х530х100 мм,
https://cdn.entero.ru/mp@2x/b3/cb/b3cbe8e85b43e77bee5c7ea8278d0040.jpg;https://cdn.entero.ru/mp@2x/66/c2/66c29b1e6acb6ebb000d727016ae5f1f.jpg,Мармит для картофеля-фри Gastrolux НМФ-2GN/Е,Мармит для картофеля-фри Gastrolux НМФ-2GN/Е,58420,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/89871,"<p><span class=""b"">Мармит для картофеля-фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89871"">Gastrolux НМФ-2GN/Е</a></b> используется на предприятиях общественного питания и торговли. Оборудование оснащено инфракрасным подогревом и подсветкой. Конструкция выполнена из нержавеющей стали AISI 430.</span></p>

<p>В комплект поставки входят гастроемкость GN 1/1 глубиной 150 мм и перфорированная ставка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип нагрева: сухой</li>
<li>Механический терморегулятор</li>
</ul>",89871,от 30 до 60 °С,220 В,1.6 кВт,730 мм,725 мм,550 мм,,,,0,https://entero.ru/manuals/488895/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,61495,4.4 кг,,Россия,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/70/99/70999dc2406e814bceed4728524d5c60.jpg;https://cdn.entero.ru/mp@2x/dc/7f/dc7f78fbd2536d997a182d93c417afa8.jpg,Мармит для картофеля фри VITAL EPD6010,VTL-EPD6010,61933,RUB,Нет,,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/367617,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367617"">VITAL EPD6010</a></b> используется на предприятиях общественного питания и торговли для демонстрации и поддержания в горячем состоянии свежеприготовленного картофеля фри. Модель оснащена поддоном для слива масла. Закругленные углы обеспечивают легкую чистку. Корпус выполнен из нержавеющей стали, нагревательный элемент - из фарфора.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прессованная монолитная столешница</li>
<li>Возможно использование на столешнице или с нижним шкафом</li>
<li>1-фазная модель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля: 3х1,5 мм</li>
<li>Частота: 50 Гц</li>
</ul>",367617,,220 В,1 кВт,400 мм,630 мм,280 мм,16 кг,1,440x700x650 мм,0,,,,,Турция,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/9a/c9/9ac9acab845ffbc9d514b548698fb00a.jpg,Мармит для картофеля фри VITAL EPD7010,VTL-EPD7010,67927,RUB,Нет,,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/367841,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367841"">VITAL EPD7010</a></b> используется на предприятиях общественного питания и торговли для демонстрации и поддержания в горячем состоянии свежеприготовленного картофеля фри. Модель оснащена поддоном для слива масла. Закругленные углы обеспечивают легкую чистку. Корпус выполнен из нержавеющей стали, нагревательный элемент - из фарфора.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прессованная монолитная столешница</li>
<li>Возможно использование на столешнице или с нижним шкафом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля: 3х1,5 мм</li>
<li>Количество фаз: 1</li>
<li>Частота: 50 Гц</li>
</ul>",367841,,220 В,1 кВт,400 мм,730 мм,280 мм,18 кг,1,420x800x650 мм,0,,71502,,,Турция,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/f1/30/f1301404e09f7f3159777272aa2ca667.jpg;https://cdn.entero.ru/mp@2x/47/e4/47e4b33beec136a9de47bb7d074f4d22.jpg,Мармит для картофеля-фри Gastrolux НМФ-2GN/S,Мармит для картофеля-фри Gastrolux НМФ-2GN/S,70184,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/89872,"<p><span class=""b"">Мармит для картофеля-фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89872"">Gastrolux НМФ-2GN/S</a></b> используется на предприятиях общественного питания и торговли. Оборудование оснащено инфракрасным подогревом и подсветкой. Конструкция выполнена из нержавеющей стали AISI 304.</span></p>

<p>В комплект поставки входят гастроемкость GN 1/1 глубиной 150 мм и перфорированная ставка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип нагрева: сухой</li>
<li>Механический терморегулятор</li>
</ul>",89872,от 30 до 60 °С,220 В,1.6 кВт,730 мм,725 мм,550 мм,,,,0,https://entero.ru/manuals/488896/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,4.4 кг,,Россия,напольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/b0/f0/b0f021291abdefcc1657d1e2b35b4780.jpg;https://cdn.entero.ru/mp@2x/87/64/8764da953fccfff855745d295740075c.jpg,Мармит для картофеля фри VITAL PRO-EPD7010,VTL-PRO-EPD7010,72721,RUB,Нет,,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/367974,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367974"">VITAL PRO-EPD7010</a></b> серии 700 PRO используется на предприятиях общественного питания и торговли для демонстрации и поддержания в горячем состоянии свежеприготовленного картофеля фри. Модель оснащена поддоном для слива масла. Закругленные углы обеспечивают легкую чистку. Корпус выполнен из нержавеющей стали, нагревательный элемент - из фарфора.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прессованная монолитная столешница</li>
<li>Возможно использование на столешнице или с нижним шкафом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля: 3х1,5 мм²</li>
<li>Количество фаз: 1</li>
<li>Частота: 50 Гц</li>
</ul>",367974,,220 В,1 кВт,400 мм,730 мм,280 мм,19 кг,1,440x800x650 мм,0,,,,,Турция,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/74/1c/741c577de6b1c60d8931665596f2de3a.jpg,Мармит для картофеля фри VITAL EPD9010,VTL-EPD9010,77417,RUB,Нет,,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/368044,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368044"">VITAL EPD9010</a></b> используется на предприятиях общественного питания и торговли для демонстрации и поддержания в горячем состоянии свежеприготовленного картофеля фри. Модель оснащена поддоном для слива масла. Закругленные углы обеспечивают легкую чистку. Корпус выполнен из нержавеющей стали, нагревательный элемент - из фарфора.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прессованная монолитная столешница</li>
<li>Возможно использование на столешнице или с нижним шкафом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля: 3х1,5 мм²</li>
<li>Количество фаз: 1</li>
<li>Частота: 50 Гц</li>
</ul>",368044,,220 В,1 кВт,400 мм,900 мм,280 мм,25 кг,1,420x960x580 мм,0,,83244,,,,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/b4/6e/b46e206094a4b125e985e78a931dff6d.jpg,Мармит для картофеля фри VITAL PRO-EPD9010,VTL-PRO-EPD9010,86706,RUB,Нет,,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/368303,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368303"">VITAL PRO-EPD9010</a> </b>серии 900 PRO используется на предприятиях общественного питания и торговли для демонстрации и поддержания в горячем состоянии свежеприготовленного картофеля фри. Модель оснащена поддоном для слива масла. Закругленные углы обеспечивают легкую чистку. Корпус выполнен из нержавеющей стали, нагревательный элемент - из фарфора.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прессованная монолитная столешница</li>
<li>Возможно использование на столешнице или с нижним шкафом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля: 3х1,5 мм²</li>
<li>Количество фаз: 1</li>
<li>Частота: 50 Гц</li>
</ul>",368303,,220 В,1 кВт,400 мм,900 мм,280 мм,27 кг,1,440x960x650 мм,0,,91269,,,Турция,настольная,подогрев,,,,
