Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Вместимость ножей
https://cdn.entero.ru/mp@2x/42/61/4261d9703717962e3085cc7ce7b33013.jpg;https://cdn.entero.ru/mp@2x/03/c5/03c5eddfd9f9127ac6f2a6974f0fe2ea.jpg;https://cdn.entero.ru/mp@2x/f7/39/f7395dc21c472f0474f9eb2aec68a1df.jpg;https://cdn.entero.ru/mp@2x/ea/37/ea37ba7385328c6fcad0c95bf35738b3.jpg;https://cdn.entero.ru/mp@2x/0c/4c/0c4c45291e88786f6f1a6709420a4ac7.jpg,Стерилизатор для ножей Bartscher 9-330,110438,38724,RUB,Да,Bartscher,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/339819,"<p>Стерилизатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/339819"">Bartscher 9-330</a></b> используется на предприятиях общественного питания и торговли для обеззараживания ножей и других кухонных инструментов. Корпус выполнен из нержавеющей стали, створчатая дверца - из плексигласа с черной тонировкой. Просто повесьте ножи, закройте дверцу и настройте таймер.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер</li>
<li>Выключатель контакта двери</li>
<li>Настенный монтаж</li>
<li>Правое открывание двери</li>
<li>Контрольная лампочка: Вкл/ выкл, прибор работает</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная длина лезвия: 330 мм</li>
<li>Максимальная длина ручки: 145 мм</li>
<li>Минимальная длительность стерилизации: 30 мин.</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Точилка для ножей MS310 (Артикул 120558)</li>
</ul>",339819,ультрафиолетовый,220 В,0.016 кВт,420 мм,175 мм,610 мм,,Германия,,,0,https://entero.ru/manuals/403243/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Bartscher%209-330.pdf;https://entero.ru/manuals/403248/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%209-330.pdf;https://entero.ru/manuals/403249/%D0%A1%D0%B1%D0%BE%D1%80%D0%BE%D1%87%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6.pdf;https://entero.ru/manuals/507865/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,8.9 кг,9 шт.
https://cdn.entero.ru/mp@2x/f1/9c/f19cf893c2712f8069dc17fcc227a2e4.jpg,Стерилизатор для ножей Sirman STER EL,Sterilizz. Elettr. Coibentato / STER EL NEW,33126,RUB,Нет,Sirman,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/72948,"<p>Стерилизатор для ножей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72948""><b class=""b"">Sirman NEW</b></a> предназначен для дезинфекции столовых приборов на предприятиях общественного питания и торговли. Модель оснащена соединением для входа и выхода воды, а также краном для регулирования и слива во избежание выхода жидкости.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Термостат</li>
<li>Емкость для стерилизующей жидкости</li>
<li>Плавные обтекаемые линии, что предотвращает скапливание грязи и облегчает чистку</li>
<li>Корпус из нержавеющей стали</li>
<li>Настенное исполнение</li>
<li>Дверь </li>
<li>Все части прибора, участвующие в рабочем процессе, являются съемными и легко моются</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от 0 до 100 °C</li>
<li>Максимальная длина лезвия ножа: 270 мм</li>
<li>Габариты в упаковке: 470х150х510 мм</li>
</ul>",72948,водяной,220 В,1.5 кВт,314 мм,140 мм,500 мм,,Италия,,,0,https://entero.ru/manuals/46874/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20NEW.pdf;https://entero.ru/manuals/46875/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20NEW.jpg;https://entero.ru/manuals/72844/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,34869,,6.5 кг,5 шт.
https://cdn.entero.ru/mp@2x/10/27/1027de85d4dd6ace1bf61a4a984026a0.jpg,Стерилизатор для ножей ТТМ SUF1,172458,24870,RUB,Нет,ТТМ,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/125375,"<p>Стерилизатор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125375"">ТТМ SUF1</a> </b>предназначен для обеззараживания ножей и других инструментов на предприятиях общественного питания и торговли. Модель оснащена дверцей, таймером на 60 мин. и замком для сохранности ножей. Корпус выполнен из нержавеющей стали AISI430, дверь - из тонированного стекла.</p>

<p>Предусмотрено размещение ножей на вертикальной решетке-держателе или магнитной планке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обеззараживание происходит за счет воздействия ультрафиолетовых лучей</li>
<li>Устройство автоматического отключения работы лампы при открывании двери</li>
<li>Для крепления к стене</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальный размер ножа:
<ul>
<li>Длина ручки: 140 мм</li>
<li>Длина лезвия: 280 мм</li>
</ul>
</li>
<li>Ширина ячейки: 9 мм</li>
<li>Длина волн излучения: 253,7 нм</li>
</ul>",125375,ультрафиолетовый,220 В,0.008 кВт,470 мм,150 мм,600 мм,,Россия,,,0,,26457,,7 кг,
https://cdn.entero.ru/mp@2x/b7/89/b789adf202cd152477be735e499537ab.jpg,Стерилизатор для ножей ТТМ SUF2,Стерилизатор для ножей ТТМ SUF2,47270,RUB,Нет,ТТМ,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/125376,"<p>Стерилизатор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125376"">ТТМ SUF2</a> </b>предназначен для обеззараживания ножей и других инструментов на предприятиях общественного питания и торговли. Модель оснащена 2 дверцами, таймером на 60 мин. и замком для сохранности ножей. Корпус выполнен из нержавеющей стали AISI430, дверь - из тонированного стекла.</p>

<p>Предусмотрено размещение ножей на вертикальной решетке-держателе или магнитной планке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обеззараживание происходит за счет воздействия ультрафиолетовых лучей</li>
<li>Устройство автоматического отключения работы лампы при открывании двери</li>
<li>Для крепления к стене</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальный размер ножа:
<ul>
<li>Длина ручки: 140 мм</li>
<li>Длина лезвия: 280 мм</li>
</ul>
</li>
<li>Ширина ячейки: 9 мм</li>
<li>Длина волн излучения: 253,7 нм</li>
</ul>",125376,ультрафиолетовый,220 В,0.008 кВт,900 мм,150 мм,600 мм,,Россия,,,0,,49758,,12 кг,
https://cdn.entero.ru/mp@2x/7e/a9/7ea9b65d9ade25c62d68ccd427beabe8.jpg,Стерилизатор для ножей Sirman UV 16W Y14,Стерилизатор для ножей Sirman UV 16W Y14,0,RUB,Нет,Sirman,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/167801,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167801"">Sirman UV 16W Y14</a></b> предназначен для дезинфекции столовых приборов на предприятиях общественного питания и торговли. Модель оснащена ртутными UV-лампами с защитой в виде металлической сетки и защитным микровыключателем, который выключает лампу при открытии дверцы и включает ее при закрытии.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер 0-120 мин.</li>
<li>Особенная вспомогательная лампа, которая включается, только если выключатель находится в положении “ON” или если таймер на “0”</li>
<li>Встроенная ёмкость для сбора воды</li>
<li>Подставка для ножей</li>
<li>Корпус из нержавеющей стали AISI 430</li>
<li>Дверца из дымчатого плексигласа, которая полностью закрывает камеру</li>
<li>Детали из прозрачного плексигласа, полностью съёмные для тщательной очистки и позволяющие стерилизовать ножи, не переворачивая их</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность лампы: 2х8 Вт</li>
<li>Максимальная длина лезвия ножа: 310 мм</li>
<li>Габариты в упаковке: 470x250x700 мм</li>
</ul>",167801,ультрафиолетовый,220 В,0.07 кВт,400 мм,140 мм,620 мм,,Италия,,,0,https://entero.ru/manuals/193897/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20UV%2016W%20Y14.pdf;https://entero.ru/manuals/193891/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SIRMAN%20UV%2016W%20Y14.doc;https://entero.ru/manuals/193893/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20UV%2016W%20Y14.jpg,,,9 кг,15 шт.
https://cdn.entero.ru/mp@2x/87/c8/87c8ec4d38b72f9166343c2379825492.jpg,Стерилизатор для ножей Minerva A/E KS 32 220 В,A/E KS 32 однофазный 220 В,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/144550,"<p>Стерилизатор для ножей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/144550""><b class=""b"">Minerva A/E KS 32 220 В</b></a> используется для обеззараживания и дезинфекции ножей и другого кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена полкой, дверью с магнитным замком и таймером. Корпус выполнен из нержавеющей стали AISI 304, тонированные двери - из плексигласа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое отключение лампы при открывании двери</li>
<li>Стерилизация лезвий ультрафиолетовым светом</li>
<li>Возможность блокировки ключом (на заказ)</li>
</ul>",144550,ультрафиолетовый,220 В,0.03 кВт,160 мм,1054 мм,657 мм,,Италия,,,0,https://entero.ru/manuals/170329/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Minerva%20A_E%20KS%2032%20220%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,20 кг,32 шт.
https://entero.ru/i/nofoto-m.jpg,Стерилизатор для ножей CuisinAid CD-KS-01,Стерилизатор для ножей CuisinAid CD-KS-01,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/368589,"<p>Стерилизатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368589"">CuisinAid CD-KS-01</a> </b>используется для дезинфекции ножей путем ультрафиолетового облучения на предприятиях пищевой промышленности, общественного питания и торговли. </p>",368589,ультрафиолетовый,220 В,0.06 кВт,440 мм,230 мм,595 мм,6 кг,Китай,,,0,,,,,10 шт.
https://cdn.entero.ru/mp@2x/c3/5b/c35b7e2fdf5c3372c1b63915a7f60555.jpg,Стерилизатор для ножей Paderno 49871-10,4987110,0,RUB,Нет,Paderno,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/72911,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72911"">Paderno 49871-10</a></b> предназначен для дезинфекции столовых приборов на предприятиях общественного питания и торговли. Ультрафиолетовая обработка обеспечивает абсолютную чистоту кухонного инструмента, не разрушает структуру материала и препятствует распространению микроорганизмов. Изделие может устанавливаться на стол или крепиться к стене. Корпус выполнен из нержавеющей стали, дверь - из оргстекла толщиной 5 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер: от 0 до 120 минут</li>
<li>Остановка работы при открытии двери</li>
</ul>",72911,ультрафиолетовый,220 В,0.15 кВт,510 мм,120 мм,600 мм,,Италия,,,0,https://entero.ru/manuals/91199/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Paderno%202016%20_%202017%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,20 шт.
https://cdn.entero.ru/mp@2x/15/3e/153eda5271773a2f1ab35fcdb7d80037.jpg,Стерилизатор для ножей Minerva A/E KS 8 220 В,A/E KS 8 однофазный 220 В,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/144528,"<p>Стерилизатор для ножей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/144528""><b class=""b"">Minerva A/E KS 8 220 В</b></a> используется для обеззараживания и дезинфекции ножей и другого кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена полкой, дверью с магнитным замком и таймером. Корпус выполнен из нержавеющей стали AISI 304, тонированные двери - из плексигласа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое отключение лампы при открывании двери</li>
<li>Стерилизация лезвий ультрафиолетовым светом</li>
<li>Возможность блокировки ключом (на заказ)</li>
</ul>",144528,ультрафиолетовый,220 В,0.011 кВт,342 мм,160 мм,657 мм,,Италия,,,0,https://entero.ru/manuals/170269/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Minerva%20A_E%20KS%208%20220%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,8 кг,8 шт.
https://cdn.entero.ru/mp@2x/f0/af/f0afd2212130c146b0597addb13ba3d1.jpg,Стерилизатор для ножей Minerva A/E KS 16 220 В,A/E KS 16 однофазный 220 В,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/144546,"<p>Стерилизатор для ножей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/144546""><b class=""b"">Minerva A/E KS 16 220 В</b></a> используется для обеззараживания и дезинфекции ножей и другого кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена полкой, дверью с магнитным замком и таймером. Корпус выполнен из нержавеющей стали AISI 304, тонированные двери - из плексигласа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое отключение лампы при открывании двери</li>
<li>Стерилизация лезвий ультрафиолетовым светом</li>
<li>Возможность блокировки ключом (на заказ)</li>
</ul>",144546,ультрафиолетовый,220 В,0.015 кВт,565 мм,160 мм,657 мм,,Италия,,,0,https://entero.ru/manuals/170316/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Minerva%20A_E%20KS%2016%20220%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,12 кг,16 шт.
https://cdn.entero.ru/mp@2x/86/81/8681303761d032a3427bdf18a51a2b61.jpg;https://cdn.entero.ru/mp@2x/94/82/9482bae8e1979c17fcacca6e98d55311.jpg,Стерилизатор для ножей ATESY СТУ-2-36-02-1,Стерилизатор для ножей ATESY СТУ-2-36-02-1,32510,RUB,Нет,ATESY,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/220007,"<p>Стерилизатор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220007"">ATESY СТУ-2-36-02-1</a> </b>предназначен для обеззараживания ножей и других инструментов на предприятиях общественного питания и торговли. Модель оснащена бактерицидными лампами низкого давления, таймером и замком для сохранности ножей. Корпус выполнен из нержавеющей стали AISI430, дверь - из тонированного стекла, держатель - из нержавеющей стали, колба - из увиолевого стекла.</p>

<p>В комплект поставки входит нержавеющая решетка-держатель, обеспечивающая размещение в стерилизаторе помимо ножей любого другого металлического кухонного инструмента.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ртутная лампа низкого давления ДРБ 8-1</li>
<li>Обеззараживание происходит за счет воздействия ультрафиолетовых лучей</li>
<li>Устройство автоматического отключения работы лампы при открывании двери</li>
<li>Решетка-держатель облегчает санитарную обработку стерилизатора</li>
<li>Для крепления к стене</li>
<li>Поставляется в гофрокартонной коробке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от +5 до +40ºС</li>
<li>Ток: 0,17 А</li>
<li>Мощность бактерицидного потока лампы: 0,00016 кВт</li>
<li>Средний срок службы лампы: 5000 часов</li>
<li>Таймер: до 60 мин.</li>
<li>Габариты в упаковке: 935х640х170 мм</li>
<li>Максимальная длина ножа:
<ul>
<li>Ручка: 140 мм</li>
<li>Лезвие: 280 мм</li>
</ul>
</li>
<li>Ширина ячейки: 9 мм</li>
</ul>",220007,ультрафиолетовый,220 В,0.08 кВт,900 мм,145 мм,605 мм,,Россия,,,0,https://entero.ru/manuals/261082/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A1%D0%A2%D0%A3-2-36-02-1.pdf;https://entero.ru/manuals/261084/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239230&hd=2&autoplay=0,32 кг,36 шт.
https://cdn.entero.ru/mp@2x/99/d9/99d91fc014b466c3ac7c26a27a3d4078.jpg;https://cdn.entero.ru/mp@2x/94/c3/94c3b1edd3fbc98aadf5c91ee5a4cafa.jpg;https://cdn.entero.ru/mp@2x/93/54/9354825e51f2bea1121708e05e2d328b.jpg;https://cdn.entero.ru/mp@2x/e2/26/e22677dd2366e0295bb94693bc5ad117.jpg;https://cdn.entero.ru/mp@2x/2e/e2/2ee253e6d84775ececb646e0830cb589.jpg,Стерилизатор для ножей Gabino SC-18,N5101000001,15585,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/188754,"<p>Стерилизатор для ножей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188754""><b class=""b"">Gabino SC-18</b></a> используется для обеззараживания и дезинфекции ножей и другого кухонного инвентаря на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>",188754,ультрафиолетовый,,,400 мм,152 мм,605 мм,,Россия,,,0,,16758,,,18 шт.
https://cdn.entero.ru/mp@2x/ef/27/ef278fbb91a2cb1ee846d29d3b6fbec9.jpg,Стерилизатор для ножей Starfood KS10A,Стерилизатор для ножей Starfood KS10A,16430,RUB,Нет,Starfood,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/228287,"<p>Стерилизатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228287"">Starfood KS10A</a></b> используется на предприятиях общественного питания и торговли для стерилизации и хранения ножей после первичной очистки. Модель оснащена камерой сультрафиолетовой лампой и таймером для установки длительности процедуры. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длительность стерилизации: от 15 до 40 мин.</li>
<li>Габариты камеры: 360х150х445 мм</li>
<li>Габариты в упаковке: 640х270х270 мм</li>
</ul>",228287,ультрафиолетовый,220 В,0.06 кВт,420 мм,210 мм,590 мм,,Китай,,,0,,17115,,6 кг,10 шт.
https://cdn.entero.ru/mp@2x/d1/25/d1251d762035b16ec4bfb15787b268cb.jpg;https://cdn.entero.ru/mp@2x/6b/b8/6bb8d6bd38f54e7174df58f02e2b126b.jpg,Стерилизатор для ножей Sirman U.V.A. 24W,UVA 24W,65787,RUB,Нет,Sirman,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/74976,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74976"">Sirman U.V.A. 24W</a></b> предназначен для дезинфекции столовых приборов на предприятиях общественного питания и торговли. Модель оснащена ртутными UV-лампами с защитой в виде металлической сетки и защитным микровыключателем, который выключает лампу при открытии дверцы и включает ее при закрытии.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер 0-120 мин.</li>
<li>Особенная вспомогательная лампа, которая включается, только если выключатель находится в положении “ON” или если таймер на “0”</li>
<li>Встроенная ёмкость для сбора воды</li>
<li>Подставка для ножей</li>
<li>Корпус из нержавеющей стали AISI 430</li>
<li>Дверца из дымчатого плексигласа, которая полностью закрывает камеру</li>
<li>Детали из прозрачного плексигласа, полностью съёмные для тщательной очистки и позволяющие стерилизовать ножи, не переворачивая их</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество ламп: 3</li>
<li>Максимальная длина лезвия ножа: 290 мм</li>
<li>Габариты в упаковке: 470x400x700 мм</li>
</ul>",74976,ультрафиолетовый,220 В,0.01 кВт,400 мм,690 мм,620 мм,,Италия,,,0,https://entero.ru/manuals/46876/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20U.V.A.%2024W.pdf;https://entero.ru/manuals/46877/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20U.V.A.%2024W.jpg;https://entero.ru/manuals/72924/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,14.5 кг,20 шт.
https://cdn.entero.ru/mp@2x/f3/e6/f3e6bbea5bb57ced7330efcc8502ccd3.jpg,Стерилизатор для ножей Empero EMP.BST.001,Стерилизатор для ножей Empero EMP.BST.001,20453,RUB,Нет,Empero,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/124520,"<p>Стерилизатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124520"">Empero EMP.BST.001</a></b> используется на предприятиях общественного питания и торговли для обеззараживания ножей и других кухонных инструментов. Обработка осуществляется с помощью ультрафиолетового света в соответствии с требованиями СЭС. Корпус выполнен из нержавеющей стали, дверца - из органического стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ртутные UV-лампы с защитой из металлической сетки</li>
<li>Защитный микровыключатель, выключающий лампу при открытии дверцы и включающий её при закрытии</li>
<li>Таймер до 120 минут</li>
<li>Дверца полностью закрывает камеру</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Макс. длина лезвия ножа: 310 мм</li>
</ul>",124520,ультрафиолетовый,220 В,0.1 кВт,552 мм,131 мм,620 мм,,Турция,,,0,https://entero.ru/manuals/133348/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Empero%202019.pdf;https://entero.ru/manuals/410868/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Empero%20EMP.BST.001.pdf,21759,,9 кг,10 шт.
https://cdn.entero.ru/mp@2x/92/b5/92b5f8aac5d57bc8b7358919814678a5.jpg;https://cdn.entero.ru/mp@2x/83/70/83705d3b9b94edfe41f66031b3cdbbb3.jpg;https://cdn.entero.ru/mp@2x/4e/1d/4e1d7271129e4a23317142de8a4edbe8.jpg,Стерилизатор для ножей Assum СН-10,Стерилизатор для ножей Assum СН-10,26901,RUB,Нет,Assum,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/218629,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218629"">Assum СН-10</a></b> используется для обеззараживания и дезинфекции ножей и другого кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена ультрафиолетовой лампой, магнитным держателем для ножей и дверцей. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер от 10 до 60 мин.</li>
<li>Крепление на стену</li>
<li>Плавкий предохранитель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность УФ лампы: 15 Вт</li>
<li>Напряжение на лампе: 51 В</li>
<li>Ток на лампе: 0,34 А</li>
<li>Бактерицидный поток лампы: 0,0047 кВт</li>
<li>Температура окружающей среды: от 10 до 55 °С</li>
<li>Предохранитель: 0,1 А</li>
<li>Габариты в упаковке: 510х130х610 мм</li>
<li>Объем упаковки: 0,1 м<sup>3</sup></li>
</ul>",218629,ультрафиолетовый,220 В,,500 мм,125 мм,600 мм,,Россия,,,0,,,,,10 шт.
https://cdn.entero.ru/mp@2x/58/c0/58c0826d04b386276a67a75a3b59e46b.jpg,Стерилизатор для ножей KAYMAN СН-1-М А,Стерилизатор для ножей KAYMAN СН-1-М А,21732,RUB,Нет,KAYMAN,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/247496,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247496"">KAYMAN СН-1-М А</a></b> используется на предприятиях общественного питания и торговли для дезинфекции ножей и других инструментов. Модель оснащена ртутной лампой, таймером от 0 до 60 минут и дверью с замком. Корпус выполнен из нержавеющей стали AISI430, дверца - из тонированного стекла, обеспечивающего защиту персонала от ультрафиолетовых лучей, держатель - из нержавеющей стали, колба - из увиолевого стекла.</p>

<p>В комплект поставки входит магнитный держатель для ножей.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ртутная лампа низкого давления ДРБ 8-1</li>
<li>Автоматическое отключение при открывании двери</li>
<li>Легкосъемный держатель для упрощения процесса санитарной обработки камеры</li>
<li>Крепление к стене</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность бактерицидного потока: 0,16 Вт</li>
<li>Максимальная длина:
<ul>
<li>Ручка ножа: 140 мм</li>
<li>Лезвие: 280 мм</li>
</ul>
</li>
<li>Средний срок службы лампы: 5000 ч</li>
<li>Габариты в упаковке: 630х540х170 мм</li>
</ul>",247496,ультрафиолетовый,220 В,0.01 кВт,465 мм,145 мм,605 мм,25 кг,Россия,1,630x540x170 мм,0,https://entero.ru/manuals/301610/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,23368,,24 кг,18 шт.
