Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Материал столешницы
https://cdn.entero.ru/mp@2x/84/dc/84dcab0d932aba1c819f1768bb4ef30b.jpg,Колода для рубки мяса KAYMAN КР-11/0505,161165,44958,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/116253,"<p>Колода для рубки мяса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116253"">KAYMAN КР-11/0505</a></b> используется на предприятиях общественного питания и торговли для разделки мяса и рыбы. Модель оснащена обвязкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Сварной каркас выполнен из нержавеющей стали AISI 304, столешница - из полипропилена толщиной 60 мм.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",116253,500 мм,500 мм,850 мм,,,,0,https://entero.ru/manuals/403442/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,47828,58 кг,,Россия,полипропилен
https://cdn.entero.ru/mp@2x/21/57/215750ff8c5cdd6f1c8eabafc5d6a973.jpg,Колода разрубочная Техно-ТТ СП-322/505,СП322/505,64131,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/92053,"<p>Разрубочная колода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92053"">Техно-ТТ СП-322/505</a></b> предназначена для разделки мяса и рыбы в цехах на предприятиях общественного питания и торговли. Модель оснащена обвязкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Сварной каркас выполнен из полой трубы квадратного сечения 40х40 мм из нержавеющей стали AISI 304 толщиной 1,2 мм, столешница - из бука толщиной 70 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем упаковки: 0,22 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",92053,500 мм,500 мм,850 мм,,,,0,https://entero.ru/manuals/100584/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,67506,58 кг,,Россия,дерево
https://cdn.entero.ru/mp@2x/a7/52/a7524772c04796ae3f3fedee9a37f70b.jpg,Колода разрубочная Техно-ТТ СП-422/505,СП422/505,75958,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/92027,"<p>Разрубочная колода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92027"">Техно-ТТ СП-422/505</a></b> предназначена для разделки мяса и рыбы в цехах на предприятиях общественного питания и торговли. Модель оснащена обвязкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Сварной каркас выполнен из полой трубы квадратного сечения 40х40 мм из нержавеющей стали AISI 304 толщиной 1,2 мм, столешница - из полипропилена толщиной 60 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем упаковки: 0,22 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",92027,500 мм,500 мм,850 мм,,,,0,https://entero.ru/manuals/79772/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F-422_505.doc;https://entero.ru/manuals/100585/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,82563,58 кг,,Россия,полипропилен
https://cdn.entero.ru/mp@2x/db/6b/db6bc1e8ec6c0c9e0e8bb14174db1f9f.jpg,Колода разрубочная KAYMAN КР-13/0505-А (полипропилен) напольная,Колода разрубочная KAYMAN КР-13/0505-А (полипропилен) напольная,27702,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/311069,"<p>Напольная разрубочная колода <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311069""><b class=""b"">KAYMAN КР-32/0505-А</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для обработки мясного сырья и заготовки кулинарии: нарезки антрекотов, шницелей и других полуфабрикатов. Модель оснащена столешницей квадратной формы и подставкой на 4 опорах. Столешница выполнена из прочного полипропилена белого цвета, каркас – из углового профиля из оцинкованной стали, подпятники опор – из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Легкосъемная столешница для работы на обеих поверхностях при переворачивании и удобства очистки</li>
<li>Регулируемые по высоте винтовые опоры для компенсации неровностей пола</li>
<li>Обвязка по периметру для усиления конструкции</li>
<li>Разборный каркас</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки высоты опор: 20 мм</li>
<li>Толщина столешницы: 60 мм</li>
<li>Толщина стали каркаса: 1,2 мм</li>
<li>Габариты профиля каркаса: 40х40 мм</li>
</ul>",311069,514 мм,514 мм,700 мм,24 кг,1,527x218x78 мм,0,https://entero.ru/manuals/373132/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf;https://entero.ru/manuals/403439/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,30111,22.7 кг,Россия,Россия,полипропилен
https://cdn.entero.ru/mp@2x/23/47/234749d87fccef56cd4e71533e054f02.jpg,Стол-колода ПищТех 700х500х850 бук,Стол-колода ПищТех 700х500х850 бук,29379,RUB,Нет,ПищТех,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/306593,"<p>Стол-колода <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/306593""><b class=""b"">ПищТех 700х500х850</b></a> используется на предприятиях общественного питания и торговли для удобства при нарубке большого количества мяса. Модель оснащена регулируемыми по высоте ножками. Каркас выполнен из квадратной трубы 40х40 мм из нержавеющей стали AISI 304, столешница - из бука.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 50 мм</li>
<li>Толщина металла: 1,2 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",306593,700 мм,500 мм,850 мм,,,,0,https://entero.ru/manuals/367326/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85%20700%D1%85500%D1%85850.pdf;https://entero.ru/manuals/424746/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,,25 кг,,Россия,дерево
https://cdn.entero.ru/mp@2x/7e/f8/7ef8f16ee49d4b35ae16dfe5e91a67e3.jpg,Колода разрубочная KAYMAN КР-12/0606-А (бук) напольная,Колода разрубочная KAYMAN КР-12/0606-А (бук) напольная,57293,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/311070,"<p>Напольная разрубочная колода <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311070""><b class=""b"">KAYMAN КР-12/0606-А</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для обработки мясного сырья и заготовки кулинарии: нарезки антрекотов, шницелей и других полуфабрикатов. Модель оснащена столешницей квадратной формы и подставкой на 4 устойчивых изогнутых опорах. Столешница выполнена из натурального бука с промасленной поверхностью, сварной каркас – из профиля трубы круглого сечения из нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обвязка по периметру для усиления конструкции</li>
<li>8 штифтов в столешнице для предотвращения растрескивания</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр профиля каркаса: 50 мм</li>
</ul>",311070,650 мм,650 мм,700 мм,48 кг,1,580x710x800 мм,0,https://entero.ru/manuals/373131/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf;https://entero.ru/manuals/403444/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,61605,46.8 кг,Россия,Россия,дерево
https://cdn.entero.ru/mp@2x/77/17/7717e66264052728ffdc75b9b063f170.jpg,Колода разрубочная Техно-ТТ СП-422/705,СП422/705,91310,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/54883,"<p>Разрубочная колода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/54883"">Техно-ТТ СП-422/705</a></b> предназначена для разделки мяса и рыбы в цехах на предприятиях общественного питания и торговли. Модель оснащена обвязкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Сварной каркас выполнен из полой трубы квадратного сечения 40х40 мм из нержавеющей стали AISI 304 толщиной 1,2 мм, столешница - из полипропилена толщиной 60 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем упаковки: 0,30 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",54883,700 мм,500 мм,850 мм,,,,0,https://entero.ru/manuals/77892/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F-422_705.doc;https://entero.ru/manuals/100587/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,96116,71 кг,,Россия,полипропилен
https://cdn.entero.ru/mp@2x/91/66/9166452c886e54ef420475ebfc656190.jpg,Подставка для рубки мяса Mecon Base ПДМб,ПДМ-B505080,17180,RUB,Нет,,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/348668,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348668""><b class=""b"">Mecon Base ПДМб</b></a> используется на предприятиях общественного питания для рубки и разделки мяса. Модель оснащена разборным каркасом из гнутого углового профиля с болтовым креплением, столешницей с фиксацией к каркасу, обвязкой, подпятниками и регулируемыми опорами. Столешница выполнена из бука или наборной сосны, каркас - из оцинкованной стали.</p>

<p>В комплект поставки входит нижняя обвязка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали профиля: 1,5 мм</li>
<li>Высота столешницы: 120 мм</li>
<li>Объем: 0,2 м³</li>
</ul>",348668,500 мм,500 мм,800 мм,,,,0,https://entero.ru/manuals/430012/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Base%20%D0%9F%D0%94%D0%9C%D0%B1.pdf;https://entero.ru/manuals/430013/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Base%20%D0%9F%D0%94%D0%9C%D0%B1.pdf;https://entero.ru/manuals/430014/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83%20%D0%B7%D0%B0%20%D0%B1%D1%83%D0%BA%D0%BE%D0%BC.pdf;https://entero.ru/manuals/430015/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83%20%D0%B7%D0%B0%20%D0%BD%D0%B5%D1%80%D0%B6%D0%B0%D0%B2%D0%B5%D1%8E%D1%89%D0%B5%D0%B9%20%D1%81%D1%82%D0%B0%D0%BB%D1%8C%D1%8E.pdf,,,Россия,Россия,дерево
https://cdn.entero.ru/mp@2x/54/be/54be7273c6c0bd82ad4127328adbdf14.jpg,Подставка для рубки мяса Mecon Norma Inox ПДМн,ПДМ-NIn505080,17450,RUB,Нет,,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/348672,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348672""><b class=""b"">Mecon Norma Inox ПДМн</b></a> используется на предприятиях общественного питания для рубки и разделки мяса. Модель оснащена разборным каркасом из гнутого углового профиля с болтовым креплением, столешницей с фиксацией к каркасу, обвязкой, подпятниками и регулируемыми опорами. Столешница выполнена из бука или наборной сосны, каркас - из нержавеющей стали.</p>

<p>В комплект поставки входит нижняя обвязка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали профиля: 1,5 мм</li>
<li>Высота столешницы: 120 мм</li>
<li>Объем: 0,2 м³</li>
</ul>",348672,500 мм,500 мм,800 мм,,,,0,https://entero.ru/manuals/430026/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%9F%D0%94%D0%9C%D0%BD.pdf;https://entero.ru/manuals/430027/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%9F%D0%94%D0%9C%D0%BD.pdf;https://entero.ru/manuals/430028/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83%20%D0%B7%D0%B0%20%D0%B1%D1%83%D0%BA%D0%BE%D0%BC.pdf;https://entero.ru/manuals/430029/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83%20%D0%B7%D0%B0%20%D0%BD%D0%B5%D1%80%D0%B6%D0%B0%D0%B2%D0%B5%D1%8E%D1%89%D0%B5%D0%B9%20%D1%81%D1%82%D0%B0%D0%BB%D1%8C%D1%8E.pdf,18967,,Россия,Россия,дерево
https://cdn.entero.ru/mp@2x/32/db/32db9742ec94d227bfcb5a82be018584.jpg,Колода разрубочная KAYMAN КР-2/0404-А (бук) настольная,КР-2/0404,18119,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/311067,"<p>Настольная разрубочная колода <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311067""><b class=""b"">KAYMAN КР-2/0404-А</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для обработки мясного сырья и заготовки кулинарии: нарезки антрекотов, шницелей и других полуфабрикатов. Модель оснащена устойчивыми опорами. Корпус квадратного сечения выполнен из натурального бука с промасленной поверхностью.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Толщина рабочей поверхности: 75 мм</li>
</ul>",311067,400 мм,400 мм,100 мм,8.7 кг,1,400x400x100 мм,0,https://entero.ru/manuals/373134/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf;https://entero.ru/manuals/403438/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,19695,8 кг,Россия,Россия,дерево
https://cdn.entero.ru/mp@2x/5d/35/5d350119d007910e635c8dfc04b01741.jpg,Колода разрубочная ATESY КР-С-500-514-02-П,Колода разрубочная ATESY КР-С-500-514-02-П,29213,RUB,Нет,ATESY,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/275374,"<p>Разрубочная колода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/275374"">ATESY КР-С-500-514-02-П</a></b> используется на предприятиях общественного питания и торговли для заготовки мясной кулинарии: нарезки антрекотов, шницелей и других полуфабрикатов, а также обработки мяса птицы и рыбы. Каркас выполнен из оцинкованной стали, колода - из полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Столешница легко переворачивается и может использоваться с двух сторон, что увеличивает срок службы </li>
<li>Опорные ножки с пластиковым основанием, которое не повреждает напольное покрытие </li>
<li>Полностью разборный каркас</li>
<li>Удобна в обслуживании и санитарно-гигиенической обработке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы колоды: 60 мм</li>
<li>Температура окружающего воздуха: от 10 до 35°C</li>
<li>Толщина металла каркаса: 1,2 мм</li>
<li>Размер профиля ножек: 40х40 мм</li>
</ul>",275374,514 мм,514 мм,700 мм,6 кг,2,518x527x78 мм,0,https://entero.ru/manuals/339857/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%A0-%D0%A1-500-514-02-%D0%9F.pdf;https://entero.ru/manuals/339858/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/339859/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY.pdf,30430,22.7 кг,,Россия,полипропилен
https://cdn.entero.ru/mp@2x/bf/a2/bfa252113651869789c53250015efc10.jpg,Подставка для рубки мяса Mecon Profi Inox ПДМп,ПДМ-PIn505080,33449,RUB,Нет,,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/348676,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348676""><b class=""b"">Mecon Profi Inox ПДМп</b></a> используется на предприятиях общественного питания для рубки и разделки мяса. Модель оснащена сварным каркасом из профильной трубы, столешницей с фиксацией к каркасу,верхней рамкой, обвязкой, подпятниками и регулируемыми опорами. Столешница выполнена из наборного бука, каркас - из нержавеющей стали.</p>

<p>В комплект поставки входит нижняя обвязка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер сечения профиля: 40х40 мм</li>
<li>Высота столешницы: 160 мм</li>
<li>Объем: 0,2 м³</li>
</ul>",348676,500 мм,500 мм,800 мм,,,,0,https://entero.ru/manuals/430040/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%9F%D0%94%D0%9C%D0%BF.pdf;https://entero.ru/manuals/430041/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%9F%D0%94%D0%9C%D0%BF.pdf;https://entero.ru/manuals/430042/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83%20%D0%B7%D0%B0%20%D0%B1%D1%83%D0%BA%D0%BE%D0%BC.pdf;https://entero.ru/manuals/430043/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83%20%D0%B7%D0%B0%20%D0%BD%D0%B5%D1%80%D0%B6%D0%B0%D0%B2%D0%B5%D1%8E%D1%89%D0%B5%D0%B9%20%D1%81%D1%82%D0%B0%D0%BB%D1%8C%D1%8E.pdf,34843,,Россия,Россия,дерево
https://cdn.entero.ru/mp@2x/6b/8b/6b8bed180094c03021c0a0c1d90adbe8.jpg,Стол-колода ПищТех 700х500х850 полипропилен,Стол-колода ПищТех 700х500х850 полипропилен,33806,RUB,Нет,ПищТех,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/315127,"<p>Стол-колода <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315127""><b class=""b"">ПищТех 700х500х850</b></a> используется на предприятиях общественного питания и торговли для удобства при нарубке большого количества мяса. Модель оснащена регулируемыми по высоте ножками. Каркас выполнен из квадратной трубы 40х40 мм из нержавеющей стали AISI 304, столешница - из полипропилена.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 50 мм</li>
<li>Толщина металла: 1,2 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",315127,700 мм,500 мм,850 мм,,,,0,https://entero.ru/manuals/378902/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85%20700%D1%85500%D1%85850.pdf;https://entero.ru/manuals/424747/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,,29 кг,,Россия,полипропилен
https://cdn.entero.ru/mp@2x/09/e9/09e90853634ec1e4f9b3bae86164144f.jpg,Колода для рубки мяса KAYMAN КР-12/0505,161166,34415,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/116254,"<p>Колода для рубки мяса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116254"">KAYMAN КР-12/0505</a></b> используется на предприятиях общественного питания и торговли для разделки мяса и рыбы. Модель оснащена обвязкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Сварной каркас выполнен из нержавеющей стали AISI 304, столешница - из бука толщиной 70 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",116254,500 мм,500 мм,850 мм,,,,0,https://entero.ru/manuals/403440/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,58 кг,,Россия,дерево
https://cdn.entero.ru/mp@2x/d6/f6/d6f616aca581cda2ef6e2b9c14fa867a.jpg,Колода разрубочная KAYMAN КР-32/0505-А (бук) напольная,Колода разрубочная KAYMAN КР-32/0505-А (бук) напольная,43130,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Столы разрубочные,https://entero.ru/item/311068,"<p>Напольная разрубочная колода <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311068""><b class=""b"">KAYMAN КР-32/0505-А</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для обработки мясного сырья и заготовки кулинарии: нарезки антрекотов, шницелей и других полуфабрикатов. Модель оснащена столешницей квадратной формы и подставкой на 4 опорах. Столешница выполнена из натурального бука с промасленной поверхностью, каркас – из углового профиля из оцинкованной стали, подпятники опор – из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемые по высоте винтовые опоры для компенсации неровностей пола</li>
<li>Обвязка по периметру для усиления конструкции</li>
<li>Разборный каркас</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки высоты опор: 20 мм</li>
<li>Толщина стали каркаса: 1,2 мм</li>
<li>Габариты профиля каркаса: 40х40 мм</li>
</ul>",311068,514 мм,514 мм,700 мм,29 кг,1,527x518x168 мм,0,https://entero.ru/manuals/373133/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf;https://entero.ru/manuals/403441/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,44927,28.14 кг,Россия,Россия,дерево
