Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Объем,Вес (с упаковкой),Цвет,Гастронормированный,Размер гастроемкости,Вместимость гастроемкостей,Время поддержания температуры,Глубина гастроемкости
https://cdn.entero.ru/mp@2x/97/f9/97f9850b66210071c35ac9fd571edfc1.jpg,Термоконтейнер ROAL ТП310 40 л (фактический объем 31 л),Термоконтейнер ROAL ТП310 40 л (фактический объем 31 л),0,RUB,Нет,ROAL,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/279183,"<p>Термоконтейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/279183""><b class=""b"">ROAL ТП310 </b></a>предназначен для хранения и транспортировки в условиях поддержания первоначальной температуры приготовленных блюд, напитков, льда, свежих фруктов и других пищевых продуктов. Модель цилиндрической формы оснащена крышкой с интегрированной рукояткой. Корпус выполнен из пластика красного цвета, внутренняя камера – из нержавеющей стали марки 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхняя загрузка</li>
<li>Надежная герметичная фиксации крышки с помощью накидных петель с защелками</li>
<li>Складные рукоятки для удобства хранения </li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Объем:
<ul>
<li>Номинальный: 40 л</li>
<li>Фактический: 31 л</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",279183,для пищевой промышленности,,400 мм,400 мм,435 мм,,Китай,,,0,,,,5 кг,"для горячих блюд, для напитков, для холодных блюд",31 л,,красный,,,,,
https://cdn.entero.ru/mp@2x/5b/e5/5be59b0a8a922b328f83342e1c1d90ac.jpg;https://cdn.entero.ru/mp@2x/bd/68/bd68fbc0dbb3423cec4141c9bb91b4be.jpg,"Термос ROAL 20 л (фактический объем 14,9 л) (нерж. сталь)","Термос ROAL 20 л (фактический объем 14,9 л) (нерж. сталь)",0,RUB,Нет,ROAL,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/279194,"<p>Термос <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/279194""><b class=""b"">ROAL 20 л </b></a>предназначен для хранения и транспортировки в условиях поддержания первоначальной температуры горячих и холодных напитков. Модель цилиндрической формы оснащена крышкой с интегрированной круглой рукояткой. Изделие выполнено из нержавеющей стали марки 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхняя загрузка</li>
<li>Надежная герметичная фиксации крышки с помощью накидных петель с защелками</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Объем:
<ul>
<li>Номинальный: 20 л</li>
<li>Фактический: 14,9 л</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",279194,для пищевой промышленности,,275 мм,275 мм,430 мм,,Китай,,,0,,,,3.4 кг,для напитков,14.9 л,,нерж. сталь,,,,,
https://cdn.entero.ru/mp@2x/a3/8e/a38e0dd6c6f34ea49ac54f0cfe288048.jpg,"Термос ROAL 40 л (фактический объем 31,7 л) (нерж. сталь)","Термос ROAL 40 л (фактический объем 31,7 л) (нерж. сталь)",0,RUB,Нет,ROAL,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/279188,"<p>Термос <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/279188""><b class=""b"">ROAL 40 л </b></a>предназначен для хранения и транспортировки в условиях поддержания первоначальной температуры горячих и холодных напитков. Модель цилиндрической формы оснащена крышкой с интегрированной круглой рукояткой. Изделие выполнено из нержавеющей стали марки 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхняя загрузка</li>
<li>Надежная герметичная фиксации крышки с помощью накидных петель с защелками</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Объем:
<ul>
<li>Номинальный: 40 л</li>
<li>Фактический: 31,7 л</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",279188,для пищевой промышленности,,370 мм,370 мм,430 мм,,Китай,,,0,,,,4.9 кг,для напитков,31.7 л,,нерж. сталь,,,,,
https://cdn.entero.ru/mp@2x/c9/fe/c9fe108a46d63e7f6b40a10cb80cddbe.jpg;https://cdn.entero.ru/mp@2x/d1/8e/d18e887bbc87a8b78db21ec46417bef6.jpg,Термобокс AVATHERM 300 зеленый,100125,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/149579,"<p>Термобокс <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149579""><b class=""b"">AVATHERM 300 </b></a>предназначен для перемещения горячих или холодных блюд и хранения при идеальной температуре на предприятиях общественного питания и в больничных пищеблоках. Модель оснащена съёмной крышкой с 2-мя замками, в крышке специальный отсек для приборов. Корпус и двойная стенка выполнены из пищевого полипропилена, слой изоляции - из вспененного полиуретана CFC-free.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхняя загрузка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 530х325х200 мм</li>
</ul>

<p><b class=""o"">Внимание! На 2 фото аналогичная модель в другом цветовом исполнении.</b></p>",149579,"для пищевой промышленности, армейский",от -40 до 100 °C,620 мм,420 мм,405 мм,,Турция,,,0,,,,6.9 кг,"для холодных блюд, для горячих блюд",35 л,,зеленый,,GN 1/1 (530х325),,,
https://cdn.entero.ru/mp@2x/5f/10/5f10bc375ccf74cacbb315a0f8cb6abc.jpg,Термоконтейнер NORMA UPC800,Термоконтейнер NORMA UPC800,0,RUB,Нет,NORMA,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/375105,"<p>Термоконтейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375105"">NORMA UPC800</a></b> предназначен для хранения и транспортировки приготовленных блюд, напитков, льда, свежих фруктов и других пищевых продуктов с длительным поддержанием температуры. Модель оснащена герметичной дверцой с механической защелкой. Корпус выполнен из прочного полипропилена серого цвета, изоляция – толстый слой из пенополиуретана.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фронтальная загрузка </li>
<li>Вместимость гастроемкостей стандартных размеров</li>
<li>Длительное поддержание первоначальной температуры содержимого</li>
<li>Регулируемый вентиляционный клапан для выравнивания давления при открывании дверцы</li>
<li>Интегрированные в корпус ручки для удобства транспортировки</li>
<li>Легкость очистки и дезинфекции с помощью стандартных моющих средств</li>
<li><b>​</b>Возможность компактного штабелирования нескольких аналогичных моделей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость гастроемкостей:
<ul>
<li>12хGN 1/1 глубиной 65 мм</li>
<li>8хGN 1/1 глубиной 100 мм</li>
<li>6хGN 1/1 глубиной 150 мм</li>
<li>​4хGN 1/1 глубиной 200 мм</li>
</ul>
</li>
</ul>

<ul>
<li>Максимальное повышение температуры в течение 4 ч:
<ul>
<li>Горячее содержимое: 10 °C</li>
<li>Холодное содержимое: 5 °C</li>
</ul>
</li>
</ul>",375105,для пищевой промышленности,,680 мм,477 мм,1330 мм,36 кг,Китай,1,680x477x1330 мм,0,https://entero.ru/manuals/507225/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,"для горячих блюд, для холодных блюд",175 л,,серый,,GN 1/1 (530х325),"6 шт., 4 шт., 3 шт., 2 шт.",,
https://cdn.entero.ru/mp@2x/8e/94/8e94db1462b02022f96b35d0f86ea542.jpg,Термобокс AVATHERM 600x2 DOUBLE желтый,100227,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/149336,"<p>Термобокс <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149336""><b class=""b"">AVATHERM 600x2 DOUBLE </b></a>предназначен для перемещения горячих или холодных блюд и хранения при идеальной температуре на предприятиях общественного питания и в больничных пищеблоках. Модель оснащена съёмной распашной дверью с защёлкой и держателем для карт. Корпус и двойная стенка выполнены из пищевого полипропилена, слой изоляции - из вспененного полиуретана CFC-free, толкающие ручки - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фронтальная загрузка</li>
<li>Съёмное силиконовое уплотнение</li>
<li>4 колеса, 2 из них оснащены тормозами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры (каждый отсек): 535х670х500 мм</li>
<li>Количество полок: 12</li>
</ul>",149336,для пищевой промышленности,от -40 до 100 °C,740 мм,760 мм,1350 мм,,Турция,,,0,,,,42 кг,"для холодных блюд, для горячих блюд",360 л,,желтый,,GN 2/1 (650x530),,,
https://cdn.entero.ru/mp@2x/99/f3/99f342a0d068c574c574ab155204fe27.jpg;https://cdn.entero.ru/mp@2x/75/96/7596868e1d50b5e2551d88cd853f77d3.jpg;https://cdn.entero.ru/mp@2x/ff/59/ff598d5c3a5488c33118335633412fce.jpg;https://cdn.entero.ru/mp@2x/15/9c/159c2a87948e0b8502e49b3d10879464.jpg;https://cdn.entero.ru/mp@2x/e2/18/e2186b2052e8e0b6d8b3385e106d5c23.jpg;https://cdn.entero.ru/mp@2x/aa/73/aa73432884f2b70ccf5290b10e9f82f5.jpg;https://cdn.entero.ru/mp@2x/de/14/de14982ea82bbbd80b2f233636feb553.jpg;https://cdn.entero.ru/mp@2x/95/1a/951a2dfa47d97611e05cd52c5b66d4aa.jpg,Термоконтейнер Cambro EPP180PKG 110 черный,A2402,0,RUB,Нет,Cambro,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/101788,"<p>Термоконтейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/101788""><b class=""b"">Cambro EPP180PKG 110</b></a> серии Cam GoBox предназначен для хранения и транспортировки продуктов и готовых блюд. Изделие позволяет сохранять температуру своего содержимого неизменной на протяжении длительного периода времени. Корпус выполнен из полипропилена с пенным наполнителем.</p>

<p>В комплект поставки входит гастроемкость 18PP 190 GN 1/1 глубиной 200 мм из полипропилена с крышкой.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Одно отделение</li>
<li>Вертикальная загрузка</li>
<li>Герметичная крышка</li>
<li>Специальные углубления во внутренних стенках для легкой загрузки и разгрузки гастроемкостей</li>
<li>Две удобные встроенные ручки по бокам для переноски</li>
<li>Область маркировки во фронтальной части надежно удерживает пластмассовые зажимы для меню (приобретаются отдельно), облегчая распознавание содержимого</li>
<li>Уникальная конструкция позволяет размещать термоконтейнеры друг на друге, экономя до 30% рабочего пространства</li>
<li>Не рекомендуется загружать металлические гастроемкости, чья температура превышает 120 °С</li>
<li>Химически инертен, не подвержен воздействию масла, жира и большинства других химических веществ</li>
<li>Безопасен для продуктов питания</li>
<li>Высокая ударопрочность</li>
<li>Подходит для мытья в посудомоечной машине</li>
<li>Соответствует требованиям HACCP</li>
<li>Может быть полностью утилизирован</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость:
<ul>
<li>1х GN 1/1 глубиной 200 мм</li>
<li>2х GN 1/1 глубиной 100 мм</li>
<li>3х GN 1/1 глубиной 65 мм</li>
<li>1х GN 1/1 глубиной 150 мм и 1х GN 1/1 глубиной 65 мм</li>
<li>1х GN 1/1 глубиной 100 мм и 1х GN 1/1 глубиной 65 мм</li>
</ul>
</li>
<li>Внутренние размеры камеры: 538х338х253 мм</li>
<li>Цвет: черный</li>
</ul>",101788,для пищевой промышленности,от 0.3 до 87 °C,600 мм,400 мм,316 мм,,США,,,0,https://entero.ru/manuals/92801/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D1%82%D0%B5%D1%80%D0%BC%D0%BE%D0%BA%D0%BE%D0%BD%D1%82%D0%B5%D0%B9%D0%BD%D0%B5%D1%80%D1%8B%20%D0%B8%20%D0%B0%D0%BA%D1%81%D0%B5%D1%81%D1%81%D1%83%D0%B0%D1%80%D1%8B%20Cambro%20Cam%20GoBox.pdf;https://entero.ru/manuals/92800/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Cambro.pdf,,,2.8 кг,"для холодных блюд, для горячих блюд",46 л,,,,GN 1/1 (530х325),"1 шт., 2 шт., 3 шт.",4 ч,"65, 100, 200, 150"
https://cdn.entero.ru/mp@2x/e9/79/e9791017a8af6c8ce509feef53fc52c8.jpg;https://cdn.entero.ru/mp@2x/c9/bb/c9bb6916d5f8fdbbdb454de7f7d658c9.jpg,"Термоконтейнер ROAL ТП119 15 л (фактический объем 11,9 л)","Термоконтейнер ROAL ТП119 15 л (фактический объем 11,9 л)",0,RUB,Нет,ROAL,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/279193,"<p>Термоконтейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/279193""><b class=""b"">ROAL ТП119 </b></a>предназначен для хранения и транспортировки в условиях поддержания первоначальной температуры приготовленных блюд, напитков, льда, свежих фруктов и других пищевых продуктов. Модель цилиндрической формы оснащена крышкой с интегрированной рукояткой. Корпус выполнен из пластика синего цвета, внутренняя камера – из нержавеющей стали марки 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхняя загрузка</li>
<li>Надежная герметичная фиксации крышки с помощью накидных петель с защелками</li>
<li>Складные рукоятки для удобства хранения </li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Объем:
<ul>
<li>Номинальный: 15 л</li>
<li>Фактический: 11,9 л</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",279193,для пищевой промышленности,,305 мм,305 мм,350 мм,,Китай,,,0,,,,2.7 кг,"для горячих блюд, для холодных блюд, для напитков",11.9 л,,синий,,,,,
https://cdn.entero.ru/mp@2x/6d/a3/6da36859bea7d04619732a1a0b96afd0.jpg;https://cdn.entero.ru/mp@2x/c1/dc/c1dc820cb0cd4bfddaaa1e383e3374e1.jpg,"Термоконтейнер ROAL ТП166 20 л (фактический объем 16,6 л)","Термоконтейнер ROAL ТП166 20 л (фактический объем 16,6 л)",0,RUB,Нет,ROAL,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/279189,"<p>Термоконтейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/279189""><b class=""b"">ROAL ТП166 </b></a>предназначен для хранения и транспортировки в условиях поддержания первоначальной температуры приготовленных блюд, напитков, льда, свежих фруктов и других пищевых продуктов. Модель цилиндрической формы оснащена крышкой с интегрированной рукояткой. Корпус выполнен из пластика красного цвета, внутренняя камера – из нержавеющей стали марки 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхняя загрузка</li>
<li>Надежная герметичная фиксации крышки с помощью накидных петель с защелками</li>
<li>Складные рукоятки для удобства хранения </li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Объем:
<ul>
<li>Номинальный: 20 л</li>
<li>Фактический: 16,6 л</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",279189,для пищевой промышленности,,305 мм,305 мм,445 мм,,Китай,,,0,,,,3 кг,"для горячих блюд, для холодных блюд, для напитков",16.6 л,,красный,,,,,
https://cdn.entero.ru/mp@2x/8d/23/8d23d887ea3c8c55f007a2928b220e50.jpg;https://cdn.entero.ru/mp@2x/2d/9a/2d9ab103a3b7faffde172316294a066b.jpg,Термоконтейнер Luxstahl JW-INF150H,Термоконтейнер Luxstahl JW-INF150H,0,RUB,Нет,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/266369,"<p>Термоконтейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/266369"">Luxstahl JW-INF150H</a></b> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки продуктов питания и готовых блюд с сохранением их температуры неизменной на протяжении относительно длительного периода времени.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость:
<ul>
<li>1х GN 1/1 глубиной 150 мм</li>
<li>1х GN 1/2 глубиной 150 мм</li>
</ul>
</li>
</ul>",266369,для пищевой промышленности,,630 мм,440 мм,260 мм,,Китай,,,0,,,,,"для горячих блюд, для холодных блюд, для выпечки",,,серый,,"GN 1/1 (530х325), GN 1/2 (325x265)",1 шт.,4 ч,150
https://cdn.entero.ru/mp@2x/6d/13/6d132162819fd3ab787e962dbbb93d18.jpg;https://cdn.entero.ru/mp@2x/ee/12/ee1244a919f9eb86fdbca28b8fde8c6d.jpg,Термобокс AVATHERM 601 серый,100145,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/149323,"<p>Термобокс <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149323""><b class=""b"">AVATHERM 601 </b></a>предназначен для перемещения горячих или холодных блюд и хранения при идеальной температуре на предприятиях общественного питания и в больничных пищеблоках. Модель оснащена съёмной дверью с литым замком и держателем для карт. Корпус и двойная стенка выполнены из пищевого полипропилена, слой изоляции - из вспененного полиуретана CFC-free.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фронтальная загрузка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 333х540х460 мм</li>
<li>Количество полок: 12</li>
</ul>

<p><b class=""o"">Внимание! На 2 фото представлена аналогичная модель в другом цветовом исполнении.</b></p>",149323,для пищевой промышленности,от -40 до 100 °C,625 мм,450 мм,575 мм,,Турция,,,0,https://entero.ru/manuals/327612/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20AVATHERM.pdf;https://entero.ru/manuals/355127/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,9.3 кг,"для холодных блюд, для горячих блюд",83 л,,серый,,GN 1/1 (530х325),,,
https://cdn.entero.ru/mp@2x/c8/c1/c8c10b8988366727666330d1fcae5e96.jpg,Термобокс AVATHERM 601 жёлтый,100150,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/149324,"<p>Термобокс <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149324""><b class=""b"">AVATHERM 601 </b></a>предназначен для перемещения горячих или холодных блюд и хранения при идеальной температуре на предприятиях общественного питания и в больничных пищеблоках. Модель оснащена съёмной дверью с литым замком и держателем для карт. Корпус и двойная стенка выполнены из пищевого полипропилена, слой изоляции - из вспененного полиуретана CFC-free.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фронтальная загрузка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 333х540х460 мм</li>
<li>Количество полок: 12</li>
</ul>",149324,для пищевой промышленности,от -40 до 100 °C,625 мм,450 мм,575 мм,,Турция,,,0,https://entero.ru/manuals/327610/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20AVATHERM.pdf;https://entero.ru/manuals/355125/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,9.3 кг,"для холодных блюд, для горячих блюд",83 л,,желтый,,GN 1/1 (530х325),,,
https://cdn.entero.ru/mp@2x/15/e9/15e9f49cc40dc6da05da00e2596a0d49.jpg;https://cdn.entero.ru/mp@2x/d9/3c/d93cea929a1452136af9e6ab238dc8c9.jpg,Термобокс AVATHERM 100 зеленый,100115,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/149573,"<p>Термобокс <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149573""><b class=""b"">AVATHERM 100 </b></a>предназначен для перемещения горячих или холодных блюд и хранения при идеальной температуре на предприятиях общественного питания и в больничных пищеблоках. Модель оснащена съёмной крышкой с 2-мя замками, в крышке специальный отсек для приборов. Корпус и двойная стенка выполнены из пищевого полипропилена, слой изоляции - из вспененного полиуретана CFC-free.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхняя загрузка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 530х325х100 мм</li>
</ul>",149573,"для пищевой промышленности, армейский",от -40 до 100 °C,620 мм,420 мм,300 мм,,Турция,,,0,https://entero.ru/manuals/327643/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20AVATHERM.pdf,,,6 кг,"для холодных блюд, для горячих блюд",17 л,,зеленый,,GN 1/1 (530х325),,,
https://cdn.entero.ru/mp@2x/46/74/4674e38e97461e69ef7a866397bf7513.jpg;https://cdn.entero.ru/mp@2x/b5/6b/b56bb10003fbdbda71588781e5d93f2b.jpg,Термобокс AVATHERM 601М черный,100162,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/149325,"<p>Термобокс <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/149325""><b class=""b"">AVATHERM 601М </b></a>предназначен для перемещения горячих или холодных блюд и хранения при идеальной температуре на предприятиях общественного питания и в больничных пищеблоках. Модель оснащена съёмной распашной дверью с защёлкой и держателем для карт. Корпус и двойная стенка выполнены из пищевого полипропилена, слой изоляции - из вспененного полиуретана CFC-free.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фронтальная загрузка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 333х540х460 мм</li>
<li>Количество полок: 12</li>
</ul>",149325,для пищевой промышленности,от -40 до 100 °C,625 мм,450 мм,575 мм,,Турция,,,0,https://entero.ru/manuals/355128/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,10.2 кг,"для холодных блюд, для горячих блюд",83 л,,черный,,GN 1/1 (530х325),,,
https://cdn.entero.ru/mp@2x/f6/4d/f64d9d353cff731c0a0ef32df3bbdc07.jpg;https://cdn.entero.ru/mp@2x/91/2d/912d8ac35912935aed824fe2a9c6b7fd.jpg,Термобокс AVATHERM 601М серый,100155,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/149327,"<p>Термобокс <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149327""><b class=""b"">AVATHERM 601М </b></a>предназначен для перемещения горячих или холодных блюд и хранения при идеальной температуре на предприятиях общественного питания и в больничных пищеблоках. Модель оснащена съёмной распашной дверью с защёлкой и держателем для карт. Корпус и двойная стенка выполнены из пищевого полипропилена, слой изоляции - из вспененного полиуретана CFC-free.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фронтальная загрузка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 333х540х460 мм</li>
<li>Количество полок: 12</li>
</ul>",149327,для пищевой промышленности,от -40 до 100 °C,625 мм,450 мм,575 мм,,Турция,,,0,https://entero.ru/manuals/355129/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,10.2 кг,"для холодных блюд, для горячих блюд",83 л,,серый,,GN 1/1 (530х325),,,
https://cdn.entero.ru/mp@2x/88/31/8831c891f6d8e0f27d5056724977f7da.jpg,Термобокс AVATHERM 601М желтый,100160,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/149330,"<p>Термобокс <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149330""><b class=""b"">AVATHERM 601М </b></a>предназначен для перемещения горячих или холодных блюд и хранения при идеальной температуре на предприятиях общественного питания и в больничных пищеблоках. Модель оснащена съёмной распашной дверью с защёлкой и держателем для карт. Корпус и двойная стенка выполнены из пищевого полипропилена, слой изоляции - из вспененного полиуретана CFC-free.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фронтальная загрузка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 333х540х460 мм</li>
<li>Количество полок: 12</li>
</ul>",149330,для пищевой промышленности,от -40 до 100 °C,625 мм,450 мм,575 мм,,Турция,,,0,https://entero.ru/manuals/355130/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,10.2 кг,"для холодных блюд, для горячих блюд",83 л,,желтый,,GN 2/1 (650x530),,,
https://cdn.entero.ru/mp@2x/99/33/9933230fc3046e989fe6349a47234b37.jpg,Термобокс AVATHERM 400 желтый,100130,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/149548,"<p>Термобокс <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149548""><b class=""b"">AVATHERM 400 </b></a>предназначен для перемещения горячих или холодных блюд и хранения при идеальной температуре на предприятиях общественного питания и в больничных пищеблоках. Модель оснащена удобными ручками по бокам, съёмной распашной дверью с замком и держателем для карт. Корпус и двойная стенка выполнены из пищевого полипропилена, слой изоляции - из вспененного полиуретана CFC-free.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фронтальная загрузка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 333х540х460 мм</li>
<li>Количество полок: 7</li>
</ul>",149548,для пищевой промышленности,от -40 до 100 °C,665 мм,445 мм,440 мм,,Турция,,,0,,,,9.3 кг,"для холодных блюд, для горячих блюд",52 л,,желтый,,GN 1/1 (530х325),,,
