Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Объем ванны,Вес (с упаковкой),Количество ванн,Максимальная загрузка,Перемешивание
https://cdn.entero.ru/mp@2x/cf/3e/cf3eb0b9c70b02aa0e7dd99dee99355f.jpg,Температор ICB tecnlologie s.r.l. 09.SC3.5LD,Температор ICB tecnlologie s.r.l. 09.SC3.5LD,68982,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/188088,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188088"">ICB tecnlologie s.r.l. 09.SC3.5LD</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована сухой системой нагрева дна и сторон контейнеров для поддержания единой температуры. Корпус выполнен из пластика, съемные контейнеры и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Электронный термостат</li>
<li>Переключатель вкл/выкл</li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 50 °С</li>
<li>Вместимость: GN1/3 глубиной 100 мм</li>
</ul>",188088,темперирующая ванна,220 В,0.08 кВт,235 мм,410 мм,250 мм,,,,0,https://entero.ru/manuals/218851/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2009.SC3.5LD.pdf;https://entero.ru/manuals/218848/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/218849/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,3.5 кг,Италия,Италия,,3.5 л,,1,,
https://cdn.entero.ru/mp@2x/64/9f/649f049ad5b22e91ea82a5207c729328.jpg,Температор ICB tecnlologie s.r.l. 09.SC13.7LD,Температор ICB tecnlologie s.r.l. 09.SC13.7LD,105772,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/188093,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188093"">ICB tecnlologie s.r.l. 09.SC13.7LD</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована сухой системой нагрева дна и сторон контейнеров для поддержания единой температуры. Корпус выполнен из пластика, съемные контейнеры и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Электронный термостат</li>
<li>Переключатель вкл/выкл</li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 50 °С</li>
<li>Вместимость: GN1/1 глубиной 100 мм</li>
</ul>",188093,темперирующая ванна,220 В,0.08 кВт,380 мм,700 мм,250 мм,,,,0,https://entero.ru/manuals/218860/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2009.SC13.7LD.pdf;https://entero.ru/manuals/218858/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/218859/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,110179,,7 кг,Италия,Италия,,13.7 л,,1,,
https://cdn.entero.ru/mp@2x/62/f0/62f08199870006c92a3d63859cb7ed8c.jpg;https://cdn.entero.ru/mp@2x/81/b3/81b3926aa706fb7aabe6ea0f09a57bca.jpg;https://cdn.entero.ru/mp@2x/db/3a/db3a9b5ff7bff4c3b028757ec685b738.jpg,Диспенсер для шоколада ICB tecnlologie s.r.l. ChocoHot One,14.1.CHOCOHOT,635289,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/195250,"<p>Диспенсер для шоколада <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195250""><b class=""b"">ICB tecnologie s.r.l. ChocoHot One</b></a> используется в кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель оснащена краном, ванной для шоколада и стандартным носиком. Корпус выполнен из нержавеющей стали.</p>

<p>Взаимозаменяемые насадки, позволяющие создавать разные эффекты при стекании шоколада, в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Педальный дозатор шоколада</li>
<li>Система инверсии хода шнека, обеспечивающая лучшее опорожнение машины</li>
<li>Съемный шнек</li>
<li>Возможность создавать разные эффекты при стекании шоколада (насадки в комплект поставки не входят и приобретаются отдельно)</li>
<li>Возможность интегрирования в оборудование кондитерских, кафе-мороженых и шоколадных цехов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость шоколада: 5,5 кг</li>
</ul>",195250,темперирующая ванна,220 В,0.95 кВт,460 мм,390 мм,830 мм,,,,0,https://entero.ru/manuals/227577/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20ChocoHot%20One%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239967&hd=2&autoplay=0,37 кг,Италия,Италия,,,,1,,
https://cdn.entero.ru/mp@2x/59/72/5972851ac5726e471508b4344158d6bf.jpg,Температор ICB tecnlologie s.r.l. 14CHOCOTEMPER24,Температор ICB tecnlologie s.r.l. 14CHOCOTEMPER24,1432194,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/188087,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188087"">ICB tecnlologie s.r.l. 14CHOCOTEMPER24</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована электронным педальным дозатором, раздельными двигателями для ванны и шнека. Каркас и шнек выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Напольный</li>
<li>Сенсорная панель управления Touch Screen</li>
<li>Режим sandby для поддержания жидкого состояния шоколада</li>
<li>Система отпирания шнека</li>
<li>Система инверсии хода шнека </li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость ванны: 24 кг</li>
</ul>",188087,темперирующая ванна,380 В,3 кВт,620 мм,900 мм,1540 мм,,,,0,https://entero.ru/manuals/218845/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/218846/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Италия,Италия,,,,1,,
https://cdn.entero.ru/mp@2x/88/f3/88f311f7580c5c386ef47267b60ab800.jpg;https://cdn.entero.ru/mp@2x/e3/38/e338346682acc87501cec5ec53632aa5.jpg,Подогреватель для шоколада EKSI HW-23 рст,HW-23,10223,RUB,Нет,EKSI,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/368438,"<p>Подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368438"">EKSI HW-23 рст</a></b> используется на предприятиях общественного питания и торговли для темперирования и поддержания в горячем виде шоколада и соусов. Модель оснащена электромеханической панелью управления, 3 емкостями для работы с различными видами шоколада одновременно, 3 ТЭНами, 3 термостами независимой регулировки температуры и керамическими подогревателями. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 3 GN 1/6 глубиной 100 мм с крышками.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 30 до 110 °C</li>
<li>Цвет: Серый</li>
</ul>",368438,темперирующая ванна,220 В,2 кВт,230 мм,640 мм,180 мм,8.5 кг,1,259x733x200 мм,0,https://entero.ru/manuals/485960/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HW-23.doc;https://entero.ru/manuals/485961/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20EKSI.pdf,,,,Китай,Китай,,1.6 л,,3,,
https://cdn.entero.ru/mp@2x/f8/3a/f83a9f2df931f82e506adc73dac8c023.jpg,Температор ICB tecnlologie s.r.l. 09.SC1.5L,Температор ICB tecnlologie s.r.l. 09.SC1.5L,32765,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/123484,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123484"">ICB tecnlologie s.r.l. 09.SC1.5L</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована сухой системой нагрева дна и сторон контейнера для поддержания единой температуры. Корпус выполнен из пластика, съемный контейнер и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Аналоговый регулятор температуры</li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 50 °С</li>
</ul>",123484,темперирующая ванна,220 В,0.08 кВт,225 мм,225 мм,125 мм,,,,0,https://entero.ru/manuals/130764/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/130765/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D1%82%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80%D1%8B%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,35614,,,Италия,,,1.5 л,,1,,
https://cdn.entero.ru/mp@2x/4d/98/4d9847893ec4ce837d9b4743ce58d78d.jpg,Аппарат для плавки шоколада Martellato MC10,Аппарат для плавки шоколада Martellato MC10,41716,RUB,Нет,Martellato,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/111749,"<p>Аппарат для плавки шоколада <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/111749"">Martellato MC10</a> </b>используется на предприятиях общественного питания и торговли, в частных домах и квартирах. Модель оснащена термостатом для регулировки температуры на 3 уровнях. Корпус выполнен из термостойкого пластика, резервуар - из анодированного алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 140x140x180 мм</li>
</ul>",111749,темперирующая ванна,,,205 мм,205 мм,212 мм,,,,0,https://entero.ru/manuals/108986/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Martellato%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,43454,,1.31 кг,Италия,,,1.7 л,,1,,
https://cdn.entero.ru/mp@2x/11/78/1178c398cf45055c820b45b7ac3caad7.jpg,Температор ICB tecnlologie s.r.l. 09.SC2x1.5L,Температор ICB tecnlologie s.r.l. 09.SC2x1.5L,50507,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/115445,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115445"">ICB tecnlologie s.r.l. 09.SC2x1.5L</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована сухой системой нагрева дна и сторон контейнеров для поддержания единой температуры. Корпус выполнен из пластика, съемные контейнеры и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Аналоговый регулятор температуры</li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 50 °С</li>
</ul>",115445,темперирующая ванна,220 В,0.16 кВт,405 мм,260 мм,130 мм,,,,0,https://entero.ru/manuals/114748/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/114749/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D1%82%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80%D1%8B%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,53165,,,,,,1.5 л,,2,,
https://cdn.entero.ru/mp@2x/2a/a0/2aa0c8e2ad0b63b7c14b45cabf1163b5.jpg,Температор ICB tecnlologie s.r.l. 09.SC6L,Температор ICB tecnlologie s.r.l. 09.SC6L,51929,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/115442,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115442"">ICB tecnlologie s.r.l. 09.SC6L</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована сухой системой нагрева дна и сторон контейнера для поддержания единой температуры. Корпус выполнен из пластика, съемный контейнер и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Аналоговый регулятор температуры</li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 50 °С</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",115442,темперирующая ванна,220 В,0.13 кВт,400 мм,315 мм,140 мм,,,,0,https://entero.ru/manuals/114740/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/114745/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D1%82%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80%D1%8B%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,55244,,,Италия,,,6 л,,1,,
https://cdn.entero.ru/mp@2x/8c/4b/8c4ba27dad3bbdb01e0bb87d3520598f.jpg,Температор ICB tecnlologie s.r.l. 09.SC3x0.8L,Температор ICB tecnlologie s.r.l. 09.SC3x0.8L,51929,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/188018,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188018"">ICB tecnlologie s.r.l. 09.SC3x0.8L</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована сухой системой нагрева дна и сторон контейнеров для поддержания единой температуры. Корпус выполнен из пластика, съемные контейнеры и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Аналоговый регулятор температуры</li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 50 °С</li>
<li>Вместимость: GN1/9 глубиной 100 мм</li>
</ul>",188018,темперирующая ванна,220 В,0.09 кВт,385 мм,250 мм,125 мм,,,,0,https://entero.ru/manuals/218793/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2009.SC3x0.8L.pdf;https://entero.ru/manuals/218794/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/218795/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,54093,,2.2 кг,Италия,Италия,,0.8 л,,3,,
https://cdn.entero.ru/mp@2x/ec/83/ec83c7e1ccef5b9c08b4077e1a87a9cf.jpg,Температор ICB tecnlologie s.r.l. 09.SC9L,Температор ICB tecnlologie s.r.l. 09.SC9L,66354,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/188033,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188033"">ICB tecnlologie s.r.l. 09.SC9L</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована сухой системой нагрева дна и сторон контейнеров для поддержания единой температуры. Корпус выполнен из пластика, съемные контейнеры и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Аналоговый регулятор температуры</li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 50 °С</li>
<li>Вместимость: GN2/3 глубиной 100 мм</li>
</ul>",188033,темперирующая ванна,220 В,0.2 кВт,435 мм,385 мм,140 мм,,,,0,https://entero.ru/manuals/218796/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2009.SC9L.pdf;https://entero.ru/manuals/218797/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/218798/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,3.6 кг,Италия,Италия,,9 л,,1,,
https://cdn.entero.ru/mp@2x/a5/73/a573e859882107bde78e1382a01a4bcf.jpg,Температор ICB tecnlologie s.r.l. 09.SC4x1.5L,Температор ICB tecnlologie s.r.l. 09.SC4x1.5L,72266,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/188012,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188012"">ICB tecnlologie s.r.l. 09.SC4x1.5L</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована сухой системой нагрева дна и сторон контейнеров для поддержания единой температуры. Корпус выполнен из пластика, съемные контейнеры и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Аналоговый регулятор температуры</li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 50 °С</li>
<li>Вместимость: GN1/6 глубиной 100 мм</li>
<li>Габариты в упаковке: 850х350х200 мм</li>
</ul>",188012,темперирующая ванна,220 В,0.32 кВт,760 мм,250 мм,130 мм,,,,0,https://entero.ru/manuals/218790/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2009.SC4x1.5L.pdf;https://entero.ru/manuals/218791/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/218792/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,76879,,,Италия,,,1.5 л,,4,,
https://cdn.entero.ru/mp@2x/49/3e/493e102fac3c3bbb02680812504e4931.jpg,Аппарат для плавки шоколада Martellato MC103,Аппарат для плавки шоколада Martellato MC103,73216,RUB,Нет,Martellato,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/227949,"<p>Аппарат для плавки шоколада <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227949"">Martellato MC103</a> </b>используется на предприятиях общественного питания и торговли, в частных домах и квартирах. Модель оснащена термостатом для регулировки температуры. Корпус выполнен из термостойкого пластика, резервуар - из анодированного алюминия.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость: 1x GN 2/3 глубиной 100 мм</li>
</ul>",227949,,220 В,1 кВт,395 мм,450 мм,135 мм,,,,0,,77889,,4.47 кг,Италия,Италия,,,,1,,
https://cdn.entero.ru/mp@2x/b6/b4/b6b4272ec1a1fd8b1e9ba35ab709da59.jpg,Температор ICB tecnlologie s.r.l. 09.SC6LD,Температор ICB tecnlologie s.r.l. 09.SC6LD,78311,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/188090,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188090"">ICB tecnlologie s.r.l. 09.SC6LD</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована сухой системой нагрева дна и сторон контейнеров для поддержания единой температуры. Корпус выполнен из пластика, съемные контейнеры и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Электронный термостат</li>
<li>Переключатель вкл/выкл</li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 50 °С</li>
<li>Вместимость: GN1/2 глубиной 100 мм</li>
</ul>",188090,темперирующая ванна,220 В,0.13 кВт,320 мм,490 мм,250 мм,,,,0,https://entero.ru/manuals/218854/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2009.SC6LD.pdf;https://entero.ru/manuals/218852/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/218853/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,84205,,4.2 кг,Италия,Италия,,6 л,,1,,
https://cdn.entero.ru/mp@2x/16/b7/16b76636eae863d6105ecd948a7f57d7.jpg,Температор ICB tecnlologie s.r.l. 09.SC13.7L,Температор ICB tecnlologie s.r.l. 09.SC13.7L,79757,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/188034,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188034"">ICB tecnlologie s.r.l. 09.SC13.7L</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована сухой системой нагрева дна и сторон контейнеров для поддержания единой температуры. Корпус выполнен из пластика, съемные контейнеры и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Аналоговый регулятор температуры</li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 50 °С</li>
<li>Глубина гастроемкости GN1/1: 100 мм</li>
</ul>",188034,темперирующая ванна,220 В,0.265 кВт,385 мм,605 мм,140 мм,,,,0,https://entero.ru/manuals/218799/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2009.SC13.7L.pdf;https://entero.ru/manuals/218800/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l..pdf;https://entero.ru/manuals/218801/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,5.2 кг,Италия,Италия,,13.7 л,,1,,
