Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Борт,Вес (с упаковкой),Линия 700,Линия 900
https://cdn.entero.ru/mp@2x/e3/b0/e3b01b36674cd8aede4a4626e6acb9b4.jpg,Модуль нейтральный КОБОР N7-4E,линия 700,40585,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/77279,"<p>Закрытый нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/77279"">Кобор N7-4E</a></b> используется в составе тепиловой <a href=""https://entero.ru/list/1981/vendor/kobor/?"">линии 700</a> на пердприятиях общественного питания в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов. Модуль оснащен сплошной полкой, распашной дверцей и регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали AISI 430, каркас - из профильной трубы 40х40 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",77279,напольная,400 мм,700 мм,870 мм,,,,0,https://entero.ru/manuals/89680/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20N7-4E.pdf;https://entero.ru/manuals/401265/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,25 кг,,Россия,,,Да,
https://cdn.entero.ru/mp@2x/c7/1a/c71a40893174e3f7a9ddb36355b548aa.jpg,Модуль нейтральный КОБОР N9-4E,линия 900,45875,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/77284,"<p>Закрытый нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/77284"">Кобор N9-4E</a></b> используется в составе тепловой <a href=""https://entero.ru/list/1981/vendor/kobor/?"">линии 900</a> в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов. Модуль оснащен сплошной полкой, распашной дверцей и регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали AISI 430, каркас - из профильной трубы 40х40 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",77284,напольная,400 мм,900 мм,870 мм,,,,0,https://entero.ru/manuals/89714/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20N9-4E.pdf;https://entero.ru/manuals/401296/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,48289,26 кг,,Россия,,,,Да
https://cdn.entero.ru/mp@2x/71/ed/71ed53794d7ecad322e32bd12511183e.jpg,Стол-вставка Apach APN-47P,135041 / линия 700,75902,RUB,Нет,Apach,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/36450,"<p>Стол-вставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/36450"">Apach APN-47P</a></b> используется в составе тепловой <a href=""https://entero.ru/search.php?text=Apach+Линия+700%09+%09%09%09+%09%09%09+%09%09%09+%09%09%09+%09%09%09+%09%09%09"">линии 700</a> на пердприятиях общественного питания и торговли для размещения посуды, кухонного инвентаря и оборудования. Модель оснащена регулируемыми по высоте ножками. Каркас выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 600x900x1050 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Кран A777063</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",36450,напольная,400 мм,700 мм,850 мм,,,,0,https://entero.ru/manuals/81488/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf,80747,23 кг,,Россия,,,Да,
https://cdn.entero.ru/mp@2x/fa/a4/faa45940f15efc9d2e6339e9614e4c36.jpg,Стол-вставка VEROTERM VT4NENP05VV,Стол-вставка VEROTERM VT4NENP05VV,94758,RUB,Нет,VEROTERM,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/278636,"<p>Стол-вставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278636""><b class=""b"">VEROTERM VT4NENP05VV </b></a>используется в составе тепловой линии <a href=""https://entero.ru/search.php?text=Veroterm+%D1%81%D0%B5%D1%80%D0%B8%D1%8F+900"">серии 900</a> на предприятиях общественного питания и торговли для обработки пищевых продуктов, а также размещения и хранения оборудования и инвентаря. Модель оснащена столешницей с задним бортом, открытым шкафом и регулируемыми по высоте опорами. Изделие выполнено из нержавеющей стали.</p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Ящик</li>
<li><a href=""https://entero.ru/item/278591"">Распашная дверь</a></li>
</ul>",278636,напольная,400 мм,900 мм,850 мм,46 кг,1,600x1100x1050 мм,0,,98706,36 кг,Италия,Италия,Да,,,Да
https://cdn.entero.ru/mp@2x/91/71/9171fb0fc7a1b794f573394ff48354d7.jpg,Стол-вставка VEROTERM VT4NCNP10VV с ящиком,Стол-вставка VEROTERM VT4NCNP10VV с ящиком,170609,RUB,Нет,VEROTERM,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/278634,"<p>Стол-вставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278634""><b class=""b"">VEROTERM VT4NCNP10VV </b></a>используется в составе тепловой линии <a href=""https://entero.ru/search.php?text=Veroterm+%D1%81%D0%B5%D1%80%D0%B8%D1%8F+900"">серии 900</a> на предприятиях общественного питания и торговли для обработки пищевых продуктов, а также размещения и хранения оборудования и инвентаря. Модель оснащена столешницей с задним бортом, открытым шкафом с расположенным наверху выдвижным ящиком и регулируемыми по высоте опорами. Изделие выполнено из нержавеющей стали. </p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дверь</li>
</ul>",278634,напольная,800 мм,900 мм,850 мм,76 кг,1,1000x1100x1050 мм,0,,179588,66 кг,Италия,Италия,Да,,,Да
https://cdn.entero.ru/mp@2x/c9/ac/c9ac9be2219f2ac2515c68144fb4731e.jpg,Стол-вставка Техно-ТТ СП-115/307,СП115/307 / линия 700,14303,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/138545,"<p>Стол-вставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/138545"">Техно-ТТ СП-115/307</a></b> используется в составе <a href=""https://entero.ru/list/1981/vendor/tehno_tt/?"">линии 700</a> раздачи в качестве дополнительного места для установки и хранения посуды, кухонного инвентаря и оборудования на предприятиях общественного питания и торговли. Модель оснащена звукопоглощающими подкладками и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Сварной каркас выполнен из конструкционного профиля-уголка 40х40х2, покрытого порошковой серой краской, обвязка из уголка 40х40х2,покрытого порошковой краской, столешница и передняя панель - из нержавеющей стали AISI 304.</p>

<p>Стол поставляется в собранном виде.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Передняя панель: 0,8 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,18 м3</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",138545,напольная,300 мм,700 мм,850 мм,,,,0,https://entero.ru/manuals/161092/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F-115_307.doc,,11.4 кг,,Россия,,,Да,
https://cdn.entero.ru/mp@2x/21/c7/21c75b45b1d85b7438f81791e1a9ee63.jpg,Стол-вставка Техно-ТТ СП-115/309,СП115/309 / линия 900,15838,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/138549,"<p>Стол-вставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/138549"">Техно-ТТ СП-115/309</a></b> используется в составе тепловой <a href=""https://entero.ru/list/1981/vendor/tehno_tt/?"">линии 900</a> в качестве дополнительного места для установки и хранения посуды, кухонного инвентаря и оборудования на предприятиях общественного питания и торговли. Модель оснащена звукопоглощающими подкладками и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Сварной каркас выполнен из конструкционного профиля-уголка 40х40х2, покрытого порошковой серой краской, обвязка из уголка 40х40х2,покрытого порошковой краской, столешница и передняя панель - из нержавеющей стали AISI 304.</p>

<p>Стол поставляется в собранном виде.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Передняя панель: 0,8 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,23 м3</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",138549,напольная,300 мм,900 мм,850 мм,,,,0,https://entero.ru/manuals/161099/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F-115_309.doc,17215,14.7 кг,,Россия,,,,Да
https://cdn.entero.ru/mp@2x/de/b3/deb35f7abd6bd75cf437370847388307.jpg,Стол-вставка Техно-ТТ СП-115/407,СП115/407 / линия 700,16241,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/138547,"<p>Стол-вставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/138547"">Техно-ТТ СП-115/407</a></b> используется в составе линии <a href=""https://entero.ru/list/1981/vendor/tehno_tt/?"">раздачи 700</a> в качестве дополнительного места для установки и хранения посуды, кухонного инвентаря и оборудования на предприятиях общественного питания и торговли. Модель оснащена звукопоглощающими подкладками и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Сварной каркас выполнен из конструкционного профиля-уголка 40х40х2, покрытого порошковой серой краской, обвязка из уголка 40х40х2,покрытого порошковой краской, столешница и передняя панель - из нержавеющей стали AISI 304.</p>

<p>Стол поставляется в собранном виде.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Передняя панель: 0,8 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,24 м3</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",138547,напольная,400 мм,700 мм,850 мм,,,,0,https://entero.ru/manuals/161096/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F-115_407.doc,,,,Россия,,,Да,
https://cdn.entero.ru/mp@2x/37/51/3751e3ace030d8d6c191724bd3c1600e.jpg,Модуль нейтральный КОБОР N7-4O,линия 700,27106,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/61250,"<p>Открытый нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/61250"">Кобор N7-4O</a></b> используется в составе тепиловой <a href=""https://entero.ru/list/1981/vendor/kobor/?"">линии 700</a> на пердприятиях общественного питания и торговли для размещения посуды, кухонного инвентаря и оборудования. Модуль оснащен сплошной полкой и регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали AISI 430, каркас - из профильной трубы 40х40 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",61250,напольная,400 мм,700 мм,870 мм,,,,0,https://entero.ru/manuals/89682/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20N7-4O.pdf;https://entero.ru/manuals/401266/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,29146,16 кг,,Россия,,,Да,
https://cdn.entero.ru/mp@2x/15/a9/15a9a51a26d816203b3a5be25892afcf.jpg,Модуль нейтральный КОБОР N7-4C,линия 700,34728,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/61264,"<p>Полузакрытый нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/61264"">Кобор N7-4C</a></b> используется в составе тепиловой <a href=""https://entero.ru/list/1981/vendor/kobor/?"">линии 700</a> в качестве дополнительного места для обработки ингредиентов для приготовления блюд, установки оборудования и приборов, хранения продуктов, не требующих специального температурного режима. Модуль оснащен сплошной полкой и регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали AISI 430, каркас - из профильной трубы 40х40 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",61264,напольная,400 мм,700 мм,870 мм,,,,0,https://entero.ru/manuals/89678/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20N7-4C.pdf;https://entero.ru/manuals/401264/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,21 кг,,Россия,,,Да,
https://cdn.entero.ru/mp@2x/68/7c/687c18026e1dde2015f814ce44644ee7.jpg,Модуль нейтральный КОБОР N9-4C,линия 900,40072,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/61271,"<p>Полузакрытый нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/61271"">Кобор N9-4C</a></b>используется в составе тепловой <a href=""https://entero.ru/list/1981/vendor/kobor/?"">линии 900</a> в качестве дополнительного места для обработки ингредиентов для приготовления блюд, установки оборудования и приборов, хранения продуктов, не требующих специального температурного режима. Модуль оснащен сплошной полкой и регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали AISI 430, каркас - из профильной трубы 40х40 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",61271,напольная,400 мм,900 мм,870 мм,,,,0,https://entero.ru/manuals/89713/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20N9-4C.pdf;https://entero.ru/manuals/401295/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,43557,23 кг,,Россия,,,,Да
https://cdn.entero.ru/mp@2x/fb/53/fb53116caa8812fc588fad23a69b449e.jpg,Модуль нейтральный КОБОР N7-6C,линия 700,40862,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/61262,"<p>Полузакрытый нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/61262"">Кобор N7-6C</a></b> используется в составе тепиловой <a href=""https://entero.ru/list/1981/vendor/kobor/?"">линии 700</a> на пердприятиях общественного питания в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов, хранения продуктов, не требующих специального температурного режима. Модуль оснащен сплошной полкой и регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали AISI 430, каркас - из профильной трубы 40х40 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",61262,напольная,600 мм,700 мм,870 мм,,,,0,https://entero.ru/manuals/89690/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20N7-6C.pdf;https://entero.ru/manuals/401273/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,31 кг,,Россия,,,Да,
https://cdn.entero.ru/mp@2x/29/92/299251e64b5b9f3b94f0a9aa0a5f2e28.jpg,Модуль нейтральный KUSINA G7T100N,Модуль нейтральный KUSINA G7T100N,41466,RUB,Нет,,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/244934,"<p>Нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244934"">KUSINA G7T100N</a></b> используется в составе <a href=""https://entero.ru/search.php?text=Kusina"">тепловой линии 700</a> в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов. Модель оснащена бортом, распашной дверью и 4 регулируемыми по высоте ножками. Оборудование изготовлено из нержавеющей стали. </p>",244934,напольная,400 мм,730 мм,900 мм,41 кг,1,465x810x1180 мм,0,,,37 кг,,Турция,Да,,Да,
https://cdn.entero.ru/mp@2x/c8/e1/c8e1e18f8b766b333d70424e7fccb04a.jpg,Модуль нейтральный КОБОР N7-7C,линия 700,43619,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/61261,"<p>Полузакрытый нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/61261"">Кобор N7-7C</a></b> используется в составе тепловой <a href=""https://entero.ru/list/1981/vendor/kobor/?"">линии 700</a> на пердприятиях общественного питания в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов, хранения продуктов, не требующих специального температурного режима. Модуль оснащен сплошной полкой и регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали AISI 430, каркас - из профильной трубы 40х40 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",61261,напольная,700 мм,700 мм,870 мм,,,,0,https://entero.ru/manuals/89696/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20N7-7C.pdf;https://entero.ru/manuals/401279/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,36 кг,,Россия,,,Да,
https://cdn.entero.ru/mp@2x/5a/b4/5ab438ef3976caf36082d34dba351c9f.jpg,Модуль нейтральный КОБОР N9-6E,Модуль нейтральный КОБОР N9-6E,54178,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/77282,"<p>Закрытый нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/77282"">Кобор N9-6E</a></b> предназначен для использования в составе тепловой <a href=""https://entero.ru/list/1981/vendor/kobor/?"">линии</a> в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов. Модуль оснащен сплошной полкой, распашными дверцами и регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали AISI 430, каркас - из профильной трубы 40х40 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",77282,напольная,600 мм,900 мм,870 мм,,,,0,https://entero.ru/manuals/89724/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20N9-6E.pdf;https://entero.ru/manuals/401306/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,58889,39 кг,,Россия,Да,,,Да
https://cdn.entero.ru/mp@2x/26/cc/26cc7cf7fea2e074a88aec5fd686d6fb.jpg,Поверхность нейтральная Empero EMP.PLS.9TN020,Поверхность нейтральная Empero EMP.PLS.9TN020,54259,RUB,Нет,Empero,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/333260,"<p>Нейтральная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333260""><b class=""b"">Empero EMP.PLS.7TN020</b></a> серии 900+ используется на предприятиях общественного питания и торговли в качестве опорной базы, рабочего стола для обработки ингридиентов, а также размещения посуды и инвентаря. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Заглубленная столешница для предотвращения разлива жидкостей</li>
<li>Нескользящие опоры</li>
<li>Съемная тыльная вентиляционная решетка с бортиками</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",333260,настольная,800 мм,900 мм,300 мм,,,,0,https://entero.ru/manuals/394291/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Empero%202023%20%28%D1%82%D1%83%D1%80.%20_%20%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,58343,37 кг,,Турция,Да,,,Да
https://cdn.entero.ru/mp@2x/0f/c5/0fc506f6c13127696cbaf9be803a9bc0.jpg,Модуль нейтральный КОБОР N9-7E,Модуль нейтральный КОБОР N9-7E,58340,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/77281,"<p>Закрытый нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/77281"">Кобор N9-7E</a></b> предназначен для использования в составе тепловой <a href=""https://entero.ru/list/1981/vendor/kobor/?"">линии</a> в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов. Модуль оснащен сплошной полкой, распашными дверцами и регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали AISI 430, каркас - из профильной трубы 40х40 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",77281,напольная,700 мм,900 мм,870 мм,,,,0,https://entero.ru/manuals/89730/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20N9-7E.pdf;https://entero.ru/manuals/401312/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,45 кг,,Россия,Да,,,Да
https://entero.ru/i/nofoto-m.jpg,Модуль нейтральный Вулкан NM40/70/85ZFKDRL,Модуль нейтральный Вулкан NM40/70/85ZFKDRL,93000,RUB,Нет,Вулкан,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/373230,"<p>Нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373230"">Вулкан NM40/70/85ZFKDRL</a> </b>используется на предприятиях общественного питания и торговли отдельно или в составе <a href=""http://entero.ru/search.php?text=%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD+%D0%9B%D0%B0%D0%B9%D1%82+700"">тепловой линии Лайт 700</a> для установки оборудования и приборов, хранения продуктов, не требующих специального температурного режима. Модель закрыта с 3 сторон и оснащена распашной дверью, усиленной столешницей, фальш коллекторром. </p>",373230,напольная,400 мм,700 мм,850 мм,,,,0,https://entero.ru/manuals/500819/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20%D0%9B%D0%B0%D0%B9%D1%82%202023.pdf,98936,,,Россия,,,Да,
https://cdn.entero.ru/mp@2x/e9/86/e98692127f5ad5a427f162181c7d5a96.jpg,Модуль нейтральный Техно-ТТ НМ7-4/Б,Модуль нейтральный Техно-ТТ НМ7-4/Б,15337,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/330351,"<p>Нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/330351"">Техно-ТТ НМ7-4/Б</a> </b>используется в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов. Модель оснащена бортом. Оборудование изготовлено из нержавеющей стали AISI 430. Модуль совместим с подставками <a href=""https://entero.ru/item/153655"" target=""_blank"">П7-4/О</a>, П7-4/З или <a href=""https://entero.ru/item/153661"" target=""_blank"">П7-4/Р</a>.</p>

<p><b>Дополнительные харакетристики:</b></p>

<ul>
<li>Высота борта: 40 мм</li>
<li>Габариты в упаковке: 300x430x720 мм</li>
</ul>",330351,настольная,400 мм,700 мм,290 мм,,,,0,,16671,,Россия,Россия,Да,,Да,
