Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Оснащение,Тип дверей,Столешница,Угловой
https://cdn.entero.ru/mp@2x/96/df/96df277d826e8e8c4c6ea1d55a8fe84e.jpg,Барная станция Restoinox БСНЗВЛ-8/6-БПК,Барная станция Restoinox БСНЗВЛ-8/6-БПК,37732,RUB,Нет,Restoinox,Профоборудование,Для баров,Барные модули,https://entero.ru/item/219667,"<p>Барная станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/219667"">Restoinox БСНЗВЛ-8/6-БПК</a></b> предназначена для организации барного места на предприятиях общественного питания и торговли. Модель оснащена ванной для льда, ликерной ванной и бортом. Корпус и столешница выполнены из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Карман для бутылок</li>
<li>Закрытая форма</li>
<li>Модель поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер ванны для льда: 571х270х262 мм</li>
<li>Толщина стали
<ul>
<li>Столешница: 1 мм</li>
<li>Корпус: 0,8 мм</li>
</ul>
</li>
<li>Высота борта: 50 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",219667,барная станция,800 мм,600 мм,850 мм,,Россия,,,0,,39718,,,,без дверей,с бортом,
https://cdn.entero.ru/mp@2x/55/b7/55b7d40334a386e7b01bd03c92757f81.jpg,Ликерная лестница Restoinox БСЛБ-9/7-Б,Ликерная лестница Restoinox БСЛБ-9/7-Б,37732,RUB,Нет,Restoinox,Профоборудование,Для баров,Барные модули,https://entero.ru/item/219687,"<p>Барный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/219687"">Restoinox БСЛБ-9/7-Б</a></b> предназначен для хранения бутылок на предприятиях общественного питания и торговли. Модель оснащена нишей, бортом и 4 регулируемыми по высоте ножками. Ножки выполнены из квадратной трубы 40х40 мм нержавеющей стали AISI 430, корпус - из нержавеющей стали AISI 430, задняя стенка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ниша со стороны оператора</li>
<li>Полка в виде лестницы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 50 мм</li>
<li>Рекомендуемый интервал регулировки: 50 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",219687,ликерная лестница,900 мм,700 мм,850 мм,,Россия,,,0,,39718,,,,без дверей,с бортом,
https://cdn.entero.ru/mp@2x/4e/95/4e955ff71dd5c32b30bb68907460935b.jpg,Лестница ликерная HICOLD НБМЛЛВ-9/5,288757,37821,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/226356,"<p>Ликерная лестница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226356"">HICOLD НБМЛЛВ-9/5</a></b> используется в барах и ресторанах в составе модульных барных станций для хранения бутылок в специальных секциях, карманах и отделениях. Корпус выполнен из нержавеющей стали AISI430.</p>

<p>Изделие поставляется в собранном виде.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты в упаковке: 905x505x855 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница без борта</li>
<li>Увеличенный корпус</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",226356,ликерная лестница,900 мм,500 мм,850 мм,,Россия,,,0,,,,28 кг,,без дверей,без борта,
https://cdn.entero.ru/mp@2x/1a/09/1a096d39c056f63796a79545eded8c8b.jpg,Лестница ликерная HICOLD НБМЛЛВ-9/5Б,288778,37821,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/226358,"<p>Ликерная лестница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226358"">HICOLD НБМЛЛВ-9/5Б</a></b> используется в барах и ресторанах в составе модульных барных станций для хранения бутылок в специальных секциях, карманах и отделениях. Корпус выполнен из нержавеющей стали AISI430.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Высота борта: 50 мм</li>
<li>Габариты в упаковке: 905x505x855 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница без борта</li>
<li>Увеличенный корпус</li>
</ul>

<p><br>
<em>* Высота указана без борта.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",226358,ликерная лестница,900 мм,500 мм,850 мм,,Россия,,,0,,,,28 кг,,без дверей,с бортом,
https://cdn.entero.ru/mp@2x/61/85/618508c56288ca78145403d3fd293987.jpg,Ликерная лестница Restoinox БСЛБ-10/6-БК,Ликерная лестница Restoinox БСЛБ-10/6-БК,37902,RUB,Нет,Restoinox,Профоборудование,Для баров,Барные модули,https://entero.ru/item/219700,"<p>Барный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/219700"">Restoinox БСЛБ-10/6-БК</a></b> предназначен для хранения бутылок на предприятиях общественного питания и торговли. Модель оснащена нишей, бортом и 4 регулируемыми по высоте ножками. Ножки выполнены из квадратной трубы 40х40 мм нержавеющей стали AISI 430, корпус - из нержавеющей стали AISI 430, задняя стенка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Карман для бутылок</li>
<li>Ниша со стороны оператора</li>
<li>Полка в виде лестницы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 50 мм</li>
<li>Рекомендуемый интервал регулировки: 50 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",219700,ликерная лестница,1000 мм,600 мм,850 мм,,Россия,,,0,,,,,,без дверей,с бортом,
https://cdn.entero.ru/mp@2x/09/d7/09d7731def2a6ac3b4045fee0b010287.jpg,Лестница ликерная HICOLD НБМЛЛ-9/6,287829,37917,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/226189,"<p>Ликерная лестница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226189"">HICOLD НБМЛЛ-9/6</a></b> используется в барах и ресторанах в составе модульных барных станций для хранения бутылок в специальных секциях, карманах и отделениях. Корпус выполнен из нержавеющей стали AISI430.</p>

<p>Изделие поставляется в собранном виде.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты в упаковке: 905x605x855 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница без борта</li>
<li>Увеличенный корпус</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",226189,ликерная лестница,900 мм,600 мм,850 мм,,Россия,,,0,,41214,,28 кг,,без дверей,без борта,
https://cdn.entero.ru/mp@2x/90/9f/909f88e28a12c453f7fb0e2639246106.jpg,Лестница ликерная HICOLD НБМЛЛ-9/6Б,288708,37917,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/226190,"<p>Ликерная лестница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226190"">HICOLD НБМЛЛ-9/6Б</a></b> используется в барах и ресторанах в составе модульных барных станций для хранения бутылок в специальных секциях, карманах и отделениях. Корпус выполнен из нержавеющей стали AISI430.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Высота борта: 50 мм</li>
<li>Габариты в упаковке: 905x605x855 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница без борта</li>
<li>Увеличенный корпус</li>
</ul>

<p><br>
<em>* Высота указана без борта.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",226190,ликерная лестница,900 мм,600 мм,850 мм,,Россия,,,0,,40337,,28 кг,,без дверей,с бортом,
https://cdn.entero.ru/mp@2x/12/50/12507ffd3d6d6c9d8e9de940fd3c48ef.jpg,Модуль нейтральный BSV-inox BNS6-12,Модуль нейтральный BSV-inox BNS6-12,37972,RUB,Нет,,Профоборудование,Для баров,Барные модули,https://entero.ru/item/189469,"<p>Нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/189469"">BSV-inox BNS6-12</a></b> используется для установки над ним ванн моечных, ванн для льда и для установки на стяжку спидреков, полок для блендера на предприятиях общественного питания и торговли. Модель оснащена увеличенной верхней стяжкой. Цоколь выполнен из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",189469,нейтральный модуль,1200 мм,595 мм,830 мм,,Россия,,,0,https://entero.ru/manuals/220224/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20BSV-inox.pdf,41274,,,,без дверей,без борта,
https://cdn.entero.ru/mp@2x/60/8d/608dbe1732308d46a13f349a2b26015c.jpg,Модуль нейтральный для мусора BSV-inox BNHB6-4,Модуль нейтральный для мусора BSV-inox BNHB6-4,37972,RUB,Нет,,Профоборудование,Для баров,Барные модули,https://entero.ru/item/189532,"<p>Нейтральный модуль для мусора <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/189532"">BSV-inox BNHB6-4</a></b> используется на предприятиях общественного питания и торговли для комплектации барных стоек. Модель оснащена выдвижным ящиком. Цоколь выполнен из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с распашной дверью.</span></em></p>",189532,нейтральный модуль,400 мм,595 мм,830 мм,,Россия,,,0,https://entero.ru/manuals/220315/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20BSV-inox.pdf,,,,,,без борта,
https://cdn.entero.ru/mp@2x/eb/9e/eb9e3601e379a29d9758071b7e43e6b6.jpg,Модуль нейтральный для мусора BSV-inox BNWF6-4,Модуль нейтральный для мусора BSV-inox BNWF6-4,37972,RUB,Нет,,Профоборудование,Для баров,Барные модули,https://entero.ru/item/189540,"<p>Нейтральный модуль для мусора <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/189540"">BSV-inox BNWF6-4</a></b> используется на предприятиях общественного питания и торговли для комплектации барных стоек. Модель оснащена откидным фасадом. Цоколь выполнен из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с распашной дверью.</span></em></p>",189540,нейтральный модуль,400 мм,595 мм,830 мм,,Россия,,,0,https://entero.ru/manuals/220326/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20BSV-inox.pdf,,,,,,без борта,
https://cdn.entero.ru/mp@2x/82/21/8221654ea3ee510af28a9702d28deb5e.jpg,Стол закрытый HICOLD НБМСЗК-9/3Б,292632,38022,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/185188,"<p>Закрытый стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185188"">HICOLD НБМСЗК-9/3Б</a></b> используется на предприятиях общественного питания и торговли для комплектации барных стоек. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 толщиной 1 мм и усилена ДСП.</p>

<p>Изделие поставляется в сборе.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 50 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Замена стандартной столешницы на увеличенную столешницу (глубина на 100 мм больше)</li>
<li>Замена стандартной столешницы на столешницу без борта</li>
<li>Увеличенный корпус - полезный объем корпуса увеличивается при неизменных внешних габаритах</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",185188,стол закрытый,900 мм,300 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/215006/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/215007/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD%202021.pdf,39606,,,,купе,с бортом,
https://cdn.entero.ru/mp@2x/e9/69/e9691cb8a9c1f13a253f8452867ce5e5.jpg,"Стол закрытый HICOLD НБМСЗК-10/2,5Б",292627,38184,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/185195,"<p>Закрытый стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185195"">HICOLD НБМСЗК-10/2,5Б</a></b> используется на предприятиях общественного питания и торговли для комплектации барных стоек. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 толщиной 1 мм и усилена ДСП.</p>

<p>Изделие поставляется в сборе.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 50 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Замена стандартной столешницы на увеличенную столешницу (глубина на 100 мм больше)</li>
<li>Замена стандартной столешницы на столешницу без борта</li>
<li>Увеличенный корпус - полезный объем корпуса увеличивается при неизменных внешних габаритах</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",185195,стол закрытый,1000 мм,250 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/215021/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/215022/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD%202021.pdf,,,,,купе,с бортом,
https://cdn.entero.ru/mp@2x/56/bd/56bd0433b8ddf0dbfa87c5703af74ec0.jpg,Стол открытый HICOLD НБМСОВ-12/6П,Стол открытый HICOLD НБМСОВ-12/6П,38289,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/36748,"<p>
Стол открытый <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/36748""><b class=""b"">HICOLD </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/36748""><b class=""b"">НБМСОВ-</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/36748""><b class=""b"">12/6П</b></a> предназначен для комплектации барных стоек, оборудован внутренней полкой.</p>",36748,стол открытый,1200 мм,600 мм,1000 мм,,Россия,,,0,,40304,,,,без дверей,без борта,
https://cdn.entero.ru/mp@2x/63/5f/635fc94ec7dc536bfc6075528da0a1cd.jpg,Барная станция HICOLD НБМВЛ-7/6К,Барная станция HICOLD НБМВЛ-7/6К,38298,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/35933,"<p>
Барная станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/35933"">HICOLD НБМВЛ-7/6К</a></b> предназначена для комплектации барных стоек, оборудована ванной для льда и лотком с дополнительным карманом.</p>",35933,барная станция,700 мм,600 мм,850 мм,,Россия,,,0,,,,,,,без борта,
https://cdn.entero.ru/mp@2x/e9/96/e996a7f946e0809d0ef1c8af21dd4ffb.jpg,Барная станция HICOLD НБМВЛ-7/6БК,Барная станция HICOLD НБМВЛ-7/6БК,38298,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/35971,"<p>
Барная станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/35971"">HICOLD НБМВЛ-7/6БК</a></b> предназначена для комплектации барных стоек, оборудована ванной для льда и лотком с дополнительным карманом. Столешница с бортом.</p>",35971,барная станция,700 мм,600 мм,850 мм,,Россия,,,0,,,,,,,с бортом,
https://cdn.entero.ru/mp@2x/7e/78/7e78f6e903e22360307b6210017e1055.jpg,Стол закрытый HICOLD НБМСЗК-7/5,Стол закрытый HICOLD НБМСЗК-7/5,38376,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/35717,"<p>
Стол закрытый <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/35717"">HICOLD НБМСЗК-7/5</a></b> предназначен для комплектации барных стоек..Оснащен дверьми купе и полкой, укомплектован роликами двери ""Хефель"", Германия.</p>",35717,стол закрытый,700 мм,500 мм,850 мм,,Россия,,,0,,41265,,,,купе,без борта,
https://cdn.entero.ru/mp@2x/0b/c1/0bc187ea2f952981a092a55a2db701b6.jpg,Стол закрытый HICOLD НБМСЗК-7/5Б,287656,38376,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/35737,"<p>Закрытый стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/35737""><b class=""b"">HICOLD НБМСЗК-7/5Б</b></a> используется на предприятиях общественного питания и торговли для комплектации барных стоек. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 толщиной 1 мм и усилена ДСП.</p>

<p>Изделие поставляется в сборе.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 50 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Замена стандартной столешницы на увеличенную столешницу (глубина на 100 мм больше)</li>
<li>Замена стандартной столешницы на столешницу без борта</li>
<li>Увеличенный корпус - полезный объем корпуса увеличивается при неизменных внешних габаритах</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",35737,стол закрытый,700 мм,500 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/214695/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/214696/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD%202021.pdf,,,,,купе,с бортом,
https://cdn.entero.ru/mp@2x/80/78/8078b41fda83af595dec7734e587b3a3.jpg,Модуль нейтральный для мусора BSV-inox BNYD7-6,Модуль нейтральный для мусора BSV-inox BNYD7-6,38513,RUB,Нет,,Профоборудование,Для баров,Барные модули,https://entero.ru/item/189544,"<p>Нейтральный модуль для мусора <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/189544"">BSV-inox BNYD7-6</a></b> используется на предприятиях общественного питания и торговли для комплектации барных стоек. Модель оснащена шторкой и распашной дверью. Цоколь выполнен из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",189544,нейтральный модуль,600 мм,695 мм,830 мм,,Россия,,,0,https://entero.ru/manuals/220332/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20BSV-inox.pdf,40118,,,,распашные,без борта,
https://cdn.entero.ru/mp@2x/a9/f1/a9f12e3a7ea884a22d2f4db5a460e4eb.jpg,Лестница ликерная HICOLD НБМЛЛ-8/7,287849,38516,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/226173,"<p>Ликерная лестница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226173"">HICOLD НБМЛЛ-8/7</a></b> используется в барах и ресторанах в составе модульных барных станций для хранения бутылок в специальных секциях, карманах и отделениях. Корпус выполнен из нержавеющей стали AISI430.</p>

<p>Изделие поставляется в собранном виде.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты в упаковке: 805x705x855 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница без борта</li>
<li>Увеличенный корпус</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",226173,ликерная лестница,800 мм,700 мм,850 мм,,Россия,,,0,,40121,,28 кг,,без дверей,без борта,
https://cdn.entero.ru/mp@2x/71/92/719249bbe36fd1e9569461d650728742.jpg,Лестница ликерная HICOLD НБМЛЛ-8/7Б,288713,38516,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/226174,"<p>Ликерная лестница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226174"">HICOLD НБМЛЛ-8/7Б</a></b> используется в барах и ресторанах в составе модульных барных станций для хранения бутылок в специальных секциях, карманах и отделениях. Корпус выполнен из нержавеющей стали AISI430.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Высота борта: 50 мм</li>
<li>Габариты в упаковке: 805x705x855 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница без борта</li>
<li>Увеличенный корпус</li>
</ul>

<p><br>
<em>* Высота указана без борта.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",226174,ликерная лестница,800 мм,700 мм,850 мм,,Россия,,,0,,,,28 кг,,без дверей,с бортом,
https://cdn.entero.ru/mp@2x/e7/28/e728672449b7a5102463e9e0659023e3.jpg,Стол для кофемашин HICOLD НБМКМ-4/5Б,288023,38574,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/226469,"<p>Стол для кофемашин <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226469"">HICOLD НБМКМ-4/5Б</a></b> используется на предприятиях общественного питания и торговли для установки кофеварок и кофемашин, хранения аксессуаров и ингредиентов для приготовления кофе и кофейных напитков, а также сбора и временного хранения отходов после приготовления кофе. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 толщиной 1 мм и усилена ДСП. Изделие поставляется в сборе.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 50 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Замена стандартной столешницы на увеличенную (глубина увеличивается на 100 мм)</li>
<li>Замена стандартной столешницы на столешницу без борта</li>
<li>Замена стандартного корпуса на увеличенный - полезный объём корпуса увеличивается при неизменных внешних габаритах</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",226469,стол под кофемашину,400 мм,500 мм,850 мм,,Россия,,,0,,41036,,,,распашные,с бортом,
https://cdn.entero.ru/mp@2x/f5/dd/f5dd7016cff96d8b58f59910429d19ef.jpg,Стол для кофемашин HICOLD НБМКМ-4/5,Стол для кофемашин HICOLD НБМКМ-4/5,38574,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/226470,"<p>Стол для кофемашин <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226470"">HICOLD НБМКМ-4/5</a></b> используется на предприятиях общественного питания и торговли для установки кофеварок и кофемашин, хранения аксессуаров и ингредиентов для приготовления кофе и кофейных напитков, а также сбора и временного хранения отходов после приготовления кофе. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 толщиной 1 мм и усилена ДСП. Изделие поставляется в сборе.</p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Замена стандартной столешницы на увеличенную (глубина увеличивается на 100 мм)</li>
<li>Замена стандартной столешницы на столешницу без борта</li>
<li>Замена стандартного корпуса на увеличенный - полезный объём корпуса увеличивается при неизменных внешних габаритах</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",226470,стол под кофемашину,400 мм,500 мм,850 мм,,Россия,,,0,,,,,,распашные,без борта,
https://cdn.entero.ru/mp@2x/63/18/6318c3346977db7d55c7ce26ce66f020.jpg,Стол под посудомоечную машину HICOLD НБМСЗКП-12/6П с правым крылом,Стол под посудомоечную машину HICOLD НБМСЗКП-12/6П с правым крылом,38582,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/36009,"<p>Стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/36009""><b class=""b"">HICOLD НБМСЗКП-12/6П</b></a> предназначен для комплектации модульных барных стоек на предприятиях общественного питания и торговли. Модель оснащена закрытым отделением с 2 распашными дверьми, устойчивыми опорами и столешницей с расположенным с правой стороны крылом для установки под него посудомоечной машины. Корпус и столешница выполнены из высококачественной нержавеющей стали AISI 430, столешница усилена листом древесно-стружечной плиты (ДСП). Изделие поставляется в сборе.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборный каркас</li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Толщина стали столешницы: 1 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Увеличение глубины столешницы на 100 мм</li>
<li>Увеличение полезного объема корпуса при сохранении внешних габаритов</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",36009,нейтральный модуль под посудомоечную машину,1200 мм,600 мм,850 мм,50 кг,Россия,1,1200x600x900 мм,0,https://entero.ru/manuals/465071/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,41486,,,,распашные,без борта,
