Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Видео,Родина бренда,Страна-производитель,Установка,Подключение,Количество зон нагрева,Размеры рабочей поверхности,Борт,Материал решеток
https://cdn.entero.ru/mp@2x/a3/96/a3963687829581c012ec751abd315866.jpg,Вапо-гриль Apach APGEW-89P/PL,Вапо-гриль Apach APGEW-89P/PL,333894,RUB,Нет,Apach,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/375886,"<p>Водяной гриль (вапо-гриль) <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375886"">Apach APGEW-89P/PL</a> </b>900-й серии предназначен для обжарки мяса, рыбы и овощей на предприятиях общественного питания и торговли. Модель оснащена 2 зонами нагрева и регулируемыми по высоте ножками. Столешница, вентиляционная решетка и передняя панель гриля выполнены из нержавеющей стали AISI 304, боковые и задняя панели – из нержавеющей стали AISI 430.</p>

<p>В комплект поставки входит 2 двусторонние решетки.</p>

<p><b class=""b"">Дополнительные характеристики:</b></p>

<ul>
<li>Толщина металла: 1 мм</li>
<li>Размер одной зоны нагрева: 640х370 мм</li>
</ul>",375886,,14 кВт,800 мм,900 мм,850 мм,98 кг,1,890x990x1140 мм,0,,,Италия,,напольная,380 В,2,640х370 мм,Да,чугун
https://cdn.entero.ru/mp@2x/db/50/db503b328601bf0686acf6d6e801528b.jpg,Вапо-гриль Вулкан ETK-BST3 «Колумбия»,6411831,373365,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/78862,"<p>Водяной гриль (вапо-гриль) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78862""><b class=""b"">Вулкан ЕТК-BST3 «Колумбия» </b></a>предназначен для жарки различных продуктов на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Модель оснащена сливным краном и поддоном для воды, благодаря которой продукты приобретают дополнительную сочность и мягкость без образования дыма и чада. Корпус выполнен из нержавеющей стали. Рабочая поверхность устойчивой к высоким температурам и интенсивной нагрузке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стационарный вапо гриль имеет 3 зоны</li>
<li>Мощные нагревательные элементы, 1 вентилятор</li>
<li>Чугунная гриль-решётка имеет V-образный профиль, состоит из 10 частей по 100мм </li>
<li>Электромеханическое управление</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
<li>Залив воды в ручном формате</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной зоны нагрева: 4,5 кВт</li>
</ul>",78862,,13.5 кВт,1000 мм,700 мм,850 мм,140 кг,1,1100x800x1100 мм,0,https://entero.ru/manuals/309166/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20ETK-BST3%20%C2%AB%D0%9A%D0%BE%D0%BB%D1%83%D0%BC%D0%B1%D0%B8%D1%8F%C2%BB.pdf,,,Россия,напольная,380 В,3,1000х475 мм,Да,чугун
https://cdn.entero.ru/mp@2x/f5/85/f585a76fc00783000af06502772ff13a.jpg,Вапо-гриль Вулкан ETK-BST4 «Алабама»,6414711,430970,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/78854,"<p>Вапо-гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78854""><b class=""b"">Вулкан ETK-BST4 «Алабама» </b></a>предназначен для приготовления мяса, рыбы и овощей с поджаристой корочкой снаружи и мягкой текстурой внутри на предприятиях общественного питания и торговли. Благодаря косвенному нагреву от инфракрасных ТЭНов и испарению воды сохраняется мягкость и цвет продуктов. Модель оснащена электромеханической панелью управления с терморегулятором и встроенным резервуаром для воды, благодаря которой продукты приобретают дополнительную сочность и мягкость без образования дыма и чада. Корпус выполнен из нержавеющей стали</p>

<p><b>Особенности:</b></p>

<ul>
<li>​Равномерная мощность нагрева</li>
<li>Поддон для воды</li>
<li>Залив воды в ручном формате</li>
<li>Сливной кран</li>
<li>Чугунная гриль-решётка имеет V-образный профиль</li>
<li>Легкая очистка решетки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной зоны нагрева: 4,5 кВт</li>
<li>Гриль-решётка состоит из 12 частей: 473х100 мм и 2 частей 473х50 мм</li>
</ul>",78854,от 0 до 350 °С,18 кВт,1300 мм,700 мм,350 мм,100 кг,1,1400x800x450 мм,0,https://entero.ru/manuals/309168/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20ETK-BST4%20%C2%AB%D0%90%D0%BB%D0%B0%D0%B1%D0%B0%D0%BC%D0%B0%C2%BB.pdf,,,Россия,настольная,380 В,4,1300x470 мм,Да,чугун
https://cdn.entero.ru/mp@2x/87/ac/87acb42d9392d6021afee20a7a5197c6.jpg,Вапо-гриль Вулкан ЕТК-BST4 «Фрейзер»,6411841,456450,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/78863,"<p>Водяной гриль (вапо-гриль) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78863""><b class=""b"">Вулкан ЕТК-BST4 «Фрейзер» </b></a>предназначен для приготовления мяса, рыбы и овощей с поджаристой корочкой снаружи и мягкой текстурой внутри на предприятиях общественного питания и торговли. Благодаря косвенному нагреву от инфракрасных ТЭНов и испарению воды сохраняется мягкость и цвет продуктов. Модель оснащена механической панелью управления с терморегулятором и встроенным резервуаром для воды. Корпус выполнен из нержавеющей стали, рабочяя поверхность из чугуна устойчивой к высоким температурам и интенсивной нагрузке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерная мощность нагрева</li>
<li>Сочетание принципа гриля и паровой обработки: одновременное обжаривание и увлажнение</li>
<li>Сливной кран</li>
<li>Залив воды в ручном формате</li>
<li>Приготовление продуктов без потери сочности и объема</li>
<li>Жир стекает в емкость с водой, что уменьшает задымленность в помещении и исключает возможность возгорания жира</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной зоны нагрева: 4,5 кВт</li>
</ul>",78863,,18 кВт,1300 мм,700 мм,850 мм,140 кг,1,1400x800x1000 мм,0,https://entero.ru/manuals/309170/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20%D0%95%D0%A2%D0%9A-BST4%20%C2%AB%D0%A4%D1%80%D0%B5%D0%B9%D0%B7%D0%B5%D1%80%C2%BB.pdf,,,Россия,напольная,380 В,4,,Да,чугун
https://cdn.entero.ru/mp@2x/f1/37/f1379bbdc1afc655cdadc9ddca57ec66.jpg,Вапо-гриль Вулкан BPD 04V «Арпат»,641664,456955,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/87521,"<p>Вапо-гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87521""><b class=""b"">Вулкан BPD 04V Арпат</b></a> предназначен для жарки различных продуктов на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Модель оснащена газ-контролем, пьезоподжигом, запальной горелкой, защитным бортом от разбрызгивания и поддоном для воды, благодаря которой продукты приобретают дополнительную сочность и мягкость без образования дыма и чада. Корпус выполнен из нержавеющей стали, рабочая поверхность из чугуна, устойчивой к высоким температурам и интенсивной нагрузке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерная мощность нагрева</li>
<li>Залив воды в ручном формате</li>
</ul>

<p> </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной зоны нагрева: 12,1 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>4,91 м<sup>3</sup>/час</li>
<li>3,82 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G3/4-B</li>
<li>Высота мангала: 100 мм</li>
<li>Высота борта: 50 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Ширина мангала: 1400 мм</li>
</ul>",87521,,48.4 кВт,1600 мм,700 мм,850 мм,200 кг,1,1635x755x1100 мм,0,,,,Россия,напольная,газ,4,1590х475 мм,Да,чугун
https://cdn.entero.ru/mp@2x/88/3d/883d2abfd29c744d4fabfc2485f16c2d.jpg,Вапо-гриль Вулкан ЕТК-BST5 «Маккензи»,6411851,477840,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/78864,"<p>Водяной гриль (вапо-гриль) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78864""><b class=""b"">Вулкан ЕТК-BST5 «Маккензи»</b></a> предназначен для жарки различных продуктов на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Модель оснащена сливным краном и поддоном для воды, благодаря которой продукты приобретают дополнительную сочность и мягкость без образования дыма и чада. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Одновременно готовить различные продукты или поддерживать температуру уже готовых блюд.</li>
<li>Равномерная мощность нагрева</li>
<li>Встроенная система увлажнения</li>
<li>Удобное пространство для хранения кухонной утвари</li>
<li>Открытая подставка</li>
<li>Электромеханическая система управления</li>
<li>Залив воды в ручном формате</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной зоны нагрева: 4,5 кВт</li>
</ul>",78864,,22.5 кВт,1600 мм,700 мм,850 мм,180 кг,,,0,https://entero.ru/manuals/309174/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20%D0%95%D0%A2%D0%9A-BST5%20%C2%AB%D0%9C%D0%B0%D0%BA%D0%BA%D0%B5%D0%BD%D0%B7%D0%B8%C2%BB.pdf,,,Россия,напольная,380 В,5,,Да,чугун
https://cdn.entero.ru/mp@2x/bf/09/bf09e2d54a6dadc54aed7f7600618a57.jpg,Вапо-гриль Вулкан BPD 05V «Ускут»,641265,624385,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/87522,"<p>Вапо-гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87522""><b class=""b"">Вулкан BPD 05V Ускут </b></a> предназначен для жарки различных продуктов на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Модель оснащена газ-контролем, пьезоподжигом, запальной горелкой, защитным бортом от разбрызгивания и поддоном для воды, благодаря которой продукты приобретают дополнительную сочность и мягкость без образования дыма и чада. Для придания продуктам характерного рельефного рисунка используются специальные решетки из чугуна с антипригарным покрытием.Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерная мощность нагрева</li>
<li>Сочетание принципа гриля и паровой обработки: одновременное обжаривание и увлажнение</li>
<li>Залив воды в ручном формате</li>
<li>Жир стекает в емкость с водой, что уменьшает задымленность в помещении и исключает возможность возгорания жира</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
</ul>

<p> </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной зоны нагрева: 12,1 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>6,14 м<sup>3</sup>/час</li>
<li>4,78 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G3/4-B</li>
<li>Высота мангала: 100 мм</li>
<li>Высота борта: 50 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Ширина мангала: 1800 мм</li>
</ul>",87522,,60.5 кВт,2000 мм,700 мм,850 мм,,,,0,,,,Россия,напольная,газ,5,1990х475 мм,Да,чугун
https://cdn.entero.ru/mp@2x/7f/0b/7f0b2799d9b316b964521c4d3aaebeb8.jpg,Вапо-гриль Вулкан ETK-BST5 «Бальсас»,6415711,628610,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/78856,"<p>Вапо-гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78856""><b class=""b"">Вулкан ETK-BST5 «Бальсас» </b></a>предназначен для жарки различных продуктов на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Модель оснащена поддоном для воды, благодаря которой продукты приобретают дополнительную сочность и мягкость без образования дыма и чада. Корпус выполнен из ержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Механическая панель управления</li>
<li>Равномерная мощность нагрева</li>
<li>Все зоны устройства могут работать одновременно и по отдельности</li>
<li>Каждая из зон представляет собой 3 отдельные чугунные решетки</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной зоны нагрева: 4,5 кВт</li>
</ul>",78856,350 °С,22.5 кВт,1600 мм,700 мм,350 мм,154 кг,,,0,https://entero.ru/manuals/309172/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20ETK-BST5%20%C2%AB%D0%91%D0%B0%D0%BB%D1%8C%D1%81%D0%B0%D1%81%C2%BB.pdf,,,Россия,настольная,380 В,5,1600x470 мм,Да,чугун
https://cdn.entero.ru/mp@2x/09/83/0983385343ad43f9e1dedaec87a9a106.jpg,Вапо-гриль Vortmax VGT E R63,Вапо-гриль Vortmax VGT E R63,0,RUB,Нет,Vortmax,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/83970,"<p>Вапо-гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83970"">Vortmax VGT E R63</a></b> предназначен для приготовления более лёгких и менее пересушенных блюд на предприятиях общественного питания и торговли. Благодаря косвенному нагреву и испарению воды сохраняется мягкость и цвет продуктов.</p>",83970,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/70/b0/70b0ef9bf64b54b685151cdefe762bfd.jpg,Вапо-гриль VEROTERM VT4GDEP05TT настольный,Вапо-гриль VEROTERM VT4GDEP05TT настольный,0,RUB,Нет,VEROTERM,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/278589,"<p>Настольный электрический водяной гриль (вапо-гриль) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278589""><b class=""b"">VEROTERM VT4GDEP05TT </b></a>предназначен для приготовления мяса, рыбы и овощей с поджаристой корочкой снаружи и мягкой текстурой внутри на предприятиях общественного питания и торговли. Благодаря косвенному нагреву от инфракрасных ТЭНов и испарению воды сохраняется мягкость и цвет продуктов. Модель оснащена механической панелью управления с терморегулятором и встроенным резервуаром для воды. Корпус и рабочая поверхность выполнены из нержавеющей стали AISI 430, устойчивой к высоким температурам и интенсивной нагрузке. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Прямой нагрев</li>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Предохранительный термостат с автоматическим сбросом</li>
<li>Светодиодные индикаторы питания и нагрева</li>
<li>Лазерная обработка кромки поверхностей облицовки для идеально ровной стыковки деталей конструкции</li>
<li>Возможность эксплуатации в составе тепловой линии <a href=""https://entero.ru/search.php?text=Veroterm+%D1%81%D0%B5%D1%80%D0%B8%D1%8F+900"">серии 900</a></li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали корпуса: 1 мм</li>
</ul>",278589,от 0 до 400 °С,5.4 кВт,400 мм,900 мм,250 мм,53 кг,1,600x1100x450 мм,0,,,,Италия,настольная,380 В,1,,Да,нерж. сталь
https://cdn.entero.ru/mp@2x/2f/80/2f806910e041ecdd18b1bea1b8d1df34.jpg,Вапо-гриль Tecnoinox GD4FE7,GD4FE7 716136 D0563,0,RUB,Нет,Tecnoinox,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/131361,"<p>Водяной гриль (вапо-гриль) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131361""><b class=""b"">Tecnoinox GD4FE7 </b></a>серии Tecno740 предназначена для приготовления мяса, рыбы, овощей и других продуктов методом жарки на предприятиях общественного питания и торговли. Модель оснащена нагревательными элементами с системой безопасной блокировки в поднятом состоянии и электромагнитным клапаном для автоматической загрузки воды. Корпус изготовлен из нержавеющей стали, решётки - из чугуна. Оборудование может быть расположено на подставке у стены или как центральный остров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Съёмная решётка</li>
<li>Открытая нейтральная подставка</li>
<li>Загрузка воды регулируется отдельным рычагом на передней панели</li>
<li>Съемная ванночка для сбора жира с блокировкой против падения</li>
<li>Лампочка - индикатор на передней панели</li>
<li>Предохранительное устройство срабатывает при отсутствии воды</li>
<li>Съемная передняя панель</li>
<li>Автоматическая заливка воды</li>
<li>Регулируемые ножки</li>
</ul>

<p> </p>

<p>​</p>",131361,,6.6 кВт,400 мм,700 мм,900 мм,49 кг,1,470x810x1140 мм,0,https://entero.ru/manuals/309105/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tecnoinox%20GD4FE7%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,Италия,напольная,380 В,1,330х470 мм,Да,чугун
https://cdn.entero.ru/mp@2x/0b/45/0b45cd5252d2042de74e59f6b4956e1c.jpg,Вапо-гриль SILKO ECW64T,Вапо-гриль SILKO ECW64T,0,RUB,Нет,,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/256075,"<p>Жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/256075""><b class=""b"">SILKO EBE65TL </b></a>используется на предприятиях общественного питания и торговли для приготовления мяса, рыбы, овощей и других продуктов. Модель оснащена встроенным жиросборником и специальным резервуаром с водой. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят поддон для сбора жира и конденсата и стальная ручка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эффект жарки продуктов на древесном и угольном гриле</li>
<li>Приготовление продуктов без потери сочности и объема</li>
</ul>",256075,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/a1/8a/a18a659ed7a91c4ed1d5aa2dae299a1e.jpg,"Вапо-гриль VEROTERM VT4GDEP10TT 2 зоны, настольный","Вапо-гриль VEROTERM VT4GDEP10TT 2 зоны, настольный",0,RUB,Нет,VEROTERM,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/278590,"<p>Настольный электрический вапо-гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278590""><b class=""b"">VEROTERM VT4GDEP10TT </b></a>используется на предприятиях общественного питания и торговли для приготовления широкого ассортимента блюд. Модель оснащена 2 независимыми зонами нагрева, задним бортом и электромеханической панелью управления. Оборудование выполнено из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прямой нагрев</li>
<li>Регулировка температуры с помощью поворотных переключателей</li>
<li>Предохранительный термостат с автоматическим сбросом</li>
<li>Светодиодные индикаторы питания и нагрева</li>
<li>Лазерная обработка кромки поверхностей облицовки для идеально ровной стыковки деталей конструкции</li>
<li>Возможность эксплуатации в составе тепловой линии <a href=""https://entero.ru/search.php?text=Veroterm+%D1%81%D0%B5%D1%80%D0%B8%D1%8F+900"">серии 900</a></li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали корпуса: 1 мм</li>
</ul>",278590,от 0 до 400 °С,10.8 кВт,800 мм,900 мм,250 мм,85 кг,1,1000x1100x450 мм,0,,,,Италия,настольная,380 В,2,,Да,нерж. сталь
