Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Количество уровней,Вес (с упаковкой),Расстояние между уровнями,Размер противней / подносов,Для теплового оборудования,Совместимое оборудование,Двойная
https://cdn.entero.ru/mp@2x/44/65/4465259104b4a86e2570905d50b13a6c.jpg,Тележка-шпилька для противней KAYMAN СШ-13/102,161144,27565,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/189247,"<p>Тележка-шпилька для противней <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/189247"">KAYMAN СШ-13/102</a> </b>используется в производственных цехах, на предприятиях общественного питания и торговли для перевозки и хранения противней. Модель оснащена 10 полками. Каркас и полозки выполнены из пищевой импортной нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Стопоры ограничители для противней</li>
<li>10 уровней для 20 противней 600/400</li>
<li>Обрезиненные поворотные колёса диаметром 125 мм - два колеса с тормозом и пластиковым отбойником</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты в упаковке: 655x815x200 мм</li>
</ul>",189247,650 мм,810 мм,1500 мм,20 кг,Россия,1,655x815x200 мм,0,https://entero.ru/manuals/404111/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,29324,,19.8 кг,для противней,10,,,600х400 мм,,,
https://cdn.entero.ru/mp@2x/76/52/765295c5db9971882a0e269ca5f81c80.jpg,Тележка-шпилька для гастроемкостей HICOLD НТШ3Т-1/12 (GN 2/1),НТШ3Т-1/12 (GN-2/1),27602,RUB,Нет,HICOLD,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/46693,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/46693""><b class=""b"">HICOLD НТШ3Т-1/12 (GN-2/1)</b></a> предназначена для хранения гастроемкостей в пекарнях и кондитерских цехах. Данное оборудование из нержавеющей стали AISI 430 оснащено каркасом-трубой, 12 уровнями и 4 прорезиненными колесами с двумя блокаторами, защищающими пол от царапин. Особенностями тележки являются высокая маневренность и идеальное проектирование.</p>

<p> </p>",46693,600 мм,650 мм,1700 мм,,Россия,,,0,https://entero.ru/manuals/75052/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20HICOLD%20%D0%9D%D0%A2%D0%A83%D0%A2-1_12%20%28GN%202_1%29.doc,29364,,,для гастроемкостей,12,,,GN 2/1,,,
https://cdn.entero.ru/mp@2x/56/95/56952537eb9b64d9d0e6d6d6812ebb6d.jpg,Тележка-шпилька для гастроемкостей Abat ТШГ-10-01,21000009845,27660,RUB,Нет,Abat,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/360495,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360495""><b class=""b"">Abat ТШГ-10-1/1</b></a> предназначена для транспортировки противней и гастроемкостей на предприятиях общественного питания и торговли. Модель оснащена 4 поворотными колесами, 2 из которых снабжены тормозными устройствами. Конструкция выполнена из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фиксаторы исключают возможность выпадения гастроемкостей при транспортировке</li>
<li>Сварной каркас</li>
<li>Используется с жарочными шкафами ШЖЭ, ШЖГ или самостоятельно</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимая нагрузка: 100 кг</li>
<li>Диаметр колес: 100 мм</li>
</ul>",360495,495 мм,685 мм,1840 мм,20 кг,Россия,1,1860x510x710 мм,0,https://entero.ru/manuals/510948/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,16 кг,для гастроемкостей,10,,120 мм,530x470 мм,,,
https://cdn.entero.ru/mp@2x/60/19/6019f14b58061291965f8c27cf74c0d0.jpg,Тележка-шпилька для противней HappyChef ТШК 12 ПР 400*600 Н,Тележка-шпилька для противней HappyChef ТШК 12 ПР 400*600 Н,27756,RUB,Нет,HappyChef,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/77387,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/77387""><b class=""b"">СкайТек ТШК 12 ПР 400*600 Н</b></a> предназначена для хранения и транспортировки противней, гастроемкостей и подносов с продуктами на предприятиях общественного питания и торговли. Неразборная модель оснащена задним ограничителем и 4 поворотными колесами. Конструкция выполнена из нержавеющей стали AISI 430, каркас - из профиля 25х25 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Загрузка по стороне 600 мм</li>
<li>2 колеса с фиксаторами</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",77387,,,1800 мм,,Россия,,,0,,,,,для противней,12,,130 мм,600х400 мм,,,
https://cdn.entero.ru/mp@2x/b1/7c/b17c5d42c00e7de05c5ff290ff7479cf.jpg;https://cdn.entero.ru/mp@2x/dc/74/dc741936bda8b17c10e328228faf9a89.jpg,"Тележка-шпилька для противней Rada ТШПРЧ-4,47/6,35/15,95-14-М10","Тележка-шпилька для противней Rada ТШПРЧ-4,47/6,35/15,95-14-М10",28008,RUB,Нет,Rada,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/375075,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375075"">Rada ТШПРЧ-4,47/6,35/15,95-14-М10</a> </b>предназначена для транспортировки посуды и продуктов на противнях на предприятиях общественного питания. Сварная конструкция выполнена из нержавеющей стали, стойки - из профильной трубы 20х20 мм нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность интенсивного использования</li>
<li>Гладкие поверхности без стыков и труднодоступных зон: легко мыть и дезинфицировать</li>
<li>Антибактериальное покрытие: не впитывает запахи, безопасно для пищевых продуктов, соответствует стандартам HACCP и СанПиН</li>
<li>Безопасные края и крепления: нулевой риск повреждений</li>
<li>Морозостойкие колеса, 2 из которых с тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Грузоподъемность: 150 кг</li>
<li>Диаметр колес: 100 мм</li>
<li>Температурный режим: от 0 до -22 ℃</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",375075,635 мм,447 мм,1600 мм,,Россия,,,0,https://entero.ru/manuals/507177/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.docx,,,,для противней,14,,90 мм,600х400 мм,,,
https://cdn.entero.ru/mp@2x/ec/d8/ecd88c6b85f17fbf35bfda9120d3c7d6.jpg;https://cdn.entero.ru/mp@2x/d2/ac/d2ac849b2ed7c628ec0dba6b7765d1e5.jpg;https://cdn.entero.ru/mp@2x/f1/49/f149cee4e896a89a2c6f860cdd890225.jpg;https://cdn.entero.ru/mp@2x/52/ad/52ad46eaac03495e554f4e0b5565a87c.jpg;https://cdn.entero.ru/mp@2x/a1/18/a118669f43c63359a84e3fef7539f661.jpg;https://cdn.entero.ru/mp@2x/08/fb/08fb7d8b988fb0c0a5c692b4f232032e.jpg;https://cdn.entero.ru/mp@2x/de/21/de2156f3c7d7898e4cb44a1cafcaa20a.jpg;https://cdn.entero.ru/mp@2x/0c/e6/0ce6878041d253abd23d30bef1d037ad.jpg;https://cdn.entero.ru/mp@2x/be/20/be20c0489a9934e25180db19bbf3d447.jpg;https://cdn.entero.ru/mp@2x/a8/1d/a81dc7fc931451ffc4e9aedebc6a7693.jpg,Тележка-шпилька для противней Restoinox ТШСП-16-660х600,Тележка-шпилька для противней Restoinox ТШСП-16-660х600,28042,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/158939,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/158939""><b class=""b"">Restoinox ТШCП-16-660х600</b></a> предназначена для хранения и транспортировки подносов и противней на предприятиях общественного питания и торговли. Модель оснащена 4 поворотными колесами, 2 из которых со стопорами. Сварной каркас выполнен из квадратной трубы 25х25 мм нержавеющей стали Aisi 430, направляющие - из нержавеющей стали Aisi 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали каркаса: 1,2 мм</li>
<li>Размер противня: 660х600 мм</li>
<li>Диаметр колес: 75 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",158939,670 мм,870 мм,1650 мм,18 кг,Россия,1,680x880x1660 мм,0,https://entero.ru/manuals/519782/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,29832,,,"для противней, для подносов",16,,,660х600 мм,,,
https://cdn.entero.ru/mp@2x/8a/69/8a6941e93fab431dcdf7d145af1e6e7a.jpg;https://cdn.entero.ru/mp@2x/28/24/2824960c2716c78519035bec5477f331.jpg,"Тележка-шпилька Rada ТШУЧ-6,35/4,47/16,2-14-12,5","Тележка-шпилька Rada ТШУЧ-6,35/4,47/16,2-14-12,5",28090,RUB,Нет,Rada,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/375092,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375092"">Rada ТШУЧ-6,35/4,47/16,2-14-12,5</a> </b>предназначена для транспортировки продуктов в противнях и гастроемкостях на предприятиях общественного питания. Сварная конструкция выполнена из нержавеющей стали, стойки - из профильной трубы 20х20 мм нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность интенсивного использования</li>
<li>Гладкие поверхности без стыков и труднодоступных зон: легко мыть и дезинфицировать</li>
<li>Антибактериальное покрытие: не впитывает запахи, безопасно для пищевых продуктов, соответствует стандартам HACCP и СанПиН</li>
<li>Безопасные края и крепления: нулевой риск повреждений</li>
<li>Стандартные колеса, 2 из которых с тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Грузоподъемность: 150 кг</li>
<li>Диаметр колес: 125 мм</li>
<li>Температурный режим: от 0 до 35℃</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",375092,635 мм,447 мм,1625 мм,,Россия,,,0,https://entero.ru/manuals/507194/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.docx,,,,универсальная,14,,90 мм,"GN 1/1, 600х400 мм",,,
https://cdn.entero.ru/mp@2x/b9/81/b9818e54ee06a7d41332cb3fdc8fe01c.jpg,Тележка-шпилька для противней Gastrolux Ш1-064/12/S,Тележка-шпилька для противней Gastrolux Ш1-064/12/S,28135,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/89081,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89081"">Gastrolux Ш1-064/12/S</a></b> используется на предприятиях общественного питания и торговли, в пекарнях, кондитерских и промышленно-производственных помещениях для транспортировки противней. Каркас выполнен из гнутой трубы 25х25 из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Колеса поворотные d=75 мм</li>
<li>2 колеса с тормозом</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",89081,,,1800 мм,,Россия,,,0,https://entero.ru/manuals/490889/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,30582,,26 кг,для противней,12,,,600х400 мм,,,
https://cdn.entero.ru/mp@2x/42/a2/42a2a847ce2ecc30a6e53c5e8c0443d6.jpg;https://cdn.entero.ru/mp@2x/2f/ac/2facd87eb3c5ba1e9429fe5f11ee09c9.jpg,"Тележка-шпилька Rada ТШУЧ-6,5/8,35/17,5-16-7,5","Тележка-шпилька Rada ТШУЧ-6,5/8,35/17,5-16-7,5",28440,RUB,Нет,Rada,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/375132,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375132"">Rada ТШУЧ-6,5/8,35/17,5-16-7,5</a> </b>предназначена для транспортировки продуктов в противнях и гастроемкостях на предприятиях общественного питания. Сварная конструкция выполнена из нержавеющей стали, стойки - из профильной трубы 20х20 мм нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность интенсивного использования</li>
<li>Гладкие поверхности без стыков и труднодоступных зон: легко мыть и дезинфицировать</li>
<li>Антибактериальное покрытие: не впитывает запахи, безопасно для пищевых продуктов, соответствует стандартам HACCP и СанПиН</li>
<li>Безопасные края и крепления: нулевой риск повреждений</li>
<li>Стандартные колеса, 2 из которых с тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Грузоподъемность: 150 кг</li>
<li>Диаметр колес: 75 мм</li>
<li>Температурный режим: от 0 до 35℃</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",375132,650 мм,835 мм,1750 мм,,Россия,,,0,https://entero.ru/manuals/507265/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.docx,,,,универсальная,16,,88 мм,"600х800 мм, GN 2/1",,,
https://entero.ru/i/nofoto-m.jpg,Тележка-шпилька для гастроемкостей Restoinox ТШРГ-GN-2/1-14,Тележка-шпилька для гастроемкостей Restoinox ТШРГ-GN-2/1-14,28475,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/377542,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377542"">Restoinox ТШРГ-GN-2/1-14</a></b> предназначена для хранения и транспортировки гастроемкостей на предприятиях общественного питания и торговли. Модель оснащена рядом с 14 уровнями направляющих. Каркас выполнен из профиля квадратного сечения из нержавеющей стали марки AISI 430, направляющие – из углового профиля из нержавеющей стали марки AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>4 колеса, включая 2 со стопорными ограничителями, для удобства транспортировки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 75 мм</li>
<li>Вместимость гастроемкостей: 14</li>
<li>Толщина профиля каркаса: 1,2 мм</li>
<li>Габариты профиля каркаса: 25х25 мм</li>
</ul>",377542,,,,,Россия,,,0,https://entero.ru/manuals/519787/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,для гастроемкостей,14,,,GN 2/1,,,
https://cdn.entero.ru/mp@2x/a4/a7/a4a743bba12e713a36df571f8c479427.jpg,Тележка-шпилька для корзин POLAIR LOAD.ME.KITCHEN KD KD 16.05,KD16.05,28954,RUB,Нет,POLAIR,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/160650,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/160650""><b class=""b"">POLAIR KD KD 16.05</b></a> серии LOAD.ME.KITCHEN предназначена для хранения и транспортировки кассет посудомоечных машин на предприятиях общественного питания и торговли. Модель оснащена колесиками, 2 из которых со стопорами и дисковыми бамперами над колесными опорами. Рама выполнена из анодированного алюминия, направляющие - из нержавеющей стали, бамперы - из ударопрочного пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Направляющие L-образные</li>
<li>Легкая замена бамперов по необходимости</li>
<li>Длительная устойчивость к коррозии</li>
<li>Компактность</li>
<li>Маневренность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5 кассет</li>
<li>Размер кассет: 500х500х200 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Кассеты в комплект поставки не входят.</span></em></p>",160650,588 мм,542 мм,1600 мм,,Россия,,,0,https://entero.ru/manuals/271165/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Polair.pdf,30478,,,для корзин,5,,258 мм,,,,
https://cdn.entero.ru/mp@2x/b3/b1/b3b14d0bae7e46d4f203c7d5a2ab09d9.jpg;https://cdn.entero.ru/mp@2x/7e/ed/7eed87887398d11f8120fa4a5479a064.jpg,"Тележка-шпилька Rada ТШУЧ-4,47/6,35/15,75-14-М8","Тележка-шпилька Rada ТШУЧ-4,47/6,35/15,75-14-М8",28964,RUB,Нет,Rada,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/375091,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375091"">Rada ТШУЧ-4,47/6,35/15,75-14-М8</a> </b>предназначена для транспортировки продуктов в противнях и гастроемкостях на предприятиях общественного питания. Сварная конструкция выполнена из нержавеющей стали, стойки - из профильной трубы 20х20 мм нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность интенсивного использования</li>
<li>Гладкие поверхности без стыков и труднодоступных зон: легко мыть и дезинфицировать</li>
<li>Антибактериальное покрытие: не впитывает запахи, безопасно для пищевых продуктов, соответствует стандартам HACCP и СанПиН</li>
<li>Безопасные края и крепления: нулевой риск повреждений</li>
<li>Морозостойкие колеса, 2 из которых с тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Грузоподъемность: 150 кг</li>
<li>Диаметр колес: 80 мм</li>
<li>Температурный режим: от 0 до -22℃</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",375091,635 мм,447 мм,1580 мм,,Россия,,,0,https://entero.ru/manuals/507193/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.docx,31144,,,универсальная,14,,90 мм,"GN 1/1, 600х400 мм",,,
https://cdn.entero.ru/mp@2x/9a/ab/9aabff643ef51cbf5fce782e3dab5316.jpg,Тележка-шпилька для корзин КАМИК Шпр-23338 разборная,Шпилька-тележка для посудокассет(на колёсах) разборная 560*520*850,29204,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/215537,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215537""><b class=""b"">КАМИК Шпр-23338</b></a> предназначена для временного хранения и транспортировки посудокассет в столовых, барах, ресторанах и на других предприятиях общественного питания и торговли. Модель оснащена 4 маневренными поворотными роликами. Корпус и направляющие выполнены из профиля высококачественной нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
</ul>

<p><b>Дополнительные xарактеристики:</b></p>

<ul>
<li>Сечение стального профиля корпуса: 25х25 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",215537,560 мм,520 мм,860 мм,,Россия,,,0,,31402,,19 кг,для корзин,6,,,500х500х100 мм,,,
https://cdn.entero.ru/mp@2x/f4/23/f4237a17b1de5c602d07ba4968a6e0ae.jpg,Тележка-шпилька стационарная Gabino SPCombi-20,N0103000001,29635,RUB,Нет,,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/361152,"<p>Стационарная тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361152""><b class=""b"">Gabino SPCombi-20</b></a> используется совместно с пароконвектоматом <a href=""https://entero.ru/item/188147"">Combi-2011b</a> на предприятиях общественного питания и торговли. Изделие выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>
<p>Максимальная нагрузка на уровень: 5 кг</p>
</li>
</ul>",361152,740 мм,725 мм,1750 мм,,Россия,,,0,,30870,,,для гастроемкостей,20,,,GN 1/1,,пароконвектомат,
https://cdn.entero.ru/mp@2x/37/61/37618c5c8d7cabfff1d4eb2f6d4533e6.jpg,Тележка-шпилька для корзин КАМИК Шп-465516,Шпилька-тележка для посудокассет(на колёсах) 560*520*1600,29691,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/215545,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215545"">КАМИК Шп-465516</a></b> предназначена для временного хранения и транспортировки посудокассет в столовых, барах, ресторанах и на других предприятиях общественного питания и торговли. Модель оснащена 4 маневренными поворотными роликами. Корпус и направляющие выполнены из профиля высококачественной нержавеющей стали AISI 430.</p>

<p><b>Дополнительные xарактеристики:</b></p>

<ul>
<li>Сечение стального профиля корпуса: 25х25 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",215545,560 мм,520 мм,1600 мм,,Россия,,,0,,31926,,25 кг,для корзин,6,,,500х500х100 мм,,,
https://cdn.entero.ru/mp@2x/0e/f4/0ef4c23ad9cfdfd14db77e98b806e007.jpg,Тележка-шпилька для гастроемкостей KAYMAN СШ-41/122,Тележка-шпилька для гастроемкостей KAYMAN СШ-41/122,29992,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/156117,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/156117"">KAYMAN СШ-41/122</a></b> используется на предприятиях общественного питания и торговли для транспортировки и хранения гастроемкостей и противней. Каркас и направляющие для 24 противней выполнены из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Обрезиненные поворотные колёса (2 колеса с тормозом и пластиковым отбойником)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 125 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",156117,645 мм,810 мм,1760 мм,,Россия,,,0,https://entero.ru/manuals/404113/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,31.6 кг,для гастроемкостей,12,,120 мм,GN 1/1,,,
https://cdn.entero.ru/mp@2x/4c/10/4c10ec18a918d8dd8589a0c22a0c653b.jpg;https://cdn.entero.ru/mp@2x/8a/f9/8af97dbbc4fb292f34b6880c6d149a10.jpg,Тележка-шпилька для гастроемкостей ATESY КШ-Л-1.18-1.1-02,Шпилька КШ-Л-1.18- 1.1-02,30040,RUB,Нет,ATESY,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/119918,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119918"">ATESY КШ-Л-1.18-1.1-02</a></b> серии Люкс используется на предприятиях общественного питания и торговли для транспортировки и хранения гастроемкостей. Модель оснащена 4 поворотными колесами, 2 из которых снабжены тормозными устройствами. Сварная конструкция полностью выполнена из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стойки из труб квадратного сечения</li>
<li>Все кромки имеют подгиб, исключающий травмирование при эксплуатации и санитарной обработке</li>
<li>Сварная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. нагрузка на шпильку: 160 кг</li>
<li>Макс. нагрузка на уровень: 10 кг</li>
<li>Диаметр колес: 100 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Гастроемкости, изображенные на фото, в комплект поставки не входят и приобретаются отдельно.</span></em></p>",119918,390 мм,560 мм,1900 мм,29 кг,Россия,1,605x440x1935 мм,0,https://entero.ru/manuals/131810/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%A8-%D0%9B-1.18-1.1-02.pdf;https://entero.ru/manuals/282052/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,32301,,21 кг,для гастроемкостей,18,,90 мм,GN 1/1,,,
https://cdn.entero.ru/mp@2x/3b/9e/3b9ee6cbf5e159beb825648509ca228c.jpg,Тележка-шпилька ITERMA СТР 32Ш/605 П16,Тележка-шпилька ITERMA СТР 32Ш/605 П16,30240,RUB,Нет,ITERMA,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/337056,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/337056"">ITERMA СТР 32Ш/605 П16</a></b> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки полуфабрикатов и готовой продукции. Модель оснащена 4 колесами, 2 из которых оборудованы тормозами. Изделие выполнено из нержавеющей стали AISI 304.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колеса: 75 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",337056,600 мм,500 мм,1850 мм,15 кг,Россия,1,640x510x90 мм,0,,31500,,13 кг,для противней,16,,,600х400 мм,,,
