Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Количество уровней,Загрузка,Решетка для булочек,Максимальная загрузка тостов,Конвейерный,Ширина конвейера
https://cdn.entero.ru/mp@2x/57/9a/579a5bb77d3cf9b661d575b2a184f2b3.jpg,Тостер VIATTO VA-TS-02 с 2 решетками,4630169227626,17896,RUB,Да,VIATTO,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/215831,"<p>Тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215831""><b class=""b"">VIATTO VA-TS-02</b></a> предназначен для подогрева и поджарки кусочков хлеба в кафе, ресторанах и на предприятиях общественного питания и торговли. Модель оснащена кварцевыми нагревательными трубками с защитными решетками и механической панелью управления. Корпус выполнен из нержавеющей стали, решетки – из железа с никелированным покрытием.</p>

<p>В комплект поставки входят 2 съемные решетки для тостов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы нагрева: 
<ul>
<li>Верхний </li>
<li>Нижний</li>
<li>Одновременные верхний и нижний</li>
</ul>
</li>
<li>Регулировка температуры и длительности приготовления с помощью поворотных переключателей</li>
<li>Компактные габариты для оптимизации пространства</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Нагрев до заданной температуры: 30 сек.</li>
<li>Максимальная заданная длительнось: 15 мин.</li>
<li>Расстояние между уровнями: 65 мм</li>
<li>Габариты решетки: 352х224 мм</li>
<li>Габариты в упаковке: 500х390х460 мм</li>
</ul>

<p> </p>",215831,220 В,3 кВт,440 мм,245 мм,400 мм,,Китай,,,0,https://entero.ru/manuals/408368/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-TS-02.pdf;https://entero.ru/manuals/408369/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,11 кг,300 шт./ч,2,горизонтальная,,,,
https://cdn.entero.ru/mp@2x/b2/54/b2542c89fbef3c7e22e7faeb158edf9c.jpg,Тостер FIAMMA TOSTI S5,TOSTIS5,20698,RUB,Да,FIAMMA,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/316864,"<p>Профессиональный тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/316864"">FIAMMA TOSTI S5</a></b> используется для приготовления и разогрева тостов, бутербродов, гамбургеров и других простых блюд. Модель оснащена 2 нагревательными элементами и таймером на 15 мин. Корпус выполнен из нержавеющей стали.</p>",316864,220 В,1.8 кВт,525 мм,305 мм,325 мм,,Португалия,,,9,,22256,https://vk.com/video_ext.php?oid=-177656185&id=456240874&hash=7c0471c445079bb6,8.2 кг,,1,горизонтальная,,6,,
https://cdn.entero.ru/mp@2x/e9/dd/e9dd60b19c5986a9a394ba0d47447267.jpg;https://cdn.entero.ru/mp@2x/ca/f2/caf29ff7a9fa6c8ad41e652af34a5c15.jpg;https://cdn.entero.ru/mp@2x/a9/5d/a95d0a9890d06bbf04ad0ba330e97fd1.jpg,Тостер Sirman 4Q,4 Q,22868,RUB,Да,Sirman,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/25084,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25084"">Sirman 4Q</a></b> используется на предприятиях общественного питания и торговли для приготовления тостов, подогрева пиццы, полуфабрикатов и бутербродов, а также приготовления сосисок, гамбургеров, пресных лепешек ""пьядина"" и тостов с начинкой. Модель оснащена кварцевыми нагревательными элементами и удаляемой ванночкой для сбора остатков.</p>

<p>В комплект поставки входят хромированные нержавеющие щипцы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборные решётки для легкой очистки</li>
<li>Корпус из нержавеющей стали</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 235x240 мм</li>
<li>Габариты в упаковке: 550x320x300 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Выбор отключения отопления ниже элементов (D)</li>
</ul>",25084,220 В,1.6 кВт,360 мм,410 мм,240 мм,,Италия,,,0,https://entero.ru/manuals/27273/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%204Q.pdf;https://entero.ru/manuals/419565/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%204Q.pdf;https://entero.ru/manuals/45866/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%204Q.jpg;https://entero.ru/manuals/72848/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/501605/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,24328,,6 кг,,1,горизонтальная,Да,4,,
https://cdn.entero.ru/mp@2x/89/61/8961e3c7137f8a3f8304afb71250eae2.jpg,Тостер FIAMMA TOSTI D5,TOSTID5,24365,RUB,Да,FIAMMA,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/316865,"<p>Профессиональный тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/316865"">FIAMMA TOSTI D5</a></b> используется для приготовления и разогрева тостов, бутербродов, гамбургеров и других простых блюд. Модель оснащена 2 нагревательными элементами и таймером на 15 мин. Корпус выполнен из нержавеющей стали.</p>",316865,220 В,2.7 кВт,525 мм,305 мм,445 мм,,Португалия,,,7,,,,10.4 кг,,2,горизонтальная,,12,,
https://cdn.entero.ru/mp@2x/af/4b/af4b98dff70a638a31df45de167e74b3.jpg,Тостер конвейерный VIATTO VCT-150,Тостер конвейерный VIATTO VCT-150,30195,RUB,Да,VIATTO,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/110367,"<p>Конвейерный тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110367"">VIATTO VCT-150</a></b> предназначен для подогрева и поджарки кусочков хлеба и булочек на предприятиях общественного питания и торговли. При необходимости можно настроить вывод готовых тостов на фронтальную или тыльную стороны. Перфорированные стенки корпуса служат для оптимального охлаждения и предотвращают перегрев. Корпус выполнен из нержавеющей стали.</p>",110367,220 В,1.3 кВт,285 мм,417 мм,388 мм,14 кг,Китай,1,300x450x400 мм,0,https://entero.ru/manuals/110717/%D0%9E%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%B4%D0%BB%D1%8F%20%D1%84%D0%B0%D1%81%D1%82-%D1%84%D1%83%D0%B4%D0%B0%20VIATTO.pdf,,,12 кг,150 шт./ч,1,,,,Да,250 мм
https://cdn.entero.ru/mp@2x/7a/e9/7ae9b1a38f818f73e1fc18a4716a6b72.jpg,Тостер конвейерный HENDI 261354 черный,Тостер конвейерный HENDI 261354 черный,61135,RUB,Да,HENDI,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/290168,"<p>Конвейерный тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290168""><b class=""b"">HENDI 261354</b></a> предназначен для поджарки и подогрева кусочков хлеба на предприятиях общественного питания. Модель оснащена 2 отдельными нагревательными элементами. Корпус и конвейер выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Передний и задний поддоны для крошек</li>
<li>Регулируемое время поджаривания до 3 мин.</li>
</ul>",290168,220 В,2.24 кВт,368 мм,418 мм,387 мм,,Китай,,,0,https://entero.ru/manuals/496478/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,16 кг,,,горизонтальная,,,Да,
https://cdn.entero.ru/mp@2x/86/c5/86c5b8eab347817fd25feefd5ed54d49.jpg,Тостер конвейерный OZTI OEK-425.01 (реостатный контроллер),7853.NM425.00,67494,RUB,Да,OZTI,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/343739,"<p>Конвейерный тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343739""><b class=""b"">OZTI OEK-425.01</b></a> предназначен для поджарки и подогрева кусочков хлеба на предприятиях общественного питания, а также в торговых точках, деятельность которых связана с реализацией готовых блюд. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подает ломтики хлеба как с передней, так и с задней стороны</li>
<li>Поджарка с одной или обеих сторон</li>
<li>Регулируемый уровень тостера</li>
<li>Регулируемая скорость конвейера с помощью переключателя</li>
<li>Легкая чистка</li>
</ul>",343739,220 В,0.22 кВт,368 мм,450 мм,350 мм,,Турция,,,0,https://entero.ru/manuals/421105/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%20OEK-425.01.pdf;https://entero.ru/manuals/421106/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,400 шт./ч,,горизонтальная,,,Да,
https://cdn.entero.ru/mp@2x/6c/75/6c75b5f5906de1fefc7b9fa02c8a4cb6.jpg,Тостер конвейерный Hurakan HKN-TOSTI36,Тостер конвейерный Hurakan HKN-TOSTI36,29766,RUB,Нет,Hurakan,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/158089,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/158089"">Hurakan HKN-TOSTI36</a></b> предназначен для подогрева и поджарки кусочков хлеба на предприятиях общественного питания и торговли. Модель оснащена плавной регулировкой скорости конвейера, переключателем режимов работы, поддонами для крошек и готовых тостов. Корпус выполнен из нержавеющей стали.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Двусторонняя обжарка</li>
<li>Обжарка верхней стороны</li>
<li>Обжарка нижней стороны</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 500х450х500 мм</li>
</ul>",158089,220 В,1.7 кВт,531 мм,340 мм,336 мм,10 кг,Китай,1,500x450x500 мм,0,https://entero.ru/manuals/413126/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/413127/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/420318/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-TOSTI36.pdf,,,10 кг,360 шт./ч,1,горизонтальная,,,Да,
https://cdn.entero.ru/mp@2x/14/ac/14acd7283307a90fb3698ed78217852d.jpg,Тостер конвейерный Tatra TTC 1,Тостер конвейерный Tatra TTC 1,73199,RUB,Нет,Tatra,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/265208,"<p>Конвейерный тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265208"">Tatra TTC 1</a></b> предназначен для поджарки и подогрева кусочков хлеба на предприятиях общественного питания. Перфорированные стенки обеспечивают хорошее охлаждение нагревательного элемента и предохраняют от перегрева. Модель оснащена 3 уровнями мощности с регулятором нагрева, ящиком для крошек и лотком для хлеба. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>1 скорость движения конвейера</li>
<li>Выгрузка готового продукта спереди или сзади</li>
</ul>",265208,220 В,2.2 кВт,480 мм,670 мм,440 мм,25 кг,,1,580x770x540 мм,0,https://entero.ru/manuals/418649/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TTC%201.pdf;https://entero.ru/manuals/328467/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TTC%201.pdf;https://entero.ru/manuals/328468/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Tatra%20TTC%201.pdf;https://entero.ru/manuals/418650/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/418651/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/509578/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,23 кг,,,,,,Да,
https://cdn.entero.ru/mp@2x/76/8e/768e65a5b5b04eaa624cf0e2dfb7c13e.jpg,Тостер Kocateq TT 300M,TT300M,0,RUB,Нет,Kocateq,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/346000,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346000"">Kocateq TT 300M</a></b> предназначен для обжаривания хлеба в виде тостов на предприятиях общественного питания и торговли. Модель оснащена съемным лотком для крошек. Корпус и конвейер выполнены из нержавеющей стали AISI 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расположение хлеба в 1, 2 или 3 ряда</li>
<li>Обжарка с 2 сторон</li>
<li>Конвейер из проволоки</li>
<li>Бесступенчатый регулятор скорости конвейера</li>
<li>4-х позиционный переключатель режимов работы: выключено, экономный режим, обжарка с 2-х сторон и обжарка только с верхней стороны</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",346000,220 В,2.24 кВт,370 мм,420 мм,390 мм,,Ю. Корея,,,0,https://entero.ru/manuals/422826/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,от 300 до 500 шт./ч,,,,,Да,260 мм
https://cdn.entero.ru/mp@2x/de/2d/de2d81504393b0083a3007d0bc5f32b9.jpg;https://cdn.entero.ru/mp@2x/a4/68/a46834153d023bfaebaccaa3417a6f2c.jpg;https://cdn.entero.ru/mp@2x/fb/35/fb35a7bbdef92e39141bbc3fe4581615.jpg;https://cdn.entero.ru/mp@2x/1c/d9/1cd9ede9e83c01d81023a23aeca2616b.jpg,Тостер Bartscher TS60,100197 100.197 ЩН080140,0,RUB,Нет,Bartscher,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/125064,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125064"">Bartscher TS60</a></b> предназначен для поджарки и разогрева кусочков хлеба, сэндвичей и булочек на предприятиях общественного питания и торговли. Модель оснащена рычагом управления для 6 пазов и вынимаемым поддоном для крошек. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит съемная подставка для подогрева булочек.</p>

<p><b>Особенности:</b></p>

<ul>
<li>​Переключатели для ввода в эксплуатацию паза для тостов, группы по 2</li>
<li>Таймер на 5 мин.</li>
<li>Звуковой сигнал по истечении времени</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер ячейки: 140х20х135 мм</li>
</ul>",125064,220 В,2.5 кВт,405 мм,265 мм,220 мм,,Китай,,,0,https://entero.ru/manuals/134549/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%20TS60.pdf;https://entero.ru/manuals/134550/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/134551/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%20%D1%80%D0%B0%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D0%BE%D0%BC%20%D0%B2%D0%B8%D0%B4%D0%B5.pdf;https://entero.ru/manuals/507843/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,5.6 кг,,,вертикальная,Да,6,,
https://cdn.entero.ru/mp@2x/7e/67/7e67cec94f59ceea75367dbf7cf33097.jpg,Тостер Kocateq TT 150M,TT150M,0,RUB,Нет,Kocateq,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/346001,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346001"">Kocateq TT 150M</a></b> предназначен для обжаривания хлеба в виде тостов на предприятиях общественного питания и торговли. Модель оснащена съемным лотком для крошек. Корпус и конвейер выполнены из нержавеющей стали AISI 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расположение хлеба в 1, 2 или 3 ряда</li>
<li>Обжарка с 2 сторон</li>
<li>Конвейер из проволоки</li>
<li>Бесступенчатый регулятор скорости конвейера</li>
<li>4-х позиционный переключатель режимов работы: выключено, экономный режим, обжарка с 2-х сторон и обжарка только с верхней стороны</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",346001,220 В,1.34 кВт,230 мм,420 мм,390 мм,,Ю. Корея,,,0,https://entero.ru/manuals/422827/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,от 150 до 180 шт./ч,,,,,Да,180 мм
https://cdn.entero.ru/mp@2x/40/83/4083ef6f52ea89da3e668b8133872972.jpg;https://cdn.entero.ru/mp@2x/66/f4/66f44b1062ea4aa9ddf9eca6fb5f794c.jpg,Тостер конвейерный Bartscher Mini,Mini 100211 100.211,0,RUB,Нет,Bartscher,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/86290,"<p>Конвейерный тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/86290"">Bartscher Mini</a></b> предназначен для поджарки и разогрева кусочков хлеба, сэндвичей и булочек на предприятиях общественного питания и торговли. Модель оснащена верхним и нижним нагревами для тостов. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>7 уровней скорости ленты</li>
<li>Режим ожидания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева: от 15 до 20 мин.</li>
</ul>",86290,220 В,1.34 кВт,285 мм,420 мм,390 мм,,Китай,,,0,https://entero.ru/manuals/121054/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%20Mini.pdf;https://entero.ru/manuals/121055/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/121056/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%20%D1%80%D0%B0%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D0%BE%D0%BC%20%D0%B2%D0%B8%D0%B4%D0%B5.pdf;https://entero.ru/manuals/507842/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,13.5 кг,75 шт./ч,,,,,Да,
https://cdn.entero.ru/mp@2x/92/d9/92d93f8312f7a7b3cdc2ba7faf70be4e.jpg;https://cdn.entero.ru/mp@2x/61/ff/61ff523dcb0708b3101c478cba73c5f9.jpg,Тостер конвейерный Lincat LT4X,Тостер конвейерный Lincat LT4X,0,RUB,Нет,Lincat,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/168451,"<p>Тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168451""><b class=""b"">Lincat LT4X </b></a>предназначен для подогрева и поджарки кусочков хлеба на предприятиях общественного питания и торговли. Модель оснащена новой системой ""ножницы"" подъёма и опускания ломтиков, предотвращающей их застревание. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер</li>
<li>4-х позиционный переключатель для выбора количества нагреваемых слотов</li>
<li>Большой, во всю глубину выдвижной поддон для лёгкого удаления крошек</li>
<li>Нескользящие ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления тостов: до 4 мин.</li>
<li>Размер гнезда: 20х140 мм</li>
<li>Габариты в упаковке: 500х400х450 мм</li>
</ul>",168451,220 В,2.3 кВт,36 мм,22 мм,24 мм,,Великобритания,,,0,https://entero.ru/manuals/194435/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Lincat%20LT4X%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/194434/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Lincat%20LT4X%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/194437/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Lincat%20LT4X.jpg,,,6 кг,,,вертикальная,,4,,
https://cdn.entero.ru/mp@2x/7c/70/7c705ae7e87b197ba017730712b1aeef.jpg,Тостер конвейерный Kocateq TT Robo260,Тостер конвейерный Kocateq TT Robo260,0,RUB,Нет,Kocateq,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/263498,"<p>Конвейерный тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/263498"">Kocateq TT Robo260</a></b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для окарамелизации предварительно разрезанных булочек. Подогревается вся булочка, поджаривается только срез. Модель оснащена электромеханической панелью управления, термостатом и световым индикатором нагрева. Конвейер выполнен из нержавеющей стали AISI 304, корпус - из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 бункера для загрузки разных половин булочек</li>
<li>Нагрев осуществляется ТЭНом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Термостат: от 50 до 300 °С</li>
<li>Диапазон регулируемого зазора:</li>
<li>переднего загрузочного бункера: от 122 до 26 мм</li>
<li>заднего от 142 до 226 мм</li>
<li>Время карамелизации булочек: 10 секунд.</li>
<li>Габариты в упаковке: 650х520х350 мм</li>
</ul>",263498,220 В,2 кВт,460 мм,350 мм,610 мм,,Ю. Корея,,,0,https://entero.ru/manuals/326133/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/326135/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,25 кг,,,вертикальная,,,Да,245 мм
https://cdn.entero.ru/mp@2x/06/2d/062df6799751972bd84d6ef07b061735.jpg,Тостер конвейерный INOKSAN INO-PEK100,Тостер конвейерный INOKSAN INO-PEK100,0,RUB,Нет,INOKSAN,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/60241,"<p>Конвейерный тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/60241""><b class=""b"">INOKSAN INO-PSE100</b></a> предназначен для обжаривания плоских хлебных ломтиков, разогрева булочек и т.д. Конвейерный режим работы аппарата обеспечивает высокую скорость тепловой обработки изделий. Благодаря компактным размерам тостер может размещаться на любой поверхности.</p>

<p>Прочный корпус из высококачественной нержавеющей стали 18/8 Cr-Ni обеспечивает долговечность оборудования даже при сильных нагрузках. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Лоток для готового хлеба</li>
<li>Сетчатая подставка для хлеба</li>
<li>Регулировка скорости обжаривания в зависимости от уровня влажности</li>
</ul>",60241,220 В,3.5 кВт,465 мм,600 мм,440 мм,,,,,0,,,,25 кг,,,,Да,,Да,
