Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Объем,Рабочая поверхность,Тип дверей,Количество дверей,Сквозной,Стеклянные двери,Салат-бар,Расположение агрегата,Тип гастроемкости для салат-бара,Вместимость гастроемкостей в салат-баре,Количество ящиков
https://cdn.entero.ru/mp@2x/11/7c/117ca43d87d493a6762c09060a62ef8e.jpg,Стол холодильный для салатов КАМИК СОН-3018586К,СОБ-3018586К/(7GN1/6),208785,RUB,Нет,КАМИК,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/103670,"<p>Холодильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103670"">КАМИК СОН-3018586К</a></b> используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения ингредиентов для приготовления салатов, напитков и готовых блюд. Конструкция разделена на секции, каждая из которых оборудована сетчатой полкой и парой направляющих. Корпус выполнен из нержавеющей стали AISI 430 толщиной 1 мм, столешница - из нержавеющей стали AISI 304 толщиной 1,5 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без борта</li>
<li>Вентилируемый объем</li>
<li>Автоматическая оттайка</li>
<li>С крышкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина гастроемкостей: 150 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера и с другим количеством дверей и гастроемкостей.</span></em></p>",103670,от 2 до 10 °С,220 В,0.9 кВт,1850 мм,800 мм,850 мм,,Россия,,,0,,,,130 кг,для салатов,563 л,,,3,,,Да,сбоку,GN 1/6,7,
https://cdn.entero.ru/mp@2x/e2/a9/e2a97e3b5abe914be94dec32dc283ab1.jpg;https://cdn.entero.ru/mp@2x/9d/ea/9deac475c0415f2c3d0569b1afca3980.jpg,Стол холодильный для пиццы КАМИК СОП-021076,д/пиццы СОП/G 2Я 1/6 с горкой 1000*700*850,208846,RUB,Нет,КАМИК,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/103303,"<p>Холодильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103303"">КАМИК СОП-021076</a></b> используется на предприятиях общественного питания и торговли для охлаждения и хранения продуктов, напитков и готовых блюд, а также для раскатки теста и обработки ингредиентов для приготовления пиццы. Конструкция разделена на секции, каждая секция с дверью оборудована сетчатой полкой и парой направляющих. Корпус выполнен из нержавеющей стали AISI 430 толщиной 1 мм, столешница - из нержавеющей стали AISI 304 толщиной 1 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двери с доводчиками</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина рабочего стола: 460мм</li>
<li>Глубина гастроемкостей: 150 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размерай.</span></em></p>",103303,от 2 до 10 °С,220 В,0.55 кВт,1000 мм,700 мм,850 мм,,Россия,,,0,,224566,,76 кг,для пиццы,201 л,нерж. сталь,,,,,Да,сбоку,GN 1/6,5,2
https://cdn.entero.ru/mp@2x/f2/ad/f2ad4801f982afa7b844f6456ecec1f1.jpg;https://cdn.entero.ru/mp@2x/2d/1f/2d1f51efd235a997910758ccb102284f.jpg;https://cdn.entero.ru/mp@2x/47/40/4740d50c8d3cb63f63c2c6a505b52930.jpg,Стол для пиццы ТММ СХСК-П-1/2Д (1390х700х1000),Стол для пиццы ТММ СХСК-П-1/2Д (1390х700х1000),208987,RUB,Нет,ТММ,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/88535,"<p>Стол для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88535""><b class=""b"">ТММ СХСК-П-1/2Д</b></a><b class=""b"" style=""font-size: 12px;""> </b><span style=""font-size: 12px;"">используется на предприятиях общественного питания и торговли для раскатки теста и обработки ингредиентов для приготовления пиццы, охлаждения и кратковременного хранения скоропортящихся продуктов и напитков. Надстройка обеспечивает легкий доступ к используемым компонентам. Цельнозаливной корпус и фасад выполнены из нержавеющей стали AISI 340, задняя стенка - из оцинкованной стали.</span></p>

<p>В комплект поставки входит крышка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Принудительная вентиляция с электронным управлением для равномерного охлаждения объема</li>
<li>Цифровой индикатор температуры</li>
<li>Тропическое исполнение</li>
<li>Дверь с доводчиком</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Вместимость столешницы: 8x GN 1/6 / 8x GN 1/3*</li>
</ul>

<p><br>
<em>* Возможно изготовление столешницы в 2-х вариантах: под гастроемкости GN 1/6 и GN 1/3.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель со столешницей из нержавеющей стали.</span></em></p>",88535,от -2 до 10 °С,220 В,0.22 кВт,1390 мм,700 мм,1000 мм,,Россия,,,0,,222327,,,для пиццы,,гранит,,2,,,Да,сбоку,"GN 1/3, GN 1/6",8,
https://cdn.entero.ru/mp@2x/8c/c0/8cc01a2fc5a54359610dd6fda7d87c7b.jpg,Стол холодильный для пиццы КАМИК СОП-021073,д/пиццы СОП/G 2Я 1/3 с горкой 1000*700*850,209035,RUB,Нет,КАМИК,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/103239,"<p>Холодильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103239"">КАМИК СОП-021073</a></b> используется на предприятиях общественного питания и торговли для охлаждения и хранения продуктов, напитков и готовых блюд, а также для раскатки теста и обработки ингредиентов для приготовления пиццы. Конструкция разделена на секции, каждая секция с дверью оборудована сетчатой полкой и парой направляющих. Корпус выполнен из нержавеющей стали AISI 430 толщиной 1 мм, столешница - из нержавеющей стали AISI 304 толщиной 1 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двери с доводчиками</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина рабочего стола: 324 мм</li>
<li>Глубина гастроемкостей: 150 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",103239,от 2 до 10 °С,220 В,0.6 кВт,1000 мм,700 мм,850 мм,,Россия,,,0,,227212,,76 кг,для пиццы,201 л,нерж. сталь,,,,,Да,сбоку,GN 1/3,5,2
https://cdn.entero.ru/mp@2x/19/8d/198d58702bd95714ff739a33de0b6e74.jpg,Стол холодильный для салатов КАМИК СОН-121483,СОБ-121483/(5GN1/3),209137,RUB,Нет,КАМИК,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/103426,"<p>Холодильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103426"">КАМИК СОН-121483</a></b> используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения ингредиентов для приготовления салатов, напитков и готовых блюд. Конструкция разделена на секции, каждая секция с дверью оборудована сетчатой полкой и парой направляющих. Корпус выполнен из нержавеющей стали AISI 430 толщиной 1 мм, столешница - из нержавеющей стали AISI 304 толщиной 1,5 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без борта</li>
<li>Вентилируемый объем</li>
<li>Автоматическая оттайка</li>
<li>Без крышки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина гастроемкостей: 150 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",103426,от 2 до 10 °С,220 В,0.6 кВт,1400 мм,800 мм,850 мм,,Россия,,,0,,220144,,116 кг,для салатов,390 л,,,1,,,Да,сбоку,GN 1/3,5,2
https://cdn.entero.ru/mp@2x/9e/67/9e674c87ac854d18a4bbbd75339539b3.jpg;https://cdn.entero.ru/mp@2x/f4/75/f475889b7c51192d05eb54ca9c472ef8.jpg,Стол холодильный для салатов КАМИК СОН-121486,СОБ-121486/(5GN1/6),209137,RUB,Нет,КАМИК,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/103624,"<p>Холодильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103624"">КАМИК СОН-121486</a></b> используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения ингредиентов для приготовления салатов, напитков и готовых блюд. Конструкция разделена на секции, каждая секция с дверью оборудована сетчатой полкой и парой направляющих. Корпус выполнен из нержавеющей стали AISI 430 толщиной 1 мм, столешница - из нержавеющей стали AISI 304 толщиной 1,5 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без борта</li>
<li>Вентилируемый объем</li>
<li>Автоматическая оттайка</li>
<li>Без крышки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина гастроемкостей: 150 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",103624,от 2 до 10 °С,220 В,0.9 кВт,1400 мм,800 мм,850 мм,,Россия,,,0,,224878,,109 кг,для салатов,390 л,,,1,,,Да,сбоку,GN 1/6,5,2
https://cdn.entero.ru/mp@2x/ea/77/ea7729d9fd0f265685699b3f5993101a.jpg,Стол холодильный для салатов КАМИК СОН-402083КН,СОБН-402083К/(10GN1/3),209475,RUB,Нет,КАМИК,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/103807,"<p>Холодильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103807"">КАМИК СОН-402083КН</a></b> используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения ингредиентов для приготовления салатов, напитков и готовых блюд. Конструкция разделена на секции, каждая из которых оборудована сетчатой полкой и парой направляющих. Корпус выполнен из нержавеющей стали AISI 430 толщиной 1 мм, столешница - из нержавеющей стали AISI 304 толщиной 1,5 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без борта</li>
<li>Вентилируемый объем</li>
<li>Автоматическая оттайка</li>
<li>C крышкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина гастроемкостей: 2 глубиной 65 мм, 8 глубиной 100 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера и с другим количеством дверей и гастроемкостей.</span></em></p>",103807,от 2 до 10 °С,220 В,0.9 кВт,2000 мм,800 мм,850 мм,,Россия,,,0,,,,148 кг,для салатов,627 л,,,4,,,Да,снизу,GN 1/3,10,
https://cdn.entero.ru/mp@2x/d8/b2/d8b296a59694913a150ef2ec3f12dbee.jpg,Стол для сэндвичей Turbo air KHR9-1-750,Стол для сэндвичей Turbo air KHR9-1-750,209752,RUB,Нет,Turbo air,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/203739,"<p>Холодильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203739"">Turbo air KHR9-1-750</a> </b>используется на предприятиях общественного питания и торговли для обработки ингредиентов, используемых для приготовления сэндвичей, охлаждения и кратковременного хранения продуктов. Модель оснащена дверцей с эргономичной ручкой, полкой и 4 колесами. Корпус выполнен из нержавеющей стали (гальванизированная сталь на оборотной стороне и внизу), пол - из нержавеющей стали с алюминевыми вставками по бокам и сзади, дверные петли - из нержавеющей стали, полка - из толстой стальной проволоки с виниловым покрытием, разделочная доска - из пищевого полиэтилена LDPE, уплотнение - из ABS пластика.</p>

<p>В комплект поставки входят 8 гастроемкостей GN 1/6 глубиной 150 мм</p>

<p><b>Особенности:</b></p>

<ul>
<li>Отделение для гастроемкостей закрывается откидной крышкой</li>
<li>Автоматическое управление</li>
<li>Система охлаждения гастроемкостей: воздушный щит вокруг гастроемкости, который поддерживает температуру продукции ниже 5 °С, даже при открытых крышках</li>
<li>Цифровая система контроля температуры HTfl: точная и постоянная температура во всех отсеках холодильного стола</li>
<li>Подогрев корпуса без электричества: тепло от компрессора для подогрева частей корпуса в местах соприкосновения с дверьми</li>
<li>Запатентованный энергосберегающий контроллер (ESFC): остановка мотора вентилятора, если его работа приводит к негативным последствиям</li>
<li>Эффективная система охлаждения (CFC Free): мощный испаритель и конденсатор</li>
<li>Магнитные уплотнители</li>
<li>Пожаробезопасные стенки</li>
<li>Облегченная конструкция: увеличение срока службы дверей, уменьшение износа петель и плавное открытие</li>
<li>Острые углы сглажены для уменьшения риска получения травм</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Климатический класс: T(5) 45 °С</li>
<li>Габариты разделочной доски: 241х12,7 мм</li>
<li>Толщина стенок: 60 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Фронтальные колеса со стопором</li>
<li>Регулируемые ножки из нержавеющей стали</li>
</ul>",203739,от 0 до 8 °С,220 В,0.185 кВт,900 мм,750 мм,1028 мм,,Ю. Корея,,,0,,223140,,77 кг,для сэндвичей,213 л,нерж. сталь,,1,,,Да,сбоку,GN 1/6,8,
https://cdn.entero.ru/mp@2x/32/60/32605864e778001438bb34474e8f519d.jpg,Стол холодильный для пиццы КАМИК СОПН-301573,СОП-301573Н,210223,RUB,Нет,КАМИК,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/103180,"<p>Холодильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103180"">КАМИК СОПН-301573</a></b> используется на предприятиях общественного питания и торговли для охлаждения и хранения продуктов, напитков и готовых блюд, а также для раскатки теста и обработки ингредиентов для приготовления пиццы. Конструкция разделена на секции, каждая секция с дверью оборудована сетчатой полкой и парой направляющих. Корпус выполнен из нержавеющей стали AISI 430 толщиной 1 мм, столешница - из нержавеющей стали AISI 304 толщиной 1 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двери с доводчиками</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина рабочего стола: 324 мм</li>
<li>Глубина гастроемкостей: 150 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера и с другим количеством дверей и гастроемкостей.</span></em></p>",103180,от 2 до 10 °С,220 В,0.55 кВт,1500 мм,700 мм,850 мм,,Россия,,,0,,218982,,117 кг,для пиццы,392 л,нерж. сталь,,3,,,Да,снизу,GN 1/3,7,
https://cdn.entero.ru/mp@2x/9a/a0/9aa0c7c7ebd45ad5b4943980f8b9032e.jpg,Стол для пиццы HICOLD PZ3-11/SN (без витрины),292893,210555,RUB,Нет,HICOLD,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/173010,"<p>Стол для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/173010""><b class=""b"">HICOLD PZ3-11/SN</b></a> используется на предприятиях общественного питания и торговли для раскатки теста и обработки ингредиентов, используемых для приготовления пиццы, салатов и других блюд, а также для охлаждения и кратковременного хранения скоропортящихся продуктов и напитков. Модель совмещает в себе рабочую поверхность и охлаждаемый объем, что значительно упрощает работу повара, так как все необходимые компоненты всегда находятся под рукой. Корпус выполнен из нержавеющей стали, столешница - из гранита.</p>

<p><strong>Особенности:</strong></p>

<ul>
<li>Динамическая система охлаждения</li>
<li>Автоматическая оттайка</li>
<li>Электронная панель управления</li>
<li>2 вместительные внутренние полки</li>
<li>Автоматические доводчики дверей с фиксатором открытого положения</li>
<li>Легкозаменяемые магнитные уплотнители</li>
<li>Открытая агрегатная часть</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер полки: 430х325 мм</li>
<li>Глубина рабочей поверхности: 580 мм</li>
<li>Толщина столешницы: 50 мм</li>
<li>Толщина теплоизоляции: 50 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Витрина со стеклом <a href=""https://entero.ru/item/53129"" target=""_blank"">VRTG 1390 к PZ3</a></li>
<li>Витрина с крышкой <a href=""https://entero.ru/item/53128"" target=""_blank"">VRTU 1390 к PZ3</a></li>
<li>Открытая витрина <a href=""https://entero.ru/item/53125"" target=""_blank"">VRTO 1390 к PZ3</a></li>
<li>Задняя стенка из нержавеющей стали, закрывающая агрегатный отсек</li>
<li>Замена одной распашной двери на выдвижную секцию</li>
<li>Замена одной распашной двери на секцию из 2 выдвижных ящиков</li>
<li>Замена одной распашной двери на секцию из 3 выдвижных ящиков</li>
<li>Замена опорных ножек на колеса (2 со стопором, 2 без стопора)</li>
<li>Замок на одну дверь или ящик</li>
</ul>",173010,от 2 до 10 °С,220 В,0.22 кВт,1390 мм,600 мм,1050 мм,141 кг,Россия,1,1550x750x1180 мм,0,https://entero.ru/manuals/446839/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20HICOLD%20PZ3-11_SN%20%28%D0%B1%D0%B5%D0%B7%20%D0%B2%D0%B8%D1%82%D1%80%D0%B8%D0%BD%D1%8B%29.pdf;https://entero.ru/manuals/446840/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/446841/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,для пиццы,300 л,гранит,распашные,2,,,,сбоку,,,
https://cdn.entero.ru/mp@2x/ab/24/ab24bdf1964d4bca61b784c76f5f7490.jpg,Стол холодильный для салатов КАМИК СОН-402086КН,СОБН-402086К/(10GN1/6),211475,RUB,Нет,КАМИК,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/103591,"<p>Холодильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103591"">КАМИК СОН-402086КН</a></b> используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения ингредиентов для приготовления салатов, напитков и готовых блюд. Конструкция разделена на секции, каждая секция с дверью оборудована сетчатой полкой и парой направляющих. Корпус выполнен из нержавеющей стали AISI 430 толщиной 1 мм, столешница - из нержавеющей стали AISI 304 толщиной 1,5 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без борта</li>
<li>Вентилируемый объем</li>
<li>Автоматическая оттайка</li>
<li>С крышкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина гастроемкостей: 2 глубиной 65 мм, 8 глубиной 100 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",103591,от 2 до 10 °С,220 В,0.9 кВт,2000 мм,800 мм,850 мм,,Россия,,,0,,,,148 кг,для салатов,627 л,,,4,,,Да,снизу,GN 1/6,10,
https://cdn.entero.ru/mp@2x/0b/b8/0bb888c02ed1e0123df66e1ac8e1f16b.jpg,Стол для пиццы POLAIR TM3pizza111-G,Стол для пиццы POLAIR TM3pizza111-G,211477,RUB,Нет,POLAIR,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/183329,"<p>Холодильный стол для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/183329"">POLAIR TM3pizza111-G</a> </b>серии Grande предназначен для раскатки теста, хранения продуктов и обработки ингредиентов для приготовления пиццы на предприятиях общественного питания и торговли. Цельнозаливные корпус и двери изготовлены из стали и обеспечивают механическую прочность, термоизоляцию, герметичность и долговечность стола. Оборудование рассчитано на работу при температуре окружающей среды до 43 °С.</p>

<p><a href=""http://www.polair.com/tableconfig/"" target=""_blank"">Уникальная программа</a> по расчету столов с выдвижными ящиками (более 5000 различных сочетаний).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическая оттайка испарителя с системой испарения конденсата</li>
<li>Тип охлаждения: динамическое</li>
<li>Терморегулятор: электронный блок</li>
<li>Двухъярусный агрегат, полностью выдвигаемый для обслуживания</li>
<li>Хладагент: R134a</li>
<li>Эластичные уплотнители с магнитными вставками, обеспечивающие максимальную герметизацию</li>
<li>Класс защиты: IP24</li>
<li>Регулировка ножек по высоте</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,35 кВт</li>
<li>Допустимая нагрузка на полку: 30 кг</li>
<li>Толщина стенки корпуса: 43 мм</li>
<li>Толщина столешницы: 40 мм</li>
<li>Высота борта: 150 мм</li>
<li>Размер ящиков:
<ul>
<li>3 ящика: 415х516x224 мм</li>
<li>3 ящика: 415х516х454 мм</li>
</ul>
</li>
</ul>",183329,от -2 до 10 °С,220 В,,1630 мм,605 мм,1000 мм,,Россия,,,0,https://entero.ru/manuals/297627/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20POLAIR%20TM3pizza111-G.doc,224976,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240999&hash=a3e5a5949b044cb1,190 кг,для пиццы,400 л,гранит,,,,,,сбоку,,,6
https://cdn.entero.ru/mp@2x/f1/e9/f1e9e399820945c94cb1aa164276655c.jpg,Стол для пиццы POLAIR TM3pizza112-G,Стол для пиццы POLAIR TM3pizza112-G,211477,RUB,Нет,POLAIR,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/183331,"<p>Холодильный стол для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/183331"">POLAIR TM3pizza112-G</a> </b>серии Grande предназначен для раскатки теста, хранения продуктов и обработки ингредиентов для приготовления пиццы на предприятиях общественного питания и торговли. Цельнозаливные корпус и двери изготовлены из стали и обеспечивают механическую прочность, термоизоляцию, герметичность и долговечность стола. Оборудование рассчитано на работу при температуре окружающей среды до 43 °С.</p>

<p><a href=""http://www.polair.com/tableconfig/"" target=""_blank"">Уникальная программа</a> по расчету столов с выдвижными ящиками (более 5000 различных сочетаний).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическая оттайка испарителя с системой испарения конденсата</li>
<li>Тип охлаждения: динамическое</li>
<li>Терморегулятор: электронный блок</li>
<li>Двухъярусный агрегат, полностью выдвигаемый для обслуживания</li>
<li>Хладагент: R134a</li>
<li>Эластичные уплотнители с магнитными вставками, обеспечивающие максимальную герметизацию</li>
<li>Класс защиты: IP24</li>
<li>Регулировка ножек по высоте</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,35 кВт</li>
<li>Допустимая нагрузка на полку: 30 кг</li>
<li>Толщина стенки корпуса: 43 мм</li>
<li>Толщина столешницы: 40 мм</li>
<li>Высота борта: 150 мм</li>
<li>Размер ящиков:
<ul>
<li>2 ящика: 415х516x224 мм</li>
<li>2 ящика: 415х516х454 мм</li>
<li>2 ящика: 415х516х339 мм</li>
</ul>
</li>
</ul>",183331,от -2 до 10 °С,220 В,,1630 мм,605 мм,1000 мм,,Россия,,,0,https://entero.ru/manuals/297628/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20POLAIR%20TM3pizza112-G.doc,220289,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240999&hash=a3e5a5949b044cb1,190 кг,для пиццы,400 л,гранит,,,,,,сбоку,,,6
https://cdn.entero.ru/mp@2x/5f/69/5f69a3b0a7316c8fa1c04c5086959e52.jpg,Стол для пиццы POLAIR TM3pizza121-G,Стол для пиццы POLAIR TM3pizza121-G,211477,RUB,Нет,POLAIR,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/183335,"<p>Холодильный стол для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/183335"">POLAIR TM3pizza121-G</a> </b>серии Grande предназначен для раскатки теста, хранения продуктов и обработки ингредиентов для приготовления пиццы на предприятиях общественного питания и торговли. Цельнозаливные корпус и двери изготовлены из стали и обеспечивают механическую прочность, термоизоляцию, герметичность и долговечность стола. Оборудование рассчитано на работу при температуре окружающей среды до 43 °С.</p>

<p><a href=""http://www.polair.com/tableconfig/"" target=""_blank"">Уникальная программа</a> по расчету столов с выдвижными ящиками (более 5000 различных сочетаний).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическая оттайка испарителя с системой испарения конденсата</li>
<li>Тип охлаждения: динамическое</li>
<li>Терморегулятор: электронный блок</li>
<li>Двухъярусный агрегат, полностью выдвигаемый для обслуживания</li>
<li>Хладагент: R134a</li>
<li>Эластичные уплотнители с магнитными вставками, обеспечивающие максимальную герметизацию</li>
<li>Класс защиты: IP24</li>
<li>Регулировка ножек по высоте</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,35 кВт</li>
<li>Допустимая нагрузка на полку: 30 кг</li>
<li>Толщина стенки корпуса: 43 мм</li>
<li>Толщина столешницы: 40 мм</li>
<li>Высота борта: 150 мм</li>
<li>Размер ящиков:
<ul>
<li>2 ящика: 415х516x339 мм</li>
<li>2 ящика: 415х516x224 мм</li>
<li>2 ящика: 415х516х454 мм</li>
</ul>
</li>
</ul>",183335,от -2 до 10 °С,220 В,,1630 мм,605 мм,1000 мм,,Россия,,,0,https://entero.ru/manuals/297629/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20POLAIR%20TM3pizza121-G.doc,222607,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240999&hash=a3e5a5949b044cb1,190 кг,для пиццы,400 л,гранит,,,,,,сбоку,,,6
