Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Установка,Конструкция,Оснащение,Подсветка,Тип гастроемкости,Температурный режим теплового отсека,Вместимость гастроемкостей,Температурный режим холодильного отсека
https://cdn.entero.ru/mp@2x/17/13/17137e55f6438734792050a7281ff727.jpg,Буфет с мармитом вторых блюд Техно-ТТ БМВ-100/966,120851,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/214183,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214183"">Техно-ТТ БМВ-100/966</a></b> предназначен для выкладки, временного хранения и раздачи горячих блюд на предприятиях общественного питания и торговли. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",214183,тепловой,,2 кВт,966 мм,851 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/252509/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/252510/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%29.pdf,,,"островной, стационарный",мармит водяной,,,GN 1/1,75 °C,2,
https://cdn.entero.ru/mp@2x/28/3d/283dbf8a79092161e5ba937a6c9c4c23.jpg,Буфет с мармитом вторых блюд Техно-ТТ БМВ-200/966,120897,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/214198,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214198"">Техно-ТТ БМВ-200/966</a></b> предназначен для выкладки, временного хранения и раздачи горячих блюд на предприятиях общественного питания и торговли. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с нишей.</span></em></p>",214198,тепловой,,2.015 кВт,966 мм,851 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/252542/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/252543/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%29.pdf,,,"островной, стационарный",мармит водяной,,,GN 1/1,75 °C,2,
https://cdn.entero.ru/mp@2x/68/6d/686d20f52e8e11f2d3418e373b8a6bbd.jpg,Буфет с подогреваемой столешницей Техно-ТТ БПС-101/966,120 551,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/187817,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187817"">Техно-ТТ БПС-101/966</a></b> предназначен для выкладки, подогрева и раздачи горячих блюд на предприятиях общественного питания и торговли. Модель оснащена открытой центральной полкой с подсветкой. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. </span></em></p>",187817,тепловой,,1.215 кВт,966 мм,851 мм,1530 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,открытая полка,Да,,75 °C,,
https://cdn.entero.ru/mp@2x/2f/f8/2ff8b4b6c88a501d1510887a10ac29a8.jpg,Буфет с подогреваемой столешницей Техно-ТТ БПС-201/966,120 606,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/187834,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187834"">Техно-ТТ БПС-201/966</a></b> предназначен для выкладки, подогрева и раздачи горячих блюд на предприятиях общественного питания и торговли. Модель оснащена открытой центральной полкой с подсветкой. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с нишей. </span></em></p>",187834,тепловой,,1.215 кВт,966 мм,851 мм,1530 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,открытая полка,Да,,75 °C,,
https://cdn.entero.ru/mp@2x/1d/41/1d41b396b442c5e69fa1370c790a21a1.jpg,Буфет с морозильной столешницей Техно-ТТ БМС-100/966А,121 014,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/188092,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188092"">Техно-ТТ БМС-100/966А</a></b> предназначен для выкладки, кратковременного хранения и раздачи десертов и мороженого на предприятиях общественного питания и торговли. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор АСС </li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с нишей. </span></em></p>",188092,холодильный,,0.237 кВт,966 мм,851 мм,900 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,,,,,,от -3 до 0 °C
https://cdn.entero.ru/mp@2x/b4/c5/b4c5959115817bd148a7e617aca577d6.jpg,Буфет с морозильной столешницей Техно-ТТ БМС-200/966А,121 118,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/188102,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188102"">Техно-ТТ БМС-200/966А</a></b> предназначен для выкладки, кратковременного хранения и раздачи десертов и мороженого на предприятиях общественного питания и торговли. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор АСС </li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",188102,холодильный,,0.252 кВт,966 мм,851 мм,900 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,,,,,,от -3 до 0 °C
https://cdn.entero.ru/mp@2x/5b/9c/5b9c9e7ecf7a209c0d90dc15722085a8.jpg,Буфет с подогреваемой столешницей Техно-ТТ БПС-102/966,120 552,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/187819,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187819"">Техно-ТТ БПС-102/966</a></b> предназначен для выкладки, подогрева и раздачи горячих блюд на предприятиях общественного питания и торговли. Модель оснащена закрытой центральной полкой с подсветкой. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. </span></em></p>",187819,тепловой,,1.215 кВт,966 мм,851 мм,1555 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,закрытая полка,Да,,75 °C,,
https://cdn.entero.ru/mp@2x/95/c1/95c1c1e583d49264ccf8ab307c3dc0cc.jpg,Буфет с подогреваемой столешницей Техно-ТТ БПС-202/966,120 607,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/187838,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187838"">Техно-ТТ БПС-202/966</a></b> предназначен для выкладки, подогрева и раздачи горячих блюд на предприятиях общественного питания и торговли. Модель оснащена закрытой центральной полкой с подсветкой. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с нишей. </span></em></p>",187838,тепловой,,1.215 кВт,966 мм,851 мм,1555 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,закрытая полка,Да,,75 °C,,
https://cdn.entero.ru/mp@2x/7e/22/7e2296567708cc03b6e9ad1d238ce2ec.jpg,Буфет с охлаждаемой ванной Техно-ТТ БОВ-100/966А,120391,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/185833,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185833"">Техно-ТТ БОВ-100/966А</a></b> предназначен для выкладки, кратковременного хранения и раздачи салатов и холодных блюд на предприятиях общественного питания и торговли. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор АСС</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера под 4 гастроемкости.</span></em></p>",185833,холодильный,,0.237 кВт,966 мм,851 мм,900 мм,,Россия,,,0,,,,"стационарный, островной",под гастроемкости,,,GN 1/1,,2,от 0 до 10 °C
https://cdn.entero.ru/mp@2x/37/92/37925d65d5c1d92fb37e81a03f87a84e.jpg,Буфет с ванной для льда Техно-ТТ БВЛ-210/1286Д,120760,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/213490,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/213490"">Техно-ТТ БВЛ-210/1286Д</a> </b>предназначен для выкладки, кратковременного хранения и раздачи напитков и холодных закусок на предприятиях общественного питания и торговли. Модель оснащена нишей. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p>Ванна в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор Danfoss</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с ящиком вместо ниши.</span></em></p>",213490,холодильный,,0.44 кВт,1286 мм,851 мм,900 мм,,Россия,,,0,,,,"стационарный, островной",ванна для льда,,,,,,от -1 до 1 °C
https://cdn.entero.ru/mp@2x/19/e6/19e629a709bdfcf51beb2c40910ede00.jpg,Буфет с морозильной столешницей Техно-ТТ БМС-100/966Д,121 053,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/188094,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188094"">Техно-ТТ БМС-100/966Д</a> </b>предназначен для выкладки, кратковременного хранения и раздачи десертов и мороженого на предприятиях общественного питания и торговли. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор Danfoss</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с нишей. </span></em></p>",188094,холодильный,,0.44 кВт,966 мм,851 мм,900 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,,,,,,от -3 до 0 °C
https://cdn.entero.ru/mp@2x/93/07/93078995ed937d6c4a0fabab7afc7a11.jpg,Буфет с морозильной столешницей Техно-ТТ БМС-200/966Д,121 162,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/188103,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188103"">Техно-ТТ БМС-200/966Д</a></b> предназначен для выкладки, кратковременного хранения и раздачи десертов и мороженого на предприятиях общественного питания и торговли. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор Danfoss </li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",188103,холодильный,,0.475 кВт,966 мм,851 мм,900 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,,,,,,от -3 до 0 °C
https://cdn.entero.ru/mp@2x/02/79/02797c0a5938afc7a57b5facf1b110da.jpg,Буфет с мармитом вторых блюд Техно-ТТ БМВ-102/966,120859,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/214187,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214187"">Техно-ТТ БМВ-102/966</a></b> предназначен для выкладки, временного хранения и раздачи горячих блюд на предприятиях общественного питания и торговли. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Центральная закрытая полка</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",214187,тепловой,,2.015 кВт,966 мм,851 мм,1555 мм,,Россия,,,0,https://entero.ru/manuals/252516/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/252517/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%29.pdf,,,"островной, стационарный",мармит водяной,закрытая полка,Да,GN 1/1,75 °C,2,
https://cdn.entero.ru/mp@2x/00/ca/00cabc6d5f7b9406047da706642ad8db.jpg,Буфет с мармитом вторых блюд Техно-ТТ БМВ-202/966,120903,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/214200,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214200"">Техно-ТТ БМВ-202/966</a></b> предназначен для выкладки, временного хранения и раздачи горячих блюд на предприятиях общественного питания и торговли. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Центральная закрытая полка</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с пристенной полкой вместо центральной и нишей.</span></em></p>",214200,тепловой,,2.015 кВт,966 мм,851 мм,1555 мм,,Россия,,,0,https://entero.ru/manuals/252546/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/252547/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%29.pdf,,,"островной, стационарный",мармит водяной,закрытая полка,Да,GN 1/1,75 °C,2,
https://cdn.entero.ru/mp@2x/b7/4a/b74abb8f97b27aa4d73508ac6a10aaa4.jpg,Буфет с мармитом вторых блюд Техно-ТТ БМВ-110/1286,120865,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/214217,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214217"">Техно-ТТ БМВ-110/1286</a></b> предназначен для выкладки, временного хранения и раздачи горячих блюд на предприятиях общественного питания и торговли. Модель оснащена нишей. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p>Гастроемкости в комплект поставки не входит и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с ящиком вместо ниши</span></em></p>",214217,тепловой,,2.02 кВт,1286 мм,851 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/252584/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/252585/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%29.pdf,,,"островной, стационарный",мармит водяной,,,GN 1/1,75 °C,3,
https://cdn.entero.ru/mp@2x/05/b2/05b259eff2269739518ba8f3cf67ddc6.jpg,Буфет с мармитом вторых блюд Техно-ТТ БМВ-210/1286,120906,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/214272,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214272"">Техно-ТТ БМВ-210/1286</a></b> предназначен для выкладки, временного хранения и раздачи горячих блюд на предприятиях общественного питания и торговли. Модель оснащена нишей. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p>Гастроемкости в комплект поставки не входит и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",214272,тепловой,,2.02 кВт,1286 мм,851 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/252719/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/252720/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%29.pdf,,,"островной, стационарный",мармит водяной,,,GN 1/1,75 °C,3,
https://cdn.entero.ru/mp@2x/eb/76/eb760982d5fea2e1f45e4a7fe3fa5134.jpg,Буфет с морозильной столешницей Техно-ТТ БМС-101/966А,121 015,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/188095,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188095"">Техно-ТТ БМС-101/966А</a></b> предназначен для выкладки, кратковременного хранения и раздачи десертов и мороженого на предприятиях общественного питания и торговли. Модель оснащена открытой центральной полкой с подсветкой. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор АСС </li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с нишей. </span></em></p>",188095,холодильный,,0.252 кВт,966 мм,851 мм,1530 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,открытая полка,Да,,,,от -3 до 0 °C
https://cdn.entero.ru/mp@2x/92/ee/92ee52743e591b1e7617f01c9d763aa9.jpg,Буфет с морозильной столешницей Техно-ТТ БМС-201/966А,121 120,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/188104,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188104"">Техно-ТТ БМС-201/966А</a></b> предназначен для выкладки, кратковременного хранения и раздачи десертов и мороженого на предприятиях общественного питания и торговли. Модель оснащена открытой центральной полкой с подсветкой. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор АСС </li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. </span></em></p>",188104,холодильный,,0.252 кВт,966 мм,851 мм,1530 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,открытая полка,Да,,,,от -3 до 0 °C
