Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Подключение,Диаметр пиццы
https://cdn.entero.ru/mp@2x/50/3f/503f84303e2989c1f20af3436996030a.jpg;https://cdn.entero.ru/mp@2x/8f/ec/8fec64a3b120ece632da15133ec70430.jpg;https://cdn.entero.ru/mp@2x/85/2e/852e526ad6613ad7e6cb50e891a16a09.jpg,Печь конвейерная Abat ПЭК-600,21000002875,645668,RUB,Нет,Abat,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/201079,"<p>Конвейерная печь​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/201079"">Abat ПЭК-600</a></b> предназначена для выпечки хлебобулочных изделий, требующих высокой температуры приготовления, на предприятиях общественного питания самостоятельно или в составе технологической линии. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость камеры: 8 пицц</li>
<li>Внутренние размеры камеры: 770x693,5x88 мм</li>
<li>Размеры конвейера: 1465х652 мм</li>
<li>Номинальная потребляемая мощность: 19,073 кВт</li>
<li>Диапазон регулирования времени выпечки: от 15 сек. до 15 мин.</li>
</ul>

<p><br>
<em>* При среднем времени выпечки 3,5 мин. и пиццы диаметром 30 см.</em></p>

<p><em><span style=""color:#FF0000;"">​Внимание! На фото печь для пиццы вместе с подставкой, которая в комплект поставки не входит и приобретается отдельно.</span></em></p>",201079,от 70 до 315 °С,,2131 мм,1194 мм,1143 мм,,Россия,,,0,https://entero.ru/manuals/235217/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/235631/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9A-600.pdf;https://entero.ru/manuals/235633/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9A-600.pdf,,,274 кг,82 пицц в час,380 В,30 см
https://cdn.entero.ru/mp@2x/8b/b9/8bb9950d7d93679d1a351a5c972aea9d.jpg,Печь конвейерная Zanolli Synthesis 06/40 E/MC DIG с подставкой,Печь конвейерная Zanolli Synthesis 06/40 E/MC DIG с подставкой,653872,RUB,Нет,Zanolli,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/305709,"<p>Конвейерная печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305709""><b class=""b"">Zanolli Synthesis Synthesis 06/40 E/MC DIG</b></a> используется для приготовления пиццы, запеченных на гриле овощей, фаст-фуда и выпечки на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров.</p>

<p>Агрегат является частью первой линии запатентованных вентилируемых конвейерных печей. Устройство очень просто и удобно в использовании: достаточно подготовить продукты, установить необходимую температуру приготовления и задать скорость движения конвейера при помощи цифровой панели управления и поместить продукты на конвейерную ленту. Оператору не потребуется тратить время на контроль процесса приготовления - печь сама позаботится об этом, предотвратив подгорание помещенных в нее блюд. Конструкция прибора позволяет устанавливать печи друг на друга, тем самым экономя пространство кухни и делая его более функциональным.</p>

<p><em>В комплект поставки входит подставка.</em></p>

<p><b>Особенности:</b></p>

<ul>
<li>Сниженное энергопотребление</li>
<li>10 настраиваемых программ выпечки </li>
<li>Зонд в центре камеры: лучший контроль температуры</li>
<li>Улучшенная изоляция камеры </li>
<li>Низкий уровень шума</li>
<li>Быстрое достижение заданной температуры выпечки</li>
<li>Возможность отдельного регулирования нагрева сверху и снизу </li>
<li>Возможность запрограммированного включения печи 2 раза в день</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер камеры: 400х580х95 мм</li>
<li>Размер подставки: 715х580х630 мм </li>
<li>Вес печи: 105 кг</li>
<li>Вес подставки: 28,5 кг</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",305709,320 °С,7.9 кВт,980 мм,1300 мм,440 мм,171 кг,Италия,1,1200x1350x675 мм,0,https://entero.ru/manuals/366422/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BA%D0%BE%D0%BD%D0%B2%D0%B5%D0%B9%D0%B5%D1%80%D0%BD%D1%8B%D0%B5%20%D0%BF%D0%B5%D1%87%D0%B8%20Zanolli%20Synthesis.pdf,688286,,133.5 кг,от 40 до 50 пицц в час,380 В,30 см
https://cdn.entero.ru/mp@2x/c8/53/c853de7d640d230ae262b792b7565870.jpg;https://cdn.entero.ru/mp@2x/1e/27/1e27ebd9fa4b8065a72b8b06c662a436.jpg;https://cdn.entero.ru/mp@2x/61/2b/612b5a05a80d36452ab5820d5cd3fda3.jpg,Печь конвейерная Abat ПЭК-600 с дверцей,21000003092,659412,RUB,Нет,Abat,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/201307,"<p>Конвейерная печь​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/201307""><b class=""b"">Abat ПЭК-600</b></a> предназначена для выпечки хлебобулочных изделий, требующих высокой температуры приготовления, на предприятиях общественного питания самостоятельно или в составе технологической линии. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость камеры: 8 пицц</li>
<li>Внутренние размеры камеры: 770х693, 5х88 мм</li>
<li>Размеры конвейера: 1465х652 мм</li>
<li>Номинальная потребляемая мощность: 19,073 кВт</li>
<li>Диапазон регулирования времени выпечки: от 15 сек. до 15 мин.</li>
</ul>

<p><br>
<em>* При среднем времени выпечки 3,5 мин. и пиццы диаметром 30 см.</em></p>

<p><span style=""color:#FF0000;""><em>Внимание! На фото аналогичная модель другого размера.</em></span></p>",201307,от 70 до 315 °С,,2131 мм,1245 мм,1143 мм,,Россия,,,0,https://entero.ru/manuals/235664/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/235666/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9A-600.pdf;https://entero.ru/manuals/237232/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9A-600%20%D1%81%20%D0%B4%D0%B2%D0%B5%D1%80%D1%86%D0%B5%D0%B9.pdf,709045,,275 кг,82 пицц в час,380 В,30 см
https://cdn.entero.ru/mp@2x/ff/18/ff1848fc4ad308e8ca47c47dc7a8eb27.jpg,Печь для пиццы Moretti Forni T64E (без подставки),Печь для пиццы Moretti Forni T64E (без подставки),703117,RUB,Нет,Moretti Forni,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/263521,"<p>Конвейерная печь<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/263521""><b class=""b""> Moretti T64E</b></a> предназначена для выпечки пиццы на предприятиях общественного питания и торговли. Модель оснащена регулятором 2 температур Dual Temp.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Охлаждаемые наружные поверности Cool Around</li>
<li>Пропорциональный регулятор мощности Adaptive Power</li>
<li>Регулятор рабочего режима Eco Standby</li>
<li>20 настраиваемых программ</li>
<li>""Умный"" подход к выпеканию с помощью 2 зондов</li>
<li>Недельное программирование включения / выключения</li>
<li>Низкий уровень шума</li>
<li>Возможность прерывать цикл выпечки STEP</li>
<li>Функция блокировки</li>
<li>Компактный размер</li>
</ul>",263521,,6.9 кВт,1234 мм,800 мм,1080 мм,131 кг,Италия,1,1380x920x1255 мм,0,,764258,,111 кг,25 пицц в час,380 В,33 см
https://cdn.entero.ru/mp@2x/00/25/00253c3dfac848a33f2bb38081935c22.jpg;https://cdn.entero.ru/mp@2x/75/f1/75f1c47e2ab0fb8bd346e97c2623edea.jpg;https://cdn.entero.ru/mp@2x/7d/61/7d61c61283f329ada39ff1ef0f6b0872.jpg;https://cdn.entero.ru/mp@2x/14/0d/140d05d58315d20d551347dbaa813394.jpg,Печь конвейерная Abat ПЭК-800 (без основания),21000001775,756732,RUB,Нет,Abat,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/153913,"<p>Конвейерная печь​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/153913""><b class=""b"">Abat ПЭК-800</b></a> предназначена для выпечки хлебобулочных изделий, требующих высокой температуры приготовления, на предприятиях общественного питания самостоятельно или в составе технологической линии. </p>

<p>Возможность установки конвейерных печей в колонну до 2 ярусов, что позволяет в разы повысить производительность, при этом занимая минимальную площадь. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость камеры: 8 шт. </li>
<li>Внутренние размеры камеры: 1014х853 мм</li>
<li>Размеры конвейера: 1830х813 мм</li>
<li>Диапазон регулирования времени выпечки: от 15 сек. до 15 мин.</li>
</ul>

<p><br>
<em>* При среднем времени выпечки 3,5 мин. и пиццы диаметром 40 см.</em></p>

<p><em><span style=""color:#FF0000;"">​Внимание! На фото печь для пиццы вместе с подставкой, которая в комплект поставки не входит и приобретается отдельно.</span></em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. </span></em></p>",153913,от 70 до 330 °С,27.5 кВт,1360 мм,1830 мм,1160 мм,,Россия,,,0,https://entero.ru/manuals/182394/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9A-800.pdf;https://entero.ru/manuals/182396/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9A-800.pdf;https://entero.ru/manuals/182395/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/182397/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B5.pdf,805034,,346 кг,64 пицц в час,380 В,40 см
https://cdn.entero.ru/mp@2x/66/77/6677dd4299fcec0c6ff5cb29b2ffc120.jpg,Печь конвейерная Senoven SEN 1500,SENOVEN SEN1500 (Подставка в комплекте),763070,RUB,Нет,Senoven,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/117185,"<p>Конвейерная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117185"">Senoven SEN 1500</a></b> предназначена для выпекания пиццы и приготовления тостов, плоских батонов, хлеба и лазаньи на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки оборудования входит подставка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция программирования</li>
<li>Низкое потребление электроэнергии</li>
<li>Равномерное распределение тепла</li>
<li>Электронный экран управления</li>
<li>Боковое окно для наблюдения за процессом приготовления</li>
<li>Подача горячего воздуха сверху и снизу камеры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: 455 мм</li>
<li>Длина ленты: 1500 мм</li>
<li>Размер камеры: 486х710х77 мм</li>
<li>Максимальная мощность: 13 кВт</li>
<li>Потребляемая мощность: от 5 до 6 кВт</li>
<li>Высота печи на подставке: 1070 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",117185,,,1043 мм,1710 мм,450 мм,,Турция,,,0,https://entero.ru/manuals/216312/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Senoven%202021.pdf,820505,,159 кг,41 пицц в час,220 В,
https://cdn.entero.ru/mp@2x/49/48/4948c71e0dd85ac5960c4539555af4e6.jpg;https://cdn.entero.ru/mp@2x/dd/09/dd09aa61adf6bdb8174372ad24f7751f.jpg;https://cdn.entero.ru/mp@2x/d7/83/d78380537f3c61baa171c82c650a307f.jpg;https://cdn.entero.ru/mp@2x/22/5d/225dd2e9d94134b999de7f0977f9daa3.jpg,Печь конвейерная Abat ПЭК-800,21000002738,775294,RUB,Нет,Abat,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/130718,"<p>Конвейерная печь​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130718"">Abat ПЭК-800</a></b> предназначена для выпечки хлебобулочных изделий, требующих высокой температуры приготовления, на предприятиях общественного питания самостоятельно или в составе технологической линии. </p>

<p>Возможность установки конвейерных печей в колонну до 2 ярусов, что позволяет в разы повысить производительность, при этом занимая минимальную площадь. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость камеры: 8 шт. </li>
<li>Внутренние размеры камеры: 1014х853 мм</li>
<li>Размеры конвейера: 1830х813 мм</li>
<li>Диапазон регулирования времени выпечки: от 15 сек. до 15 мин.</li>
</ul>

<p><br>
<em>* При среднем времени выпечки 3,5 мин. и пиццы диаметром 40 см.</em></p>

<p><em><span style=""color:#FF0000;"">​Внимание! На фото печь для пиццы вместе с подставкой, которая в комплект поставки не входит и приобретается отдельно.</span></em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. </span></em></p>",130718,от 70 до 330 °С,27.5 кВт,1360 мм,1830 мм,1160 мм,,Россия,,,0,https://entero.ru/manuals/146219/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9A-800.pdf;https://entero.ru/manuals/146221/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9A-800.pdf;https://entero.ru/manuals/146220/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/146222/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B5.pdf,842711,,346 кг,64 пицц в час,380 В,40 см
https://cdn.entero.ru/mp@2x/83/61/8361970908651e8364ac0c8ef1e7865e.jpg,Печь конвейерная Abat ПЭК-800 с дверцей (без основания),21000001776,781242,RUB,Нет,Abat,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/153916,"<p>Конвейерная печь​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/153916""><b class=""b"">Abat ПЭК-800 с дверцей</b></a> предназначена для выпечки хлебобулочных изделий, требующих высокой температуры приготовления, на предприятиях общественного питания самостоятельно или в составе технологической линии. </p>

<p>Возможность установки конвейерных печей в колонну до 2 ярусов, что позволяет в разы повысить производительность, при этом занимая минимальную площадь. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость камеры: 8 пицц </li>
<li>Внутренние размеры камеры: 1014х853 мм</li>
<li>Размеры конвейера: 1830х813 мм</li>
<li>Диапазон регулирования времени выпечки: от 15 сек. до 15 мин.</li>
</ul>

<p><br>
<em>* При среднем времени выпечки 3,5 мин. и пиццы диаметром 40 см.</em></p>",153916,от 70 до 330 °С,27.5 кВт,1360 мм,1830 мм,1160 мм,,Россия,,,0,https://entero.ru/manuals/182401/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9A-800.pdf;https://entero.ru/manuals/182403/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9A-800.pdf;https://entero.ru/manuals/182402/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/182404/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B5.pdf,,,347 кг,64 пицц в час,380 В,40 см
https://cdn.entero.ru/mp@2x/09/73/0973a434fe463f1317bbf3c0e87d0a38.jpg,Печь конвейерная Senoven SEN 1502 ГАЗ,SEN1502 газ (Подставка в комплекте),801460,RUB,Нет,Senoven,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/117186,"<p>Конвейерная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117186"">Senoven SEN 1502 ГАЗ</a></b> предназначена для выпекания пиццы и приготовления тостов, плоских батонов, хлеба и лазаньи на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки оборудования входит подставка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Запрограммированная память</li>
<li>Возможность ручного программирования</li>
<li>Конвекционный нагрев камеры</li>
<li>Равномерное распределение тепла</li>
<li>Электронный экран управления</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: 455 мм</li>
<li>Длина ленты: 1500 мм</li>
<li>Размер камеры: 486х710х77 мм</li>
<li>Максимальная мощность: 13 кВт</li>
<li>Потребляемая мощность: от 5 до 6 кВт</li>
<li>Высота печи на подставке: 1070 мм</li>
<li>Расход газа: 0,65 м<sup>3</sup>/ч</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",117186,,,1043 мм,1710 мм,450 мм,,Турция,,,0,https://entero.ru/manuals/216311/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Senoven%202021.pdf,843642,,159 кг,41 пицц в час,"газ, 220 В",
https://cdn.entero.ru/mp@2x/b2/f0/b2f0e3e32da0c8295c0eae497ea09153.jpg;https://cdn.entero.ru/mp@2x/4b/49/4b49ebf9f70c5074d80e5d03ba4f26e9.jpg;https://cdn.entero.ru/mp@2x/e7/70/e7704227493e31703f949df5e40de697.jpg;https://cdn.entero.ru/mp@2x/9c/28/9c28573cd76eebe9af4518eafda09758.jpg;https://cdn.entero.ru/mp@2x/c8/97/c897e9f16d3c25cdfcaf34e40e38aa55.jpg,Печь конвейерная OEM-ALI TL105L1K(04130),TL/105L/1 (04130) / TL105L1 (04130),806408,RUB,Нет,OEM-ALI,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/50453,"<p>Статическая печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/50453""><b class=""b"">OEM-ALI TL105L1K</b></a> оборудована конвейером шириной 520 мм и имеет возможность установки до трех камер. Конвейер печи движется справа налево (возможно изменение направления движения слева направо).</p>

<p>В комплект поставки входят 1 скрин 33 см, 2 скрина 45 см, конвейер и контроллер печи TL/105 Control panel, а также комплект термоизоляции SR/51010.</p>

<p>Дополнительно можно приобрести открытые стенды SU278, закрытые стенды 04126, расстоечные шкафы 04125 и комплект из 4 колес (2 с тормозами) и термоизоляцию OMSR51010.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Камера из нержавеющей стали AISI 304</li>
<li>Цифровая панель управления без контроллера</li>
<li>Возможна регулировка скорости движения конвейера и степени нагрева верхних и нижних ТЭНов с шагом 10%</li>
<li>Кнопка экономного режима</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер камеры: 1000х500х105 мм</li>
</ul>",50453,400 °С,от 7 до 11.5 кВт,2200 мм,970 мм,422 мм,,Италия,,,0,https://entero.ru/manuals/92849/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20OEM-ALI%20TL105L1K%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,848851,,242 кг,от 25 до 50 пицц в час,380 В,от 33 до 45 см
https://cdn.entero.ru/mp@2x/32/b9/32b95967b0d477e8638151b7fa61e264.jpg,Печь конвейерная Senoven SEN 1600,SEN1600 (Подставка в комплекте),839520,RUB,Нет,Senoven,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/117187,"<p>Конвейерная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117187"">Senoven SEN 1600</a></b> предназначена для выпекания пиццы и приготовления тостов, плоских батонов, хлеба и лазаньи на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки оборудования входит подставка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Встроенная функция программирования</li>
<li>Возможность ручной регулировки программ</li>
<li>Конвекционный нагрев камеры</li>
<li>Низкое потребление электроэнергии</li>
<li>Равномерное распределение тепла</li>
<li>Электронный экран управления</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<div>
<ul>
<li style=""box-sizing: border-box; margin: 0px 0px 0px 30px; padding: 1px 0px; list-style-type: disc; line-height: 16px; background-color: rgb(255, 255, 255);"">Ширина ленты: 535 мм</li>
<li style=""box-sizing: border-box; margin: 0px 0px 0px 30px; padding: 1px 0px; list-style-type: disc; line-height: 16px; background-color: rgb(255, 255, 255);"">Длина ленты: 1600 мм</li>
<li style=""box-sizing: border-box; margin: 0px 0px 0px 30px; padding: 1px 0px; list-style-type: disc; line-height: 16px; background-color: rgb(255, 255, 255);"">Размер камеры: 566х710х80 мм</li>
<li style=""box-sizing: border-box; margin: 0px 0px 0px 30px; padding: 1px 0px; list-style-type: disc; line-height: 16px; background-color: rgb(255, 255, 255);"">Максимальная мощность: 15 кВт</li>
<li style=""box-sizing: border-box; margin: 0px 0px 0px 30px; padding: 1px 0px; list-style-type: disc; line-height: 16px; background-color: rgb(255, 255, 255);"">Потребляемая мощность: от 7 до 8 кВт</li>
<li style=""box-sizing: border-box; margin: 0px 0px 0px 30px; padding: 1px 0px; list-style-type: disc; line-height: 16px; background-color: rgb(255, 255, 255);"">Высота печи на подставке: 1070 мм</li>
</ul>
</div>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",117187,,,1123 мм,1710 мм,450 мм,,Турция,,,0,https://entero.ru/manuals/216310/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Senoven%202021.pdf;https://entero.ru/manuals/306962/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Senoven%20SEN%201600%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.docx,,,180 кг,57 пицц в час,380 В,
https://cdn.entero.ru/mp@2x/a1/f9/a1f9353d8f75809f85733aeef3f91b44.jpg,Печь конвейерная Abat ПЭК-800/2 (без основания),21000003140,844190,RUB,Нет,Abat,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/201328,"<p>Конвейерная печь​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/201328""><b class=""b"">Abat ПЭК-800/2</b></a> предназначена для выпечки хлебобулочных изделий, требующих высокой температуры приготовления, на предприятиях общественного питания самостоятельно или в составе технологической линии. </p>

<p>Печь может устанавливаться в колонну на передвижную подставку 2 ярусом. Подставка с колесами приобретается отдельно.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость камеры: 8 пицц</li>
<li>Внутренние размеры камеры: 1014х853 мм</li>
<li>Количество конвейеров: 2</li>
<li>Размеры конвейера: 1787х402 мм</li>
<li>Номинальная потребляемая мощность: 27,5 кВт</li>
<li>Диапазон регулирования времени выпечки: от 15 сек. до 15 мин.</li>
</ul>

<p><br>
<em>* При среднем времени выпечки 3,5 мин. и пиццы диаметром 40 см.</em></p>

<p><span style=""color:#FF0000;""><em>​Внимание! На фото печь для пиццы вместе с подставкой, которая в комплект поставки не входит и приобретается отдельно.</em></span></p>",201328,от 70 до 315 °С,,1927 мм,1374 мм,660 мм,,Россия,,,0,https://entero.ru/manuals/235709/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9A-800_2.pdf;https://entero.ru/manuals/235710/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/235711/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/235712/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%AD%D0%9A-800_2.pdf,,,299 кг,86 пицц в час,380 В,40 см
