Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Вес (с упаковкой),Тип управления,Материал корпуса,Диаметр ножа,Толщина нарезки,Материал ножа
https://cdn.entero.ru/mp@2x/50/7d/507d896460de95e4ea92b24091f980c0.jpg,Слайсер Kocateq MS220WD,32756,23091,RUB,Нет,Kocateq,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/123449,"<p>Слайсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123449""><b class=""b"">Kocateq MS250WD </b></a>предназначен для нарезания ломтями салями, ветчины, мяса, сыров и овощей на предприятиях общественного питания и торговли. Корпус и движущиеся части выполнены из нержавеющей стали с полированной поверхностью, толкатель - из металла, защитный экран - из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Горизонтальный нож</li>
<li>Съемное заточное устройство для простой 2-сторонней правки диска</li>
<li>Узел регулировки толщины с легко читаемой шкалой</li>
<li>Вал ножа с оборой на 2 шарикоподшипника для долговечности</li>
<li>Безопасность работы:
<ul>
<li>Лезвие открыто только в зоне нарезания</li>
<li>Прозрачный защитный экран</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина хода каретки: 150 мм</li>
<li>Габариты в упаковке: 425x465x355 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Тефлоновый нож</li>
</ul>",123449,220 В,0.21 кВт,410 мм,400 мм,350 мм,,Ю. Корея,,,0,https://entero.ru/manuals/130721/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,24829,,,,полуавтоматический,сталь,220 мм,от 0 до 13 мм,хромированная сталь
https://cdn.entero.ru/mp@2x/83/c1/83c14b15565cd202d34beab41c63aa6f.jpg,Слайсер Kocateq MS250WD,32757,24820,RUB,Нет,Kocateq,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/123448,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123448"">Kocateq MS250WD</a></b>предназначен для нарезания ломтями салями, ветчины, мяса, сыров и овощей на предприятиях общественного питания и торговли. Корпус и движущиеся части выполнены из нержавеющей стали с полированной поверхностью, толкатель - из металла, защитный экран - из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Горизонтальный нож</li>
<li>Съемное заточное устройство для простой 2-сторонней правки диска</li>
<li>Узел регулировки толщины с легко читаемой шкалой</li>
<li>Вал ножа с оборой на 2 шарикоподшипника для долговечности</li>
<li>Безопасность работы:
<ul>
<li>Лезвие открыто только в зоне нарезания</li>
<li>Прозрачный защитный экран</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина хода каретки: 240 мм</li>
<li>Габариты в упаковке: 460х520х375 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Тефлоновый нож</li>
</ul>",123448,220 В,0.24 кВт,470 мм,420 мм,390 мм,,Ю. Корея,,,0,https://entero.ru/manuals/130720/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,,,,,полуавтоматический,сталь,250 мм,от 0 до 13 мм,хромированная сталь
https://cdn.entero.ru/mp@2x/3d/59/3d59e18e0ef2a0b51213bfe82359625a.jpg;https://cdn.entero.ru/mp@2x/76/9f/769f9b88b848d0b30590bbd48f9eb237.jpg;https://cdn.entero.ru/mp@2x/b2/bf/b2bf91184faaa2bd88ade4fed50405a0.jpg;https://cdn.entero.ru/mp@2x/f5/3d/f53dc34e8820f05d2c6ece6ff220097f.jpg;https://cdn.entero.ru/mp@2x/46/b4/46b4fd93813e2302f0914d654f6d151c.jpg;https://cdn.entero.ru/mp@2x/75/ed/75ed0bccb827bd7b1fe1aa3801d0182c.jpg,Слайсер RGV Lusso 25 GS Prof,Lusso 25 GS CEV,51196,RUB,Нет,RGV,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/245046,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245046"">RGV Lusso 25 GS Prof</a></b> предназначен для нарезки мяса, сыров, колбасных изделий, хлеба и других гастрономических изделий на ровные ломтики на предприятиях общественного питания, торговли и пищевой промышленности. Модель оснащена наклонным дисковым ножом. Основание выполнено из алюминия, покрытого пригодной для контакта с пищевыми продуктами краской, лезвие – из закаленной шлифованной стали с твердым хромированным покрытием, крышка ножа, лоток для продуктов и перегородка для регулировки нарезки – из анодированого алюминия с полированным покрытием, защитный экран – из плексигласа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины нарезки с помощью градуированной поворотной ручки</li>
<li>Профессиональный двигатель с принудительной вентиляцией для защиты от перегрева</li>
<li>Удерживающий лезвие вал на двойном шарикоподшипнике для минимизации уровня шума</li>
<li>Каретка с прозрачным защитным экраном для предотвращаения травм рук </li>
<li>Встроенное профессиональное заточное устройство с возможностью фиксирования положения для заточки</li>
<li>Кнопка аварийной остановки</li>
<li>Cветодиодная индикация питания</li>
<li>Металлический толкатель</li>
<li>Регулируемые по высоте опоры для компенсации неровностей установочной поверхности</li>
<li>Увеличенный зазор между ножом и основанием для удобства очистки</li>
<li>Устойчивость к коррозии для получения гигиенически чистого продукта</li>
<li>Простое управление</li>
<li>Безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальные габариты нарезаемого продукта: 210х165(±5) мм</li>
<li>Диаметр нарезки: 145(±5) мм</li>
<li>Длина хода каретки: 255 мм</li>
<li>Габариты основания: 400х250 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Тефлоновый нож</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",245046,220 В,0.14 кВт,400 мм,250 мм,375 мм,,Италия,,,0,https://entero.ru/manuals/296103/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20RGV%20Lusso%2025%20GS%20Prof.pdf;https://entero.ru/manuals/296104/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20RGV%20Lusso%2025%20GS%20Prof.pdf;https://entero.ru/manuals/296105/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,,полуавтоматический,"анодированный алюминий, полированный алюминий, крашеный алюминий",250 мм,от 0 до 16 мм,хромированная сталь
https://cdn.entero.ru/mp@2x/89/29/8929ccbd14a23067c9a08365a2d84e1e.jpg,Слайсер RGV Dolly 300/A,Dolly 300 A,72338,RUB,Нет,RGV,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/64448,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64448"">RGV DOLLY 300/A</a></b> предназначен для использования на предприятиях общественного питания, торговли, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров, для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ровные и равные ломтики.</p>

<p>Профессиональный мотор с функцией принудительной вентиляции исключает возможность перегрева оборудования, а также делает его работу практически бесшумной. Слайсер оснащен съемным устройством для заточки ножа с двойным наждаком. Поддон для продуктов, перемычка для регулирования толщины среза, кольцо, покрывающее лезвие, и держатель продуктов выполнены из алюминия, отполированного путем анодирования, что обеспечивает их гигиеническую чистоту и защиту от коррозии.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закаленный хромированный профессиональный нож, гарантирующий высокую эффективность нарезки</li>
<li>Рукоятка управления лезвием установлена на двойной шарикоподшипник, что делает работу слайсера практически бесшумной</li>
<li>Особый механизм безопасности позволяет разобрать слайсер только тогда, когда перемычка для регулирования толщины среза находится в положении ""0"", и диск полностью защищен</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер нарезаемого продукта: 245х220 мм</li>
<li>Длина хода каретки: 270 мм</li>
<li>Размер пластины: 260х285 мм</li>
<li>Размер базы: 455х315 мм</li>
<li>Габариты в упаковке: 630х530х480 мм</li>
<li>Объем в упаковке: 0,16 м<sup>3</sup></li>
</ul>",64448,220 В,0.23 кВт,570 мм,480 мм,420 мм,,Италия,,,0,https://entero.ru/manuals/35489/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20RGV%20DOLLY%20300_A.jpg,76955,,24 кг,,полуавтоматический,анодированный алюминий,300 мм,от 0 до 15 мм,хромированная сталь
https://cdn.entero.ru/mp@2x/16/c7/16c79b3aacfb4764368d46c7efce302b.jpg,Слайсер FIMAR ECO300,Слайсер FIMAR ECO300,76079,RUB,Нет,FIMAR,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/124359,"<p>Слайсер<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124359"">FIMAR ECO300</a></b> предназначен для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ровные и равные ломтики на предприятиях общественного питания и торговли. Модель оснащена фиксированным шлифовальным устройством с парой шлифмашин для заточки полотна, держателем ползунков с системой ""Easy Clean"" для облегчения очистки и фиксированным кольцом для защиты полотна. Корпус выполнен из окрашенного алюминиевого сплава.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезная длина резки: 200x205 мм</li>
<li>Размер опорной поверхности: 400x250 мм</li>
<li>Габариты в упаковке: 510x620x470 мм</li>
<li>Объем упаковки: 0,148 м<sup>3</sup></li>
</ul>",124359,220 В,0.18 кВт,550 мм,480 мм,430 мм,,Италия,,,0,https://entero.ru/manuals/133044/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%20ECO300.pdf;https://entero.ru/manuals/375787/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20ECO300.pdf;https://entero.ru/manuals/375788/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20FIMAR%20ECO300.pdf;https://entero.ru/manuals/375789/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20FIMAR%20ECO300.pdf;https://entero.ru/manuals/375790/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,80935,,17 кг,,полуавтоматический,крашеный алюминий,300 мм,от 0 до 16 мм,нержавеющая сталь
https://cdn.entero.ru/mp@2x/42/57/42574cb589cac1280b19bf829841c672.jpg,Слайсер Kocateq MS300WD,32758,36731,RUB,Нет,Kocateq,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/139615,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/139615"">Kocateq MS300WD</a></b> предназначен для нарезания ломтями салями, ветчины, мяса, сыров и овощей на предприятиях общественного питания и торговли. Корпус и движущиеся части выполнены из нержавеющей стали с полированной поверхностью, толкатель - из металла, защитный экран - из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Горизонтальный нож</li>
<li>Съемное заточное устройство для простой 2-сторонней правки диска</li>
<li>Узел регулировки толщины с легко читаемой шкалой</li>
<li>Вал ножа с оборой на 2 шарикоподшипника для долговечности</li>
<li>Безопасность работы:
<ul>
<li>Лезвие открыто только в зоне нарезания</li>
<li>Прозрачный защитный экран</li>
</ul>
</li>
<li>Регулируемые ножки из материала, надежно фиксирующие машину в процессе эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина хода каретки: 220 мм</li>
<li>Габариты в упаковке: 635х525х485 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Тефлоновый нож</li>
</ul>",139615,220 В,0.27 кВт,590 мм,525 мм,440 мм,,Ю. Корея,,,0,https://entero.ru/manuals/162470/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,38261,,,,полуавтоматический,сталь,300 мм,от 0 до 18 мм,хромированная сталь
https://cdn.entero.ru/mp@2x/5e/55/5e55ec1c43113ca12265ddf7dc2c567d.jpg;https://cdn.entero.ru/mp@2x/e2/27/e2278aef1d8d82358eb84ba34f624ed3.jpg,Слайсер Sirman TOPAZ 250,Слайсер Sirman TOPAZ 250,62911,RUB,Нет,Sirman,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/74946,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74946"">Sirman TOPAZ 250</a> </b>предназначен для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ровные и равные ломтики на предприятиях общественного питания и торговли. Модель оснащена бесшумным и крепким асинхронным двигателем и зубчатыми лезвиями.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Крепкая ременная передача Поли-В</li>
<li>Встроенное затачивающие устройство с двойным наждаком</li>
<li>Лезвие высокотемпературной ковки</li>
<li>Скольжение каретки по самосмазывающимся втулкам</li>
<li>Плоская база для более лёгкой очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ход каретки: 235 мм</li>
<li>Наклон ножа: 25°</li>
<li>Размер лотка: 220x225 мм</li>
<li>Габариты в упаковке: 600x500x420 мм</li>
</ul>",74946,220 В,0.145 кВт,440 мм,510 мм,370 мм,,Италия,,,0,https://entero.ru/manuals/46383/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20TOPAZ%20250.pdf;https://entero.ru/manuals/46384/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20TOPAZ%20250.jpg;https://entero.ru/manuals/420000/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72912/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,68382,,15.5 кг,,полуавтоматический,анодированный алюминий,250 мм,от 0 до 13 мм,нержавеющая сталь
https://cdn.entero.ru/mp@2x/57/14/57140e1f07e6ad0c9488d8d5455e6116.jpg,Слайсер Assum ТТ-М29С,Слайсер Assum ТТ-М29С,82618,RUB,Нет,Assum,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/157906,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/157906"">Assum ТТ-М29С</a> </b>предназначен для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ломтики различной толщины на предприятиях общественного питания и торговли. Модель оснащена 28 ножами. Все детали, которые соприкасаются с продуктами, выполнены из нержавеющей стали. </p>

<p>В комплект поставки входит один комплект лезвий диаметром 90 мм. </p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Производительность: 250 кг/ч </li>
<li>Размер загрузочного окна: 90х80 мм</li>
<li>Количество ножей в вале: 14 шт. </li>
<li>Количество ломтиков: 13 шт. </li>
<li>Ширина нарезки: 5 мм</li>
<li>Габариты в упаковке: 620х400х590 мм​<em><span style=""color:#FF0000;"">​</span></em></li>
</ul>",157906,220 В,0.6 кВт,450 мм,320 мм,430 мм,,Китай,,,0,https://entero.ru/manuals/490646/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239941&hd=2&autoplay=0,33 кг,,автоматический,сталь,90 мм,,нержавеющая сталь
https://cdn.entero.ru/mp@2x/e5/27/e5275c01c561b6b952333b2231fded35.jpg,Слайсер Minerva 300 GXE/I,Слайсер Minerva 300 GXE/I,285574,RUB,Нет,,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/143226,"<p>Гравитационный слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/143226"">Minerva 300 GXE/I</a></b> используется на предприятиях общественного питания и торговли для нарезки колбас и мясных деликатесов. Модель оснащена съемным бункером, зубчатой передачей, кареткой на двойной прямой опоре, затачивающим устройством, позволяющим постоянно держать режущую кромку ножа острой. Управление осуществляется при помощи выключателя нулевого напряжения.</p>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер cреза: 170x290 мм</li>
<li>Диаметр среза: 190 мм</li>
<li>Ход каретки: 320 мм</li>
</ul>",143226,220 В,0.3 кВт,670 мм,460 мм,450 мм,,Италия,,,0,https://entero.ru/manuals/167685/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Minerva%20300%20GXE_I%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,30 кг,,полуавтоматический,анодированный алюминий,300 мм,от 0 до 15 мм,
https://cdn.entero.ru/mp@2x/97/d0/97d037d36f0df435e56374ccf6e196b8.jpg,Слайсер Assum HBS-220JS,Слайсер Assum HBS-220JS,28686,RUB,Нет,Assum,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/157902,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/157902"">Assum HBS-220JS</a> </b>предназначен для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ломтики различной толщины на предприятиях общественного питания и торговли. </p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Ширина нарезки: 180 мм</li>
<li>Габариты в упаковке: 520х420х380 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение на фото приведено в ознакомительных целях и может отличаться от оригинала.</span></em></p>",157902,220 В,0.12 кВт,520 мм,420 мм,380 мм,,Китай,,,0,https://entero.ru/manuals/490647/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,29881,https://vk.com/video_ext.php?oid=-177656185&id=456239275&hd=2&autoplay=0,13 кг,,механический,,220 мм,от 0.2 до 12 мм,
https://cdn.entero.ru/mp@2x/34/72/3472b59c08d0a53a2e153854f2989607.jpg,Слайсер Vortmax GSM 220,Слайсер Vortmax GSM 220,32098,RUB,Нет,Vortmax,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/73647,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73647"">Vortmax GSM 220</a></b> предназначен для нарезки мяса, сыра, колбасных изделий и продуктов питания на ломтики заданной толщины на предприятиях общественного питания и торговли, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Модель оснащена фиксированным затачивающим устройством и вентилируемым мотором. Устройство подачи продукта выполнено из анодированного алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения ножа 320 об./мин.</li>
<li>Максимальный размер нарезаемого продукта: 230х165 мм</li>
</ul>",73647,220 В,0.14 кВт,480 мм,540 мм,400 мм,,Италия,,,0,https://entero.ru/manuals/428137/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vortmax%20GSM%20220.pdf,33435,,13 кг,,полуавтоматический,алюминий,220 мм,от 0 до 15 мм,хромированная сталь
https://cdn.entero.ru/mp@2x/db/86/db86ce9935f2ae84ee42f3fbd813bb6f.jpg;https://cdn.entero.ru/mp@2x/4c/05/4c05342940c3c453db2f09f60daafe49.jpg,Слайсер VIATTO HBS-275,Слайсер VIATTO HBS-275,35640,RUB,Нет,VIATTO,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/145403,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/145403"">VIATTO HBS-275</a> </b>предназначен для нарезки тонкими одинаковыми ломтиками приготовленного мяса, колбасных изделий, сыра и овощей на предприятиях общественного питания и торговли. Модель оснащена затачивающим устройством, прикрепленным на каретку. Корпус выполнен из анодированного алюминиевого сплава.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезная режущая поверхность: 200 мм</li>
</ul>",145403,220 В,0.25 кВт,543 мм,457 мм,417 мм,23.5 кг,Китай,1,450x500x450 мм,0,https://entero.ru/manuals/409672/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20HBS-275.pdf;https://entero.ru/manuals/409673/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/463748/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20HBS-275.xls,,,20.6 кг,,полуавтоматический,анодированный алюминий,275 мм,от 0.2 до 15 мм,
https://cdn.entero.ru/mp@2x/a7/cc/a7ccbbde1bc156c2025bac0b4b4b75f3.jpg;https://cdn.entero.ru/mp@2x/bd/39/bd39c77ebd97deea44e6672e9b64ed7b.jpg;https://cdn.entero.ru/mp@2x/aa/2e/aa2e54461822fda59af246beba4642dd.jpg;https://cdn.entero.ru/mp@2x/93/67/9367ffaeb28492d84438af1e845b7d46.jpg;https://cdn.entero.ru/mp@2x/fc/8b/fc8bb8ff340d8ff2798502d1e465f1fd.jpg;https://cdn.entero.ru/mp@2x/b6/c3/b6c374b805148404e12079551fb72aa9.jpg,Слайсер RGV Lusso 22 GS Prof,Lusso 22 GS CEV,47272,RUB,Нет,RGV,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/245047,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245047"">RGV Lusso 22 GS Prof</a></b> предназначен для нарезки мяса, сыров, колбасных изделий, хлеба и других гастрономических изделий на ровные ломтики на предприятиях общественного питания, торговли и пищевой промышленности. Модель оснащена наклонным дисковым ножом. Основание выполнено из алюминия, покрытого пригодной для контакта с пищевыми продуктами краской, лезвие – из закаленной шлифованной стали с твердым хромированным покрытием, крышка ножа, лоток для продуктов и перегородка для регулировки нарезки – из анодированого алюминия с полированным покрытием, защитный экран – из плексигласа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины нарезки с помощью градуированной поворотной ручки</li>
<li>Профессиональный двигатель с принудительной вентиляцией для защиты от перегрева</li>
<li>Удерживающий лезвие вал на двойном шарикоподшипнике для минимизации уровня шума</li>
<li>Каретка с прозрачным защитным экраном для предотвращаения травм рук </li>
<li>Встроенное профессиональное заточное устройство с возможностью фиксирования положения для заточки</li>
<li>Кнопка аварийной остановки</li>
<li>Cветодиодная индикация питания</li>
<li>Металлический толкатель</li>
<li>Регулируемые по высоте опоры для компенсации неровностей установочной поверхности</li>
<li>Увеличенный зазор между ножом и основанием для удобства очистки</li>
<li>Устойчивость к коррозии для получения гигиенически чистого продукта</li>
<li>Простое управление</li>
<li>Безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальные габариты нарезаемого продукта: 210х135(±5) мм</li>
<li>Диаметр нарезки: 145(±5) мм</li>
<li>Длина хода каретки: 255 мм</li>
<li>Габариты основания: 400х250 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Тефлоновый нож</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",245047,220 В,0.14 кВт,400 мм,250 мм,355 мм,,Италия,,,0,https://entero.ru/manuals/296106/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20RGV%20Lusso%2022%20GS%20Prof.pdf;https://entero.ru/manuals/296107/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20RGV%20Lusso%2022%20GS%20Prof.pdf;https://entero.ru/manuals/296108/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,,полуавтоматический,"анодированный алюминий, полированный алюминий, крашеный алюминий",220 мм,от 0 до 16 мм,хромированная сталь
