Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Вес (с упаковкой),Длина,Количество в упаковке,Толщина материала
https://cdn.entero.ru/mp@2x/01/06/01068f1a3d24b5d9ce35e53772bc915c.jpg,"Пленка термоусадочная Hualian ПОФ 450мм 12,5мк 1000м","Пленка термоусадочная Hualian ПОФ 450мм 12,5мк 1000м",3101,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355780,"<p>Полиолефиновая термоусадочная пленка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355780"">Hualian ПОФ 450мм 12,5мк 1000м</a></b> используется для штучной и групповой упаковки продуктов питания и непродовольственных товаров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эффект усадки для обеспечения плотной и эстетичной обтяжки продукта</li>
<li>Улучшение внешнего вида упаковываемого товара</li>
<li>Максимальный обзор товара</li>
<li>Высокие барьерные свойства</li>
<li>Стойкость к механическим повреждениям</li>
<li>Надежная защита содержимого от пыли, влаги и другого негативного внешнего воздействия</li>
<li>Широкий диапазон рабочих температур</li>
<li>Эластичность</li>
<li>Возможность нанесения различной информации о продукте</li>
<li>Экономичный расход</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -40 °С до +40 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото пленка другого размера.</span></em></p>",355780,пленка,450 мм,,,,,,0,,,,Китай,Китай,,,1000000 мм,,12.5 мкм
https://cdn.entero.ru/mp@2x/ec/a4/eca4ff604cf03cd56138f49d6ac9c49f.jpg,Пленка термоусадочная Hualian ПОФ 500мм 15мк 750м,Пленка термоусадочная Hualian ПОФ 500мм 15мк 750м,3101,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355785,"<p>Полиолефиновая термоусадочная пленка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355785"">Hualian ПОФ 500мм 15мк 750м</a></b> используется для штучной и групповой упаковки продуктов питания и непродовольственных товаров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эффект усадки для обеспечения плотной и эстетичной обтяжки продукта</li>
<li>Улучшение внешнего вида упаковываемого товара</li>
<li>Максимальный обзор товара</li>
<li>Высокие барьерные свойства</li>
<li>Стойкость к механическим повреждениям</li>
<li>Надежная защита содержимого от пыли, влаги и другого негативного внешнего воздействия</li>
<li>Широкий диапазон рабочих температур</li>
<li>Эластичность</li>
<li>Возможность нанесения различной информации о продукте</li>
<li>Экономичный расход</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -40 °С до +40 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото пленка другого размера.</span></em></p>",355785,пленка,500 мм,,,,,,0,,4080,,Китай,Китай,,,750000 мм,,15 мкм
https://cdn.entero.ru/mp@2x/98/a5/98a52aaef937851858fe4021186116a5.jpg;https://cdn.entero.ru/mp@2x/48/60/486063cc7d6936091f2b986608faf435.jpg;https://cdn.entero.ru/mp@2x/cc/8e/cc8e1710cc73e4dd89297e72a1dd84ea.jpg;https://cdn.entero.ru/mp@2x/26/14/2614f5c62b8f1b6de20e0f78ba1c6b26.jpg,Пакеты вакуумные дой-пак CASO 1264 150мкм (25 шт.),1264,3127,RUB,Да,CASO,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/359510,"<p>Вакуумные пакеты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/359510""><b class=""b"">CASO 1264</b></a> используются совместно с камерными упаковщиками для упаковки пищевых продуктов в домашних условиях и последующего их хранения. Изделия 3 различных размеров выполнены из качественного безопасного для пищевой промышленности полимера.</p>

<p>В комплект поставки входит набор маркировочных стикеров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тонкая рифленая структура пленки</li>
<li>Наличие дна для устойчивости в вертикальном положении</li>
<li>Приготовление продуктов по технологии су-вид с макмимальной длительностью до 8 ч при температуре до 100 °С</li>
<li>Возможность разогрева в микроволновой печи с длительностью до 12 мин. при мощности 650 Вт</li>
<li>Возможность мойки в посудомоечной машине</li>
<li>Прозрачность</li>
<li>Защита продуктов от морозных ожогов</li>
<li>Прочный сварной шов</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Толщина пленки: 150 мкм</li>
<li>Количество в упаковке: 25 шт.</li>
<li>Габариты пакетов:
<ul>
<li>12 шт.: 300х200 мм</li>
<li>8 шт.: 350х250 мм</li>
<li>5 шт.: 400х300 мм</li>
</ul>
</li>
</ul>",359510,,,,,,,,0,,4467,,Германия,Китай,для вакуумных упаковщиков,,,,150 мкм
https://cdn.entero.ru/mp@2x/0f/a1/0fa1306f9c57a8fe9a25e408eb8e13e0.jpg,"Пакеты вакуумные CASO 3 Sterne 20*30, 105 мкм, 100 шт.","1297 / 3 Sterne 20*30, 105мкм, 100шт / 3 Sterne 20*30/105/100",3286,RUB,Да,CASO,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/346895,"<p>Вакуумные пакеты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346895""><b class=""b"">CASO 3 Sterne 20*30</b></a> используются совместно с бескамерными вакууматорами для упаковки продуктов в частных домах и квартирах, а также на предприятиях общественного питания и торговли для последующего их хранения или приготовления по технологии Sous Vide. Изделия выполнены из качественных пищевых полимеров, не содержащих бисфенол А.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тонкая ребристая структура</li>
<li>Прозрачные</li>
<li>Высокая устойчивость к разрывам</li>
<li>Термостойкость:
<ul>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для кипячения и приготовления по технологии Sous Vide </li>
</ul>
</li>
<li>Стабильный сварной шов</li>
<li>Подходит для повторного использования</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время термической обработки:
<ul>
<li>При 100 °С: до 15 мин.</li>
<li>При 70 °С: до 2 ч.</li>
</ul>
</li>
</ul>",346895,пакеты рифленые,200 мм,,,,,,0,,,,Германия,Германия,для вакуумных упаковщиков,,300 мм,100 шт.,105 мкм
https://cdn.entero.ru/mp@2x/0f/f5/0ff5e0d2b02f49cbb8f7ebad0a44a485.jpg;https://cdn.entero.ru/mp@2x/97/83/9783f9c59a3e1d304a284f8d0b423aad.jpg,"Рулоны вакуумные CASO 4 Sterne 30х720, 150 мкм, 2 шт.",4 Sterne 30*720/150/2,3286,RUB,Да,CASO,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/374827,"<p>Рулоны вакуумные <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374827""><b class=""b"">CASO 4 Sterne 30х720</b></a> используются в частных домах и квартирах совместно с бескамерными вакууматорами для упаковки продуктов и приготовления су-вид. Модель отличается высокой прочностью и устойчивостью к разрыву. Ребристая структура гарантирует герметичность. Изделия выполнены из многослойного материала ПА/ПЭ, безопасного для пищевых продуктов.</p>

<p>В комплект поставки входят 2 рулона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вакуумирование продуктов с острыми краями, например, кости</li>
<li>Защита от морозного ожога и потери ароматов</li>
<li>Возможно повторное использование</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Длительный срок хранения продуктов до 8 раз</li>
<li>Можно использовать в микроволновой печи при температуре до 70 °C и для заморозки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления су-вид: до 100 °C в течение максимально 8 часов</li>
<li>Размер: 300х7200 мм</li>
</ul>",374827,,,,,,,,0,,,,Германия,Китай,для вакуумных упаковщиков,,300 мм,2 шт.,150 мкм
https://cdn.entero.ru/mp@2x/e2/85/e28530dea4085c2ed9eaa7fcc6dd0878.jpg;https://cdn.entero.ru/mp@2x/12/5c/125cde5fb78793351fa83074cb1d86a8.jpg,"Набор пакетов и рулонов вакуумных CASO 7 Sterne 20*30-50, 20/30*600, 150 мкм","1235 / 7 Sterne 20*30-50, 20/30*600, 150мкм / 7 Sterne 20*30-50,20/30*600/150",3485,RUB,Да,CASO,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/346859,"<p>Набор вакуумных пакетов и рулонов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346859""><b class=""b"">CASO 7 Sterne 20*30-50, 20/30*600</b></a> используется совместно с бескамерными вакууматорами для упаковки продуктов в частных домах и квартирах, а также на предприятиях общественного питания и торговли для последующего их хранения или приготовления по технологии Sous Vide. Изделия выполнены из качественных пищевых полимеров, не содержащих бисфенол А.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тонкая ребристая структура</li>
<li>Прозрачные</li>
<li>Высокая устойчивость к проколам и разрывам, даже при вакуумировании продуктов с острыми краями</li>
<li>Термостойкость:
<ul>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для кипячения и приготовления по технологии Sous Vide </li>
<li>Подходит для использования в микроволновой печи</li>
</ul>
</li>
<li>Прочный сварной шов</li>
<li>Подходит для повторного использования и мытья в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество в упаковке:
<ul>
<li>Пакеты 20х30 см: 50</li>
<li>Рулоны:
<ul>
<li>20х600 см: 1</li>
<li>30х600 см: 1</li>
</ul>
</li>
</ul>
</li>
<li>Время кипячения при 100 °С: до 8 ч.</li>
</ul>",346859,пакеты рифленые,,,,,,,0,,,,Германия,Китай,для вакуумных упаковщиков,,,,150 мкм
https://cdn.entero.ru/mp@2x/a3/cc/a3cc582a5413a6923b132e14a4bdc505.jpg,Пленка термоусадочная Hualian ПОФ 600мм 15мк 750м,Пленка термоусадочная Hualian ПОФ 600мм 15мк 750м,3722,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355792,"<p>Полиолефиновая термоусадочная пленка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355792"">Hualian ПОФ 600мм 15мк 750м</a></b> используется для штучной и групповой упаковки продуктов питания и непродовольственных товаров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эффект усадки для обеспечения плотной и эстетичной обтяжки продукта</li>
<li>Улучшение внешнего вида упаковываемого товара</li>
<li>Максимальный обзор товара</li>
<li>Высокие барьерные свойства</li>
<li>Стойкость к механическим повреждениям</li>
<li>Надежная защита содержимого от пыли, влаги и другого негативного внешнего воздействия</li>
<li>Широкий диапазон рабочих температур</li>
<li>Эластичность</li>
<li>Возможность нанесения различной информации о продукте</li>
<li>Экономичный расход</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -40 °С до +40 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото пленка другого размера.</span></em></p>",355792,пленка,600 мм,,,,,,0,,5099,,Китай,Китай,,,750000 мм,,15 мкм
https://cdn.entero.ru/mp@2x/81/6b/816be6a809325d593245f26bcc11784f.jpg,Вставка для камеры INDOKOR для IVP-300/PJ,15801,3767,RUB,Да,INDOKOR,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/128726,"<p>Вставка для камеры используется совместно с вакуумными упаковщиками <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128726""><b class=""b"">INDOKOR IVP-300/PJ</b></a> для уменьшения объема камеры. Изделие выполнено из полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сокращется время откачки, что повышает производительность</li>
<li>Уменьшается износ помпы насоса</li>
<li>При использовании функции газонаполнения, уменьшается расход газа в 2-3 раза</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты: 300x310x20 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",128726,,300 мм,,,,,,0,,,1.4 кг,,,для вакуумных упаковщиков,1.7 кг,310 мм,,
https://cdn.entero.ru/mp@2x/cb/b4/cbb49b2e318acc47d558e5c65bd18880.jpg,Пленка термоусадочная Hualian ПОФ 600мм 19мк 600м,Пленка термоусадочная Hualian ПОФ 600мм 19мк 600м,3771,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355796,"<p>Полиолефиновая термоусадочная пленка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355796"">Hualian ПОФ 600мм 19мк 600м</a></b> используется для штучной и групповой упаковки продуктов питания и непродовольственных товаров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эффект усадки для обеспечения плотной и эстетичной обтяжки продукта</li>
<li>Улучшение внешнего вида упаковываемого товара</li>
<li>Максимальный обзор товара</li>
<li>Высокие барьерные свойства</li>
<li>Стойкость к механическим повреждениям</li>
<li>Надежная защита содержимого от пыли, влаги и другого негативного внешнего воздействия</li>
<li>Широкий диапазон рабочих температур</li>
<li>Эластичность</li>
<li>Возможность нанесения различной информации о продукте</li>
<li>Экономичный расход</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -40 °С до +40 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото пленка другого размера.</span></em></p>",355796,пленка,600 мм,,,,,,0,,5096,,Китай,Китай,,,600000 мм,,19 мкм
https://cdn.entero.ru/mp@2x/a8/f8/a8f86b3beae4f8c66af07d6b902b25f8.jpg;https://cdn.entero.ru/mp@2x/36/09/3609d2d087e00eebf2da0e8c384cd2c8.jpg;https://cdn.entero.ru/mp@2x/6a/be/6abe5b0ec44d8d5e2f180983b24493d1.jpg,"Пакеты вакуумные CASO 6 Sterne 30*40, 150 мкм, 50 шт.","1246 / 6 sterne 30*40, 150мкм, 50 шт / 6 Sterne 30*40/150/50",3834,RUB,Да,CASO,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/346893,"<p>Вакуумные пакеты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346893""><b class=""b"">CASO 6 Sterne 30*40</b></a> используются совместно с бескамерными вакууматорами для упаковки продуктов в частных домах и квартирах, а также на предприятиях общественного питания и торговли для последующего их хранения или приготовления по технологии Sous Vide. Изделия выполнены из качественных пищевых полимеров, не содержащих бисфенол А.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тонкая ребристая структура</li>
<li>Прозрачные</li>
<li>Высокая устойчивость к проколам и разрывам, даже при вакуумировании продуктов с острыми краями</li>
<li>Термостойкость:
<ul>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для кипячения и приготовления по технологии Sous Vide </li>
<li>Подходит для использования в микроволновой печи</li>
</ul>
</li>
<li>Подходит для повторного использования и мытья в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время кипячения при 100 °С: до 8 ч.</li>
</ul>",346893,пакеты рифленые,300 мм,,,,,,0,,4511,,Германия,Китай,для вакуумных упаковщиков,,400 мм,50 шт.,150 мкм
https://cdn.entero.ru/mp@2x/f5/49/f549ac6e126b894ac8aaecd7518db740.jpg;https://cdn.entero.ru/mp@2x/53/b4/53b46296927c1073e6beb7108022495c.jpg,"Набор рулонов вакуумных CASO 7 Sterne 20/25/30*600, 150 мкм, 3 шт.","1231 / 7 Sterne 20/25/30*600, 150мкм, 3шт / 7 Sterne 20/25/30*600/150/3",3983,RUB,Да,CASO,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/346884,"<p>Набор вакуумных рулонов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346884""><b class=""b"">CASO 7 Sterne 20/25/30*600</b></a> используется совместно с бескамерными вакууматорами для упаковки продуктов в частных домах и квартирах, а также на предприятиях общественного питания и торговли для последующего их хранения или приготовления по технологии Sous Vide. Изделия выполнены из качественных пищевых полимеров, не содержащих бисфенол А.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тонкая ребристая структура</li>
<li>Прозрачные</li>
<li>Высокая устойчивость к проколам и разрывам, даже при вакуумировании продуктов с острыми краями</li>
<li>Термостойкость:
<ul>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для кипячения и приготовления по технологии Sous Vide </li>
<li>Подходит для использования в микроволновой печи</li>
</ul>
</li>
<li>Прочный сварной шов</li>
<li>Подходит для повторного использования и мытья в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество в упаковке:
<ul>
<li>20х600 см: 1</li>
<li>25х600 см: 1</li>
<li>30х600 см: 1</li>
</ul>
</li>
<li>Время кипячения при 100 °С: до 8 ч.</li>
</ul>",346884,пакеты рифленые,,,,,,,0,,4686,,Германия,Китай,для вакуумных упаковщиков,,,3 шт.,150 мкм
https://cdn.entero.ru/mp@2x/2d/c1/2dc167576f71db06106e1d4709aabac2.jpg,Пленка термоусадочная Hualian ПОФ 650мм 19мк 600м,Пленка термоусадочная Hualian ПОФ 650мм 19мк 600м,4086,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355797,"<p>Полиолефиновая термоусадочная пленка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355797"">Hualian ПОФ 650мм 19мк 600м</a></b> используется для штучной и групповой упаковки продуктов питания и непродовольственных товаров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эффект усадки для обеспечения плотной и эстетичной обтяжки продукта</li>
<li>Улучшение внешнего вида упаковываемого товара</li>
<li>Максимальный обзор товара</li>
<li>Высокие барьерные свойства</li>
<li>Стойкость к механическим повреждениям</li>
<li>Надежная защита содержимого от пыли, влаги и другого негативного внешнего воздействия</li>
<li>Широкий диапазон рабочих температур</li>
<li>Эластичность</li>
<li>Возможность нанесения различной информации о продукте</li>
<li>Экономичный расход</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -40 °С до +40 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото пленка другого размера.</span></em></p>",355797,пленка,650 мм,,,,,,0,,5238,,Китай,Китай,,,600000 мм,,19 мкм
https://cdn.entero.ru/mp@2x/25/18/25189180a907bd83682a9c4c5a3731f5.jpg,Пленка термоусадочная Hualian ПОФ 500мм 25мк 600м,Пленка термоусадочная Hualian ПОФ 500мм 25мк 600м,4135,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355787,"<p>Полиолефиновая термоусадочная пленка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355787"">Hualian ПОФ 500мм 25мк 600м</a></b> используется для штучной и групповой упаковки продуктов питания и непродовольственных товаров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эффект усадки для обеспечения плотной и эстетичной обтяжки продукта</li>
<li>Улучшение внешнего вида упаковываемого товара</li>
<li>Максимальный обзор товара</li>
<li>Высокие барьерные свойства</li>
<li>Стойкость к механическим повреждениям</li>
<li>Надежная защита содержимого от пыли, влаги и другого негативного внешнего воздействия</li>
<li>Широкий диапазон рабочих температур</li>
<li>Эластичность</li>
<li>Возможность нанесения различной информации о продукте</li>
<li>Экономичный расход</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -40 °С до +40 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото пленка другого размера.</span></em></p>",355787,пленка,500 мм,,,,,,0,,,,Китай,Китай,,,600000 мм,,25 мкм
https://cdn.entero.ru/mp@2x/ca/04/ca04f9c13833b4f996d626a0ae967f66.jpg,"Пленка термоусадочная Hualian ПОФ 600мм 12,5мк 1000м","Пленка термоусадочная Hualian ПОФ 600мм 12,5мк 1000м",4135,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355791,"<p>Полиолефиновая термоусадочная пленка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355791"">Hualian ПОФ 600мм 12,5мк 1000м</a></b> используется для штучной и групповой упаковки продуктов питания и непродовольственных товаров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эффект усадки для обеспечения плотной и эстетичной обтяжки продукта</li>
<li>Улучшение внешнего вида упаковываемого товара</li>
<li>Максимальный обзор товара</li>
<li>Высокие барьерные свойства</li>
<li>Стойкость к механическим повреждениям</li>
<li>Надежная защита содержимого от пыли, влаги и другого негативного внешнего воздействия</li>
<li>Широкий диапазон рабочих температур</li>
<li>Эластичность</li>
<li>Возможность нанесения различной информации о продукте</li>
<li>Экономичный расход</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -40 °С до +40 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото пленка другого размера.</span></em></p>",355791,пленка,600 мм,,,,,,0,,5441,,Китай,Китай,,,1000000 мм,,12.5 мкм
https://cdn.entero.ru/mp@2x/68/0e/680ea68bafebfc83f3ae3c4afbbfa114.jpg;https://cdn.entero.ru/mp@2x/b8/e7/b8e72162ae6992f6faad90dac69ae257.jpg,"Набор пакетов вакуумных CASO 7 Sterne 16*23-40/20*30-40/30*40-20, 150 мкм","1233 / 7 Sterne 16*23-40/20*30-40/30*40-20, 150мкм / 7 Sterne 16*23-40/20*30-40/30*40-20/150",4182,RUB,Да,CASO,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/346891,"<p>Набор вакуумных пакетов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346891""><b class=""b"">CASO 7 Sterne 16*23-40/20*30-40/30*40-20</b></a> используется совместно с бескамерными вакууматорами для упаковки продуктов в частных домах и квартирах, а также на предприятиях общественного питания и торговли для последующего их хранения или приготовления по технологии Sous Vide. Изделия выполнены из качественных пищевых полимеров, не содержащих бисфенол А.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тонкая ребристая структура</li>
<li>Прозрачные</li>
<li>Высокая устойчивость к проколам и разрывам, даже при вакуумировании продуктов с острыми краями</li>
<li>Термостойкость:
<ul>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для кипячения и приготовления по технологии Sous Vide </li>
<li>Подходит для использования в микроволновой печи</li>
</ul>
</li>
<li>Прочный сварной шов</li>
<li>Подходит для повторного использования и мытья в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество в упаковке:
<ul>
<li>16х23 см: 40</li>
<li>20х30 см: 40</li>
<li>30х40 см: 20</li>
</ul>
</li>
<li>Время кипячения при 100 °С: до 8 ч.</li>
</ul>",346891,пакеты рифленые,,,,,,,0,,5100,,Германия,Китай,для вакуумных упаковщиков,,,100 шт.,150 мкм
https://cdn.entero.ru/mp@2x/b7/36/b736a398d9154b10ab97ea951e7ec8f8.jpg;https://cdn.entero.ru/mp@2x/5f/14/5f14d08e1a346e2e784b99756ea532e2.jpg,Вакуумный пакет Пакинторг ПЭТ/ПЭ (PET/PE) 200х300 70 мкм (1000 шт),ПЭТ/ПЭ ПКТ СБ 70 мкм,4275,RUB,Да,Пакинторг,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/369728,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/369728""><b class=""b"">Пакинторг ПЭТ/ПЭ (PET/PE)</b></a> используется на предприятиях общественного питания и торговли совместно с <a href=""https://entero.ru/search.php?text=упаковщик+вакуумный"" target=""_blank"">вакуумными упаковщиками</a> для упаковки продуктов питания и готовых блюд, а также медикаментов, продукции электронной и химической промышленности. Пакеты изготовлены из комбинированной пленки полиэтилентерефталата и полиэтилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Увеличение срока хранения</li>
<li>Непроницаемость для влаги, пыли и газов</li>
<li>Устойчивость к тепловым воздействиям</li>
<li>Сохранение внешнего товарного вида продукции</li>
<li>Оптимальная жесткость, гладкая глянцевая поверхность и прочный шов</li>
<li>Прозрачность и высокая эластичность</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",369728,пакеты гладкие,,,,,,,0,,,,,Россия,для вакуумных упаковщиков,,200 мм,1000 шт.,70 мкм
https://cdn.entero.ru/mp@2x/1c/a1/1ca1e74408c873cde3a5c0bdc5fa3382.jpg;https://cdn.entero.ru/mp@2x/33/42/334280dce776a1e255e7fdd7869e4ac9.jpg,Пленка рифленая для вакуумной упаковки Freshield 200L15-6 (200мм 15м) 6 рулонов,Пленка рифленая для вакуумной упаковки Freshield 200L15-6 (200мм 15м) 6 рулонов,4464,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/144241,"<p>Пленка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/144241""><b class=""b"">Freshield 200L15-6 </b></a>используется на предприятиях общественного питания и торговли, в частных домах и квартирах для вакуумирования в бескамерных вакуумных упаковщиках продуктов питания и готовых блюд, с целью увеличения срока их хранения с сохранением вкусовых качеств.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рукав состоит из прозрачных, спаянных по бокам гладкой и рифленой пленок</li>
<li>Каждая пленка имеет 5 слоев:
<ul>
<li>2 слоя для предотвращения попадания воздуха</li>
<li>1 адгезионный слой</li>
<li>2 защитных слоя</li>
</ul>
</li>
<li>Рифленая структура обеспечивает повышенную прочность</li>
<li>Пленка устойчива к низким температурам и пригодна для замораживания продуктов</li>
<li>Подходит для приготовления блюд по технологии Sous-Vide</li>
<li>Возможно многоразовое использование</li>
<li>Не содержит ВРА (бисфенол А)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество рулонов в упаковке: 6</li>
<li>Толщина пленки:
<ul>
<li>Гладкая: 70 мкм</li>
<li>Рифленая: 350 мкм</li>
</ul>
</li>
</ul>",144241,пленка,200 мм,,,,,,0,,5874,,,,для вакуумных упаковщиков,,1500 мм,6 шт.,
