Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Объем
https://cdn.entero.ru/mp@2x/1c/3b/1c3bbcbf40d8c14bf8b59707968aca22.jpg,Дозатор-смеситель воды Apach Bakery Line Domix 35,Дозатор-смеситель воды Apach Bakery Line Domix 35,542718,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/195455,"<p>Дозатор-смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195455"">Apach Bakery Line Domix 35</a> </b>используется на предприятиях общественного питания и торговли для регулировки количества воды, поступающей в дежу тестомеса. Модель оснащена 2 цифровыми дисплеями и встроенным датчиком измерения температуры. Корпус, фильтры очистки и клеммы сливного шланга выполнены из нержавеющей стали, внутренние соединения - из бронзы, латуни и нержавеющей стали, сливной шланг - из пищевого пластика.</p>

<p>В комплект поставки входят комплект для подключения, уплотнительные кольца и шланг для подачи воды в дежу.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Максимальная износостойкость</li>
<li>Насос с дистанционным управлением для идеальной интеграции с охладителями воды</li>
<li>Простой интуитивный интерфейс:
<ul>
<li>Кнопки ""+"" и ""-"" регулируют количество</li>
<li>Кнопка ""Старт"" начинает или продолжает дозирование</li>
<li>Кнопка ""Стоп"" позволяет вручную прервать операцию или очистить память</li>
</ul>
</li>
<li>Простота использования благодаря ручке регулировки температуры, температурная шкала нанесена на панель</li>
<li>Сохранение в памяти последних установок</li>
<li>Шаровые краны с уплотнительным кольцом и обратными клапанами</li>
<li>Предохранители и резервные предохранители</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная погрешность:
<ul>
<li>При дозировании: 1%</li>
<li>При смешивании: 1 °C</li>
</ul>
</li>
<li>Максимальная тепература на входе: 65 °C</li>
<li>Длина сливного шланга: 2,5 м</li>
<li>Габариты в упаковке: 260х500х540 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Удалённое управление командами ""Старт"" и ""Стоп""</li>
<li>Последовательный интерфейс RS-485 с протоколом MODBu</li>
<li>Порты USB и Ethernet, или отдельный пульт управления, полностью дублирующий установленный на машине</li>
<li>Выходной сигнал ""Конец дозирования""</li>
</ul>",195455,дозатор-смеситель,220 В,0.25 кВт,355 мм,169 мм,426 мм,,,,0,https://entero.ru/manuals/227782/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Domix%2035.pdf;https://entero.ru/manuals/285469/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Domix%2035.pdf;https://entero.ru/manuals/285470/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/285471/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,565331,10 кг,Италия,Италия,,
https://cdn.entero.ru/mp@2x/2e/ea/2eeac96d761a13bcb1c03159083e47bc.jpg,Дозатор-смеситель воды Apach Bakery Line Domix 353FK,Дозатор-смеситель воды Apach Bakery Line Domix 353FK,606943,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/195790,"<p>Дозатор-смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195790"">Apach Bakery Line Domix 353FK</a> </b>используется на предприятиях общественного питания и торговли для регулировки количества воды, поступающей в дежу тестомеса. Модель оснащена 2 цифровыми дисплеями и встроенным датчиком измерения температуры. Корпус и фильтры очистки выполнены из нержавеющей стали, внутренние соединения - из бронзы, латуни и нержавеющей стали, сливной шланг - из пищевого пластика.</p>

<p>В комплект поставки входят комплект для подключения, уплотнительные кольца и шланг для подачи воды в дежу.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Максимальная износостойкость</li>
<li>Насос с дистанционным управлением для идеальной интеграции с охладителями воды</li>
<li>Простой интуитивный интерфейс:
<ul>
<li>Кнопки ""+"" и ""–"" регулируют количество</li>
<li>Кнопка ""Старт"" начинает или продолжает дозирование</li>
<li>Кнопка ""Стоп"" позволяет вручную прервать операцию или очистить память</li>
</ul>
</li>
<li>Простота использования благодаря ручке регулировки температуры</li>
<li>Разъём питания и дистанционное управление насосом</li>
<li>Сохранение в памяти последних установок</li>
<li>Шаровые краны с уплотнительным кольцом и обратными клапанами</li>
<li>Предохранители и резервные предохранители</li>
<li>Тройная разводка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура на входе: 65 °C</li>
<li>Максимальная погрешность:
<ul>
<li>При дозировании: 1%</li>
<li>При смешивании: 1 °C</li>
</ul>
</li>
<li>Максимальная тепература на входе: 65 ;°C</li>
<li>Длина сливного шланга: 2,5 м</li>
<li>Габариты в упаковке: 260х500х540 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li> Удалённое управление командами ""Старт"" и ""Стоп""</li>
<li>Последовательный интерфейс RS-485 с протоколом MODBu</li>
<li>Порты USB и Ethernet, или отдельный пульт управления, полностью дублирующий установленный на машине</li>
<li>Выходной сигнал ""Конец дозирования""</li>
</ul>",195790,дозатор-смеситель,220 В,0.25 кВт,355 мм,169 мм,426 мм,,,,0,https://entero.ru/manuals/228002/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Domix%20353FK.pdf;https://entero.ru/manuals/285466/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Domix%20353FK.pdf;https://entero.ru/manuals/285467/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/285468/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,632232,10 кг,Италия,Италия,,
https://cdn.entero.ru/mp@2x/84/51/84518422a52ad564e2c7e299251ddbe0.jpg,Дозатор-смеситель воды Apach Bakery Line Domix 45,Дозатор-смеситель воды Apach Bakery Line Domix 45,653183,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/195793,"<p>Дозатор-смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195793"">Apach Bakery Line Domix 45</a> </b>используется на предприятиях общественного питания и торговли для регулировки количества воды, поступающей в дежу тестомеса. Модель оснащена 3 цифровыми дисплеями и внешним датчиком измерения температуры. Корпус, фильтры очистки и клеммы выполнены из нержавеющей стали, внутренние соединения - из бронзы, латуни и нержавеющей стали, сливной шланг - из пищевого пластика.</p>

<p>В комплект поставки входят комплект для подключения, уплотнительные кольца и шланг для подачи воды в дежу.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Максимальная износостойкость</li>
<li>Насос с дистанционным управлением для идеальной интеграции с охладителями воды</li>
<li>Простой интуитивный интерфейс:
<ul>
<li>Кнопки ""+"" и ""–"" регулируют количество</li>
<li>Кнопка ""Старт"" начинает или продолжает дозирование</li>
<li>Кнопка ""Стоп"" позволяет вручную прервать операцию или очистить память</li>
</ul>
</li>
<li>Простота использования благодаря ручке регулировки температуры, температурная шкала нанесена на панель</li>
<li>Память на 80 рецептов</li>
<li>Разъём питания и дистанционное управление насосом</li>
<li>Сохранение в памяти последних установок</li>
<li>Шаровые краны с уплотнительным кольцом и обратными клапанами</li>
<li>Предохранители и резервные предохранители</li>
<li>Тройная разводка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная погрешность:
<ul>
<li>При дозировании: 1%</li>
<li>При смешивании: 1 °C</li>
</ul>
</li>
<li>Максимальная тепература на входе: 65 °C</li>
<li>Длина сливного шланга: 2,5 м</li>
<li>Габариты в упаковке: 500х540х260 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Последовательный интерфейс RS-485 с протоколом MODBu</li>
<li>Порты USB и Ethernet, или отдельный пульт управления, полностью дублирующий установленный на машине</li>
<li>Выходной сигнал ""Конец дозирования""</li>
</ul>",195793,дозатор-смеситель,220 В,0.25 кВт,407 мм,188 мм,444 мм,,,,0,https://entero.ru/manuals/228010/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Domix%2045.pdf;https://entero.ru/manuals/285464/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/285465/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,680399,10 кг,Италия,Италия,,
https://cdn.entero.ru/mp@2x/f0/4b/f04b09668cb4bd01c220d75f6c695a4d.jpg;https://cdn.entero.ru/mp@2x/8d/9a/8d9a5db2adff4fdb30eeb1da882c9783.jpg,Водоохладитель Kumkaya KS-C 300,Водоохладитель Kumkaya KS-C 300,1014791,RUB,Нет,,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/235113,"<p>Водоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235113"">Kumkaya KS-C 300</a></b> используется при производстве теста с охлажденной водой на предприятиях общественного питания и торговли. Модель оснащена цифровой панелью упраления с термостатом. Оборудование полностью выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: до 1°С</li>
<li>Производительность: 90 л/ч</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",235113,водоохладитель,220 В,1 кВт,800 мм,800 мм,1780 мм,,,,0,https://entero.ru/manuals/283272/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kumkaya.pdf,,137 кг,,Турция,1.5 л/мин.,300 л
https://cdn.entero.ru/mp@2x/d3/a7/d3a79bcb57a78ace0307e37150c843a0.jpg;https://cdn.entero.ru/mp@2x/97/cc/97cc62be0b1fd372bc7c9e44c289bfc8.jpg,Водоохладитель Kumkaya KS-C 600,Водоохладитель Kumkaya KS-C 600,1182064,RUB,Нет,,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/235114,"<p>Водоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235114"">Kumkaya KS-C 600</a></b> используется при производстве теста с охлажденной водой на предприятиях общественного питания и торговли. Модель оснащена цифровой панелью упраления с термостатом. Оборудование полностью выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: до 1°С</li>
<li>Производительность: 100 л/ч</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",235114,водоохладитель,220 В,1 кВт,960 мм,960 мм,2050 мм,,,,0,https://entero.ru/manuals/283274/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kumkaya.pdf,,197 кг,,Турция,1.67 л/мин.,600 л
https://cdn.entero.ru/mp@2x/5c/30/5c3016424ba592f38d8d4fe7eb0f2729.jpg,Дозатор-смеситель воды Apach Bakery Line Domix 60.3.2,Дозатор-смеситель воды Apach Bakery Line Domix 60.3.2,1254324,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/195801,"<p>Дозатор-смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195801"">Apach Bakery Line Domix 60.3.2</a> </b>используется на предприятиях общественного питания и торговли для регулировки количества воды, поступающей в дежу тестомеса. Модель оснащена цветным сенсорным экраном, внешним датчиком измерения температуры с 5 метровым спиральным удлиняемым кабелем и 2 шлангами подачи воды. Корпус, внутренние предохранители, двойные фильтры очистки и отделка выполнены из нержавеющей стали, внутренние соединения - из бронзы, латуни и нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Максимальная износостойкость</li>
<li>Выход для дистанционного управления насосом охлаждённой воды для полной интеграции Domix с охладителем воды для серии SCWR-D-TR (охладитель в комплект поставки не входит и приобретается отдельно)</li>
<li>Память на 99 рецептов, которые могут быть одинарными, двойными или составными</li>
<li>Автоматическая система смешивания обеспечивает достижение заданной температуры за несколько секунд при наихудших условиях</li>
<li>Управление в полностью автоматическом режиме процессом дозирования, смешивания и сбрасывания неподходящей по температуре воды</li>
<li>Внешний датчик измеряет и показывает температуру внешней среды, муки или теста</li>
</ul>

<p> </p>

<ul>
<li><b>Дополнительные характеристики:</b></li>
</ul>

<ul>
<li>Максимальная погрешность:
<ul>
<li>При дозировании: 1%</li>
<li>При смешивании: 0,5 °C</li>
</ul>
</li>
<li>Диагональ экрана: 10""</li>
<li>Габариты в упаковке: 500х540х260 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Удалённое управление командами ""Старт"" и ""Стоп""</li>
<li>Порты USB и Ethernet, или отдельный пульт управления, полностью дублирующий установленный на машине</li>
<li>Интерфейс RS-485</li>
<li>Сигнал об окончании дозирования</li>
</ul>",195801,дозатор-смеситель,220 В,0.3 кВт,434 мм,182 мм,732 мм,,,,0,https://entero.ru/manuals/228024/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Domix%2060.3.2.pdf;https://entero.ru/manuals/285461/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Domix%2060.3.2.pdf;https://entero.ru/manuals/285462/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/285463/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,1334387,25 кг,Италия,Италия,,
https://cdn.entero.ru/mp@2x/17/25/17255869038a090cbaf587161d59842c.jpg;https://cdn.entero.ru/mp@2x/e5/d9/e5d97e6bc0496d983861ba5a76b38d58.jpg,Водоохладитель Kumkaya KS-C 900,Водоохладитель Kumkaya KS-C 900,1610284,RUB,Нет,,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/235116,"<p>Водоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235116"">Kumkaya KS-C 900</a></b> используется при производстве теста с охлажденной водой на предприятиях общественного питания и торговли. Модель оснащена цифровой панелью упраления с термостатом. Оборудование полностью выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: до 1°С</li>
<li>Производительность: 150 л/ч</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",235116,водоохладитель,380 В,1.5 кВт,1020 мм,1020 мм,2070 мм,,,,0,https://entero.ru/manuals/283275/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kumkaya.pdf,1750309,267 кг,,Турция,2.5 л/мин.,900 л
https://cdn.entero.ru/mp@2x/eb/82/eb8233e18d30beb31bf2cff5d0cd1e19.jpg,Водоохладитель Apach Bakery Line TWC PRO 1,Водоохладитель Apach Bakery Line TWC PRO 1,1682096,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/360658,"<p>Водоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360658"">Apach Bakery Line TWC PRO 1</a></b> используется на предприятиях пищевой промышленности и общественного питания, в пекарнях и кондитерских для охлаждения воды, предназначенной для последующего замеса теста. Оборудование гарантирует подачу воды при постоянной температуре 2 °С в течение необходимого времени на протяжении дня для каждой партии продукта, даже при высоких температурах окружающей среды свыше 38 °С. Модель оснащена цветным дисплеем с интуитивным управлением и выносным агрегатом. Теплообменник пластинчатого типа и насос выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрое охлаждение между первым дозированием и последующим</li>
<li>ЖК-панель управления для точного управления каждым этапом процесса</li>
<li>Автоматическая система санитарного контроля для защиты гидросистемы от известковой накипи и бактерий</li>
<li>Программа автоматического запуска и эффективная система охлаждения для избавления от ненужных периодов поддержания постоянных температур</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер дисплей: 7""</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",360658,водоохладитель,380 В,5.4 кВт,730 мм,660 мм,1110 мм,220 кг,1,1100x1000x1500 мм,0,https://entero.ru/manuals/462446/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/462447/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,1770627,180 кг,Италия,Италия,4 л/мин.,50 л
https://cdn.entero.ru/mp@2x/8f/16/8f16b81170c6a5571869dc6da6060d32.jpg,Водоохладитель Apach Bakery Line TWC PRO 2,Водоохладитель Apach Bakery Line TWC PRO 2,1954120,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/360705,"<p>Водоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360705"">Apach Bakery Line TWC PRO 2</a></b> используется на предприятиях пищевой промышленности и общественного питания, в пекарнях и кондитерских для охлаждения воды, предназначенной для последующего замеса теста. Оборудование гарантирует подачу воды при постоянной температуре 2 °С в течение необходимого времени на протяжении дня для каждой партии продукта, даже при высоких температурах окружающей среды свыше 38 °С. Модель оснащена цветным дисплеем с интуитивным управлением. Теплообменник пластинчатого типа и насос выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрое охлаждение между первым дозированием и последующим</li>
<li>ЖК-панель управления для точного управления каждым этапом процесса</li>
<li>Автоматическая система санитарного контроля для защиты гидросистемы от известковой накипи и бактерий</li>
<li>Программа автоматического запуска и эффективная система охлаждения для избавления от ненужных периодов поддержания постоянных температур</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 400 л/ч</li>
<li>Размер дисплея: 7""</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",360705,водоохладитель,380 В,9.6 кВт,750 мм,980 мм,1300 мм,300 кг,1,1100x1000x1500 мм,0,https://entero.ru/manuals/462456/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/462457/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,2078851,240 кг,Италия,Италия,6.6 л/мин.,80 л
https://cdn.entero.ru/mp@2x/45/76/4576f3b9a7024a83bbe1d9733c9691ef.jpg,Водоохладитель Apach Bakery Line TWC IND 1,Водоохладитель Apach Bakery Line TWC IND 1,3279600,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/360703,"<p>Водоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360703"">Apach Bakery Line TWC IND 1</a></b> используется на предприятиях пищевой промышленности и общественного питания, в пекарнях и кондитерских для охлаждения воды, предназначенной для последующего замеса теста. Оборудование гарантирует подачу воды при постоянной температуре 2 °С в течение необходимого времени на протяжении дня для каждой партии продукта, даже при высоких температурах окружающей среды свыше 38 °С. Модель оснащена цветным дисплеем с интуитивным управлением. Теплообменник пластинчатого типа и насос выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрое охлаждение между первым дозированием и последующим</li>
<li>ЖК-панель управления для точного управления каждым этапом процесса</li>
<li>Автоматическая система санитарного контроля для защиты гидросистемы от известковой накипи и бактерий</li>
<li>Программа автоматического запуска и эффективная система охлаждения для избавления от ненужных периодов поддержания постоянных температур</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 580 кг/ч</li>
<li>Размер дисплея: 7""</li>
</ul>",360703,водоохладитель,380 В,17.1 кВт,755 мм,1410 мм,1580 мм,480 кг,1,1100x1650x1800 мм,0,https://entero.ru/manuals/462452/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/462453/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,3452211,430 кг,Италия,Италия,9.6 л/мин.,120 л
https://cdn.entero.ru/mp@2x/a7/79/a7795ad4dbc80021216d2f4f698f122f.jpg,Водоохладитель Apach Bakery Line TWC IND 2,Водоохладитель Apach Bakery Line TWC IND 2,4526217,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/360704,"<p>Водоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360704"">Apach Bakery Line TWC IND 2</a></b> используется на предприятиях пищевой промышленности и общественного питания, в пекарнях и кондитерских для охлаждения воды, предназначенной для последующего замеса теста. Оборудование гарантирует подачу воды при постоянной температуре 2 °С в течение необходимого времени на протяжении дня для каждой партии продукта, даже при высоких температурах окружающей среды свыше 38 °С. Модель оснащена цветным дисплеем с интуитивным управлением. Теплообменник пластинчатого типа и насос выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрое охлаждение между первым дозированием и последующим</li>
<li>ЖК-панель управления для точного управления каждым этапом процесса</li>
<li>Автоматическая система санитарного контроля для защиты гидросистемы от известковой накипи и бактерий</li>
<li>Программа автоматического запуска и эффективная система охлаждения для избавления от ненужных периодов поддержания постоянных температур</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 1150 кг/ч</li>
<li>Размер дисплея: 7""</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",360704,водоохладитель,380 В,29.4 кВт,780 мм,1860 мм,1640 мм,580 кг,1,1100x2000x2000 мм,0,https://entero.ru/manuals/462454/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/462455/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,,500 кг,Италия,Италия,19 л/мин.,220 л
