Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Количество зон нагрева,Объем,Вес (с упаковкой),Линия 700,Линия 900,Структура жарочной поверхности,Материал поверхности,Лавовый,Галечный гриль
https://cdn.entero.ru/mp@2x/e9/b9/e9b98ceca35855caf8b4643701c78756.jpg,"Поверхность жарочная Проммаш ПЖР-0,24","Поверхность жарочная Проммаш ПЖР-0,24",64840,RUB,Нет,Проммаш,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/310346,"<p>Жарочная поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/310346"">Проммаш ПЖР-0,24</a></b> используется на предприятиях общественного питания и торговли для термообработки мяса, рыбы или овощей на нагреваемой поверхности. Модель оснащена жиросборником. Каркас выполнен из черного металла с полимерным покрытием, облицовки - из нержавеющей стали, рабочая поверхность - из высококачественного чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Площадь рабочей поверхности: 0,24 м<sup>2</sup></li>
<li>Время разогрева до рабочей температуры: 20 мин.</li>
</ul>",310346,напольная,260 °С,6 кВт,500 мм,800 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/372305/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf,,,85 кг,"220 В, 380 В",1,,,,,рифленая,чугун,,
https://cdn.entero.ru/mp@2x/ba/b5/bab580d3fbb67dec8a81f865973c66c1.jpg,Поверхность жарочная ATA C2EFR05TT,ELECTRIC GROOVED GRIDDLE PLATE TABLE TOP MADE OF MILD STEEL WITH SPLASH-GUARDS,65532,RUB,Нет,,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/257425,"<p>Электрическая жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/257425""><b class=""b"">АТА ELECTRIC GROOVED GRIDDLE PLATE TABLE TOP MADE OF MILD STEEL WITH SPLASH-GUARDS</b></a> предназначена для приготовления мяса, рыбы, овощей и других продуктов методом жарки на предприятиях общественного питания и торговли. Модель оснащена защитным термостатом, регулятором температуры и контейнером для сбора жира. Корпус выполнен из нержавеющей стали, столешница - из нержавеющей стали AISI 304, атермическая ручка - из пластика с трафаретной печатью по краям.</p>

<p>Тефлоновый колпачок для закрытия слива в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры производится с помощью термостата </li>
<li>Толстая варочная панель обеспечивает отличную теплопередачу</li>
<li>Сварной брызговик</li>
<li>Варочная панель с небольшим наклоном и отверстием для стока жира</li>
<li>Защитный термостат оснащен ручным сбросом от неисправностей оборудования</li>
<li>Трубчатые нагревательные элементы с защитной оболочкой из нержавеющей стали</li>
<li>Закругленные углы для легкой очистки</li>
<li>Лазерная резка рабочей поверхности для установки и крепления в линию</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>
<p>Объем: 0,21 м<sup>3</sup></p>
</li>
</ul>",257425,настольная,от 90 до 300 °С,4.1 кВт,400 мм,700 мм,255 мм,,Италия,,,0,https://entero.ru/manuals/317104/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ATA%20ELECTRIC%20GROOVED%20GRIDDLE%20PLATE%20TABLE%20TOP%20MADE%20OF%20MILD%20STEEL%20WITH%20SPLASH-GUARDS.pdf,68263,,27 кг,380 В,1,,,Да,,рифленая,сталь,,
https://cdn.entero.ru/mp@2x/cd/bc/cdbcd573438f64f6b36d07fc0ba66d2d.jpg,Жарочная поверхность электрическая OZTI IZG 7050 02 гладкая,8864.07050.02 / IZG 7050 02,65761,RUB,Нет,OZTI,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/339988,"<p>Электрическая жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/339988""><b class=""b"">Empero OZTI IZG 7050 02</b></a> предназначена для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена сплошной гладкой рабочей поверхностью с 2 независимыми зонами нагрева и расположенной на фронтальной стенке электромеханической панелью управления. Рабочая поверхность выполнена из чугуна. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Включение, выключение и регулировка температуры с помощью поворотных переключателей</li>
<li>Боковые и задний борты</li>
<li>Устойчивые нескользящие опоры</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты рабочей поверхности: 700х500 мм</li>
</ul>",339988,настольная,от 0 до 300 °С,5 кВт,720 мм,550 мм,260 мм,,Турция,,,0,https://entero.ru/manuals/421665/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,69959,,,220 В,2,,,,,гладкая,чугун,,
https://cdn.entero.ru/mp@2x/ed/cc/edcc00d0d28d20a6a7d826d20b47ee33.jpg,Сковорода открытая электрическая ITERMA ПЖЭ-400/700М-R,B0587,69949,RUB,Нет,ITERMA,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/115878,"<p>Открытая электрическая сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115878"">ITERMA ПЖЭ-400/700М-R</a></b> предназначена для приготовления различных блюд на предприятиях общественного питания и торговли. Модель оснащена желобом для стекающей жидкости и бортиком, который не допускает разбрызгивания жира. Может устанавливаться на стенды <a href=""https://entero.ru/item/94042"">СП-400/700М-Д</a>, <a href=""https://entero.ru/item/92582"">СП-400/700М</a> и модули шириной 400 и 800 мм и глубиной 700 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер жарочной поверхности: 395х650х12 мм</li>
</ul>",115878,,от 80 до 280 °С,5 кВт,400 мм,760 мм,390 мм,,Россия,,,0,,75214,,41 кг,380 В,1,,,,,рифленая,сталь,,
https://cdn.entero.ru/mp@2x/a0/36/a036ce3ea5ef96f2e38a88917ed2ef12.jpg,Гриль-сковорода KUSINA G7I100E-S,Гриль-сковорода KUSINA G7I100E-S,70524,RUB,Нет,,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/244942,"<p>Гриль-сковорода<b class=""b""> Kocateq <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244942"">KUSINA G7I100E-S</a> </b>используется в составе <a href=""https://entero.ru/search.php?text=Kusina"">тепловой линии 700S</a> для приготовления жареных мясных блюд, яичницы, жареной рыбы, оладьев, котлет и гамбургеров на предприятиях общественного питания и торговли. Модель оснащена гладкой стальной (ST 52) поверхностью с 1 зоной нагрева, бортиком с 3-х сторон и вместительным жиросборником. Оборудование изготовлено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рабочая поверхность имеет небольшой уклон со сливом для удобства очистки</li>
<li>Плавная регулировка рабочей температуры </li>
<li>Регулируемые по высоте ножки </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали рабочей поверхности: 15 мм</li>
<li>Толщина борта: 3 мм</li>
</ul>",244942,настольная,от 50 до 300 °С,3.6 кВт,400 мм,730 мм,300 мм,54.6 кг,Турция,1,480x876x360 мм,0,https://entero.ru/manuals/308985/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KUSINA%20G7I100E-S%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,45.5 кг,380 В,1,,,Да,,гладкая,сталь,,
https://cdn.entero.ru/mp@2x/62/f4/62f4178199b8806427163d4be60b2cac.jpg,"Поверхность жарочная Проммаш ПЖ-0,24И","Поверхность жарочная Проммаш ПЖ-0,24И",72656,RUB,Нет,Проммаш,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/310322,"<p>Жарочная поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/310322"">Проммаш ПЖ-0,24И</a></b> используется на предприятиях общественного питания и торговли для термообработки мяса, рыбы или овощей на нагреваемой поверхности. Модель оснащена жиросборником и инвентарным шкафом. Каркас выполнен из черного металла с полимерным покрытием, облицовки - из нержавеющей стали, рабочая поверхность - из высококачественного чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Площадь рабочей поверхности: 0,24 м<sup>2</sup></li>
<li>Время разогрева до рабочей температуры: 20 мин.</li>
</ul>",310322,напольная,260 °С,6 кВт,500 мм,800 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/372303/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf,78974,,85 кг,"220 В, 380 В",1,,,,,гладкая,чугун,,
https://cdn.entero.ru/mp@2x/68/d1/68d1205fa25cfbd61d5eeb8dd1e45ea3.jpg,"Поверхность жарочная Проммаш ПЖР-0,24И","Поверхность жарочная Проммаш ПЖР-0,24И",72960,RUB,Нет,Проммаш,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/310347,"<p>Жарочная поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/310347"">Проммаш ПЖР-0,24И</a></b> используется на предприятиях общественного питания и торговли для термообработки мяса, рыбы или овощей на нагреваемой поверхности. Модель оснащена жиросборником и инвентарным шкафом. Каркас выполнен из черного металла с полимерным покрытием, облицовки - из нержавеющей стали, рабочая поверхность - из высококачественного чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Площадь рабочей поверхности: 0,24 м<sup>2</sup></li>
<li>Время разогрева до рабочей температуры: 20 мин.</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с гладкой поверхностью.</span></em></p>",310347,напольная,260 °С,6 кВт,500 мм,800 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/372306/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf,78452,,85 кг,"220 В, 380 В",1,,,,,рифленая,чугун,,
https://cdn.entero.ru/mp@2x/af/18/af18ed35702522738b5c97b75ae9a48f.jpg;https://cdn.entero.ru/mp@2x/6f/65/6f6546a87eeb76233c53936207a91bc5.jpg,Поверхность жарочная электрическая Vortmax SFTS 74 гладкая,Поверхность жарочная электрическая Vortmax SFTS 74 гладкая,73471,RUB,Нет,Vortmax,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/334957,"<p>Жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334957""><b class=""b"">Vortmax SFTS 74 </b></a>используется на предприятиях общественного питания и торговли для приготовления различных типов продуктов: мяса, рыбы, овощей и т.д. Модель оснащена бортиками по бокам и сзади, защищающими от разбрызгивания жира. Контроль температуры осуществляется при помощи термостата.<br>
Корпус выполнен из нержавеющей стали, съемное гладкое жарочноепокрытие- из конструкционной стали.</p>

<p>В комплект поставки входит съемный лоток для сбора жира.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина покрытия: 15/10 мм</li>
<li>Сечение кабеля:5x2,5 мм</li>
</ul>",334957,настольная,,4.5 кВт,400 мм,730 мм,280 мм,48 кг,Турция,1,420x800x530 мм,0,https://entero.ru/manuals/516313/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/516464/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vortmax%20SFTS%2074.pdf,,,41 кг,380 В,1,,,,,гладкая,сталь,,
https://cdn.entero.ru/mp@2x/88/3e/883e04b6321f5ecb91067fa8f34ae313.jpg;https://cdn.entero.ru/mp@2x/30/a6/30a6da2679c29969f3d5d78e7841fcb5.jpg,Гриль комбинированный ATESY Комбат ГКП-5Р.6Т-1П-450-02,333224,75366,RUB,Нет,ATESY,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/361346,"<p>Комбинированный гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361346""><b class=""b"">ATESY Комбат ГКП-5Р.6Т-1П-450-02 </b></a>используется на предприятиях общественного питания и торговли для приготовления различных типов продуктов: мяса, рыбы, овощей и т.д. Модель оснащена 1 жарочной поверхностью, 5 роликами и 6 ТЭНами. Корпус и ролики выполнены из пищевой нержавеющей стали, жарочная поверхность - из алюминиевого сплава с антипригарным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка мощности нагрева роликов и жарочной поверхности</li>
<li>Легкосъемный поддон для сбора стекающего жира с сосисок </li>
<li>Возможность производить санитарную обработку роликов механическими и химическими средствами</li>
<li>Жарочная секция легко снимается и очищается от остатков пищи и жира</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество одновременно приготавливаемых сосисок: от 4 до 12 шт.</li>
<li>Время приготовления при полной загрузке: от 8 до 14 мин.</li>
<li>Время разогрева роликов до максимальной температуры: 10 мин.</li>
<li>Длина ролика: 450 мм</li>
</ul>",361346,настольная,,1.66 кВт,536 мм,485 мм,170 мм,,Россия,,,0,https://entero.ru/manuals/464337/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%BE%D0%BC%D0%B1%D0%B0%D1%82%20%D0%93%D0%9A%D0%9F-5%D0%A0.6%D0%A2-1%D0%9F-450-02.pdf,,,12.5 кг,220 В,2,,,,,комбинированная,"алюминий, сталь",,
https://cdn.entero.ru/mp@2x/64/bc/64bcae26ebef045f18a70a88a2671548.jpg,Поверхность жарочная KUSINA G6I110E,Поверхность жарочная KUSINA G6I110E,75873,RUB,Нет,,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/278792,"<p>Жарочная поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278792"">KUSINA G6I110E</a> </b>используется в составе тепловой линии 600 для приготовления жареных мясных блюд, яичницы, жареной рыбы, оладьев, котлет и гамбургеров на предприятиях общественного питания и торговли. Модель оснащена рифленой стальной поверхностью с 1 зоной нагрева, бортиком с 3-х сторон и вместительным жиросборником. Оборудование изготовлено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рабочая поверхность имеет небольшой уклон со сливом для удобства очистки</li>
<li>Плавная регулировка рабочей температуры </li>
<li>Регулируемые по высоте ножки </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали рабочей поверхности: 15 мм</li>
<li>Толщина борта: 3 мм</li>
</ul>",278792,настольная,от 50 до 300 °С,3 кВт,400 мм,600 мм,300 мм,,Турция,,,0,,81584,,43 кг,380 В,1,,,,,рифленая,сталь,,
https://cdn.entero.ru/mp@2x/b4/20/b4203e9741d5489fe34f0cc6876104be.jpg,Гриль-сковорода Kocateq 1M0FT1E,Гриль-сковорода Kocateq 1M0FT1E,77285,RUB,Нет,Kocateq,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/33737,"<p>Гриль-сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/33737"">Kocateq 1M0FT1E</a></b> предназначена для приготовления жареных мясных блюд, яичницы, жареной рыбы, оладьев, котлет и гамбургеров на предприятиях общественного питания и торговли. Модель оснащена механическим термостатом для регулировки температуры и защитным термостатом, автоматически отключающим напряжение при повреждении основного термостата. Плоская поверхность выполнена из сплава чугуна FE510D толщиной 16 мм, декоративные ручки с накладками - из зеркально полированной нержавеющей стали, поверхности, соприкасающиеся с продуктами, - из нержавеющей стали AISI 304 толщиной 1 мм, дно и задняя стенка - из нержавеющей стали AISI 201 толщиной 1 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Инновационная система нагрева</li>
<li>Брызгозащитный экран с 3 сторон</li>
<li>Выдвижной лоток</li>
<li>Жарочная поверхность герметично вделана в рабочую поверхность</li>
<li>Поверхность отполирована под сатин</li>
<li>Световой индикатор работы</li>
<li>Отверстие для стока излишков жиров и соков</li>
<li>Уклон к фронту</li>
<li>Регулируемые ножки</li>
<li>Скругленные углы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разгорева: 5 мин.</li>
<li>Размер жарочной поверхности: 410x540 мм</li>
<li>Удельное тепловыделение: 317 Вт/дм<sup>2</sup></li>
<li>Габариты в упаковке: 670х820х480 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Стенд для установки элемента шириной 600 мм <a href=""https://entero.ru/item/34287"">1MITG</a></li>
<li>Мостовое соединение для установки одного FULL <a href=""https://entero.ru/item/41380"">1MPSS</a></li>
</ul>",33737,настольная,от 0 до 250 °С,10 кВт,600 мм,650 мм,250 мм,,Ю. Корея,,,0,https://entero.ru/manuals/111072/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278836/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%201M0FT1E.pdf,82218,,,380 В,2,,,Да,,гладкая,сталь,,
https://cdn.entero.ru/mp@2x/20/d3/20d3e59d374c904538a86cb0103f07b9.jpg,Поверхность жарочная Empero EMP.PLS.7IE010,Поверхность EMP.PLS.7IE010 жарочная,79825,RUB,Нет,Empero,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/124200,"<p>Жарочная поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124200"">Empero EMP.PLS.7IE010</a></b> используется на предприятиях общественного питания и торговли для приготовления широкого спектра блюд из мяса, рыбы, птицы, овощей и полуфабрикатов. Модель оснащена 1 зоной нагрева. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>1 гладкая зона нагрева</li>
<li>Термостатическое управление</li>
<li>Съемный контейнер для сбора масла и жира</li>
<li>Гигиенична и легко чистится</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля: 5х2,5 мм</li>
</ul>",124200,настольная,,4.2 кВт,400 мм,730 мм,300 мм,,Турция,,,0,https://entero.ru/manuals/132532/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Empero%202019.pdf;https://entero.ru/manuals/308743/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Empero%20EMP.PLS.7IE010%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,85833,,47 кг,380 В,1,,,Да,,гладкая,,,
https://cdn.entero.ru/mp@2x/41/69/4169c51dc0ab784f22cc260bcdc67852.jpg,Поверхность жарочная ATA K6EFL10TT,ELECTRIC GRIDDLE PLATE 1M SMOOTH PLATE COUNTERTOP,82292,RUB,Нет,,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/236591,"<p><span class=""b"">Электрическая жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/236591""><b class=""b"">АТА ELECTRIC GRIDDLE PLATE 1M SMOOTH PLATE COUNTERTOP </b></a></span>предназначена для приготовления мяса, рыбы, овощей и других продуктов методом жарки на предприятиях общественного питания и торговли. Модель оснащена термостатом и регулятором температуры. Столешница выполнена из нержавеющей стали AISI 304 с закругленными краями и большим радиусом для облегчения очистки. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры производится с помощью термостата </li>
<li>Предохранительный термостат с ручным сбросом</li>
<li>Большое отверстие для слива жира в емкость, расположенную под жарочной поверхностью</li>
<li>Нагревательные элементы с защитной оболочкой из нержавеющей стали</li>
<li>Контейнер для сбора жира</li>
</ul>",236591,настольная,от 90 до 300 °С,7.2 кВт,600 мм,600 мм,280 мм,42 кг,Италия,1,720x720x336 мм,0,https://entero.ru/manuals/285990/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ATA%20ELECTRIC%20GRIDDLE%20PLATE%201M%20SMOOTH%20PLATE%20COUNTERTOP.pdf,,,35 кг,380 В,1,,,Да,,гладкая,сталь,,
https://cdn.entero.ru/mp@2x/7e/c3/7ec3a59341e87f532994da7c91f119e1.jpg,Поверхность жарочная газовая KAYMAN ПЖГ-1-11 рифленая,Поверхность жарочная газовая KAYMAN ПЖГ-1-11 рифленая,83033,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/310898,"<p>Газовая жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/310898""><b class=""b"">KAYMAN ПЖГ-1-11 </b></a>предназначена для приготовления широкого спектра блюд на предприятиях пищевой промышленности, общественного питания и торговли. ​Модель оснащена рифленой рабочей поверхностью, электромеханической панелью упраления и открытой подставкой. Корпус выполнен из нержавеющей стали, рабочие поверхности – из чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Электророзжиг</li>
<li>Устройство контроля наличия пламени для прекращения подачи газа при отсутствии</li>
<li>Светодиодный индикатор питания</li>
<li>Поддон для сбора жира</li>
<li>Бортик по периметру рабочей поверхности</li>
<li>Задний борт для защиты рабочей стенки от брызг</li>
<li>Полка для хранения посуды и принадлежностей</li>
<li>Полностью разборный стенд для возможности настольной установки </li>
<li>Установка в линию раздачи или в качестве самостоятельного прибора</li>
<li>Устойчивые опоры</li>
<li>Простая и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Номинальная тепловая мощность: 7,2 кВт</li>
<li>Диаметр резьбы присоединения газового шланга: 1/2""</li>
</ul>",310898,напольная,,,420 мм,800 мм,1050 мм,100 кг,Россия,1,510x950x650 мм,0,https://entero.ru/manuals/372887/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,88333,,75 кг,газ,1,,,,,рифленая,чугун,,
https://cdn.entero.ru/mp@2x/0d/25/0d25e60870bb623f11864a97d0a71e5f.jpg,Поверхность жарочная KUSINA G7I 100E,Поверхность жарочная KUSINA G7I 100E,84611,RUB,Нет,,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/278790,"<p>Жарочная поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278790"">KUSINA G7I 100E</a> </b>используется в составе <a href=""https://entero.ru/search.php?text=Kusina"" target=""_blank"">тепловой линии 700</a> для приготовления жареных мясных блюд, яичницы, жареной рыбы, оладьев, котлет и гамбургеров на предприятиях общественного питания и торговли. Модель оснащена гладкой стальной (ST 52) поверхностью с 1 зоной нагрева, бортиком с 3-х сторон, вместительным жиросборником и стендом с распашной дверью. Оборудование изготовлено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рабочая поверхность имеет небольшой уклон со сливом для удобства очистки</li>
<li>Плавная регулировка рабочей температуры </li>
<li>Регулируемые по высоте ножки </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали рабочей поверхности: 15 мм</li>
<li>Толщина борта: 3 мм</li>
</ul>",278790,напольная,от 50 до 300 °С,3.6 кВт,400 мм,730 мм,900 мм,80 кг,Турция,1,465x815x1175 мм,0,https://entero.ru/manuals/343928/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20KUSINA%20G7I%20100E.pdf,88136,,75 кг,380 В,1,,,Да,,гладкая,сталь,,
https://cdn.entero.ru/mp@2x/fa/b7/fab7283d0651f8cd7355f2d89e710e7f.jpg,Жарочная поверхность электрическая Empero EMP.PLS.9IE010 гладкая,EMP.PLS.9IE010,84791,RUB,Нет,Empero,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/333243,"<p>Жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333243""><b class=""b"">Empero EMP.PLS.9IE010</b></a> серии 900+ предназначена для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена гладкой рабочей поверхностью и расположенной на наклонной фронтальной стенке электромеханической панелью управления. Корпус выполнен из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Включение, выключение и регулировка температуры с помощью термостата с поворотным переключателем</li>
<li>Предельный термостат для защиты от перегрева</li>
<li>Светодиодный индикатор активации нагрева</li>
<li>Съемный поддон для сбора жира</li>
<li>Нескользящие опоры</li>
<li>Съемная тыльная вентиляционная решетка с бортиками</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура срабатывания предельного термостата: 360 °С</li>
<li>Сечение кабеля питания: 5х2,5 мм²</li>
<li>Глубина вентиляционной решетки: 70 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",333243,настольная,от 50 до 300 °С,6 кВт,400 мм,900 мм,300 мм,,Турция,,,0,https://entero.ru/manuals/394280/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Empero%202023%20%28%D1%82%D1%83%D1%80.%20_%20%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,91173,,60 кг,380 В,1,,,,Да,гладкая,сталь,,
