Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Вес (с упаковкой),Количество емкостей,Объем емкости
https://cdn.entero.ru/mp@2x/08/3a/083a2e3cdf4f450167722a721d9e15ec.jpg,Банка емкость с краном P.L. Barbossa Skull BKDP0029 череп 3 л,Банка емкость с краном P.L. Barbossa Skull BKDP0029 череп 3 л,4250,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/306134,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/306134""><b class=""b"">P.L. Barbossa BKDP0029</b></a> используется на предприятиях общественного питания и торговли для порционного розлива алкогольных напитков. Модель оснащена краном. Изделие выполнено из стекла.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Объем: 3 л</li>
</ul>",306134,,,375 мм,,,,0,,5743,,1.458 кг,Китай,Китай,для холодных напитков,,1,3 л
https://cdn.entero.ru/mp@2x/ce/b2/ceb27ab77741ceb2c9fa9963c4a7e876.jpg,Диспенсер для соков MGSteel 72826,Диспенсер для соков MGSteel 72826,6111,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/321962,"<p>Диспенсер для соков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/321962"">MGSteel 72826</a> используется на предприятиях общественного питания, в отелях и санаториях для раздачи холодных напитков. Модель оснащена колбой из пластика.</p>",321962,,,560 мм,,,,0,,,,,Индия,Индия,для холодных напитков,,1,8 л
https://cdn.entero.ru/mp@2x/d0/f2/d0f2c6d0925a0a47572cb3602c3e79db.jpg;https://cdn.entero.ru/mp@2x/ec/fc/ecfc84c0247140675092115bc594a312.jpg;https://cdn.entero.ru/mp@2x/66/f0/66f0fdd03d5bbe51293b9c10036bdf3b.jpg;https://cdn.entero.ru/mp@2x/04/e1/04e1984dfa2369c1f33774dc8fb21ac8.jpg;https://cdn.entero.ru/mp@2x/f7/40/f7403127e2d6e624fe6865ca9f6f4c48.jpg,Диспенсер для сока Rosso ZCF301L PRO,Диспенсер для сока Rosso ZCF301L PRO,7119,RUB,Да,Rosso,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/367623,"<p>Диспенсер<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367623""><b class=""b""> Rosso ZCF301L</b></a> предназначен для порционного розлива сока и охлажденных напитков при обслуживании банкетных и кейтеринговых мероприятий, кофе-брейков и т.д. Изделие оснащено удобным краном. Корпус выполнен из нержавеющей стали и пластика.</p>",367623,,,,6 кг,1,400x300x525 мм,0,,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241230&hash=915a042338b811ad,,,Китай,для холодных напитков,,1,8 л
https://cdn.entero.ru/mp@2x/07/d1/07d18349de5b42cd77662293aba56255.jpg,Диспенсер для кофе EKSI 80123,Диспенсер для кофе EKSI 80123,7832,RUB,Да,EKSI,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/39433,"<p>Диспенсер для кофе <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39433""><b class=""b"">EKSI 80123</b></a> используется на предприятиях общественного питания и торговли для поддержания в теплом состоянии и порционного розлива кофе. Модель оснащена горелкой. Корпус выполнен из нержавеющей стали.</p>",39433,300 мм,300 мм,545 мм,,,,0,https://entero.ru/manuals/93586/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20EKSI.pdf,,,,,Италия,для горячих напитков,,1,11 л
https://cdn.entero.ru/mp@2x/aa/dd/aadd9759e64ff3848428e9da33a3f0fd.jpg,Диспенсер для холодных напитков P.L. Proff Cuisine 92001486 5 л,X23589T,12937,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/321842,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/321842""><b class=""b"">P.L. Proff Cuisine 92001486</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена емкостью с краном для розлива, крышкой с ручкой и подставкой для тары с каплесборником. Основание, подставка и крышка выполнены из нержавеющей стали, емкость - из пластика. </p>",321842,,,,,,,0,,,,3 кг,,Китай,для холодных напитков,,1,5 л
https://cdn.entero.ru/mp@2x/0b/29/0b29cc0bcca0efdf75cde15c41823249.jpg,Диспенсер для холодных напитков Sunnex U14-1000 5 л,U14-1000,13237,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/297768,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297768""><b class=""b"">Sunnex U14-1000</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена прозрачной емкостью, краном для розлива, крышкой и опорой с подставкой для тары. Корпус выполнен из нержавеющей стали.</p>",297768,,,,,,,0,https://entero.ru/manuals/359304/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Sunnex.pdf,14082,,3.93 кг,Китай,Китай,для холодных напитков,,1,5 л
https://cdn.entero.ru/mp@2x/2a/6d/2a6d09b082d0b20078b49816df5277b9.jpg,Диспенсер для холодных напитков Bonna HRM6400DSP,74996,21218,RUB,Да,Bonna,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/342274,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342274""><b class=""b"">Bonna HRM6400DSP</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена прозрачной емкостью, краном для розлива, крышкой и колбой для льда. Изделие выполнено из прозрачного поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устойчивая к царапинам и сколам поверхность</li>
<li>Ударопрочность</li>
<li>Выдерживает температурные перепады от -40 до 80 °С</li>
<li>Возможность мойки в посудомоечной машине </li>
<li>Подходит для многократного использования и вторичной переработки</li>
<li>Стильный дизайн​​ </li>
</ul>",342274,,,,,,,0,,,,,Турция,Турция,для холодных напитков,,1,6.4 л
https://cdn.entero.ru/mp@2x/ad/9f/ad9f6a15251dace0e45e960a363d760c.jpg,"Диспенсер для холодных напитков P.L. Proff Cuisine X23676 10,5 л (нерж. сталь)",X23676,28973,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/299622,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299622""><b class=""b"">P.L. Proff Cuisine X23676</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других холодных напитков. Модель оснащена емкостью с краном для розлива, 2 рукоятками, крышкой полусферической формы с круглой ручкой, устойчивой опорой и подставкой для тары с каплесборником. Изделие выполнено из нержавеющей стали.</p>",299622,,,,,,,0,https://entero.ru/manuals/501384/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,31492,,5.45 кг,Китай,Китай,для холодных напитков,,1,10.5 л
https://cdn.entero.ru/mp@2x/14/79/14794f1cd52e958f0cec73b0ff61571d.jpg,Диспенсер для холодных напитков F&B Project P12-5,Диспенсер для холодных напитков F&B Project P12-5,30400,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/351050,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/351050""><b class=""b"">F&B Project P12-5</b></a> предназначен для порционного розлива соков и других охлажденных напитков на предприятиях общественного питания и в домашних условиях. Модель оснащена прозрачной емкостью, краном для розлива, крышкой и каплесборником. Корпус выполнен из нержавеющей стали и акрила.</p>",351050,350 мм,230 мм,763 мм,,,,0,https://entero.ru/manuals/434260/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20F%26B%20Project%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,31667,,,Китай,Китай,для холодных напитков,,1,5 л
https://cdn.entero.ru/mp@2x/4a/2a/4a2ad1c711658dd9774e8ed8cec2337a.jpg,Диспенсер для холодных напитков Sunnex U45-1000-UBU 5 л (нерж. сталь),U45-1000-UBU,30437,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/297759,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297759""><b class=""b"">Sunnex U45-1000-UBU</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена краном для розлива, опорой с подставкой для тары, крышкой и 2 рукоятками. Корпус выполнен из нержавеющей стали.</p>",297759,,,,,,,0,https://entero.ru/manuals/359296/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Sunnex.pdf,,,2.91 кг,Китай,Китай,для холодных напитков,,1,5 л
https://cdn.entero.ru/mp@2x/8b/12/8b121534b7e02dfa61f5fc626d978b25.jpg,Диспенсер для холодных напитков P.L. Proff Cuisine JQ-JD001 3х8 л,JQ-JD001,31700,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/370292,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370292""><b class=""b"">P.L. Proff Cuisine 92001485 </b></a>используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена 3 емкостями с кранами для розлива, крышками с ручками и подставкой для тары с каплесборником. Основание, емкости и крышки выполнены из высококачественной нержавеющей стали, которая отличается прочностью, долговечностью и безопасностью, не изменяет вкусовые качества, запах и цвет пищи, так как не вступает в реакцию с её компонентами. Подставка выполнена из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прямоугольная подставка</li>
<li>Цилиндрическая форма емкостей</li>
<li>Глянцевая поверхность</li>
<li>Современный стиль</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: нержавеющая сталь</li>
</ul>",370292,,,,,,,0,https://entero.ru/manuals/501383/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,34457,,,Китай,Китай,для холодных напитков,,3,8 л
https://cdn.entero.ru/mp@2x/fd/27/fd27472eae45a62302faafd6ee6dfe72.jpg,Диспенсер для горячих напитков Sunnex X23673 10 л (нерж. сталь),X23673,31853,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/297762,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297762""><b class=""b"">Sunnex X23673</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива горячих напитков. Модель оснащена краном для розлива, крышкой, устойчивыми опорами и 2 рукоятками. Корпус выполнен из нержавеющей стали.</p>",297762,,,,,,,0,https://entero.ru/manuals/359298/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Sunnex.pdf,33886,,4.21 кг,Китай,Китай,для горячих напитков,,1,10 л
https://cdn.entero.ru/mp@2x/26/72/267294fbbbc9ea026e77662c76ef15ef.jpg,Диспенсер для горячих и холодных напитков Sunnex U26-1200 5 л (нерж. сталь),U26-1200,32037,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/297757,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297757""><b class=""b"">Sunnex U26-1200</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива горячих и охлажденных напитков. Модель оснащена краном для розлива, крышкой, складной рукояткой и устойчивыми опорами. Корпус выполнен из нержавеющей стали.</p>",297757,,,,,,,0,https://entero.ru/manuals/359294/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Sunnex.pdf,34823,,,Китай,Китай,"для горячих напитков, для холодных напитков",,1,5 л
https://cdn.entero.ru/mp@2x/13/09/1309d6b07af64446144ee34ce53f2589.jpg,Диспенсер для холодных напитков Sunnex U42-1000-UBU 5 л (нерж. сталь),U42-1000-UBU,35037,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/297755,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297755""><b class=""b"">Sunnex U42-1000-UBU</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена краном для розлива, опорой с подставкой для тары, крышкой и складной рукояткой. Корпус выполнен из нержавеющей стали.</p>",297755,,,,,,,0,https://entero.ru/manuals/359293/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Sunnex.pdf,37674,,3.23 кг,Китай,Китай,для холодных напитков,,1,5 л
https://cdn.entero.ru/mp@2x/51/37/51379e5a90f975fd844ed0e20809b31c.jpg,"Диспенсер для соков Pintinox 511B5413, белый","Диспенсер для соков Pintinox 511B5413, белый",36488,RUB,Да,Pintinox,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/247078,"<p>Диспенсер для соков​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247078""><b class=""b"">Pintinox 511B5413 </b></a>используется на предприятиях общественного питания, в отелях и санаториях для раздачи напитков. Модель оснащена подставкой. </p>

<p><em><span style=""color:#FF0000;"">Цена указана за 1 шт.</span></em></p>",247078,,,,,,,0,,38008,,9.61 кг,,Италия,для холодных напитков,,1,3.5 л
https://cdn.entero.ru/mp@2x/4f/29/4f29bd1026c8d379e486f07cd139987d.jpg,"Диспенсер для холодных напитков Kingo HOTEL F19401H-10, 10 л",81240657,44573,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/341065,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/341065""><b class=""b"">Kingo HOTEL F19401H-10 </b></a>используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена прямоугольной емкостью с краном для розлива, крышкой с ручкой, подставкой для тары и устойчивой опорой. </p>",341065,200 мм,200 мм,550 мм,,,,0,,,,8 кг,,Китай,для холодных напитков,,1,10 л
https://cdn.entero.ru/mp@2x/5f/81/5f81ca4523de646065915a6b4d2a2a0d.jpg,Диспенсер для холодных напитков P.L. Proff Cuisine U31-1000 3х3 л,U31-1000,44837,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/299373,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299373""><b class=""b"">P.L. Proff Cuisine U31-1000 </b></a>используется на предприятиях общественного питания и в домашних условиях для дозированной подачи холодных напитков. Модель состоит из 3 колб и опоры. Емкости оснащены кранами и крышками, опора – основанием с подставкой для тары. Опора и крышки выполнены из металла с серебристой поверхностью, емкости – из прозрачного материала. </p>",299373,,,,,,,0,,,,7.4 кг,Китай,Китай,для холодных напитков,,3,3 л
https://cdn.entero.ru/mp@2x/78/57/78570d52eabf1d2728d0c7853910d272.jpg,Диспенсер для сока APS 10800,10800APS,45453,RUB,Да,APS,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/116279,"<p>Диспенсер для сока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116279"">APS 10800</a></b> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для порционного розлива соков и других охлажденных напитков. Корпус выполнен из нержавеющей стали.</p>",116279,210 мм,320 мм,430 мм,,,,0,,47845,,,,Германия,для холодных напитков,,1,4 л
https://cdn.entero.ru/mp@2x/33/0d/330d53dd149f3b99d4f6c392c1f55e2e.jpg,"Диспенсер для холодных напитков Kingo HOTEL F19401-10B, 10 л",81240656,47300,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/340078,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340078""><b class=""b"">Kingo HOTEL F19401H-10B </b></a>используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена прямоугольной емкостью с краном для розлива, крышкой с ручкой, подставкой для тары и устойчивой опорой. </p>",340078,,,,,,,0,,50860,,8.5 кг,,Китай,для холодных напитков,,1,10 л
https://cdn.entero.ru/mp@2x/25/3b/253b0e51eb848a14c53a1da2c9bc7463.jpg,"Диспенсер для холодных напитков Kingo HOTEL 10402-2, 16 л",81240653,48703,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/340080,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340080""><b class=""b"">Kingo HOTEL 10402-2 </b></a>используется на предприятиях общественного питания, в кухнях отелей и уличных барах при обслуживании банкетных, кейтеринговых мероприятий и кофе-брейков для порционного розлива сока и охлажденных напитков. Модель оснащена 2 емкостями с кранами для розлива, крышками с ручкой, подставками для тары и устойчивыми опорами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 2х 8 л</li>
</ul>",340080,,,,,,,0,,,,12.5 кг,,Китай,для холодных напитков,,2,16 л
https://cdn.entero.ru/mp@2x/69/f8/69f8cf998cd0f02853bfc7ad8277d2b2.jpg,Диспенсер для холодных напитков F&B Project P12-5X3,Диспенсер для холодных напитков F&B Project P12-5X3,61400,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/351053,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/351053""><b class=""b"">F&B Project P12-5X3</b></a> предназначен для порционного розлива соков и других охлажденных напитков на предприятиях общественного питания и в домашних условиях. Модель оснащена прозрачными емкостями, кранами для розлива, крышками и каплесборниками. Корпус выполнен из нержавеющей стали и акрила.</p>",351053,340 мм,392 мм,745 мм,,,,0,https://entero.ru/manuals/434265/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20F%26B%20Project%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,66739,,,Китай,Китай,для холодных напитков,,3,5 л
https://cdn.entero.ru/mp@2x/73/88/73886d53dad060102760a45755031ebe.jpg,Диспенсер для напитков P.L. Proff Cuisine Hotelware WI 100/TC Smooth Vintage Style 12 л,WI 100/TC,63037,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/361536,"<p>Диспенсер для напитков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361536""><b class=""b"">P.L. Proff Cuisine Hotelware WI 100/TC Smooth Vintage Style </b></a>используется на предприятиях общественного питания и в домашних условиях для порционного розлива горячих и охлажденных напитков. Модель оснащена емкостью с краном для розлива, крышкой с ручками. Изделие изготовлено из нержавеющего металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Винтажный стиль</li>
<li>Для горячих и холодных напитков</li>
<li>Подставка на трех опорах</li>
<li>Цилиндрическая форма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота подставки: 23,5 см</li>
<li>Цвет: нержавеющая сталь</li>
</ul>",361536,256 мм,256 мм,630 мм,,,,0,https://entero.ru/manuals/501382/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,6.62 кг,,Индия,,,1,12 л
https://cdn.entero.ru/mp@2x/2e/7d/2e7d79fb8333ab2f8295cf51c71aab38.jpg,Диспенсер для напитков APS 10700,Диспенсер для напитков APS 10700,64012,RUB,Да,APS,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/308327,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/308327""><b class=""b"">APS 10700 </b></a>используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена прозрачной емкостью, краном для розлива, крышкой и 2 охлаждающими батареями сверху и снизу, включая бесконтактный адаптер. Корпус выполнен из нержавеющей стали 18/8, емкость - из SAN (пластик). </p>

<p><b>Особенности:</b></p>

<ul>
<li>Можно использовать в посудомоечной машине</li>
</ul>",308327,230 мм,350 мм,520 мм,,,,0,,,,3.2 кг,,Германия,для холодных напитков,,1,6 л
https://cdn.entero.ru/mp@2x/43/b1/43b198a5774ca12a0daa71428bc79a36.jpg;https://cdn.entero.ru/mp@2x/9a/6c/9a6c64f999becbf0956080fd627455a8.jpg;https://cdn.entero.ru/mp@2x/62/da/62da0d21f667eae4e98d59c0e03c16a3.jpg;https://cdn.entero.ru/mp@2x/14/01/1401eaf7d0b1408627c1e2d45b04c058.jpg;https://cdn.entero.ru/mp@2x/c5/e3/c5e3fabb4f295d5c989ab988d89cd933.jpg,Диспенсер вакуумный для напитков KEF T6-0,Диспенсер вакуумный для напитков KEF T6-0,70630,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/365777,"<p>Вакуумный диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365777"">KEF T6-0</a> </b>предназначен для розлива горячих и холодных напитков на предприятиях общественного питания и торговли. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Двойные стенки с вакуумной изоляцией: сохранение температуры напитков до 24 ч</li>
<li>Эргономичные ручки и крышка-дозатор: легкость в транспортировке и использовании</li>
<li>Широкое горлышко: легкое наполнение и очистка</li>
</ul>",365777,110 мм,130 мм,600 мм,6 кг,1,150x170x640 мм,0,,,,4.3 кг,,Турция,"для горячих напитков, для холодных напитков",,1,6 л
https://cdn.entero.ru/mp@2x/6b/62/6b62dc7cc12be5fe79e4674a0175c1ba.jpg,Диспенсер для напитков P.L. Proff Cuisine Hotelware WIH 100/TC Dents Vintage Style 12 л,WIH 100/TC,71173,RUB,Да,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/361513,"<p>Диспенсер для напитков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361513""><b class=""b"">P.L. Proff Cuisine Hotelware WIH 100/TC Dents Vintage Style </b></a>используется на предприятиях общественного питания и в домашних условиях для порционного розлива горячих и охлажденных напитков. Модель оснащена емкостью с краном для розлива, крышкой с ручками. Изделие изготовлено из нержавеющего металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Винтажный стиль</li>
<li>Для горячих и холодных напитков</li>
<li>Подставка на трех опорах</li>
<li>Цилиндрическая форма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота подставки: 23,5 см</li>
<li>Цвет: нержавеющая сталь</li>
</ul>",361513,256 мм,256 мм,630 мм,,,,0,https://entero.ru/manuals/501381/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,76530,,6.62 кг,,Индия,"для горячих напитков, для холодных напитков",,1,12 л
https://cdn.entero.ru/mp@2x/e6/e0/e6e0f3ed257dadbddfadf73b394879b4.jpg;https://cdn.entero.ru/mp@2x/96/b6/96b659b1c39e1ed493643e501f0fc5f1.jpg;https://cdn.entero.ru/mp@2x/0c/df/0cdf048aca931e46ba611b04f91cb315.jpg;https://cdn.entero.ru/mp@2x/30/74/307493950339d68034aaab251b7f8471.jpg;https://cdn.entero.ru/mp@2x/e7/24/e724da7d73f25279fa0d9d7d46886160.jpg;https://cdn.entero.ru/mp@2x/5c/d3/5cd345a19977cbb08de828ed145aeea0.jpg;https://cdn.entero.ru/mp@2x/b4/ec/b4ece1f4cd6e18253c7e9167c941aee4.jpg,Диспенсер для сока HENDI 425206,Диспенсер для сока HENDI 425206,90006,RUB,Да,HENDI,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/277274,"<p>Диспенсер для сока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/277274""><b class=""b"">HENDI 425206</b></a> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для порционного розлива соков и других охлажденных напитков. Модель оснащена 2 легкосъемными резервуарами, электронным контролером температуры, краном для дозированной подачи напитка и сливным поддоном. Изделие выполнено из поликарбоната и нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Дипазон регулировки температуры: от 0 до 10 °C</li>
<li>Объем: 2x12 л</li>
<li>Хладагент: R290</li>
</ul>",277274,430 мм,430 мм,640 мм,,,,0,https://entero.ru/manuals/344426/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20425206.pdf;https://entero.ru/manuals/344427/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20425206.pdf;https://entero.ru/manuals/344428/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20HENDI%20425206%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/496422/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,96781,,29 кг,Нидерланды,Китай,для холодных напитков,,2,24 л
