Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Установка,Линия 700,Линия 900,Оснащение,Рабочая поверхность,Количество конфорок,Температурный режим духовки,Газ-контроль
https://cdn.entero.ru/mp@2x/af/f4/aff4eb09722247e4154b1fcdc0ed1962.jpg,Плита газовая OZTI OSOG 8090,7865.N1.80903.20,159807,RUB,Нет,OZTI,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/71303,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71303"">OZTI OSOG 8090</a></b> предназначена для приготовления широкого спектра блюд в наплитной посуде на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Горелки выполнены из латуни, решетки - из полуглянцевого кислотностойкого чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Может работать как на природном, так и на сжиженном газе</li>
<li>Пьезоэлектрический поджиг</li>
<li>Постоянно горящий фитиль</li>
<li>Предохранительный газовый клапан для каждой горелки</li>
<li>Цельнонатянутая варочная поверхность с закругленными углами обеспечивает легкость и простоту чистки после использования</li>
<li>Решетки можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина варочной панели: 2 мм</li>
</ul>",71303,32 кВт,800 мм,900 мм,280 мм,,Турция,,,0,https://entero.ru/manuals/420670/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OZTI%20OSOG%208090.ppt;https://entero.ru/manuals/420716/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%20OSOG%208090.pdf;https://entero.ru/manuals/420717/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,60.6 кг,настольная,,,,секционная,4,,
https://cdn.entero.ru/mp@2x/14/54/14544b88249eb96f1b9e1e07fe3a08f8.jpg,Плита газовая Abat ПГК-47Н-01,21000801323,160900,RUB,Нет,Abat,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/358229,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/358229"">Abat ПГК-47Н-01</a></b> предназначена для приготовления различных блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена регулируемыми по высоте ножками. Корпус выполнен из высококачественной нержавеющей стали, решетки - из чугуна.</p>

<p>В комплект поставки входят съемные форсунки под сжиженный газ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Пьезорозжиг</li>
<li>Система газ-контроль</li>
<li>Режим работы: двухсменный (не более 16-18 ч. в сутки)</li>
<li>Климатическое исполнение: УХЛ-4.2</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность горелок:
<ul>
<li>Нормальная: 3х 3 кВт</li>
<li>Повышенная: 1х 5,5 кВт</li>
</ul>
</li>
<li>Расход газа:
<ul>
<li>Природный: 1,533 м<sup>3</sup>/ч</li>
<li>Сжиженный: 1,135 кг/ч</li>
</ul>
</li>
<li>Давление газа:
<ul>
<li>Природный:
<ul>
<li>Номинальный: 1961 Па</li>
<li>Максимальный: 2452 Па</li>
<li>Минимальный: 1667 Па</li>
</ul>
</li>
<li>Сжиженный:
<ul>
<li>Номинальный: 2942 Па</li>
<li>Максимальный: 3432 Па</li>
<li>Минимальный: 2452 Па</li>
</ul>
</li>
</ul>
</li>
</ul>",358229,14.5 кВт,800 мм,750 мм,470 мм,,Россия,,,0,https://entero.ru/manuals/459055/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%93%D0%9A-47%D0%9D-01.pdf;https://entero.ru/manuals/459056/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,72 кг,настольная,Да,,,секционная,4,,
https://cdn.entero.ru/mp@2x/8a/9a/8a9a97c0c41a9dc84dfae4478675f478.jpg,Плита газовая OZTI OSOG 8090 P,7865.N1.80903.20P,163744,RUB,Нет,OZTI,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/81576,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81576"">OZTI OSOG 8090 P</a></b> предназначена для приготовления широкого спектра блюд в наплитной посуде на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Горелки выполнены из латуни, решетки - из полуглянцевого кислотностойкого чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Может работать как на природном, так и на сжиженном газе</li>
<li>Пьезоэлектрический поджиг</li>
<li>Постоянно горящий фитиль</li>
<li>Предохранительный газовый клапан для каждой горелки</li>
<li>Цельнонатянутая варочная поверхность с закругленными углами обеспечивает легкость и простоту чистки после использования</li>
<li>Решетки можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина варочной панели: 2 мм</li>
</ul>",81576,40 кВт,800 мм,900 мм,280 мм,,Турция,,,0,https://entero.ru/manuals/420672/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OZTI%20OSOG%208090%20P.ppt;https://entero.ru/manuals/420718/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%20OSOG%208090%20P.pdf;https://entero.ru/manuals/420719/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,174196,,61.6 кг,настольная,,,,секционная,4,,
https://cdn.entero.ru/mp@2x/5e/8f/5e8f8fa345a990ab3bdf9d01ed2a40f7.jpg,Плита газовая KAYMAN ПГ-6-12,Плита газовая KAYMAN ПГ-6-12,164842,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/257937,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/257937"">KAYMAN ПГ-6-12</a></b> предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена 6 горелками класса Heavy Duty, системой ""газ-контроль"" и поддоном для жира. Все корпусные элементы выполнены из пищевой нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность горелок: 4х 6,5 кВт + 2х 9 кВт</li>
<li>Расход газа:
<ul>
<li>Природный: 4,8 м<sup>3</sup>/ч</li>
<li>Пропан-бутан: 2,8 кг/ч</li>
</ul>
</li>
<li>Подключение к газопроводу: 1/2""</li>
<li>Условия окружающей среды:
<ul>
<li>Температура воздуха: от 10 до 50 °C</li>
<li>Относительная влажность при 20 °C (без конденсации): до 80%</li>
<li>Атмосферное давление: от 84 до 107 кПа / от 630 до 800 мм рт. ст.</li>
</ul>
</li>
<li>​Габариты в упаковке: 1330х950х620 мм</li>
</ul>",257937,44 кВт,1180 мм,800 мм,320 мм,161 кг,Россия,1,1330x950x620 мм,0,https://entero.ru/manuals/317592/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,177249,,136 кг,настольная,,,,секционная,6,,
https://cdn.entero.ru/mp@2x/b6/24/b624d0acc159c1e2ae1ad909d3cb22f1.jpg;https://cdn.entero.ru/mp@2x/84/b7/84b72ed579a52396b914610fb79f1736.jpg,Плита газовая Grill Master Ф4ПГ/900,50029 / 169865,166820,RUB,Нет,Grill Master,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/182653,"<p>Газовая плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/182653""><b class=""b"">Grill Master Ф4ПГ/800</b></a> предназначена для приготовления широкого спектра блюд на предприятиях общественного питания и торговли. Модель оснащена ручками подачи газа нового дизайна и большего диаметра с удобным хватом и стендом с нейтральной решетчатой полкой. Корпус, разборная подставка и система решеток выполнены из нержавеющей стали.</p>

<p>Плита настроена на метан. В комплект поставки входит сопло на пропан.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 профессиональные горелки класса Heavy Duty</li>
<li>Запальная система розжига</li>
<li>Пилотный розжиг основных горелок</li>
<li>Газ-контроль всех горелок плиты</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Мощность конфорок: 2х 6,5 + 2х 9 кВт</li>
<li>Габариты в упаковке: 650x890x1000 мм</li>
</ul>",182653,31 кВт,800 мм,900 мм,1050 мм,,Россия,,,0,https://entero.ru/manuals/518304/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A44%D0%9F%D0%93_900.docx;https://entero.ru/manuals/518305/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.docx,175600,,120 кг,напольная,,Да,подставка (стенд),,4,,
https://cdn.entero.ru/mp@2x/89/69/89695525ede11ab2b52c13fc7767b6ce.jpg,Плита газовая Вулкан KSB02 8071 WOK,8071,177225,RUB,Нет,Вулкан,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/79021,"<p>Газовая вок-плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79021""><b class=""b"">Вулкан KSB02 8071</b></a> предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом, запальной горелкой и 2 ВОК-насадками.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной конфорки: 8,7 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>1,81 м<sup>3</sup>/час</li>
<li>1,41 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
</ul>",79021,17.4 кВт,800 мм,410 мм,200 мм,,Россия,,,0,,,,,настольная,,,,секционная,2,,
https://cdn.entero.ru/mp@2x/8d/91/8d916a15bf6cafbce29cb4234fba6a2c.jpg,Плита газовая Вулкан KSW 01 8589 WOK,8589,181385,RUB,Нет,Вулкан,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/79344,"<p>Газовая вок-плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79344""><b class=""b"">Вулкан KSW 01 8589 </b></a>предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом, запальной горелкой и кольцевой ВОК-насадкой.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход природного (сжиженного) газа:
<ul>
<li>1,44 м<sup>3</sup>/час</li>
<li>1,12 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Закрытая с 3-х сторон подставка</li>
<li>Углубленная водяная столешница со сливом</li>
<li>Водяной кран с управлением ножной педалью</li>
<li>Задняя стенка высотой 400 мм</li>
</ul>",79344,14 кВт,700 мм,700 мм,850 мм,,Россия,,,0,,,,,напольная,,,подставка (стенд),,1,,
https://cdn.entero.ru/mp@2x/d5/49/d549df810be9f2a29baed5bad124cd2f.jpg,Плита газовая Apach Chef Line GLRRG49P,Плита газовая Apach Chef Line GLRRG49P,182960,RUB,Нет,Apach,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/114459,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114459"">Apach Chef Line GLRRG49P</a></b> серии предназначена для приготовления различных блюд из мяса, птицы, рыбы и овощей в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления. Корпус выполнен из нержавеющей стали AISI 304, рабочая поверхность - из стали толщиной 2 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер конфорок: 2х 375х372 мм</li>
<li>Габариты в упаковке: 500х1000х450 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",114459,18 кВт,400 мм,900 мм,250 мм,47 кг,Италия,1,500x1000x450 мм,0,https://entero.ru/manuals/288961/%D0%98%D0%BC%D0%B8%D0%B4%D0%B6%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf;https://entero.ru/manuals/288962/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,,,43 кг,настольная,,Да,,секционная,2,,
https://cdn.entero.ru/mp@2x/4c/f8/4cf8364628a03c8151eb76bce3eec07a.jpg;https://cdn.entero.ru/mp@2x/ee/d5/eed5c256c9d9aca2b0ba0bbcd768c8d7.jpg,Плита газовая вок VITAL GKW6030,VTL-GKW6030,189795,RUB,Нет,,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/367572,"<p>Газовая плита вок <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367572"">VITAL GKW6030</a></b> серии 600 предназначена для приготовления различных блюд из мяса, птицы, рыбы и овощей в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена 2 горелками, устройством газовой безопасности и термопарой. Закругленные края плиты обеспечивают легкую чистку. Корпус выполнен из нержавеющей стали, съемная решетка - из чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прессованная монолитная столешница</li>
<li>Пилотные горелки</li>
<li>Высокоэффективные горелки с низким уровнем выбросов газа</li>
<li>Использование на столешнице или с нижним шкафом</li>
<li>Работа на сжиженном или природном газе</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр решетки: 310 мм</li>
<li>Расход газа:
<ul>
<li>Максимальный:
<ul>
<li>Природный: 2,857 м³/ч</li>
<li>Сжиженный: 1,5 кг/ч</li>
</ul>
</li>
<li>Минимальный:
<ul>
<li>Природный: 0,75 м³/ч</li>
<li>Сжиженный: 1,118 кг/ч</li>
</ul>
</li>
</ul>
</li>
<li>Подключение: R 3/4""</li>
</ul>",367572,27 кВт,900 мм,630 мм,280 мм,50 кг,Турция,1,940x700x600 мм,0,,206299,,,настольная,,,,секционная,2,,
https://cdn.entero.ru/mp@2x/ed/e2/ede20564e41bbcd03dfd86c6e7abd41d.jpg;https://cdn.entero.ru/mp@2x/82/14/8214d5804b388713aadf5a016fecf850.jpg;https://cdn.entero.ru/mp@2x/4b/00/4b00baf006831eb1c4ee46160e9c838f.jpg;https://cdn.entero.ru/mp@2x/ff/46/ff462027b06702a9ff28819da0a99541.jpg;https://cdn.entero.ru/mp@2x/d4/ec/d4ec67f0bed0155a5c53f9ac05300d20.jpg,Плита газовая Вулкан ПРГ-IIA-6М Slim,82141,192300,RUB,Нет,Вулкан,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/78502,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78502"">Вулкан ПРГ-IIA-6М Slim</a></b> предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена газ-контролем. Корпус и решетка выполнены из нержавеющей стали, газовые горелки - из латуни.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Съемная решетка</li>
<li>Вмещает 6 кастрюль объемом 30 л</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной конфорки: 6 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>3,65 м<sup>3</sup>/час</li>
<li>2,84 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
</ul>",78502,36 кВт,900 мм,650 мм,150 мм,,Россия,,,0,,,,20 кг,настольная,,,,секционная,6,,
https://cdn.entero.ru/mp@2x/11/93/1193c79e00ec3dc8681f48bdbeec8613.jpg,Плита газовая Вулкан KSB02 8077 WOK,8077,194505,RUB,Нет,Вулкан,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/79299,"<p>Газовая вок-плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79299""><b class=""b"">Вулкан KSB02 8077 </b></a>предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом, запальной горелкой и 2 ВОК-насадками.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной конфорки: 8,7 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>1,81 м<sup>3</sup>/час</li>
<li>1,41 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Расположение рабочей поверхности на выбор</li>
</ul>",79299,17.4 кВт,1200 мм,410 мм,200 мм,,Россия,,,0,,,,,настольная,,,,секционная,2,,
https://cdn.entero.ru/mp@2x/6d/ee/6dee35ce5bd014e5d0f3b4ab87dc8501.jpg,Плита газовая Apach Chef Line GLRRG49XPP,Плита газовая Apach Chef Line GLRRG49XPP,198989,RUB,Нет,Apach,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/114560,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114560"">Apach Chef Line GLRRG49XPP</a></b> серии 900 предназначена для приготовления различных блюд из мяса, птицы, рыбы и овощей в наплитной посуде на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали AISI 304, рабочая поверхность - из стали толщиной 2 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность конфорок: 2х 11 кВт</li>
<li>Размер конфорок: 2х 375х372 мм</li>
<li>Габариты в упаковке: 500х1000х450 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",114560,22 кВт,400 мм,900 мм,250 мм,47 кг,Италия,1,500x1000x450 мм,0,https://entero.ru/manuals/288938/%D0%98%D0%BC%D0%B8%D0%B4%D0%B6%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf;https://entero.ru/manuals/288939/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,,,43 кг,настольная,,Да,,секционная,2,,
https://cdn.entero.ru/mp@2x/c2/c1/c2c14b6d4d02c3c5668ec0b3b9acd605.jpg,Плита газовая KAYMAN ПГ-6-11-М,Плита газовая KAYMAN ПГ-6-11-М,199172,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/257926,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/257926"">KAYMAN ПГ-6-11-М</a></b> предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена 6 горелками класса Heavy Duty с системой пилотного розжига, запальным розжигом, системой ""газ-контроль"" и 2 нейтральными полками. Все корпусные элементы выполнены из пищевой нержавеющей стали, горелки - из чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подход для поваров с двух сторон</li>
<li>Увеличенные решетки для большой наплитной посуды</li>
<li>Возможность работы на балонном / природном газе</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность горелок: 6х 9 кВт</li>
<li>Электрическая мощность: 0,01 кВт</li>
<li>Напряжение: 220 В</li>
<li>Диаметр рабочей поверхности: 450 мм</li>
<li>Расход газа:
<ul>
<li>Природный: 5 м<sup>3</sup>/ч</li>
<li>Пропан-бутан: 2,92 кг/ч</li>
</ul>
</li>
<li>Подключение к газопроводу: 1/2""</li>
<li>Условия окружающей среды:
<ul>
<li>Температура воздуха: от 10 до 50 °C</li>
<li>Относительная влажность при 20 °C (без конденсации): до 80%</li>
<li>Атмосферное давление: от 84 до 107 кПа / от 630 до 800 мм рт. ст.</li>
</ul>
</li>
<li>​Габариты в упаковке: 1600х1190х1155 мм</li>
</ul>",257926,54 кВт,1500 мм,1090 мм,905 мм,125 кг,Россия,1,1600x1190x1155 мм,0,https://entero.ru/manuals/317591/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,214163,,100 кг,напольная,,,подставка (стенд),секционная,6,,
https://cdn.entero.ru/mp@2x/c0/ff/c0fff6c99ab82ee792abc637087dc159.jpg,Плита газовая Apach Chef Line GLRRG77P,Плита газовая Apach Chef Line GLRRG77P,201160,RUB,Нет,Apach,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/114460,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114460"">Apach Chef Line GLRRG77P</a></b> серии 700 предназначена для приготовления различных блюд из мяса, птицы, рыбы и овощей в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена 4 съемными конфорками. Корпус выполнен из нержавеющей стали AISI 304 толщиной 1,5 мм, конфорки - из высокопрочного чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность конфорок: 4х 5,5 кВт</li>
<li>Габариты в упаковке: 800х830х450 мм</li>
</ul>",114460,22 кВт,700 мм,730 мм,250 мм,54 кг,Италия,1,800x830x450 мм,0,https://entero.ru/manuals/288879/%D0%98%D0%BC%D0%B8%D0%B4%D0%B6%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf;https://entero.ru/manuals/288880/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,,,48 кг,настольная,Да,,,секционная,4,,
https://cdn.entero.ru/mp@2x/9a/6c/9a6cd6b06d508d5f26246f80c0d542c0.jpg,Плита газовая Grill Master Ф6ПГ/800 (настольная),50006,204360,RUB,Нет,Grill Master,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/336580,"<p>Газовая плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336580""><b class=""b"">Grill Master Ф6ПГ/800</b></a> предназначена для приготовления широкого ассортимента блюд в наплитной посуде в кафе, ресторанах и на других предприятиях общественного питания и торговли. Модель оснащена рабочей поверхностью с 6 профессиональными горелками Heavy Duty, газ-контролем и подключением к магистральному газу. Изделие выполнено из нержавеющей стали.</p>

<p>В комплект поставки входит сопло на пропан.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность конфорок: 4 по 6,5 кВт и 2 по 9 кВт</li>
<li>Диаметр наплитной посуды: 300 мм</li>
<li>Максимальный расход газа:
<ul>
<li>Природного: 4,8 м³/ч</li>
<li>Пропан-бутана: 2,8 кг/ч</li>
</ul>
</li>
<li>Газовое подключение: G 1/2""</li>
</ul>",336580,44 кВт,1180 мм,800 мм,320 мм,161 кг,Россия,1,1330x950x620 мм,0,https://entero.ru/manuals/397501/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A46%D0%9F%D0%93_800.pdf,,,136 кг,настольная,,,,секционная,6,,
https://cdn.entero.ru/mp@2x/47/34/4734f8cdeaec4e6bb7b070908ec8d60c.jpg,Плита газовая Вулкан KSB02 8176 WOK,8176,204675,RUB,Нет,Вулкан,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/79301,"<p>Газовая вок-плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79301""><b class=""b"">Вулкан KSB02 8176 </b></a>предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом, запальной горелкой и 2 кольцевыми ВОК-насадками.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной конфорки: 8,7 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>1,81 м<sup>3</sup>/час</li>
<li>1,41 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Закрытый с 3-х сторон кабинет Н201</li>
<li>Закрытый с 3-х сторон кабинет с распашными дверями Н202</li>
<li>Мобильная версия Н203</li>
</ul>",79301,17.4 кВт,800 мм,410 мм,850 мм,,Россия,,,0,,222473,,,напольная,,,,секционная,2,,
