Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Установка,Назначение,Объем,Гастронормированная,Количество уровней,Вес (с упаковкой)
https://cdn.entero.ru/mp@2x/8c/ab/8cabb8d2513903c18437afc1d1ccb028.jpg,Витрина тепловая Kocateq RTR158L,Витрина тепловая Kocateq RTR158L,82868,RUB,Нет,Kocateq,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/139617,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/139617"">Kocateq RTR158L</a></b> предназначена для демонстрации, подогрева и кратковременного хранения пиццы, булочек, пирогов и различных закусок на предприятиях общественного питания и торговли. Модель оснащена дисплеем для контроля температуры и боковой LED подсветкой. Ножки выполнены из пластика, полки - хромированные.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный термостат</li>
<li>Решетчатые круглые полки<b> </b>соединены в единую вращающуюся конструкцию</li>
<li>Регулировка уровня влажности</li>
<li>Доступ со стороны продавца</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество полок: 4</li>
<li>Диаметр полки: 465 мм</li>
<li>Габариты в упаковке: 698х698х750 мм</li>
</ul>",139617,от 30 до 90 °C,220 В,1.7 кВт,642 мм,600 мм,700 мм,,Ю. Корея,,,0,https://entero.ru/manuals/162474/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,86321,,,настольная,"для выпечки, для пиццы",158 л,,,
https://cdn.entero.ru/mp@2x/d8/6b/d86b3ff9404f48c878eb1ec9fe2d8319.jpg,Витрина тепловая для попкорна RoboLabs VTPA-060G,Витрина тепловая для попкорна RoboLabs VTPA-060G,84367,RUB,Нет,RoboLabs,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/346845,"<p>Настольная тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346845"">RoboLabs VTPA-060G</a></b> используется на предприятиях общественного питания и торговли для хранения и продажи попкорна. Модель оснащена светодиодной подсветкой по периметру остекления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоподача (принцип автопоилки)</li>
<li>Подогрев только нижней части: исключение пересыхания</li>
<li>Конвекция</li>
<li>Остекление с 4х сторон</li>
<li>Возможность эксплуатации как пристенно, так и на передней линии обслуживания</li>
</ul>",346845,,220 В,1 кВт,600 мм,500 мм,750 мм,71 кг,Россия,1,670x570x950 мм,0,https://entero.ru/manuals/502763/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,56 кг,настольная,для попкорна,,,1,
https://cdn.entero.ru/mp@2x/24/07/2407a9018f798e043936c58c8a722a2f.jpg,Витрина Dazzl Galaxy 080 125 статическая тепловая,Витрина Dazzl Galaxy 080 125 статическая тепловая,88942,RUB,Нет,,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/244342,"<p>Тепловая витрина<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244342""><b class=""b""> Dazzl Galaxy 080 125</b></a> предназначена демонстрации и кратковременного хранения в подогретом виде гастрономических товаров на предприятиях общественного питания и торговли. Модель оснащена встроенным термостатом для поддержания заданной температуры. Рабочая поверхность и базовые поддоны выполнены из нержавеющей стали.</p>

<p>Модель доступна в 10 стандартных цветовых исполнениях фронтальной панели по таблице RAL: 9003, 9005, 9006, 1015, 1016, 3004, 3020, 5017, 6018 и 7024.</p>

<p><span style=""color:#FF0000;"">Боковины в комплект поставки не входят и приобретаются отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Энергосберегающее светодиодное освещение внутреннего объёма</li>
<li>Закалённое стекло на гидролифтах</li>
<li>Комплект ночных шторок</li>
<li>Регулируемые опоры для компенсации неровностей пола</li>
<li>Усиленная деревянная упаковка</li>
<li>Степень защиты: IP 20</li>
</ul>

<p><b>Дополнительные характеристики:</b><b>​</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 12 до 25 °C</li>
<li>Диапазон относительной влажности: от 40 до 60%</li>
</ul>
</li>
<li>Площадь загрузки: 0,98 м<sup>2</sup></li>
</ul>

<ul>
<li>Глубина выкладки: 800 мм</li>
<li>Суточное энергопотребление: 12 кВт*ч</li>
<li>Максимальный уровень шума: 69 дБа</li>
<li>
<p>Ширина без боковин: 1250 мм</p>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><span style=""background-color: rgb(255, 255, 255);"">Альтернативное цветовое исполнение фронтальной панели по таблице RAL</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Боковины со стеклопакетом: <a href=""https://entero.ru/item/243972"" target=""_blank"">левая</a> / <a href=""https://entero.ru/item/243973"" target=""_blank"">правая</a></span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Дополнительный термометр</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Стыковочный комплект </span></li>
<li>Делители:​
<ul>
<li><span style=""background-color: rgb(255, 255, 255);"">Перегородка</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Перегородка полнопрофильная</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Делитель полноформатный</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Комплект соединитель в линию</span></li>
</ul>
</li>
<li><span style=""background-color: rgb(255, 255, 255);"">​Светодиодная подсветка основной зоны (Pink)</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Подсветка нижнего фронта (Pink)</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Подсветка нижнего фронта (4000K)</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Полка для весов</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Двухступенчатые поддоны</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Соленоидный вентиль​</span></li>
</ul>

<p> </p>

<p><em>Вес и ширина указаны с боковинами, которые в комплект поставки не входят и приобретаются отдельно.</em></p>",244342,от 0 до 45 °C,220 В,0.8 кВт,1320 мм,1030 мм,1240 мм,160 кг,Россия,1,1600x1200x1145 мм,0,https://entero.ru/manuals/294171/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Dazzl%20Galaxy%20080.pdf;https://entero.ru/manuals/294173/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Dazzl%20Galaxy%20080.pdf;https://entero.ru/manuals/294174/%D0%A1%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82%D0%BD%D1%8B%D0%B5%20%D0%B2%D0%B0%D1%80%D0%B8%D0%B0%D0%BD%D1%82%D1%8B%20%D1%86%D0%B2%D0%B5%D1%82%D0%BE%D0%B2%20%D1%84%D1%80%D0%BE%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9%20%D0%BF%D0%B0%D0%BD%D0%B5%D0%BB%D0%B8.jpg,95637,,150 кг,напольная,"для готовых блюд, для выпечки, для ингредиентов",,,1,
https://cdn.entero.ru/mp@2x/1d/67/1d67baec94d616b8606c2ce356fa3f25.jpg;https://cdn.entero.ru/mp@2x/b4/2d/b42dd4750c4bfeb0e87c52c2ca3a4c4d.jpg,"Витрина тепловая Carboma Gelios GC111 SH 1,25-1 1010 (газлифт, без боковин)",П0000010335.2945,89789,RUB,Нет,Carboma,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/187600,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187600""><b class=""b"">Carboma GC111 SH 1,25-1 1010 </b></a>предназначена для демонстрации и поддержания блюд в горячем состоянии на предприятиях общественного питания и торговли. Модель оснащена энергосберегающими шторками. Столешница и экспозиционная поверхность выполнены из шлифованной нержавеющей стали, передняя панель - из ламинированного МДФ.</p>

<p><em><span style=""color:#FF0000;"">Отдельностоящие витрины приобретаются только вместе с боковинами. При заказе нескольких витрин с одинаковым температурным режимом для установки в линию достаточно заказать 2 боковины на всю линию.</span></em></p>

<p><b>Особенности:</b></p>

<ul>
<li>Микропроцессорный блок управления с индикацией температуры</li>
<li>Подъемное фронтальное стекло</li>
<li>LED-освещение основной зоны (теплый белый)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Экспозиционная площадь: 0,9 м<sup>2</sup></li>
<li>Цвет: мариель</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Боковины со стеклопакетом (0011-1010 Серый+Мариель)</li>
<li>Стыковочный комплект</li>
<li>Дополнительная экспозиционная полка</li>
<li>Низкий делитель объема (среднетемпературные, реверсивные)</li>
<li>Полнопрофильный делитель</li>
<li>Перегородка стеклянная для стыковки закрытых и открытых модулей</li>
<li>Освещение фронтальной панели (теплый белый) </li>
<li>Освещение промежуточной полки (теплый белый, розовый)</li>
<li>Освещение основной зоны (розовый)</li>
<li>Деревянная полка</li>
<li>Полка для весов</li>
</ul>

<p><em>* Длина витрины указана с боковинами.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с боковинами, которые в комплект поставки не входят и приобретаются отдельно.</span></em></p>",187600,45 °C,220 В,,1340 мм,1150 мм,1260 мм,,Россия,,,0,,93530,https://vk.com/video_ext.php?oid=-177656185&id=456239963&hd=2&autoplay=0,178 кг,напольная,для готовых блюд,,,,
https://cdn.entero.ru/mp@2x/da/a2/daa26e03bd01f4872266dab0a2576711.jpg;https://cdn.entero.ru/mp@2x/88/51/8851bdfcd6ac1e419d5ece308f7c5411.jpg;https://cdn.entero.ru/mp@2x/2b/91/2b9181bcae175b4bb902543bad3180ad.jpg,Витрина тепловая для попкорна RoboLabs VTP2-090,Витрина тепловая для попкорна RoboLabs VTP2-090,91561,RUB,Нет,RoboLabs,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/346843,"<p>Напольная тепловая двухсекционная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346843"">RoboLabs VTP2-090</a></b> используется на предприятиях общественного питания и торговли для хранения и продажи попкорна. Модель оснащена подогревом и подсветкой.</p>",346843,от 30 до 85 °C,220 В,0.7 кВт,900 мм,710 мм,700 мм,90 кг,Россия,1,755x970x895 мм,0,,97405,,46 кг,напольная,для попкорна,,,1,
https://cdn.entero.ru/mp@2x/7b/f6/7bf6f02493ad3b1ad501e625c5d1471b.jpg;https://cdn.entero.ru/mp@2x/4d/4d/4d4d1fa96e74e2b5df3c9cba0c6ebb96.jpg,"Витрина тепловая Carboma Gelios GC111 SH 1,25-1 1008 (газлифт, без боковин)",П0000010335.2904,92940,RUB,Нет,Carboma,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/187599,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/187599""><b class=""b"">Carboma GC111 SH 1,25-1 1008 </b></a>предназначена для демонстрации и поддержания блюд в горячем состоянии на предприятиях общественного питания и торговли. Модель оснащена энергосберегающими шторками. Столешница и экспозиционная поверхность выполнены из шлифованной нержавеющей стали, передняя панель - из ламинированного МДФ.</p>

<p><em><span style=""color:#FF0000;"">Отдельностоящие витрины приобретаются только вместе с боковинами. При заказе нескольких витрин с одинаковым температурным режимом для установки в линию достаточно заказать 2 боковины на всю линию.</span></em></p>

<p><b>Особенности:</b></p>

<ul>
<li>Микропроцессорный блок управления с индикацией температуры</li>
<li>Подъемное фронтальное стекло</li>
<li>LED-освещение основной зоны (теплый белый)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Экспозиционная площадь: 0,9 м<sup>2</sup></li>
<li>Цвет: темный дуб</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Боковины со стеклопакетом (0013-1008 Черный+Темный дуб)</li>
<li>Стыковочный комплект</li>
<li>Дополнительная экспозиционная полка</li>
<li>Низкий делитель объема (среднетемпературные, реверсивные)</li>
<li>Полнопрофильный делитель</li>
<li>Перегородка стеклянная для стыковки закрытых и открытых модулей</li>
<li>Освещение фронтальной панели (теплый белый) </li>
<li>Освещение промежуточной полки (теплый белый, розовый)</li>
<li>Освещение основной зоны (розовый)</li>
<li>Деревянная полка</li>
<li>Полка для весов</li>
</ul>

<p><em>* Длина витрины указана с боковинами.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с боковинами, которые в комплект поставки не входят и приобретаются отдельно.</span></em></p>",187599,45 °C,220 В,,1340 мм,1150 мм,1260 мм,,Россия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456239963&hd=2&autoplay=0,178 кг,напольная,для готовых блюд,,,,
https://cdn.entero.ru/mp@2x/a1/2c/a12c0bc959299f3d867e45893fea7286.jpg,Витрина тепловая Dazzl Galaxy 090 Plug-in 125 статическая,Витрина тепловая Dazzl Galaxy 090 Plug-in 125 статическая,93390,RUB,Нет,,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/361006,"<p>Тепловая витрина<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361006""><b class=""b""> Dazzl Galaxy 090 Plug-in 125</b></a> предназначена демонстрации и кратковременного хранения в подогретом виде гастрономических товаров на предприятиях общественного питания и торговли. Модель оснащена встроенным термостатом для поддержания заданной температуры. Рабочая поверхность и базовые поддоны выполнены из нержавеющей стали.</p>

<p>Модель доступна в 10 стандартных цветовых исполнениях фронтальной панели по таблице RAL: 9003, 9005, 9006, 1015, 1016, 3004, 3020, 5017, 6018 и 7024.</p>

<p><span style=""color:#FF0000;"">Боковины в комплект поставки не входят и приобретаются отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Энергосберегающее светодиодное освещение внутреннего объёма</li>
<li>Закалённое стекло на гидролифтах</li>
<li>Комплект ночных шторок</li>
<li>Регулируемые опоры для компенсации неровностей пола</li>
<li>Усиленная деревянная упаковка</li>
<li>Степень защиты: IP 20</li>
</ul>

<p><b>Дополнительные характеристики:</b><b>​</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 12 до 25 °C</li>
<li>Диапазон относительной влажности: от 40 до 60%</li>
</ul>
</li>
<li>Площадь экспозиции: 1,13 м<sup>2</sup></li>
<li>Глубина выкладки: 900 мм</li>
<li>Суточное энергопотребление: 14,7 кВт/ч</li>
<li>Максимальный уровень шума: 69 дБа</li>
<li>Ширина без боковин: 1250 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><span style=""background-color: rgb(255, 255, 255);"">Альтернативное цветовое исполнение фронтальной панели по таблице RAL</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Боковины со стеклопакетом: <a href=""https://entero.ru/item/243972"" target=""_blank"">левая</a> / <a href=""https://entero.ru/item/243973"" target=""_blank"">правая</a></span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Дополнительный термометр</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Стыковочный комплект </span></li>
<li>Делители:​
<ul>
<li><span style=""background-color: rgb(255, 255, 255);"">Перегородка</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Перегородка полнопрофильная</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Делитель полноформатный</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Комплект соединитель в линию</span></li>
</ul>
</li>
<li><span style=""background-color: rgb(255, 255, 255);"">​Светодиодная подсветка основной зоны (Pink)</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Подсветка нижнего фронта (Pink)</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Подсветка нижнего фронта (4000K)</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Полка для весов</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Двухступенчатые поддоны</span></li>
<li><span style=""background-color: rgb(255, 255, 255);"">Соленоидный вентиль​</span></li>
</ul>

<p><em>Вес и ширина указаны с боковинами, которые в комплект поставки не входят и приобретаются отдельно.</em></p>",361006,от 0 до 45 °C,220 В,0.8 кВт,1320 мм,1155 мм,1200 мм,,Россия,,,0,https://entero.ru/manuals/463411/%D0%A1%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82%D0%BD%D1%8B%D0%B5%20%D0%B2%D0%B0%D1%80%D0%B8%D0%B0%D0%BD%D1%82%D1%8B%20%D1%86%D0%B2%D0%B5%D1%82%D0%BE%D0%B2%20%D1%84%D1%80%D0%BE%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9%20%D0%BF%D0%B0%D0%BD%D0%B5%D0%BB%D0%B8.jpg;https://entero.ru/manuals/463412/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Dazzl%20Galaxy%20090.pdf;https://entero.ru/manuals/463413/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Dazzl%20Galaxy%20090.pdf;https://entero.ru/manuals/463414/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0-%D1%81%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BD%D0%B0%20Dazzl%20Galaxy%20090.pdf,101511,,160 кг,напольная,"для готовых блюд, для выпечки, для ингредиентов",,,1,
https://cdn.entero.ru/mp@2x/a4/c9/a4c92d738b2547700e7927ede3c4810b.jpg,Витрина тепловая Enigma RTR-220L,117345,93614,RUB,Нет,Enigma,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/80694,"<p>Тепловая витрина-горка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80694"">Enigma RTR-220L</a></b> предназначена для демонстрации, кратковременного хранения и подогрева пиццы, булочек, тортов, пирогов и различных кондитерских изделий на предприятиях общественного питания и торговли. Модель оснащена электронным управлением с дисплеем.</p>

<p>Корпус выполнен из нержавеющей стали, боковые панели - из закаленного стекла с черной рамкой.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхняя LED-подсветка</li>
<li>3 регулируемые полки </li>
<li>Основание для выкладки</li>
<li>4 колеса, из них 2 колеса с тормозами</li>
</ul>",80694,от 30 до 80 °C,220 В,1.6 кВт,600 мм,494 мм,1742 мм,,Китай,,,0,,,,78 кг,напольная,"для выпечки, для пиццы",220 л,,,
https://cdn.entero.ru/mp@2x/5c/2a/5c2ac06f8c68381d3517634dccd92f28.jpg;https://cdn.entero.ru/mp@2x/38/e9/38e944164f4de59db54b2392da24ce47.jpg;https://cdn.entero.ru/mp@2x/78/bd/78bd0921c369938cdabbdeb3a73cc6c8.jpg,Витрина тепловая ЦМИ ВТ-2-87/60,Витрина тепловая ЦМИ ВТ-2-87/60,95660,RUB,Нет,ЦМИ,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/218000,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218000""><b class=""b"">ЦМИ ВТ-2-87/60</b></a> используется на предприятиях общественного питания и торговли, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров, для демонстрации, подогрева и кратковременного хранения различных блюд и продуктов. Модель оснащена подсветкой. Корпус и внутренние элементы выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Секция для гамбургеров со съемным разделителем</li>
<li>2 съемные полки для выкладки картофеля фри</li>
<li>Тип нагревательного элемента: галогенная лампа​</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может незначительно отличаться от реального внешнего вида.</span></em></p>",218000,,220 В,2 кВт,870 мм,600 мм,870 мм,,Россия,,,0,https://entero.ru/manuals/258849/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A6%D0%9C%D0%98%20%D0%92%D0%A2-2.pdf,99646,,,настольная,для готовых блюд,,,2,
https://cdn.entero.ru/mp@2x/17/5b/175b86a2794143dc77f7293ae1b518b2.jpg,Витрина тепловая КАМИК ВТ-12045,Витрина тепловая КАМИК ВТ-12045,95866,RUB,Нет,КАМИК,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/100822,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/100822"">КАМИК ВТ-12045</a></b> используется на предприятиях общественного питания и торговли для подогрева, демонстрации и кратковременного хранения продуктов и готовых блюд в горячем состоянии. Модель оснащена раздвижными дверями-купе, расположенными со стороны оператора. Корпус выполнен из нержавеющей стали AISI 430, передняя часть - из закаленного стекла толщиной 10 мм, двери - из поликарбоната. Изделие предназначено для встраивания в столешницу.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",100822,от 30 до 80 °C,220 В,1.8 кВт,1200 мм,450 мм,550 мм,,Россия,,,0,,104202,,,встраиваемая,для готовых блюд,,,,
https://cdn.entero.ru/mp@2x/42/5d/425d5354b0fb56f456bd02fcdd84a0e9.jpg,Витрина тепловая Roller Grill BMV 2,Витрина тепловая Roller Grill BMV 2,98140,RUB,Нет,Roller Grill,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/20390,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20390"">Roller Grill BMV 2</a></b> предназначена для демонстрации и подогрева пиццы, булочек, пирогов, различных закусок и т.д. на предприятиях общественного питания и торговли. Модель может встраиваться в столешницу и оснащена контейнером для воды, панорамным стеклом и раздвижными дверцами с фронтальной стороны. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки гастроемкости не входят.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Термостат</li>
<li>Галогеновая подсветка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 2 гастроемкости GN 1/1 глубиной 150 мм</li>
</ul>",20390,от 0 до 90 °C,220 В,3.5 кВт,700 мм,630 мм,680 мм,,Франция,,,0,,102229,,45 кг,настольная,"для выпечки, для пиццы",,Да,,
https://cdn.entero.ru/mp@2x/43/c2/43c28c79c03035c62bcf6b8696e45b88.jpg,Витрина тепловая Grill Master ВтЭ,22120,102110,RUB,Нет,Grill Master,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/336638,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336638"">Grill Master ВтЭ</a></b> предназначена для непродолжительного хранения кур-гриль в подогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена механической панелью управления, 2 распашными дверьми со сквозным доступом в камеру, 5 парами направляющих и пароувлажнением. Корпус выполнен из нержавеющей стали, вставки дверей - из стекла.</p>

<p>В комплект поставки входят решетка и поддон.</p>

<p>Витрина используется с конвекционным грилем <a href=""https://entero.ru/search.php?text=%D0%A43%D0%9A%D0%BA1%D0%AD"">Ф3Кк1Э</a>.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подсветка в камере</li>
<li>Поддон для жира</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер поддона и противня: 530х612 мм</li>
<li>Количество тушек для загрузки: 24</li>
<li>Цвет: черный</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li>Подставка для витрины</li>
</ul>",336638,от 50 до 120 °C,220 В,1 кВт,890 мм,730 мм,720 мм,80 кг,Россия,1,945x770x970 мм,0,https://entero.ru/manuals/514867/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%92%D1%82%D0%AD.doc,,,55 кг,настольная,для готовых блюд,,,5,
