Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Вес (с упаковкой),Тип установки,Размеры камеры,Количество камер,Длина планки,Производительность насоса,Двойная запайка,Газонаполнение
https://cdn.entero.ru/mp@2x/44/cf/44cf7288936fa6bcae30cce1084fc434.jpg,Упаковщик вакуумный МАГИКОН DZ-700/2SB,Упаковщик вакуумный МАГИКОН DZ-700/2SB,484776,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/126957,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126957"">МАГИКОН DZ-700/2SB</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в вакуум продуктов питания для увеличения срока хранения. Модель оснащена удобной цифровой панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят набор необходимых запчастей и вакуумное масло.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расположение сварочных плит: параллельно</li>
<li>Дата в шве</li>
<li>Вспомогательная пластина для вакуумирования плоских упаковок</li>
<li>Сварочная пластина с набором даты, для проставления оттиска даты производства</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина шва запайки: 10 мм</li>
<li>Количество пластин: 2х 2</li>
<li>Расстояние между пластинами: 505 мм</li>
<li>Максимальное давление вакуума: 1 КПа</li>
</ul>",126957,"220 В, 380 В",1.5 кВт,1730 мм,815 мм,1045 мм,,Китай,,,0,,515719,,267 кг,,,напольный,850х665х120 мм,2 камеры,690 мм,63 м3/ч,,
https://cdn.entero.ru/mp@2x/47/2e/472eeabcce70a4fccc49bf41892dfa5a.jpg,"Упаковщик вакуумный Hualian HVC-720S/2B-G 380В газ, обрезка","Упаковщик вакуумный Hualian HVC-720S/2B-G 380В газ, обрезка",523498,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/355825,"<p>Вакуумный упаковщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355825""><b class=""b"">Hualian HVC-720S/2B-G</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в вакуум продуктов питания для увеличения срока хранения. Модель оснащена плоской рабочей камерой, что позволяет легко извлекать тяжелые пакеты волоком, также упрощает очистку оборудования. Камеры и корпус выполнены из нержавеющей стали SUS304, отличающейся прочностью и долговечностью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двухкамерная модель</li>
<li>Мощный насос промышленного типа</li>
<li>Высокая производительность</li>
<li>Двойной flip-механизм перекидной крышки для легкого перемещения с одной камеры на другую</li>
<li>Механическое реле</li>
<li>Удобная панель управления</li>
<li>Встроенный вакууметр</li>
<li>Кнопка экстренной остановки</li>
<li>Регулируемые параметры: время и температура запайки, степень вакуумизации и газовой экстракции.</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество запаивающих планок в камере: 2</li>
<li>Мощность запайки: 1,5 кВт</li>
<li>Ширина запаечного шва: 3 мм + обрезка</li>
<li>Длина запайки: 720 мм</li>
<li>Габариты в упаковке: 1800х1020х1240 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Автоматическое закрытие крышки</li>
<li>Запайка двойным тонким швом 3 мм</li>
<li>Обрезка</li>
<li>Защитный антипылевой фильтр</li>
<li>Насос мощность 100 м³/час</li>
</ul>",355825,380 В,1.5 кВт,1670 мм,850 мм,975 мм,,Китай,,,0,,,,375 кг,Китай,,напольный,800х630х175 мм,2 камеры,,63 м3/ч,,Да
https://cdn.entero.ru/mp@2x/94/bd/94bdfd9bfb66782602af471dfecf9499.jpg;https://cdn.entero.ru/mp@2x/d1/09/d109e2e513d56e4919b802d79ae9ed05.jpg;https://cdn.entero.ru/mp@2x/a8/1d/a81d20e9a39901808ed8f4d89ec59b4a.jpg;https://cdn.entero.ru/mp@2x/fd/33/fd331c0a1b1373e28d006bde085d3ebe.jpg,Упаковщик вакуумный DINGYE QDY2014,Упаковщик вакуумный DINGYE QDY2014,563621,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/368821,"<p>Автоматический вакуумный упаковщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/368821""><b class=""b"">DINGYE QDY2014</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в вакуум продуктов питания для увеличения срока хранения и других непищевых продуктов. Модель подходит для работы с ПЭ, ПП, ПЭТ, ламинированной пленкой и алюминием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 600 до 900 шт./час</li>
</ul>",368821,220 В,2.3 кВт,780 мм,650 мм,1600 мм,210 кг,Китай,,,0,,593285,,,Китай,,напольный,,,,,,Да
https://cdn.entero.ru/mp@2x/a3/f3/a3f3dc0b8c43a8ba9ef5b40ee23e7fba.jpg,Вакуумный упаковщик Hualian HVC-820S/2B с функцией обрезки (нерж. сталь),Вакуумный упаковщик Hualian HVC-820S/2B с функцией обрезки (нерж. сталь),810612,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/357780,"<p>Напольный вакуумный упаковщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/357780""><b class=""b"">Hualian HVC-820S/2B</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для упаковки готовых блюд и различных пищевых продуктов в герметичную тару для сохранения свежести, предотвращения размножения микроорганизмов и смешивания запахов. Модель оснащена 2 рабочими камерами, 2 сварочными пластинами в каждой камере, расположенной сверху крышкой и электромеханической панелью управления. Корпус и крышка выполнены из высококачественной нержавеющей стали марки SUS304.</p>

<p>В комплект поставки входят набор необходимых запчастей, масло для вакуумного насоса и инструкция по эксплуатации.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функции:
<ul>
<li>Вакуумирование</li>
<li>Запайка</li>
<li>Обрезка</li>
</ul>
</li>
<li>Регулировка мощности запайки с помощью поворотного переключателя</li>
<li>Регулировка длительности функций с помощью реле с поворотными переключателями </li>
<li>Светодиодные индикаторы питания и работы реле</li>
<li>Индикация уровня вакуума с помощью аналогового вакуумметра</li>
<li>Кнопка аварийной остановки</li>
<li>Выключатель поворотного типа</li>
<li>Прижимные скобы и фиксаторы пакетов на запаечных планках </li>
<li>Плавный перекидной механизм и рукоятки для легкого перемещения крышки от одной камеры к другой</li>
<li>Поворотные ролики для удобства транспортировки</li>
<li>Простота управления благодаря удобному меню и интуитивно понятному интерфейсу</li>
<li>Быстрый доступ к рабочим узлам благодаря легкосъемным задним и боковым панелям для удобства технического обслуживания</li>
<li>Неглубокие камеры с плоской рабочей поверхностью для удобства очистки и дезинфекции, а также загрузки и выгрузки крупногабаритных пакетов</li>
<li>Эргономичный дизайн в промышленном исполнении</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Электродвигатель: 2,2 кВт</li>
<li>Нагревательные элементы запайки: 2 кВт</li>
</ul>
</li>
<li>Давление в камере: 1 кПа</li>
<li>Ширина сварочного шва: 3 мм</li>
<li>Расстояние между центрами запайки: 700 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Трехфазное подключение к сети 380 В</li>
<li>Комплектация высокопроизводительным насосом BUSCH Германия)</li>
<li>Противопылевой фильтр</li>
<li>Автоматическое опускание крышки</li>
<li>Двойная запайка с шириной шва 3 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",357780,220 В,,1890 мм,1030 мм,1000 мм,614 кг,Китай,1,2000x1220x1310 мм,0,,871626,,500 кг,Китай,,напольный,910x800x225 мм,2 камеры,820 мм,100 м3/ч,,
https://cdn.entero.ru/mp@2x/53/d4/53d4971028c127a3ecb95b813a2ad36a.jpg,Вакуумный упаковщик Airhot HOME SV2,Вакуумный упаковщик Airhot HOME SV2,0,RUB,Да,Airhot,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/377088,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377088"">Airhot HOME SV2</a></b> используется на малых предприятиях промышленности, общественного питания и торговли, а также в домашних условиях для упаковки гастрономических продуктов, фотографий, документов, медикаментов, косметики, мелких деталей и других предметов в герметичную тару для сохранения свежести, предотвращения размножения микроорганизмов и смешивания запахов. Модель оснащена выкуумным насосом, кабелем питания с вилкой, откидной крышкой с запаечной пластиной и панелью управления с нажимными функцинальными клавишами и цифровым дисплеем с синей подсветкой индикации. Корпус обтекаемой формы выполнен из ударопрочного пластика белого цвета, прижимная планка – из термостойкой силиконовой ленты.</p>

<p><span style=""color:#ff0000;"">Прибор эксплуатируется только с пакетами из рифленой пленки.</span></p>

<p><b>Комплектация:</b></p>

<ul>
<li>20 рифленых пакетов</li>
<li>Инструкция по эксплуатации</li>
<li>Заводская упаковка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Функции:
<ul>
<li>Режимы работы:
<ul>
<li>Автоматический цикл вакуумирования и запайки</li>
<li>Запайка без вакуумирования</li>
<li>Ручной: ручная регулировка длительности цикла путем удерживания и отпускания клавиши</li>
</ul>
</li>
<li>Кнопка аварийной остановки</li>
<li>Цифровая индикация:
<ul>
<li>Длительность цикла</li>
<li>Код «00» в режиме ожидания</li>
</ul>
</li>
<li>Светодиодные индикаторы активных функций</li>
</ul>
</li>
<li>Надежная блокировка крышки с помощью защелок и ручная разблокировка путем синхронного нажатия на клавиши с обеих сторон корпуса</li>
<li>Съемный поддон-каплесборник</li>
<li>Простое управление</li>
<li>Компактные габариты для оптимизации пространства и удобства транпортировки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 0 до 40 °С</li>
<li>Рекомендуемая длительность перерыва между циклами: 30 сек.</li>
</ul>
</li>
<li>Номинальный уровень вакуума: 60 кПа</li>
<li>Ширина запаечного шва: 3 мм</li>
<li>Габариты пакетов в комплекте: 200х250 мм</li>
</ul>",377088,220 В,0.11 кВт,350 мм,85 мм,20 мм,0.45 кг,Китай,1,383x405x460 мм,0,,,,,,,настольный,,бескамерный,300 мм,,,
https://cdn.entero.ru/mp@2x/a9/37/a9379d4c57d2f24d143c5af10d616265.jpg;https://cdn.entero.ru/mp@2x/83/74/83745f480a3c39bff12dae5c278ef805.jpg;https://cdn.entero.ru/mp@2x/a8/63/a863cbb48317b732cfc868b755922950.jpg;https://cdn.entero.ru/mp@2x/5a/c7/5ac72b40a3bb70ce4e23404dc40c4b85.jpg;https://cdn.entero.ru/mp@2x/49/5e/495e254ba83d2b907eabfb2b3cfc82e1.jpg;https://cdn.entero.ru/mp@2x/c9/fb/c9fb852405e4d12f3c0c772257c00149.jpg,Упаковщик вакуумный Apach AVM420 с опцией газонаполнения,144678,231190,RUB,Нет,Apach,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/60162,"<p>Вакуумный упаковщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/60162""><b class=""b"">Apach AVM420</b></a> используется на предприятиях общественного питания и торговли для упаковки различных продуктов в специальных пакетах для увеличения срока их хранения. Модель оснащена модулем газонаполнения, влагозащищенной электронной панелью управления с дисплеем, полностью автоматическим циклом упаковки и бесшовной камерой с закругленными углами, что облегчает процесс чистки. Корпус и камера выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 2 газовых патрубка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Микропроцессор с 10 технологическими программами</li>
<li>Автоматическое включение при закрытии крышки</li>
<li>Модель насоса: LC20</li>
<li>Открывающийся корпус для легкого доступа к внутренним компонентам</li>
<li>Крышка камеры закреплена на газовых амортизаторах</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер пакета: 400x450 мм</li>
<li>Остаточное давление: 0,2 кПа</li>
<li>Глубина масляного резервуара насоса: 140 мм</li>
<li>Объем заливаемого масла: 450-500 мл</li>
<li>Тип масла: 40</li>
<li>Количество рабочих часов насоса до замены масла: 100 ч</li>
<li>Температура окружающей среды: от 12 до 40 °С</li>
<li>Уровень шума: 60 дБ</li>
<li>Высота выступа крышки: 40 мм</li>
<li>Габариты в упаковке: 610х685х535 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",60162,220 В,0.6 кВт,510 мм,585 мм,780 мм,,Италия,,,0,https://entero.ru/manuals/69242/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20AVM420.pdf;https://entero.ru/manuals/81574/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/291665/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20AVM420%20%D1%81%20%D0%BE%D0%BF%D1%86%D0%B8%D0%B5%D0%B9%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F.pdf;https://entero.ru/manuals/291666/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20AVM420%20%D1%81%20%D0%BE%D0%BF%D1%86%D0%B8%D0%B5%D0%B9%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F.pdf;https://entero.ru/manuals/291667/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/291668/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239452&hd=2&autoplay=0,60 кг,,,настольный,435х435х180 мм,1 камера,410 мм,20 м3/ч,,Да
https://cdn.entero.ru/mp@2x/8d/dc/8ddc1e6417fbcebec9b7f193064d7547.jpg,Упаковщик вакуумный Hualian DZ-600/S,DZ-600/S (нерж.),250608,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/94848,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94848"">Hualian DZ-600/S</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в вакуум продуктов питания для увеличения срока хранения. Модель оснащена панелью управления и колесами. Корпус и камера выполнены из нержавеющей стали.</p>

<p>Возможна поставка оборудования с рабочим напряжением 380 В (варианты уточняйте у наших менеджеров).</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество запаивающих планок в камере: 2</li>
<li>Ширина шва: 10 мм</li>
<li>Мощность запайки: 1 кВт</li>
<li>Производительность насоса: 2х 20 м<sup>3</sup>/ч</li>
<li>Предельное вакуумное давление: 1 кПа</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Газонаполнение</li>
</ul>",94848,220 В,1.8 кВт,740 мм,770 мм,970 мм,,Китай,,,0,https://entero.ru/manuals/135142/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8F.pdf;https://entero.ru/manuals/135114/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D0%B7%D0%B0%D0%BB%D0%B8%D0%B2%D0%BA%D0%B5%20%D0%BC%D0%B0%D1%81%D0%BB%D0%B0.pdf,,,115 кг,,,напольный,590x590x250 мм,1 камера,590 мм,40 м3/ч,,
https://cdn.entero.ru/mp@2x/ad/4a/ad4a10ba137c604d31608cc39b4b3113.jpg,Упаковщик вакуумный Henkovac D4,Double Chamber d4,3362130,RUB,Нет,Henkovac,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/64569,"<p>Двухкамерная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64569"">Henkovac D4</a></b> серии Double Chamber предназначена для вакуумной упаковки продуктов, полуфабрикатов и промтоваров на предприятиях пищевой промышленности и различных заводах. Упаковщик рассчитан на крупные производства и большие объемы упаковываемой продукции.</p>

<p>Сервисная функция просушки вакуумного насоса позволяет реже менять масло в системе, способствует уменьшению времени цикла и продлевает срок службы насоса. Рекомендуется запускать просушку 1 раз в неделю или для ""влажных производств"" ежедневно перед началом смены. Функция включается автоматически в начале смены.</p>

<p>Корпус и крышка выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>10 программ</li>
<li>Контроль по времени</li>
<li>Беспроводной принцип подачи напряжения на планку</li>
<li>Вакуумный насос Busch (Германия)</li>
<li>Дополнительная сварная планка</li>
<li>Степень защиты: IP65</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество планок: 4</li>
<li>Макс. размер продукта: 920х870х270 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65620"">8 вставок замещения по 25 мм</a></li>
<li><a href=""https://entero.ru/item/65622"">Комплект ЗИП</a></li>
<li>Запайка:
<ul>
<li><a href=""https://entero.ru/item/65856"">Запайка и обрезка</a></li>
<li><a href=""https://entero.ru/item/65624"">Запайка 1-2</a></li>
<li><a href=""https://entero.ru/item/65858"">Би-активная запайка</a></li>
</ul>
</li>
<li>Панель управления:
<ul>
<li><a href=""https://entero.ru/item/65864"">Сенсор</a> (контроль не по времени, а по датчику давления, помогает сократить время цикла)</li>
<li><a href=""https://entero.ru/item/65865"">Мягкий обжим</a> (используется при упаковке влажных продуктов, а также для предотвращения деформации пакета при вакуумировании)</li>
</ul>
</li>
<li><a href=""https://entero.ru/item/65873"">Функция газонаполнения 1/2 планки</a> (процесс наполнения пакета с продуктом инертным газом или смесью инертных газов для увеличения сроков годности продукта или предотвращения деформации продукта в вакуумной упаковке)</li>
<li><a href=""https://entero.ru/item/66608"">Вакуумный насос Busch производительностью 300 м<sup>3</sup>/ч</a></li>
</ul>",64569,380 В,от 6.2 до 9.7 кВт,2000 мм,1270 мм,1245 мм,,Нидерланды,,,0,https://entero.ru/manuals/36346/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Henkovac%20D4.pdf;https://entero.ru/manuals/33049/%D0%A0%D0%B0%D0%B7%D0%BC%D0%B5%D1%80%20%D1%81%D0%B2%D0%B0%D1%80%D0%BD%D1%8B%D1%85%20%D0%BF%D0%BB%D0%B0%D0%BD%D0%BE%D0%BA.jpg,3576734,,720 кг,,,напольный,,2 камеры,920 мм,160 м3/ч,Да,
https://cdn.entero.ru/mp@2x/f0/ad/f0ad0caa90c7baa07d3dd868140bfee2.jpg;https://cdn.entero.ru/mp@2x/d8/7b/d87b0b4c877b71d89038f22a9c5b6b03.jpg;https://cdn.entero.ru/mp@2x/34/13/3413abe93a3aec7308794bfa3cf60df4.jpg;https://cdn.entero.ru/mp@2x/bf/6f/bf6ff9902e605c2496927504924fb2ed.jpg;https://cdn.entero.ru/mp@2x/cb/26/cb2661b064d1aaa2d8f46e5e7b5074a8.jpg;https://cdn.entero.ru/mp@2x/ee/12/ee121559d58511f5dbecb1e1cc0b2047.jpg,Упаковщик вакуумный Apach AVM308L с опцией газонаполнения,144675,185084,RUB,Нет,Apach,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/60159,"<p>Вакуумный упаковщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/60159""><b class=""b"">Apach AVM308L</b></a> используется на предприятиях общественного питания и торговли для упаковки различных продуктов в специальных пакетах для увеличения срока их хранения. Модель оснащена модулем газонаполнения, влагозащищенной электронной панелью управления с дисплеем, полностью автоматическим циклом упаковки и бесшовной камерой с закругленными углами, что облегчает процесс чистки. Корпус и камера выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 2 газовых патрубка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Микропроцессор с 10 технологическими программами</li>
<li>Автоматическое включение при закрытии крышки</li>
<li>Модель насоса: LB8</li>
<li>Открывающийся корпус для легкого доступа к внутренним компонентам</li>
<li>Крышка камеры закреплена на газовых амортизаторах</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер пакета: 300х450 мм</li>
<li>Остаточное давление: 0,2 кПа</li>
<li>Глубина масляного резервуара насоса: 135 мм</li>
<li>Объем заливаемого масла: 200 мл</li>
<li>Тип масла: 40</li>
<li>Количество рабочих часов насоса до замены масла: 100 ч</li>
<li>Температура окружающей среды: от 12 до 40 °С</li>
<li>Уровень шума: 60 дБ</li>
<li>Высота выступа крышки: 40 мм</li>
<li>Габариты в упаковке: 515х685х500 мм</li>
</ul>",60159,220 В,0.34 кВт,415 мм,585 мм,775 мм,,Италия,,,0,https://entero.ru/manuals/69239/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20AVM308L.pdf;https://entero.ru/manuals/81552/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/291690/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20AVM308L%20%D1%81%20%D0%BE%D0%BF%D1%86%D0%B8%D0%B5%D0%B9%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F.pdf;https://entero.ru/manuals/291691/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/291692/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf,201178,https://vk.com/video_ext.php?oid=-177656185&id=456239452&hd=2&autoplay=0,46.4 кг,,,настольный,343х434х175 мм,1 камера,310 мм,8 м3/ч,,Да
https://cdn.entero.ru/mp@2x/9f/bb/9fbb579797c1c2cd93687f6b0d4e9d51.jpg,Вакуумный упаковщик Hualian HVC-820S/2B (нерж. сталь),Вакуумный упаковщик Hualian HVC-820S/2B (нерж. сталь),798928,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/290698,"<p>Напольный вакуумный упаковщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290698""><b class=""b"">Hualian HVC-820S/2B</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для упаковки готовых блюд и различных пищевых продуктов в герметичную тару для сохранения свежести, предотвращения размножения микроорганизмов и смешивания запахов. Модель оснащена 2 камерами, 2 сварочными пластинами в каждой камере, расположенной сверху крышкой и электромеханической панелью управления. Корпус и крышка выполнены из высококачественной нержавеющей стали марки SUS304.</p>

<p>В комплект поставки входят набор необходимых запчастей, масло для вакуумного насоса и инструкция по эксплуатации.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функции:
<ul>
<li>Вакуумирование</li>
<li>Запайка</li>
</ul>
</li>
<li>Регулировка мощности запайки с помощью поворотного переключателя</li>
<li>Регулировка длительности функций с помощью реле с поворотными переключателями </li>
<li>Светодиодные индикаторы питания и работы реле</li>
<li>Индикация уровня вакуума с помощью аналогового вакуумметра</li>
<li>Кнопка аварийной остановки</li>
<li>Выключатель поворотного типа</li>
<li>Прижимные скобы и фиксаторы пакетов на запаечных планках </li>
<li>Плавный перекидной механизм и рукоятки для легкого перемещения крышки от одной камеры к другой</li>
<li>Поворотные ролики для удобства транспортировки</li>
<li>Простота управления благодаря удобному меню и интуитивно понятному интерфейсу</li>
<li>Быстрый доступ к рабочим узлам благодаря легкосъемным задним и боковым панелям для удобства технического обслуживания</li>
<li>Неглубокие камеры с плоской рабочей поверхностью для удобства очистки и дезинфекции, а также загрузки и выгрузки крупногабаритных пакетов</li>
<li>Эргономичный дизайн в промышленном исполнении</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Электродвигатель: 3 кВт</li>
<li>Нагревательные элементы запайки: 1,5 кВт</li>
</ul>
</li>
<li>Давление в камере: 1 кПа</li>
<li>Ширина сварочного шва: 10 мм</li>
<li>Расстояние между центрами запайки: 700 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Комплектация высокопроизводительным насосом BUSCH Германия)</li>
<li>Противопылевой фильтр</li>
<li>Автоматическое опускание крышки</li>
<li>Обрезка остатков пакетов</li>
<li>Двойная запайка с шириной шва 3 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",290698,380 В,3 кВт,1890 мм,1030 мм,1000 мм,,Китай,,,0,https://entero.ru/manuals/353268/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BA%D0%B0%D0%BC%D0%B5%D1%80.jpg,859062,,500 кг,,,напольный,910x800x225 мм,2 камеры,820 мм,,,
