Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Время розжига,Время автономной работы
https://cdn.entero.ru/mp@2x/23/d0/23d0a63bf87aa2275249f8ec9e52344a.jpg,Угольная печь MIBRASA HMB SB 160,58011,0,RUB,Нет,MIBRASA,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/74282,"<p>Угольная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74282"">MIBRASA HMB SB 160</a></b> предназначена для приготовления широкого спектра блюд на предприятиях общественного питания с количеством посадочных мест не более 160. Печь-хоспер отличается высоким КПД. Модель оснащена встроенным регулятором тяги, стойкой для предварительного подогрева продукта и дверью с механизмом противовесов, которая не нуждается в периодической замене дорогостоящих пружин.</p>

<p>Камера выполнена из жаропрочной и жаростойкой нержавеющей ""котловой"" стали методом точного литья с толстым слоем изоляционного материала, дверь также оснащена теплоизоляцией.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Щипцы для продукта</li>
<li>Кочерга для угля</li>
<li>Щетка для чистки решеток</li>
<li>Совок для золы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход угля: 20,41 кг/сутки</li>
<li>Расход выхлопных газов: 1046,38 см<sup>3</sup>/сек.</li>
<li>Эквивалентная мощность: 8 л.с.</li>
<li>Полезные размеры камеры: 720х800 мм</li>
<li>Срок эксплуатации: 20 лет</li>
<li>Цвет двери: черный, красный, металлический</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",74282,от 250 до 350 °С,950 мм,1020 мм,1270 мм,,Испания,,,0,https://entero.ru/manuals/44117/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20MIBRASA%20HMB%20SB%20160%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/44108/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MIBRASA%20HMB%20SB%20160.pdf,,,530 кг,120.2 кг/ч,35 мин.,10 ч
https://cdn.entero.ru/mp@2x/bc/50/bc505804d5050bc322078bb44b0bd771.jpg,Угольная печь MIBRASA HMB AC-C 75,58043,0,RUB,Нет,MIBRASA,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/74286,"<p>Угольная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74286"">MIBRASA HMB AC-C 75</a></b> предназначена для приготовления широкого спектра блюд на предприятиях общественного питания с количеством посадочных мест не более 75. Печь-хоспер отличается высоким КПД. Модель оснащена встроенным регулятором тяги и дверью с механизмом противовесов, которая не нуждается в периодической замене дорогостоящих пружин.</p>

<p>Высокий шкаф может использоваться для хранения кухонного инвентаря, посуды и продуктов, не требующих специального температурного режима. Вытяжной зонт очищает воздух от пара, гари и жира.</p>

<p>Камера выполнена из жаропрочной и жаростойкой нержавеющей ""котловой"" стали методом точного литья с толстым слоем изоляционного материала, дверь также оснащена теплоизоляцией.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Щипцы для продукта</li>
<li>Кочерга для угля</li>
<li>Щетка для чистки решеток</li>
<li>Совок для золы</li>
<li>Противопожарная перегородка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход угля: 13,15 кг/сутки</li>
<li>Расход выхлопных газов: 837,29 см<sup>3</sup>/сек.</li>
<li>Эквивалентная мощность: 4,7 л.с.</li>
<li>Полезные размеры камеры: 500х600 мм</li>
<li>Срок эксплуатации: 20 лет</li>
<li>Цвет двери: черный, красный, металлический</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",74286,от 250 до 350 °С,850 мм,1090 мм,2470 мм,,Испания,,,0,https://entero.ru/manuals/44124/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AC-C%2075%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/44122/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AC%2075.pdf,,,,69.85 кг/ч,25 мин.,9 ч
https://cdn.entero.ru/mp@2x/1a/ec/1aec7860e25ae1863ea491ac410495b3.jpg,Угольная печь MIBRASA HMB AB-SB 110,41115,0,RUB,Нет,MIBRASA,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/43851,"<p>Угольная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/43851"">MIBRASA HMB AB-SB 110</a></b> предназначена для приготовления широкого спектра блюд на предприятиях общественного питания с количеством посадочных мест не более 110. Печь-хоспер отличается высоким КПД. Модель оснащена встроенным регулятором тяги, стойкой для предварительного подогрева продукта и дверью с механизмом противовесов, которая не нуждается в периодической замене дорогостоящих пружин.</p>

<p>Шкаф-подставка может использоваться для хранения кухонного инвентаря, посуды и продуктов, не требующих специального температурного режима.</p>

<p>Камера выполнена из жаропрочной и жаростойкой нержавеющей ""котловой"" стали методом точного литья с толстым слоем изоляционного материала, дверь также оснащена теплоизоляцией.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Щипцы для продукта</li>
<li>Кочерга для угля</li>
<li>Щетка для чистки решеток</li>
<li>Совок для золы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход угля: 18,14 кг/сутки</li>
<li>Расход выхлопных газов: 956,77 см<sup>3</sup>/сек.</li>
<li>Эквивалентная мощность: 6,7 л.с.</li>
<li>Полезные размеры камеры: 720х600 мм</li>
<li>Срок эксплуатации: 20 лет</li>
<li>Цвет двери: черный, красный, металлический</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",43851,от 250 до 350 °С,950 мм,820 мм,1860 мм,,Испания,,,0,https://entero.ru/manuals/44138/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AB-SB%20110%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/44139/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AB-SB%20110.pdf,,,510 кг,99.79 кг/ч,30 мин.,10 ч
https://cdn.entero.ru/mp@2x/bd/ad/bdad081df93b81525bca8034fcb75026.jpg,Угольная печь MIBRASA HMB AB-SB 160,58033,0,RUB,Нет,MIBRASA,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/74299,"<p>Угольная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74299"">MIBRASA HMB AB-SB 160</a></b> предназначена для приготовления широкого спектра блюд на предприятиях общественного питания с количеством посадочных мест не более 75. Печь-хоспер отличается высоким КПД. Модель оснащена встроенным регулятором тяги, стойкой для предварительного подогрева продукта и дверью с механизмом противовесов, которая не нуждается в периодической замене дорогостоящих пружин.</p>

<p>Шкаф-подставка может использоваться для хранения кухонного инвентаря, посуды и продуктов, не требующих специального температурного режима.</p>

<p>Камера выполнена из жаропрочной и жаростойкой нержавеющей ""котловой"" стали методом точного литья с толстым слоем изоляционного материала, дверь также оснащена теплоизоляцией.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Щипцы для продукта</li>
<li>Кочерга для угля</li>
<li>Щетка для чистки решеток</li>
<li>Совок для золы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход угля: 20,41 кг/сутки</li>
<li>Расход выхлопных газов: 1046,38 см<sup>3</sup>/сек.</li>
<li>Эквивалентная мощность: 8 л.с.</li>
<li>Полезные размеры камеры: 720х800 мм</li>
<li>Срок эксплуатации: 20 лет</li>
<li>Цвет двери: черный, красный, металлический</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",74299,от 250 до 350 °С,950 мм,1020 мм,1860 мм,,Испания,,,0,https://entero.ru/manuals/44142/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AB-SB%20160%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/44143/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AB-SB%20160.pdf,,,585 кг,120.2 кг/ч,35 мин.,10 ч
https://cdn.entero.ru/mp@2x/98/5c/985cb8a6732b21cd97d9892f68b3b2f4.jpg,Угольная печь MIBRASA HMB AC-C 110,58044,0,RUB,Нет,MIBRASA,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/74287,"<p>Угольная печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74287""><b class=""b"">MIBRASA HMB AC-C 110</b></a> предназначена для приготовления широкого спектра блюд на предприятиях общественного питания с количеством посадочных мест не более 110. Печь-хоспер отличается высоким КПД. Модель оснащена встроенным регулятором тяги и дверью с механизмом противовесов, которая не нуждается в периодической замене дорогостоящих пружин.</p>

<p>Высокий шкаф может использоваться для хранения кухонного инвентаря, посуды и продуктов, не требующих специального температурного режима. Вытяжной зонт очищает воздух от пара, гари и жира.</p>

<p>Камера выполнена из жаропрочной и жаростойкой нержавеющей ""котловой"" стали методом точного литья с толстым слоем изоляционного материала, дверь также оснащена теплоизоляцией.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Щипцы для продукта</li>
<li>Кочерга для угля</li>
<li>Щетка для чистки решеток</li>
<li>Совок для золы</li>
<li>Противопожарная перегородка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход угля: 18,14 кг/сутки</li>
<li>Расход выхлопных газов: 956,77 см<sup>3</sup>/сек.</li>
<li>Эквивалентная мощность: 6,7 л.с.</li>
<li>Полезные размеры камеры: 720х600 мм</li>
<li>Срок эксплуатации: 20 лет</li>
<li>Цвет двери: черный, красный, металлический</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",74287,от 250 до 350 °С,1070 мм,1180 мм,2470 мм,,Испания,,,0,https://entero.ru/manuals/44126/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AC-C%20110%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/44125/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AC-C%20110.pdf,,,,99.79 кг/ч,30 мин.,10 ч
https://cdn.entero.ru/mp@2x/41/3d/413d1a8d227d09d846f6b3d36c9862bb.jpg,Угольная печь MIBRASA HMB AC-C 160,58047,0,RUB,Нет,MIBRASA,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/74288,"<p>Угольная печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74288""><b class=""b"">MIBRASA HMB AC-C 160</b></a> предназначена для приготовления широкого спектра блюд на предприятиях общественного питания с количеством посадочных мест не более 110. Печь-хоспер отличается высоким КПД. Модель оснащена встроенным регулятором тяги и дверью с механизмом противовесов, которая не нуждается в периодической замене дорогостоящих пружин.</p>

<p>Высокий шкаф может использоваться для хранения кухонного инвентаря, посуды и продуктов, не требующих специального температурного режима. Вытяжной зонт очищает воздух от пара, гари и жира.</p>

<p>Камера выполнена из жаропрочной и жаростойкой нержавеющей ""котловой"" стали методом точного литья с толстым слоем изоляционного материала, дверь также оснащена теплоизоляцией.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Щипцы для продукта</li>
<li>Кочерга для угля</li>
<li>Щетка для чистки решеток</li>
<li>Совок для золы</li>
<li>Противопожарная перегородка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход угля: 20,41 кг/сутки</li>
<li>Расход выхлопных газов: 1046,38 см<sup>3</sup>/сек.</li>
<li>Эквивалентная мощность: 8 л.с.</li>
<li>Полезные размеры камеры: 720х800 мм</li>
<li>Срок эксплуатации: 20 лет</li>
<li>Цвет двери: черный, красный, металлический</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",74288,от 250 до 350 °С,1070 мм,1370 мм,2470 мм,,Испания,,,0,https://entero.ru/manuals/44128/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AC-C%20160%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/44127/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AC-C%20160.pdf,,,,120.2 кг/ч,35 мин.,10 ч
https://cdn.entero.ru/mp@2x/ba/67/ba67ce472c45789f926bf7d2fbb01b8b.jpg,Угольная печь MIBRASA HMB AC 75,58037,0,RUB,Нет,MIBRASA,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/74283,"<p>Угольная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74283"">MIBRASA HMB AC 75</a></b> предназначена для приготовления широкого спектра блюд на предприятиях общественного питания с количеством посадочных мест не более 75. Печь-хоспер отличается высоким КПД. Модель оснащена встроенным регулятором тяги и дверью с механизмом противовесов, которая не нуждается в периодической замене дорогостоящих пружин.</p>

<p>Высокий шкаф может использоваться для хранения кухонного инвентаря, посуды и продуктов, не требующих специального температурного режима.</p>

<p>Камера выполнена из жаропрочной и жаростойкой нержавеющей ""котловой"" стали методом точного литья с толстым слоем изоляционного материала, дверь также оснащена теплоизоляцией.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Щипцы для продукта</li>
<li>Кочерга для угля</li>
<li>Щетка для чистки решеток</li>
<li>Совок для золы</li>
<li>Противопожарная перегородка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход угля: 13,15 кг/сутки</li>
<li>Расход выхлопных газов: 837,29 см<sup>3</sup>/сек.</li>
<li>Эквивалентная мощность: 4,7 л.с.</li>
<li>Полезные размеры камеры: 500х600 мм</li>
<li>Срок эксплуатации: 20 лет</li>
<li>Цвет двери: черный, красный, металлический</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",74283,от 250 до 350 °С,850 мм,830 мм,1870 мм,,Испания,,,0,https://entero.ru/manuals/44119/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AC%2075%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/44109/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AC%2075.pdf,,,,69.85 кг/ч,25 мин.,9 ч
https://cdn.entero.ru/mp@2x/af/26/af267cc5b0d51dc2fe696d5c272a6da0.jpg,Угольная печь MIBRASA HMB AC 110,58038,0,RUB,Нет,MIBRASA,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/74284,"<p>Угольная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74284"">MIBRASA HMB AC 110</a></b> предназначена для приготовления широкого спектра блюд на предприятиях общественного питания с количеством посадочных мест не более 110. Печь-хоспер отличается высоким КПД. Модель оснащена встроенным регулятором тяги и дверью с механизмом противовесов, которая не нуждается в периодической замене дорогостоящих пружин.</p>

<p>Высокий шкаф может использоваться для хранения кухонного инвентаря, посуды и продуктов, не требующих специального температурного режима.</p>

<p>Камера выполнена из жаропрочной и жаростойкой нержавеющей ""котловой"" стали методом точного литья с толстым слоем изоляционного материала, дверь также оснащена теплоизоляцией.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Щипцы для продукта</li>
<li>Кочерга для угля</li>
<li>Щетка для чистки решеток</li>
<li>Совок для золы</li>
<li>Противопожарная перегородка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход угля: 18,14 кг/сутки</li>
<li>Расход выхлопных газов: 956,77 см<sup>3</sup>/сек.</li>
<li>Эквивалентная мощность: 6,7 л.с.</li>
<li>Полезные размеры камеры: 720х600 мм</li>
<li>Срок эксплуатации: 20 лет</li>
<li>Цвет двери: черный, красный, металлический</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",74284,от 250 до 350 °С,1070 мм,830 мм,1870 мм,,Испания,,,0,https://entero.ru/manuals/44120/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AC%20110%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/44110/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AC%20110.pdf,,,,99.79 кг/ч,30 мин.,10 ч
https://cdn.entero.ru/mp@2x/41/86/41867985a3c557bb7fca1958b09e9a04.jpg,Гриль-печь Josper HJX-PRO-L175-T NC,Гриль-печь Josper HJX-PRO-L175-T NC,0,RUB,Нет,Josper,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/342418,"<p>Гриль-печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342418""><b class=""b"">Josper HJX-PRO-L175-T NC </b></a>используется на предприятиях общественного питания и торговли для приготовления любых продуктов на древесном топливе. Модель оснащена искрогасителем, диффузором, нижним вентиляционным отверстием с 8 входами для воздуха, съемным лотком для золы, системой закрытия двери и столом-подставкой. Внутрення камера изготовлена из жаростойких материалов, внешние панели - из нержавеющей стали, дверь цветная с качественным термостойким керамическим напылением.</p>

<p>В комплект поставки входят щипцы, щетка, решетка для гриля и кочерга.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вентиляционная решетка для выхода горячего воздуха</li>
<li>Воздухозаборник для контроля интенсивности горения</li>
<li>Контроль вентиляции</li>
<li>Новая система лопастей</li>
<li>Верх корпуса без перфорации, предотвращающее попадание жидкости во внутреннюю полость печи </li>
<li>Арматурные углубления вверху корпуса</li>
<li>Двойная система изоляции</li>
<li>Усиленная цепь с антикоррозийной обработкой, зубчатый шкив с подшипником и регулируемая тяговая пружина двери</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: черный</li>
<li>Размер гриля: 760х760 мм</li>
<li>Количество посетителей: 175</li>
<li>Габариты упаковки: 1150x1150x1940 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/209962"">Выдвижной ящик</a></li>
<li><a href=""https://entero.ru/item/209964"">Полки для GN</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с выдвижным ящиком и полками для GN, которые в комплект поставки не входят и приобретаются отдельно.</span></em></p>",342418,от 250 до 350 °С,916 мм,1011 мм,1660 мм,,Испания,,,0,https://entero.ru/manuals/408821/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Josper%20HJX-PRO-L175-T%20NC.pdf;https://entero.ru/manuals/408822/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Josper%20HJX-PRO-L175-T%20NC.pdf,,,335 кг,110 кг/ч,40 мин.,9 ч
https://cdn.entero.ru/mp@2x/30/17/301781e860c9774f462280e06bb8e78f.jpg,Угольная печь MIBRASA HMB AC 160,58041,0,RUB,Нет,MIBRASA,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/74285,"<p>Угольная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74285"">MIBRASA HMB AC 160</a></b> предназначена для приготовления широкого спектра блюд на предприятиях общественного питания с количеством посадочных мест не более 160. Печь-хоспер отличается высоким КПД. Модель оснащена встроенным регулятором тяги и дверью с механизмом противовесов, которая не нуждается в периодической замене дорогостоящих пружин.</p>

<p>Высокий шкаф может использоваться для хранения кухонного инвентаря, посуды и продуктов, не требующих специального температурного режима.</p>

<p>Камера выполнена из жаропрочной и жаростойкой нержавеющей ""котловой"" стали методом точного литья с толстым слоем изоляционного материала, дверь также оснащена теплоизоляцией.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Щипцы для продукта</li>
<li>Кочерга для угля</li>
<li>Щетка для чистки решеток</li>
<li>Совок для золы</li>
<li>Противопожарная перегородка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход угля: 20,41 кг/сутки</li>
<li>Расход выхлопных газов: 1046,38 см<sup>3</sup>/сек.</li>
<li>Эквивалентная мощность: 8 л.с.</li>
<li>Полезные размеры камеры: 720х800 мм</li>
<li>Срок эксплуатации: 20 лет</li>
<li>Цвет двери: черный, красный, металлический</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",74285,от 250 до 350 °С,1070 мм,1030 мм,1870 мм,,Испания,,,0,https://entero.ru/manuals/44121/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AC%20160%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/44111/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MIBRASA%20HMB%20AC%20160.pdf,,,,120.2 кг/ч,35 мин.,10 ч
https://cdn.entero.ru/mp@2x/b5/2d/b52da42f59c0ff6b031c26cd48f37270.jpg,Решетка жарочная Vesta для М50/23 (прутки),Решетка жарочная Vesta для М50/23 (прутки),22716,RUB,Да,Vesta,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/86923,"<p>Жарочная решетка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/86923""><b class=""b"">Vesta</b></a> используется совместно с печами-мангалами <a href=""https://entero.ru/item/340295"" target=""_blank"">M50/23</a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/86923""><b class=""b""> </b></a>для одновременного приготовления мяса, рыбы и овощей на разной высоте над углями на предприятиях общественного питания и торговли.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 840х740х30 мм</li>
<li>Вес: 8,4 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",86923,,,,,,,,,0,,23912,,,,,
https://cdn.entero.ru/mp@2x/03/9b/039b7e9daa65352a0def9d503b4c60e3.jpg,Колосниковая решетка Vesta для M50/23 сталь,Колосниковая решетка Vesta для M50/23 сталь,9533,RUB,Да,Vesta,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/337311,"<p>Колосниковая решетка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/337311""><b class=""b"">Vesta</b></a> используется совместно с печами-мангалами <a href=""https://entero.ru/item/340295"" target=""_blank"">M50/23</a> на предприятиях общественного питания для поддержания слоя твердого топлива в мангалах, барбекю, грилях и печах на углях и открытом огне.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",337311,,,,,,,,,0,,13427,,,,,
https://cdn.entero.ru/mp@2x/20/96/2096792d25d3e6f31cd95c238aa89333.jpg;https://cdn.entero.ru/mp@2x/3b/f5/3bf53174c4e61283573d7fd74c4a4ebd.jpg,Лопата для пиццы Cerutti Inox 742F/21/60,Лопата для пиццы Cerutti Inox 742F/21/60,10371,RUB,Да,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/369628,"<p>Поворотная лопата <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/369628"">Cerutti Inox 742F/21/60</a></b> используется совместно с печами на предприятиях общественного питания и торговли. Модель оснащена перфорированной рабочей поверхностью, 3 заклёпками, расположенными между ручкой и головкой лопаты для обеспечения устойчивости и безопасности, и крючком для удобного хранения и экономии места. Аксессуар выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 21 см</li>
<li>Длина рукоятки: 60 см</li>
</ul>",369628,,,,,,,,,0,,11152,,,,,
https://cdn.entero.ru/mp@2x/be/9a/be9a53024ba2e26fcec6990d8c9739ca.jpg;https://cdn.entero.ru/mp@2x/27/93/279324872fa8fff6aaeb4337af53744e.jpg,Лопата для пиццы Cerutti Inox 752F33D,Лопата для пиццы Cerutti Inox 752F33D,11211,RUB,Да,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/369626,"<p>Квадратная посадочная лопата <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/369626"">Cerutti Inox 752F33D</a></b> используется совместно с печами на предприятиях общественного питания и торговли. Модель оснащена перфорированной рабочей поверхностью, 3 заклёпками, расположенными между ручкой и головкой лопаты для обеспечения устойчивости и безопасности, и крючком для удобного хранения и экономии места. Специальная фрезеровка кромки лопаты обеспечивает идеальное прилегание к столешнице и позволяет пицце скользить. Аксессуар выполнен из анодированного алюминия.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер рабочей поверхности: 33х33 см</li>
<li>Длина рукоятки: 60 см</li>
</ul>",369626,,,,,,,,,0,,12186,,,,,
https://cdn.entero.ru/mp@2x/1d/5d/1d5d592fcee579d490164591afe48f95.jpg,Щетка для печи Cerutti Inox AL-RA2764/22/120,Щетка для печи Cerutti Inox AL-RA2764/22/120,13390,RUB,Да,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/369623,"<p>Щетка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/369623"">Cerutti Inox AL-RA2764/22/120</a></b> используется совместно с печами на предприятиях общественного питания и торговли для деликатного удаления остатков муки и золы с керамического пода. Щетина выполнена из латуни, рукоятка - из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина: 160 см</li>
</ul>",369623,,,,,,,,,0,,14554,,,,,
