Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Конструкция,Цвет,Тип попкорна,Разовая загрузка,С тележкой
https://cdn.entero.ru/mp@2x/d5/fc/d5fc1dab76411d6464f62b2c28628280.jpg;https://cdn.entero.ru/mp@2x/dc/ba/dcbab7db21db7947a611ee69eaedeba7.jpg;https://cdn.entero.ru/mp@2x/ba/13/ba131c14d259e4fdd3c698e7c393d373.jpg;https://cdn.entero.ru/mp@2x/da/70/da7055ced697160ddf88e6e1e26e7724.jpg,Аппарат для попкорна Airhot POP-6W с витриной,Аппарат для попкорна Airhot POP-6W с витриной,0,RUB,Нет,Airhot,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/122736,"<p>Аппарат для попкорна <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122736""><b class=""b"">Airhot POP-6W</b></a> используется на предприятиях общественного питания и торговли для приготовления сладкого и соленого попкорна. Модель оснащена съемной чашей с антипригарным тефлоновым покрытием, подсветкой готового продукта и поддоном для сбора нераскрывшихся зерен и шелухи. Корпус выполнен из алюминия, стенки - из упрочненного стекла, задняя стенка - из оргстекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Раздельное включение вращения мешалки, нагрева чаши, освещения и подогрева дна</li>
<li>Витрина, которая демонстрирует готовую продукцию для привлечения дополнительных клиентов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 227 гр/мин.</li>
<li>Дозировка:
<ul>
<li>Масло: 50 мл</li>
<li>Сахар: 100 грамм</li>
<li>Кукуруза: 150 грамм</li>
</ul>
</li>
<li>Температурный режим: от 50 до 250 ℃</li>
<li>Размер витрины: 304х513 мм</li>
</ul>",122736,220 В,1.86 кВт,905 мм,420 мм,755 мм,36 кг,Китай,1,940x450x760 мм,0,https://entero.ru/manuals/129454/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20POP-6W%20%D1%81%20%D0%B2%D0%B8%D1%82%D1%80%D0%B8%D0%BD%D0%BE%D0%B9.pdf,,,31 кг,13.62 кг/ч,настольный,красный,сладкий,,
https://cdn.entero.ru/mp@2x/98/51/98510b0e2db589400c6efd0a0d8fd2a5.jpg,Аппарат для попкорна Enigma D469 (8OZ SS KETTLE Without Cart),Аппарат для попкорна Enigma D469 (8OZ SS KETTLE Without Cart),0,RUB,Нет,Enigma,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/280909,"<p>Аппарат для попкорна <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280909""><b class=""b"">Enigma D469</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280909""><b class=""b""> </b></a>используется на предприятиях общественного питания и торговли. Прибор оснащен сборником нераскрывшихся зерён, подсветкой и главным выключателем. Котел выполнен из ABS-пластика, боковые панели из закаленного стекла, котел - из нержавеющей стали.</p>

<p>В комплект поставки входят мерная чашка для масла, мерная ложка для зёрен и совок.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 160 порций/ч</li>
<li>Вес порции: 28 г</li>
<li>Цвет: верх - красный, боковые стойки - золотистые</li>
</ul>",280909,220 В,0.6 кВт,365 мм,345 мм,585 мм,,Китай,,,0,https://entero.ru/manuals/345366/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20D469.pdf,,,,4.8 кг/ч,настольный,красный,"сладкий, соленый",230 г,
https://cdn.entero.ru/mp@2x/a1/95/a1956730b737365d70342973840f1035.jpg,Аппарат для попкорна Airhot POP-6WС с тележкой,Аппарат для попкорна Airhot POP-6WС с тележкой,0,RUB,Нет,Airhot,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/126168,"<p>Аппарат для попкорна <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126168""><b class=""b"">Airhot POP-6WС</b></a> используется на предприятиях общественного питания и торговли. Модель оснащена съемной чашей с антипригарным тефлоновым покрытием, подсветкой готового продукта и поддоном для сбора нераскрывшихся зерен и шелухи. Корпус выполнен из алюминия, стенки - из упрочненного стекла, задняя стенка - из оргстекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Раздельное включение вращения мешалки, нагрева чаши, освещения и подогрева дна</li>
<li>Тележка для повышенной мобильности</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 227 гр/мин.</li>
<li>Дозировка:
<ul>
<li>Масло: 50 мл</li>
<li>Сахар: 100 грамм</li>
<li>Кукуруза: 150 грамм</li>
</ul>
</li>
<li>Температурный режим: от 50 до 250 ℃</li>
</ul>",126168,220 В,1.278 кВт,1500 мм,920 мм,1585 мм,,Китай,,,0,https://entero.ru/manuals/136735/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20POP-6W%20%D1%81%20%D0%B2%D0%B8%D1%82%D1%80%D0%B8%D0%BD%D0%BE%D0%B9.pdf,,,30 кг,13.62 кг/ч,напольный,красный,сладкий,,Да
https://cdn.entero.ru/mp@2x/b1/42/b142e456491497147f24cd81602a7c0e.jpg,Аппарат для попкорна Enigma New (10OZ SS KETTLE With Cart),110852,0,RUB,Нет,Enigma,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/79456,"<p>Аппарат для попкорна <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79456""><b class=""b"">Enigma New </b></a>используется на предприятиях общественного питания и торговли. Прибор оснащен сборником нераскрывшихся зерён, главным выключателем, тележкой с 2 колесами, 2 стойками, ручкой и внутренним отсеком для хранения ингредиентов. Котел выполнен из нержавеющей стали, боковые панели - из закалённого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем котла: 10 унций</li>
<li>Цвет: верх, боковые стойки и ручка тележки - золотистые, тележка - красная</li>
</ul>",79456,220 В,0.75 кВт,450 мм,830 мм,1530 мм,,Китай,,,0,,,,,,напольный,красный,соленый,,Да
https://cdn.entero.ru/mp@2x/6d/e0/6de08045b937cf9b57826c90a75c108c.jpg,Аппарат для попкорна Enigma D425 (8OZ SS KETTLE Without Cart),110849,0,RUB,Нет,Enigma,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/79449,"<p>Аппарат для попкорна <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79449""><b class=""b"">Enigma D425</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79449""><b class=""b""> </b></a>используется на предприятиях общественного питания и торговли. Прибор оснащен сборником нераскрывшихся зерён и главным выключателем. Котел выполнен из нержавеющей стали, боковые панели - из закалённого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем котла: 8 унций</li>
<li>Производительность: 160 порций/ч</li>
<li>Вес порции: 28 г</li>
<li>Цвет: верх - красный, боковые стойки - золотистые</li>
</ul>",79449,220 В,0.75 кВт,410 мм,460 мм,625 мм,,Китай,,,0,,,,23.8 кг,4.8 кг/ч,настольный,серебряный,соленый,230 г,
https://cdn.entero.ru/mp@2x/c9/43/c943e8174b042d3d2c41632a468efd52.jpg,Аппарат для попкорна Enigma New (10OZ SS KETTLE Without Cart),110850,0,RUB,Нет,Enigma,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/79453,"<p>Аппарат для попкорна <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79453""><b class=""b"">Enigma New</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79453""><b class=""b""> </b></a>используется на предприятиях общественного питания и торговли. Прибор оснащен сборником нераскрывшихся зерён и главным выключателем. Котел выполнен из нержавеющей стали, боковые панели - из закалённого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем котла: 10 унций</li>
<li>Цвет: верх и боковые стойки - золотистые</li>
</ul>",79453,220 В,0.75 кВт,410 мм,460 мм,625 мм,30 кг,Китай,1,585x535x765 мм,0,https://entero.ru/manuals/476013/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20New%20%2810OZ%20SS%20KETTLE%20Without%20Cart%29.pdf,,,23.8 кг,,настольный,серебряный,"соленый, сладкий",,
https://cdn.entero.ru/mp@2x/b4/fa/b4fa1664617544fc1ae09ec8ff02fc6e.jpg,Аппарат для попкорна Enigma D425 (8OZ SS KETTLE With Cart),110851,0,RUB,Нет,Enigma,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/79452,"<p>Аппарат для попкорна <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79452""><b class=""b"">Enigma D425</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79452""><b class=""b""> </b></a>используется на предприятиях общественного питания и торговли. Прибор оснащен сборником нераскрывшихся зерён, главным выключателем, тележкой с 2 колесами, 2 стойками, ручкой и внутренним отсеком для хранения ингредиентов. Котел выполнен из нержавеющей стали, боковые панели - из закалённого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем котла: 8 унций</li>
<li>Производительность: 160 порций/ч</li>
<li>Вес порции: 28 г</li>
<li>Габариты тележки в упаковке: 670х455х930 мм</li>
<li>Цвет: верх и тележка - красный, боковые стойки и ручка тележки - золотистые</li>
</ul>",79452,220 В,0.75 кВт,450 мм,830 мм,1530 мм,49 кг,Китай,1,545x565x765 мм,0,,,,35 кг,4.8 кг/ч,напольный,красный,соленый,230 г,Да
https://cdn.entero.ru/mp@2x/d7/77/d777c1627dc817101a1b6cb6453f49fa.jpg,Аппарат для попкорна Kocateq GH 6POP загрузка 200 г зерен,GH6POP,0,RUB,Нет,Kocateq,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/352994,"<p>Аппарат для попкорна <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/352994""><b class=""b"">Kocateq GH 6POP</b></a> используется на предприятиях общественного питания и торговли. Модель оснащена подсветкой, механической панелью управления с кнопками вращения, нагрева, подогрева и подсветки, 2 распашными стеклянными дверцами и поддоном для сбора нераскрывшихся зерен и шелухи. Корпус выполнен из эмалированной стали красного цвета, камера - из полированной нержавеющей стали.</p>",352994,220 В,1.5 кВт,554 мм,415 мм,685 мм,,Ю. Корея,,,0,,,,,,настольный,нерж. сталь,,200 г,
https://cdn.entero.ru/mp@2x/e3/26/e3269af82208b6fc44e83a0931dffaf4.jpg,Аппарат для попкорна ROAL HP-6B,н0000126879,0,RUB,Нет,ROAL,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/87820,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87820"">ROAL HP-6B</a> </b>используется на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали, боковые панели - из прозрачного закаленного стекла. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления противня: от 3 до 5 мин.</li>
<li>Рабочая температура: от 220 до 270 °С</li>
<li>Габариты в упаковке: 600x480x800 мм</li>
</ul>",87820,220 В,1.44 кВт,560 мм,420 мм,760 мм,,Китай,,,0,https://entero.ru/manuals/69085/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20HP-6B.pdf,,,18 кг,,настольный,красный,,,
https://cdn.entero.ru/mp@2x/3d/5d/3d5dc2da2efa22bc88d198dfd81441c8.jpg;https://cdn.entero.ru/mp@2x/c0/ec/c0ec2127850782579634dbc50a575440.jpg;https://cdn.entero.ru/mp@2x/d8/d1/d8d1171cd109114f54080681d5f759b8.jpg;https://cdn.entero.ru/mp@2x/0f/63/0f63627affe703c01783e990a6f924b3.jpg;https://cdn.entero.ru/mp@2x/42/3d/423d5ccc7a037cf0ee80069fbde7e8f2.jpg;https://cdn.entero.ru/mp@2x/c2/ef/c2ef63669dc9dd9f289323a1db03cb9d.jpg;https://cdn.entero.ru/mp@2x/8b/a5/8ba5ae8009e5437401038ae486fa7230.jpg,Аппарат для попкорна RoboLabs GOLIAF,Аппарат для попкорна RoboLabs GOLIAF,0,RUB,Нет,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/243548,"<p>Аппарат для попкорна <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/243548""><b class=""b"">RoboLabs GOLIAF</b></a> предназначен для раскрытия кукурузного зерна при помощи горячего воздуха на предприятиях пищевой промышленности. Модель оснащена системой перемешивания и автоматической системой залива масла, включая подогреваемую трубку. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность подключения автоматической системы подачи масла</li>
</ul>",243548,380 В,8 кВт,870 мм,650 мм,850 мм,,Россия,,,0,,,,,20 кг/ч,напольный,серебряный,соленый / сладкий,2000 г,Да
https://cdn.entero.ru/mp@2x/39/a2/39a2546626f67282ef2bbeebdcae4468.jpg,Аппарат для попкорна VIATTO HP-6A,Аппарат для попкорна VIATTO HP-6A,12638,RUB,Нет,VIATTO,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/156783,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/156783"">VIATTO HP-6A</a></b> используется на предприятиях общественного питания и торговли, в развлекательных центрах и кинотеатрах, а также на открытом воздухе. Корпус снаружи выполнен из окрашенной стали, стойки - из алюминия, стенки - из закаленного стекла, дно аппарата изнутри - из нержавеющей стали. Чаша - из алюминия с антипригарным покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем емкости: 6 унций (170 г)</li>
<li>Время приготовления 1 загрузки: от 3 до 5 мин.</li>
<li>Габариты в упаковке: 560х410х720 мм</li>
</ul>",156783,220 В,1.44 кВт,500 мм,370 мм,680 мм,14 кг,Китай,1,560x410x720 мм,0,https://entero.ru/manuals/185738/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf;https://entero.ru/manuals/463781/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20HP-6A.pdf;https://entero.ru/manuals/463782/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/463783/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20HP-6A.png,13445,,12 кг,,настольный,красный,,,
https://cdn.entero.ru/mp@2x/a7/85/a7851221d1ef4c1fd5e5878b07c6ae10.jpg,Аппарат для попкорна Enigma RC-8208,Аппарат для попкорна Enigma RC-8208,38410,RUB,Нет,Enigma,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/340208,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340208"">Enigma RC-8208</a></b> используется на предприятиях общественного питания и торговли. Корпус и котел с поверхностью выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем котла: 12 унций</li>
</ul>",340208,220 В,14.5 кВт,850 мм,565 мм,475 мм,,Китай,,,0,https://entero.ru/manuals/404387/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20RC-8208.pdf,41750,,25 кг,7 кг/ч,настольный,нерж. сталь,соленый,340 г,
https://cdn.entero.ru/mp@2x/df/2a/df2a509ed7d4b1c4ebb39195b3aab1f2.jpg;https://cdn.entero.ru/mp@2x/e3/a1/e3a171943763bb054871f65c71d6b2bb.jpg,Аппарат для попкорна Enigma 8238,Аппарат для попкорна Enigma 8238,49348,RUB,Нет,Enigma,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/346503,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/346503"">Enigma 8238</a></b> используется на предприятиях общественного питания и торговли, в развлекательных центрах и кинотеатрах, а также на открытых площадках для приготовления воздушной кукурузы с различными вкусовыми добавками. Купол и стойки выполнены из стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем котла: 0,45 кг</li>
<li>Частота: 60 Гц</li>
<li>Объем без упаковки: 0,18183 м³</li>
<li>Объем упаковки: 0,29718 м³</li>
</ul>",346503,220 В,1.6 кВт,550 мм,380 мм,870 мм,30 кг,Китай,1,645x485x950 мм,0,https://entero.ru/manuals/424867/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%208238.pdf;https://entero.ru/manuals/506724/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,51945,,30 кг,9 кг/ч,настольный,красный,соленый,453 г,
https://cdn.entero.ru/mp@2x/b4/3c/b43c30ab127a5c3b3cdf9f417498ac42.jpg,Аппарат для попкорна GASTRORAG HP-6A,Аппарат для попкорна GASTRORAG HP-6A,13369,RUB,Нет,GASTRORAG,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/83306,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83306"">GASTRORAG HP-6A</a> </b>используется на предприятиях общественного питания и торговли. Корпус выполнен из окрашенной в красный цвет стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 1 котел за 2 мин.</li>
<li>Загрузка:
<ul>
<li>Подсолнечное масло: 50 мл. (30 гр.)</li>
<li>Кукурузные зёрна: 150 гр.</li>
<li>Сахар: 50 гр.</li>
</ul>
</li>
</ul>",83306,220 В,1.4 кВт,500 мм,360 мм,680 мм,,Китай,,,0,https://entero.ru/manuals/58111/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20HP-6A.pdf;https://entero.ru/manuals/116561/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,14375,,20 кг,,настольный,серебряный,,230 г,
https://cdn.entero.ru/mp@2x/ee/e8/eee8c86477c13f0ae17fe5f280c7a760.jpg;https://cdn.entero.ru/mp@2x/65/56/655689858db206955f2e052aac6595f9.jpg,Аппарат для попкорна EKSI HP-6C рст,HP-6C,13980,RUB,Нет,EKSI,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/368436,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368436"">EKSI HP-6C рст</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена инфракрасной лампой для подогрева готового продукта. Корпус выполнен из нержавеющей стали, боковые панели - из закаленного стекла, чаша имеет антипригарное покрытие.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество чаш: 1</li>
<li>Производительность: 8 унций/цикл / 160 порций/час</li>
<li>Вес порции: 1 унция</li>
<li>Время нагрева: от 5 до 6 мин.</li>
</ul>",368436,220 В,1.44 кВт,405 мм,537 мм,745 мм,15 кг,Китай,1,480x609x709 мм,0,https://entero.ru/manuals/485946/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HP-6C%20%D1%80%D1%81%D1%82.pdf,14872,,,4.48 кг/ч,настольный,красный,,224 г,
https://cdn.entero.ru/mp@2x/16/53/165342b4b30b57a8a5d8892552b882db.jpg,Аппарат для попкорна VIATTO HP-6B,Аппарат для попкорна VIATTO HP-6B,14216,RUB,Нет,VIATTO,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/156790,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/156790"">VIATTO HP-6B</a></b> используется на предприятиях общественного питания и торговли, в развлекательных центрах и кинотеатрах, а также на открытом воздухе. Корпус снаружи и крыша выполнены из окрашенной стали, стойки - из алюминия, стенки - из закаленного стекла, дно аппарата изнутри - из нержавеющей стали. Чаша - из алюминия с антипригарным покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем емкости: 6 унций (170 г)</li>
<li>Время приготовления 1 загрузки: от 3 до 5 мин.</li>
<li>Габариты в упаковке: 605х470х795 мм</li>
</ul>",156790,220 В,1.44 кВт,560 мм,420 мм,760 мм,16 кг,Китай,1,605x470x795 мм,0,https://entero.ru/manuals/185750/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf;https://entero.ru/manuals/463785/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20HP-6B.pdf;https://entero.ru/manuals/463787/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/463788/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20HP-6B.png;https://entero.ru/manuals/463789/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20HP-6B.pdf,,,14 кг,,настольный,красный,,,
https://cdn.entero.ru/mp@2x/75/d0/75d0d1832f89824a1b7174e21dcd8594.jpg,Аппарат для попкорна Starfood ET-POPB-RE,ET POPB R,11787,RUB,Нет,Starfood,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/25619,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25619"">Starfood ET-POPB-RE</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена панорамным остеклением и двойным дном с подогревом. Корпус выполнен из алюминия, чаша с антипригарным покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 30 чаш/час</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",25619,220 В,1.3 кВт,510 мм,380 мм,680 мм,,Китай,,,0,https://entero.ru/manuals/15818/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Starfood%20ET-POPB-R.pdf,12278,,14.35 кг,,настольный,,соленый / сладкий,,
https://cdn.entero.ru/mp@2x/ea/f6/eaf6cad5a514a71d5f2b7322e3aaa65e.jpg;https://cdn.entero.ru/mp@2x/08/8d/088d544a562b065c121174ac7e50326b.jpg;https://cdn.entero.ru/mp@2x/cf/11/cf11bad576b0779634e1009cd5286b26.jpg;https://cdn.entero.ru/mp@2x/74/dc/74dc5cf2d3197a1506029ae58ac45404.jpg;https://cdn.entero.ru/mp@2x/90/7f/907f13d19f2d505d40baf49f4a489d93.jpg;https://cdn.entero.ru/mp@2x/a6/d5/a6d5bf1e197ea93d23d99d510b18da64.jpg;https://cdn.entero.ru/mp@2x/5b/f4/5bf432fcfe343d8d29c739b6d9e050f5.jpg;https://cdn.entero.ru/mp@2x/ec/06/ec06ef34cbba65caa70b23b6dc67176a.jpg,Аппарат для попкорна Foodatlas HP-6A,HP-6A FoodAtlas,16296,RUB,Нет,Foodatlas,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/99295,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/99295"">Foodatlas HP-6A</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена нагревательным элементом, подсветкой и лотком для сбора мусора. Корпус выполнен из алюминиевого сплава и закаленного стекла , поддон - из нержавеющей стали, чаша - из алюминия с антипригарным покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: от 0 до 250 °С</li>
<li>Температура подогрева: от 30 до 80 °С</li>
<li>Объем чаши: 8 унций</li>
<li>Мощность:
<ul>
<li>Нагрев чаши: 1,44 кВт</li>
<li>Подогрев: 0,3 кВт</li>
</ul>
</li>
<li>Размер камеры: 485x340x520 мм</li>
<li>Габариты в упаковке: 610x475x795 мм</li>
</ul>",99295,220 В,1.44 кВт,497 мм,417 мм,720 мм,,Китай,,,0,https://entero.ru/manuals/90824/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HP-6A.pdf,17336,,15 кг,от 1.8 до 2.5 кг/ч,настольный,серебряный,,,
https://cdn.entero.ru/mp@2x/5e/7a/5e7adcda435468f07ee8e5989ba1ce20.jpg,Аппарат для попкорна CuisinAid CD-HP-6A,Аппарат для попкорна CuisinAid CD-HP-6A,16955,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/309411,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/309411"">CuisinAid CD-HP-6A</a></b> используется на предприятиях общественного питания и торговли. </p>",309411,220 В,1.4 кВт,500 мм,370 мм,680 мм,,Китай,,,0,,17847,,16 кг,,настольный,красный,,,
